Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Sphenolithus heteromorphus	Reticulofenestra pseudoumbilica	Cyclicargolithus floridanus	Sphenolithus spp.	Triquetrorhabdulus rugosus	Discoaster kugleri	Calcidiscus macintyrei	Catinaster coalitus	Discoaster quinqueramus	Discoaster brouweri	Discoaster berggrenii	Discoaster pentaradiatus	Discoaster surculus	Amaurolithus tricorniculatus	Discoaster asymmetricus	Ceratolithus rugosus	Pseudoemiliania lacunosa	Discoaster tamalis	Helicosphaera sellii	Gephyrocapsa oceanica	Gephyrocapsa caribbeanica	Gephyrocapsa sp. (large)	Reticulofenestra asanoi	Comment
  SR	Pleistocene      	                 	NN20              	              	131	 808	C	 10	R	CC	   9.00	    389.2900	Olafsson 	Nannofossils                                 	A              	G                 	                          	                               	                           	                 	                          	                  	                      	                   	                       	                   	                     	                        	                   	                            	                       	                    	                        	                  	                    	C                    	C                        	                        	                       	from 131SR. Chapter 1. Table 1. page 7.

  SR	Pleistocene      	                 	NN20              	              	131	 808	C	 11	R	CC	   0.00	    396.9300	Olafsson 	Nannofossils                                 	C              	G                 	                          	                               	                           	                 	                          	                  	                      	                   	                       	                   	                     	                        	                   	                            	                       	                    	                        	                  	                    	C                    	                         	                        	                       	from 131SR. Chapter 1. Table 1. page 7.

  SR	Pleistocene      	                 	NN20              	              	131	 808	C	 12	R	CC	   0.00	    409.5300	Olafsson 	Nannofossils                                 	A              	G                 	                          	                               	                           	                 	                          	                  	                      	                   	                       	                   	                     	                        	                   	                            	                       	                    	R                       	                  	                    	C                    	C                        	                        	                       	from 131SR. Chapter 1. Table 1. page 7.

  SR	Pleistocene      	                 	NN20              	              	131	 808	C	 13	R	 2	  23.00	    416.0300	Olafsson 	Nannofossils                                 	C              	G                 	                          	                               	                           	                 	                          	                  	                      	                   	                       	                   	                     	                        	                   	                            	                       	                    	R                       	                  	                    	C                    	                         	                        	                       	from 131SR. Chapter 1. Table 1. page 7.

  SR	Pleistocene      	                 	NN20              	              	131	 808	C	 13	R	CC	  17.00	    419.4700	Olafsson 	Nannofossils                                 	F              	M                 	                          	                               	                           	                 	                          	                  	                      	                   	                       	                   	                     	                        	                   	                            	                       	                    	                        	                  	                    	F                    	                         	                        	                       	from 131SR. Chapter 1. Table 1. page 7.

  SR	Pleistocene      	                 	NN20              	              	131	 808	C	 14	R	CC	  13.00	    429.7900	Olafsson 	Nannofossils                                 	F              	M                 	                          	                               	                           	                 	                          	                  	                      	                   	                       	                   	                     	                        	                   	                            	                       	                    	                        	                  	                    	F                    	                         	                        	                       	from 131SR. Chapter 1. Table 1. page 7.

  SR	Pleistocene      	                 	NN20              	              	131	 808	C	 15	R	CC	   0.00	    440.3600	Olafsson 	Nannofossils                                 	C              	M                 	                          	                               	                           	                 	                          	                  	                      	                   	                       	                   	                     	                        	                   	                            	                       	                    	                        	                  	                    	C                    	                         	                        	                       	from 131SR. Chapter 1. Table 1. page 7.

  SR	Pleistocene      	                 	NN20              	              	131	 808	C	 16	R	CC	  23.00	    449.8300	Olafsson 	Nannofossils                                 	C              	M                 	                          	                               	                           	                 	                          	                  	                      	                   	                       	                   	                     	                        	                   	                            	                       	                    	R                       	                  	                    	C                    	R                        	                        	                       	from 131SR. Chapter 1. Table 1. page 7.

  SR	Pleistocene      	                 	NN20              	              	131	 808	C	 17	R	CC	  19.00	    459.7700	Olafsson 	Nannofossils                                 	C              	M                 	                          	                               	                           	                 	                          	                  	                      	                   	                       	                   	                     	                        	                   	                            	                       	                    	R                       	                  	                    	C                    	                         	                        	                       	from 131SR. Chapter 1. Table 1. page 7.

  SR	Pleistocene      	                 	NN20              	              	131	 808	C	 18	R	CC	  16.00	    470.2500	Olafsson 	Nannofossils                                 	C              	G                 	                          	                               	                           	                 	                          	                  	                      	                   	                       	                   	                     	                        	                   	                            	                       	                    	                        	                  	                    	C                    	                         	                        	                       	from 131SR. Chapter 1. Table 1. page 7.

  SR	Pleistocene      	                 	NN20              	              	131	 808	C	 19	R	CC	   0.00	    478.5800	Olafsson 	Nannofossils                                 	R              	M                 	                          	                               	                           	                 	                          	                  	                      	                   	                       	                   	                     	                        	                   	                            	                       	                    	                        	                  	                    	R                    	                         	                        	                       	from 131SR. Chapter 1. Table 1. page 7.

  SR	Pleistocene      	                 	NN20              	              	131	 808	C	 20	R	CC	  13.00	    488.9900	Olafsson 	Nannofossils                                 	F              	M                 	                          	                               	                           	                 	                          	                  	                      	                   	                       	                   	                     	                        	                   	                            	                       	                    	R                       	                  	                    	F                    	                         	                        	                       	from 131SR. Chapter 1. Table 1. page 7.

  SR	Pleistocene      	                 	NN20              	              	131	 808	C	 21	R	CC	  18.00	    498.5000	Olafsson 	Nannofossils                                 	F              	G                 	                          	                               	                           	                 	                          	                  	                      	                   	                       	                   	                     	                        	                   	                            	                       	                    	                        	                  	                    	F                    	R                        	                        	                       	from 131SR. Chapter 1. Table 1. page 7.

  SR	Pleistocene      	                 	NN20              	              	131	 808	C	 22	R	CC	  12.00	    507.8500	Olafsson 	Nannofossils                                 	C              	G                 	                          	                               	                           	                 	                          	                  	                      	                   	                       	                   	                     	                        	                   	                            	                       	                    	                        	                  	                    	C                    	F                        	                        	                       	from 131SR. Chapter 1. Table 1. page 7.

  SR	Pleistocene      	                 	NN20              	              	131	 808	C	 23	R	CC	  14.00	    517.8400	Olafsson 	Nannofossils                                 	F              	M                 	                          	                               	                           	                 	                          	                  	                      	                   	                       	                   	                     	                        	                   	                            	                       	                    	R                       	                  	                    	F                    	                         	                        	                       	from 131SR. Chapter 1. Table 1. page 7.

  SR	Pleistocene      	                 	NN20              	              	131	 808	C	 24	R	CC	  17.00	    526.8000	Olafsson 	Nannofossils                                 	F              	M                 	                          	                               	                           	                 	                          	                  	                      	                   	                       	                   	                     	                        	                   	                            	                       	                    	                        	                  	                    	F                    	                         	                        	                       	from 131SR. Chapter 1. Table 1. page 7.

  SR	Pleistocene      	                 	NN20              	              	131	 808	C	 25	R	CC	   0.00	    534.1100	Olafsson 	Nannofossils                                 	C              	G                 	                          	                               	                           	                 	                          	                  	                      	                   	                       	                   	                     	                        	                   	                            	                       	                    	                        	                  	                    	C                    	                         	                        	                       	from 131SR. Chapter 1. Table 1. page 7.

  SR	Pleistocene      	                 	NN20              	              	131	 808	C	 26	R	CC	  21.00	    547.4100	Olafsson 	Nannofossils                                 	C              	G                 	                          	                               	                           	                 	                          	                  	                      	                   	                       	                   	                     	                        	                   	                            	                       	                    	                        	                  	                    	C                    	                         	                        	                       	from 131SR. Chapter 1. Table 1. page 7.

  SR	Pleistocene      	                 	NN20              	              	131	 808	C	 27	R	CC	   0.00	    558.7300	Olafsson 	Nannofossils                                 	A              	G                 	                          	                               	                           	                 	                          	                  	                      	                   	                       	                   	                     	                        	                   	                            	                       	                    	                        	                  	                    	C                    	C                        	                        	R                      	from 131SR. Chapter 1. Table 1. page 7.

  SR	Pleistocene      	                 	NN20              	              	131	 808	C	 28	R	CC	   9.00	    566.8000	Olafsson 	Nannofossils                                 	A              	G                 	                          	                               	                           	                 	                          	                  	                      	                   	                       	                   	                     	                        	                   	                            	                       	                    	R                       	                  	                    	C                    	F                        	                        	                       	from 131SR. Chapter 1. Table 1. page 7.

  SR	Pleistocene      	                 	NN20              	              	131	 808	C	 29	R	CC	   0.00	    577.9900	Olafsson 	Nannofossils                                 	R              	M                 	                          	                               	                           	                 	                          	                  	                      	                   	                       	                   	                     	                        	                   	                            	                       	                    	                        	                  	                    	R                    	                         	                        	                       	from 131SR. Chapter 1. Table 1. page 7.

  SR	Pleistocene      	                 	NN20              	              	131	 808	C	 30	R	 4	  56.00	    583.3600	Olafsson 	Nannofossils                                 	A              	G                 	                          	                               	                           	                 	                          	                  	                      	                   	                       	                   	                     	                        	                   	                            	                       	                    	                        	                  	                    	A                    	                         	                        	R                      	from 131SR. Chapter 1. Table 1. page 7.

  SR	Pleistocene      	                 	NN20              	              	131	 808	C	 30	R	CC	  22.00	    587.5000	Olafsson 	Nannofossils                                 	A              	G                 	                          	                               	                           	                 	                          	                  	                      	                   	                       	                   	                     	                        	                   	                            	                       	                    	R                       	                  	R                   	A                    	C                        	                        	R                      	from 131SR. Chapter 1. Table 1. page 7.

  SR	Pleistocene      	                 	NN20              	              	131	 808	C	 31	R	CC	   0.00	    590.3800	Olafsson 	Nannofossils                                 	A              	G                 	                          	                               	                           	                 	                          	                  	                      	                   	                       	                   	                     	                        	                   	                            	                       	                    	R                       	                  	R                   	A                    	C                        	                        	                       	from 131SR. Chapter 1. Table 1. page 7.

  SR	Pleistocene      	                 	NN20              	              	131	 808	C	 32	R	CC	  11.00	    605.5000	Olafsson 	Nannofossils                                 	A              	G                 	                          	                               	                           	                 	                          	                  	                      	                   	                       	                   	                     	                        	                   	                            	                       	                    	R                       	                  	                    	A                    	C                        	                        	R                      	from 131SR. Chapter 1. Table 1. page 7.

  SR	Pleistocene      	                 	NN20              	              	131	 808	C	 33	R	CC	  13.00	    614.2300	Olafsson 	Nannofossils                                 	F              	M                 	                          	                               	                           	                 	                          	                  	                      	                   	                       	                   	                     	                        	                   	                            	                       	                    	                        	                  	                    	F                    	F                        	                        	                       	from 131SR. Chapter 1. Table 1. page 7.

  SR	Pleistocene      	                 	NN20              	              	131	 808	C	 34	R	 1	  20.00	    616.7000	Olafsson 	Nannofossils                                 	A              	G                 	                          	                               	                           	                 	                          	                  	                      	                   	                       	                   	                     	                        	                   	                            	                       	                    	R                       	                  	                    	A                    	C                        	                        	                       	from 131SR. Chapter 1. Table 1. page 7.

  SR	Pleistocene      	                 	NN19              	              	131	 808	C	 34	R	 5	  95.00	    623.4500	Olafsson 	Nannofossils                                 	A              	G                 	                          	                               	                           	                 	                          	                  	                      	                   	                       	                   	                     	                        	                   	                            	                       	                    	R                       	                  	                    	C                    	C                        	                        	                       	from 131SR. Chapter 1. Table 1. page 7.

  SR	Pleistocene      	                 	NN19              	              	131	 808	C	 35	R	CC	   7.00	    634.4100	Olafsson 	Nannofossils                                 	C              	G                 	                          	                               	                           	                 	                          	                  	                      	                   	                       	                   	                     	                        	                   	                            	                       	                    	F                       	                  	                    	F                    	F                        	                        	                       	from 131SR. Chapter 1. Table 1. page 7.

  SR	Pleistocene      	                 	NN19              	              	131	 808	C	 36	R	 5	  86.00	    642.7600	Olafsson 	Nannofossils                                 	R              	M                 	                          	                               	                           	                 	                          	                  	                      	                   	                       	                   	                     	                        	                   	                            	                       	                    	                        	                  	                    	                     	R                        	                        	                       	from 131SR. Chapter 1. Table 1. page 7.

  SR	Pleistocene      	                 	NN19              	              	131	 808	C	 37	R	 2	  84.00	    647.8400	Olafsson 	Nannofossils                                 	A              	G                 	                          	                               	                           	                 	                          	                  	                      	                   	                       	                   	                     	                        	                   	                            	                       	                    	R                       	                  	                    	C                    	C                        	                        	                       	from 131SR. Chapter 1. Table 1. page 7.

  SR	Pleistocene      	                 	NN19              	              	131	 808	C	 38	R	CC	  22.00	    664.6800	Olafsson 	Nannofossils                                 	C              	M                 	                          	                               	                           	                 	                          	                  	                      	                   	                       	                   	                     	                        	                   	                            	                       	                    	C                       	                  	                    	C                    	F                        	                        	R                      	from 131SR. Chapter 1. Table 1. page 7.

  SR	Pleistocene      	                 	NN19              	              	131	 808	C	 39	R	 5	  70.00	    671.2000	Olafsson 	Nannofossils                                 	A              	P                 	                          	                               	                           	                 	                          	                  	                      	                   	                       	                   	                     	                        	                   	                            	                       	                    	C                       	                  	                    	R                    	                         	                        	A                      	from 131SR. Chapter 1. Table 1. page 7.

  SR	Pleistocene      	                 	NN19              	              	131	 808	C	 40	R	CC	   0.00	    677.5900	Olafsson 	Nannofossils                                 	A              	M                 	                          	                               	                           	                 	                          	                  	                      	                   	                       	                   	                     	                        	                   	                            	                       	                    	C                       	                  	                    	C                    	                         	                        	C                      	from 131SR. Chapter 1. Table 1. page 7.

  SR	Pleistocene      	                 	NN19              	              	131	 808	C	 41	R	CC	  14.00	    686.2300	Olafsson 	Nannofossils                                 	F              	M                 	                          	                               	                           	                 	                          	                  	                      	                   	                       	                   	                     	                        	                   	                            	                       	                    	F                       	                  	                    	R                    	R                        	                        	R                      	from 131SR. Chapter 1. Table 1. page 7.

  SR	Pleistocene      	                 	NN19              	              	131	 808	C	 42	R	CC	   0.00	    701.9200	Olafsson 	Nannofossils                                 	C              	M                 	                          	                               	                           	                 	                          	                  	                      	                   	                       	                   	                     	                        	                   	                            	                       	                    	C                       	                  	                    	R                    	                         	F                       	                       	from 131SR. Chapter 1. Table 1. page 7.

  SR	Pleistocene      	                 	NN19              	              	131	 808	C	 43	R	CC	  19.00	    711.9300	Olafsson 	Nannofossils                                 	R              	P                 	                          	                               	                           	                 	                          	                  	                      	                   	                       	                   	                     	                        	                   	                            	                       	                    	                        	                  	                    	                     	                         	R                       	                       	from 131SR. Chapter 1. Table 1. page 7.

  SR	Pleistocene      	                 	NN19              	              	131	 808	C	 44	R	 7	   8.00	    721.4800	Olafsson 	Nannofossils                                 	C              	P                 	                          	                               	                           	                 	                          	                  	R                     	                   	                       	                   	                     	                        	                   	                            	                       	                    	C                       	                  	                    	C                    	                         	F                       	                       	from 131SR. Chapter 1. Table 1. page 7.

  SR	Pleistocene      	                 	NN19              	              	131	 808	C	 45	R	 6	  50.00	    730.0000	Olafsson 	Nannofossils                                 	R              	M                 	                          	                               	                           	                 	                          	                  	                      	                   	                       	                   	                     	                        	                   	                            	                       	                    	R                       	                  	                    	                     	                         	R                       	R                      	from 131SR. Chapter 1. Table 1. page 7.

  SR	Pleistocene      	                 	NN19              	              	131	 808	C	 46	R	CC	  14.00	    739.2500	Olafsson 	Nannofossils                                 	A              	G                 	                          	                               	                           	                 	                          	                  	R                     	                   	                       	                   	                     	                        	                   	                            	                       	                    	F                       	                  	                    	C                    	C                        	R                       	                       	from 131SR. Chapter 1. Table 1. page 7.

  SR	Pleistocene      	                 	NN19              	              	131	 808	C	 47	R	 7	 120.00	    750.5800	Olafsson 	Nannofossils                                 	A              	M                 	                          	                               	                           	                 	                          	                  	                      	                   	                       	                   	                     	                        	                   	                            	                       	                    	C                       	                  	                    	A                    	A                        	                        	                       	from 131SR. Chapter 1. Table 1. page 7.

  SR	Pleistocene      	                 	NN19              	              	131	 808	C	 48	R	CC	  23.00	    760.8800	Olafsson 	Nannofossils                                 	A              	M                 	                          	                               	                           	                 	                          	                  	R                     	                   	                       	                   	                     	                        	                   	                            	                       	                    	C                       	                  	                    	A                    	A                        	                        	                       	from 131SR. Chapter 1. Table 1. page 7.

  SR	Pleistocene      	                 	NN19              	              	131	 808	C	 49	R	CC	  14.00	    767.4900	Olafsson 	Nannofossils                                 	C              	M                 	                          	                               	                           	                 	                          	                  	R                     	                   	                       	                   	                     	                        	                   	                            	                       	                    	C                       	                  	                    	F                    	F                        	                        	                       	from 131SR. Chapter 1. Table 1. page 7.

  SR	Pleistocene      	                 	NN19              	              	131	 808	C	 50	R	 2	  63.00	    771.7500	Olafsson 	Nannofossils                                 	C              	M                 	                          	                               	                           	                 	                          	                  	                      	                   	                       	                   	                     	                        	                   	                            	                       	                    	R                       	                  	                    	                     	R                        	                        	                       	from 131SR. Chapter 1. Table 1. page 7.

  SR	Pleistocene      	                 	NN19              	              	131	 808	C	 50	R	 4	  59.00	    774.7100	Olafsson 	Nannofossils                                 	C              	M                 	                          	                               	                           	                 	                          	                  	R                     	                   	                       	                   	                     	                        	                   	                            	                       	                    	F                       	                  	                    	                     	R                        	                        	                       	from 131SR. Chapter 1. Table 1. page 7.

  SR	Pliocene         	                 	NN19              	              	131	 808	C	 50	R	 7	 101.00	    779.6300	Olafsson 	Nannofossils                                 	R              	P                 	                          	                               	                           	                 	                          	                  	R                     	                   	                       	                   	                     	                        	                   	                            	                       	                    	R                       	                  	                    	R                    	                         	                        	                       	from 131SR. Chapter 1. Table 2. page 8.

  SR	Pliocene         	                 	NN19              	              	131	 808	C	 51	R	 1	  72.00	    780.8200	Olafsson 	Nannofossils                                 	C              	M                 	                          	                               	                           	                 	                          	                  	R                     	                   	                       	                   	                     	                        	                   	                            	                       	                    	R                       	                  	                    	                     	                         	                        	                       	from 131SR. Chapter 1. Table 2. page 8.

  SR	Pliocene         	                 	NN19              	              	131	 808	C	 51	R	 3	  85.00	    783.9500	Olafsson 	Nannofossils                                 	A              	P                 	                          	                               	                           	                 	                          	                  	R                     	                   	                       	                   	                     	                        	                   	                            	                       	                    	F                       	                  	                    	                     	R                        	                        	                       	from 131SR. Chapter 1. Table 2. page 8.

  SR	Pliocene         	                 	NN18              	              	131	 808	C	 51	R	 5	  78.00	    786.8800	Olafsson 	Nannofossils                                 	F              	M                 	                          	                               	                           	                 	                          	                  	                      	                   	                       	R                  	                     	                        	                   	                            	                       	                    	R                       	                  	                    	R                    	                         	                        	                       	from 131SR. Chapter 1. Table 2. page 8.

  SR	Pliocene         	                 	NN18              	              	131	 808	C	 51	R	CC	   0.00	    789.7800	Olafsson 	Nannofossils                                 	C              	M                 	                          	                               	                           	                 	                          	                  	F                     	                   	                       	                   	                     	                        	                   	                            	                       	                    	F                       	                  	                    	R                    	R                        	                        	                       	from 131SR. Chapter 1. Table 2. page 8.

  SR	Pliocene         	                 	NN18              	              	131	 808	C	 52	R	 3	  24.00	    793.0400	Olafsson 	Nannofossils                                 	F              	M                 	                          	                               	                           	                 	                          	                  	R                     	                   	                       	R                  	                     	                        	                   	                            	                       	                    	                        	                  	                    	                     	                         	                        	                       	from 131SR. Chapter 1. Table 2. page 8.

  SR	Pliocene         	                 	NN18              	              	131	 808	C	 52	R	 5	  25.00	    796.0500	Olafsson 	Nannofossils                                 	R              	P                 	                          	                               	                           	                 	                          	                  	                      	                   	                       	R                  	                     	                        	                   	                            	                       	                    	                        	                  	                    	                     	                         	                        	                       	from 131SR. Chapter 1. Table 2. page 8.

  SR	Pliocene         	                 	NN16              	NN17          	131	 808	C	 53	R	CC	  14.00	    808.0200	Olafsson 	Nannofossils                                 	A              	P                 	                          	                               	                           	                 	                          	                  	R                     	                   	                       	R                  	                     	R                       	R                  	                            	                       	                    	C                       	                  	                    	                     	                         	                        	                       	from 131SR. Chapter 1. Table 2. page 8.

  SR	Pliocene         	                 	NN16              	NN17          	131	 808	C	 54	R	CC	   0.00	    818.5900	Olafsson 	Nannofossils                                 	A              	G                 	                          	                               	                           	                 	                          	                  	F                     	                   	                       	F                  	                     	R                       	R                  	                            	                       	                    	                        	                  	R                   	                     	                         	                        	                       	from 131SR. Chapter 1. Table 2. page 8.

  SR	Pliocene         	                 	NN16              	NN17          	131	 808	C	 55	R	CC	  24.00	    826.7000	Olafsson 	Nannofossils                                 	A              	P                 	                          	                               	                           	                 	                          	                  	                      	                   	                       	                   	                     	R                       	                   	                            	                       	                    	R                       	                  	                    	                     	                         	                        	                       	from 131SR. Chapter 1. Table 2. page 8.

  SR	Pliocene         	                 	NN16              	NN17          	131	 808	C	 56	R	 1	  80.00	    829.2000	Olafsson 	Nannofossils                                 	F              	M                 	                          	                               	                           	                 	                          	                  	                      	                   	                       	R                  	                     	R                       	R                  	                            	R                      	                    	                        	                  	                    	                     	                         	                        	                       	from 131SR. Chapter 1. Table 2. page 8.

  SR	Pliocene         	                 	NN16              	NN17          	131	 808	C	 56	R	 3	 136.00	    832.7600	Olafsson 	Nannofossils                                 	R              	P                 	                          	                               	                           	                 	                          	                  	                      	                   	                       	                   	                     	R                       	                   	                            	                       	                    	                        	R                 	                    	                     	                         	                        	                       	from 131SR. Chapter 1. Table 2. page 8.

  SR	Pliocene         	                 	NN16              	NN17          	131	 808	C	 56	R	 5	  64.00	    835.0400	Olafsson 	Nannofossils                                 	C              	M                 	                          	                               	                           	                 	                          	                  	                      	                   	                       	R                  	                     	R                       	                   	                            	                       	                    	R                       	R                 	                    	                     	                         	                        	                       	from 131SR. Chapter 1. Table 2. page 8.

  SR	Pliocene         	                 	NN16              	NN17          	131	 808	C	 56	R	CC	  13.00	    835.5200	Olafsson 	Nannofossils                                 	C              	M                 	                          	                               	                           	                 	                          	                  	R                     	                   	                       	F                  	                     	                        	                   	                            	R                      	                    	R                       	                  	                    	                     	                         	                        	                       	from 131SR. Chapter 1. Table 2. page 8.

  SR	Pliocene         	                 	NN16              	NN17          	131	 808	C	 57	R	 1	  76.00	    838.8600	Olafsson 	Nannofossils                                 	C              	M                 	                          	                               	                           	                 	                          	                  	R                     	                   	                       	R                  	                     	R                       	R                  	                            	R                      	                    	R                       	                  	                    	                     	                         	                        	                       	from 131SR. Chapter 1. Table 2. page 8.

  SR	Pliocene         	                 	NN16              	NN17          	131	 808	C	 57	R	 3	  83.00	    841.9300	Olafsson 	Nannofossils                                 	F              	M                 	                          	                               	                           	                 	                          	                  	                      	                   	                       	R                  	                     	                        	R                  	                            	                       	                    	                        	R                 	                    	                     	                         	                        	                       	from 131SR. Chapter 1. Table 2. page 8.

  SR	Pliocene         	                 	NN16              	NN17          	131	 808	C	 57	R	 5	  77.00	    844.8700	Olafsson 	Nannofossils                                 	A              	G                 	                          	                               	                           	                 	                          	                  	F                     	                   	                       	F                  	                     	F                       	R                  	                            	R                      	                    	R                       	R                 	                    	                     	                         	                        	                       	from 131SR. Chapter 1. Table 2. page 8.

  SR	Pliocene         	                 	NN16              	NN17          	131	 808	C	 57	R	CC	   0.00	    845.1500	Olafsson 	Nannofossils                                 	C              	M                 	                          	                               	                           	                 	                          	                  	                      	                   	                       	F                  	                     	F                       	F                  	                            	F                      	                    	F                       	F                 	                    	                     	                         	                        	                       	from 131SR. Chapter 1. Table 2. page 8.

  SR	Pliocene         	                 	NN16              	NN17          	131	 808	C	 58	R	 2	 128.00	    850.1800	Olafsson 	Nannofossils                                 	R              	P                 	                          	                               	                           	                 	                          	                  	                      	                   	                       	R                  	                     	                        	R                  	                            	                       	                    	                        	                  	                    	                     	                         	                        	                       	from 131SR. Chapter 1. Table 2. page 8.

  SR	Pliocene         	                 	NN16              	NN17          	131	 808	C	 58	R	CC	   0.00	    854.0500	Olafsson 	Nannofossils                                 	C              	M                 	                          	                               	                           	                 	                          	                  	R                     	                   	                       	                   	                     	                        	R                  	                            	                       	                    	R                       	                  	                    	                     	                         	                        	                       	from 131SR. Chapter 1. Table 2. page 8.

  SR	Pliocene         	                 	NN16              	NN17          	131	 808	C	 59	R	 1	  30.00	    857.4000	Olafsson 	Nannofossils                                 	A              	M                 	                          	R                              	                           	                 	                          	                  	F                     	                   	                       	R                  	                     	R                       	R                  	                            	R                      	                    	                        	R                 	                    	                     	                         	                        	                       	from 131SR. Chapter 1. Table 2. page 8.

  SR	Pliocene         	                 	NN16              	NN17          	131	 808	C	 59	R	 3	  60.00	    860.7000	Olafsson 	Nannofossils                                 	C              	M                 	                          	                               	                           	                 	                          	                  	R                     	                   	                       	F                  	                     	F                       	R                  	                            	R                      	                    	                        	R                 	                    	                     	                         	                        	                       	from 131SR. Chapter 1. Table 2. page 8.

  SR	Pliocene         	                 	NN16              	NN17          	131	 808	C	 59	R	 5	  12.00	    863.2200	Olafsson 	Nannofossils                                 	R              	P                 	                          	                               	                           	                 	                          	                  	                      	                   	                       	R                  	                     	R                       	R                  	                            	R                      	                    	                        	                  	                    	                     	                         	                        	                       	from 131SR. Chapter 1. Table 2. page 8.

  SR	Pliocene         	                 	NN16              	NN17          	131	 808	C	 59	R	CC	  22.00	    864.1300	Olafsson 	Nannofossils                                 	C              	M                 	                          	                               	                           	                 	                          	                  	                      	                   	                       	F                  	                     	R                       	F                  	                            	                       	                    	                        	                  	                    	                     	                         	                        	                       	from 131SR. Chapter 1. Table 2. page 8.

  SR	Pliocene         	                 	NN16              	NN17          	131	 808	C	 60	R	 1	 115.00	    867.9500	Olafsson 	Nannofossils                                 	R              	P                 	                          	                               	                           	                 	                          	                  	R                     	                   	                       	                   	                     	                        	                   	                            	                       	                    	                        	                  	                    	                     	                         	                        	                       	from 131SR. Chapter 1. Table 2. page 8.

  SR	Pliocene         	                 	NN16              	NN17          	131	 808	C	 60	R	 3	 123.00	    871.0300	Olafsson 	Nannofossils                                 	A              	M                 	                          	                               	                           	                 	                          	                  	R                     	                   	                       	                   	                     	F                       	                   	                            	R                      	                    	R                       	R                 	                    	                     	                         	                        	                       	from 131SR. Chapter 1. Table 2. page 8.

