Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Paragloborotalia acostaensis,Turborotalita quinqueloba,Paragloborotalia continuosa,Neogloboquadrina pachyderma (dextral),Globorotalia cf. Gr. zealandica,Globigerina praebulloides,Globigerina officinalis,Catapsydrax unicavus,Neogloboquadrina atlantica (sinistral),Neogloboquadrina atlantica (dextral),Globorotalia scitula,Globigerinoides ruber,Neogloboquadrina pachyderma (sinistral),Neogloboquadrina sp. juv. sinistral,Neogloboquadrina sp. juv. dextral,Globoconella inflata,Globigerina bulloides,Orbulina universa,Neogloboquadrina cf. dutertrei,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica      ,              ,151, 911,A, 37,X, 6,   6.00,    348.9800,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,R                                     ,                                    ,                    ,                     ,                                       ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica      ,              ,151, 911,A, 37,X, 6,  22.00,    349.1400,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,R                                     ,                                    ,                    ,                     ,                                       ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica      ,              ,151, 911,A, 37,X, 6,  26.00,    349.1800,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,R                                     ,                                    ,                    ,                     ,                                       ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica      ,              ,151, 911,A, 37,X, 6,  39.00,    349.3100,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,R                                     ,                                    ,                    ,                     ,                                       ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica      ,              ,151, 911,A, 37,X, 6,  70.00,    349.6200,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,R                                     ,                                    ,                    ,                     ,                                       ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica      ,              ,151, 911,A, 37,X, 6,  72.00,    349.6400,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,R                                     ,                                    ,                    ,                     ,                                       ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica      ,              ,151, 911,A, 37,X, 6,  89.00,    349.8100,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,R                                     ,                                    ,                    ,                     ,                                       ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica      ,              ,151, 911,A, 37,X, 6,  98.00,    349.9000,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,R                                     ,                                    ,                    ,                     ,                                       ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica      ,              ,151, 911,A, 38,X, 2, 115.00,    353.9600,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,R                                     ,                                    ,                    ,                     ,                                       ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica      ,              ,151, 911,A, 38,X, 3, 115.00,    355.4600,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,R                                     ,                                    ,                    ,                     ,                                       ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica      ,              ,151, 911,A, 38,X, 4, 115.00,    356.9600,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,R                                     ,                                    ,                    ,                     ,                                       ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica      ,              ,151, 911,A, 38,X, 5, 115.00,    358.3900,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,R                                     ,                                    ,                    ,                     ,                                       ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica      ,              ,151, 911,A, 38,X, 6, 115.00,    359.5900,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,R                                     ,                                    ,                    ,                     ,                                       ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica      ,              ,151, 911,A, 38,X, 7, 118.00,    360.9400,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,R                                     ,                                    ,                    ,                     ,                                       ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica      ,              ,151, 911,A, 38,X,CC,  44.00,    362.2400,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,R                                     ,                                    ,                    ,                     ,                                       ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica      ,              ,151, 911,A, 39,X, 1, 115.00,    362.5500,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,R                                     ,                                    ,                    ,                     ,                                       ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica      ,              ,151, 911,A, 39,X, 2, 115.00,    364.0000,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,R                                     ,                                    ,                    ,                     ,                                       ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica      ,              ,151, 911,A, 39,X, 3, 115.00,    365.4400,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,R                                     ,                                    ,                    ,                     ,                                       ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica      ,              ,151, 911,A, 39,X, 4, 115.00,    366.8400,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,R                                     ,                                    ,                    ,                     ,                                       ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica      ,              ,151, 911,A, 39,X, 5, 115.00,    368.2700,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,R                                     ,                                    ,                    ,                     ,                                       ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica      ,              ,151, 911,A, 39,X,CC,  39.00,    369.4400,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,R                                     ,                                    ,                    ,                     ,                                       ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica      ,              ,151, 911,A, 40,X, 1, 113.00,    372.0300,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,R                                     ,                                    ,                    ,                     ,                                       ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica      ,              ,151, 911,A, 40,X, 2, 113.00,    373.5300,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,R                                     ,                                    ,                    ,                     ,                                       ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica      ,              ,151, 911,A, 40,X, 3, 113.00,    374.9800,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,R                                     ,                                    ,                    ,                     ,                                       ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica      ,              ,151, 911,A, 40,X, 4, 113.00,    376.4800,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,R                                     ,                                    ,                    ,                     ,                                       ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica      ,              ,151, 911,A, 40,X, 6, 113.00,    378.6800,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,R                                     ,                                    ,                    ,                     ,                                       ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica      ,              ,151, 911,A, 41,X, 1, 112.00,    381.5200,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,R                                     ,                                    ,                    ,                     ,                                       ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica      ,              ,151, 911,A, 41,X, 2, 112.00,    383.0200,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,R                                     ,                                    ,                    ,                     ,                                       ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica      ,              ,151, 911,A, 41,X, 3, 112.00,    384.5200,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,R                                     ,                                    ,                    ,                     ,                                       ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica      ,              ,151, 911,A, 41,X, 4, 112.00,    386.0200,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,R                                     ,                                    ,                    ,                     ,                                       ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica      ,              ,151, 911,A, 41,X, 5, 112.00,    387.5200,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,R                                     ,                                    ,                    ,                     ,                                       ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica      ,              ,151, 911,A, 41,X, 6, 112.00,    389.0200,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,R                                     ,                                    ,                    ,                     ,                                       ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica      ,              ,151, 911,A, 41,X,CC,   0.00,    389.4000,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,R                                     ,                                    ,                    ,                     ,                                       ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica      ,              ,151, 911,A, 42,X, 3, 111.00,    393.2000,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,R                                     ,                                    ,                    ,                     ,                                       ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica      ,              ,151, 911,A, 42,X, 5, 111.00,    395.5700,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,R                                     ,                                    ,                    ,                     ,                                       ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica      ,              ,151, 911,A, 42,X, 6, 111.00,    396.8000,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,R                                     ,                                    ,                    ,                     ,                                       ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica      ,              ,151, 911,A, 42,X, 7, 111.00,    398.1400,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,R                                     ,                                    ,                    ,                     ,                                       ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica      ,              ,151, 911,A, 42,X, 8, 111.00,    399.5400,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,R                                     ,                                    ,                    ,                     ,                                       ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica      ,              ,151, 911,A, 42,X,CC,  71.00,    400.4000,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,R                                     ,                                    ,                    ,                     ,                                       ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica      ,              ,151, 911,A, 43,X, 1, 102.00,    400.6200,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,R                                     ,                                    ,                    ,                     ,                                       ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica      ,              ,151, 911,A, 43,X, 1, 113.00,    400.7300,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,R                                     ,                                    ,                    ,                     ,                                       ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica      ,              ,151, 911,A, 43,X, 2, 113.00,    402.2000,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,R                                     ,                                    ,                    ,                     ,                                       ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica      ,              ,151, 911,A, 43,X, 3, 113.00,    403.4400,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,R                                     ,                                    ,                    ,                     ,                                       ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica      ,              ,151, 911,A, 43,X,CC,  31.00,    405.5700,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,R                                     ,                                    ,                    ,                     ,                                       ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica      ,              ,151, 911,A, 44,X, 1, 115.00,    410.4500,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,R                                     ,                                    ,                    ,                     ,                                       ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica      ,              ,151, 911,A, 44,X, 2, 110.00,    411.9000,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,R                                     ,                                    ,                    ,                     ,                                       ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica      ,              ,151, 911,A, 44,X, 3, 113.00,    413.4300,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,R                                     ,                                    ,                    ,                     ,                                       ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica      ,              ,151, 911,A, 45,X, 1, 113.00,    420.0300,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,R                                     ,                                    ,                    ,                     ,                                       ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica      ,              ,151, 911,A, 45,X, 2, 115.00,    421.4200,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,R                                     ,                                    ,                    ,                     ,                                       ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica      ,              ,151, 911,A, 45,X, 3, 115.00,    422.9200,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,R                                     ,                                    ,                    ,                     ,                                       ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica      ,              ,151, 911,A, 45,X, 4, 117.00,    424.2500,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,R                                     ,                                    ,                    ,                     ,                                       ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica      ,              ,151, 911,A, 45,X, 5, 117.00,    425.5900,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,R                                     ,                                    ,                    ,                     ,                                       ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica      ,              ,151, 911,A, 45,X, 6, 118.00,    426.9500,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,R                                     ,                                    ,                    ,                     ,                                       ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica      ,              ,151, 911,A, 45,X,CC,  55.00,    428.1900,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,R                                     ,                                    ,                    ,                     ,                                       ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica      ,              ,151, 911,A, 46,X, 1, 115.00,    429.7500,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,R                                     ,                                    ,                    ,                     ,                                       ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica      ,              ,151, 911,A, 46,X, 2, 115.00,    431.2500,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,R                                     ,                                    ,                    ,                     ,                                       ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica      ,              ,151, 911,A, 46,X, 3, 118.00,    432.7400,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,R                                     ,                                    ,                    ,                     ,                                       ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica      ,              ,151, 911,A, 46,X, 4, 115.00,    434.0700,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,R                                     ,                                    ,                    ,                     ,                                       ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica      ,              ,151, 911,A, 47,X, 1, 115.00,    439.3500,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,R                                     ,                                    ,                    ,                     ,                                       ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
