Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Paragloborotalia acostaensis,Turborotalita quinqueloba,Paragloborotalia continuosa,Neogloboquadrina pachyderma (dextral),Globorotalia cf. Gr. zealandica,Globigerina praebulloides,Globigerina officinalis,Catapsydrax unicavus,Neogloboquadrina atlantica (sinistral),Neogloboquadrina atlantica (dextral),Globorotalia scitula,Globigerinoides ruber,Neogloboquadrina pachyderma (sinistral),Neogloboquadrina sp. juv. sinistral,Neogloboquadrina sp. juv. dextral,Globoconella inflata,Globigerina bulloides,Orbulina universa,Neogloboquadrina cf. dutertrei,Comment
  SR,Quaternary       ,                 ,N. pachyderma (sin.),              ,151, 911,A,  1,H, 5, 115.00,      7.1500,Spiegler ,Planktonic Foraminifers                      ,               ,G                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,                                      ,                                    ,                    ,                     ,R                                      ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,N. pachyderma (sin.),              ,151, 911,A,  1,H, 6,  78.00,      8.2800,Spiegler ,Planktonic Foraminifers                      ,               ,G                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,                                      ,                                    ,                    ,                     ,R                                      ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,N. pachyderma (sin.),              ,151, 911,A,  1,H,CC,  28.00,      9.4300,Spiegler ,Planktonic Foraminifers                      ,               ,G                 ,                            ,                         ,                           ,R                                    ,                               ,                         ,                       ,                    ,                                      ,                                    ,                    ,                     ,A                                      ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,N. pachyderma (sin.),              ,151, 911,A,  2,H, 1, 119.00,     10.6900,Spiegler ,Planktonic Foraminifers                      ,               ,G                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,                                      ,                                    ,                    ,                     ,C                                      ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,N. pachyderma (sin.),              ,151, 911,A,  2,H, 2, 119.00,     12.1900,Spiegler ,Planktonic Foraminifers                      ,               ,G                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,                                      ,                                    ,                    ,                     ,C                                      ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,N. pachyderma (sin.),              ,151, 911,A,  2,H, 4, 119.00,     15.1900,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,                                      ,                                    ,                    ,                     ,R                                      ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,N. pachyderma (sin.),              ,151, 911,A,  2,H, 6, 119.00,     18.1900,Spiegler ,Planktonic Foraminifers                      ,               ,G                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,                                      ,                                    ,                    ,                     ,A                                      ,                                   ,                                 ,                    ,R                    ,                 ,R                             ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,N. pachyderma (sin.),              ,151, 911,A,  2,H,CC,  25.00,     18.9100,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,                                      ,                                    ,                    ,                     ,C                                      ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,N. pachyderma (sin.),              ,151, 911,A,  3,H, 2, 119.00,     21.6900,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,                                      ,                                    ,                    ,                     ,C                                      ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,N. pachyderma (sin.),              ,151, 911,A,  3,H, 3, 119.00,     23.1900,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,                                      ,                                    ,                    ,                     ,C                                      ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,N. pachyderma (sin.),              ,151, 911,A,  3,H, 4, 119.00,     24.6900,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,                                      ,                                    ,                    ,                     ,C                                      ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,N. pachyderma (sin.),              ,151, 911,A,  3,H, 6, 119.00,     27.6900,Spiegler ,Planktonic Foraminifers                      ,               ,G                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,                                      ,                                    ,                    ,                     ,A                                      ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,N. pachyderma (sin.),              ,151, 911,A,  4,H, 4, 116.00,     34.1600,Spiegler ,Planktonic Foraminifers                      ,               ,G                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,                                      ,                                    ,                    ,                     ,C                                      ,                                   ,                                 ,                    ,R                    ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,N. pachyderma (sin.),              ,151, 911,A,  4,H, 5, 116.00,     35.6600,Spiegler ,Planktonic Foraminifers                      ,               ,G                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,                                      ,                                    ,                    ,                     ,C                                      ,                                   ,                                 ,                    ,R                    ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,N. pachyderma (sin.),              ,151, 911,A,  4,H, 6, 116.00,     37.1600,Spiegler ,Planktonic Foraminifers                      ,               ,G                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,                                      ,                                    ,                    ,                     ,C                                      ,                                   ,                                 ,                    ,R                    ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,N. pachyderma (sin.),              ,151, 911,A,  5,H, 3, 120.00,     42.2000,Spiegler ,Planktonic Foraminifers                      ,               ,                  ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,                                      ,                                    ,                    ,                     ,C                                      ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,N. pachyderma (sin.),              ,151, 911,A,  5,H, 5, 120.00,     45.2000,Spiegler ,Planktonic Foraminifers                      ,               ,G                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,                                      ,                                    ,                    ,                     ,R                                      ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,N. pachyderma (sin.),              ,151, 911,A,  6,H, 1, 120.00,     48.7000,Spiegler ,Planktonic Foraminifers                      ,               ,G                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,                                      ,                                    ,                    ,                     ,R                                      ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,N. pachyderma (sin.),              ,151, 911,A,  6,H, 2, 120.00,     50.2000,Spiegler ,Planktonic Foraminifers                      ,               ,G                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,                                      ,                                    ,                    ,                     ,R                                      ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,N. pachyderma (sin.),              ,151, 911,A,  6,H, 3, 120.00,     51.7000,Spiegler ,Planktonic Foraminifers                      ,               ,G                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,                                      ,                                    ,                    ,                     ,R                                      ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,N. pachyderma (sin.),              ,151, 911,A,  6,H, 4, 120.00,     53.2000,Spiegler ,Planktonic Foraminifers                      ,               ,G                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,                                      ,                                    ,                    ,                     ,R                                      ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,N. pachyderma (sin.),              ,151, 911,A,  6,H, 5, 120.00,     54.7000,Spiegler ,Planktonic Foraminifers                      ,               ,G                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,                                      ,                                    ,                    ,                     ,R                                      ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,N. pachyderma (sin.),              ,151, 911,A,  6,H, 6, 120.00,     56.2000,Spiegler ,Planktonic Foraminifers                      ,               ,G                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,                                      ,                                    ,                    ,                     ,A                                      ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,N. pachyderma (sin.),              ,151, 911,A,  6,H,CC,  37.00,     57.4400,Spiegler ,Planktonic Foraminifers                      ,               ,G                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,                                      ,                                    ,                    ,                     ,C                                      ,                                   ,                                 ,                    ,                     ,                 ,R                             ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,N. pachyderma (sin.),              ,151, 911,A,  7,H, 2, 120.00,     59.7000,Spiegler ,Planktonic Foraminifers                      ,               ,G                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,                                      ,                                    ,                    ,                     ,C                                      ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,N. pachyderma (sin.),              ,151, 911,A,  7,H, 3, 120.00,     61.2000,Spiegler ,Planktonic Foraminifers                      ,               ,G                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,                                      ,                                    ,                    ,                     ,C                                      ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,N. pachyderma (sin.),              ,151, 911,A,  7,H, 4, 120.00,     62.7000,Spiegler ,Planktonic Foraminifers                      ,               ,G                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,                                      ,                                    ,                    ,                     ,C                                      ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,N. pachyderma (sin.),              ,151, 911,A,  7,H, 5, 120.00,     64.2000,Spiegler ,Planktonic Foraminifers                      ,               ,G                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,                                      ,                                    ,                    ,                     ,C                                      ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,N. pachyderma (sin.),              ,151, 911,A,  7,H,CC,  40.00,     64.7100,Spiegler ,Planktonic Foraminifers                      ,               ,G                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,                                      ,                                    ,                    ,                     ,A                                      ,                                   ,                                 ,                    ,                     ,                 ,R                             ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,N. pachyderma (sin.),              ,151, 911,A,  8,H, 1, 119.00,     66.3900,Spiegler ,Planktonic Foraminifers                      ,               ,G                 ,                            ,                         ,                           ,R                                    ,                               ,                         ,                       ,                    ,                                      ,                                    ,                    ,                     ,A                                      ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,N. pachyderma (sin.),              ,151, 911,A,  8,H, 2, 119.00,     67.8900,Spiegler ,Planktonic Foraminifers                      ,               ,G                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,                                      ,                                    ,                    ,                     ,C                                      ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,N. pachyderma (sin.),              ,151, 911,A,  8,H, 3, 119.00,     69.3900,Spiegler ,Planktonic Foraminifers                      ,               ,G                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,                                      ,                                    ,                    ,                     ,C                                      ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,N. pachyderma (sin.),              ,151, 911,A,  8,H, 4, 119.00,     70.8900,Spiegler ,Planktonic Foraminifers                      ,               ,G                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,                                      ,                                    ,                    ,                     ,C                                      ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,N. pachyderma (sin.),              ,151, 911,A,  8,H,CC,  38.00,     75.3100,Spiegler ,Planktonic Foraminifers                      ,               ,G                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,                                      ,                                    ,                    ,                     ,C                                      ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,N. pachyderma (sin.),              ,151, 911,A,  9,H, 2, 120.00,     76.5000,Spiegler ,Planktonic Foraminifers                      ,               ,G                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,                                      ,                                    ,                    ,                     ,C                                      ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,N. pachyderma (sin.),              ,151, 911,A,  9,H, 2, 130.00,     76.6000,Spiegler ,Planktonic Foraminifers                      ,               ,G                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,                                      ,                                    ,                    ,                     ,C                                      ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,N. pachyderma (sin.),              ,151, 911,A,  9,H, 3, 130.00,     78.1000,Spiegler ,Planktonic Foraminifers                      ,               ,                  ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,                                      ,                                    ,                    ,                     ,R                                      ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,N. pachyderma (sin.),              ,151, 911,A,  9,H, 4, 120.00,     79.5000,Spiegler ,Planktonic Foraminifers                      ,               ,                  ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,                                      ,                                    ,                    ,                     ,R                                      ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,N. pachyderma (sin.),              ,151, 911,A,  9,H, 4, 130.00,     79.6000,Spiegler ,Planktonic Foraminifers                      ,               ,                  ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,                                      ,                                    ,                    ,                     ,R                                      ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,N. pachyderma (sin.),              ,151, 911,A,  9,H, 5, 120.00,     81.0000,Spiegler ,Planktonic Foraminifers                      ,               ,                  ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,                                      ,                                    ,                    ,                     ,R                                      ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,N. pachyderma (sin.),              ,151, 911,A,  9,H, 5, 130.00,     81.1000,Spiegler ,Planktonic Foraminifers                      ,               ,                  ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,                                      ,                                    ,                    ,                     ,R                                      ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,N. pachyderma (sin.),              ,151, 911,A,  9,H, 6, 120.00,     82.5000,Spiegler ,Planktonic Foraminifers                      ,               ,                  ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,                                      ,                                    ,                    ,                     ,R                                      ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,N. pachyderma (sin.),              ,151, 911,A,  9,H, 6, 130.00,     82.6000,Spiegler ,Planktonic Foraminifers                      ,               ,                  ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,                                      ,                                    ,                    ,                     ,R                                      ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,N. pachyderma (sin.),              ,151, 911,A,  9,H, 7, 120.00,     84.0000,Spiegler ,Planktonic Foraminifers                      ,               ,                  ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,                                      ,                                    ,                    ,                     ,R                                      ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,N. pachyderma (sin.),              ,151, 911,A,  9,H, 7, 130.00,     84.1000,Spiegler ,Planktonic Foraminifers                      ,               ,                  ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,                                      ,                                    ,                    ,                     ,R                                      ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,N. pachyderma (sin.),              ,151, 911,A,  9,H,CC,  52.00,     85.5600,Spiegler ,Planktonic Foraminifers                      ,               ,                  ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,                                      ,                                    ,                    ,                     ,R                                      ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,N. pachyderma (sin.),              ,151, 911,A, 10,H, 1, 103.00,     85.2300,Spiegler ,Planktonic Foraminifers                      ,               ,                  ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,                                      ,                                    ,                    ,                     ,R                                      ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,N. pachyderma (sin.),              ,151, 911,A, 10,H, 2, 103.00,     86.7300,Spiegler ,Planktonic Foraminifers                      ,               ,                  ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,                                      ,                                    ,                    ,                     ,R                                      ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,N. pachyderma (sin.),              ,151, 911,A, 10,H, 3, 103.00,     88.2300,Spiegler ,Planktonic Foraminifers                      ,               ,                  ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,                                      ,                                    ,                    ,                     ,R                                      ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,N. pachyderma (sin.),              ,151, 911,A, 10,H, 4, 103.00,     89.7300,Spiegler ,Planktonic Foraminifers                      ,               ,                  ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,                                      ,                                    ,                    ,                     ,R                                      ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,N. pachyderma (sin.),              ,151, 911,A, 10,H, 5, 103.00,     91.2300,Spiegler ,Planktonic Foraminifers                      ,               ,                  ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,                                      ,                                    ,                    ,                     ,R                                      ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,N. pachyderma (sin.),              ,151, 911,A, 10,H, 6, 103.00,     92.7300,Spiegler ,Planktonic Foraminifers                      ,               ,                  ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,                                      ,                                    ,                    ,                     ,R                                      ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
