Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Trinovantedinium? xylochoporum,Trinovantedinium? sp.2,Trinovantedinium harpagonium,Sumatradinium soucouyantae,Sumatradinium hispidum,Spiniferites spp.,Spiniferites pseudofurcatus,Selenopemphix brevispinosa brevispinosa,Reticulatosphaera actinocoronata,Quadrina? condita,Polysphaeridium zoharyi,Polykrikos kofoidii?,Lejeunecysta? sp. (lateral horns),Lejeunecysta convexa,Labyrinthodinium truncatum truncatum,Hystrichosphaeropsis obscura,Habibacysta tectata,Cristadinium sp.4,Cannosphaeropsis passio,Brigantedinium? sp.6,Brigantedinium? sp.5,Algidasphaeridium? sp.11,Algidasphaeridium? euaxum,Sumatradinium druggii,Palaeocystodinium golzowense,Operculodinium centrocarpum,Lejeunecysta sp.8,Dapsilidinium pseudocolligerum,Artemisiocysta sp.1,Xandarodinium xanthum,Selenopemphix brevispinosa conspicua,Lejeunecysta mariae,Lejeunecysta catoma,Batiacasphaera sp. cf. B. hirsuta,Selenopemphix dionaeacysta,Nematosphaeropsis lemniscata,Lingulodinium machaerophorum,Cordosphaeridium? minimum,Tectatodinium pellitum,Selenopemphix quanta,Selenopemphix nephroides,Operculodinium cf. israelianum (small),Lejeunecysta sp.7,Algidasphaeridium? sp.8,Batiacasphaera sphaerica,Brigantedinium spp.,Tuberculodinium vancampoae,Lejeunecysta sp.3,Lejeunecysta paratenella,Impagidinium? pallidum,Geonettia clineae,Erymnodinium delectabile,Cerebrocysta poulsenii,Lejeunecysta sp.9,Algidasphaeridium? sp.9,Trinovantedinium ferugnomatum,Impagidinium paradoxum,Barssidinium evangelineae,Operculodinium sp.,Operculodinium crassum,Algidasphaeridium? sp.6,Trinovantedinium glorianum,Operculodinium janduchenei,Hystrichokolpoma rigaudiae,Brigantedinium cariacoense,Quinquecuspis concreta,Nematosphaeropsis rigida,Melitasphaeridium choanophorum,Impagidinium arachnion,Achomosphaera andalousiensis,Operculodinium? eirikianum,Invertocysta lacrymosa,Filisphaera microornata,Algidasphaeridium? sp.4,Spiniferites mirabilis,Impagidinium aculeatum,Amiculosphaera umbracula,Operculodinium israelianum s.l.,Cordosphaeridium cantharellus,Systematophora placacantha,Brigantedinium simplex,Bitectatodinium tepikiense,Algidasphaeridium? minutum,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,DN9               ,              ,150, 903,A, 43,X,CC,  34.00,    383.9300,de Verteuil,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,+                             ,                      ,                            ,                          ,                      ,                 ,+                          ,                                       ,                                ,+                ,                       ,                    ,                                 ,+                   ,+                                   ,                            ,+                  ,+                ,                       ,+                   ,+                   ,                        ,                         ,                     ,                            ,                           ,                 ,                              ,                   ,+                    ,                                    ,                   ,+                  ,                                 ,+                         ,                            ,+                           ,                         ,+                     ,                    ,+                       ,                                      ,+                ,                       ,                        ,                   ,                          ,                 ,                        ,                      ,                 ,                        ,                      ,                 ,                       ,+                            ,                      ,+                        ,                  ,                      ,                       ,+                         ,                          ,                          ,                          ,                      ,                        ,                              ,                      ,                            ,+                         ,+                     ,+                      ,+                      ,                      ,                      ,                        ,                               ,                             ,                          ,                      ,                          ,                          ,From 150SR. Ch 27. Table 2.  p 442-443.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,DN9               ,              ,150, 903,A, 45,X,CC,  32.00,    399.7600,de Verteuil,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,+                             ,+                     ,                            ,                          ,                      ,                 ,                           ,                                       ,+                               ,                 ,                       ,                    ,                                 ,                    ,+                                   ,                            ,+                  ,                 ,                       ,                    ,+                   ,                        ,                         ,                     ,                            ,                           ,                 ,                              ,                   ,                     ,                                    ,                   ,                   ,                                 ,                          ,+                           ,                            ,                         ,                      ,                    ,                        ,                                      ,                 ,                       ,                        ,                   ,                          ,                 ,                        ,                      ,                 ,                        ,+                     ,                 ,                       ,+                            ,+                     ,+                        ,                  ,                      ,                       ,+                         ,+                         ,                          ,                          ,+                     ,+                       ,+                             ,+                     ,+                           ,                          ,                      ,                       ,                       ,                      ,                      ,                        ,                               ,                             ,                          ,                      ,                          ,                          ,From 150SR. Ch 27. Table 2.  p 442-443.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,DN9               ,              ,150, 903,A, 47,X,CC,  89.00,    423.2900,de Verteuil,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,                              ,                      ,+                           ,                          ,                      ,+                ,                           ,+                                      ,+                               ,+                ,                       ,+                   ,                                 ,+                   ,+                                   ,                            ,+                  ,+                ,                       ,                    ,+                   ,                        ,                         ,                     ,                            ,+                          ,                 ,                              ,                   ,+                    ,                                    ,                   ,                   ,+                                ,                          ,                            ,+                           ,                         ,+                     ,                    ,                        ,                                      ,                 ,                       ,                        ,                   ,+                         ,                 ,                        ,                      ,                 ,                        ,                      ,                 ,                       ,+                            ,                      ,+                        ,                  ,                      ,+                      ,+                         ,+                         ,+                         ,+                         ,                      ,                        ,                              ,                      ,                            ,                          ,                      ,                       ,                       ,                      ,                      ,                        ,                               ,                             ,                          ,                      ,                          ,                          ,From 150SR. Ch 27. Table 2.  p 442-443.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,DN9               ,              ,150, 903,A, 49,X,CC,  34.00,    442.8300,de Verteuil,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,+                             ,                      ,                            ,                          ,                      ,                 ,                           ,                                       ,+                               ,+                ,                       ,                    ,                                 ,+                   ,+                                   ,                            ,                   ,                 ,                       ,                    ,                    ,                        ,                         ,                     ,                            ,+                          ,                 ,                              ,                   ,                     ,+                                   ,                   ,                   ,                                 ,                          ,+                           ,+                           ,                         ,+                     ,                    ,+                       ,                                      ,                 ,                       ,                        ,                   ,+                         ,                 ,                        ,                      ,                 ,                        ,                      ,                 ,                       ,                             ,                      ,                         ,+                 ,+                     ,+                      ,                          ,                          ,                          ,                          ,                      ,                        ,                              ,                      ,                            ,                          ,                      ,                       ,                       ,                      ,                      ,                        ,                               ,                             ,                          ,                      ,                          ,                          ,From 150SR. Ch 27. Table 2.  p 442-443.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,DN9               ,              ,150, 903,A, 50,X,CC,  33.00,    451.3300,de Verteuil,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,                              ,                      ,                            ,r                         ,                      ,+                ,+                          ,                                       ,                                ,                 ,                       ,                    ,                                 ,                    ,                                    ,+                           ,+                  ,                 ,                       ,                    ,                    ,                        ,                         ,                     ,                            ,+                          ,                 ,                              ,                   ,                     ,                                    ,                   ,                   ,                                 ,                          ,                            ,+                           ,                         ,+                     ,                    ,                        ,                                      ,                 ,                       ,                        ,                   ,+                         ,                 ,                        ,                      ,                 ,                        ,                      ,                 ,                       ,+                            ,+                     ,+                        ,                  ,                      ,                       ,                          ,                          ,                          ,                          ,                      ,                        ,                              ,                      ,                            ,                          ,                      ,                       ,                       ,                      ,                      ,                        ,                               ,                             ,                          ,                      ,                          ,                          ,From 150SR. Ch 27. Table 2.  p 442-443.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,DN8               ,              ,150, 903,A, 51,X,CC,  36.00,    462.0600,de Verteuil,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,+                             ,                      ,                            ,+                         ,+                     ,+                ,                           ,+                                      ,+                               ,+                ,                       ,                    ,                                 ,+                   ,                                    ,+                           ,+                  ,                 ,                       ,                    ,                    ,                        ,                         ,                     ,                            ,+                          ,+                ,+                             ,                   ,                     ,                                    ,                   ,                   ,                                 ,                          ,                            ,+                           ,                         ,+                     ,                    ,                        ,                                      ,                 ,                       ,+                       ,+                  ,+                         ,                 ,                        ,                      ,                 ,+                       ,                      ,                 ,                       ,                             ,                      ,                         ,                  ,                      ,                       ,                          ,                          ,                          ,                          ,                      ,                        ,                              ,                      ,                            ,                          ,                      ,                       ,                       ,                      ,                      ,                        ,                               ,                             ,                          ,                      ,                          ,                          ,From 150SR. Ch 27. Table 2.  p 442-443.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,DN8               ,              ,150, 903,A, 60,X,CC,  45.00,    549.0000,de Verteuil,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,                              ,                      ,+                           ,+                         ,                      ,+                ,                           ,+                                      ,+                               ,+                ,+                      ,+                   ,+                                ,+                   ,                                    ,+                           ,+                  ,+                ,                       ,+                   ,                    ,+                       ,                         ,                     ,+                           ,+                          ,                 ,+                             ,                   ,                     ,                                    ,                   ,+                  ,                                 ,+                         ,                            ,                            ,                         ,+                     ,+                   ,                        ,                                      ,+                ,                       ,                        ,                   ,+                         ,                 ,                        ,                      ,                 ,                        ,                      ,+                ,+                      ,                             ,                      ,                         ,                  ,                      ,                       ,                          ,                          ,                          ,                          ,                      ,                        ,                              ,                      ,                            ,                          ,                      ,                       ,                       ,                      ,                      ,                        ,                               ,                             ,                          ,                      ,                          ,                          ,From 150SR. Ch 27. Table 2.  p 442-443.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,DN8               ,              ,150, 903,A, 65,X,CC,  22.00,    596.2000,de Verteuil,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,+                             ,                      ,                            ,+                         ,                      ,+                ,                           ,+                                      ,+                               ,+                ,+                      ,                    ,+                                ,+                   ,+                                   ,+                           ,+                  ,                 ,                       ,+                   ,+                   ,+                       ,                         ,                     ,+                           ,                           ,+                ,+                             ,                   ,+                    ,+                                   ,+                  ,                   ,                                 ,+                         ,+                           ,                            ,                         ,+                     ,+                   ,                        ,                                      ,                 ,                       ,+                       ,                   ,+                         ,+                ,+                       ,+                     ,+                ,+                       ,+                     ,                 ,                       ,                             ,                      ,                         ,                  ,                      ,                       ,                          ,                          ,                          ,                          ,                      ,                        ,                              ,                      ,                            ,                          ,                      ,                       ,                       ,                      ,                      ,                        ,                               ,                             ,                          ,                      ,                          ,                          ,From 150SR. Ch 27. Table 2.  p 442-443.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,DN8               ,              ,150, 903,A, 67,X,CC,  36.00,    615.9400,de Verteuil,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,+                             ,                      ,                            ,+                         ,+                     ,+                ,                           ,                                       ,+                               ,                 ,+                      ,                    ,                                 ,                    ,                                    ,                            ,+                  ,+                ,                       ,                    ,                    ,                        ,                         ,                     ,                            ,+                          ,                 ,                              ,+                  ,+                    ,                                    ,                   ,                   ,                                 ,+                         ,+                           ,                            ,                         ,+                     ,                    ,                        ,                                      ,                 ,                       ,+                       ,+                  ,                          ,                 ,                        ,                      ,                 ,                        ,                      ,                 ,                       ,                             ,                      ,                         ,                  ,                      ,                       ,                          ,                          ,                          ,                          ,                      ,                        ,                              ,                      ,                            ,                          ,                      ,                       ,                       ,                      ,                      ,                        ,                               ,                             ,                          ,                      ,                          ,                          ,From 150SR. Ch 27. Table 2.  p 442-443.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,DN8               ,              ,150, 903,A, 68,X,CC,  33.00,    625.7000,de Verteuil,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,+                             ,                      ,+                           ,+                         ,                      ,+                ,                           ,+                                      ,+                               ,+                ,+                      ,+                   ,                                 ,+                   ,                                    ,                            ,+                  ,                 ,                       ,                    ,+                   ,                        ,                         ,                     ,+                           ,+                          ,                 ,                              ,+                  ,                     ,                                    ,                   ,                   ,                                 ,+                         ,                            ,                            ,                         ,                      ,                    ,+                       ,                                      ,+                ,                       ,+                       ,                   ,                          ,                 ,                        ,                      ,                 ,                        ,                      ,                 ,                       ,                             ,                      ,                         ,                  ,                      ,                       ,                          ,                          ,                          ,                          ,                      ,                        ,                              ,                      ,                            ,                          ,                      ,                       ,                       ,                      ,                      ,                        ,                               ,                             ,                          ,                      ,                          ,                          ,From 150SR. Ch 27. Table 2.  p 442-443.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,DN7               ,              ,150, 903,A, 69,X,CC,  37.00,    634.3100,de Verteuil,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,+                             ,                      ,                            ,+                         ,                      ,+                ,                           ,+                                      ,                                ,                 ,+                      ,+                   ,+                                ,+                   ,                                    ,                            ,+                  ,                 ,+                      ,                    ,+                   ,                        ,                         ,                     ,                            ,                           ,+                ,                              ,+                  ,                     ,+                                   ,                   ,                   ,+                                ,+                         ,                            ,                            ,                         ,+                     ,+                   ,+                       ,+                                     ,+                ,+                      ,                        ,                   ,                          ,                 ,                        ,                      ,                 ,                        ,                      ,                 ,                       ,                             ,                      ,                         ,                  ,                      ,                       ,                          ,                          ,                          ,                          ,                      ,                        ,                              ,                      ,                            ,                          ,                      ,                       ,                       ,                      ,                      ,                        ,                               ,                             ,                          ,                      ,                          ,                          ,From 150SR. Ch 27. Table 2.  p 442-443.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,DN7               ,              ,150, 903,A, 70,X,CC,  36.00,    644.6700,de Verteuil,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,                              ,                      ,+                           ,+                         ,                      ,                 ,                           ,+                                      ,+                               ,                 ,                       ,+                   ,                                 ,+                   ,                                    ,                            ,+                  ,                 ,+                      ,                    ,+                   ,+                       ,                         ,+                    ,+                           ,+                          ,                 ,                              ,+                  ,                     ,                                    ,                   ,                   ,                                 ,+                         ,+                           ,+                           ,+                        ,                      ,                    ,                        ,                                      ,                 ,                       ,                        ,                   ,                          ,                 ,                        ,                      ,                 ,                        ,                      ,                 ,                       ,                             ,                      ,                         ,                  ,                      ,                       ,                          ,                          ,                          ,                          ,                      ,                        ,                              ,                      ,                            ,                          ,                      ,                       ,                       ,                      ,                      ,                        ,                               ,                             ,                          ,                      ,                          ,                          ,From 150SR. Ch 27. Table 2.  p 442-443.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,DN7               ,              ,150, 903,A, 71,X,CC,  36.00,    654.4700,de Verteuil,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,+                             ,                      ,+                           ,+                         ,                      ,+                ,                           ,                                       ,+                               ,                 ,                       ,+                   ,                                 ,                    ,                                    ,+                           ,+                  ,+                ,+                      ,                    ,+                   ,                        ,                         ,+                    ,+                           ,                           ,+                ,                              ,+                  ,+                    ,+                                   ,+                  ,+                  ,+                                ,                          ,                            ,                            ,                         ,                      ,                    ,                        ,                                      ,                 ,                       ,                        ,                   ,                          ,                 ,                        ,                      ,                 ,                        ,                      ,                 ,                       ,                             ,                      ,                         ,                  ,                      ,                       ,                          ,                          ,                          ,                          ,                      ,                        ,                              ,                      ,                            ,                          ,                      ,                       ,                       ,                      ,                      ,                        ,                               ,                             ,                          ,                      ,                          ,                          ,From 150SR. Ch 27. Table 2.  p 442-443.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,DN7               ,              ,150, 903,A, 74,X,CC,  34.00,    683.6300,de Verteuil,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,+                             ,                      ,                            ,+                         ,                      ,+                ,                           ,                                       ,                                ,                 ,                       ,+                   ,                                 ,+                   ,                                    ,+                           ,+                  ,                 ,+                      ,+                   ,+                   ,                        ,                         ,+                    ,+                           ,+                          ,+                ,+                             ,+                  ,                     ,                                    ,                   ,                   ,                                 ,                          ,                            ,                            ,                         ,                      ,                    ,                        ,                                      ,                 ,                       ,                        ,                   ,                          ,                 ,                        ,                      ,                 ,                        ,                      ,                 ,                       ,                             ,                      ,                         ,                  ,                      ,                       ,                          ,                          ,                          ,                          ,                      ,                        ,                              ,                      ,                            ,                          ,                      ,                       ,                       ,                      ,                      ,                        ,                               ,                             ,                          ,                      ,                          ,                          ,From 150SR. Ch 27. Table 2.  p 442-443.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,DN7               ,              ,150, 903,A, 76,X,CC,   8.00,    702.6600,de Verteuil,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,+                             ,+                     ,+                           ,+                         ,+                     ,+                ,+                          ,+                                      ,+                               ,+                ,+                      ,+                   ,+                                ,+                   ,+                                   ,+                           ,+                  ,+                ,+                      ,+                   ,+                   ,+                       ,+                        ,                     ,                            ,                           ,                 ,                              ,                   ,                     ,                                    ,                   ,                   ,                                 ,                          ,                            ,                            ,                         ,                      ,                    ,                        ,                                      ,                 ,                       ,                        ,                   ,                          ,                 ,                        ,                      ,                 ,                        ,                      ,                 ,                       ,                             ,                      ,                         ,                  ,                      ,                       ,                          ,                          ,                          ,                          ,                      ,                        ,                              ,                      ,                            ,                          ,                      ,                       ,                       ,                      ,                      ,                        ,                               ,                             ,                          ,                      ,                          ,                          ,From 150SR. Ch 27. Table 2.  p 442-443.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
