Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Turborotalita quinqueloba,Tenuitellinata sp.,Neogloboquadrina pachyderma (sinistral),Neogloboquadrina pachyderma (dextral),Neogloboquadrina atlantica (sinistral),Globigerinita juvenilis,Globigerinita glutinata,Globigerina bulloides,Tenuitella minutissima,Neogloboquadrina dutertrei,Neogloboquadrina atlantica (dextral),Streptochilus globigerum,Neogloboquadrina acostaensis,Globorotalia scitula,Globorotalia inflata,Globigerinita uvula,Neogloboquadrina humerosa,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 919,B,  3,H, 6,  96.00,     98.4600,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,VR                       ,-                 ,C                                      ,R/C                                  ,-                                     ,-                      ,-                      ,-                    ,-                     ,-                         ,-                                   ,-                       ,-                           ,-                   ,-                   ,-                  ,-                        ,From Leg 152SR; Ch 12; Table 10; p. 175
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 919,B,  4,H, 1,  95.00,    100.4500,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,T                        ,T                 ,C                                      ,VR                                   ,-                                     ,-                      ,-                      ,-                    ,-                     ,T                         ,-                                   ,-                       ,T                           ,-                   ,-                   ,-                  ,-                        ,From Leg 152SR; Ch 12; Table 10; p. 175
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 919,B,  4,H, 2,  95.00,    101.9500,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,T                        ,T                 ,C                                      ,-                                    ,-                                     ,-                      ,-                      ,-                    ,T                     ,T                         ,-                                   ,-                       ,T                           ,-                   ,-                   ,T                  ,-                        ,From Leg 152SR; Ch 12; Table 10; p. 175
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 919,B,  4,H, 3,  95.00,    103.4500,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,T                        ,T                 ,C                                      ,-                                    ,-                                     ,-                      ,-                      ,-                    ,-                     ,-                         ,-                                   ,-                       ,-                           ,-                   ,-                   ,T                  ,-                        ,From Leg 152SR; Ch 12; Table 10; p. 175
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 919,B,  4,H, 4,  95.00,    104.9500,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,T                        ,T                 ,T                                      ,R                                    ,-                                     ,T                      ,T                      ,-                    ,T                     ,T                         ,-                                   ,-                       ,T                           ,T                   ,T                   ,-                  ,-                        ,From Leg 152SR; Ch 12; Table 10; p. 175
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 919,B,  4,H, 5,  95.00,    106.4500,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,T                        ,T                 ,T                                      ,VR                                   ,-                                     ,T                      ,T                      ,-                    ,-                     ,T                         ,-                                   ,-                       ,cf                          ,T                   ,T                   ,VR                 ,-                        ,From Leg 152SR; Ch 12; Table 10; p. 175
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 919,B,  5,H, 1,  95.00,    109.9500,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,T                        ,T                 ,C                                      ,-                                    ,-                                     ,-                      ,-                      ,-                    ,VR                    ,-                         ,-                                   ,-                       ,R                           ,-                   ,-                   ,-                  ,-                        ,From Leg 152SR; Ch 12; Table 10; p. 175
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 919,B,  5,H, 2,  95.00,    111.4500,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,-                        ,T                 ,T                                      ,-                                    ,-                                     ,-                      ,-                      ,-                    ,-                     ,-                         ,-                                   ,-                       ,-                           ,-                   ,-                   ,-                  ,-                        ,From Leg 152SR; Ch 12; Table 10; p. 175
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 919,B,  5,H, 3,  95.00,    112.9500,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,-                        ,-                 ,T                                      ,-                                    ,r                                     ,-                      ,-                      ,-                    ,-                     ,cf                        ,-                                   ,-                       ,T                           ,-                   ,-                   ,-                  ,-                        ,From Leg 152SR; Ch 12; Table 10; p. 175
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 919,B,  5,H, 4,  94.00,    114.4400,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,T                        ,T                 ,C                                      ,R                                    ,-                                     ,T                      ,-                      ,-                    ,T                     ,T                         ,-                                   ,-                       ,T                           ,-                   ,-                   ,T                  ,-                        ,From Leg 152SR; Ch 12; Table 10; p. 175
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 919,B,  5,H, 5,  97.00,    115.9700,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,T                        ,-                 ,T                                      ,-                                    ,-                                     ,-                      ,-                      ,-                    ,-                     ,-                         ,-                                   ,-                       ,-                           ,-                   ,-                   ,-                  ,-                        ,From Leg 152SR; Ch 12; Table 10; p. 175
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 919,B,  5,H, 6,  97.00,    117.4700,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,-                        ,T                 ,C                                      ,-                                    ,r                                     ,-                      ,-                      ,-                    ,-                     ,-                         ,-                                   ,-                       ,-                           ,-                   ,-                   ,-                  ,-                        ,From Leg 152SR; Ch 12; Table 10; p. 175
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 919,B,  6,H, 1,  95.00,    119.4500,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,T                        ,C                 ,T                                      ,R                                    ,r                                     ,T                      ,T                      ,-                    ,-                     ,T                         ,-                                   ,-                       ,T                           ,C                   ,R                   ,T                  ,-                        ,From Leg 152SR; Ch 12; Table 10; p. 175
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 919,B,  6,H, 2,  94.00,    120.9400,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,T                        ,T                 ,T                                      ,R                                    ,r                                     ,T                      ,T                      ,T                    ,T                     ,T                         ,r                                   ,-                       ,T                           ,T                   ,C                   ,T                  ,-                        ,From Leg 152SR; Ch 12; Table 10; p. 175
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 919,B,  6,H, 3,  96.00,    122.4600,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,-                        ,T                 ,C                                      ,R                                    ,r                                     ,-                      ,-                      ,-                    ,T                     ,T                         ,r                                   ,-                       ,T                           ,-                   ,-                   ,-                  ,T                        ,From Leg 152SR; Ch 12; Table 10; p. 175
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 919,B,  6,H, 4,  95.00,    123.9500,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,-                        ,-                 ,T                                      ,-                                    ,-                                     ,-                      ,-                      ,-                    ,-                     ,-                         ,-                                   ,-                       ,-                           ,-                   ,-                   ,-                  ,                         ,From Leg 152SR; Ch 12; Table 10; p. 175
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 919,B,  6,H, 5, 135.00,    125.8500,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,T                        ,T                 ,T                                      ,-                                    ,r                                     ,T                      ,T                      ,-                    ,-                     ,-                         ,-                                   ,-                       ,T                           ,T                   ,-                   ,T                  ,                         ,From Leg 152SR; Ch 12; Table 10; p. 175
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 919,B,  6,H, 6,  58.00,    126.5800,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,T                        ,T                 ,C                                      ,R                                    ,r                                     ,T                      ,T                      ,T                    ,T                     ,T                         ,-                                   ,-                       ,-                           ,T                   ,T                   ,                   ,                         ,From Leg 152SR; Ch 12; Table 10; p. 175
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 919,B,  7,H, 1,  21.00,    128.2100,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,T                        ,-                 ,C                                      ,VR                                   ,r                                     ,-                      ,-                      ,-                    ,-                     ,-                         ,-                                   ,-                       ,-                           ,T                   ,                    ,                   ,                         ,From Leg 152SR; Ch 12; Table 10; p. 175
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 919,B,  7,H, 2,  35.00,    129.8500,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,-                        ,-                 ,C                                      ,VR                                   ,-                                     ,-                      ,-                      ,-                    ,-                     ,-                         ,-                                   ,-                       ,-                           ,-                   ,                    ,                   ,                         ,From Leg 152SR; Ch 12; Table 10; p. 175
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 919,B,  7,H, 2, 112.00,    130.6200,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,T                        ,-                 ,T                                      ,-                                    ,-                                     ,-                      ,-                      ,-                    ,-                     ,-                         ,-                                   ,-                       ,-                           ,-                   ,                    ,                   ,                         ,From Leg 152SR; Ch 12; Table 10; p. 175
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 919,B,  7,H, 3,  59.00,    131.5900,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,-                        ,-                 ,T                                      ,VR                                   ,-                                     ,-                      ,-                      ,-                    ,-                     ,-                         ,-                                   ,-                       ,-                           ,-                   ,                    ,                   ,                         ,From Leg 152SR; Ch 12; Table 10; p. 175
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 919,B,  7,H, 3, 112.00,    132.1200,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,T                        ,-                 ,T                                      ,-                                    ,r                                     ,-                      ,-                      ,-                    ,-                     ,-                         ,-                                   ,VR                      ,-                           ,-                   ,                    ,                   ,                         ,From Leg 152SR; Ch 12; Table 10; p. 175
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 919,B,  7,H, 4,  30.00,    132.8000,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,-                        ,-                 ,T                                      ,-                                    ,-                                     ,T                      ,-                      ,-                    ,-                     ,VR                        ,-                                   ,-                       ,-                           ,-                   ,                    ,                   ,                         ,From Leg 152SR; Ch 12; Table 10; p. 175
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 919,B,  7,H, 4, 125.00,    133.7500,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,-                        ,-                 ,T                                      ,-                                    ,r                                     ,-                      ,-                      ,-                    ,-                     ,-                         ,-                                   ,-                       ,-                           ,-                   ,                    ,                   ,                         ,From Leg 152SR; Ch 12; Table 10; p. 175
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 919,B,  7,H, 5,  35.00,    134.3500,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,-                        ,-                 ,T                                      ,T                                    ,-                                     ,-                      ,-                      ,-                    ,-                     ,-                         ,-                                   ,-                       ,-                           ,-                   ,                    ,                   ,                         ,From Leg 152SR; Ch 12; Table 10; p. 175
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 919,B,  7,H, 5, 125.00,    135.2500,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,-                        ,-                 ,T                                      ,VR                                   ,-                                     ,-                      ,-                      ,-                    ,-                     ,-                         ,-                                   ,-                       ,-                           ,-                   ,                    ,                   ,                         ,From Leg 152SR; Ch 12; Table 10; p. 175
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 919,B,  7,H, 6,  19.00,    135.6900,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,-                        ,-                 ,T                                      ,T                                    ,-                                     ,-                      ,-                      ,-                    ,-                     ,-                         ,-                                   ,-                       ,-                           ,-                   ,                    ,                   ,                         ,From Leg 152SR; Ch 12; Table 10; p. 175
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 919,B,  7,H, 6, 143.00,    136.9300,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,-                        ,T                 ,C                                      ,R                                    ,r                                     ,-                      ,-                      ,-                    ,-                     ,cf                        ,-                                   ,-                       ,-                           ,-                   ,                    ,                   ,                         ,From Leg 152SR; Ch 12; Table 10; p. 175
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 919,B,  8,H, 1,  56.00,    138.0600,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,-                        ,T                 ,C                                      ,R                                    ,r                                     ,-                      ,-                      ,-                    ,-                     ,cf                        ,-                                   ,-                       ,-                           ,-                   ,                    ,                   ,                         ,From Leg 152SR; Ch 12; Table 10; p. 175
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 919,B,  8,H, 1, 120.00,    138.7000,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,-                        ,-                 ,T                                      ,-                                    ,-                                     ,-                      ,-                      ,-                    ,-                     ,-                         ,-                                   ,-                       ,-                           ,-                   ,                    ,                   ,                         ,From Leg 152SR; Ch 12; Table 10; p. 175
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 919,B,  8,H, 2,  29.00,    139.2900,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,-                        ,-                 ,T                                      ,-                                    ,-                                     ,-                      ,-                      ,-                    ,-                     ,cf                        ,-                                   ,-                       ,T                           ,-                   ,                    ,                   ,                         ,From Leg 152SR; Ch 12; Table 10; p. 175
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 919,B,  8,H, 2, 138.00,    140.3800,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,C                        ,T                 ,T                                      ,VR                                   ,r                                     ,T                      ,-                      ,-                    ,-                     ,T                         ,-                                   ,-                       ,-                           ,-                   ,                    ,                   ,                         ,From Leg 152SR; Ch 12; Table 10; p. 175
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 919,B,  8,H, 3,  67.00,    141.1700,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,-                        ,R                 ,T                                      ,R                                    ,-                                     ,-                      ,-                      ,T                    ,T                     ,-                         ,-                                   ,-                       ,-                           ,-                   ,                    ,                   ,                         ,From Leg 152SR; Ch 12; Table 10; p. 175
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 919,B,  8,H, 3, 119.00,    141.6900,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,-                        ,-                 ,-                                      ,-                                    ,-                                     ,-                      ,-                      ,-                    ,-                     ,-                         ,-                                   ,-                       ,-                           ,-                   ,                    ,                   ,                         ,From Leg 152SR; Ch 12; Table 10; p. 175
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 919,B,  8,H, 4,   9.00,    142.0900,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,-                        ,-                 ,C                                      ,-                                    ,r                                     ,-                      ,-                      ,-                    ,-                     ,-                         ,-                                   ,-                       ,-                           ,-                   ,                    ,                   ,                         ,From Leg 152SR; Ch 12; Table 10; p. 175
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 919,B,  8,H, 4, 128.00,    143.2800,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,T                        ,T                 ,T                                      ,R                                    ,r                                     ,T                      ,R                      ,-                    ,T                     ,T                         ,-                                   ,C                       ,cf                          ,VR                  ,                    ,                   ,                         ,From Leg 152SR; Ch 12; Table 10; p. 175
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 919,B,  8,H, 5,  12.00,    143.6200,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,T                        ,VR                ,C                                      ,VR                                   ,r                                     ,-                      ,-                      ,VR                   ,T                     ,-                         ,r                                   ,                        ,                            ,                    ,                    ,                   ,                         ,From Leg 152SR; Ch 12; Table 10; p. 175
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 919,B,  8,H, 5, 108.00,    144.5800,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,-                        ,T                 ,T                                      ,-                                    ,r                                     ,T                      ,-                      ,-                    ,T                     ,T                         ,                                    ,                        ,                            ,                    ,                    ,                   ,                         ,From Leg 152SR; Ch 12; Table 10; p. 175
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 919,B,  8,H, 6,  12.00,    145.1200,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,-                        ,T                 ,T                                      ,-                                    ,r                                     ,-                      ,-                      ,T                    ,                      ,                          ,                                    ,                        ,                            ,                    ,                    ,                   ,                         ,From Leg 152SR; Ch 12; Table 10; p. 175
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 919,B,  8,H, 6, 109.00,    146.0900,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,T                        ,T                 ,T                                      ,-                                    ,r                                     ,T                      ,T                      ,                     ,                      ,                          ,                                    ,                        ,                            ,                    ,                    ,                   ,                         ,From Leg 152SR; Ch 12; Table 10; p. 175
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
