Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Tectatodinium sp. III	Tectatodinium sp. II	Tectatodinium sp. I	Tectatodinium simplex	Tectatodinium pellitum	Spiniferites spp.	Spiniferites sp. "TS"	Spiniferites scabratus	Spiniferites rubinus	Spiniferites pseudofurcatus	Spiniferites elongatus	Spiniferites bentorii	Selenopemphix nephroides	Quinquecuspis spp.	Platycystidia sp. 1	Peridinium faeroense	Pediastrum sp.	Palaeostomocystis spp.	Operculodinium wallii	Operculodinium sp.	Operculodinium longispinigerum	Operculodinium israelianum	Operculodinium echigoense	Operculodinium crassum	Operculodinium centrocarpum	Nematosphaeropsis oblonga	Nematosphaeropsis lemniscata	Nematosphaeropsis labyrinthea	Melitasphaeridium choanophorum	Lingulodinium machaerophorum	Impletosphaeridium spp.	Impagidinium spp.	Impagidinium sphaericum	Impagidinium pallidum	Impagidinium multiplexum	Hystrichokolpoma sp.	Filisphaera filifera	Dinocyst sp. 1	Cymatiosphaera sp. 1	Cordosphaeridium sp. 1	Brigantedinium sp. group B	Brigantedinium sp. group A	Bitectatodinium tepikiense	Batiacasphaera sphaerica	Amiculosphaera umbracula	Achomosphaera sp. A	Achomosphaera ramulifera	Achomosphaera andalousiensis	?Labyrinthodinium sp. 1	Stelladinium reidii	Selenopemphix cf. sp. B	Polysphaeridium zoharyi	Multispinula minuta	Brigantedinium simplex	Comment

  SR	                 	                 	                  	              	104	 644	A	  7	H	 2	  49.00	     56.1900	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	B              	                  	-                    	-                   	-                  	                     	-                     	-                	-                    	-                     	-                   	                           	-                     	-                    	-                       	-                 	                   	-                   	-             	                      	                     	                  	                              	-                         	                         	                      	-                          	                         	-                           	-                            	                              	-                           	                       	-                	                       	-                    	-                       	                    	-                   	              	                    	-                     	-                         	-                         	-                         	                        	                        	-                  	-                       	-                           	                       	-                  	-                      	-                      	-                  	-                     	from ODP 104  SR  Chapter 31  Figure 9  p 598

  SR	Pleistocene      	                 	PM1 (Mudie1989)   	              	104	 644	A	  7	H	 2	  70.00	     56.4000	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                    	-                   	-                  	                     	-                     	-                	-                    	-                     	-                   	                           	-                     	-                    	-                       	-                 	                   	-                   	R             	                      	                     	                  	                              	-                         	                         	                      	-                          	                         	-                           	-                            	                              	-                           	                       	-                	                       	-                    	-                       	                    	-                   	              	                    	-                     	-                         	-                         	A                         	                        	                        	-                  	-                       	-                           	                       	-                  	-                      	-                      	-                  	-                     	from ODP 104  SR  Chapter 31  Figure 9  p 598

  SR	Pleistocene      	                 	PM1 (Mudie1989)   	              	104	 644	A	  7	H	 2	 107.00	     56.7700	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                    	-                   	-                  	                     	-                     	-                	-                    	-                     	-                   	                           	-                     	-                    	C                       	-                 	                   	-                   	-             	                      	                     	                  	                              	-                         	                         	                      	C                          	                         	-                           	-                            	                              	-                           	                       	-                	                       	-                    	-                       	                    	-                   	              	                    	-                     	-                         	-                         	-                         	                        	                        	-                  	-                       	-                           	                       	-                  	-                      	-                      	C                  	-                     	from ODP 104  SR  Chapter 31  Figure 9  p 598

  SR	Pleistocene      	                 	PM1 (Mudie1989)   	              	104	 644	A	  7	H	 3	  13.00	     57.3300	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                    	-                   	-                  	                     	-                     	C                	-                    	-                     	-                   	                           	C                     	-                    	-                       	-                 	                   	-                   	R             	                      	                     	                  	                              	-                         	                         	                      	-                          	                         	-                           	-                            	                              	A                           	                       	-                	                       	-                    	-                       	                    	-                   	              	                    	-                     	-                         	-                         	-                         	                        	                        	-                  	-                       	-                           	                       	-                  	-                      	-                      	-                  	-                     	from ODP 104  SR  Chapter 31  Figure 9  p 598

  SR	Pleistocene      	                 	PM1 (Mudie1989)   	              	104	 644	A	  7	H	 3	  47.00	     57.6700	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                    	-                   	-                  	                     	-                     	A                	-                    	-                     	-                   	                           	-                     	-                    	-                       	-                 	                   	-                   	-             	                      	                     	                  	                              	-                         	                         	                      	-                          	                         	-                           	-                            	                              	A                           	                       	-                	                       	-                    	-                       	                    	-                   	              	                    	-                     	-                         	-                         	-                         	                        	                        	-                  	-                       	-                           	                       	-                  	-                      	-                      	-                  	-                     	from ODP 104  SR  Chapter 31  Figure 9  p 598

  SR	Pleistocene      	                 	PM1 (Mudie1989)   	              	104	 644	A	  7	H	 3	  72.00	     57.9200	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                    	-                   	-                  	                     	-                     	C                	-                    	-                     	-                   	                           	-                     	-                    	-                       	-                 	                   	-                   	R             	                      	                     	                  	                              	-                         	                         	                      	-                          	                         	-                           	-                            	                              	A                           	                       	-                	                       	-                    	-                       	                    	-                   	              	                    	-                     	-                         	-                         	-                         	                        	                        	-                  	-                       	-                           	                       	-                  	-                      	-                      	-                  	-                     	from ODP 104  SR  Chapter 31  Figure 9  p 598

  SR	Pleistocene      	                 	PM1 (Mudie1989)   	              	104	 644	A	  7	H	 3	 105.00	     58.2500	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                    	-                   	-                  	                     	-                     	A                	-                    	-                     	-                   	                           	-                     	-                    	-                       	-                 	                   	-                   	-             	                      	                     	                  	                              	-                         	                         	                      	-                          	                         	-                           	-                            	                              	A                           	                       	-                	                       	-                    	-                       	                    	-                   	              	                    	-                     	-                         	-                         	-                         	                        	                        	-                  	-                       	-                           	                       	-                  	-                      	-                      	-                  	-                     	from ODP 104  SR  Chapter 31  Figure 9  p 598

  SR	Pleistocene      	                 	PM1 (Mudie1989)   	              	104	 644	A	  7	H	 4	  12.00	     58.8200	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                    	-                   	-                  	                     	-                     	C                	-                    	-                     	-                   	                           	-                     	-                    	-                       	-                 	                   	-                   	R             	                      	                     	                  	                              	-                         	                         	                      	-                          	                         	-                           	-                            	                              	-                           	                       	-                	                       	-                    	-                       	                    	-                   	              	                    	-                     	A                         	-                         	-                         	                        	                        	-                  	-                       	-                           	                       	-                  	-                      	-                      	-                  	C                     	from ODP 104  SR  Chapter 31  Figure 9  p 598

  SR	Pleistocene      	                 	PM1 (Mudie1989)   	              	104	 644	A	  7	H	 4	  47.00	     59.1700	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                    	?                   	-                  	                     	-                     	C                	-                    	-                     	-                   	                           	-                     	-                    	R                       	-                 	                   	-                   	-             	                      	                     	                  	                              	-                         	                         	                      	-                          	                         	-                           	-                            	                              	R                           	                       	-                	                       	-                    	-                       	                    	-                   	              	                    	-                     	C                         	R                         	-                         	                        	                        	-                  	-                       	-                           	                       	-                  	-                      	-                      	-                  	C                     	from ODP 104  SR  Chapter 31  Figure 9  p 598

  SR	Pleistocene      	                 	PM1 (Mudie1989)   	              	104	 644	A	  8	H	 1	  33.00	     64.0300	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                    	-                   	-                  	                     	-                     	C                	-                    	-                     	-                   	                           	-                     	-                    	-                       	-                 	                   	C                   	C             	                      	                     	                  	                              	-                         	                         	                      	C                          	                         	-                           	-                            	                              	-                           	                       	-                	                       	-                    	-                       	                    	-                   	              	                    	-                     	-                         	-                         	-                         	                        	                        	-                  	-                       	-                           	                       	-                  	-                      	-                      	-                  	C                     	from ODP 104  SR  Chapter 31  Figure 9  p 598

  SR	Pleistocene      	                 	PM1 (Mudie1989)   	              	104	 644	A	  8	H	 1	  69.00	     64.3900	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                    	-                   	-                  	                     	-                     	A                	-                    	-                     	-                   	                           	-                     	-                    	-                       	-                 	                   	R                   	A             	                      	                     	                  	                              	-                         	                         	                      	R                          	                         	-                           	-                            	                              	R                           	                       	-                	                       	-                    	-                       	                    	-                   	              	                    	-                     	-                         	-                         	-                         	                        	                        	-                  	-                       	-                           	                       	R                  	-                      	-                      	-                  	-                     	from ODP 104  SR  Chapter 31  Figure 9  p 598

  SR	Pleistocene      	                 	PM1 (Mudie1989)   	              	104	 644	A	  8	H	 1	 109.00	     64.7900	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                    	-                   	-                  	                     	-                     	C                	-                    	-                     	-                   	                           	-                     	-                    	-                       	-                 	                   	-                   	C             	                      	                     	                  	                              	-                         	                         	                      	C                          	                         	-                           	-                            	                              	C                           	                       	-                	                       	-                    	-                       	                    	-                   	              	                    	-                     	-                         	-                         	-                         	                        	                        	-                  	?                       	-                           	                       	-                  	-                      	C                      	-                  	-                     	from ODP 104  SR  Chapter 31  Figure 9  p 598

  SR	Pleistocene      	                 	PM1 (Mudie1989)   	              	104	 644	A	  8	H	 2	  34.00	     65.5400	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                    	-                   	-                  	                     	-                     	C                	-                    	-                     	-                   	                           	-                     	-                    	-                       	-                 	                   	-                   	A             	                      	                     	                  	                              	-                         	                         	                      	C                          	                         	-                           	-                            	                              	C                           	                       	-                	                       	-                    	-                       	                    	-                   	              	                    	-                     	-                         	-                         	-                         	                        	                        	-                  	-                       	-                           	                       	-                  	-                      	-                      	-                  	-                     	from ODP 104  SR  Chapter 31  Figure 9  p 598

  SR	Pleistocene      	                 	PM1 (Mudie1989)   	              	104	 644	A	  8	H	 2	  85.00	     66.0500	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                    	-                   	-                  	                     	-                     	C                	-                    	-                     	-                   	                           	-                     	-                    	-                       	-                 	                   	C                   	-             	                      	                     	                  	                              	-                         	                         	                      	C                          	                         	-                           	-                            	                              	C                           	                       	-                	                       	-                    	-                       	                    	-                   	              	                    	-                     	C                         	-                         	-                         	                        	                        	-                  	-                       	-                           	                       	C                  	-                      	-                      	-                  	-                     	from ODP 104  SR  Chapter 31  Figure 9  p 598

  SR	                 	                 	                  	              	104	 644	A	  8	H	 2	 134.00	     66.5400	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	B              	                  	-                    	-                   	-                  	                     	-                     	C                	-                    	-                     	-                   	                           	-                     	-                    	-                       	-                 	                   	-                   	R             	                      	                     	                  	                              	-                         	                         	                      	-                          	                         	-                           	-                            	                              	-                           	                       	-                	                       	-                    	-                       	                    	-                   	              	                    	-                     	-                         	-                         	-                         	                        	                        	-                  	-                       	-                           	                       	-                  	-                      	-                      	-                  	-                     	from ODP 104  SR  Chapter 31  Figure 9  p 598

  SR	Pleistocene      	                 	PM1 (Mudie1989)   	              	104	 644	A	  8	H	 3	  34.00	     67.0400	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                    	-                   	-                  	                     	-                     	-                	-                    	-                     	-                   	                           	-                     	-                    	-                       	-                 	                   	-                   	R             	                      	                     	                  	                              	-                         	                         	                      	-                          	                         	-                           	-                            	                              	-                           	                       	-                	                       	-                    	-                       	                    	-                   	              	                    	-                     	A                         	-                         	-                         	                        	                        	-                  	-                       	-                           	                       	-                  	-                      	-                      	-                  	-                     	from ODP 104  SR  Chapter 31  Figure 9  p 598

  SR	Pleistocene      	                 	PM1 (Mudie1989)   	              	104	 644	A	  8	H	 3	  84.00	     67.5400	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                    	-                   	-                  	                     	-                     	C                	-                    	-                     	-                   	                           	-                     	-                    	-                       	-                 	                   	C                   	R             	                      	                     	                  	                              	-                         	                         	                      	C                          	                         	-                           	-                            	                              	C                           	                       	-                	                       	-                    	-                       	                    	-                   	              	                    	-                     	-                         	-                         	-                         	                        	                        	-                  	-                       	-                           	                       	-                  	-                      	C                      	-                  	-                     	from ODP 104  SR  Chapter 31  Figure 9  p 598

  SR	Pleistocene      	                 	PM1 (Mudie1989)   	              	104	 644	A	  8	H	 3	 135.00	     68.0500	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	R                    	R                   	-                  	                     	-                     	-                	-                    	-                     	-                   	                           	-                     	-                    	-                       	R                 	                   	-                   	-             	                      	                     	                  	                              	-                         	                         	                      	R                          	                         	-                           	-                            	                              	R                           	                       	-                	                       	R                    	-                       	                    	-                   	              	                    	-                     	-                         	-                         	C                         	                        	                        	-                  	-                       	-                           	                       	-                  	-                      	-                      	R                  	-                     	from ODP 104  SR  Chapter 31  Figure 9  p 598

  SR	Pleistocene      	                 	PM1 (Mudie1989)   	              	104	 644	A	  8	H	 4	  19.00	     68.3900	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                    	-                   	-                  	                     	-                     	C                	-                    	-                     	-                   	                           	-                     	-                    	-                       	-                 	                   	-                   	-             	                      	                     	                  	                              	-                         	                         	                      	C                          	                         	-                           	-                            	                              	R                           	                       	-                	                       	-                    	-                       	                    	?                   	              	                    	-                     	C                         	-                         	R                         	                        	                        	-                  	-                       	-                           	                       	-                  	-                      	-                      	-                  	-                     	from ODP 104  SR  Chapter 31  Figure 9  p 598

  SR	Pleistocene      	                 	PM1 (Mudie1989)   	              	104	 644	A	  8	H	 5	  19.00	     68.9600	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                    	-                   	-                  	                     	-                     	C                	-                    	C                     	-                   	                           	-                     	C                    	-                       	-                 	                   	-                   	-             	                      	                     	                  	                              	R                         	                         	                      	C                          	                         	-                           	-                            	                              	R                           	                       	-                	                       	-                    	-                       	                    	C                   	              	                    	-                     	-                         	-                         	C                         	                        	                        	-                  	?                       	-                           	                       	-                  	-                      	R                      	-                  	-                     	from ODP 104  SR  Chapter 31  Figure 9  p 598

  SR	Pleistocene      	                 	PM1 (Mudie1989)   	              	104	 644	A	  8	H	 5	  83.00	     69.6000	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                    	-                   	R                  	                     	-                     	C                	-                    	-                     	-                   	                           	-                     	-                    	-                       	-                 	                   	-                   	C             	                      	                     	                  	                              	-                         	                         	                      	C                          	                         	-                           	-                            	                              	-                           	                       	-                	                       	-                    	-                       	                    	?                   	              	                    	-                     	C                         	-                         	R                         	                        	                        	-                  	-                       	-                           	                       	-                  	-                      	-                      	-                  	-                     	from ODP 104  SR  Chapter 31  Figure 9  p 598

  SR	Pleistocene      	                 	PM1 (Mudie1989)   	              	104	 644	A	  8	H	 5	 134.00	     70.1100	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                    	-                   	R                  	                     	-                     	R                	-                    	-                     	-                   	                           	-                     	-                    	-                       	C                 	                   	-                   	-             	                      	                     	                  	                              	-                         	                         	                      	R                          	                         	-                           	-                            	                              	-                           	                       	-                	                       	-                    	-                       	                    	?                   	              	                    	-                     	C                         	-                         	C                         	                        	                        	-                  	-                       	-                           	                       	-                  	-                      	-                      	-                  	-                     	from ODP 104  SR  Chapter 31  Figure 9  p 598

  SR	Pleistocene      	                 	PM1 (Mudie1989)   	              	104	 644	A	  9	H	 1	  35.00	     73.5500	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                    	R                   	-                  	                     	-                     	C                	-                    	-                     	-                   	                           	R                     	R                    	-                       	-                 	                   	R                   	-             	                      	                     	                  	                              	R                         	                         	                      	C                          	                         	-                           	R                            	                              	R                           	                       	-                	                       	-                    	-                       	                    	-                   	              	                    	-                     	-                         	-                         	C                         	                        	                        	-                  	?                       	-                           	                       	-                  	-                      	-                      	-                  	-                     	from ODP 104  SR  Chapter 31  Figure 9  p 598

  SR	                 	                 	                  	              	104	 644	A	  9	H	 1	  85.00	     74.0500	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	B              	                  	-                    	-                   	-                  	                     	-                     	-                	-                    	-                     	-                   	                           	-                     	-                    	-                       	-                 	                   	-                   	-             	                      	                     	                  	                              	-                         	                         	                      	-                          	                         	-                           	-                            	                              	-                           	                       	-                	                       	-                    	-                       	                    	-                   	              	                    	-                     	-                         	-                         	-                         	                        	                        	-                  	-                       	-                           	                       	-                  	-                      	-                      	-                  	-                     	from ODP 104  SR  Chapter 31  Figure 9  p 598

  SR	Pleistocene      	                 	PM1 (Mudie1989)   	              	104	 644	A	  9	H	 1	 135.00	     74.5500	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                    	-                   	-                  	                     	-                     	C                	-                    	-                     	-                   	                           	-                     	-                    	-                       	-                 	                   	-                   	-             	                      	                     	                  	                              	-                         	                         	                      	-                          	                         	-                           	-                            	                              	-                           	                       	-                	                       	-                    	-                       	                    	-                   	              	                    	-                     	-                         	-                         	C                         	                        	                        	-                  	-                       	-                           	                       	-                  	-                      	-                      	C                  	-                     	from ODP 104  SR  Chapter 31  Figure 9  p 598
