Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Tectatodinium sp. III	Tectatodinium sp. II	Tectatodinium sp. I	Tectatodinium simplex	Tectatodinium pellitum	Spiniferites spp.	Spiniferites sp. "TS"	Spiniferites scabratus	Spiniferites rubinus	Spiniferites pseudofurcatus	Spiniferites elongatus	Spiniferites bentorii	Selenopemphix nephroides	Quinquecuspis spp.	Platycystidia sp. 1	Peridinium faeroense	Pediastrum sp.	Palaeostomocystis spp.	Operculodinium wallii	Operculodinium sp.	Operculodinium longispinigerum	Operculodinium israelianum	Operculodinium echigoense	Operculodinium crassum	Operculodinium centrocarpum	Nematosphaeropsis oblonga	Nematosphaeropsis lemniscata	Nematosphaeropsis labyrinthea	Melitasphaeridium choanophorum	Lingulodinium machaerophorum	Impletosphaeridium spp.	Impagidinium spp.	Impagidinium sphaericum	Impagidinium pallidum	Impagidinium multiplexum	Hystrichokolpoma sp.	Filisphaera filifera	Dinocyst sp. 1	Cymatiosphaera sp. 1	Cordosphaeridium sp. 1	Brigantedinium sp. group B	Brigantedinium sp. group A	Bitectatodinium tepikiense	Batiacasphaera sphaerica	Amiculosphaera umbracula	Achomosphaera sp. A	Achomosphaera ramulifera	Achomosphaera andalousiensis	?Labyrinthodinium sp. 1	Stelladinium reidii	Selenopemphix cf. sp. B	Polysphaeridium zoharyi	Multispinula minuta	Brigantedinium simplex	Comment

  SR	Pleistocene      	                 	PM2 (Mudie1989)   	              	104	 644	A	 15	H	 5	  85.00	    137.0500	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	R                    	-                   	-                  	-                    	-                     	C                	-                    	R                     	-                   	R                          	R                     	-                    	-                       	-                 	-                  	-                   	C             	-                     	-                    	-                 	-                             	-                         	-                        	-                     	A                          	-                        	-                           	-                            	-                             	-                           	-                      	-                	-                      	-                    	-                       	-                   	R                   	-             	-                   	-                     	R                         	C                         	R                         	-                       	-                       	-                  	R                       	-                           	-                      	                   	                       	                       	                   	                      	from ODP 104 SR Chapter 31 Figure 8 p 596

  SR	Pleistocene      	                 	PM2 (Mudie1989)   	              	104	 644	A	 15	H	 5	 135.00	    137.5500	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	R                    	R                   	R                  	-                    	-                     	C                	R                    	-                     	-                   	R                          	-                     	-                    	-                       	R                 	-                  	-                   	-             	-                     	-                    	-                 	-                             	-                         	-                        	-                     	C                          	-                        	-                           	-                            	-                             	-                           	-                      	-                	-                      	-                    	-                       	-                   	-                   	-             	-                   	-                     	-                         	-                         	R                         	-                       	-                       	-                  	R                       	-                           	-                      	                   	                       	                       	                   	                      	from ODP 104 SR Chapter 31 Figure 8 p 596

  SR	Pleistocene      	                 	PM2 (Mudie1989)   	              	104	 644	A	 15	H	 6	  35.00	    138.0500	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	R                    	R                   	-                  	-                    	R                     	C                	R                    	R                     	-                   	C                          	-                     	-                    	R                       	R                 	-                  	-                   	-             	-                     	-                    	-                 	-                             	-                         	-                        	-                     	C                          	-                        	-                           	-                            	-                             	-                           	-                      	-                	-                      	-                    	-                       	-                   	-                   	-             	-                   	-                     	R                         	C                         	C                         	-                       	-                       	-                  	-                       	-                           	-                      	                   	                       	                       	                   	                      	from ODP 104 SR Chapter 31 Figure 8 p 596

  SR	Pleistocene      	                 	PM2 (Mudie1989)   	              	104	 644	A	 15	H	 7	  35.00	    139.5500	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                    	-                   	-                  	-                    	R                     	C                	C                    	-                     	-                   	R                          	-                     	-                    	R                       	R                 	-                  	-                   	-             	-                     	-                    	-                 	-                             	-                         	-                        	-                     	C                          	-                        	-                           	-                            	-                             	-                           	-                      	-                	-                      	R                    	-                       	-                   	-                   	-             	-                   	-                     	R                         	C                         	C                         	-                       	-                       	-                  	-                       	-                           	-                      	                   	                       	                       	                   	                      	from ODP 104 SR Chapter 31 Figure 8 p 596

  SR	Pleistocene      	                 	PM2 (Mudie1989)   	              	104	 644	A	 16	H	 1	  85.00	    140.5500	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                    	R                   	R                  	-                    	-                     	R                	R                    	-                     	-                   	R                          	R                     	R                    	R                       	R                 	-                  	-                   	-             	-                     	-                    	-                 	-                             	-                         	-                        	-                     	A                          	-                        	-                           	-                            	-                             	-                           	-                      	-                	-                      	-                    	-                       	-                   	-                   	-             	-                   	-                     	R                         	R                         	R                         	-                       	-                       	-                  	-                       	-                           	-                      	                   	                       	                       	                   	                      	from ODP 104 SR Chapter 31 Figure 8 p 596

  SR	Pleistocene      	                 	PM2 (Mudie1989)   	              	104	 644	A	 16	H	 1	 135.00	    141.0500	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                    	R                   	R                  	-                    	-                     	C                	-                    	-                     	-                   	-                          	R                     	R                    	-                       	-                 	-                  	-                   	-             	-                     	-                    	-                 	-                             	-                         	-                        	-                     	A                          	-                        	-                           	R                            	-                             	-                           	-                      	-                	-                      	-                    	-                       	-                   	-                   	-             	-                   	-                     	R                         	R                         	-                         	-                       	-                       	-                  	-                       	-                           	-                      	                   	                       	                       	                   	                      	from ODP 104 SR Chapter 31 Figure 8 p 596

  SR	Pleistocene      	                 	PM2 (Mudie1989)   	              	104	 644	A	 16	H	 2	  35.00	    141.5500	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                    	R                   	-                  	-                    	-                     	R                	-                    	-                     	-                   	-                          	R                     	R                    	-                       	R                 	-                  	-                   	-             	-                     	-                    	-                 	-                             	-                         	-                        	-                     	A                          	-                        	-                           	R                            	-                             	-                           	-                      	-                	-                      	-                    	-                       	-                   	-                   	-             	-                   	-                     	R                         	C                         	R                         	-                       	-                       	-                  	-                       	-                           	-                      	                   	                       	                       	                   	                      	from ODP 104 SR Chapter 31 Figure 8 p 596

  SR	Pleistocene      	                 	PM2 (Mudie1989)   	              	104	 644	A	 16	H	 2	  85.00	    142.0500	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                    	C                   	-                  	-                    	R                     	-                	R                    	-                     	-                   	-                          	R                     	-                    	-                       	-                 	-                  	-                   	C             	-                     	-                    	-                 	-                             	-                         	-                        	-                     	R                          	-                        	-                           	-                            	-                             	-                           	-                      	-                	-                      	-                    	-                       	-                   	-                   	-             	-                   	-                     	C                         	C                         	-                         	-                       	-                       	-                  	-                       	-                           	-                      	                   	                       	                       	                   	                      	from ODP 104 SR Chapter 31 Figure 8 p 596

  SR	Pleistocene      	                 	PM2 (Mudie1989)   	              	104	 644	A	 16	H	 2	 135.00	    142.5500	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                    	C                   	-                  	-                    	-                     	-                	-                    	-                     	-                   	-                          	-                     	-                    	-                       	-                 	-                  	-                   	-             	-                     	-                    	-                 	-                             	-                         	-                        	-                     	-                          	-                        	-                           	-                            	-                             	R                           	-                      	-                	-                      	-                    	-                       	-                   	R                   	-             	-                   	-                     	C                         	-                         	C                         	-                       	-                       	-                  	-                       	-                           	-                      	                   	                       	                       	                   	                      	from ODP 104 SR Chapter 31 Figure 8 p 596

  SR	                 	                 	                  	              	104	 644	A	 16	H	 3	  35.00	    143.0500	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	B              	                  	-                    	-                   	-                  	-                    	-                     	-                	-                    	-                     	-                   	-                          	-                     	-                    	-                       	-                 	-                  	-                   	R             	-                     	-                    	-                 	-                             	-                         	-                        	-                     	-                          	-                        	-                           	-                            	-                             	-                           	-                      	-                	-                      	-                    	-                       	-                   	-                   	-             	-                   	-                     	-                         	-                         	-                         	-                       	-                       	-                  	-                       	-                           	-                      	                   	                       	                       	                   	                      	from ODP 104 SR Chapter 31 Figure 8 p 596

  SR	                 	                 	                  	              	104	 644	A	 16	H	 3	  85.00	    143.5500	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	B              	                  	-                    	-                   	-                  	-                    	-                     	-                	-                    	-                     	-                   	-                          	-                     	-                    	-                       	-                 	-                  	-                   	-             	-                     	-                    	-                 	-                             	-                         	-                        	-                     	-                          	-                        	-                           	-                            	-                             	-                           	-                      	-                	-                      	-                    	-                       	-                   	-                   	-             	-                   	-                     	-                         	-                         	-                         	-                       	-                       	-                  	-                       	-                           	-                      	                   	                       	                       	                   	                      	from ODP 104 SR Chapter 31 Figure 8 p 596

  SR	                 	                 	                  	              	104	 644	A	 16	H	 3	 135.00	    144.0500	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	B              	                  	-                    	-                   	-                  	-                    	-                     	-                	-                    	-                     	-                   	-                          	-                     	-                    	-                       	-                 	-                  	-                   	-             	-                     	-                    	-                 	-                             	-                         	-                        	-                     	-                          	-                        	-                           	-                            	-                             	-                           	-                      	-                	-                      	-                    	-                       	-                   	-                   	-             	-                   	-                     	-                         	-                         	-                         	-                       	-                       	-                  	-                       	-                           	-                      	                   	                       	                       	                   	                      	from ODP 104 SR Chapter 31 Figure 8 p 596

  SR	                 	                 	                  	              	104	 644	A	 16	H	 4	  35.00	    144.5500	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	B              	                  	-                    	-                   	-                  	-                    	-                     	-                	-                    	-                     	-                   	-                          	-                     	-                    	-                       	-                 	-                  	-                   	-             	-                     	-                    	-                 	-                             	-                         	-                        	-                     	-                          	-                        	-                           	-                            	-                             	-                           	-                      	-                	-                      	-                    	-                       	-                   	-                   	-             	-                   	-                     	-                         	-                         	-                         	-                       	-                       	-                  	-                       	-                           	-                      	                   	                       	                       	                   	                      	from ODP 104 SR Chapter 31 Figure 8 p 596

  SR	                 	                 	                  	              	104	 644	A	 16	H	 4	  85.00	    145.0500	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	B              	                  	-                    	-                   	-                  	-                    	-                     	-                	-                    	-                     	-                   	-                          	-                     	-                    	-                       	-                 	-                  	-                   	C             	-                     	-                    	-                 	-                             	-                         	-                        	-                     	-                          	-                        	-                           	-                            	-                             	-                           	-                      	-                	-                      	-                    	-                       	-                   	-                   	-             	-                   	-                     	-                         	-                         	-                         	-                       	-                       	-                  	-                       	-                           	-                      	                   	                       	                       	                   	                      	from ODP 104 SR Chapter 31 Figure 8 p 596

  SR	                 	                 	                  	              	104	 644	A	 16	H	 4	 135.00	    145.5500	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	B              	                  	-                    	-                   	-                  	-                    	-                     	-                	-                    	-                     	-                   	-                          	-                     	-                    	-                       	-                 	-                  	-                   	-             	-                     	-                    	-                 	-                             	-                         	-                        	-                     	-                          	-                        	-                           	-                            	-                             	-                           	-                      	-                	-                      	-                    	-                       	-                   	-                   	-             	-                   	-                     	-                         	-                         	-                         	-                       	-                       	-                  	-                       	-                           	-                      	                   	                       	                       	                   	                      	from ODP 104 SR Chapter 31 Figure 8 p 596

  SR	                 	                 	                  	              	104	 644	A	 16	H	 5	  85.00	    146.5500	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	B              	                  	-                    	-                   	-                  	-                    	-                     	-                	-                    	-                     	-                   	-                          	-                     	-                    	-                       	-                 	-                  	-                   	-             	-                     	-                    	-                 	-                             	-                         	-                        	-                     	-                          	-                        	-                           	-                            	-                             	-                           	-                      	-                	-                      	-                    	-                       	-                   	-                   	-             	-                   	-                     	-                         	-                         	-                         	-                       	-                       	-                  	-                       	-                           	-                      	                   	                       	                       	                   	                      	from ODP 104 SR Chapter 31 Figure 8 p 596

  SR	                 	                 	                  	              	104	 644	A	 16	H	 5	 135.00	    147.0500	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	B              	                  	-                    	-                   	-                  	-                    	-                     	-                	-                    	-                     	-                   	-                          	-                     	-                    	-                       	-                 	-                  	-                   	-             	-                     	-                    	-                 	-                             	-                         	-                        	-                     	-                          	-                        	-                           	-                            	-                             	-                           	-                      	-                	-                      	-                    	-                       	-                   	-                   	-             	-                   	-                     	-                         	-                         	-                         	-                       	-                       	-                  	-                       	-                           	-                      	                   	                       	                       	                   	                      	from ODP 104 SR Chapter 31 Figure 8 p 596

  SR	Pleistocene      	                 	PM2 (Mudie1989)   	              	104	 644	A	 16	H	 6	  35.00	    147.5500	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                    	-                   	-                  	-                    	-                     	R                	R                    	-                     	-                   	-                          	-                     	-                    	-                       	-                 	-                  	-                   	-             	-                     	-                    	-                 	-                             	-                         	-                        	-                     	R                          	-                        	-                           	-                            	-                             	-                           	-                      	-                	-                      	-                    	-                       	-                   	R                   	-             	-                   	-                     	R                         	C                         	C                         	-                       	R                       	-                  	-                       	R                           	-                      	                   	                       	                       	                   	                      	from ODP 104 SR Chapter 31 Figure 8 p 596

  SR	Pleistocene      	                 	PM2 (Mudie1989)   	              	104	 644	A	 17	H	 1	  35.00	    149.5500	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                    	-                   	-                  	-                    	-                     	C                	-                    	-                     	R                   	-                          	-                     	-                    	-                       	-                 	-                  	-                   	-             	-                     	-                    	-                 	-                             	-                         	-                        	-                     	-                          	-                        	-                           	-                            	-                             	-                           	-                      	-                	-                      	-                    	-                       	-                   	-                   	-             	-                   	-                     	R                         	C                         	R                         	-                       	-                       	R                  	-                       	-                           	-                      	                   	                       	                       	                   	                      	from ODP 104 SR Chapter 31 Figure 8 p 596

  SR	Pleistocene      	                 	PM2 (Mudie1989)   	              	104	 644	A	 17	H	 1	 135.00	    150.5500	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                    	R                   	-                  	-                    	-                     	C                	R                    	-                     	R                   	-                          	-                     	-                    	-                       	-                 	-                  	-                   	-             	-                     	-                    	-                 	-                             	-                         	-                        	-                     	C                          	-                        	-                           	-                            	-                             	-                           	-                      	-                	-                      	-                    	-                       	-                   	R                   	-             	-                   	-                     	-                         	R                         	C                         	-                       	-                       	R                  	R                       	-                           	-                      	                   	                       	                       	                   	                      	from ODP 104 SR Chapter 31 Figure 8 p 596

  SR	Pleistocene      	                 	PM2 (Mudie1989)   	              	104	 644	A	 17	H	 2	  31.00	    151.0100	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                    	-                   	R                  	-                    	-                     	C                	R                    	-                     	R                   	-                          	R                     	-                    	-                       	-                 	-                  	-                   	-             	-                     	-                    	-                 	-                             	R                         	-                        	-                     	C                          	-                        	-                           	-                            	-                             	R                           	-                      	R                	R                      	-                    	-                       	-                   	R                   	-             	-                   	R                     	-                         	R                         	R                         	-                       	R                       	R                  	R                       	-                           	-                      	                   	                       	                       	                   	                      	from ODP 104 SR Chapter 31 Figure 8 p 596

  SR	Pleistocene      	                 	PM2 (Mudie1989)   	              	104	 644	A	 17	H	 2	  56.00	    151.2600	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	R                    	R                   	-                  	-                    	-                     	C                	R                    	-                     	R                   	-                          	R                     	-                    	R                       	-                 	-                  	-                   	-             	-                     	-                    	-                 	-                             	R                         	-                        	-                     	C                          	-                        	-                           	-                            	-                             	R                           	-                      	-                	-                      	-                    	-                       	-                   	-                   	-             	-                   	R                     	-                         	C                         	R                         	-                       	R                       	-                  	-                       	-                           	-                      	                   	                       	                       	                   	                      	from ODP 104 SR Chapter 31 Figure 8 p 596

  SR	Pleistocene      	                 	PM2 (Mudie1989)   	              	104	 644	A	 17	H	 3	  35.00	    152.5500	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                    	R                   	R                  	-                    	-                     	C                	R                    	-                     	-                   	R                          	-                     	-                    	R                       	-                 	-                  	R                   	-             	R                     	-                    	-                 	-                             	-                         	-                        	-                     	R                          	-                        	-                           	-                            	-                             	-                           	-                      	-                	-                      	-                    	-                       	-                   	R                   	-             	-                   	-                     	R                         	C                         	R                         	-                       	R                       	-                  	-                       	R                           	-                      	                   	                       	                       	                   	                      	Black spores = R; from ODP 104 SR Chapter 31 Figure 8 p 596

  SR	Pleistocene      	                 	PM2 (Mudie1989)   	              	104	 644	A	 17	H	 3	  56.00	    152.7600	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	R                    	C                   	C                  	-                    	-                     	-                	-                    	-                     	-                   	R                          	-                     	-                    	-                       	-                 	-                  	-                   	-             	-                     	-                    	-                 	-                             	-                         	-                        	R                     	R                          	-                        	-                           	-                            	-                             	-                           	-                      	-                	-                      	-                    	-                       	-                   	C                   	-             	-                   	-                     	-                         	C                         	R                         	-                       	R                       	-                  	-                       	R                           	-                      	                   	                       	                       	                   	                      	from ODP 104 SR Chapter 31 Figure 8 p 596

  SR	Pleistocene      	                 	PM2 (Mudie1989)   	              	104	 644	A	 17	H	 4	  37.00	    153.3400	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	R                    	R                   	-                  	-                    	-                     	C                	-                    	R                     	-                   	-                          	-                     	-                    	-                       	-                 	-                  	-                   	-             	-                     	-                    	-                 	-                             	R                         	-                        	R                     	-                          	-                        	-                           	-                            	-                             	-                           	-                      	-                	-                      	-                    	-                       	-                   	-                   	-             	-                   	-                     	-                         	R                         	-                         	-                       	C                       	-                  	R                       	-                           	-                      	                   	                       	                       	                   	                      	from ODP 104 SR Chapter 31 Figure 8 p 596

  SR	Pleistocene      	                 	PM2 (Mudie1989)   	              	104	 644	A	 17	H	 4	  95.00	    153.9200	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	R                    	-                   	-                  	-                    	-                     	A                	-                    	-                     	-                   	-                          	-                     	-                    	-                       	-                 	-                  	-                   	-             	-                     	-                    	-                 	-                             	-                         	-                        	R                     	R                          	-                        	-                           	-                            	-                             	R                           	-                      	-                	-                      	R                    	-                       	-                   	R                   	-             	-                   	-                     	R                         	R                         	C                         	-                       	R                       	-                  	-                       	-                           	-                      	                   	                       	                       	                   	                      	from ODP 104 SR Chapter 31 Figure 8 p 596

  SR	                 	                 	                  	              	104	 644	A	 17	H	 5	  35.00	    154.8200	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	B              	                  	-                    	-                   	-                  	-                    	-                     	-                	-                    	-                     	-                   	-                          	-                     	-                    	-                       	-                 	-                  	-                   	-             	-                     	-                    	-                 	-                             	-                         	-                        	-                     	-                          	-                        	-                           	-                            	-                             	-                           	-                      	-                	-                      	-                    	-                       	-                   	-                   	-             	-                   	-                     	-                         	-                         	-                         	-                       	-                       	-                  	-                       	-                           	-                      	                   	                       	                       	                   	                      	from ODP 104 SR Chapter 31 Figure 8 p 596

  SR	Pleistocene      	                 	PM2 (Mudie1989)   	              	104	 644	A	 17	H	 5	 117.00	    155.6400	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                    	-                   	-                  	-                    	-                     	-                	-                    	-                     	-                   	-                          	-                     	R                    	-                       	-                 	-                  	-                   	-             	R                     	-                    	-                 	-                             	-                         	-                        	-                     	-                          	-                        	-                           	-                            	-                             	-                           	-                      	-                	-                      	-                    	-                       	-                   	-                   	-             	-                   	-                     	-                         	-                         	-                         	-                       	-                       	-                  	-                       	-                           	-                      	                   	                       	                       	                   	                      	from ODP 104 SR Chapter 31 Figure 8 p 596

  SR	                 	                 	                  	              	104	 644	A	 18	H	 1	 135.00	    160.0500	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	B              	                  	-                    	-                   	-                  	-                    	-                     	-                	-                    	-                     	-                   	-                          	-                     	-                    	-                       	-                 	-                  	-                   	-             	-                     	-                    	-                 	-                             	-                         	-                        	-                     	-                          	-                        	-                           	-                            	-                             	-                           	-                      	-                	-                      	-                    	-                       	-                   	-                   	-             	-                   	-                     	-                         	-                         	-                         	-                       	-                       	-                  	-                       	-                           	-                      	                   	                       	                       	                   	                      	from ODP 104 SR Chapter 31 Figure 8 p 596

  SR	Pleistocene      	                 	PM2 (Mudie1989)   	              	104	 644	A	 18	H	 5	  35.00	    165.0500	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                    	R                   	R                  	-                    	-                     	C                	R                    	-                     	-                   	-                          	-                     	-                    	R                       	-                 	-                  	-                   	-             	-                     	-                    	-                 	-                             	-                         	-                        	R                     	C                          	-                        	-                           	-                            	-                             	R                           	R                      	-                	-                      	-                    	-                       	-                   	R                   	R             	-                   	-                     	R                         	R                         	R                         	-                       	R                       	-                  	-                       	-                           	-                      	                   	                       	                       	                   	                      	from ODP 104 SR Chapter 31 Figure 8 p 596
