Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Truncorotalia truncatulinoides (sin.),Truncorotalia truncatulinoides (dex.),Pulleniatina obliquiloculata,Orbulina universa,Neogloboquadrina pachyderma (sinistral),Neogloboquadrina pachyderma (dextral),Neogloboquadrina dutertrei,Globorotalia tumida flexuosa,Globorotalia tumida (right),Globorotalia tumida (left),Globorotalia scitula,Globorotalia menardii,Globorotalia inflata,Globorotalia hexagonus,Globoquadrina conglomerata,Globigerinoides trilobus trilobus,Globigerinoides trilobus sacculifer,Globigerinoides ruber (white),Globigerinoides ruber (pink),Globigerinoides conglobatus,Globigerinita glutinata,Globigerinella aequilateralis,Globigerina rubescens,Globigerina quinqueloba,Globigerina bulloides,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Pleistocene ,                 ,Y                 ,              ,155, 931,B,  4,H,CC,  30.00,     30.0400,Showers  ,Planktonic Foraminifers                      ,R              ,M                 ,-                                    ,C                                    ,-                           ,-                ,-                                      ,-                                    ,C                         ,-                           ,-                          ,R                         ,R                   ,-                    ,-                   ,-                     ,-                         ,-                                ,F                                  ,C                            ,R                           ,-                          ,-                      ,-                            ,-                    ,-                      ,-                    ,from Leg 155IR; pp 142-143; Table 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Pleistocene ,                 ,Y                 ,              ,155, 931,B,  5,H,CC,  35.00,     39.4500,Showers  ,Planktonic Foraminifers                      ,R              ,M                 ,-                                    ,F                                    ,-                           ,-                ,-                                      ,R                                    ,C                         ,-                           ,-                          ,-                         ,-                   ,-                    ,-                   ,-                     ,-                         ,C                                ,R                                  ,F                            ,-                           ,-                          ,-                      ,-                            ,-                    ,-                      ,-                    ,from Leg 155IR; pp 142-143; Table 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Pleistocene ,                 ,Y                 ,              ,155, 931,B,  6,H,CC,  35.00,     49.1000,Showers  ,Planktonic Foraminifers                      ,R              ,M                 ,-                                    ,C                                    ,-                           ,-                ,-                                      ,-                                    ,C                         ,-                           ,-                          ,-                         ,-                   ,-                    ,-                   ,-                     ,-                         ,F                                ,R                                  ,F                            ,R                           ,-                          ,-                      ,-                            ,-                    ,-                      ,-                    ,from Leg 155IR; pp 142-143; Table 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Pleistocene ,                 ,Y                 ,              ,155, 931,B,  7,H,CC,  65.00,     57.6600,Showers  ,Planktonic Foraminifers                      ,R              ,M                 ,C                                    ,C                                    ,-                           ,-                ,-                                      ,-                                    ,C                         ,-                           ,-                          ,-                         ,-                   ,-                    ,-                   ,-                     ,-                         ,-                                ,F                                  ,F                            ,R                           ,-                          ,-                      ,-                            ,-                    ,-                      ,-                    ,from Leg 155IR; pp 142-143; Table 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Pleistocene ,                 ,Y                 ,              ,155, 931,B,  8,H,CC,  27.00,     68.0100,Showers  ,Planktonic Foraminifers                      ,F              ,M                 ,R                                    ,-                                    ,-                           ,-                ,-                                      ,-                                    ,C                         ,-                           ,-                          ,-                         ,-                   ,-                    ,-                   ,-                     ,-                         ,F                                ,F                                  ,F                            ,-                           ,-                          ,-                      ,-                            ,-                    ,-                      ,-                    ,from Leg 155IR; pp 142-143; Table 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Pleistocene ,                 ,Y                 ,              ,155, 931,B,  9,H,CC,  87.00,     78.1400,Showers  ,Planktonic Foraminifers                      ,F              ,M                 ,R                                    ,-                                    ,-                           ,-                ,-                                      ,-                                    ,F                         ,-                           ,-                          ,-                         ,-                   ,-                    ,-                   ,-                     ,-                         ,F                                ,C                                  ,C                            ,R                           ,-                          ,-                      ,R                            ,-                    ,-                      ,-                    ,from Leg 155IR; pp 142-143; Table 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Pleistocene ,                 ,Y                 ,              ,155, 931,B, 10,X,CC,  60.00,     84.5700,Showers  ,Planktonic Foraminifers                      ,F              ,M                 ,R                                    ,-                                    ,-                           ,-                ,-                                      ,-                                    ,F                         ,-                           ,-                          ,-                         ,-                   ,-                    ,-                   ,-                     ,-                         ,F                                ,F                                  ,C                            ,R                           ,-                          ,-                      ,-                            ,-                    ,-                      ,-                    ,from Leg 155IR; pp 142-143; Table 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,155, 931,B, 11,X,CC,  26.00,     92.0600,Showers  ,Planktonic Foraminifers                      ,B              ,                  ,-                                    ,-                                    ,-                           ,-                ,-                                      ,-                                    ,-                         ,-                           ,-                          ,-                         ,-                   ,-                    ,-                   ,-                     ,-                         ,-                                ,-                                  ,-                            ,-                           ,-                          ,-                      ,-                            ,-                    ,-                      ,-                    ,from Leg 155IR; pp 142-143; Table 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,155, 931,B, 12,X,CC,  23.00,    100.5600,Showers  ,Planktonic Foraminifers                      ,B              ,M                 ,-                                    ,-                                    ,-                           ,-                ,-                                      ,-                                    ,-                         ,-                           ,-                          ,-                         ,-                   ,-                    ,-                   ,-                     ,-                         ,-                                ,-                                  ,A                            ,-                           ,-                          ,-                      ,-                            ,-                    ,-                      ,-                    ,from Leg 155IR; pp 142-143; Table 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Pleistocene      ,                 ,                  ,              ,155, 931,B, 13,X,CC,  25.00,    108.9000,Showers  ,Planktonic Foraminifers                      ,R              ,M                 ,-                                    ,-                                    ,-                           ,-                ,-                                      ,-                                    ,-                         ,-                           ,-                          ,-                         ,-                   ,-                    ,-                   ,-                     ,-                         ,-                                ,A                                  ,A                            ,-                           ,-                          ,-                      ,-                            ,-                    ,-                      ,-                    ,from Leg 155IR; pp 142-143; Table 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,155, 931,B, 14,X,CC,  13.00,    119.1900,Showers  ,Planktonic Foraminifers                      ,B              ,                  ,-                                    ,-                                    ,-                           ,-                ,-                                      ,-                                    ,-                         ,-                           ,-                          ,-                         ,-                   ,-                    ,-                   ,-                     ,-                         ,-                                ,-                                  ,-                            ,-                           ,-                          ,-                      ,-                            ,-                    ,-                      ,-                    ,from Leg 155IR; pp 142-143; Table 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,155, 931,B, 15,X,CC,  11.00,    127.4100,Showers  ,Planktonic Foraminifers                      ,B              ,                  ,-                                    ,-                                    ,-                           ,-                ,-                                      ,-                                    ,-                         ,-                           ,-                          ,-                         ,-                   ,-                    ,-                   ,-                     ,-                         ,-                                ,-                                  ,-                            ,-                           ,-                          ,-                      ,-                            ,-                    ,-                      ,-                    ,from Leg 155IR; pp 142-143; Table 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,155, 931,B, 16,X,CC,   9.00,    137.6400,Showers  ,Planktonic Foraminifers                      ,B              ,                  ,-                                    ,-                                    ,-                           ,-                ,-                                      ,-                                    ,-                         ,-                           ,-                          ,-                         ,-                   ,-                    ,-                   ,-                     ,-                         ,-                                ,-                                  ,-                            ,-                           ,-                          ,-                      ,-                            ,-                    ,-                      ,-                    ,from Leg 155IR; pp 142-143; Table 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,155, 931,B, 19,X,CC,   6.00,    167.2600,Showers  ,Planktonic Foraminifers                      ,               ,M                 ,-                                    ,-                                    ,-                           ,-                ,-                                      ,-                                    ,-                         ,-                           ,-                          ,-                         ,-                   ,-                    ,-                   ,-                     ,-                         ,R                                ,-                                  ,-                            ,-                           ,-                          ,-                      ,-                            ,-                    ,-                      ,-                    ,from Leg 155IR; pp 142-143; Table 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,155, 931,B, 21,X,CC,  37.00,    184.0700,Showers  ,Planktonic Foraminifers                      ,B              ,                  ,-                                    ,-                                    ,-                           ,-                ,-                                      ,-                                    ,-                         ,-                           ,-                          ,-                         ,-                   ,-                    ,-                   ,-                     ,-                         ,-                                ,-                                  ,-                            ,-                           ,-                          ,-                      ,-                            ,-                    ,-                      ,-                    ,from Leg 155IR; pp 142-143; Table 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,155, 931,B, 23,X,CC,  12.00,    202.4600,Showers  ,Planktonic Foraminifers                      ,               ,M                 ,-                                    ,-                                    ,-                           ,-                ,-                                      ,-                                    ,R                         ,-                           ,-                          ,-                         ,-                   ,-                    ,-                   ,-                     ,-                         ,-                                ,-                                  ,-                            ,-                           ,-                          ,R                      ,-                            ,-                    ,-                      ,-                    ,from Leg 155IR; pp 142-143; Table 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Pleistocene      ,                 ,                  ,              ,155, 931,B, 25,X,CC,  20.00,    224.9700,Showers  ,Planktonic Foraminifers                      ,R              ,M                 ,C                                    ,-                                    ,C                           ,-                ,-                                      ,-                                    ,C                         ,-                           ,-                          ,R                         ,-                   ,C                    ,-                   ,-                     ,-                         ,F                                ,-                                  ,C                            ,-                           ,R                          ,-                      ,-                            ,-                    ,-                      ,-                    ,from Leg 155IR; pp 142-143; Table 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,155, 931,B, 26,X,CC,  18.00,    233.0900,Showers  ,Planktonic Foraminifers                      ,B              ,                  ,-                                    ,-                                    ,-                           ,-                ,-                                      ,-                                    ,-                         ,-                           ,-                          ,-                         ,-                   ,-                    ,-                   ,-                     ,-                         ,-                                ,-                                  ,-                            ,-                           ,-                          ,-                      ,-                            ,-                    ,-                      ,-                    ,from Leg 155IR; pp 142-143; Table 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,R                 ,W             ,155, 931,B, 27,X,CC,  26.00,    248.2400,Showers  ,Planktonic Foraminifers                      ,               ,P                 ,-                                    ,-                                    ,-                           ,-                ,-                                      ,-                                    ,-                         ,-                           ,-                          ,-                         ,-                   ,-                    ,-                   ,-                     ,-                         ,-                                ,-                                  ,R                            ,-                           ,-                          ,R                      ,-                            ,-                    ,-                      ,-                    ,from Leg 155IR; pp 142-143; Table 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Pleistocene      ,                 ,                  ,              ,155, 931,B, 28,X,CC,  27.00,    254.0600,Showers  ,Planktonic Foraminifers                      ,R              ,M                 ,-                                    ,F                                    ,C                           ,-                ,-                                      ,-                                    ,C                         ,-                           ,-                          ,-                         ,-                   ,-                    ,-                   ,-                     ,-                         ,C                                ,-                                  ,F                            ,-                           ,-                          ,-                      ,-                            ,-                    ,-                      ,-                    ,from Leg 155IR; pp 142-143; Table 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Pleistocene      ,                 ,                  ,              ,155, 931,B, 29,X,CC,   8.00,    264.3600,Showers  ,Planktonic Foraminifers                      ,R              ,M                 ,-                                    ,-                                    ,-                           ,-                ,-                                      ,-                                    ,-                         ,-                           ,-                          ,-                         ,-                   ,R                    ,-                   ,-                     ,-                         ,R                                ,-                                  ,F                            ,-                           ,-                          ,-                      ,-                            ,-                    ,-                      ,-                    ,from Leg 155IR; pp 142-143; Table 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Pleistocene      ,                 ,                  ,              ,155, 931,B, 30,X,CC,  21.00,    267.5100,Showers  ,Planktonic Foraminifers                      ,F              ,M                 ,-                                    ,C                                    ,C                           ,-                ,-                                      ,-                                    ,C                         ,-                           ,-                          ,-                         ,-                   ,R                    ,-                   ,R                     ,-                         ,R                                ,-                                  ,C                            ,-                           ,-                          ,-                      ,-                            ,-                    ,-                      ,-                    ,from Leg 155IR; pp 142-143; Table 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Pleistocene      ,                 ,                  ,              ,155, 931,B, 31,X,CC,  14.00,    287.3000,Showers  ,Planktonic Foraminifers                      ,F              ,M                 ,F                                    ,C                                    ,C                           ,R                ,-                                      ,-                                    ,C                         ,-                           ,-                          ,R                         ,-                   ,-                    ,-                   ,-                     ,R                         ,-                                ,F                                  ,C                            ,R                           ,-                          ,-                      ,-                            ,-                    ,-                      ,-                    ,from Leg 155IR; pp 142-143; Table 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Pleistocene      ,                 ,                  ,              ,155, 931,B, 32,X,CC,  57.00,    295.6400,Showers  ,Planktonic Foraminifers                      ,F              ,M                 ,-                                    ,-                                    ,C                           ,R                ,-                                      ,-                                    ,C                         ,-                           ,-                          ,C                         ,-                   ,-                    ,-                   ,-                     ,R                         ,C                                ,C                                  ,C                            ,-                           ,R                          ,-                      ,-                            ,-                    ,-                      ,-                    ,from Leg 155IR; pp 142-143; Table 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Pleistocene      ,                 ,                  ,              ,155, 931,B, 33,X,CC,  37.00,    302.5700,Showers  ,Planktonic Foraminifers                      ,R              ,M                 ,-                                    ,-                                    ,-                           ,-                ,-                                      ,-                                    ,-                         ,-                           ,-                          ,R                         ,-                   ,-                    ,-                   ,-                     ,-                         ,R                                ,-                                  ,R                            ,-                           ,-                          ,-                      ,-                            ,-                    ,-                      ,-                    ,from Leg 155IR; pp 142-143; Table 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Pleistocene      ,                 ,                  ,              ,155, 931,B, 34,X,CC,   3.00,    311.0400,Showers  ,Planktonic Foraminifers                      ,R              ,M                 ,-                                    ,R                                    ,C                           ,-                ,-                                      ,-                                    ,C                         ,-                           ,-                          ,-                         ,-                   ,R                    ,-                   ,-                     ,-                         ,C                                ,F                                  ,F                            ,-                           ,-                          ,-                      ,-                            ,-                    ,-                      ,-                    ,from Leg 155IR; pp 142-143; Table 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Pleistocene      ,                 ,                  ,              ,155, 931,B, 35,X,CC,  28.00,    320.4800,Showers  ,Planktonic Foraminifers                      ,A              ,G                 ,-                                    ,-                                    ,-                           ,F                ,-                                      ,-                                    ,C                         ,R                           ,-                          ,C                         ,-                   ,C                    ,-                   ,-                     ,R                         ,-                                ,C                                  ,C                            ,-                           ,-                          ,-                      ,-                            ,-                    ,-                      ,-                    ,from Leg 155IR; pp 142-143; Table 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Pleistocene      ,                 ,                  ,              ,155, 931,B, 36,X, 4,  83.00,    330.4300,Showers  ,Planktonic Foraminifers                      ,C              ,G                 ,-                                    ,C                                    ,F                           ,R                ,-                                      ,-                                    ,F                         ,-                           ,-                          ,C                         ,-                   ,-                    ,-                   ,-                     ,-                         ,F                                ,R                                  ,F                            ,-                           ,-                          ,-                      ,R                            ,-                    ,-                      ,-                    ,from Leg 155IR; pp 142-143; Table 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Pleistocene      ,                 ,                  ,              ,155, 931,B, 36,X, 5,  59.00,    331.6900,Showers  ,Planktonic Foraminifers                      ,F              ,M                 ,-                                    ,R                                    ,F                           ,R                ,-                                      ,-                                    ,C                         ,-                           ,-                          ,R                         ,-                   ,R                    ,-                   ,-                     ,R                         ,F                                ,-                                  ,F                            ,-                           ,-                          ,-                      ,-                            ,-                    ,-                      ,-                    ,from Leg 155IR; pp 142-143; Table 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Pleistocene      ,                 ,                  ,              ,155, 931,B, 36,X, 5,  89.00,    331.9900,Showers  ,Planktonic Foraminifers                      ,C              ,G                 ,-                                    ,-                                    ,F                           ,-                ,-                                      ,-                                    ,C                         ,-                           ,-                          ,C                         ,-                   ,C                    ,-                   ,-                     ,-                         ,F                                ,-                                  ,C                            ,R                           ,-                          ,-                      ,-                            ,-                    ,-                      ,-                    ,from Leg 155IR; pp 142-143; Table 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Pleistocene      ,                 ,                  ,              ,155, 931,B, 36,X, 5, 100.00,    332.1000,Showers  ,Planktonic Foraminifers                      ,A              ,G                 ,-                                    ,F                                    ,F                           ,R                ,-                                      ,-                                    ,-                         ,-                           ,-                          ,C                         ,-                   ,F                    ,-                   ,-                     ,-                         ,F                                ,R                                  ,C                            ,F                           ,-                          ,-                      ,-                            ,-                    ,-                      ,-                    ,from Leg 155IR; pp 142-143; Table 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Pleistocene      ,                 ,                  ,              ,155, 931,B, 36,X, 5, 109.00,    332.1900,Showers  ,Planktonic Foraminifers                      ,C              ,M                 ,-                                    ,R                                    ,R                           ,-                ,-                                      ,-                                    ,-                         ,-                           ,-                          ,C                         ,-                   ,-                    ,-                   ,-                     ,-                         ,R                                ,-                                  ,C                            ,R                           ,-                          ,-                      ,-                            ,-                    ,-                      ,-                    ,from Leg 155IR; pp 142-143; Table 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Pleistocene      ,                 ,                  ,              ,155, 931,B, 36,X, 6, 124.00,    333.8400,Showers  ,Planktonic Foraminifers                      ,C              ,G                 ,-                                    ,C                                    ,F                           ,-                ,-                                      ,-                                    ,C                         ,F                           ,-                          ,C                         ,-                   ,-                    ,-                   ,R                     ,-                         ,C                                ,-                                  ,C                            ,R                           ,-                          ,-                      ,-                            ,-                    ,-                      ,-                    ,from Leg 155IR; pp 142-143; Table 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Pleistocene      ,                 ,                  ,              ,155, 931,B, 36,X,CC,  31.00,    334.4100,Showers  ,Planktonic Foraminifers                      ,A              ,G                 ,-                                    ,C                                    ,F                           ,R                ,-                                      ,-                                    ,R                         ,C                           ,-                          ,C                         ,-                   ,C                    ,-                   ,-                     ,-                         ,C                                ,F                                  ,C                            ,F                           ,R                          ,R                      ,-                            ,-                    ,-                      ,-                    ,from Leg 155IR; pp 142-143; Table 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Pleistocene      ,                 ,                  ,              ,155, 931,B, 37,X,CC,  24.00,    340.5300,Showers  ,Planktonic Foraminifers                      ,A              ,M                 ,C                                    ,-                                    ,C                           ,F                ,-                                      ,-                                    ,C                         ,-                           ,-                          ,C                         ,-                   ,C                    ,-                   ,-                     ,-                         ,F                                ,F                                  ,C                            ,R                           ,F                          ,-                      ,-                            ,-                    ,-                      ,-                    ,from Leg 155IR; pp 142-143; Table 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,155, 931,B, 38,X, 4,  31.00,    349.2100,Showers  ,Planktonic Foraminifers                      ,B              ,                  ,-                                    ,-                                    ,-                           ,-                ,-                                      ,-                                    ,-                         ,-                           ,-                          ,-                         ,-                   ,-                    ,-                   ,-                     ,-                         ,-                                ,-                                  ,-                            ,-                           ,-                          ,-                      ,-                            ,-                    ,-                      ,-                    ,from Leg 155IR; pp 142-143; Table 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Middle Pleistocene,                 ,                  ,              ,155, 931,B, 38,X, 4,  36.00,    349.2600,Showers  ,Planktonic Foraminifers                      ,A              ,M                 ,-                                    ,-                                    ,C                           ,R                ,-                                      ,-                                    ,C                         ,-                           ,-                          ,C                         ,-                   ,-                    ,-                   ,-                     ,-                         ,C                                ,-                                  ,C                            ,-                           ,R                          ,-                      ,-                            ,-                    ,-                      ,-                    ,from Leg 155IR; pp 142-143; Table 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Middle Pleistocene,                 ,                  ,              ,155, 931,B, 38,X, 4,  46.00,    349.3600,Showers  ,Planktonic Foraminifers                      ,A              ,G                 ,-                                    ,R                                    ,F                           ,-                ,-                                      ,-                                    ,C                         ,-                           ,-                          ,C                         ,-                   ,-                    ,-                   ,-                     ,-                         ,C                                ,R                                  ,C                            ,-                           ,R                          ,-                      ,-                            ,-                    ,-                      ,-                    ,from Leg 155IR; pp 142-143; Table 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Middle Pleistocene,                 ,                  ,              ,155, 931,B, 38,X, 4,  96.00,    349.8600,Showers  ,Planktonic Foraminifers                      ,C              ,G                 ,-                                    ,C                                    ,F                           ,R                ,-                                      ,-                                    ,C                         ,-                           ,-                          ,C                         ,-                   ,-                    ,-                   ,-                     ,-                         ,F                                ,-                                  ,C                            ,R                           ,-                          ,-                      ,-                            ,-                    ,-                      ,-                    ,from Leg 155IR; pp 142-143; Table 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Middle Pleistocene,                 ,                  ,              ,155, 931,B, 38,X,CC,  42.00,    353.7100,Showers  ,Planktonic Foraminifers                      ,C              ,M                 ,-                                    ,C                                    ,C                           ,-                ,-                                      ,-                                    ,C                         ,-                           ,-                          ,C                         ,-                   ,-                    ,-                   ,-                     ,-                         ,C                                ,-                                  ,C                            ,R                           ,-                          ,-                      ,-                            ,-                    ,-                      ,-                    ,from Leg 155IR; pp 142-143; Table 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Middle Pleistocene,                 ,                  ,              ,155, 931,B, 39,X,CC,  35.00,    361.7500,Showers  ,Planktonic Foraminifers                      ,F              ,M                 ,C                                    ,-                                    ,F                           ,-                ,-                                      ,-                                    ,C                         ,-                           ,-                          ,C                         ,-                   ,C                    ,R                   ,-                     ,-                         ,R                                ,R                                  ,C                            ,-                           ,-                          ,-                      ,-                            ,-                    ,-                      ,-                    ,from Leg 155IR; pp 142-143; Table 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Middle Pleistocene,                 ,                  ,              ,155, 931,B, 40,X,CC,  34.00,    372.3600,Showers  ,Planktonic Foraminifers                      ,F              ,G                 ,-                                    ,-                                    ,-                           ,-                ,-                                      ,-                                    ,C                         ,-                           ,-                          ,A                         ,-                   ,-                    ,-                   ,-                     ,-                         ,-                                ,-                                  ,C                            ,-                           ,-                          ,-                      ,-                            ,-                    ,-                      ,-                    ,from Leg 155IR; pp 142-143; Table 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,155, 931,B, 41,X,CC,  12.00,    382.2200,Showers  ,Planktonic Foraminifers                      ,B              ,                  ,-                                    ,-                                    ,-                           ,-                ,-                                      ,-                                    ,-                         ,-                           ,-                          ,-                         ,-                   ,-                    ,-                   ,-                     ,-                         ,-                                ,-                                  ,-                            ,-                           ,-                          ,-                      ,-                            ,-                    ,-                      ,-                    ,from Leg 155IR; pp 142-143; Table 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
