Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Cyclicargolithus floridanus,Calcidiscus leptoporus,Coccolithus pelagicus,Chiasmolithus oamaruensis,Umbilicosphaera sibogae,Dictyococcites scrippsae,Cyclicargolithus abisectus,Calcidiscus macintyrei,Sphenolithus neoabies,Sphenolithus moriformis,Sphenolithus abies,Scyphosphaera spp.,Reticulofenestra pseudoumbilicus,Reticulofenestra haqii,Reticulofenestra gelida,Pseudoemiliania lacunosa,Helicosphaera sellii,Discoaster variabilis,Braarudosphaera bigelowii,Reticulofenestra minutula,Helicosphaera carteri,Dictyococcites antarcticus,Rhabdosphaera clavigera,Reticulofenestra minuta,Small Gephyrocapsa spp.,Pontosphaera japonica,Dictyococcites productus,Gephyrocapsa caribbeanica,Gephyrocapsa oceanica,Syracosphaera pulchra,Oolithotus fragilis,Gephyrocapsa aperta,Helicosphaera kamptneri,Scapholithus fossilis,Umbellosphaera irregularis,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,NN20              ,NN21          ,182,1132,B,  5,H,CC,  17.00,     44.8000,Ladner   ,Nannofossils                                 ,A              ,M                 ,                           ,F                     ,                     ,                         ,                       ,                        ,                          ,                      ,                     ,                       ,                  ,                  ,                                ,                      ,                       ,                        ,                    ,                     ,                         ,                         ,                     ,F                         ,                       ,                       ,                       ,                     ,                        ,C                        ,                     ,                     ,F                  ,C                  ,F                      ,R                    ,                          ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,NN20              ,NN21          ,182,1132,B,  6,H,CC,   8.00,     52.3500,Ladner   ,Nannofossils                                 ,A              ,M                 ,                           ,F                     ,                     ,                         ,                       ,                        ,                          ,                      ,                     ,                       ,                  ,                  ,                                ,                      ,                       ,                        ,                    ,                     ,                         ,C                        ,                     ,                          ,                       ,                       ,                       ,                     ,R                       ,C                        ,                     ,F                    ,                   ,C                  ,F                      ,R                    ,                          ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,NN20              ,NN21          ,182,1132,B,  7,H,CC,  13.00,     64.1100,Ladner   ,Nannofossils                                 ,A              ,M                 ,                           ,F                     ,                     ,                         ,F                      ,                        ,                          ,                      ,                     ,                       ,                  ,                  ,                                ,                      ,                       ,                        ,                    ,                     ,R                        ,C                        ,                     ,C                         ,R                      ,                       ,                       ,                     ,                        ,A                        ,                     ,F                    ,                   ,C                  ,F                      ,                     ,                          ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,NN20              ,NN21          ,182,1132,B,  8,H,CC,   6.00,     73.3200,Ladner   ,Nannofossils                                 ,A              ,M                 ,                           ,                      ,                     ,                         ,R                      ,                        ,                          ,                      ,                     ,                       ,                  ,                  ,                                ,                      ,                       ,                        ,                    ,                     ,R                        ,C                        ,                     ,C                         ,                       ,                       ,                       ,                     ,                        ,C                        ,                     ,R                    ,R                  ,C                  ,F                      ,                     ,                          ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,NN20              ,NN21          ,182,1132,B,  9,H,CC,  17.00,     82.9000,Ladner   ,Nannofossils                                 ,A              ,M                 ,                           ,F                     ,                     ,                         ,F                      ,                        ,                          ,                      ,                     ,                       ,                  ,                  ,                                ,                      ,                       ,                        ,                    ,                     ,R                        ,A                        ,                     ,                          ,                       ,                       ,                       ,                     ,                        ,A                        ,                     ,                     ,R                  ,C                  ,R                      ,                     ,                          ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,NN20              ,NN21          ,182,1132,B, 10,H,CC,  13.00,     91.6500,Ladner   ,Nannofossils                                 ,A              ,M                 ,                           ,                      ,                     ,                         ,                       ,                        ,                          ,                      ,                     ,                       ,                  ,                  ,                                ,                      ,                       ,                        ,                    ,                     ,R                        ,A                        ,                     ,A                         ,                       ,                       ,                       ,                     ,                        ,C                        ,                     ,F                    ,F                  ,A                  ,                       ,                     ,                          ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,NN20              ,NN21          ,182,1132,B, 11,H,CC,   0.00,    101.7400,Shafik   ,Nannofossils                                 ,C              ,M                 ,                           ,F                     ,                     ,                         ,                       ,                        ,                          ,                      ,                     ,                       ,                  ,                  ,                                ,                      ,                       ,                        ,                    ,                     ,                         ,                         ,F                    ,                          ,                       ,C                      ,A                      ,                     ,                        ,                         ,                     ,                     ,                   ,                   ,                       ,                     ,                          ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,NN20              ,NN21          ,182,1132,B, 12,H,CC,   4.00,    111.1000,Shafik   ,Nannofossils                                 ,C              ,M                 ,                           ,F                     ,                     ,                         ,                       ,                        ,                          ,                      ,                     ,                       ,                  ,                  ,                                ,                      ,                       ,                        ,                    ,                     ,                         ,                         ,F                    ,                          ,                       ,C                      ,A                      ,                     ,                        ,                         ,                     ,                     ,                   ,                   ,                       ,                     ,                          ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,NN19              ,NN19          ,182,1132,B, 13,H,CC,   0.00,    121.0500,Shafik   ,Nannofossils                                 ,C              ,M                 ,                           ,C                     ,                     ,                         ,                       ,                        ,                          ,                      ,                     ,                       ,                  ,                  ,                                ,                      ,                       ,F                       ,                    ,                     ,                         ,                         ,F                    ,                          ,R                      ,C                      ,D                      ,                     ,                        ,                         ,                     ,                     ,                   ,                   ,                       ,                     ,                          ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,182,1132,B, 14,H,CC,   6.00,    129.6000,Shafik   ,Nannofossils                                 ,C              ,M                 ,                           ,C                     ,                     ,                         ,                       ,                        ,                          ,                      ,                     ,                       ,                  ,                  ,                                ,                      ,                       ,R                       ,                    ,                     ,                         ,                         ,F                    ,                          ,R                      ,C                      ,C                      ,                     ,                        ,C                        ,                     ,                     ,                   ,                   ,                       ,                     ,                          ,Reworked C. macintyrei.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,182,1132,B, 15,H,CC,  14.00,    139.1700,Shafik   ,Nannofossils                                 ,C              ,M                 ,                           ,F                     ,                     ,                         ,                       ,                        ,                          ,                      ,                     ,                       ,                  ,                  ,                                ,                      ,                       ,R                       ,                    ,                     ,                         ,                         ,F                    ,                          ,                       ,                       ,C                      ,                     ,                        ,R                        ,                     ,                     ,                   ,                   ,                       ,                     ,                          ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,182,1132,B, 16,H,CC,  12.00,    149.9300,Shafik   ,Nannofossils                                 ,C              ,P                 ,                           ,C                     ,                     ,                         ,                       ,                        ,                          ,                      ,                     ,                       ,                  ,                  ,                                ,                      ,                       ,                        ,                    ,                     ,R                        ,                         ,F                    ,                          ,                       ,                       ,C                      ,                     ,                        ,                         ,                     ,                     ,                   ,                   ,                       ,                     ,                          ,Reworked C. abisectus.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,182,1132,B, 17,H,CC,   9.00,    159.0800,Shafik   ,Nannofossils                                 ,C              ,M                 ,                           ,C                     ,                     ,                         ,                       ,                        ,                          ,                      ,                     ,                       ,                  ,                  ,                                ,                      ,                       ,R                       ,                    ,                     ,                         ,                         ,F                    ,                          ,                       ,                       ,C                      ,R                    ,                        ,                         ,                     ,                     ,                   ,                   ,                       ,                     ,                          ,"Reworked D. antarcticus, R. pseudoumbilicus"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,182,1132,B, 18,H,CC,   0.00,    168.3600,Shafik   ,Nannofossils                                 ,C              ,P                 ,                           ,C                     ,                     ,                         ,                       ,                        ,                          ,                      ,                     ,                       ,                  ,                  ,                                ,                      ,                       ,                        ,                    ,                     ,                         ,                         ,F                    ,                          ,                       ,                       ,C                      ,                     ,                        ,C                        ,                     ,                     ,                   ,                   ,                       ,                     ,                          ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,182,1132,B, 19,X,CC,  13.00,    171.2600,Shafik   ,Nannofossils                                 ,C              ,P                 ,                           ,C                     ,                     ,                         ,                       ,                        ,                          ,                      ,                     ,                       ,                  ,                  ,                                ,                      ,                       ,R                       ,                    ,                     ,R                        ,                         ,R                    ,                          ,R                      ,A                      ,R                      ,                     ,                        ,                         ,                     ,                     ,                   ,                   ,                       ,                     ,                          ,P. lacunosa is the small vatiety.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,182,1132,B, 21,X,CC,  28.00,    188.6300,Shafik   ,Nannofossils                                 ,C              ,G                 ,                           ,C                     ,                     ,                         ,                       ,                        ,                          ,                      ,                     ,                       ,                  ,F                 ,                                ,                      ,                       ,R                       ,                    ,                     ,                         ,                         ,C                    ,                          ,R                      ,C                      ,A                      ,F                    ,C                       ,C                        ,F                    ,                     ,                   ,                   ,                       ,                     ,                          ,Reworked D. bisectus.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,182,1132,B, 22,X,CC,  33.00,    199.4200,Shafik   ,Nannofossils                                 ,C              ,M                 ,                           ,C                     ,                     ,                         ,                       ,                        ,                          ,                      ,                     ,                       ,                  ,                  ,                                ,                      ,                       ,                        ,                    ,                     ,C                        ,                         ,F                    ,                          ,R                      ,C                      ,C                      ,F                    ,A                       ,R                        ,                     ,                     ,                   ,                   ,                       ,                     ,                          ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,182,1132,B, 23,X,CC,  18.00,    208.8900,Shafik   ,Nannofossils                                 ,C              ,M                 ,                           ,C                     ,R                    ,                         ,                       ,                        ,                          ,                      ,                     ,                       ,                  ,                  ,                                ,                      ,                       ,                        ,                    ,                     ,F                        ,                         ,R                    ,                          ,                       ,C                      ,C                      ,                     ,C                       ,                         ,                     ,                     ,                   ,                   ,                       ,                     ,                          ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,182,1132,B, 24,X,CC,  33.00,    217.9000,Shafik   ,Nannofossils                                 ,C              ,P                 ,                           ,C                     ,R                    ,                         ,                       ,                        ,                          ,                      ,                     ,                       ,                  ,R                 ,                                ,                      ,                       ,                        ,                    ,                     ,C                        ,                         ,F                    ,                          ,                       ,C                      ,F                      ,R                    ,                        ,                         ,                     ,                     ,                   ,                   ,                       ,                     ,                          ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,182,1132,B, 25,X,CC,  48.00,    222.9100,Shafik   ,Nannofossils                                 ,C              ,P                 ,                           ,F                     ,                     ,                         ,                       ,                        ,                          ,F                     ,                     ,                       ,                  ,R                 ,                                ,                      ,                       ,                        ,                    ,                     ,C                        ,                         ,R                    ,                          ,R                      ,F                      ,                       ,                     ,                        ,                         ,                     ,                     ,                   ,                   ,                       ,                     ,                          ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,182,1132,B, 26,X,CC,  25.00,    236.5500,Shafik   ,Nannofossils                                 ,C              ,P                 ,                           ,F                     ,F                    ,                         ,                       ,                        ,                          ,F                     ,                     ,                       ,                  ,                  ,                                ,                      ,                       ,                        ,                    ,                     ,F                        ,                         ,                     ,                          ,                       ,                       ,                       ,                     ,                        ,                         ,                     ,                     ,                   ,                   ,                       ,                     ,                          ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,182,1132,B, 27,X,CC,  34.00,    241.8000,Shafik   ,Nannofossils                                 ,C              ,M                 ,                           ,F                     ,C                    ,                         ,                       ,                        ,                          ,F                     ,C                    ,                       ,                  ,F                 ,                                ,F                     ,                       ,                        ,                    ,F                    ,                         ,C                        ,R                    ,C                         ,                       ,                       ,                       ,                     ,                        ,                         ,                     ,                     ,                   ,                   ,                       ,                     ,                          ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,182,1132,B, 28,X,CC,  32.00,    250.7300,Shafik   ,Nannofossils                                 ,C              ,M                 ,                           ,F                     ,C                    ,                         ,                       ,                        ,                          ,                      ,C                    ,R                      ,C                 ,F                 ,F                               ,F                     ,C                      ,R                       ,R                   ,F                    ,R                        ,                         ,                     ,                          ,                       ,                       ,                       ,                     ,                        ,                         ,                     ,                     ,                   ,                   ,                       ,                     ,                          ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,Middle Miocene   ,NN5               ,NN18          ,182,1132,B, 29,X,CC,  23.00,    257.4300,Ladner   ,Nannofossils                                 ,F              ,P                 ,                           ,F                     ,                     ,                         ,F                      ,R                       ,F                         ,F                     ,                     ,                       ,                  ,                  ,                                ,                      ,                       ,                        ,                    ,                     ,                         ,                         ,                     ,                          ,                       ,                       ,                       ,                     ,                        ,                         ,                     ,                     ,                   ,                   ,                       ,                     ,                          ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Early Oligocene  ,                  ,NP22          ,182,1132,B, 30,X,CC,   0.00,    266.7000,Shafik   ,Nannofossils                                 ,C              ,M                 ,R                          ,                      ,R                    ,R                        ,                       ,                        ,                          ,                      ,                     ,                       ,                  ,                  ,                                ,                      ,                       ,                        ,                    ,                     ,                         ,                         ,                     ,                          ,                       ,                       ,                       ,                     ,                        ,                         ,                     ,                     ,                   ,                   ,                       ,                     ,                          ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Miocene          ,                  ,              ,182,1132,B, 31,X,CC,   0.00,    268.7000,Ladner   ,Nannofossils                                 ,T              ,P                 ,1                          ,1                     ,                     ,                         ,                       ,                        ,                          ,                      ,                     ,                       ,                  ,                  ,                                ,                      ,                       ,                        ,                    ,                     ,                         ,                         ,                     ,                          ,                       ,                       ,                       ,                     ,                        ,                         ,                     ,                     ,                   ,                   ,                       ,                     ,                          ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
