Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Stichocorys peregrina	Porodiscus spp.	Cornutella profunda	Anthocorys(?) akitaensis	Spongodiscus spp.	Lithomitra arachnea	Lychnocanoma sp.	Stichocorys delmontensis	Thecosphaera japonica	Druppatractus acquilonius	Dictyophimus bicornis	Artostrobus annulatus	Saccospyris sp.	Nephrospyris pervia (trellis-type)	Cycladophora davisiana davisiana	Dictyophimus glacilipes	Cycladophora davisiana cornutoides	Sphaeropyle langii	Comment
  SR	                 	                 	                  	              	128	 799	A	 13	H	 1	  80.00	    107.6000	Ling     	Radiolarians                                 	R              	M                 	                     	               	                   	                        	R                	                   	                	                        	                     	                         	                     	                     	R              	                                  	R                               	R                      	R                                 	                  	from ODP Legs 127&128 SR Chapter 13 Table 4 p 233-234

  SR	                 	                 	                  	              	128	 799	A	 13	H	CC	  25.00	    116.7300	Ling     	Radiolarians                                 	R              	M                 	                     	               	                   	                        	                 	                   	                	                        	                     	                         	                     	                     	               	                                  	                                	                       	                                  	R                 	from ODP Legs 127&128 SR Chapter 13 Table 4 p 233-234

  SR	                 	                 	                  	              	128	 799	A	 14	H	 1	  80.00	    117.3000	Ling     	Radiolarians                                 	R              	M                 	                     	               	                   	                        	F                	                   	                	                        	                     	                         	                     	                     	               	R                                 	                                	                       	                                  	                  	from ODP Legs 127&128 SR Chapter 13 Table 4 p 233-234

  SR	                 	                 	                  	              	128	 799	A	 14	H	 2	  80.00	    118.8000	Ling     	Radiolarians                                 	R              	M                 	                     	               	                   	                        	R                	                   	                	                        	                     	                         	                     	                     	               	                                  	                                	                       	R                                 	                  	from ODP Legs 127&128 SR Chapter 13 Table 4 p 233-234

  SR	                 	                 	                  	              	128	 799	A	 14	H	 6	  80.00	    124.8000	Ling     	Radiolarians                                 	R              	M                 	                     	               	                   	                        	F                	                   	                	                        	                     	                         	R                    	                     	               	                                  	                                	                       	                                  	R                 	from ODP Legs 127&128 SR Chapter 13 Table 4 p 233-234

  SR	                 	                 	                  	              	128	 799	A	 15	H	 1	  76.00	    126.8600	Ling     	Radiolarians                                 	R              	M                 	                     	               	                   	                        	                 	R                  	                	                        	                     	                         	                     	R                    	               	                                  	                                	                       	                                  	                  	from ODP Legs 127&128 SR Chapter 13 Table 4 p 233-234

  SR	                 	                 	                  	              	128	 799	A	 15	H	 3	  76.00	    129.8600	Ling     	Radiolarians                                 	R              	M                 	                     	               	                   	                        	R                	R                  	                	                        	                     	                         	                     	                     	               	                                  	                                	R                      	R                                 	                  	from ODP Legs 127&128 SR Chapter 13 Table 4 p 233-234

  SR	                 	                 	                  	              	128	 799	A	 15	H	 5	  76.00	    132.8600	Ling     	Radiolarians                                 	F              	M                 	                     	               	                   	                        	R                	C                  	                	                        	                     	                         	                     	R                    	               	R                                 	R                               	R                      	                                  	                  	from ODP Legs 127&128 SR Chapter 13 Table 4 p 233-234

  SR	                 	                 	                  	              	128	 799	A	 15	H	 6	  76.00	    134.3600	Ling     	Radiolarians                                 	F              	M                 	                     	               	                   	                        	                 	R                  	                	                        	                     	C                        	                     	                     	R              	                                  	R                               	                       	                                  	                  	from ODP Legs 127&128 SR Chapter 13 Table 4 p 233-234

  SR	                 	                 	                  	              	128	 799	A	 15	H	CC	  23.00	    135.9900	Ling     	Radiolarians                                 	R              	M                 	                     	               	                   	                        	                 	R                  	                	                        	                     	                         	                     	                     	R              	                                  	R                               	                       	                                  	                  	from ODP Legs 127&128 SR Chapter 13 Table 4 p 233-234

  SR	                 	                 	                  	              	128	 799	A	 16	H	 1	  80.00	    136.6000	Ling     	Radiolarians                                 	F              	M                 	                     	R              	                   	                        	                 	F                  	                	                        	                     	                         	                     	                     	               	                                  	F                               	                       	                                  	                  	from ODP Legs 127&128 SR Chapter 13 Table 4 p 233-234

  SR	                 	                 	                  	              	128	 799	A	 16	H	 3	  80.00	    139.6000	Ling     	Radiolarians                                 	F              	M                 	                     	               	R                  	                        	                 	F                  	                	                        	                     	                         	                     	                     	               	                                  	F                               	                       	                                  	                  	from ODP Legs 127&128 SR Chapter 13 Table 4 p 233-234

  SR	                 	                 	                  	              	128	 799	A	 16	H	 4	  80.00	    141.1000	Ling     	Radiolarians                                 	F              	M                 	                     	               	                   	                        	                 	F                  	                	                        	                     	R                        	                     	R                    	               	                                  	C                               	                       	                                  	                  	from ODP Legs 127&128 SR Chapter 13 Table 4 p 233-234

  SR	                 	                 	                  	              	128	 799	A	 16	H	 5	  80.00	    142.6000	Ling     	Radiolarians                                 	F              	M                 	                     	               	                   	                        	                 	C                  	                	                        	                     	R                        	                     	                     	               	                                  	R                               	                       	                                  	                  	from ODP Legs 127&128 SR Chapter 13 Table 4 p 233-234

  SR	                 	                 	                  	              	128	 799	A	 16	H	 6	  80.00	    144.1000	Ling     	Radiolarians                                 	F              	M                 	                     	               	                   	                        	                 	C                  	                	                        	                     	R                        	                     	                     	               	R                                 	R                               	                       	                                  	                  	from ODP Legs 127&128 SR Chapter 13 Table 4 p 233-234

  SR	                 	                 	                  	              	128	 799	A	 16	H	CC	  29.00	    145.7000	Ling     	Radiolarians                                 	R              	M                 	                     	               	                   	                        	                 	                   	                	                        	                     	                         	                     	                     	R              	                                  	R                               	R                      	                                  	                  	from ODP Legs 127&128 SR Chapter 13 Table 4 p 233-234

  SR	                 	                 	                  	              	128	 799	A	 18	H	CC	  28.00	    165.3300	Ling     	Radiolarians                                 	R              	M                 	                     	               	                   	                        	                 	                   	                	                        	                     	                         	                     	                     	               	                                  	R                               	                       	                                  	                  	from ODP Legs 127&128 SR Chapter 13 Table 4 p 233-234

  SR	                 	                 	                  	              	128	 799	A	 19	H	CC	  26.00	    174.8800	Ling     	Radiolarians                                 	R              	M                 	                     	               	R                  	                        	                 	                   	                	                        	                     	                         	                     	R                    	               	F                                 	                                	                       	                                  	                  	from ODP Legs 127&128 SR Chapter 13 Table 4 p 233-234

  SR	                 	                 	                  	              	128	 799	A	 20	H	CC	  27.00	    184.5900	Ling     	Radiolarians                                 	R              	M                 	                     	               	                   	                        	                 	                   	                	                        	                     	                         	R                    	                     	R              	R                                 	                                	                       	                                  	                  	from ODP Legs 127&128 SR Chapter 13 Table 4 p 233-234

  SR	                 	                 	                  	              	128	 799	A	 27	X	CC	  13.00	    246.7600	Ling     	Radiolarians                                 	R              	M                 	                     	               	                   	                        	                 	                   	                	                        	                     	                         	                     	R                    	               	R                                 	                                	                       	                                  	                  	from ODP Legs 127&128 SR Chapter 13 Table 4 p 233-234

  SR	                 	                 	                  	              	128	 799	A	 28	X	CC	  15.00	    247.7500	Ling     	Radiolarians                                 	R              	M                 	                     	               	                   	                        	                 	                   	                	                        	                     	                         	                     	R                    	R              	                                  	                                	                       	                                  	                  	from ODP Legs 127&128 SR Chapter 13 Table 4 p 233-234

  SR	                 	                 	                  	              	128	 799	A	 31	X	CC	  27.00	    278.7900	Ling     	Radiolarians                                 	R              	M                 	                     	               	                   	                        	                 	R                  	                	                        	                     	                         	                     	                     	               	                                  	                                	                       	                                  	                  	from ODP Legs 127&128 SR Chapter 13 Table 4 p 233-234

  SR	                 	                 	                  	              	128	 799	A	 35	X	CC	  33.00	    317.0900	Ling     	Radiolarians                                 	R              	M                 	                     	               	                   	                        	                 	                   	                	                        	                     	                         	                     	                     	R              	                                  	                                	                       	                                  	                  	from ODP Legs 127&128 SR Chapter 13 Table 4 p 233-234

  SR	                 	                 	                  	              	128	 799	A	 37	X	CC	  38.00	    336.3800	Ling     	Radiolarians                                 	R              	M                 	                     	R              	                   	                        	                 	                   	                	                        	                     	                         	                     	                     	               	                                  	                                	                       	                                  	                  	from ODP Legs 127&128 SR Chapter 13 Table 4 p 233-234

  SR	                 	                 	                  	              	128	 799	A	 38	X	CC	  37.00	    346.1100	Ling     	Radiolarians                                 	R              	M                 	                     	               	R                  	                        	                 	                   	                	                        	                     	                         	                     	                     	               	                                  	                                	                       	                                  	                  	from ODP Legs 127&128 SR Chapter 13 Table 4 p 233-234

  SR	                 	                 	                  	              	128	 799	A	 39	X	CC	  35.00	    355.7100	Ling     	Radiolarians                                 	R              	M                 	                     	               	                   	                        	                 	                   	                	                        	                     	                         	                     	R                    	               	                                  	                                	                       	                                  	                  	from ODP Legs 127&128 SR Chapter 13 Table 4 p 233-234

  SR	                 	                 	                  	              	128	 799	A	 40	X	CC	  34.00	    365.5000	Ling     	Radiolarians                                 	R              	M                 	                     	R              	                   	                        	                 	                   	                	                        	                     	                         	                     	                     	               	                                  	                                	                       	                                  	                  	from ODP Legs 127&128 SR Chapter 13 Table 4 p 233-234

  SR	                 	                 	                  	              	128	 799	A	 41	X	 1	  80.00	    366.1000	Ling     	Radiolarians                                 	R              	M                 	                     	R              	R                  	                        	                 	                   	                	                        	                     	                         	                     	                     	               	                                  	                                	                       	                                  	                  	from ODP Legs 127&128 SR Chapter 13 Table 4 p 233-234

  SR	                 	                 	                  	              	128	 799	A	 41	X	 3	  80.00	    369.1000	Ling     	Radiolarians                                 	R              	M                 	                     	               	R                  	                        	                 	                   	                	                        	                     	                         	R                    	                     	               	                                  	                                	                       	                                  	                  	from ODP Legs 127&128 SR Chapter 13 Table 4 p 233-234

  SR	                 	                 	                  	              	128	 799	A	 42	X	CC	  34.00	    384.9100	Ling     	Radiolarians                                 	R              	M                 	                     	               	R                  	                        	                 	                   	                	                        	                     	                         	                     	                     	               	                                  	                                	                       	                                  	                  	from ODP Legs 127&128 SR Chapter 13 Table 4 p 233-234

  SR	                 	                 	                  	              	128	 799	A	 43	X	CC	  25.00	    394.3200	Ling     	Radiolarians                                 	R              	M                 	                     	R              	                   	                        	                 	                   	                	                        	                     	                         	                     	                     	               	                                  	                                	                       	                                  	                  	from ODP Legs 127&128 SR Chapter 13 Table 4 p 233-234

  SR	                 	                 	                  	              	128	 799	A	 45	X	 1	  73.00	    404.6300	Ling     	Radiolarians                                 	R              	M                 	                     	R              	                   	                        	                 	R                  	                	                        	                     	                         	                     	                     	               	                                  	                                	                       	                                  	                  	from ODP Legs 127&128 SR Chapter 13 Table 4 p 233-234

  SR	                 	                 	                  	              	128	 799	A	 45	X	 2	  73.00	    406.1300	Ling     	Radiolarians                                 	R              	M                 	                     	               	R                  	R                       	                 	                   	R               	                        	                     	                         	                     	                     	               	                                  	                                	                       	                                  	                  	from ODP Legs 127&128 SR Chapter 13 Table 4 p 233-234

  SR	                 	                 	                  	              	128	 799	A	 45	X	 3	  80.00	    407.7000	Ling     	Radiolarians                                 	R              	M                 	                     	R              	R                  	                        	                 	                   	R               	                        	                     	R                        	                     	                     	               	                                  	                                	                       	                                  	                  	from ODP Legs 127&128 SR Chapter 13 Table 4 p 233-234

  SR	                 	                 	                  	              	128	 799	A	 45	X	 4	  80.00	    409.2000	Ling     	Radiolarians                                 	R              	M                 	                     	R              	R                  	R                       	                 	R                  	R               	                        	                     	                         	                     	                     	               	                                  	                                	                       	                                  	                  	from ODP Legs 127&128 SR Chapter 13 Table 4 p 233-234

  SR	                 	                 	                  	              	128	 799	A	 45	X	 5	  80.00	    410.7000	Ling     	Radiolarians                                 	R              	M                 	                     	R              	                   	                        	                 	R                  	                	                        	                     	                         	                     	                     	               	                                  	                                	                       	                                  	                  	from ODP Legs 127&128 SR Chapter 13 Table 4 p 233-234

  SR	                 	                 	                  	              	128	 799	A	 45	X	 6	  80.00	    412.2000	Ling     	Radiolarians                                 	R              	M                 	                     	R              	                   	                        	                 	                   	                	                        	                     	                         	                     	                     	               	                                  	                                	                       	                                  	                  	from ODP Legs 127&128 SR Chapter 13 Table 4 p 233-234

  SR	                 	                 	                  	              	128	 799	A	 45	X	CC	  11.00	    413.5800	Ling     	Radiolarians                                 	R              	M                 	                     	               	                   	                        	                 	                   	                	                        	R                    	                         	                     	                     	               	                                  	                                	                       	                                  	                  	from ODP Legs 127&128 SR Chapter 13 Table 4 p 233-234

  SR	                 	                 	                  	              	128	 799	A	 46	X	 1	  80.00	    414.4000	Ling     	Radiolarians                                 	R              	M                 	                     	R              	                   	                        	                 	R                  	                	                        	                     	                         	                     	                     	               	                                  	                                	                       	                                  	                  	from ODP Legs 127&128 SR Chapter 13 Table 4 p 233-234

  SR	                 	                 	                  	              	128	 799	A	 46	X	 2	  80.00	    415.9000	Ling     	Radiolarians                                 	R              	M                 	                     	R              	                   	                        	                 	                   	                	                        	                     	                         	                     	                     	               	                                  	                                	                       	                                  	                  	from ODP Legs 127&128 SR Chapter 13 Table 4 p 233-234

  SR	                 	                 	                  	              	128	 799	A	 46	X	 3	  80.00	    417.4000	Ling     	Radiolarians                                 	R              	M                 	                     	R              	                   	                        	                 	                   	                	                        	                     	                         	                     	                     	               	                                  	                                	                       	                                  	                  	from ODP Legs 127&128 SR Chapter 13 Table 4 p 233-234

  SR	                 	                 	                  	              	128	 799	A	 46	X	 4	  80.00	    418.9000	Ling     	Radiolarians                                 	R              	M                 	                     	R              	                   	                        	                 	                   	                	                        	                     	                         	                     	                     	               	                                  	                                	                       	                                  	                  	from ODP Legs 127&128 SR Chapter 13 Table 4 p 233-234

  SR	                 	                 	                  	              	128	 799	A	 46	X	 5	  80.00	    420.4000	Ling     	Radiolarians                                 	R              	M                 	                     	R              	                   	                        	                 	                   	                	                        	                     	                         	                     	                     	               	                                  	                                	                       	                                  	                  	from ODP Legs 127&128 SR Chapter 13 Table 4 p 233-234

  SR	                 	                 	                  	              	128	 799	A	 46	X	 6	  80.00	    421.9000	Ling     	Radiolarians                                 	R              	M                 	                     	F              	                   	                        	                 	                   	                	R                       	                     	                         	                     	                     	               	                                  	                                	                       	                                  	                  	from ODP Legs 127&128 SR Chapter 13 Table 4 p 233-234

  SR	                 	                 	                  	              	128	 799	A	 46	X	CC	  36.00	    423.4400	Ling     	Radiolarians                                 	F              	M                 	R                    	F              	                   	F                       	                 	                   	F               	R                       	                     	                         	                     	                     	               	                                  	                                	                       	                                  	                  	from ODP Legs 127&128 SR Chapter 13 Table 4 p 233-234

  SR	                 	                 	                  	              	128	 799	A	 47	X	 1	  80.00	    424.1000	Ling     	Radiolarians                                 	R              	M                 	                     	R              	                   	                        	                 	                   	                	                        	                     	                         	                     	                     	               	                                  	                                	                       	                                  	                  	from ODP Legs 127&128 SR Chapter 13 Table 4 p 233-234

  SR	                 	                 	                  	              	128	 799	A	 47	X	 2	  80.00	    425.6000	Ling     	Radiolarians                                 	R              	M                 	                     	R              	                   	                        	                 	                   	R               	                        	                     	                         	                     	                     	               	                                  	                                	                       	                                  	                  	from ODP Legs 127&128 SR Chapter 13 Table 4 p 233-234

  SR	                 	                 	                  	              	128	 799	A	 47	X	 3	  80.00	    427.1000	Ling     	Radiolarians                                 	R              	M                 	                     	R              	                   	                        	                 	                   	R               	                        	                     	                         	                     	                     	               	                                  	                                	                       	                                  	                  	from ODP Legs 127&128 SR Chapter 13 Table 4 p 233-234

  SR	                 	                 	                  	              	128	 799	A	 47	X	 4	  80.00	    428.6000	Ling     	Radiolarians                                 	R              	M                 	                     	F              	                   	                        	                 	                   	R               	                        	                     	                         	                     	                     	               	                                  	                                	                       	                                  	                  	from ODP Legs 127&128 SR Chapter 13 Table 4 p 233-234

  SR	                 	                 	                  	              	128	 799	A	 47	X	 5	  80.00	    430.1000	Ling     	Radiolarians                                 	R              	M                 	                     	R              	R                  	                        	                 	                   	                	                        	                     	                         	                     	                     	               	                                  	                                	                       	                                  	                  	from ODP Legs 127&128 SR Chapter 13 Table 4 p 233-234

  SR	                 	                 	                  	              	128	 799	A	 47	X	 6	  80.00	    431.6000	Ling     	Radiolarians                                 	R              	M                 	                     	F              	                   	                        	                 	                   	R               	                        	                     	                         	                     	                     	               	                                  	                                	                       	                                  	                  	from ODP Legs 127&128 SR Chapter 13 Table 4 p 233-234

  SR	                 	                 	                  	              	128	 799	A	 47	X	 7	  31.00	    432.6100	Ling     	Radiolarians                                 	F              	M                 	                     	C              	R                  	                        	                 	                   	R               	                        	                     	                         	                     	                     	               	                                  	                                	                       	                                  	                  	from ODP Legs 127&128 SR Chapter 13 Table 4 p 233-234

  SR	                 	                 	                  	              	128	 799	A	 47	X	CC	  17.00	    433.0300	Ling     	Radiolarians                                 	R              	M                 	                     	               	R                  	                        	                 	                   	                	                        	                     	                         	                     	                     	               	                                  	                                	                       	                                  	                  	from ODP Legs 127&128 SR Chapter 13 Table 4 p 233-234

  SR	                 	                 	                  	              	128	 799	A	 48	X	 1	  79.00	    433.6900	Ling     	Radiolarians                                 	R              	M                 	                     	R              	                   	                        	                 	                   	                	                        	                     	                         	                     	                     	               	                                  	                                	                       	                                  	                  	from ODP Legs 127&128 SR Chapter 13 Table 4 p 233-234

  SR	                 	                 	                  	              	128	 799	A	 48	X	 2	  79.00	    435.1900	Ling     	Radiolarians                                 	F              	M                 	                     	C              	R                  	R                       	                 	R                  	R               	                        	                     	                         	                     	                     	               	                                  	                                	                       	                                  	                  	from ODP Legs 127&128 SR Chapter 13 Table 4 p 233-234

  SR	                 	                 	                  	              	128	 799	A	 48	X	 3	  79.00	    436.6900	Ling     	Radiolarians                                 	R              	M                 	                     	R              	R                  	                        	                 	                   	                	                        	                     	                         	                     	                     	               	                                  	                                	                       	                                  	                  	from ODP Legs 127&128 SR Chapter 13 Table 4 p 233-234

  SR	                 	                 	                  	              	128	 799	A	 48	X	CC	  24.00	    437.3500	Ling     	Radiolarians                                 	R              	M                 	                     	F              	R                  	                        	                 	R                  	R               	                        	                     	                         	                     	                     	               	                                  	                                	                       	                                  	                  	from ODP Legs 127&128 SR Chapter 13 Table 4 p 233-234

  SR	                 	                 	                  	              	128	 799	A	 49	X	 1	  90.00	    443.5000	Ling     	Radiolarians                                 	F              	M                 	                     	C              	R                  	                        	                 	                   	R               	                        	                     	                         	                     	                     	               	                                  	                                	                       	                                  	                  	from ODP Legs 127&128 SR Chapter 13 Table 4 p 233-234

  SR	                 	                 	                  	              	128	 799	A	 49	X	CC	  40.00	    443.9700	Ling     	Radiolarians                                 	R              	M                 	                     	F              	                   	                        	                 	                   	R               	                        	                     	                         	                     	                     	               	                                  	                                	                       	                                  	                  	from ODP Legs 127&128 SR Chapter 13 Table 4 p 233-234

  SR	                 	                 	                  	              	128	 799	A	 50	X	 1	  81.00	    453.1100	Ling     	Radiolarians                                 	R              	M                 	                     	C              	                   	                        	                 	                   	                	                        	                     	                         	                     	                     	               	                                  	                                	                       	                                  	                  	from ODP Legs 127&128 SR Chapter 13 Table 4 p 233-234

  SR	                 	                 	                  	              	128	 799	A	 50	X	 2	  93.00	    454.7300	Ling     	Radiolarians                                 	R              	M                 	                     	C              	R                  	                        	                 	                   	                	                        	                     	                         	                     	                     	               	                                  	                                	                       	                                  	                  	from ODP Legs 127&128 SR Chapter 13 Table 4 p 233-234

  SR	                 	                 	                  	              	128	 799	A	 50	X	 3	  81.00	    456.1100	Ling     	Radiolarians                                 	F              	M                 	                     	C              	R                  	R                       	                 	R                  	                	                        	                     	                         	                     	                     	               	                                  	                                	                       	                                  	                  	from ODP Legs 127&128 SR Chapter 13 Table 4 p 233-234

  SR	                 	                 	                  	              	128	 799	A	 50	X	 4	  84.00	    457.6400	Ling     	Radiolarians                                 	F              	M                 	                     	C              	R                  	R                       	                 	                   	                	                        	                     	                         	                     	                     	               	                                  	                                	                       	                                  	                  	from ODP Legs 127&128 SR Chapter 13 Table 4 p 233-234

  SR	                 	                 	                  	              	128	 799	A	 50	X	 5	  79.00	    459.0900	Ling     	Radiolarians                                 	R              	M                 	                     	R              	                   	                        	                 	                   	                	                        	                     	                         	                     	                     	               	                                  	                                	                       	                                  	                  	from ODP Legs 127&128 SR Chapter 13 Table 4 p 233-234

  SR	                 	                 	                  	              	128	 799	A	 50	X	 6	  76.00	    460.5600	Ling     	Radiolarians                                 	R              	M                 	                     	R              	                   	                        	                 	                   	                	                        	                     	                         	                     	                     	               	                                  	                                	                       	                                  	                  	from ODP Legs 127&128 SR Chapter 13 Table 4 p 233-234

  SR	                 	                 	                  	              	128	 799	A	 50	X	CC	  40.00	    460.9900	Ling     	Radiolarians                                 	R              	M                 	                     	               	                   	                        	                 	R                  	                	                        	                     	                         	                     	                     	               	                                  	                                	                       	                                  	                  	from ODP Legs 127&128 SR Chapter 13 Table 4 p 233-234

  SR	                 	                 	                  	              	128	 799	A	 51	X	 1	  80.00	    462.7000	Ling     	Radiolarians                                 	R              	M                 	                     	R              	                   	                        	R                	                   	                	                        	                     	                         	                     	                     	               	                                  	                                	                       	                                  	                  	from ODP Legs 127&128 SR Chapter 13 Table 4 p 233-234

  SR	                 	                 	                  	              	128	 799	A	 51	X	 3	  91.00	    465.8100	Ling     	Radiolarians                                 	R              	M                 	                     	               	                   	                        	R                	R                  	                	                        	                     	                         	                     	                     	               	                                  	                                	                       	                                  	                  	from ODP Legs 127&128 SR Chapter 13 Table 4 p 233-234

  SR	                 	                 	                  	              	128	 799	A	 51	X	CC	  37.00	    466.2000	Ling     	Radiolarians                                 	F              	M                 	R                    	F              	R                  	F                       	                 	                   	                	                        	                     	                         	                     	                     	               	                                  	                                	                       	                                  	                  	from ODP Legs 127&128 SR Chapter 13 Table 4 p 233-234

