Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Thalassiothrix longissima,Thalassiosira sp. B,Thalassiosira pacifica,Thalassiosira oestrupii,Thalassiosira lineata,Thalassiosira jouseae,Thalassiosira eccentrica,Thalassionema schraderi,Thalassionema nitzschioides,Stephanopyxis spp.,Rhizosolenia bergonii,Rhaphoneis paralis,Pseudopodosira spp.,Paralia sulcata,Neodelphineis pelagica,Melosira westii,Melosira architecturalis,Koizumia tatsunokuchiensis,Freshwater species,Diploneis spp.,Cymatosira immunis,Coscinodiscus radiatus,Chaetoceros spp. (resting spores),Biddulphia spp.,Actinoptychus senarius,Actinocyclus octonarius,Thalassiosira convexa,Stephanopyxis turris,Rhizosolenia styliformis,Rhizosolenia hebetata,Rhaphoneis spp.,Rhaphoneis amphiceros,Koizumia adaroi,Hyalodiscus sp. A,Hemidiscus ovalis,Goniothecium sp.,Delphineis spp.,Cyclotella striata,Coscinodiscus marginatus,Azpeitia nodulifera,Trachyneis aspera,Thalassiothrix acuta,Thalassionema nitzschioides  var. parva,Grammatophora spp.,Cavitatus jouseanus,Bacteriastrum spp.,Actinocyclus curvatulus,Hemiaulus spp.,Delphineis surirella,Thalassiosira spp.,Thalassionema hirosakiensis,Cyclotella styroleum,Nitzschia cylindrica,Triceratium spp.,Azpeitia vetustissima,Rhizosolenia setigera,Proboscia alata,Melosira spp.,Glyphodesmis acus,Nitzschia fossilis,Thalassiosira nidulus,Trigonium alternans,Thalassiothrix frauenfeldii,Nitzschia marina,Azpeitia tabularis,Asterolampra sp.,Actinoptychus splendens,Planktoniella  sol,Hantzschia amphioxys,Cyclotella sp.,Thalassiosira sp. C,Delphineis angustata,Coscinodiscus obscurus,Rhizosolenia spp.,Nitzschia lorenziana,Nitzschia constricta,Thalassiosira zabellinae,Porosira pseudodenticulata,Thalassionema bacillaris,Nitzschia jouseae,Nitzschia bicapitata,Lyrella hennedyii,Hemidiscus cuneiformis,Synedra indica,Denticulopsis dimorpha,Coscinodiscus nitidus,Coscinodiscus denarius,Thalassiosira symmetrica,Thalassiosira tetraoestrupii,Nitzschia reinholdii,Epithemia spp.,Coscinodiscus perforatus,Thalassiosira leptopus,Thalassiosira ferelineata,Thalassiosira trifulta,Roperia tesselata,Actinocyclus ingens,Thalassiosira plicata,Thalassiosira anguste-lineata,Hyalodiscus sp. B,Thalassiosira manifesta,Tetracyclus emarginatus,Nitzschia granulata,Actinoptychus heliopelta,Rossiella paleacea,Porosira glacialis,Nitzschia rolandii,Nitzschia panduriformis,Actinocyclus elongatus,Thalassiosira symbolophora,Denticulopsis hustedtii,Coscinodiscus aff. C. antimimos,Bacillaria paxillifer,Actinoptychus intermedius,Coscinodiscus plicatus,Plagiogramma sp.,Cyclotella sp. 1,Actinocyclus spp.,Synedra ulna,Coscinodiscus spp.,Thalassiothrix robusta,Stauroneis spp.,Asteromphalus arachne,Nitzschia spp.,Azpeitia africana,Actinoptychus vulgaris,Pleurosigma spp.,Fragilariopsis doliolus,Rossiella spp.,Neodenticula seminae,Coscinodiscus oculus-iridis,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,164, 997,A,  2,H, 5, 114.00,     10.0400,Okada    ,Diatoms                                      ,               ,                  ,1                        ,1                  ,                      ,29                     ,5                    ,2                    ,7                       ,                       ,7                          ,                  ,1                    ,                  ,7                  ,76             ,                      ,               ,                        ,                          ,3                 ,2             ,                  ,6                     ,136                              ,1              ,10                    ,7                      ,                     ,16                  ,                        ,                     ,               ,                     ,               ,3                ,                 ,                ,               ,                  ,10                      ,1                  ,                 ,                    ,2                                      ,2                 ,                   ,                  ,                       ,              ,1                   ,3                 ,                           ,                    ,                    ,                ,                     ,                     ,               ,             ,                 ,                  ,                     ,                   ,                           ,1               ,                  ,                ,1                      ,1                 ,                    ,              ,                   ,                    ,2                     ,                 ,                    ,                    ,                        ,2                         ,                        ,                 ,1                   ,                 ,                      ,              ,                      ,                     ,1                     ,                        ,                            ,                    ,              ,1                       ,                      ,                         ,                      ,2                ,                   ,                     ,                             ,                 ,                       ,                       ,                   ,                        ,                  ,                  ,                  ,                       ,                      ,                          ,                       ,                               ,                     ,                         ,                      ,                ,                ,                 ,            ,                  ,                      ,               ,                     ,              ,                 ,                      ,                ,                       ,              ,                    ,1                          ,Total Diatom Count 214; Age Est 0.35Ma; Abundance 173 10^4/g; from 164SR.Ch 35.Table 1.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,164, 997,A,  3,H, 1,  39.00,     12.7900,Okada    ,Diatoms                                      ,               ,                  ,                         ,                   ,                      ,5                      ,3                    ,                     ,2                       ,                       ,2                          ,1                 ,                     ,                  ,23                 ,148            ,                      ,2              ,                        ,                          ,8                 ,3             ,                  ,2                     ,22                               ,1              ,2                     ,5                      ,                     ,4                   ,                        ,                     ,               ,                     ,               ,7                ,                 ,                ,               ,3                 ,1                       ,                   ,                 ,                    ,                                       ,1                 ,                   ,                  ,                       ,              ,1                   ,2                 ,                           ,                    ,                    ,3               ,                     ,                     ,               ,             ,                 ,                  ,                     ,2                  ,                           ,                ,                  ,                ,1                      ,                  ,                    ,              ,                   ,                    ,                      ,                 ,                    ,                    ,                        ,                          ,                        ,                 ,                    ,                 ,                      ,              ,                      ,1                    ,                      ,                        ,                            ,                    ,              ,1                       ,                      ,                         ,                      ,                 ,                   ,                     ,                             ,                 ,                       ,                       ,1                  ,                        ,                  ,                  ,                  ,                       ,                      ,                          ,                       ,                               ,                     ,                         ,                      ,                ,                ,                 ,            ,                  ,                      ,               ,                     ,              ,                 ,                      ,                ,                       ,              ,                    ,                           ,Total Diatom Count 234; Age Est 0.43Ma; Abundance 57.9 10^4/g; from 164SR.Ch 35.Table1.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,164, 997,A,  3,H, 2, 114.00,     15.0400,Okada    ,Diatoms                                      ,               ,                  ,                         ,                   ,                      ,                       ,                     ,                     ,                        ,                       ,                           ,                  ,                     ,                  ,8                  ,6              ,                      ,               ,                        ,                          ,2                 ,              ,                  ,                      ,2                                ,               ,                      ,                       ,                     ,                    ,                        ,                     ,               ,1                    ,               ,                 ,                 ,                ,               ,                  ,                        ,                   ,                 ,                    ,                                       ,                  ,                   ,                  ,                       ,              ,                    ,                  ,                           ,                    ,                    ,                ,                     ,                     ,               ,             ,                 ,                  ,                     ,                   ,                           ,                ,                  ,                ,                       ,                  ,                    ,              ,                   ,                    ,                      ,                 ,                    ,                    ,                        ,                          ,                        ,                 ,                    ,                 ,                      ,              ,                      ,                     ,                      ,                        ,                            ,                    ,              ,                        ,                      ,                         ,                      ,                 ,                   ,                     ,                             ,                 ,                       ,                       ,                   ,                        ,                  ,                  ,                  ,                       ,                      ,                          ,                       ,                               ,                     ,                         ,                      ,                ,                ,                 ,            ,                  ,                      ,               ,                     ,              ,                 ,                      ,                ,                       ,              ,                    ,                           ,Total Diatom Count 16; Age Est 0.48Ma; Abundance 3.94 10^4/g; from 164SR.Ch 35.Table 1.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,164, 997,A,  3,H, 4, 114.00,     18.0400,Okada    ,Diatoms                                      ,               ,                  ,                         ,                   ,                      ,                       ,                     ,                     ,                        ,                       ,                           ,                  ,                     ,                  ,                   ,1              ,                      ,               ,                        ,                          ,0                 ,              ,                  ,                      ,3                                ,               ,                      ,                       ,                     ,                    ,                        ,                     ,               ,                     ,               ,                 ,                 ,                ,               ,                  ,                        ,                   ,                 ,                    ,                                       ,                  ,                   ,                  ,                       ,              ,                    ,                  ,                           ,                    ,                    ,                ,                     ,                     ,               ,             ,                 ,                  ,                     ,                   ,                           ,                ,                  ,                ,                       ,                  ,                    ,              ,                   ,                    ,                      ,                 ,                    ,                    ,                        ,                          ,                        ,                 ,                    ,                 ,                      ,              ,                      ,                     ,                      ,                        ,                            ,                    ,              ,                        ,                      ,                         ,                      ,                 ,                   ,                     ,                             ,                 ,                       ,                       ,                   ,                        ,                  ,                  ,                  ,                       ,                      ,                          ,                       ,                               ,                     ,                         ,                      ,                ,                ,                 ,            ,                  ,                      ,               ,                     ,              ,                 ,                      ,                ,                       ,              ,                    ,                           ,Total Diatom Count 1; Age Est 0.53Ma; Abundance 0.25 10^4/g; from 164SR.Ch 35.Table 1.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,164, 997,A,  3,H, 6,  39.00,     20.2900,Okada    ,Diatoms                                      ,               ,                  ,                         ,                   ,                      ,1                      ,                     ,                     ,                        ,                       ,                           ,                  ,                     ,                  ,1                  ,14             ,                      ,               ,                        ,                          ,0                 ,              ,                  ,                      ,2                                ,               ,                      ,                       ,                     ,1                   ,                        ,                     ,               ,                     ,               ,                 ,                 ,                ,               ,                  ,                        ,                   ,                 ,                    ,                                       ,                  ,                   ,                  ,                       ,              ,                    ,                  ,                           ,                    ,                    ,                ,                     ,                     ,               ,             ,                 ,                  ,                     ,                   ,                           ,                ,                  ,                ,                       ,                  ,                    ,1             ,                   ,                    ,                      ,                 ,                    ,                    ,                        ,                          ,                        ,                 ,                    ,                 ,                      ,              ,                      ,                     ,                      ,                        ,                            ,                    ,              ,                        ,                      ,                         ,                      ,                 ,                   ,                     ,                             ,                 ,                       ,                       ,                   ,                        ,                  ,                  ,                  ,                       ,                      ,                          ,                       ,                               ,                     ,                         ,                      ,                ,                ,                 ,            ,                  ,                      ,               ,                     ,              ,                 ,                      ,                ,                       ,              ,                    ,                           ,Total Diatom Count 18; Age Est 0.58Ma; Abundance 4.36 10^4/g; from 164SR.Ch 35.Table 1.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,164, 997,A,  4,H, 1, 114.00,     23.0400,Okada    ,Diatoms                                      ,               ,                  ,                         ,                   ,                      ,4                      ,                     ,                     ,1                       ,                       ,                           ,1                 ,                     ,                  ,10                 ,166            ,                      ,               ,                        ,                          ,6                 ,4             ,                  ,                      ,25                               ,               ,1                     ,2                      ,                     ,38                  ,1                       ,                     ,               ,                     ,               ,1                ,                 ,                ,               ,                  ,                        ,1                  ,3                ,                    ,2                                      ,1                 ,                   ,                  ,                       ,              ,7                   ,2                 ,                           ,                    ,                    ,                ,                     ,                     ,               ,1            ,                 ,                  ,                     ,1                  ,                           ,                ,                  ,                ,                       ,2                 ,                    ,              ,                   ,                    ,1                     ,                 ,                    ,                    ,1                       ,                          ,                        ,                 ,1                   ,1                ,                      ,              ,                      ,                     ,                      ,                        ,                            ,                    ,              ,                        ,1                     ,                         ,                      ,                 ,                   ,                     ,                             ,                 ,                       ,                       ,                   ,                        ,                  ,                  ,                  ,                       ,                      ,                          ,                       ,                               ,                     ,                         ,                      ,                ,                ,                 ,            ,                  ,                      ,               ,                     ,              ,                 ,                      ,                ,                       ,              ,                    ,                           ,Total Diatom Count 258; Age Est 0.62Ma; Abundance 312 10^4/g; from 164SR.Ch 35.Table 1.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,164, 997,A,  4,H, 3,  39.00,     25.2900,Okada    ,Diatoms                                      ,               ,                  ,                         ,                   ,                      ,                       ,                     ,                     ,                        ,                       ,1                          ,                  ,                     ,                  ,2                  ,8              ,                      ,1              ,                        ,                          ,1                 ,              ,                  ,                      ,2                                ,               ,                      ,1                      ,                     ,                    ,                        ,                     ,               ,                     ,               ,                 ,                 ,                ,               ,                  ,                        ,                   ,                 ,                    ,                                       ,                  ,                   ,                  ,                       ,              ,1                   ,                  ,                           ,                    ,                    ,                ,                     ,                     ,               ,             ,                 ,                  ,                     ,                   ,                           ,                ,                  ,                ,                       ,                  ,2                   ,              ,                   ,                    ,                      ,                 ,                    ,                    ,                        ,                          ,                        ,                 ,                    ,                 ,                      ,              ,                      ,                     ,                      ,                        ,                            ,                    ,              ,                        ,                      ,                         ,                      ,                 ,                   ,                     ,                             ,                 ,                       ,                       ,                   ,                        ,                  ,                  ,                  ,                       ,                      ,                          ,                       ,                               ,                     ,                         ,                      ,                ,                ,                 ,            ,                  ,                      ,               ,                     ,              ,                 ,                      ,                ,                       ,              ,                    ,                           ,Total Diatom Count 17; Age Est 0.67Ma; Abundance 3.99 10^4/g; from 164SR.Ch 35.Table 1.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,164, 997,A,  4,H, 6, 114.00,     30.5400,Okada    ,Diatoms                                      ,               ,                  ,                         ,                   ,                      ,                       ,                     ,                     ,                        ,                       ,                           ,                  ,                     ,                  ,                   ,               ,                      ,               ,                        ,                          ,0                 ,              ,                  ,                      ,0                                ,               ,                      ,                       ,                     ,                    ,                        ,                     ,               ,                     ,               ,                 ,                 ,                ,               ,                  ,                        ,                   ,                 ,                    ,                                       ,                  ,                   ,                  ,                       ,              ,                    ,                  ,                           ,                    ,                    ,                ,                     ,                     ,               ,             ,                 ,                  ,                     ,                   ,                           ,                ,                  ,                ,                       ,                  ,                    ,              ,                   ,                    ,                      ,                 ,                    ,                    ,                        ,                          ,                        ,                 ,                    ,                 ,                      ,              ,                      ,                     ,                      ,                        ,                            ,                    ,              ,                        ,                      ,                         ,                      ,                 ,                   ,                     ,                             ,                 ,                       ,                       ,                   ,                        ,                  ,                  ,                  ,                       ,                      ,                          ,                       ,                               ,                     ,                         ,                      ,                ,                ,                 ,            ,                  ,                      ,               ,                     ,              ,                 ,                      ,                ,                       ,              ,                    ,                           ,Total Diatom Count 0; Age Est 0.76Ma; Abundance 0 10^4/g; from 164SR.Ch 35.Table 1.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,164, 997,A,  5,H, 2,  39.00,     33.2900,Okada    ,Diatoms                                      ,               ,                  ,1                        ,                   ,                      ,10                     ,1                    ,                     ,16                      ,                       ,2                          ,1                 ,1                    ,                  ,2                  ,141            ,                      ,               ,                        ,                          ,1                 ,2             ,                  ,4                     ,34                               ,               ,1                     ,4                      ,                     ,8                   ,1                       ,                     ,               ,                     ,               ,2                ,                 ,                ,               ,                  ,6                       ,                   ,1                ,                    ,                                       ,1                 ,                   ,                  ,                       ,              ,                    ,3                 ,                           ,                    ,                    ,1               ,                     ,                     ,               ,1            ,                 ,1                 ,                     ,                   ,                           ,                ,                  ,                ,                       ,3                 ,                    ,              ,                   ,                    ,                      ,                 ,                    ,                    ,                        ,                          ,                        ,                 ,1                   ,                 ,                      ,              ,                      ,                     ,                      ,2                       ,                            ,                    ,              ,                        ,                      ,1                        ,                      ,                 ,                   ,                     ,                             ,                 ,                       ,                       ,                   ,                        ,                  ,                  ,                  ,                       ,                      ,                          ,                       ,2                              ,                     ,                         ,                      ,                ,                ,                 ,            ,                  ,                      ,               ,                     ,              ,                 ,                      ,                ,                       ,              ,                    ,2                          ,Total Diatom Count 223; Age Est 0.81Ma; Abundance 538 10^4/g; from 164SR.Ch 35.Table 1.
