Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Thalassiothrix longissima,Thalassiosira sp. B,Thalassiosira pacifica,Thalassiosira oestrupii,Thalassiosira lineata,Thalassiosira jouseae,Thalassiosira eccentrica,Thalassionema schraderi,Thalassionema nitzschioides,Stephanopyxis spp.,Rhizosolenia bergonii,Rhaphoneis paralis,Pseudopodosira spp.,Paralia sulcata,Neodelphineis pelagica,Melosira westii,Melosira architecturalis,Koizumia tatsunokuchiensis,Freshwater species,Diploneis spp.,Cymatosira immunis,Coscinodiscus radiatus,Chaetoceros spp. (resting spores),Biddulphia spp.,Actinoptychus senarius,Actinocyclus octonarius,Thalassiosira convexa,Stephanopyxis turris,Rhizosolenia styliformis,Rhizosolenia hebetata,Rhaphoneis spp.,Rhaphoneis amphiceros,Koizumia adaroi,Hyalodiscus sp. A,Hemidiscus ovalis,Goniothecium sp.,Delphineis spp.,Cyclotella striata,Coscinodiscus marginatus,Azpeitia nodulifera,Trachyneis aspera,Thalassiothrix acuta,Thalassionema nitzschioides  var. parva,Grammatophora spp.,Cavitatus jouseanus,Bacteriastrum spp.,Actinocyclus curvatulus,Hemiaulus spp.,Delphineis surirella,Thalassiosira spp.,Thalassionema hirosakiensis,Cyclotella styroleum,Nitzschia cylindrica,Triceratium spp.,Azpeitia vetustissima,Rhizosolenia setigera,Proboscia alata,Melosira spp.,Glyphodesmis acus,Nitzschia fossilis,Thalassiosira nidulus,Trigonium alternans,Thalassiothrix frauenfeldii,Nitzschia marina,Azpeitia tabularis,Asterolampra sp.,Actinoptychus splendens,Planktoniella  sol,Hantzschia amphioxys,Cyclotella sp.,Thalassiosira sp. C,Delphineis angustata,Coscinodiscus obscurus,Rhizosolenia spp.,Nitzschia lorenziana,Nitzschia constricta,Thalassiosira zabellinae,Porosira pseudodenticulata,Thalassionema bacillaris,Nitzschia jouseae,Nitzschia bicapitata,Lyrella hennedyii,Hemidiscus cuneiformis,Synedra indica,Denticulopsis dimorpha,Coscinodiscus nitidus,Coscinodiscus denarius,Thalassiosira symmetrica,Thalassiosira tetraoestrupii,Nitzschia reinholdii,Epithemia spp.,Coscinodiscus perforatus,Thalassiosira leptopus,Thalassiosira ferelineata,Thalassiosira trifulta,Roperia tesselata,Actinocyclus ingens,Thalassiosira plicata,Thalassiosira anguste-lineata,Hyalodiscus sp. B,Thalassiosira manifesta,Tetracyclus emarginatus,Nitzschia granulata,Actinoptychus heliopelta,Rossiella paleacea,Porosira glacialis,Nitzschia rolandii,Nitzschia panduriformis,Actinocyclus elongatus,Thalassiosira symbolophora,Denticulopsis hustedtii,Coscinodiscus aff. C. antimimos,Bacillaria paxillifer,Actinoptychus intermedius,Coscinodiscus plicatus,Plagiogramma sp.,Cyclotella sp. 1,Actinocyclus spp.,Synedra ulna,Coscinodiscus spp.,Thalassiothrix robusta,Stauroneis spp.,Asteromphalus arachne,Nitzschia spp.,Azpeitia africana,Actinoptychus vulgaris,Pleurosigma spp.,Fragilariopsis doliolus,Rossiella spp.,Neodenticula seminae,Coscinodiscus oculus-iridis,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,164, 997,A, 15,H, 3, 114.00,    122.5400,Okada    ,Diatoms                                      ,               ,                  ,                         ,1                  ,5                     ,7                      ,3                    ,                     ,9                       ,                       ,40                         ,                  ,                     ,                  ,2                  ,42             ,                      ,7              ,                        ,3                         ,10                ,9             ,1                 ,3                     ,109                              ,               ,4                     ,                       ,1                    ,6                   ,                        ,                     ,               ,                     ,               ,                 ,                 ,                ,               ,                  ,                        ,                   ,5                ,                    ,2                                      ,2                 ,                   ,1                 ,4                      ,              ,16                  ,                  ,                           ,                    ,                    ,1               ,                     ,2                    ,               ,             ,1                ,1                 ,                     ,1                  ,2                          ,                ,                  ,                ,                       ,4                 ,                    ,1             ,                   ,                    ,                      ,                 ,                    ,                    ,                        ,                          ,2                       ,                 ,3                   ,                 ,                      ,1             ,                      ,1                    ,                      ,                        ,                            ,1                   ,              ,                        ,1                     ,5                        ,                      ,                 ,                   ,                     ,                             ,                 ,                       ,                       ,                   ,                        ,2                 ,                  ,                  ,2                      ,                      ,1                         ,1                      ,2                              ,1                    ,                         ,                      ,                ,                ,                 ,            ,                  ,                      ,               ,                     ,              ,                 ,                      ,                ,                       ,              ,                    ,                           ,Total Diatom Count 213; Age Est 2.57Ma; Abundance 324 10^4/g; from 164SR.Ch 35.Table 1.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,164, 997,A, 15,H, 5, 114.00,    125.5400,Okada    ,Diatoms                                      ,               ,                  ,                         ,                   ,                      ,                       ,                     ,1                    ,                        ,                       ,5                          ,                  ,                     ,                  ,3                  ,32             ,                      ,7              ,2                       ,                          ,0                 ,              ,                  ,                      ,10                               ,1              ,1                     ,                       ,                     ,1                   ,                        ,                     ,               ,                     ,               ,                 ,                 ,                ,               ,                  ,                        ,                   ,                 ,                    ,                                       ,                  ,                   ,                  ,1                      ,              ,                    ,                  ,                           ,                    ,                    ,                ,                     ,                     ,               ,             ,                 ,                  ,                     ,1                  ,                           ,                ,                  ,                ,                       ,                  ,                    ,              ,                   ,                    ,                      ,                 ,                    ,1                   ,                        ,                          ,                        ,                 ,                    ,                 ,                      ,              ,                      ,1                    ,                      ,                        ,                            ,                    ,              ,                        ,                      ,                         ,                      ,                 ,                   ,                     ,                             ,                 ,                       ,                       ,                   ,                        ,                  ,                  ,                  ,                       ,                      ,                          ,                       ,                               ,                     ,                         ,                      ,                ,                ,                 ,            ,                  ,                      ,               ,                     ,              ,                 ,                      ,                ,                       ,              ,                    ,                           ,Total Diatom Count 57; Age Est 2.59Ma; Abundance 34.9 10^4/g; from 164SR.Ch 35.Table 1.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,164, 997,A, 15,H, 7,  49.00,    127.8900,Okada    ,Diatoms                                      ,               ,                  ,                         ,                   ,2                     ,5                      ,5                    ,                     ,6                       ,                       ,34                         ,                  ,                     ,1                 ,2                  ,74             ,2                     ,9              ,                        ,7                         ,3                 ,7             ,                  ,6                     ,56                               ,               ,3                     ,                       ,1                    ,5                   ,                        ,                     ,               ,                     ,               ,                 ,                 ,                ,               ,                  ,                        ,                   ,1                ,                    ,                                       ,                  ,                   ,                  ,2                      ,              ,12                  ,                  ,                           ,                    ,                    ,                ,                     ,                     ,               ,             ,                 ,                  ,                     ,3                  ,1                          ,                ,                  ,                ,                       ,                  ,                    ,              ,                   ,2                   ,                      ,                 ,                    ,                    ,                        ,                          ,1                       ,1                ,3                   ,                 ,1                     ,              ,                      ,                     ,                      ,                        ,                            ,                    ,              ,                        ,                      ,                         ,3                     ,                 ,                   ,                     ,2                            ,                 ,                       ,                       ,                   ,                        ,4                 ,1                 ,1                 ,1                      ,1                     ,                          ,                       ,                               ,                     ,                         ,                      ,                ,                ,                 ,            ,                  ,                      ,               ,                     ,              ,                 ,                      ,                ,                       ,              ,                    ,                           ,Total Diatom Count 208; Age Est 2.61Ma; Abundance 211 10^4/g; from 164SR.Ch 35.Table 1.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,164, 997,A, 16,H, 2,  49.00,    129.8900,Okada    ,Diatoms                                      ,               ,                  ,                         ,                   ,                      ,1                      ,                     ,                     ,                        ,                       ,4                          ,                  ,                     ,1                 ,                   ,46             ,1                     ,2              ,                        ,                          ,0                 ,1             ,                  ,                      ,14                               ,               ,2                     ,                       ,                     ,2                   ,                        ,                     ,               ,                     ,               ,                 ,                 ,                ,               ,                  ,1                       ,                   ,                 ,                    ,                                       ,                  ,1                  ,                  ,                       ,              ,1                   ,                  ,                           ,                    ,                    ,                ,                     ,                     ,               ,             ,                 ,                  ,                     ,                   ,                           ,                ,                  ,                ,                       ,                  ,                    ,              ,                   ,                    ,                      ,                 ,                    ,                    ,                        ,1                         ,                        ,                 ,                    ,                 ,                      ,              ,                      ,                     ,                      ,                        ,                            ,                    ,              ,                        ,                      ,                         ,                      ,                 ,                   ,                     ,                             ,                 ,                       ,                       ,                   ,                        ,                  ,                  ,                  ,                       ,                      ,                          ,                       ,                               ,                     ,                         ,                      ,                ,                ,                 ,            ,                  ,                      ,               ,                     ,              ,                 ,                      ,                ,                       ,              ,                    ,                           ,Total Diatom Count 62; Age Est 2.62Ma; Abundance 38 10^4/g; from 164SR.Ch 35.Table 1.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,164, 997,A, 16,H, 4,  49.00,    132.8900,Okada    ,Diatoms                                      ,               ,                  ,                         ,                   ,                      ,                       ,                     ,                     ,                        ,                       ,5                          ,                  ,                     ,                  ,                   ,11             ,1                     ,1              ,                        ,                          ,0                 ,2             ,                  ,                      ,19                               ,               ,1                     ,1                      ,                     ,2                   ,                        ,                     ,               ,                     ,               ,                 ,                 ,                ,               ,                  ,1                       ,                   ,                 ,                    ,                                       ,1                 ,                   ,                  ,2                      ,              ,1                   ,                  ,                           ,                    ,                    ,                ,                     ,                     ,               ,             ,                 ,                  ,1                    ,                   ,                           ,                ,                  ,                ,                       ,                  ,                    ,              ,                   ,                    ,                      ,                 ,                    ,                    ,                        ,                          ,                        ,                 ,                    ,                 ,                      ,              ,                      ,                     ,                      ,                        ,                            ,                    ,              ,                        ,1                     ,                         ,                      ,                 ,                   ,                     ,                             ,                 ,                       ,                       ,                   ,                        ,2                 ,                  ,                  ,                       ,                      ,                          ,                       ,                               ,                     ,                         ,                      ,                ,                ,                 ,            ,                  ,                      ,               ,                     ,              ,                 ,                      ,                ,                       ,              ,                    ,                           ,Total Diatom Count 31; Age Est 2.64Ma; Abundance 18.5 10^4/g; from 164SR.Ch 35.Table 1.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,164, 997,A, 16,H, 5, 114.00,    135.0400,Okada    ,Diatoms                                      ,               ,                  ,                         ,                   ,                      ,1                      ,                     ,                     ,                        ,                       ,2                          ,                  ,                     ,1                 ,                   ,3              ,                      ,5              ,                        ,                          ,0                 ,              ,                  ,                      ,3                                ,               ,1                     ,                       ,                     ,1                   ,                        ,                     ,               ,                     ,               ,                 ,                 ,                ,               ,                  ,                        ,                   ,                 ,                    ,                                       ,                  ,                   ,                  ,                       ,              ,                    ,                  ,                           ,                    ,                    ,                ,                     ,                     ,               ,             ,                 ,                  ,                     ,                   ,                           ,                ,                  ,                ,                       ,                  ,                    ,              ,                   ,                    ,                      ,                 ,                    ,                    ,                        ,                          ,                        ,                 ,                    ,                 ,                      ,              ,                      ,                     ,                      ,                        ,                            ,                    ,              ,                        ,                      ,                         ,                      ,                 ,                   ,                     ,                             ,                 ,                       ,                       ,                   ,                        ,                  ,                  ,                  ,                       ,                      ,                          ,                       ,                               ,                     ,                         ,                      ,                ,                ,                 ,            ,                  ,                      ,               ,                     ,              ,                 ,                      ,                ,                       ,              ,                    ,                           ,Total Diatom Count 13; Age Est 2.65Ma; Abundance 7.95 10^4/g; from 164SR.Ch 35.Table 1.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,164, 997,A, 17,H, 1,  49.00,    137.8900,Okada    ,Diatoms                                      ,               ,                  ,1                        ,                   ,                      ,                       ,1                    ,                     ,                        ,                       ,2                          ,1                 ,                     ,                  ,                   ,14             ,                      ,6              ,                        ,                          ,0                 ,1             ,                  ,                      ,10                               ,               ,1                     ,                       ,                     ,2                   ,                        ,                     ,               ,                     ,               ,                 ,                 ,                ,               ,                  ,                        ,                   ,                 ,                    ,                                       ,                  ,                   ,                  ,                       ,              ,                    ,                  ,                           ,                    ,                    ,                ,                     ,                     ,               ,             ,                 ,                  ,                     ,                   ,                           ,                ,                  ,                ,                       ,                  ,                    ,              ,                   ,                    ,                      ,                 ,                    ,                    ,                        ,                          ,                        ,                 ,                    ,                 ,                      ,              ,                      ,                     ,                      ,                        ,                            ,                    ,              ,                        ,                      ,                         ,                      ,                 ,                   ,                     ,                             ,                 ,                       ,                       ,                   ,                        ,                  ,                  ,                  ,                       ,                      ,                          ,                       ,                               ,                     ,                         ,                      ,                ,                ,                 ,            ,                  ,                      ,               ,                     ,              ,                 ,                      ,                ,                       ,              ,                    ,                           ,Total Diatom Count 29; Age Est 2.67Ma; Abundance 17.4 10^4/g; from 164SR.Ch 35.Table 1.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,164, 997,A, 17,H, 2, 114.00,    140.0400,Okada    ,Diatoms                                      ,               ,                  ,                         ,                   ,                      ,1                      ,                     ,                     ,                        ,                       ,6                          ,                  ,1                    ,1                 ,1                  ,27             ,                      ,7              ,                        ,                          ,1                 ,              ,                  ,                      ,11                               ,               ,2                     ,                       ,                     ,3                   ,                        ,                     ,               ,1                    ,               ,                 ,                 ,                ,               ,                  ,                        ,                   ,                 ,                    ,                                       ,1                 ,                   ,                  ,                       ,              ,                    ,                  ,                           ,                    ,                    ,                ,                     ,                     ,               ,             ,                 ,                  ,                     ,                   ,                           ,                ,                  ,                ,                       ,                  ,                    ,              ,                   ,                    ,                      ,                 ,                    ,                    ,                        ,1                         ,                        ,                 ,                    ,                 ,                      ,1             ,                      ,                     ,                      ,                        ,                            ,                    ,              ,                        ,                      ,                         ,                      ,                 ,                   ,                     ,                             ,                 ,                       ,                       ,                   ,                        ,1                 ,                  ,                  ,                       ,                      ,                          ,                       ,                               ,                     ,                         ,                      ,                ,                ,                 ,            ,                  ,                      ,               ,                     ,              ,                 ,                      ,                ,                       ,              ,                    ,                           ,Total Diatom Count 54; Age Est 2.68Ma; Abundance 32.9 10^4/g; from 164SR.Ch 35.Table 1.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,164, 997,A, 17,H, 4, 114.00,    143.0400,Okada    ,Diatoms                                      ,               ,                  ,2                        ,1                  ,                      ,4                      ,1                    ,                     ,1                       ,                       ,13                         ,                  ,                     ,                  ,4                  ,               ,                      ,9              ,                        ,                          ,7                 ,4             ,3                 ,1                     ,51                               ,1              ,2                     ,3                      ,2                    ,8                   ,1                       ,                     ,               ,2                    ,               ,1                ,                 ,                ,               ,                  ,                        ,1                  ,                 ,                    ,                                       ,1                 ,                   ,1                 ,2                      ,              ,1                   ,1                 ,                           ,                    ,                    ,                ,                     ,                     ,               ,             ,                 ,1                 ,                     ,                   ,                           ,                ,                  ,                ,                       ,                  ,                    ,              ,                   ,1                   ,                      ,                 ,                    ,                    ,                        ,                          ,                        ,                 ,                    ,                 ,                      ,              ,                      ,                     ,                      ,                        ,                            ,1                   ,1             ,                        ,                      ,                         ,                      ,                 ,                   ,                     ,                             ,1                ,                       ,                       ,                   ,3                       ,                  ,                  ,                  ,                       ,                      ,                          ,                       ,                               ,                     ,                         ,                      ,                ,                ,                 ,            ,                  ,                      ,               ,                     ,              ,                 ,                      ,                ,                       ,              ,                    ,                           ,Total Diatom Count 82; Age Est 2.7Ma; Abundance 50.1 10^4/g; from 164SR.Ch 35.Table 1.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,164, 997,A, 17,H, 6,  49.00,    145.2900,Okada    ,Diatoms                                      ,               ,                  ,2                        ,                   ,1                     ,11                     ,2                    ,2                    ,                        ,                       ,22                         ,                  ,                     ,1                 ,5                  ,77             ,                      ,20             ,                        ,1                         ,1                 ,2             ,                  ,                      ,59                               ,2              ,3                     ,2                      ,                     ,23                  ,                        ,                     ,1              ,1                    ,               ,2                ,                 ,                ,1              ,                  ,                        ,2                  ,1                ,                    ,                                       ,2                 ,                   ,1                 ,1                      ,              ,4                   ,                  ,                           ,                    ,1                   ,                ,                     ,                     ,1              ,             ,                 ,1                 ,                     ,1                  ,                           ,                ,                  ,                ,                       ,                  ,                    ,              ,                   ,1                   ,                      ,                 ,                    ,                    ,                        ,                          ,                        ,                 ,                    ,                 ,                      ,1             ,                      ,                     ,                      ,1                       ,                            ,1                   ,              ,                        ,                      ,                         ,2                     ,                 ,                   ,                     ,                             ,1                ,1                      ,1                      ,1                  ,                        ,                  ,                  ,                  ,                       ,                      ,                          ,                       ,                               ,                     ,                         ,                      ,                ,                ,                 ,            ,                  ,                      ,               ,                     ,              ,                 ,                      ,                ,                       ,              ,                    ,                           ,Total Diatom Count 201; Age Est 2.72Ma; Abundance 363 10^4/g; from 164SR.Ch 35.Table 1.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,164, 997,A, 19,H, 1,  49.00,    148.3900,Okada    ,Diatoms                                      ,               ,                  ,                         ,                   ,1                     ,9                      ,1                    ,                     ,3                       ,                       ,30                         ,                  ,1                    ,                  ,5                  ,70             ,                      ,8              ,                        ,12                        ,6                 ,4             ,                  ,3                     ,66                               ,1              ,3                     ,2                      ,                     ,31                  ,                        ,                     ,1              ,2                    ,               ,1                ,                 ,                ,1              ,                  ,1                       ,2                  ,1                ,                    ,2                                      ,1                 ,                   ,                  ,1                      ,1             ,2                   ,                  ,                           ,                    ,                    ,                ,                     ,                     ,               ,             ,                 ,1                 ,                     ,1                  ,                           ,1               ,1                 ,                ,1                      ,                  ,                    ,              ,                   ,3                   ,                      ,                 ,                    ,                    ,                        ,                          ,3                       ,1                ,                    ,                 ,                      ,              ,                      ,                     ,                      ,                        ,                            ,1                   ,              ,                        ,                      ,                         ,1                     ,                 ,                   ,1                    ,1                            ,1                ,                       ,                       ,                   ,                        ,                  ,                  ,                  ,                       ,                      ,                          ,                       ,                               ,                     ,                         ,                      ,                ,                ,                 ,            ,                  ,                      ,               ,                     ,              ,                 ,                      ,                ,                       ,              ,                    ,                           ,Total Diatom Count 218; Age Est 2.74Ma; Abundance 336 10^4/g; from 164SR.Ch 35.Table 1.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,164, 997,A, 19,H, 3, 114.00,    151.3700,Okada    ,Diatoms                                      ,               ,                  ,1                        ,                   ,                      ,7                      ,3                    ,1                    ,2                       ,                       ,21                         ,                  ,1                    ,                  ,3                  ,51             ,                      ,7              ,                        ,                          ,3                 ,1             ,                  ,3                     ,37                               ,               ,2                     ,4                      ,1                    ,3                   ,                        ,1                    ,               ,3                    ,               ,1                ,                 ,                ,1              ,                  ,3                       ,                   ,                 ,                    ,                                       ,                  ,1                  ,                  ,2                      ,1             ,3                   ,                  ,                           ,                    ,                    ,1               ,                     ,                     ,               ,             ,                 ,2                 ,                     ,                   ,                           ,1               ,                  ,                ,                       ,                  ,                    ,              ,                   ,                    ,                      ,                 ,                    ,                    ,                        ,                          ,1                       ,                 ,                    ,1                ,                      ,              ,                      ,                     ,                      ,                        ,                            ,                    ,              ,                        ,                      ,                         ,                      ,1                ,1                  ,                     ,                             ,                 ,                       ,                       ,                   ,                        ,                  ,                  ,                  ,                       ,                      ,                          ,                       ,                               ,                     ,                         ,                      ,                ,                ,                 ,            ,                  ,                      ,               ,                     ,              ,                 ,                      ,                ,                       ,              ,                    ,                           ,Total Diatom Count 136; Age Est 2.76Ma; Abundance 82.4 10^4/g; from 164SR.Ch 35.Table 1.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,164, 997,A, 20,H, 2,  49.00,    159.3900,Okada    ,Diatoms                                      ,               ,                  ,1                        ,                   ,1                     ,15                     ,3                    ,                     ,2                       ,                       ,34                         ,                  ,                     ,                  ,1                  ,53             ,                      ,8              ,                        ,4                         ,2                 ,8             ,                  ,3                     ,64                               ,               ,3                     ,2                      ,                     ,20                  ,1                       ,                     ,1              ,                     ,               ,1                ,                 ,                ,1              ,                  ,2                       ,5                  ,1                ,                    ,16                                     ,                  ,                   ,                  ,1                      ,              ,6                   ,                  ,1                          ,                    ,                    ,                ,                     ,                     ,               ,             ,                 ,2                 ,                     ,                   ,                           ,1               ,1                 ,                ,                       ,                  ,                    ,              ,                   ,2                   ,                      ,1                ,                    ,                    ,1                       ,1                         ,1                       ,                 ,1                   ,                 ,                      ,1             ,                      ,                     ,                      ,                        ,                            ,1                   ,1             ,                        ,                      ,                         ,1                     ,                 ,                   ,                     ,                             ,                 ,                       ,                       ,                   ,                        ,                  ,                  ,                  ,                       ,                      ,                          ,                       ,                               ,                     ,                         ,                      ,                ,                ,                 ,            ,                  ,                      ,               ,                     ,              ,                 ,                      ,                ,                       ,              ,                    ,                           ,Total Diatom Count 208; Age Est 2.8Ma; Abundance 370 10^4/g; from 164SR.Ch 35.Table 1.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,164, 997,A, 20,H, 7,  49.00,    166.8900,Okada    ,Diatoms                                      ,               ,                  ,1                        ,1                  ,2                     ,7                      ,19                   ,1                    ,3                       ,                       ,36                         ,                  ,                     ,                  ,2                  ,67             ,1                     ,11             ,                        ,2                         ,2                 ,2             ,                  ,2                     ,58                               ,               ,5                     ,3                      ,                     ,13                  ,                        ,                     ,               ,1                    ,               ,                 ,                 ,                ,               ,                  ,                        ,2                  ,                 ,                    ,4                                      ,                  ,                   ,                  ,                       ,              ,5                   ,                  ,                           ,                    ,                    ,                ,                     ,                     ,               ,             ,                 ,2                 ,                     ,                   ,                           ,                ,1                 ,                ,                       ,1                 ,                    ,              ,                   ,1                   ,                      ,                 ,                    ,                    ,                        ,                          ,1                       ,1                ,1                   ,                 ,2                     ,1             ,                      ,                     ,                      ,                        ,                            ,                    ,              ,                        ,2                     ,2                        ,                      ,                 ,                   ,                     ,                             ,                 ,                       ,                       ,                   ,                        ,                  ,                  ,                  ,                       ,                      ,                          ,                       ,                               ,                     ,                         ,                      ,                ,                ,                 ,            ,                  ,                      ,               ,                     ,              ,                 ,                      ,                ,                       ,              ,                    ,                           ,Total Diatom Count 203; Age Est 2.85Ma; Abundance 555 10^4/g; from 164SR.Ch 35.Table 1.
