Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Triquetrorhabdulus carinatus	Sphenolithus predistentus	Sphenolithus moriformis	Sphenolithus distentus/ciperoensis	Sphenolithus distentus	Sphenolithus dissimilis	Sphenolithus conicus	Reticulofenestra lockerii	Pontosphaera multipora	Helicosphaera obliqua	Helicosphaera intermedia	Discoaster lidzi	Discoaster deflandrei	Cyclicargolithus floridanus	Cyclicargolithus abisectus	Coronocyclus nitescens	Coccolithus pelagicus	Coccolithus eopelagicus	Sphenolithus ciperoensis	Helicosphaera recta	Helicosphaera euphratis	Helicosphaera truempyi	Discoaster calculosus	Discoaster druggii (small)	Dictyococcites bisectus	Helicosphaera gartneri	Helicosphaera euphratis/imtermedia	Discoaster nephados	Reticulofenestra gartneri	Triquetrorhabdulus auritus	Sphenolithus compactus	Sphenolithus capricornutus	Reticulofenestra minutula	Reticulofenestra haqii	Discoaster saundersi	Discoaster adamanteus	Triquetrorhabdulus milowii/auritus	Orthorhabdus serratus	Helicosphaera kamptneri	Discoaster druggii	Coronocyclus nitescens (circular)	Tetralithoides symeonidesii	Discoaster divaricatus	Clausicoccus sp. cf. C. fenestratus	Helicosphaera stalis	Helicosphaera scissura	Coccolithus miopelagicus	Reticulofenestra minuta	Helicosphaera mediterranea	Discoaster exilis	Discoaster calcaris	Helicosphaera ampliaperta	Geminilithella rotula	Sphenolithus belemnos	Discoaster icarus	Sphenolithus elongatus	Hayaster perplexus	Calcidiscus macintyrei	Solidopons petrae	Helicosphaera elongata	Coccolithus pelagicus (w/ bar)	Sphenolithus heteromorphus	Calcidiscus leptoporus	Discoaster sp. cf. D. exilis	Helicosphaera acuta	Discoaster sp. cf. D. variabilis	Discoaster petaliformis	Sphenolithus abies	Discoaster sanmiguelensis	Discoaster variabilis	Reticulofenestra pseudoumbilicus	Reticulofenestra ampliumbilicus	Coronocyclus nitescens (oval)	Catinaster mexicanus	Discoaster braarudii	Triquetrorhabdulus rugosus	Discoaster pseudovariabilis	Sphenolithus neoabies	Discoaster kugleri	Discoaster challengeri	Scapholithus fossilis	Helicosphaera rhomba	Discoaster moorei	Discoaster bollii	Discoaster asymmetricus	Pontosphaera plana	Helicosphaera orientalis	Discoaster brouweri	Discoaster sp. cf. D. bolli	Catinaster coalitus	Discoaster triradiatus	Discoaster hamatus	Catinaster calyculus	Helicosphaera granulata	Discoaster signus	Discoaster neorectus	Minylitha convallis	Discoaster prepentaradiatus	Discoaster pentaradiatus	Gephyrocapsa spp. (small)	Florisphaera profunda	Discoaster neohamatus	Discoaster berggrenii	Discoaster quinqueramus	Discoaster surculus	Amaurolithus delicatus	Discoaster tamalis	Helicosphaera sellii	Amaurolithus amplificus	Amaurolithus primus	Pontosphaera indooceanica	Pontosphaera japonica	Discoaster tristellifer	Discoaster quadramus	Amaurolithus tricorniculatus	Discoaster blackstockae	Syracosphaera pulchra	Rhabdosphaera clavigera	Ceratolithus armatus/rugosus	Ceratolithus armatus	Ceratolithus acutus	Discoaster pansus	Ceratolithus rugosus	Pseudoemiliania lacunosa (small)	Gephyrocapsa aperta	Pseudoemiliania lacunosa	Ceratolithus cristatus	Helicosphaera burkei	Umbilicosphaera sibogae	Gephyrocapsa caribbeanica	Reticulofenestra astoni	Helicosphaera hyalina	Gephyrocapsa oceanica	Helicosphaera inversa	Emiliania huxleyi	Comment

  SR	Early Pliocene   	                 	CN10b             	              	159	 959	A	  9	H	 1	 100.00	     76.6000	Shafik   	Nannofossils                                 	C              	M                 	                            	                         	                       	                                  	                      	                       	                    	                         	                      	                     	                        	                	                     	                           	                          	                      	R                    	                       	                        	                   	                       	                      	                     	                          	                       	                      	                                  	                   	                         	                          	                      	                          	A                        	                      	                    	                     	                                  	                     	F                      	                  	                                 	                           	                      	                                   	                    	                      	                        	A                      	                          	                 	                   	                         	C                    	                     	                 	                      	                  	C                     	                 	                      	                              	                          	C                     	                            	                   	                                	                       	A                 	                         	                     	F                               	                               	                             	                    	                    	?                         	                           	A                    	                  	                      	R                    	                    	                 	                 	                       	                  	                        	R                  	                           	                   	                      	                  	                    	                       	                 	                    	                   	                           	F                       	                         	C                    	                     	                     	                       	F                  	                      	                  	                    	                       	                   	+                        	+                    	                       	                    	                            	                       	R                    	                       	                            	                    	                   	                 	                    	                                	                   	                        	                      	                    	                       	                         	                       	                     	                     	                     	                 	From Leg 159SR Ch 37 Table 1

  SR	Early Pliocene   	                 	CN10b             	              	159	 959	A	  9	H	 3	 100.00	     79.6000	Shafik   	Nannofossils                                 	C              	M                 	                            	                         	                       	                                  	                      	                       	                    	                         	                      	                     	                        	                	                     	                           	                          	                      	R                    	                       	                        	                   	                       	                      	                     	                          	                       	                      	                                  	                   	                         	                          	                      	                          	C                        	F                     	                    	                     	                                  	                     	C                      	                  	                                 	                           	                      	                                   	                    	                      	                        	A                      	                          	                 	                   	                         	R                    	                     	                 	                      	                  	R                     	                 	                      	                              	                          	F                     	                            	C                  	                                	                       	A                 	                         	F                    	F                               	                               	                             	                    	                    	R                         	                           	A                    	                  	                      	                     	                    	                 	                 	                       	                  	                        	F                  	                           	                   	R                     	                  	                    	                       	                 	                    	                   	                           	C                       	                         	A                    	                     	                     	                       	F                  	                      	                  	                    	                       	                   	                         	                     	                       	                    	                            	                       	                     	                       	                            	                    	                   	                 	                    	                                	                   	                        	                      	                    	                       	                         	                       	                     	                     	                     	                 	From Leg 159SR Ch 37 Table 1

  SR	Late Miocene     	                 	CN10a             	              	159	 959	A	  9	H	 5	 100.00	     82.6000	Shafik   	Nannofossils                                 	A              	G                 	                            	                         	                       	                                  	                      	                       	                    	                         	                      	                     	                        	                	                     	                           	                          	                      	F                    	                       	                        	                   	                       	                      	                     	                          	                       	                      	                                  	                   	                         	                          	                      	                          	A                        	                      	                    	                     	                                  	                     	C                      	                  	                                 	                           	                      	                                   	                    	                      	                        	A                      	                          	                 	                   	                         	C                    	                     	                 	                      	                  	F                     	                 	                      	                              	                          	F                     	                            	C                  	                                	                       	A                 	                         	C                    	F                               	                               	                             	                    	                    	F                         	                           	A                    	                  	                      	                     	                    	                 	                 	                       	                  	                        	F                  	                           	                   	R                     	                  	                    	                       	                 	                    	                   	                           	A                       	                         	                     	                     	                     	                       	C                  	                      	                  	                    	                       	                   	                         	                     	                       	                    	                            	                       	                     	                       	                            	                    	                   	                 	                    	                                	                   	                        	                      	                    	                       	                         	                       	                     	                     	                     	                 	From Leg 159SR Ch 37 Table 1

  SR	Late Miocene     	                 	CN9b              	              	159	 959	A	  9	H	 6	  99.00	     84.0900	Shafik   	Nannofossils                                 	A              	G                 	                            	                         	                       	                                  	                      	                       	                    	                         	                      	                     	                        	                	                     	                           	                          	                      	R                    	                       	                        	                   	                       	                      	                     	                          	                       	                      	                                  	                   	                         	                          	                      	                          	                         	                      	                    	                     	                                  	                     	C                      	                  	                                 	                           	                      	                                   	                    	                      	                        	A                      	                          	                 	                   	                         	                     	                     	                 	                      	                  	R                     	                 	                      	                              	                          	R                     	                            	A                  	                                	                       	A                 	                         	F                    	A                               	                               	                             	                    	                    	R                         	                           	A                    	                  	                      	                     	                    	                 	                 	                       	                  	                        	F                  	                           	                   	R                     	                  	                    	                       	                 	                    	                   	                           	C                       	                         	                     	                     	                     	C                      	F                  	                      	                  	                    	                       	                   	                         	                     	                       	                    	                            	                       	+                    	                       	                            	                    	                   	                 	                    	                                	                   	                        	                      	                    	                       	                         	                       	                     	                     	                     	                 	From Leg 159SR Ch 37 Table 1

  SR	Late Miocene     	                 	CN9b              	              	159	 959	A	  9	H	 7	  50.00	     84.6000	Shafik   	Nannofossils                                 	A              	G                 	                            	                         	                       	                                  	                      	                       	                    	                         	                      	                     	                        	                	                     	                           	                          	                      	R                    	                       	                        	                   	                       	                      	                     	                          	                       	                      	                                  	                   	                         	                          	                      	                          	A                        	C                     	                    	                     	                                  	                     	C                      	                  	                                 	                           	                      	                                   	                    	                      	                        	A                      	                          	                 	                   	                         	F                    	                     	                 	                      	                  	F                     	                 	                      	                              	                          	F                     	                            	                   	                                	                       	A                 	                         	C                    	C                               	                               	                             	                    	                    	                          	                           	A                    	                  	                      	                     	                    	                 	                 	                       	                  	                        	C                  	                           	                   	R                     	                  	                    	                       	                 	                    	                   	                           	A                       	                         	                     	                     	                     	A                      	A                  	R                     	                  	                    	                       	                   	R                        	                     	                       	                    	                            	R                      	                     	                       	                            	                    	                   	                 	                    	                                	                   	                        	                      	                    	                       	                         	                       	                     	                     	                     	                 	From Leg 159SR Ch 37 Table 1

  SR	Late Miocene     	                 	CN9b              	              	159	 959	A	  9	H	CC	  43.00	     85.0600	Shafik   	Nannofossils                                 	A              	G                 	                            	                         	                       	                                  	                      	                       	                    	                         	                      	                     	                        	                	                     	                           	                          	                      	F                    	                       	                        	                   	                       	                      	                     	                          	                       	                      	                                  	                   	                         	                          	                      	                          	                         	                      	                    	                     	                                  	                     	F                      	                  	                                 	                           	                      	                                   	                    	                      	                        	                       	                          	                 	                   	                         	                     	                     	                 	                      	                  	                      	                 	                      	                              	                          	F                     	                            	                   	                                	                       	C                 	                         	C                    	C                               	                               	                             	                    	                    	                          	                           	C                    	                  	C                     	                     	                    	                 	                 	                       	                  	                        	C                  	                           	                   	R                     	                  	                    	                       	                 	                    	                   	                           	C                       	                         	                     	                     	                     	                       	                   	                      	                  	                    	                       	                   	                         	R                    	C                      	F                   	R                           	                       	                     	                       	                            	                    	                   	                 	                    	                                	                   	                        	                      	                    	                       	                         	                       	                     	                     	                     	                 	From Leg 159SR Ch 37 Table 1

  SR	Late Miocene     	                 	CN9b              	              	159	 959	A	 10	H	 1	 100.00	     86.1000	Shafik   	Nannofossils                                 	A              	M                 	                            	                         	                       	                                  	                      	                       	                    	                         	                      	                     	                        	                	                     	                           	                          	                      	R                    	                       	                        	                   	                       	                      	                     	                          	                       	                      	                                  	                   	                         	                          	                      	                          	A                        	                      	                    	                     	                                  	                     	C                      	                  	                                 	                           	                      	                                   	                    	                      	                        	A                      	                          	                 	                   	                         	C                    	                     	                 	                      	                  	R                     	                 	                      	                              	                          	R                     	                            	C                  	                                	                       	A                 	                         	F                    	F                               	                               	                             	                    	                    	F                         	                           	A                    	                  	                      	                     	                    	                 	                 	                       	                  	                        	F                  	                           	                   	                      	                  	                    	                       	                 	                    	                   	                           	C                       	                         	                     	                     	+                    	C                      	C                  	                      	                  	                    	                       	                   	R                        	+                    	                       	                    	                            	                       	                     	                       	                            	                    	                   	                 	                    	                                	                   	                        	                      	                    	                       	                         	                       	                     	                     	                     	                 	From Leg 159SR Ch 37 Table 1

  SR	Late Miocene     	                 	CN9b              	              	159	 959	A	 10	H	 3	 100.00	     89.1000	Shafik   	Nannofossils                                 	A              	M                 	                            	                         	                       	                                  	                      	                       	                    	                         	                      	                     	                        	                	                     	                           	                          	                      	R                    	                       	                        	                   	                       	                      	                     	                          	                       	                      	                                  	                   	                         	                          	                      	                          	A                        	F                     	                    	                     	                                  	                     	A                      	                  	                                 	                           	                      	                                   	                    	                      	                        	A                      	                          	                 	                   	                         	C                    	                     	                 	                      	                  	                      	                 	                      	                              	                          	C                     	                            	A                  	                                	                       	A                 	                         	F                    	F                               	                               	                             	                    	                    	F                         	                           	A                    	                  	                      	                     	                    	                 	                 	                       	                  	                        	F                  	                           	                   	                      	                  	                    	                       	                 	                    	                   	                           	C                       	                         	                     	                     	                     	A                      	C                  	                      	+                 	                    	                       	                   	+                        	                     	                       	                    	                            	                       	                     	                       	                            	                    	                   	                 	                    	                                	                   	                        	                      	                    	                       	                         	                       	                     	                     	                     	                 	From Leg 159SR Ch 37 Table 1

  SR	Late Miocene     	                 	CN9b              	              	159	 959	A	 10	H	 5	 100.00	     92.1000	Shafik   	Nannofossils                                 	A              	G                 	                            	                         	                       	                                  	                      	                       	                    	                         	                      	                     	                        	                	                     	                           	                          	                      	                     	                       	                        	                   	                       	                      	                     	                          	                       	                      	                                  	                   	                         	                          	                      	                          	C                        	C                     	                    	                     	                                  	                     	C                      	                  	                                 	                           	                      	                                   	                    	                      	                        	A                      	                          	                 	                   	                         	C                    	                     	                 	                      	                  	F                     	                 	                      	                              	                          	C                     	                            	                   	                                	                       	A                 	                         	R                    	F                               	                               	                             	                    	                    	F                         	                           	                     	                  	                      	                     	                    	                 	                 	                       	                  	                        	R                  	                           	                   	+                     	                  	                    	                       	                 	                    	                   	                           	C                       	                         	                     	                     	                     	C                      	R                  	R                     	                  	                    	                       	                   	R                        	                     	                       	                    	                            	                       	                     	                       	                            	                    	                   	                 	                    	                                	                   	                        	                      	                    	                       	                         	                       	                     	                     	                     	                 	From Leg 159SR Ch 37 Table 1

  SR	Late Miocene     	                 	CN9b              	              	159	 959	A	 10	H	CC	  21.00	     95.1100	Shafik   	Nannofossils                                 	A              	G                 	                            	                         	                       	                                  	                      	                       	                    	                         	                      	                     	                        	                	                     	                           	                          	                      	F                    	                       	                        	                   	                       	                      	                     	                          	                       	                      	                                  	                   	                         	                          	                      	                          	                         	                      	                    	                     	                                  	                     	C                      	                  	                                 	                           	                      	                                   	                    	                      	                        	                       	                          	                 	                   	                         	                     	                     	                 	                      	                  	                      	                 	                      	                              	                          	                      	                            	                   	                                	                       	C                 	                         	C                    	C                               	                               	                             	                    	                    	                          	                           	A                    	                  	                      	                     	                    	                 	                 	R                      	                  	                        	C                  	                           	                   	R                     	                  	                    	                       	                 	                    	                   	                           	C                       	                         	                     	                     	                     	C                      	C                  	R                     	                  	                    	R                      	R                  	                         	                     	                       	                    	                            	                       	                     	                       	                            	                    	                   	                 	                    	                                	                   	                        	                      	                    	                       	                         	                       	                     	                     	                     	                 	From Leg 159SR Ch 37 Table 1

  SR	Late Miocene     	                 	CN9b              	              	159	 959	A	 11	H	 2	 100.00	     97.1000	Shafik   	Nannofossils                                 	A              	G                 	                            	                         	                       	                                  	                      	                       	                    	                         	                      	                     	                        	                	                     	                           	                          	                      	F                    	                       	                        	                   	                       	                      	                     	                          	                       	                      	                                  	                   	                         	                          	                      	                          	C                        	F                     	                    	                     	                                  	                     	C                      	                  	                                 	                           	                      	                                   	                    	                      	                        	A                      	                          	                 	                   	                         	C                    	                     	                 	                      	                  	                      	                 	                      	                              	                          	C                     	                            	                   	                                	                       	A                 	                         	F                    	F                               	                               	                             	                    	                    	F                         	                           	A                    	                  	                      	                     	                    	                 	                 	                       	                  	                        	F                  	                           	                   	R                     	                  	                    	                       	                 	                    	                   	                           	F                       	                         	                     	                     	                     	A                      	F                  	R                     	                  	                    	                       	                   	                         	                     	                       	                    	                            	                       	                     	                       	                            	                    	                   	                 	                    	                                	                   	                        	                      	                    	                       	                         	                       	                     	                     	                     	                 	From Leg 159SR Ch 37 Table 1

  SR	Late Miocene     	                 	CN9b              	              	159	 959	A	 11	H	 4	 100.00	    100.1000	Shafik   	Nannofossils                                 	A              	M                 	                            	                         	                       	                                  	                      	                       	                    	                         	                      	                     	                        	                	                     	                           	                          	                      	R                    	                       	                        	                   	                       	                      	                     	                          	                       	                      	                                  	                   	                         	                          	                      	                          	                         	                      	                    	                     	                                  	                     	C                      	                  	                                 	                           	                      	                                   	                    	                      	                        	A                      	                          	                 	                   	                         	F                    	                     	                 	                      	                  	R                     	                 	                      	                              	                          	F                     	                            	C                  	                                	                       	A                 	                         	F                    	F                               	                               	                             	                    	                    	R                         	                           	A                    	                  	                      	                     	                    	                 	                 	                       	                  	                        	                   	                           	                   	                      	                  	                    	                       	                 	                    	                   	                           	F                       	?                        	C                    	                     	                     	A                      	C                  	                      	                  	                    	R                      	                   	                         	                     	                       	                    	                            	                       	                     	                       	                            	                    	                   	                 	                    	                                	                   	                        	                      	                    	                       	                         	                       	                     	                     	                     	                 	From Leg 159SR Ch 37 Table 1

  SR	Late Miocene     	                 	CN9b              	              	159	 959	A	 11	H	 6	 100.00	    103.1000	Shafik   	Nannofossils                                 	A              	G                 	                            	                         	                       	                                  	                      	                       	                    	                         	                      	                     	                        	                	                     	                           	                          	                      	R                    	                       	                        	                   	                       	                      	                     	                          	                       	                      	                                  	                   	                         	                          	                      	                          	R                        	A                     	                    	                     	                                  	                     	C                      	                  	                                 	                           	                      	                                   	                    	                      	                        	C                      	                          	                 	                   	                         	C                    	                     	                 	                      	                  	                      	                 	                      	                              	                          	F                     	                            	C                  	                                	                       	A                 	                         	F                    	                                	                               	                             	                    	                    	                          	                           	A                    	                  	                      	                     	                    	                 	                 	                       	                  	                        	F                  	                           	                   	                      	                  	                    	                       	                 	                    	                   	                           	C                       	?                        	C                    	                     	                     	C                      	F                  	                      	                  	                    	                       	                   	                         	                     	                       	                    	                            	                       	                     	                       	                            	                    	                   	                 	                    	                                	                   	                        	                      	                    	                       	                         	                       	                     	                     	                     	                 	From Leg 159SR Ch 37 Table 1

  SR	Late Miocene     	                 	CN9b              	              	159	 959	A	 11	H	CC	  24.00	    104.5400	Shafik   	Nannofossils                                 	A              	G                 	                            	                         	                       	                                  	                      	                       	                    	                         	R                     	                     	                        	                	                     	                           	                          	                      	                     	                       	                        	                   	                       	                      	                     	                          	                       	                      	                                  	                   	                         	                          	                      	                          	                         	                      	                    	                     	                                  	                     	C                      	                  	                                 	                           	                      	                                   	                    	                      	                        	                       	                          	                 	                   	                         	                     	                     	                 	                      	                  	                      	                 	                      	                              	                          	R                     	                            	                   	                                	                       	A                 	                         	                     	C                               	                               	                             	                    	                    	F                         	                           	A                    	                  	                      	                     	                    	                 	                 	                       	                  	                        	C                  	                           	                   	                      	                  	                    	                       	                 	                    	                   	                           	C                       	                         	                     	                     	                     	C                      	F                  	R                     	                  	                    	                       	                   	                         	                     	                       	                    	                            	                       	                     	                       	                            	                    	                   	                 	                    	                                	                   	                        	                      	                    	                       	                         	                       	                     	                     	                     	                 	From Leg 159SR Ch 37 Table 1
