Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Triquetrorhabdulus carinatus	Sphenolithus predistentus	Sphenolithus moriformis	Sphenolithus distentus/ciperoensis	Sphenolithus distentus	Sphenolithus dissimilis	Sphenolithus conicus	Reticulofenestra lockerii	Pontosphaera multipora	Helicosphaera obliqua	Helicosphaera intermedia	Discoaster lidzi	Discoaster deflandrei	Cyclicargolithus floridanus	Cyclicargolithus abisectus	Coronocyclus nitescens	Coccolithus pelagicus	Coccolithus eopelagicus	Sphenolithus ciperoensis	Helicosphaera recta	Helicosphaera euphratis	Helicosphaera truempyi	Discoaster calculosus	Discoaster druggii (small)	Dictyococcites bisectus	Helicosphaera gartneri	Helicosphaera euphratis/imtermedia	Discoaster nephados	Reticulofenestra gartneri	Triquetrorhabdulus auritus	Sphenolithus compactus	Sphenolithus capricornutus	Reticulofenestra minutula	Reticulofenestra haqii	Discoaster saundersi	Discoaster adamanteus	Triquetrorhabdulus milowii/auritus	Orthorhabdus serratus	Helicosphaera kamptneri	Discoaster druggii	Coronocyclus nitescens (circular)	Tetralithoides symeonidesii	Discoaster divaricatus	Clausicoccus sp. cf. C. fenestratus	Helicosphaera stalis	Helicosphaera scissura	Coccolithus miopelagicus	Reticulofenestra minuta	Helicosphaera mediterranea	Discoaster exilis	Discoaster calcaris	Helicosphaera ampliaperta	Geminilithella rotula	Sphenolithus belemnos	Discoaster icarus	Sphenolithus elongatus	Hayaster perplexus	Calcidiscus macintyrei	Solidopons petrae	Helicosphaera elongata	Coccolithus pelagicus (w/ bar)	Sphenolithus heteromorphus	Calcidiscus leptoporus	Discoaster sp. cf. D. exilis	Helicosphaera acuta	Discoaster sp. cf. D. variabilis	Discoaster petaliformis	Sphenolithus abies	Discoaster sanmiguelensis	Discoaster variabilis	Reticulofenestra pseudoumbilicus	Reticulofenestra ampliumbilicus	Coronocyclus nitescens (oval)	Catinaster mexicanus	Discoaster braarudii	Triquetrorhabdulus rugosus	Discoaster pseudovariabilis	Sphenolithus neoabies	Discoaster kugleri	Discoaster challengeri	Scapholithus fossilis	Helicosphaera rhomba	Discoaster moorei	Discoaster bollii	Discoaster asymmetricus	Pontosphaera plana	Helicosphaera orientalis	Discoaster brouweri	Discoaster sp. cf. D. bolli	Catinaster coalitus	Discoaster triradiatus	Discoaster hamatus	Catinaster calyculus	Helicosphaera granulata	Discoaster signus	Discoaster neorectus	Minylitha convallis	Discoaster prepentaradiatus	Discoaster pentaradiatus	Gephyrocapsa spp. (small)	Florisphaera profunda	Discoaster neohamatus	Discoaster berggrenii	Discoaster quinqueramus	Discoaster surculus	Amaurolithus delicatus	Discoaster tamalis	Helicosphaera sellii	Amaurolithus amplificus	Amaurolithus primus	Pontosphaera indooceanica	Pontosphaera japonica	Discoaster tristellifer	Discoaster quadramus	Amaurolithus tricorniculatus	Discoaster blackstockae	Syracosphaera pulchra	Rhabdosphaera clavigera	Ceratolithus armatus/rugosus	Ceratolithus armatus	Ceratolithus acutus	Discoaster pansus	Ceratolithus rugosus	Pseudoemiliania lacunosa (small)	Gephyrocapsa aperta	Pseudoemiliania lacunosa	Ceratolithus cristatus	Helicosphaera burkei	Umbilicosphaera sibogae	Gephyrocapsa caribbeanica	Reticulofenestra astoni	Helicosphaera hyalina	Gephyrocapsa oceanica	Helicosphaera inversa	Emiliania huxleyi	Comment

  SR	Middle Miocene   	                 	CN5b              	              	159	 959	A	 17	H	 3	 100.00	    155.6000	Shafik   	Nannofossils                                 	A              	P                 	                            	                         	                       	                                  	                      	                       	                    	                         	F                     	                     	                        	                	                     	                           	                          	                      	R                    	                       	                        	                   	                       	                      	                     	                          	                       	                      	                                  	                   	                         	                          	                      	                          	                         	                      	                    	                     	                                  	                     	C                      	                  	                                 	                           	                      	                                   	                    	                      	R                       	A                      	                          	                 	                   	                         	F                    	                     	                 	                      	                  	C                     	                 	                      	                              	                          	C                     	R                           	                   	                                	                       	                  	                         	F                    	A                               	                               	                             	F                   	                    	F                         	                           	C                    	                  	                      	                     	                    	R                	                 	                       	                  	F                       	                   	R                          	R                  	                      	                  	                    	                       	                 	                    	                   	                           	                        	                         	                     	                     	                     	                       	                   	                      	                  	                    	                       	                   	                         	                     	                       	                    	                            	                       	                     	                       	                            	                    	                   	                 	                    	                                	                   	                        	                      	                    	                       	                         	                       	                     	                     	                     	                 	From Leg 159SR Ch 37 Table 1

  SR	Middle Miocene   	                 	CN5b              	              	159	 959	A	 17	H	 4	 100.00	    157.1000	Shafik   	Nannofossils                                 	C              	P                 	                            	                         	                       	                                  	                      	                       	                    	                         	F                     	                     	                        	                	                     	                           	                          	                      	R                    	                       	                        	                   	                       	                      	                     	                          	                       	                      	                                  	                   	                         	                          	                      	                          	C                        	                      	                    	                     	                                  	                     	F                      	                  	                                 	                           	                      	                                   	                    	                      	                        	                       	                          	                 	                   	                         	F                    	                     	                 	                      	                  	C                     	                 	                      	                              	                          	C                     	C                           	F                  	                                	                       	R                 	                         	C                    	A                               	                               	                             	                    	F                   	R                         	C                          	C                    	                  	                      	                     	                    	R                	                 	                       	R                 	F                       	F                  	                           	                   	                      	                  	                    	                       	                 	                    	                   	                           	                        	                         	                     	                     	                     	                       	                   	                      	                  	                    	                       	                   	                         	                     	                       	                    	                            	                       	                     	                       	                            	                    	                   	                 	                    	                                	                   	                        	                      	                    	                       	                         	                       	                     	                     	                     	                 	From Leg 159SR Ch 37 Table 1

  SR	Middle Miocene   	                 	CN5b              	              	159	 959	A	 17	H	 6	  99.00	    160.0900	Shafik   	Nannofossils                                 	C              	P                 	                            	                         	                       	                                  	                      	                       	                    	                         	+                     	                     	                        	                	                     	                           	                          	                      	F                    	                       	                        	                   	                       	                      	                     	                          	                       	                      	                                  	                   	                         	                          	                      	                          	C                        	                      	                    	                     	                                  	                     	F                      	                  	                                 	                           	                      	                                   	                    	                      	F                       	                       	                          	C                	                   	                         	F                    	                     	                 	                      	                  	                      	                 	                      	                              	                          	F                     	                            	F                  	                                	                       	                  	                         	F                    	A                               	                               	                             	                    	                    	R                         	                           	                     	F                 	                      	                     	+                   	R                	+                	+                      	                  	                        	                   	                           	                   	                      	                  	                    	                       	                 	                    	                   	                           	                        	                         	                     	                     	                     	                       	                   	                      	                  	                    	                       	                   	                         	                     	                       	                    	                            	                       	                     	                       	                            	                    	                   	                 	                    	                                	                   	                        	                      	                    	                       	                         	                       	                     	                     	                     	                 	From Leg 159SR Ch 37 Table 1

  SR	Middle Miocene   	                 	CN5b              	              	159	 959	A	 17	H	CC	  31.00	    161.0100	Shafik   	Nannofossils                                 	C              	P                 	                            	                         	                       	                                  	                      	                       	                    	                         	R                     	                     	                        	                	                     	                           	                          	                      	C                    	                       	                        	                   	                       	                      	                     	                          	                       	                      	                                  	                   	                         	                          	                      	                          	                         	                      	                    	                     	                                  	                     	C                      	                  	                                 	                           	                      	                                   	                    	                      	C                       	                       	                          	C                	                   	                         	                     	                     	                 	                      	                  	C                     	                 	                      	                              	                          	C                     	                            	                   	R                               	                       	                  	C                        	                     	C                               	                               	                             	                    	R                   	                          	                           	                     	C                 	                      	+                    	R                   	R                	                 	                       	                  	                        	                   	                           	                   	                      	                  	                    	                       	                 	                    	                   	                           	                        	                         	                     	                     	                     	                       	                   	                      	                  	                    	                       	                   	                         	                     	                       	                    	                            	                       	                     	                       	                            	                    	                   	                 	                    	                                	                   	                        	                      	                    	                       	                         	                       	                     	                     	                     	                 	From Leg 159SR Ch 37 Table 1

  SR	Middle Miocene   	                 	CN5b              	              	159	 959	A	 18	H	 1	  99.00	    162.0900	Shafik   	Nannofossils                                 	C              	P                 	                            	                         	                       	                                  	                      	                       	                    	                         	R                     	                     	                        	                	                     	                           	                          	                      	                     	                       	                        	                   	                       	                      	                     	                          	                       	                      	                                  	                   	                         	                          	                      	                          	A                        	C                     	                    	                     	                                  	                     	A                      	                  	                                 	                           	                      	                                   	                    	                      	R                       	                       	                          	C                	                   	                         	C                    	                     	                 	                      	                  	F                     	                 	                      	R                             	                          	C                     	                            	A                  	                                	                       	F                 	F                        	C                    	C                               	                               	                             	                    	                    	C                         	F                          	                     	R                 	+                     	                     	                    	                 	                 	                       	                  	                        	                   	                           	                   	                      	                  	                    	                       	                 	                    	                   	                           	                        	                         	                     	                     	                     	                       	                   	                      	                  	                    	                       	                   	                         	                     	                       	                    	                            	                       	                     	                       	                            	                    	                   	                 	                    	                                	                   	                        	                      	                    	                       	                         	                       	                     	                     	                     	                 	From Leg 159SR Ch 37 Table 1

  SR	Middle Miocene   	                 	CN5a              	              	159	 959	A	 18	H	 3	 100.00	    165.1000	Shafik   	Nannofossils                                 	F              	P                 	                            	                         	                       	                                  	                      	                       	                    	                         	R                     	                     	                        	                	                     	                           	                          	                      	R                    	                       	                        	                   	                       	                      	                     	                          	                       	                      	                                  	                   	                         	                          	                      	                          	A                        	C                     	                    	                     	                                  	                     	C                      	                  	                                 	                           	                      	                                   	                    	                      	F                       	                       	                          	F                	                   	                         	C                    	                     	                 	                      	                  	                      	                 	                      	                              	                          	F                     	                            	F                  	+                               	                       	                  	F                        	                     	F                               	                               	                             	                    	                    	F                         	                           	F                    	                  	                      	                     	                    	                 	                 	                       	                  	                        	                   	                           	                   	                      	                  	                    	                       	                 	                    	                   	                           	                        	                         	                     	                     	                     	                       	                   	                      	                  	                    	                       	                   	                         	                     	                       	                    	                            	                       	                     	                       	                            	                    	                   	                 	                    	                                	                   	                        	                      	                    	                       	                         	                       	                     	                     	                     	                 	From Leg 159SR Ch 37 Table 1

  SR	Middle Miocene   	                 	CN5a              	              	159	 959	A	 18	H	 5	 100.00	    168.1000	Shafik   	Nannofossils                                 	C              	M                 	                            	                         	                       	                                  	                      	                       	                    	                         	F                     	                     	                        	                	                     	                           	                          	                      	F                    	                       	                        	                   	                       	                      	                     	                          	                       	                      	                                  	                   	                         	                          	                      	                          	A                        	A                     	                    	                     	                                  	                     	F                      	                  	                                 	                           	                      	                                   	                    	                      	F                       	                       	                          	C                	                   	                         	C                    	                     	                 	                      	                  	                      	                 	                      	                              	                          	F                     	                            	F                  	                                	                       	                  	C                        	                     	A                               	                               	                             	                    	                    	F                         	C                          	                     	                  	                      	                     	                    	                 	                 	                       	                  	                        	                   	                           	                   	                      	                  	                    	                       	                 	                    	                   	                           	                        	                         	                     	                     	                     	                       	                   	                      	                  	                    	                       	                   	                         	                     	                       	                    	                            	                       	                     	                       	                            	                    	                   	                 	                    	                                	                   	                        	                      	                    	                       	                         	                       	                     	                     	                     	                 	From Leg 159SR Ch 37 Table 1

  SR	Middle Miocene   	                 	CN5a              	              	159	 959	A	 18	H	CC	  27.00	    171.1000	Shafik   	Nannofossils                                 	C              	M                 	                            	                         	                       	                                  	                      	                       	                    	                         	R                     	                     	                        	                	                     	                           	                          	                      	R                    	                       	                        	                   	                       	                      	                     	                          	                       	                      	                                  	                   	                         	                          	                      	                          	                         	                      	                    	                     	                                  	C                    	C                      	                  	                                 	                           	                      	                                   	                    	                      	F                       	                       	                          	C                	                   	                         	F                    	                     	                 	                      	                  	F                     	                 	                      	                              	                          	R                     	                            	                   	                                	                       	                  	C                        	F                    	C                               	                               	                             	                    	F                   	                          	                           	                     	                  	                      	                     	                    	                 	                 	                       	                  	                        	                   	                           	                   	                      	                  	                    	                       	                 	                    	                   	                           	                        	                         	                     	                     	                     	                       	                   	                      	                  	                    	                       	                   	                         	                     	                       	                    	                            	                       	                     	                       	                            	                    	                   	                 	                    	                                	                   	                        	                      	                    	                       	                         	                       	                     	                     	                     	                 	From Leg 159SR Ch 37 Table 1

  SR	Middle Miocene   	                 	CN5a              	              	159	 959	A	 19	H	 1	 100.00	    171.6000	Shafik   	Nannofossils                                 	A              	M                 	                            	                         	                       	                                  	                      	                       	                    	                         	F                     	                     	C                       	                	                     	                           	                          	                      	F                    	                       	                        	                   	                       	                      	                     	                          	                       	                      	                                  	                   	                         	                          	                      	                          	A                        	                      	                    	                     	                                  	C                    	C                      	                  	                                 	                           	                      	                                   	                    	                      	F                       	A                      	                          	C                	                   	                         	F                    	                     	                 	                      	                  	F                     	                 	                      	                              	                          	F                     	                            	C                  	                                	                       	                  	                         	                     	A                               	                               	F                            	?                   	                    	                          	                           	                     	                  	                      	                     	                    	                 	                 	                       	                  	                        	                   	                           	                   	                      	                  	                    	                       	                 	                    	                   	                           	                        	                         	                     	                     	                     	                       	                   	                      	                  	                    	                       	                   	                         	                     	                       	                    	                            	                       	                     	                       	                            	                    	                   	                 	                    	                                	                   	                        	                      	                    	                       	                         	                       	                     	                     	                     	                 	From Leg 159SR Ch 37 Table 1

  SR	Middle Miocene   	                 	CN5a              	              	159	 959	A	 19	H	 2	 100.00	    173.1000	Shafik   	Nannofossils                                 	F              	P                 	                            	                         	                       	                                  	                      	                       	                    	                         	T                     	                     	                        	                	                     	                           	                          	                      	T                    	                       	                        	                   	                       	                      	                     	                          	                       	                      	                                  	                   	                         	                          	                      	                          	                         	                      	                    	                     	                                  	                     	R                      	                  	                                 	                           	                      	                                   	                    	                      	R                       	                       	                          	                 	                   	                         	R                    	                     	                 	                      	                  	                      	                 	                      	                              	                          	                      	                            	                   	R                               	                       	                  	?                        	                     	R                               	                               	R                            	                    	                    	                          	                           	                     	                  	                      	                     	                    	                 	                 	                       	                  	                        	                   	                           	                   	                      	                  	                    	                       	                 	                    	                   	                           	                        	                         	                     	                     	                     	                       	                   	                      	                  	                    	                       	                   	                         	                     	                       	                    	                            	                       	                     	                       	                            	                    	                   	                 	                    	                                	                   	                        	                      	                    	                       	                         	                       	                     	                     	                     	                 	From Leg 159SR Ch 37 Table 1

  SR	Middle Miocene   	                 	CN4               	              	159	 959	A	 19	H	 5	 100.00	    177.6000	Shafik   	Nannofossils                                 	A              	M                 	                            	                         	                       	                                  	                      	                       	                    	                         	R                     	                     	                        	                	                     	A                          	                          	                      	                     	                       	                        	                   	                       	                      	                     	                          	                       	                      	                                  	                   	                         	F                         	                      	                          	A                        	                      	                    	                     	                                  	                     	R                      	                  	                                 	                           	                      	                                   	                    	                      	C                       	A                      	                          	                 	                   	                         	F                    	                     	                 	                      	                  	                      	                 	                      	                              	C                         	                      	                            	                   	                                	A                      	                  	F                        	                     	F                               	R                              	                             	                    	                    	                          	                           	                     	                  	                      	                     	                    	                 	                 	                       	                  	                        	                   	                           	                   	                      	                  	                    	                       	                 	                    	                   	                           	                        	                         	                     	                     	                     	                       	                   	                      	                  	                    	                       	                   	                         	                     	                       	                    	                            	                       	                     	                       	                            	                    	                   	                 	                    	                                	                   	                        	                      	                    	                       	                         	                       	                     	                     	                     	                 	From Leg 159SR Ch 37 Table 1

  SR	Middle Miocene   	                 	CN4               	              	159	 959	A	 20	X	 1	 100.00	    181.1000	Shafik   	Nannofossils                                 	C              	G                 	                            	                         	                       	                                  	                      	                       	                    	                         	                      	                     	                        	                	                     	C                          	                          	                      	                     	                       	                        	                   	                       	                      	                     	                          	                       	                      	                                  	                   	                         	F                         	                      	                          	                         	                      	                    	                     	                                  	                     	C                      	                  	F                                	                           	                      	                                   	                    	F                     	F                       	A                      	                          	                 	                   	                         	R                    	                     	                 	                      	                  	                      	                 	                      	                              	C                         	                      	                            	C                  	                                	C                      	                  	A                        	F                    	                                	                               	                             	                    	                    	                          	                           	                     	                  	                      	                     	                    	                 	                 	                       	                  	                        	                   	                           	                   	                      	                  	                    	                       	                 	                    	                   	                           	                        	                         	                     	                     	                     	                       	                   	                      	                  	                    	                       	                   	                         	                     	                       	                    	                            	                       	                     	                       	                            	                    	                   	                 	                    	                                	                   	                        	                      	                    	                       	                         	                       	                     	                     	                     	                 	From Leg 159SR Ch 37 Table 1

  SR	Middle Miocene   	                 	CN4               	              	159	 959	A	 20	X	 3	 100.00	    184.1000	Shafik   	Nannofossils                                 	C              	M                 	                            	                         	                       	                                  	                      	                       	                    	                         	                      	                     	                        	                	                     	F                          	                          	                      	                     	                       	                        	                   	                       	                      	                     	                          	                       	                      	                                  	                   	                         	                          	                      	                          	                         	                      	                    	                     	                                  	                     	C                      	                  	                                 	                           	                      	                                   	                    	F                     	F                       	A                      	                          	                 	                   	                         	                     	                     	                 	                      	                  	                      	                 	                      	                              	C                         	                      	R                           	                   	R                               	C                      	                  	C                        	                     	                                	                               	                             	                    	                    	                          	                           	                     	                  	                      	                     	                    	                 	                 	                       	                  	                        	                   	                           	                   	                      	                  	                    	                       	                 	                    	                   	                           	                        	                         	                     	                     	                     	                       	                   	                      	                  	                    	                       	                   	                         	                     	                       	                    	                            	                       	                     	                       	                            	                    	                   	                 	                    	                                	                   	                        	                      	                    	                       	                         	                       	                     	                     	                     	                 	From Leg 159SR Ch 37 Table 1

  SR	Middle Miocene   	                 	CN4               	              	159	 959	A	 20	X	 5	 100.00	    187.1000	Shafik   	Nannofossils                                 	C              	M                 	                            	                         	                       	                                  	                      	                       	                    	                         	R                     	                     	                        	                	+                    	F                          	                          	                      	                     	                       	                        	                   	                       	                      	                     	                          	                       	                      	                                  	                   	                         	R                         	                      	                          	                         	                      	                    	                     	                                  	                     	A                      	                  	R                                	                           	                      	                                   	                    	C                     	F                       	A                      	                          	                 	                   	                         	                     	                     	                 	                      	                  	                      	                 	                      	                              	C                         	                      	                            	                   	R                               	F                      	                  	                         	                     	                                	                               	                             	                    	                    	                          	                           	                     	                  	                      	                     	                    	                 	                 	                       	                  	                        	                   	                           	                   	                      	                  	                    	                       	                 	                    	                   	                           	                        	                         	                     	                     	                     	                       	                   	                      	                  	                    	                       	                   	                         	                     	                       	                    	                            	                       	                     	                       	                            	                    	                   	                 	                    	                                	                   	                        	                      	                    	                       	                         	                       	                     	                     	                     	                 	From Leg 159SR Ch 37 Table 1
