Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Heterohelix planata	Heterohelix globulosa	Hedbergella aff. monmouthensis	Globigerinelloides sp. 1	Globigerinelloides multispinus	Rugoglobigerina reicheli	Hedbergella sliteri	Archaeoglobigerina australis	Hastigerinoides digitata	Guembelitria cretacea	Gublerina sp.	Globotruncanella citae	Globigerinelloides subcarinatus	Archaeoglobigerina aff. blowi	Rugotruncana circumnodifer	Marginotruncana stephensoni	Heterohelix semicostata	Biglobigerinella sp.	Racemiguembelina fructicosa	Abathomphalus intermedius	Rugotruncana subpennyi	Marginotruncana globigerinoides	Rugotruncana aff. subpennyi	Globotruncanid (indeterminant taxon or taxa)	Globigerinelloides impensus	Archaeoglobigerina bosquensis	Rugoglobigerina aff. rugosa	Abathomphalus mayaroensis	Globigerinelloides prairiehillensis	Heterohelix reussi	Contusotruncana fornicata	Heterohelix dentata	Hedbergella holmdelensis	Schackoina sp.	Hedbergella sp. 1	Rugoglobigerina sp. 1	Globotruncanella petaloidea	Pseudotextularia deformis	Rugogolobigerina pustulata	Rugoglobigerina rugosa	Rugoglobigerina macrocephala	Praeglobotruncana havanensis	Heterohelix sp. 2	Heterohelix sp. 1	Hedbergella monmouthensis	Globigerinelloides messinae	Subbotina trivialis	Globanomalina archeocompressa	Eoglobigerina eobulloides	Chiloguembelina morsei	Guembelitria trifolia	Paragloborotalia taurica	Paragloborotalia pseudobulloides	Globoconusa daubjergensis	Globanomalina planocompressa	Guembelitria sp.	Eoglobigerina edita	Woodringina hornerstownensis	Woodringina claytonensis	Comment

  SR	Early Paleocene  	                 	P1a               	              	120	 750	A	 15	R	 3	  36.00	    349.4600	Zachos   	Planktonic Foraminifers                      	               	                  	                   	                     	                              	                        	                              	                        	                   	                            	                        	                     	             	                      	                               	                             	                          	                           	                       	                    	                           	                         	                      	                               	                           	                                            	                           	                             	                           	                         	                                   	                  	                         	                   	                        	              	                 	                     	                           	                         	                          	                      	                            	                            	                 	                 	                         	                           	+                  	                             	                         	+                     	                     	+                       	+                               	+                        	+                           	+               	+                  	+                           	                        	from ODP Leg 120 SR Vol 2 Chapter 54 Fig 6 p 969

  SR	Early Paleocene  	                 	P1a               	              	120	 750	A	 15	R	 3	  49.00	    349.5900	Zachos   	Planktonic Foraminifers                      	               	                  	                   	                     	                              	                        	                              	                        	                   	                            	                        	                     	             	                      	                               	                             	                          	                           	                       	                    	                           	                         	                      	                               	                           	                                            	                           	                             	                           	                         	                                   	                  	                         	                   	                        	              	                 	                     	                           	                         	                          	                      	                            	                            	                 	                 	                         	                           	+                  	                             	                         	                      	                     	+                       	+                               	+                        	                            	                	+                  	                            	                        	from ODP Leg 120 SR Vol 2 Chapter 54 Fig 6 p 969

  SR	Early Paleocene  	                 	P1a               	              	120	 750	A	 15	R	 3	  63.00	    349.7300	Zachos   	Planktonic Foraminifers                      	               	                  	                   	                     	                              	                        	                              	                        	                   	                            	                        	                     	             	                      	+r                             	                             	                          	                           	                       	                    	                           	                         	                      	                               	                           	                                            	                           	                             	                           	                         	                                   	                  	                         	                   	                        	              	                 	                     	                           	                         	                          	                      	                            	                            	                 	                 	                         	+r                         	+                  	                             	                         	                      	                     	+                       	+                               	+                        	+                           	+               	+                  	                            	                        	from ODP Leg 120 SR Vol 2 Chapter 54 Fig 6 p 969

  SR	Early Paleocene  	                 	P1a               	              	120	 750	A	 15	R	 3	  70.00	    349.8000	Zachos   	Planktonic Foraminifers                      	               	                  	                   	                     	                              	                        	                              	                        	                   	                            	                        	                     	             	                      	+r                             	                             	                          	                           	                       	                    	                           	                         	                      	                               	                           	                                            	                           	                             	                           	                         	                                   	                  	                         	                   	                        	              	                 	                     	                           	                         	                          	                      	                            	                            	+r               	+r               	                         	+r                         	+                  	                             	+                        	                      	                     	+                       	+                               	+                        	                            	+               	+                  	                            	                        	from ODP Leg 120 SR Vol 2 Chapter 54 Fig 6 p 969

  SR	Early Paleocene  	                 	P1a               	              	120	 750	A	 15	R	 3	  77.00	    349.8700	Zachos   	Planktonic Foraminifers                      	               	                  	                   	                     	                              	                        	                              	                        	                   	                            	                        	                     	             	                      	+r                             	                             	                          	                           	                       	                    	                           	                         	                      	                               	                           	                                            	                           	                             	                           	                         	                                   	                  	                         	                   	                        	              	                 	                     	                           	                         	                          	                      	                            	                            	+r               	+r               	                         	+r                         	+                  	                             	+                        	                      	                     	+                       	+                               	+                        	+                           	                	                   	                            	                        	from ODP Leg 120 SR Vol 2 Chapter 54 Fig 6 p 969

  SR	Early Paleocene  	                 	P1                	P1a           	120	 750	A	 15	R	 3	  83.00	    349.9300	Zachos   	Planktonic Foraminifers                      	               	                  	                   	                     	                              	                        	                              	                        	                   	                            	                        	+                    	             	                      	+r                             	                             	                          	                           	                       	                    	                           	                         	                      	                               	                           	                                            	                           	                             	                           	                         	                                   	                  	                         	                   	                        	              	                 	                     	                           	                         	                          	                      	                            	                            	+r               	+r               	                         	+r                         	+                  	                             	+                        	+                     	+                    	                        	                                	                         	                            	                	                   	                            	                        	from ODP Leg 120 SR Vol 2 Chapter 54 Fig 6 p 969

  SR	Early Paleocene  	                 	P1                	P1a           	120	 750	A	 15	R	 3	  88.00	    349.9800	Zachos   	Planktonic Foraminifers                      	               	                  	                   	                     	                              	                        	                              	                        	                   	                            	                        	+                    	             	                      	+r                             	                             	                          	                           	                       	                    	                           	                         	                      	                               	                           	                                            	                           	                             	                           	                         	                                   	                  	                         	                   	                        	              	                 	                     	                           	                         	                          	+r                    	+r                          	                            	+r               	+r               	+r                       	+r                         	+                  	+                            	+                        	+                     	                     	                        	                                	                         	                            	                	                   	                            	                        	from ODP Leg 120 SR Vol 2 Chapter 54 Fig 6 p 969

  SR	Late Cretaceous  	                 	                  	              	120	 750	A	 15	R	 3	 101.00	    350.1100	Zachos   	Planktonic Foraminifers                      	               	                  	                   	                     	                              	                        	                              	                        	                   	                            	                        	                     	             	                      	+                              	                             	                          	                           	                       	                    	                           	                         	                      	                               	                           	                                            	                           	                             	                           	+                        	                                   	                  	                         	                   	                        	              	                 	                     	                           	                         	+                         	+                     	+                           	+                           	+                	+                	+                        	+                          	                   	                             	                         	                      	                     	                        	                                	                         	                            	                	                   	                            	                        	from ODP Leg 120 SR Vol 2 Chapter 54 Fig 6 p 969

  SR	Late Cretaceous  	                 	                  	              	120	 750	A	 15	R	 3	 104.00	    350.1400	Zachos   	Planktonic Foraminifers                      	               	                  	                   	                     	                              	                        	                              	                        	                   	                            	                        	                     	             	                      	+                              	                             	                          	                           	                       	                    	                           	                         	                      	                               	                           	                                            	                           	                             	                           	+                        	                                   	                  	                         	                   	                        	              	                 	                     	                           	                         	+                         	+                     	+                           	+                           	+                	+                	+                        	+                          	                   	                             	                         	                      	                     	                        	                                	                         	                            	                	                   	                            	                        	from ODP Leg 120 SR Vol 2 Chapter 54 Fig 6 p 969

  SR	Late Cretaceous  	                 	                  	              	120	 750	A	 15	R	 3	 110.00	    350.2000	Zachos   	Planktonic Foraminifers                      	               	                  	                   	                     	                              	                        	                              	                        	                   	                            	                        	                     	             	                      	+                              	                             	                          	                           	                       	                    	                           	                         	                      	                               	                           	                                            	                           	                             	                           	+                        	                                   	                  	                         	                   	                        	              	                 	                     	                           	                         	+                         	+                     	+                           	+                           	+                	+                	+                        	+                          	                   	                             	                         	                      	                     	                        	                                	                         	                            	                	                   	                            	                        	from ODP Leg 120 SR Vol 2 Chapter 54 Fig 6 p 969

  SR	Late Cretaceous  	                 	                  	              	120	 750	A	 15	R	 3	 115.00	    350.2500	Zachos   	Planktonic Foraminifers                      	               	                  	                   	                     	                              	                        	                              	                        	                   	                            	                        	                     	             	                      	+                              	                             	                          	                           	                       	                    	                           	                         	                      	                               	                           	                                            	                           	                             	                           	+                        	                                   	                  	                         	                   	                        	              	                 	                     	                           	                         	+                         	+                     	+                           	+                           	+                	+                	+                        	+                          	                   	                             	                         	                      	                     	                        	                                	                         	                            	                	                   	                            	                        	from ODP Leg 120 SR Vol 2 Chapter 54 Fig 6 p 969

  SR	Maestrichtian    	                 	G. impensus       	A. mayaroensis	120	 750	A	 15	R	 3	 124.00	    350.3400	Quilty   	Planktonic Foraminifers                      	               	                  	+                  	+                    	                              	                        	+                             	                        	+                  	                            	                        	                     	             	+                     	                               	                             	                          	                           	+                      	                    	                           	                         	                      	                               	                           	                                            	                           	                             	+                          	                         	                                   	                  	                         	                   	                        	              	                 	                     	                           	+                        	                          	                      	                            	                            	                 	                 	                         	                           	                   	                             	                         	                      	                     	                        	                                	                         	                            	                	                   	                            	                        	from ODP Leg 120 Vol 1 Chapter 22 Table 4 p 376-377

  SR	Maestrichtian    	                 	G. impensus       	A. mayaroensis	120	 750	A	 16	R	 2	  28.00	    357.5800	Quilty   	Planktonic Foraminifers                      	               	                  	                   	39.0%                	14.0%                         	                        	38.0%                         	                        	                   	+                           	                        	                     	             	                      	                               	                             	                          	                           	                       	                    	                           	                         	                      	                               	                           	+                                           	                           	                             	                           	                         	                                   	                  	                         	5.0%               	                        	              	                 	                     	+                          	                         	                          	                      	                            	                            	                 	                 	                         	                           	                   	                             	                         	                      	                     	                        	                                	                         	                            	                	                   	                            	                        	from ODP Leg 120 Vol 1 Chapter 22 Table 4 p 376-377

  SR	Maestrichtian    	                 	G. impensus       	A. mayaroensis	120	 750	A	 16	R	 3	  28.00	    359.0800	Quilty   	Planktonic Foraminifers                      	               	                  	2.0%               	71.0%                	12.0%                         	                        	10.0%                         	                        	                   	                            	                        	+                    	             	                      	3.0%                           	                             	                          	                           	                       	                    	+                          	                         	                      	                               	                           	                                            	                           	                             	                           	                         	                                   	+                 	                         	                   	                        	              	                 	+                    	                           	                         	                          	                      	                            	                            	                 	                 	                         	                           	                   	                             	                         	                      	                     	                        	                                	                         	                            	                	                   	                            	                        	from ODP Leg 120 Vol 1 Chapter 22 Table 4 p 376-377

  SR	Maestrichtian    	                 	G. impensus       	A. mayaroensis	120	 750	A	 16	R	 4	  28.00	    360.5800	Quilty   	Planktonic Foraminifers                      	               	                  	10.0%              	19.0%                	10.0%                         	                        	65.0%                         	                        	                   	+                           	                        	                     	             	                      	3.0%                           	                             	                          	                           	                       	+                   	                           	                         	                      	                               	                           	                                            	                           	                             	                           	                         	                                   	                  	                         	                   	                        	+             	+                	                     	                           	                         	                          	                      	                            	                            	                 	                 	                         	                           	                   	                             	                         	                      	                     	                        	                                	                         	                            	                	                   	                            	                        	from ODP Leg 120 Vol 1 Chapter 22 Table 4 p 376-377

  SR	Maestrichtian    	                 	G. impensus       	A. mayaroensis	120	 750	A	 16	R	 4	  50.00	    360.8000	Quilty   	Planktonic Foraminifers                      	               	                  	                   	+                    	+                             	                        	+                             	                        	+                  	+                           	                        	                     	             	                      	2.0%                           	                             	+                         	                           	                       	                    	                           	                         	                      	                               	                           	                                            	                           	                             	                           	                         	                                   	                  	                         	                   	                        	              	                 	                     	                           	                         	                          	                      	                            	                            	                 	                 	                         	                           	                   	                             	                         	                      	                     	                        	                                	                         	                            	                	                   	                            	                        	from ODP Leg 120 Vol 1 Chapter 22 Table 4 p 376-377

  SR	Maestrichtian    	                 	G. impensus       	A. mayaroensis	120	 750	A	 17	R	 1	  28.00	    365.5800	Quilty   	Planktonic Foraminifers                      	               	                  	4.0%               	35.0%                	9.0%                          	                        	42.0%                         	                        	2.0%               	                            	                        	+                    	             	+                     	+                              	                             	                          	                           	                       	                    	                           	                         	                      	                               	                           	                                            	                           	                             	                           	                         	                                   	                  	                         	                   	+                       	              	                 	                     	                           	                         	                          	                      	                            	                            	                 	                 	                         	                           	                   	                             	                         	                      	                     	                        	                                	                         	                            	                	                   	                            	                        	from ODP Leg 120 Vol 1 Chapter 22 Table 4 p 376-377

  SR	Maestrichtian    	                 	G. impensus       	A. mayaroensis	120	 750	A	 17	R	 2	  25.00	    367.0500	Quilty   	Planktonic Foraminifers                      	               	                  	4.0%               	57.0%                	5.0%                          	+                       	32.0%                         	                        	2.0%               	+                           	                        	                     	             	                      	8.0%                           	                             	                          	                           	                       	+                   	                           	                         	                      	                               	                           	                                            	                           	                             	                           	                         	                                   	                  	                         	                   	                        	              	                 	                     	                           	                         	                          	                      	                            	                            	                 	                 	                         	                           	                   	                             	                         	                      	                     	                        	                                	                         	                            	                	                   	                            	                        	from ODP Leg 120 Vol 1 Chapter 22 Table 4 p 376-377

  SR	Maestrichtian    	                 	G. impensus       	A. mayaroensis	120	 750	A	 17	R	 3	  28.00	    368.5800	Quilty   	Planktonic Foraminifers                      	               	                  	                   	41.0%                	6.0%                          	                        	45.0%                         	                        	+                  	3.0%                        	                        	                     	             	                      	4.0%                           	                             	2.0%                      	                           	                       	                    	                           	+                        	                      	                               	                           	                                            	                           	                             	                           	                         	                                   	                  	                         	                   	                        	              	                 	                     	                           	                         	                          	                      	                            	                            	                 	                 	                         	                           	                   	                             	                         	                      	                     	                        	                                	                         	                            	                	                   	                            	                        	from ODP Leg 120 Vol 1 Chapter 22 Table 4 p 376-377

  SR	Maestrichtian    	                 	G. impensus       	A. mayaroensis	120	 750	A	 17	R	 3	  55.00	    368.8500	Quilty   	Planktonic Foraminifers                      	               	                  	                   	+                    	+                             	                        	+                             	                        	+                  	+                           	                        	                     	             	                      	+                              	                             	+                         	                           	+                      	                    	                           	                         	+                     	                               	                           	                                            	                           	                             	                           	+                        	                                   	                  	                         	+                  	                        	              	                 	                     	                           	                         	                          	                      	                            	                            	                 	                 	                         	                           	                   	                             	                         	                      	                     	                        	                                	                         	                            	                	                   	                            	                        	from ODP Leg 120 Vol 1 Chapter 22 Table 4 p 376-377

  SR	Maestrichtian    	                 	G. impensus       	A. mayaroensis	120	 750	A	 18	R	 1	  51.00	    375.5100	Quilty   	Planktonic Foraminifers                      	               	                  	3.0%               	60.0%                	8.0%                          	                        	17.0%                         	                        	                   	5.0%                        	                        	                     	             	                      	+                              	                             	                          	                           	                       	                    	                           	                         	                      	                               	                           	                                            	                           	                             	                           	                         	                                   	2.0%              	3.0%                     	                   	                        	              	                 	                     	                           	                         	                          	                      	                            	                            	                 	                 	                         	                           	                   	                             	                         	                      	                     	                        	                                	                         	                            	                	                   	                            	                        	from ODP Leg 120 Vol 1 Chapter 22 Table 4 p 376-377

  SR	Maestrichtian    	                 	G. impensus       	A. mayaroensis	120	 750	A	 18	R	 2	  51.00	    377.0100	Quilty   	Planktonic Foraminifers                      	               	                  	2.0%               	49.0%                	18.0%                         	                        	19.0%                         	                        	                   	7.0%                        	                        	+                    	             	                      	2.0%                           	                             	+                         	                           	                       	                    	                           	                         	                      	                               	                           	                                            	                           	                             	                           	+                        	1.0%                               	                  	                         	                   	                        	              	                 	                     	                           	                         	                          	                      	                            	                            	                 	                 	                         	                           	                   	                             	                         	                      	                     	                        	                                	                         	                            	                	                   	                            	                        	from ODP Leg 120 Vol 1 Chapter 22 Table 4 p 376-377

  SR	Maestrichtian    	                 	G. impensus       	A. mayaroensis	120	 750	A	 18	R	 2	  77.00	    377.2700	Quilty   	Planktonic Foraminifers                      	               	                  	                   	+                    	+                             	                        	+                             	                        	                   	                            	                        	                     	             	                      	+                              	                             	                          	                           	                       	                    	                           	                         	+                     	                               	                           	                                            	                           	                             	+                          	+                        	                                   	                  	                         	                   	                        	              	                 	                     	                           	                         	                          	                      	                            	                            	                 	                 	                         	                           	                   	                             	                         	                      	                     	                        	                                	                         	                            	                	                   	                            	                        	from ODP Leg 120 Vol 1 Chapter 22 Table 4 p 376-377

  SR	Maestrichtian    	                 	G. impensus       	A. mayaroensis	120	 750	A	 19	R	 1	  28.00	    384.9800	Quilty   	Planktonic Foraminifers                      	               	                  	4.0%               	49.0%                	18.0%                         	                        	20.0%                         	                        	+                  	5.0%                        	                        	+                    	             	                      	                               	                             	2.0%                      	                           	                       	                    	                           	1.0%                     	+                     	                               	+                          	                                            	                           	+                            	                           	                         	                                   	                  	                         	                   	                        	              	                 	                     	                           	                         	                          	                      	                            	                            	                 	                 	                         	                           	                   	                             	                         	                      	                     	                        	                                	                         	                            	                	                   	                            	                        	from ODP Leg 120 Vol 1 Chapter 22 Table 4 p 376-377

  SR	Maestrichtian    	                 	G. impensus       	A. mayaroensis	120	 750	A	 19	R	 2	  28.00	    386.4800	Quilty   	Planktonic Foraminifers                      	               	                  	                   	58.0%                	15.0%                         	                        	21.0%                         	                        	                   	+                           	                        	2.0%                 	             	                      	1.0%                           	                             	                          	                           	                       	                    	                           	                         	                      	                               	2.0%                       	+                                           	+                          	                             	                           	                         	                                   	                  	                         	                   	                        	              	                 	                     	                           	                         	                          	                      	                            	                            	                 	                 	                         	                           	                   	                             	                         	                      	                     	                        	                                	                         	                            	                	                   	                            	                        	from ODP Leg 120 Vol 1 Chapter 22 Table 4 p 376-377

  SR	Maestrichtian    	                 	G. impensus       	A. mayaroensis	120	 750	A	 19	R	 3	  28.00	    387.9800	Quilty   	Planktonic Foraminifers                      	               	                  	                   	27.0%                	24.0%                         	                        	24.0%                         	                        	3.0%               	18.0%                       	                        	1.0%                 	1.0%         	                      	                               	                             	+                         	                           	                       	                    	                           	+                        	                      	+                              	                           	                                            	                           	                             	                           	                         	                                   	                  	                         	                   	                        	              	                 	                     	                           	                         	                          	                      	                            	                            	                 	                 	                         	                           	                   	                             	                         	                      	                     	                        	                                	                         	                            	                	                   	                            	                        	from ODP Leg 120 Vol 1 Chapter 22 Table 4 p 376-377

  SR	Maestrichtian    	                 	G. impensus       	A. mayaroensis	120	 750	A	 19	R	 3	  54.00	    388.2400	Quilty   	Planktonic Foraminifers                      	               	                  	                   	+                    	+                             	                        	+                             	                        	+                  	+                           	                        	                     	             	                      	                               	                             	+                         	                           	+                      	                    	                           	+                        	+                     	                               	                           	                                            	                           	                             	                           	                         	                                   	                  	                         	                   	                        	              	                 	                     	                           	                         	                          	                      	                            	                            	                 	                 	                         	                           	                   	                             	                         	                      	                     	                        	                                	                         	                            	                	                   	                            	                        	from ODP Leg 120 Vol 1 Chapter 22 Table 4 p 376-377

  SR	Maestrichtian    	                 	G. impensus       	A. mayaroensis	120	 750	A	 20	R	 1	  50.00	    394.9000	Quilty   	Planktonic Foraminifers                      	               	                  	                   	20.0%                	37.0%                         	                        	32.0%                         	                        	3.0%               	5.0%                        	                        	                     	             	                      	                               	                             	2.0%                      	                           	                       	                    	+                          	+                        	                      	                               	                           	                                            	                           	                             	                           	                         	                                   	                  	                         	                   	                        	              	                 	                     	                           	                         	                          	                      	                            	                            	                 	                 	                         	                           	                   	                             	                         	                      	                     	                        	                                	                         	                            	                	                   	                            	                        	from ODP Leg 120 Vol 1 Chapter 22 Table 4 p 376-377

  SR	Maestrichtian    	                 	G. impensus       	A. mayaroensis	120	 750	A	 20	R	 4	  50.00	    399.4000	Quilty   	Planktonic Foraminifers                      	               	                  	                   	32.0%                	32.0%                         	11.0%                   	19.0%                         	                        	5.0%               	                            	                        	1.0%                 	             	                      	                               	                             	                          	                           	                       	+                   	                           	                         	                      	                               	                           	                                            	                           	                             	                           	                         	                                   	                  	                         	                   	                        	              	                 	                     	                           	                         	                          	                      	                            	                            	                 	                 	                         	                           	                   	                             	                         	                      	                     	                        	                                	                         	                            	                	                   	                            	                        	from ODP Leg 120 Vol 1 Chapter 22 Table 4 p 376-377

  SR	Maestrichtian    	                 	G. impensus       	A. mayaroensis	120	 750	A	 20	R	 5	  50.00	    400.9000	Quilty   	Planktonic Foraminifers                      	               	                  	+                  	52.0%                	13.0%                         	                        	24.0%                         	                        	                   	8.0%                        	                        	2.0%                 	             	                      	                               	                             	                          	                           	+                      	                    	                           	                         	                      	                               	                           	                                            	                           	                             	                           	                         	                                   	                  	                         	                   	                        	              	                 	                     	                           	                         	                          	                      	                            	                            	                 	                 	                         	                           	                   	                             	                         	                      	                     	                        	                                	                         	                            	                	                   	                            	                        	from ODP Leg 120 Vol 1 Chapter 22 Table 4 p 376-377

  SR	Maestrichtian    	                 	G. impensus       	A. mayaroensis	120	 750	A	 20	R	 5	  94.00	    401.3400	Quilty   	Planktonic Foraminifers                      	               	                  	                   	+                    	                              	                        	+                             	                        	+                  	+                           	                        	                     	             	                      	                               	                             	+                         	+                          	                       	                    	                           	                         	                      	                               	                           	                                            	                           	                             	                           	                         	                                   	                  	                         	                   	                        	              	                 	                     	                           	                         	                          	                      	                            	                            	                 	                 	                         	                           	                   	                             	                         	                      	                     	                        	                                	                         	                            	                	                   	                            	                        	from ODP Leg 120 Vol 1 Chapter 22 Table 4 p 376-377

  SR	Maestrichtian    	                 	G. impensus       	A. mayaroensis	120	 750	A	 21	R	 1	  28.00	    404.2800	Quilty   	Planktonic Foraminifers                      	               	                  	8.0%               	22.0%                	                              	                        	13.0%                         	                        	5.0%               	42.0%                       	+                       	1.0%                 	+            	+                     	+                              	4.0%                         	                          	                           	                       	                    	                           	                         	                      	                               	                           	                                            	                           	                             	                           	                         	                                   	                  	                         	                   	                        	              	                 	                     	                           	                         	                          	                      	                            	                            	                 	                 	                         	                           	                   	                             	                         	                      	                     	                        	                                	                         	                            	                	                   	                            	                        	from ODP Leg 120 Vol 1 Chapter 22 Table 4 p 376-377

  SR	Maestrichtian    	                 	G. impensus       	A. mayaroensis	120	 750	A	 21	R	 1	 128.00	    405.2800	Quilty   	Planktonic Foraminifers                      	               	                  	+                  	                     	+                             	                        	+                             	+                       	+                  	+                           	                        	                     	             	                      	                               	                             	                          	                           	                       	                    	                           	                         	                      	                               	                           	                                            	                           	                             	                           	                         	                                   	                  	                         	                   	                        	              	                 	                     	                           	                         	                          	                      	                            	                            	                 	                 	                         	                           	                   	                             	                         	                      	                     	                        	                                	                         	                            	                	                   	                            	                        	from ODP Leg 120 Vol 1 Chapter 22 Table 4 p 376-377

  SR	Maestrichtian    	                 	G. impensus       	A. mayaroensis	120	 750	A	 22	R	 1	  86.00	    414.4600	Quilty   	Planktonic Foraminifers                      	               	                  	+                  	+                    	+                             	                        	+                             	                        	                   	                            	                        	                     	             	                      	                               	                             	                          	                           	                       	                    	                           	                         	                      	                               	                           	                                            	                           	                             	                           	                         	                                   	                  	                         	                   	                        	              	                 	                     	                           	                         	                          	                      	                            	                            	                 	                 	                         	                           	                   	                             	                         	                      	                     	                        	                                	                         	                            	                	                   	                            	                        	from ODP Leg 120 Vol 1 Chapter 22 Table 4 p 376-377

  SR	Maestrichtian    	                 	G. impensus       	A. mayaroensis	120	 750	A	 24	R	 1	  20.00	    442.8000	Quilty   	Planktonic Foraminifers                      	               	                  	+                  	+                    	+                             	+                       	+                             	                        	                   	                            	                        	                     	             	                      	                               	                             	                          	                           	                       	                    	                           	                         	                      	                               	                           	                                            	                           	                             	                           	                         	                                   	                  	                         	                   	                        	              	                 	                     	                           	                         	                          	                      	                            	                            	                 	                 	                         	                           	                   	                             	                         	                      	                     	                        	                                	                         	                            	                	                   	                            	                        	from ODP Leg 120 Vol 1 Chapter 22 Table 4 p 376-377

