Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Toweius sp.	Toweius pertusus	Sphenolithus moriformis	Prinsius martinii	Prinsius bisulcus	Placozygus sigmoides	Neochiastozygus perfectus	Ericsonia subpertusa	Ericsonia cava	Cruciplacolithus tenuis	Cruciplacolithus sp.	Coccolithus pelagicus	Chiasmolithus danicus	Chiasmolithus bidens	Prinsius dimorphosus	Micula sp.	Fasciculithus stonehengei	Fasciculithus pileatus	Neochiastozygus primitivus	Neochiastozygus modestus	Sphenolithus anarrhopus	Neococcolithes protenus	Neochiastozygus saepes	Fasciculithus ulii	Fasciculithus tympaniformis	Coronocyclus nitescens	Chiasmolithus consuetus	Fasciculithus involutus	Ericsonia robusta	Ellipsolithus bollii	Cruciplacolithus frequens	Heliolithus kleinpellii	Heliolithus cantabriae	Cruciplacolithus asymmetricus	Toweius eminens	Neocrepidolithus sp.	Neocrepidolithus bukryi	Fasciculithus billii	Ellipsolithus distichus	Cruciplacolithus latipons	Chiasmolithus californicus	Neochiastozygus distentus	Neochiastozygus chiastus	Ellipsolithus macellus	Markalius inversus	Discoaster mohleri	Neocrepidolithus biskayae	Campylosphaera eodela	Thoracosphaera operculata	Zygodiscus bramlettei	Zygodiscus adamas	Neochiastozygus concinnus	Discoaster sp.	Discoaster nobilis	Neochiastozygus cearae	Ericsonia cf. E. robusta	Discoaster multiradiatus	Chiasmolithus solitus	Fasciculithus lillianae	Discoaster okadai	Fasciculithus tonii	Neochiastozygus junctus	Discoaster lenticularis	Heliolithus riedelii	Fasciculithus bobii	Campylosphaera dela	Lophodolithus nascens	Fasciculithus alanii	Fasciculithus schaubii	Fasciculithus aubertae	Fasciculithus richardii	Pontosphaera sp.	Pedinocyclus "prelarvalis"	Pontosphaera scissura	Ellipsolithus sp. 	Fasciculithus thomasii	Chiasmolithus eograndis	Toweius occultatus	Zygrhablithus bijugatus	Tribrachiatus brammlettei	Discoaster salisburgensis	Pedinocyclus larvalis	Tribrachiatus contortus?	Toweius callosus	Discoaster barbadiensis	Sphenolithus editus	Discoaster binodosus	Tribrachiatus orthostylus	Sphenolithus conspicuus	Discoaster boulangeri	Chiasmolithus titus	Sphenolithus radians	Calcidiscus protoannulus	Ericsonia formosa	Discoaster lodoensis	Discoaster kuepperi	Discoaster falcatus	Striatococcolithus pacificanus	Reticulofenestra dictyoda	Chiasmolithus mutatus	Neococcolithes dubius	Cruciplacolithus cribellum	Ellipsolithus lajollaensis	Lophodolithus mochlophorus	Helicosphaera seminulum	Coccolithus crassus	Discoaster deflandrei	Chiasmolithus nitidus	Braarudosphaera bigelowii	Toweius gammation	Birkelundia staurion	Nannotetrina sp. 	Helicosphaera lophota	Discoaster sublodoensis	Chiasmolithus grandis	Discoaster "presaipanensis"	Discoaster strictus	Triquetrorhabdulus inversus	Ericsonia insolita	Helicosphaera papillata	Cyclicargolithus spp.	Chiasmolithus expansus	Rhabdosphaera inflata	Discoaster saipanensis	Sphenolithus stellatus	Sphenolithus spiniger	Sphenolithus orphanknollensis	Nannotetrina fulgens	Sphenolithus "spinatus"	Lophodolithus rotundus	Discoaster "prenodifer"	Cruciplacolithus vanheckae	Chiasmolithus gigas	Sphenolithus furcatolithoides	Reticulofenestra "grandis"	Chiasmolithus medius	Discoaster "pretanii"	Bramletteius serraculoides	Helicosphaera dinesenii	Ericsonia obruta	Reticulofenestra umbilica	Sphenolithus pseudoradians	Helicosphaera heezenii	Sphenolithus obtusus	Dictyococcites scrippsae	Dictyococcites bisectus	Reticulofenestra reticulata	Reticulofenestra hillae	Discoaster tanii	Discoaster nodifer	Chiasmolithus oamaruensis	Sphenolithus predistentus	Helicosphaera reticulata	Ericsonia subdisticha	Comment

  SR	Middle Eocene    	                 	CP14a             	              	143	 865	B	  5	H	 4	  70.00	     42.2000	Bralower 	Nannofossils                                 	               	                  	           	                	F                      	                 	                 	                    	                         	R                   	R             	                       	                    	F                    	                     	                    	                    	          	                         	                      	                          	                        	                       	                       	                      	                  	                           	                      	                       	                       	                 	                    	                         	                       	                      	                             	               	                    	                       	                    	                       	                         	                          	                         	                        	                      	R                 	                  	                         	                     	                         	                     	                 	                         	F             	                  	                      	                        	                        	R                    	                       	                 	                   	                       	                       	                    	                   	R                  	                     	                    	                      	                      	                       	                	                          	                     	                  	                      	                       	                  	F                      	                         	                         	R                    	                        	                	F                      	                   	                    	                         	                       	                     	                   	R                   	R                       	F                	                    	                   	                   	                              	A                        	                     	                     	                          	                          	                          	                       	                   	R                    	                     	                         	                 	                    	                 	R                    	                       	C                    	                           	                   	                           	R                 	                       	A                    	                      	                     	R                     	                      	R                    	R                            	                    	                       	                      	R                      	R                         	                   	F                            	R                         	R                   	R                    	C                         	                       	                	C                        	                          	                      	                    	                        	                       	                           	                       	                	                  	                         	                         	                        	                     	from 143 SR; Chapter 3; Table 1

  SR	Middle Eocene    	                 	CP14a             	              	143	 865	B	  5	H	 5	  70.00	     43.7000	Bralower 	Nannofossils                                 	               	                  	           	                	F                      	                 	                 	                    	                         	R                   	F             	                       	                    	F                    	                     	                    	                    	          	                         	                      	                          	                        	                       	                       	                      	                  	                           	                      	R                      	                       	                 	                    	                         	                       	                      	                             	               	                    	                       	                    	                       	                         	                          	                         	                        	                      	R                 	                  	                         	                     	                         	                     	                 	                         	C             	                  	                      	                        	                        	R                    	                       	                 	                   	                       	                       	                    	                   	R                  	                     	                    	                      	                      	                       	                	                          	                     	                  	                      	                       	                  	F                      	                         	                         	R                    	                        	                	F                      	                   	                    	                         	                       	                     	                   	R                   	R                       	F                	                    	                   	                   	                              	A                        	                     	                     	                          	                          	                          	R                      	                   	R                    	R                    	R                        	                 	                    	                 	R                    	                       	C                    	                           	                   	                           	R                 	                       	A                    	                      	                     	R                     	                      	R                    	R                            	                    	                       	                      	R                      	R                         	                   	F                            	                          	R                   	                     	F                         	R                      	                	C                        	                          	                      	                    	                        	                       	                           	                       	                	                  	                         	                         	                        	                     	from 143 SR; Chapter 3; Table 1

  SR	Middle Eocene    	                 	CP14a             	              	143	 865	B	  5	H	 6	  54.00	     44.5400	Bralower 	Nannofossils                                 	               	                  	           	                	C                      	                 	                 	                    	                         	R                   	R             	                       	                    	F                    	                     	                    	                    	          	                         	                      	                          	                        	                       	                       	                      	                  	                           	                      	R                      	                       	                 	                    	                         	                       	                      	                             	               	                    	                       	                    	                       	                         	                          	                         	                        	                      	R                 	                  	                         	                     	                         	                     	                 	                         	R             	                  	                      	                        	                        	R                    	                       	                 	                   	                       	                       	                    	                   	R                  	                     	                    	                      	                      	                       	                	                          	                     	                  	                      	                       	                  	F                      	                         	                         	R                    	                        	                	R                      	                   	                    	                         	                       	                     	R                  	R                   	R                       	F                	                    	                   	R                  	R                             	A                        	                     	                     	                          	                          	                          	R                      	                   	R                    	                     	                         	                 	                    	                 	R                    	                       	F                    	                           	                   	R                          	F                 	                       	A                    	                      	                     	R                     	                      	R                    	R                            	R                   	                       	                      	R                      	R                         	                   	R                            	                          	R                   	                     	R                         	R                      	                	F                        	                          	                      	                    	                        	                       	                           	                       	                	                  	                         	                         	                        	                     	from 143 SR; Chapter 3; Table 1

  SR	Middle Eocene    	                 	CP14a             	              	143	 865	B	  5	H	CC	  14.00	     44.7200	Bralower 	Nannofossils                                 	               	                  	           	                	F                      	                 	                 	                    	                         	R                   	R             	                       	                    	F                    	                     	                    	                    	          	                         	                      	                          	                        	                       	                       	                      	                  	                           	                      	R                      	                       	                 	                    	                         	                       	                      	                             	               	                    	                       	                    	                       	                         	                          	                         	                        	                      	R                 	                  	                         	                     	                         	                     	                 	                         	F             	                  	                      	                        	                        	R                    	                       	                 	                   	                       	                       	                    	                   	R                  	                     	                    	                      	                      	                       	                	                          	                     	                  	                      	                       	                  	F                      	                         	                         	R                    	                        	                	R                      	                   	                    	                         	                       	                     	                   	R                   	R                       	F                	                    	                   	                   	                              	A                        	                     	                     	                          	                          	                          	                       	                   	R                    	R                    	                         	                 	                    	                 	R                    	                       	F                    	                           	                   	                           	R                 	                       	A                    	R                     	                     	R                     	                      	R                    	R                            	                    	                       	                      	R                      	R                         	                   	R                            	                          	R                   	                     	R                         	R                      	R               	F                        	                          	                      	                    	                        	                       	                           	                       	                	                  	                         	                         	                        	                     	from 143 SR; Chapter 3; Table 1

  SR	Middle Eocene    	                 	CP14a             	              	143	 865	B	  6	H	 1	  81.00	     47.3100	Bralower 	Nannofossils                                 	               	                  	           	                	C                      	                 	                 	                    	                         	R                   	R             	                       	                    	F                    	                     	                    	                    	          	                         	                      	                          	                        	                       	                       	                      	                  	                           	                      	                       	                       	                 	                    	                         	                       	                      	                             	               	                    	                       	                    	                       	                         	                          	                         	                        	                      	R                 	                  	                         	                     	                         	                     	                 	                         	C             	                  	                      	                        	                        	R                    	                       	                 	                   	                       	                       	                    	                   	R                  	                     	                    	                      	                      	                       	                	                          	                     	                  	                      	                       	                  	C                      	                         	                         	R                    	                        	                	R                      	                   	                    	                         	                       	                     	R                  	R                   	R                       	F                	                    	                   	                   	                              	A                        	                     	                     	                          	                          	                          	R                      	                   	R                    	R                    	                         	                 	                    	                 	R                    	                       	F                    	                           	                   	F                          	R                 	                       	A                    	R                     	                     	R                     	                      	R                    	R                            	R                   	                       	                      	R                      	                          	                   	R                            	R                         	R                   	                     	F                         	R                      	                	R                        	                          	                      	                    	                        	                       	                           	                       	                	                  	                         	                         	                        	                     	from 143 SR; Chapter 3; Table 1

  SR	Middle Eocene    	                 	CP13b             	              	143	 865	B	  6	H	 2	  73.00	     48.7300	Bralower 	Nannofossils                                 	               	                  	           	                	C                      	                 	                 	                    	                         	R                   	R             	                       	                    	F                    	                     	                    	                    	R         	                         	                      	                          	                        	                       	                       	                      	                  	                           	                      	R                      	                       	                 	                    	                         	                       	                      	                             	               	                    	                       	                    	                       	                         	                          	                         	                        	                      	R                 	                  	                         	                     	                         	                     	                 	                         	R             	                  	                      	                        	                        	R                    	                       	                 	                   	                       	                       	                    	                   	R                  	                     	                    	                      	                      	                       	                	                          	                     	                  	                      	                       	                  	C                      	                         	                         	R                    	                        	                	R                      	                   	                    	                         	                       	                     	R                  	R                   	R                       	F                	                    	                   	                   	R                             	A                        	                     	                     	                          	                          	                          	                       	                   	R                    	                     	                         	                 	                    	                 	R                    	                       	R                    	                           	                   	F                          	R                 	                       	A                    	                      	                     	R                     	                      	R                    	R                            	R                   	                       	                      	R                      	R                         	R                  	R                            	R                         	R                   	                     	F                         	R                      	                	                         	                          	                      	                    	                        	                       	                           	                       	                	                  	                         	                         	                        	                     	from 143 SR; Chapter 3; Table 1

  SR	Middle Eocene    	                 	CP13b             	              	143	 865	B	  6	H	 3	  70.00	     50.2000	Bralower 	Nannofossils                                 	               	                  	           	                	F                      	                 	                 	                    	                         	R                   	F             	                       	                    	F                    	                     	                    	                    	R         	                         	                      	                          	                        	                       	                       	                      	                  	                           	                      	R                      	                       	                 	                    	                         	                       	                      	                             	               	                    	                       	                    	                       	                         	                          	                         	                        	                      	R                 	                  	                         	                     	                         	                     	                 	                         	R             	                  	                      	                        	                        	R                    	                       	                 	                   	                       	                       	                    	                   	R                  	                     	                    	                      	                      	                       	                	                          	                     	                  	                      	                       	                  	F                      	                         	                         	F                    	                        	                	R                      	                   	                    	                         	                       	                     	                   	R                   	R                       	F                	                    	                   	                   	                              	A                        	                     	                     	                          	                          	                          	R                      	                   	R                    	R                    	                         	                 	                    	                 	                     	                       	R                    	                           	                   	C                          	R                 	                       	A                    	                      	                     	R                     	                      	F                    	R                            	R                   	                       	                      	R                      	R                         	R                  	F                            	R                         	R                   	                     	F                         	R                      	                	                         	                          	                      	                    	                        	                       	                           	                       	                	                  	                         	                         	                        	                     	from 143 SR; Chapter 3; Table 1

  SR	Middle Eocene    	                 	CP13b             	              	143	 865	B	  6	H	 4	  70.00	     51.7000	Bralower 	Nannofossils                                 	               	                  	           	                	F                      	                 	                 	                    	                         	R                   	R             	                       	                    	R                    	                     	                    	                    	R         	                         	                      	                          	                        	                       	                       	                      	                  	                           	                      	R                      	                       	                 	                    	                         	                       	                      	                             	               	                    	                       	                    	                       	                         	                          	                         	                        	                      	R                 	                  	                         	                     	                         	                     	                 	                         	R             	                  	                      	                        	                        	F                    	                       	                 	                   	                       	                       	                    	                   	R                  	                     	                    	                      	                      	                       	                	                          	                     	                  	                      	                       	                  	C                      	                         	                         	F                    	                        	                	R                      	                   	                    	                         	                       	                     	R                  	R                   	R                       	F                	                    	                   	                   	                              	A                        	                     	                     	                          	                          	                          	R                      	                   	R                    	R                    	                         	                 	                    	                 	R                    	                       	F                    	                           	                   	A                          	R                 	                       	A                    	                      	                     	R                     	                      	F                    	R                            	R                   	                       	                      	R                      	                          	R                  	R                            	R                         	R                   	                     	R                         	                       	                	                         	                          	                      	                    	                        	                       	                           	                       	                	                  	                         	                         	                        	                     	from 143 SR; Chapter 3; Table 1

  SR	Middle Eocene    	                 	CP13b             	              	143	 865	B	  6	H	 5	  70.00	     53.2000	Bralower 	Nannofossils                                 	               	                  	           	                	F                      	                 	                 	                    	                         	R                   	R             	                       	                    	F                    	                     	                    	                    	          	                         	                      	                          	                        	                       	                       	                      	                  	                           	                      	                       	                       	                 	                    	                         	                       	                      	                             	               	                    	                       	                    	                       	                         	                          	                         	                        	                      	                  	                  	                         	                     	                         	                     	                 	                         	R             	                  	                      	                        	                        	R                    	                       	                 	                   	                       	                       	                    	                   	F                  	                     	                    	                      	                      	                       	                	                          	                     	                  	                      	                       	                  	C                      	                         	                         	R                    	                        	                	R                      	                   	                    	                         	                       	                     	R                  	R                   	R                       	F                	                    	                   	                   	                              	A                        	                     	                     	                          	                          	                          	                       	                   	R                    	                     	                         	                 	R                   	                 	                     	                       	C                    	                           	                   	A                          	R                 	                       	A                    	                      	                     	R                     	                      	R                    	R                            	                    	                       	                      	R                      	                          	R                  	F                            	R                         	R                   	                     	R                         	R                      	                	                         	                          	                      	                    	                        	                       	                           	                       	                	                  	                         	                         	                        	                     	from 143 SR; Chapter 3; Table 1

  SR	Middle Eocene    	                 	CP13b             	              	143	 865	B	  6	H	 6	  19.00	     54.1900	Bralower 	Nannofossils                                 	               	                  	           	                	C                      	                 	                 	                    	                         	R                   	R             	                       	                    	F                    	                     	                    	                    	          	                         	                      	                          	                        	                       	                       	                      	                  	                           	                      	R                      	                       	                 	                    	                         	                       	                      	                             	               	                    	                       	                    	                       	                         	                          	                         	                        	                      	R                 	                  	                         	                     	                         	                     	                 	                         	R             	                  	                      	                        	                        	R                    	                       	                 	                   	                       	                       	                    	                   	F                  	                     	                    	                      	                      	                       	                	                          	                     	                  	                      	                       	                  	A                      	                         	                         	R                    	                        	                	R                      	                   	                    	                         	                       	                     	R                  	R                   	R                       	F                	                    	                   	                   	R                             	A                        	                     	                     	                          	                          	                          	                       	                   	R                    	R                    	                         	                 	                    	                 	R                    	                       	F                    	                           	                   	C                          	R                 	                       	A                    	R                     	                     	R                     	                      	R                    	R                            	R                   	                       	                      	R                      	R                         	R                  	R                            	R                         	R                   	R                    	R                         	R                      	R               	                         	                          	                      	                    	                        	                       	                           	                       	                	                  	                         	                         	                        	                     	from 143 SR; Chapter 3; Table 1

  SR	Middle Eocene    	                 	CP13b             	              	143	 865	B	  6	H	CC	  19.00	     55.3800	Bralower 	Nannofossils                                 	               	                  	           	                	F                      	                 	                 	                    	                         	R                   	R             	                       	                    	F                    	                     	                    	                    	          	                         	                      	                          	                        	                       	                       	                      	                  	                           	                      	                       	                       	                 	                    	                         	                       	                      	                             	               	                    	                       	                    	                       	                         	                          	                         	                        	                      	                  	                  	                         	                     	                         	                     	                 	                         	R             	                  	                      	                        	                        	R                    	                       	                 	                   	                       	                       	                    	                   	F                  	                     	                    	                      	                      	                       	                	                          	                     	                  	                      	                       	                  	C                      	                         	                         	R                    	                        	                	R                      	                   	                    	                         	                       	                     	                   	F                   	R                       	F                	                    	                   	                   	                              	A                        	                     	                     	                          	                          	                          	R                      	                   	R                    	                     	                         	                 	                    	                 	R                    	                       	F                    	                           	                   	C                          	R                 	                       	A                    	                      	                     	R                     	                      	R                    	R                            	R                   	                       	                      	R                      	R                         	R                  	F                            	R                         	R                   	                     	R                         	F                      	                	                         	                          	                      	                    	                        	                       	                           	                       	                	                  	                         	                         	                        	                     	from 143 SR; Chapter 3; Table 1

  SR	Middle Eocene    	                 	CP13b             	              	143	 865	B	  7	H	 1	 118.00	     57.1800	Bralower 	Nannofossils                                 	               	                  	           	                	F                      	                 	                 	                    	                         	R                   	R             	                       	                    	F                    	                     	                    	                    	          	                         	                      	                          	                        	                       	                       	                      	                  	                           	                      	                       	                       	                 	                    	                         	                       	                      	                             	               	                    	                       	                    	                       	                         	                          	                         	                        	                      	                  	                  	                         	                     	                         	                     	                 	                         	F             	                  	                      	                        	                        	R                    	                       	                 	                   	                       	                       	                    	                   	R                  	                     	                    	                      	                      	                       	                	                          	                     	                  	                      	                       	                  	A                      	                         	                         	R                    	                        	                	R                      	                   	                    	                         	                       	                     	                   	R                   	F                       	F                	                    	                   	                   	                              	A                        	                     	                     	                          	                          	                          	                       	                   	R                    	R                    	                         	                 	                    	                 	R                    	                       	R                    	                           	                   	A                          	R                 	                       	A                    	R                     	                     	R                     	                      	R                    	R                            	R                   	                       	R                     	R                      	                          	F                  	R                            	R                         	R                   	R                    	R                         	R                      	                	                         	                          	                      	                    	                        	                       	                           	                       	                	                  	                         	                         	                        	                     	from 143 SR; Chapter 3; Table 1

  SR	Middle Eocene    	                 	CP13b             	              	143	 865	B	  7	H	 2	  78.00	     58.2800	Bralower 	Nannofossils                                 	               	                  	           	                	C                      	                 	                 	                    	                         	R                   	R             	                       	                    	F                    	                     	                    	                    	          	                         	                      	                          	                        	                       	                       	                      	                  	                           	                      	R                      	                       	                 	                    	                         	                       	                      	                             	               	                    	                       	                    	                       	                         	                          	                         	                        	                      	                  	                  	                         	                     	                         	                     	                 	                         	F             	                  	                      	                        	                        	R                    	                       	                 	                   	                       	                       	                    	                   	R                  	                     	                    	                      	                      	                       	                	                          	                     	                  	                      	                       	                  	A                      	                         	                         	R                    	                        	                	R                      	                   	                    	                         	                       	                     	R                  	R                   	R                       	R                	                    	                   	                   	R                             	A                        	                     	                     	                          	                          	                          	                       	                   	R                    	R                    	R                        	                 	                    	                 	R                    	                       	C                    	                           	                   	A                          	R                 	                       	C                    	R                     	                     	R                     	                      	R                    	R                            	                    	                       	                      	R                      	R                         	R                  	R                            	R                         	R                   	                     	R                         	                       	                	                         	                          	                      	                    	                        	                       	                           	                       	                	                  	                         	                         	                        	                     	from 143 SR; Chapter 3; Table 1
