Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Umbilicosphaera sp. A	Syracosphaera spp.	Sphenolithus neoabies	Sphenolithus abies	Reticulofenestra umbilica	Reticulofenestra pseudoumbilica	Reticulofenestra producta	Reticulofenestra perplexa	Reticulofenestra minutula	Reticulofenestra minuta	Reticulofenestra gelida	Pontosphaera spp.	Pontosphaera discopora	Neosphaera coccolithomorpha	Florisphaera profunda	Discoaster surculus	Discoaster pentaradiatus	Discoaster intercalaris	Discoaster brouweri	Cyclicargolithus floridanus	Cruciplacolithus neohelis	Coccolithus streckerii	Coccolithus pelagicus	Ceratolithus armatus	Calcidiscus leptoporus	Amaurolithus tricorniculatus	Amaurolithus delicatus	Schyphosphaera sp.	Rhabdosphaera clavigera	Pontosphaera multipora	Pontosphaera japonica	Discoaster variabilis	Ceratolithus acutus	Calcidiscus macintyrei	Helicosphaera carteri	Ceratolithus rugosus	Braarudosphaera bigelowii	Ceratolithus spp.	Helicosphaera euphratis	Tetralithoides quadrilaminata	Placozygus sigmoides	Chiasmolithus solitus	Umbilicosphaera sibogae var. foliosa	Reticulofenestra bisecta	Discoaster triradiatus	Ceratolithus separatus	Lithostromation perdurum	Helicosphaera sellii	Gephyrocapsa spp. (small)	Sphenolithus heteromorphus	Pseudoemiliania cf. P. lacunosa	Discoaster tamalis	Umbilicosphaera sibogae var. sibogae	Pseudoemiliania lacunosa	Discoaster asymmetricus	Zygrhablithus bijugatus	Oolithotus fragilis	Calciosolenia murrayi	Sphenolithus moriformis	Discoaster blackstockae	Watznaueria barnesae	Ceratolithus cristatus	Ericsonia formosa	Gephyrocapsa spp. medium	Gephyrocapsa caribbeanica	Eiffellithus turriseiffelii	Umbellosphaera tenuis	Gephyrocapsa spp. (large)	Reticulofenestra asanoi	Gephyrocapsa oceanica ss	Gephyrocapsa margerelii/muellerae	Umbellosphaera irregularis	Helicosphaera pavimentum	Helicosphaera inversa	Emiliania huxleyi	Umbilicosphaera hulburtiana	Comment

  IR	Late Pleistocene 	                 	CN14b             	              	164	 997	A	  2	H	CC	   0.00	     11.9000	Okada    	Nannofossils                                 	A              	G                 	                     	F                 	                     	                  	                         	                               	A                        	                         	                         	C                      	                       	                 	                      	                           	A                    	                   	                        	                       	                   	                           	                         	                      	                     	                    	C                     	                            	                      	                  	F                      	                      	R                    	                     	                   	                      	F                    	                    	                         	                 	                       	                             	                    	                     	F                                   	                        	                      	                      	                        	                    	C                        	                          	                               	                  	R                                   	rR                      	                       	                       	R                  	R                    	                       	                       	                    	                      	                 	A                       	A                        	                           	                     	                         	                       	F                       	A                                	                          	                        	                     	                 	                           	from shipboard Excel file of H. Okada(1767); Leg 164 file Paleo Data997A

  IR	Late Pleistocene 	                 	CN14a             	              	164	 997	A	  3	H	 2	  39.00	     14.2900	Okada    	Nannofossils                                 	A              	G                 	                     	F                 	                     	                  	                         	                               	C                        	                         	                         	C                      	                       	                 	R                     	                           	A                    	                   	                        	                       	                   	                           	                         	                      	                     	                    	F                     	                            	                      	R                 	F                      	                      	                     	                     	                   	                      	F                    	                    	                         	                 	                       	                             	                    	                     	R                                   	                        	                      	                      	                        	                    	C                        	                          	                               	                  	F                                   	C                       	                       	                       	                   	R                    	                       	                       	rR                  	                      	                 	A                       	A                        	                           	                     	                         	                       	A                       	A                                	                          	                        	                     	                 	                           	from shipboard Excel file of H. Okada(1767); Leg 164 file Paleo Data997A

  IR	Late Pleistocene 	                 	CN14a             	              	164	 997	A	  3	H	CC	   0.00	     22.1000	Okada    	Nannofossils                                 	A              	G                 	                     	C                 	                     	                  	                         	                               	C                        	                         	                         	A                      	                       	R                	                      	R                          	A                    	                   	                        	                       	                   	                           	                         	                      	                     	                    	C                     	                            	                      	                  	                       	                      	R                    	                     	                   	                      	F                    	                    	                         	                 	                       	                             	                    	                     	R                                   	                        	                      	                      	                        	                    	A                        	                          	                               	                  	F                                   	C                       	                       	                       	R                  	R                    	                       	                       	                    	                      	                 	C                       	                         	                           	                     	                         	                       	A                       	                                 	                          	                        	                     	                 	                           	from shipboard Excel file of H. Okada(1767); Leg 164 file Paleo Data997A

  IR	Late Pleistocene 	                 	CN14a             	              	164	 997	A	  4	H	 4	  39.00	     26.7900	Okada    	Nannofossils                                 	A              	G                 	                     	F                 	                     	                  	                         	                               	C                        	                         	                         	C                      	                       	                 	R                     	R                          	A                    	                   	                        	                       	                   	                           	                         	                      	                     	                    	R                     	                            	                      	                  	R                      	                      	                     	                     	                   	                      	C                    	                    	                         	                 	                       	                             	                    	                     	R                                   	                        	                      	                      	                        	                    	A                        	                          	                               	                  	F                                   	A                       	                       	                       	F                  	R                    	                       	                       	                    	                      	                 	A                       	F                        	                           	                     	                         	                       	C                       	                                 	                          	                        	                     	                 	                           	from shipboard Excel file of H. Okada(1767); Leg 164 file Paleo Data997A

  IR	Late Pleistocene 	                 	CN14a             	              	164	 997	A	  4	H	CC	   0.00	     31.4800	Okada    	Nannofossils                                 	A              	G                 	                     	F                 	                     	                  	                         	                               	                         	                         	                         	A                      	                       	                 	R                     	R                          	A                    	                   	                        	                       	                   	                           	                         	                      	                     	                    	C                     	                            	                      	                  	F                      	R                     	R                    	                     	                   	                      	C                    	                    	                         	                 	                       	                             	                    	                     	R                                   	                        	                      	                      	                        	                    	A                        	                          	                               	                  	F                                   	A                       	rR                     	                       	                   	R                    	                       	                       	                    	                      	                 	C                       	                         	                           	                     	                         	                       	C                       	                                 	                          	                        	                     	                 	                           	from shipboard Excel file of H. Okada(1767); Leg 164 file Paleo Data997A

  IR	Late Pleistocene 	                 	CN14a             	              	164	 997	A	  5	H	 2	  39.00	     33.2900	Okada    	Nannofossils                                 	A              	G                 	                     	F                 	                     	                  	                         	                               	                         	                         	                         	A                      	                       	                 	                      	                           	A                    	                   	                        	                       	                   	                           	                         	                      	                     	                    	F                     	                            	                      	                  	R                      	                      	C                    	                     	                   	                      	F                    	                    	                         	                 	                       	                             	                    	                     	F                                   	                        	                      	                      	                        	                    	C                        	                          	                               	                  	F                                   	A                       	                       	                       	R                  	F                    	                       	                       	                    	                      	                 	A                       	                         	rR                         	                     	                         	                       	C                       	                                 	                          	                        	                     	                 	                           	from shipboard Excel file of H. Okada(1767); Leg 164 file Paleo Data997A

  IR	Early Pleistocene	                 	CN14a             	              	164	 997	A	  5	H	 4	  39.00	     36.2900	Okada    	Nannofossils                                 	A              	G                 	                     	F                 	                     	                  	                         	                               	                         	                         	                         	A                      	                       	                 	R                     	R                          	A                    	                   	                        	                       	                   	                           	                         	                      	                     	                    	F                     	                            	                      	                  	R                      	                      	F                    	                     	                   	                      	F                    	                    	                         	                 	                       	                             	                    	                     	F                                   	                        	                      	                      	                        	                    	A                        	                          	                               	                  	F                                   	C                       	                       	                       	                   	                     	                       	                       	                    	                      	                 	A                       	F                        	                           	                     	                         	R                      	A                       	                                 	                          	                        	                     	                 	                           	from shipboard Excel file of H. Okada(1767); Leg 164 file Paleo Data997A

  IR	Early Pleistocene	                 	CN14a             	              	164	 997	A	  5	H	 6	  39.00	     39.2900	Okada    	Nannofossils                                 	A              	G                 	                     	F                 	                     	                  	                         	                               	                         	                         	F                        	A                      	                       	                 	                      	                           	A                    	                   	                        	                       	                   	                           	                         	                      	                     	                    	F                     	                            	                      	                  	F                      	                      	R                    	                     	                   	                      	F                    	                    	                         	                 	                       	                             	                    	                     	F                                   	                        	                      	                      	                        	                    	A                        	                          	                               	                  	F                                   	C                       	                       	                       	R                  	                     	                       	                       	                    	                      	                 	C                       	F                        	                           	                     	                         	R                      	A                       	                                 	                          	                        	                     	                 	                           	from shipboard Excel file of H. Okada(1767); Leg 164 file Paleo Data997A

  IR	Early Pleistocene	                 	CN13b             	              	164	 997	A	  6	H	 2	  39.00	     42.7900	Okada    	Nannofossils                                 	A              	G                 	                     	F                 	                     	                  	                         	                               	                         	                         	F                        	A                      	                       	R                	                      	R                          	A                    	                   	                        	                       	                   	                           	                         	                      	                     	                    	F                     	                            	                      	                  	                       	                      	F                    	                     	                   	                      	R                    	                    	                         	                 	                       	                             	                    	                     	F                                   	                        	                      	                      	                        	                    	D                        	                          	                               	                  	F                                   	A                       	                       	                       	R                  	                     	                       	                       	                    	                      	                 	F                       	R                        	                           	                     	                         	R                      	                        	                                 	                          	                        	                     	                 	                           	from shipboard Excel file of H. Okada(1767); Leg 164 file Paleo Data997A

  IR	Early Pleistocene	                 	CN13b             	              	164	 997	A	  6	H	 4	  39.00	     45.7900	Okada    	Nannofossils                                 	A              	G                 	                     	F                 	                     	                  	                         	                               	                         	                         	F                        	A                      	                       	                 	                      	                           	A                    	                   	                        	                       	                   	                           	                         	                      	                     	                    	F                     	                            	                      	                  	R                      	                      	F                    	                     	                   	                      	F                    	                    	                         	                 	                       	                             	                    	                     	R                                   	                        	                      	                      	                        	                    	D                        	                          	                               	                  	F                                   	A                       	                       	                       	R                  	                     	                       	                       	                    	                      	                 	                        	                         	                           	                     	                         	                       	                        	                                 	                          	                        	                     	                 	                           	from shipboard Excel file of H. Okada(1767); Leg 164 file Paleo Data997A

  IR	Early Pleistocene	                 	CN13b             	              	164	 997	A	  6	H	 6	  39.00	     48.7900	Okada    	Nannofossils                                 	A              	G                 	                     	C                 	                     	                  	                         	                               	A                        	                         	                         	A                      	                       	R                	                      	                           	A                    	                   	                        	                       	                   	                           	                         	R                     	C                    	                    	F                     	                            	                      	                  	F                      	                      	R                    	                     	                   	                      	F                    	                    	                         	                 	                       	                             	                    	                     	C                                   	                        	                      	                      	                        	F                   	A                        	                          	                               	                  	F                                   	C                       	                       	                       	                   	                     	                       	                       	                    	                      	                 	A                       	C                        	                           	R                    	C                        	                       	                        	                                 	                          	                        	                     	                 	                           	from shipboard Excel file of H. Okada(1767); Leg 164 file Paleo Data997A

  IR	Early Pleistocene	                 	CN13b             	              	164	 997	A	  9	H	 2	  49.00	     63.3900	Okada    	Nannofossils                                 	C              	M                 	                     	C                 	                     	                  	                         	                               	A                        	                         	                         	A                      	                       	R                	                      	                           	A                    	                   	                        	                       	                   	                           	                         	                      	                     	                    	F                     	                            	                      	                  	F                      	                      	R                    	                     	                   	                      	F                    	                    	                         	                 	                       	                             	                    	                     	F                                   	                        	                      	                      	                        	F                   	A                        	                          	                               	                  	F                                   	A                       	                       	                       	                   	                     	                       	                       	                    	                      	                 	C                       	C                        	rR                         	                     	                         	                       	                        	                                 	                          	                        	                     	                 	                           	from shipboard Excel file of H. Okada(1767); Leg 164 file Paleo Data997A

  IR	Early Pleistocene	                 	CN13b             	              	164	 997	A	  9	H	 4	  49.00	     66.3900	Okada    	Nannofossils                                 	A              	G                 	                     	F                 	                     	                  	                         	                               	C                        	                         	                         	A                      	                       	                 	                      	                           	A                    	                   	                        	                       	                   	                           	                         	                      	F                    	                    	F                     	                            	                      	                  	R                      	                      	                     	                     	                   	F                     	F                    	                    	                         	                 	                       	                             	                    	                     	F                                   	                        	                      	                      	                        	C                   	A                        	                          	                               	                  	F                                   	A                       	                       	                       	                   	                     	                       	                       	                    	R                     	                 	C                       	C                        	                           	                     	                         	                       	                        	                                 	                          	                        	                     	                 	                           	from shipboard Excel file of H. Okada(1767); Leg 164 file Paleo Data997A

  IR	Early Pleistocene	                 	CN13b             	              	164	 997	A	  9	H	CC	   0.00	     71.2500	Okada    	Nannofossils                                 	C              	G                 	R                    	C                 	                     	                  	                         	                               	R                        	                         	                         	A                      	                       	R                	R                     	                           	A                    	                   	                        	                       	                   	                           	                         	                      	C                    	                    	F                     	                            	                      	                  	R                      	R                     	R                    	                     	                   	F                     	F                    	                    	R                        	                 	                       	                             	                    	                     	F                                   	                        	                      	                      	                        	C                   	A                        	                          	                               	                  	R                                   	A                       	                       	                       	                   	                     	                       	                       	                    	R                     	                 	F                       	R                        	                           	                     	                         	                       	                        	                                 	                          	                        	                     	                 	                           	from shipboard Excel file of H. Okada(1767); Leg 164 file Paleo Data997A

  IR	Late Pliocene    	                 	CN13a             	              	164	 997	A	 10	H	 2	  49.00	     72.7900	Okada    	Nannofossils                                 	A              	G                 	                     	F                 	                     	                  	                         	                               	                         	                         	                         	C                      	                       	R                	                      	                           	A                    	                   	                        	                       	                   	                           	                         	                      	C                    	                    	F                     	                            	                      	R                 	F                      	                      	F                    	                     	                   	F                     	C                    	                    	R                        	                 	                       	                             	                    	                     	C                                   	                        	                      	                      	                        	F                   	A                        	                          	                               	                  	R                                   	A                       	                       	                       	                   	                     	                       	                       	                    	                      	                 	                        	                         	                           	                     	                         	                       	                        	                                 	                          	                        	                     	                 	                           	from shipboard Excel file of H. Okada(1767); Leg 164 file Paleo Data997A

  IR	Late Pliocene    	                 	CN13a             	              	164	 997	A	 10	H	CC	   0.00	     80.6200	Okada    	Nannofossils                                 	A              	G                 	R                    	C                 	                     	                  	                         	                               	                         	                         	                         	A                      	                       	F                	R                     	                           	A                    	                   	                        	                       	                   	                           	                         	                      	C                    	                    	F                     	                            	                      	                  	F                      	                      	R                    	                     	                   	F                     	F                    	                    	R                        	                 	                       	                             	                    	                     	C                                   	                        	                      	                      	                        	F                   	A                        	                          	                               	                  	                                    	A                       	                       	                       	                   	R                    	                       	                       	                    	R                     	                 	                        	                         	                           	                     	                         	                       	                        	                                 	                          	                        	                     	                 	                           	from shipboard Excel file of H. Okada(1767); Leg 164 file Paleo Data997A

  IR	Late Pliocene    	                 	CN12d             	              	164	 997	A	 11	H	 2	  49.00	     82.3900	Okada    	Nannofossils                                 	A              	M                 	F                    	F                 	                     	                  	                         	                               	                         	                         	                         	A                      	                       	                 	                      	R                          	A                    	                   	                        	                       	R                  	                           	                         	                      	C                    	                    	F                     	                            	                      	                  	F                      	                      	R                    	                     	                   	F                     	F                    	                    	                         	                 	                       	                             	                    	                     	F                                   	                        	                      	                      	                        	F                   	A                        	                          	                               	                  	                                    	A                       	                       	                       	                   	                     	                       	                       	                    	                      	                 	                        	                         	                           	                     	                         	                       	                        	                                 	                          	                        	                     	                 	                           	from shipboard Excel file of H. Okada(1767); Leg 164 file Paleo Data997A

  IR	Late Pliocene    	                 	CN12d             	              	164	 997	A	 11	H	 4	  49.00	     85.3900	Okada    	Nannofossils                                 	A              	M                 	C                    	C                 	                     	                  	                         	                               	C                        	                         	                         	A                      	                       	                 	R                     	R                          	A                    	                   	                        	                       	R                  	                           	                         	                      	F                    	                    	F                     	                            	                      	R                 	F                      	                      	R                    	                     	                   	F                     	F                    	                    	                         	                 	                       	                             	                    	                     	F                                   	                        	R                     	                      	                        	F                   	A                        	                          	                               	                  	R                                   	A                       	                       	                       	                   	F                    	                       	                       	                    	                      	rR               	                        	                         	                           	                     	                         	                       	                        	                                 	                          	                        	                     	                 	                           	from shipboard Excel file of H. Okada(1767); Leg 164 file Paleo Data997A

  IR	Late Pliocene    	                 	CN12d             	              	164	 997	A	 12	H	 6	  49.00	     97.8100	Okada    	Nannofossils                                 	A              	G                 	C                    	F                 	                     	                  	                         	                               	                         	                         	                         	A                      	                       	                 	R                     	                           	A                    	                   	                        	                       	F                  	                           	                         	                      	F                    	                    	F                     	                            	                      	R                 	F                      	R                     	R                    	                     	                   	F                     	F                    	                    	R                        	                 	                       	                             	                    	                     	C                                   	                        	                      	                      	                        	C                   	A                        	                          	                               	                  	                                    	A                       	                       	                       	                   	R                    	                       	                       	                    	R                     	                 	                        	                         	                           	                     	                         	                       	                        	                                 	                          	                        	                     	                 	                           	from shipboard Excel file of H. Okada(1767); Leg 164 file Paleo Data997A

  IR	Late Pliocene    	                 	CN12d             	              	164	 997	A	 13	H	 4	 109.00	    104.0700	Okada    	Nannofossils                                 	A              	G                 	A                    	F                 	                     	                  	                         	                               	                         	                         	                         	A                      	                       	R                	R                     	                           	A                    	                   	                        	                       	F                  	                           	                         	R                     	C                    	                    	F                     	                            	                      	                  	F                      	                      	                     	                     	                   	F                     	F                    	                    	                         	                 	                       	                             	                    	                     	C                                   	                        	                      	                      	                        	C                   	C                        	                          	                               	                  	                                    	A                       	                       	                       	                   	                     	                       	                       	                    	R                     	                 	                        	                         	                           	                     	                         	                       	                        	                                 	                          	                        	                     	                 	                           	from shipboard Excel file of H. Okada(1767); Leg 164 file Paleo Data997A

  IR	Late Pliocene    	                 	CN12c             	              	164	 997	A	 13	H	 7	 114.00	    108.6200	Okada    	Nannofossils                                 	A              	G                 	A                    	C                 	                     	                  	                         	                               	                         	                         	                         	A                      	                       	R                	R                     	R                          	A                    	                   	R                       	                       	R                  	                           	                         	R                     	C                    	                    	F                     	                            	                      	                  	F                      	                      	R                    	                     	                   	F                     	F                    	                    	                         	                 	                       	                             	                    	                     	C                                   	                        	                      	                      	                        	C                   	C                        	                          	                               	                  	                                    	A                       	                       	                       	                   	                     	                       	                       	                    	                      	                 	                        	                         	                           	                     	                         	                       	                        	                                 	                          	                        	                     	                 	                           	from shipboard Excel file of H. Okada(1767); Leg 164 file Paleo Data997A

  IR	Late Pliocene    	                 	CN12c             	              	164	 997	A	 14	H	 6	  49.00	    115.7200	Okada    	Nannofossils                                 	A              	M                 	C                    	F                 	                     	                  	                         	                               	F                        	                         	                         	A                      	                       	                 	                      	                           	A                    	                   	F                       	                       	F                  	                           	                         	                      	C                    	                    	F                     	                            	                      	R                 	R                      	                      	R                    	                     	                   	F                     	F                    	                    	                         	                 	                       	                             	                    	                     	F                                   	                        	                      	                      	                        	F                   	                         	                          	                               	                  	                                    	A                       	                       	                       	                   	                     	                       	                       	                    	                      	                 	                        	                         	                           	                     	                         	                       	                        	                                 	                          	                        	                     	                 	                           	from shipboard Excel file of H. Okada(1767); Leg 164 file Paleo Data997A

  IR	Late Pliocene    	                 	CN12b             	              	164	 997	A	 14	H	CC	   0.00	    119.1000	Okada    	Nannofossils                                 	A              	M                 	A                    	C                 	                     	                  	                         	                               	                         	                         	                         	A                      	                       	                 	                      	R                          	A                    	R                  	F                       	                       	F                  	                           	                         	R                     	C                    	                    	F                     	                            	                      	                  	F                      	                      	R                    	                     	                   	F                     	F                    	                    	                         	                 	                       	                             	                    	                     	F                                   	                        	                      	                      	                        	F                   	                         	                          	                               	                  	                                    	A                       	                       	                       	                   	R                    	                       	                       	                    	R                     	                 	                        	                         	                           	                     	                         	                       	                        	                                 	                          	                        	                     	                 	                           	from shipboard Excel file of H. Okada(1767); Leg 164 file Paleo Data997A

  IR	Late Pliocene    	                 	CN12b             	              	164	 997	A	 15	H	CC	   0.00	    128.2500	Okada    	Nannofossils                                 	A              	M                 	C                    	F                 	                     	                  	                         	                               	                         	                         	                         	A                      	                       	F                	                      	R                          	A                    	R                  	F                       	R                      	F                  	                           	                         	R                     	C                    	                    	F                     	                            	                      	                  	R                      	                      	R                    	                     	                   	F                     	F                    	                    	                         	                 	                       	                             	                    	                     	F                                   	                        	                      	                      	                        	F                   	                         	                          	                               	                  	                                    	A                       	                       	                       	                   	                     	                       	                       	                    	                      	                 	                        	                         	                           	                     	                         	                       	                        	                                 	                          	                        	                     	                 	                           	from shipboard Excel file of H. Okada(1767); Leg 164 file Paleo Data997A

  IR	Late Pliocene    	                 	CN12b             	              	164	 997	A	 16	H	CC	   0.00	    137.7500	Okada    	Nannofossils                                 	A              	G                 	A                    	F                 	                     	                  	                         	                               	C                        	                         	                         	A                      	                       	R                	                      	R                          	A                    	F                  	F                       	                       	F                  	                           	                         	R                     	C                    	                    	F                     	                            	                      	                  	R                      	                      	F                    	                     	                   	F                     	F                    	                    	                         	                 	                       	                             	                    	                     	R                                   	                        	                      	                      	                        	C                   	                         	                          	                               	                  	                                    	A                       	                       	                       	                   	                     	                       	                       	                    	                      	                 	                        	                         	                           	                     	                         	                       	                        	                                 	                          	                        	                     	                 	                           	from shipboard Excel file of H. Okada(1767); Leg 164 file Paleo Data997A

  IR	Late Pliocene    	                 	CN12b             	              	164	 997	A	 17	H	 4	  49.00	    142.3900	Okada    	Nannofossils                                 	A              	M                 	C                    	F                 	                     	                  	                         	                               	C                        	                         	                         	A                      	                       	R                	                      	F                          	A                    	R                  	C                       	                       	F                  	                           	                         	                      	C                    	                    	F                     	                            	                      	                  	R                      	                      	R                    	                     	                   	F                     	F                    	                    	                         	                 	                       	                             	                    	                     	R                                   	                        	                      	                      	                        	C                   	                         	                          	                               	                  	                                    	A                       	                       	                       	                   	                     	                       	                       	rR                  	                      	                 	                        	                         	                           	                     	                         	                       	                        	                                 	                          	                        	                     	                 	                           	from shipboard Excel file of H. Okada(1767); Leg 164 file Paleo Data997A

  IR	Late Pliocene    	                 	CN12a             	              	164	 997	A	 17	H	 6	  49.00	    145.2900	Okada    	Nannofossils                                 	A              	M                 	C                    	C                 	                     	                  	                         	                               	                         	                         	A                        	A                      	                       	R                	                      	                           	A                    	R                  	C                       	                       	F                  	                           	                         	R                     	C                    	                    	F                     	                            	                      	R                 	                       	                      	R                    	                     	                   	C                     	C                    	                    	                         	                 	                       	                             	                    	                     	                                    	                        	                      	                      	                        	C                   	                         	                          	                               	R                 	                                    	A                       	                       	                       	                   	                     	                       	                       	                    	                      	                 	                        	                         	                           	                     	                         	                       	                        	                                 	                          	                        	                     	                 	                           	from shipboard Excel file of H. Okada(1767); Leg 164 file Paleo Data997A

  IR	Late Pliocene    	                 	CN12a             	              	164	 997	A	 19	H	CC	   0.00	    158.5300	Okada    	Nannofossils                                 	A              	G                 	C                    	F                 	                     	                  	                         	                               	C                        	                         	A                        	A                      	                       	F                	                      	R                          	A                    	F                  	C                       	R                      	F                  	                           	                         	R                     	C                    	                    	F                     	                            	                      	R                 	                       	                      	R                    	                     	                   	C                     	F                    	                    	                         	                 	                       	                             	                    	                     	                                    	                        	                      	                      	                        	F                   	                         	                          	                               	F                 	                                    	C                       	F                      	                       	                   	                     	                       	                       	                    	                      	                 	                        	                         	                           	                     	                         	                       	                        	                                 	                          	                        	                     	                 	                           	from shipboard Excel file of H. Okada(1767); Leg 164 file Paleo Data997A

  IR	Late Pliocene    	                 	CN12a             	              	164	 997	A	 22	X	CC	  37.00	    181.6900	Okada    	Nannofossils                                 	A              	G                 	C                    	C                 	                     	                  	                         	                               	C                        	                         	A                        	A                      	                       	R                	R                     	F                          	A                    	F                  	C                       	                       	F                  	                           	                         	                      	C                    	                    	F                     	                            	                      	                  	                       	                      	R                    	                     	                   	F                     	F                    	                    	                         	                 	                       	                             	                    	                     	                                    	                        	                      	                      	                        	C                   	                         	                          	                               	                  	                                    	C                       	                       	                       	                   	R                    	                       	                       	                    	                      	                 	                        	                         	                           	                     	                         	                       	                        	                                 	                          	                        	                     	                 	                           	from shipboard Excel file of H. Okada(1767); Leg 164 file Paleo Data997A

