Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Umbilicosphaera sibogae,Sphenolithus moriformis,Sphenolithus heteromorphus,Sphenolithus grandis,Hayaster perplexus,Cyclicargolithus floridanus,Cyclicargolithus abisectus,Coronocyclus nitescens,Coccolithus pelagicus,Ceratolithus rugosus,Calcidiscus macintyrei,Braarudosphaera bigelowii,Discosphaera tubifera,Syracosphaera pulchra,Sphenolithus neoabies,Sphenolithus abies,Helicosphaera kamptneri,Calcidiscus leptoporus,Discoaster variabilis,Discoaster brouweri,Discoaster braarudii,Chiasmolithus altus,Rhabdosphaera clavigera,Reticulofenestra pseudoumbilicus,Gephyrocapsa aperta,Dictyococcites antarcticus,Reticulofenestra minutula,Helicosphaera sellii,Gephyrocapsa caribbeanica,Small Gephyrocapsa spp.,Scyphosphaera spp.,Reticulofenestra umbilica,Pseudoemiliania lacunosa,Pontosphaera japonica,Helicosphaera carteri,Reticulofenestra minuta,Dictyococcites productus,Reticulofenestra haqii,Reticulofenestra asanoi,Medium Gephyrocapsa spp.,Helicosphaera hyalina,Gephyrocapsa parallela,Oolithotus fragilis,Gephyrocapsa margerelii,Gephyrocapsa oceanica,Pontosphaera plana,Pontosphaera millepuncta,Helicosphaera inversa,Emiliania huxleyi,Coccolithus formosus,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,182,1127,B, 12,H,CC,  17.00,    109.2200,Shafik   ,Nannofossils                                 ,C              ,G                 ,                       ,                       ,                          ,                    ,                  ,                           ,                          ,                      ,C                    ,                    ,                      ,F                        ,                     ,                     ,                     ,                  ,                       ,F                     ,                     ,                   ,                    ,                   ,                       ,                                ,                   ,                          ,                         ,                    ,F                        ,                       ,                  ,                         ,                        ,F                    ,F                    ,                       ,                        ,                      ,                       ,A                       ,                     ,                      ,                   ,                       ,                     ,                  ,                        ,                     ,                 ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,182,1127,B, 14,H,CC,  47.00,    127.4000,Shafik   ,Nannofossils                                 ,F              ,M                 ,                       ,                       ,                          ,                    ,                  ,                           ,                          ,                      ,                     ,                    ,                      ,                         ,                     ,                     ,                     ,                  ,                       ,F                     ,                     ,                   ,                    ,                   ,                       ,                                ,                   ,                          ,                         ,                    ,C                        ,                       ,                  ,                         ,                        ,                     ,C                    ,                       ,                        ,                      ,                       ,C                       ,                     ,                      ,                   ,                       ,                     ,C                 ,                        ,                     ,                 ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,182,1127,B, 15,H,CC,   9.00,    137.9200,Shafik   ,Nannofossils                                 ,C              ,M                 ,                       ,                       ,                          ,                    ,                  ,                           ,                          ,                      ,                     ,                    ,                      ,F                        ,                     ,                     ,                     ,                  ,                       ,F                     ,                     ,                   ,                    ,                   ,                       ,                                ,                   ,                          ,                         ,                    ,                         ,A                      ,                  ,                         ,                        ,                     ,F                    ,                       ,                        ,                      ,                       ,                        ,F                    ,                      ,                   ,                       ,                     ,                  ,                        ,                     ,                 ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,182,1127,B, 16,H,CC,  42.00,    145.5800,Shafik   ,Nannofossils                                 ,               ,                  ,                       ,                       ,                          ,                    ,                  ,                           ,                          ,                      ,                     ,                    ,                      ,                         ,                     ,                     ,                     ,                  ,                       ,                      ,                     ,                   ,                    ,                   ,                       ,                                ,                   ,                          ,                         ,                    ,                         ,A                      ,                  ,                         ,                        ,                     ,F                    ,                       ,                        ,                      ,                       ,                        ,F                    ,                      ,                   ,                       ,                     ,                  ,                        ,                     ,                 ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Quaternary       ,NN19              ,NN20          ,182,1127,B, 17,X,CC,  23.00,    155.2000,Shafik   ,Nannofossils                                 ,C              ,M                 ,                       ,                       ,                          ,                    ,                  ,                           ,                          ,                      ,F                    ,                    ,                      ,F                        ,                     ,                     ,                     ,                  ,                       ,F                     ,                     ,                   ,                    ,                   ,                       ,                                ,                   ,                          ,                         ,F                   ,F                        ,C                      ,                  ,                         ,                        ,                     ,                     ,                       ,                        ,                      ,                       ,                        ,F                    ,                      ,                   ,                       ,                     ,                  ,                        ,                     ,                 ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,NN19              ,NN20          ,182,1127,B, 18,X,CC,  29.00,    162.2400,Ladner   ,Nannofossils                                 ,A              ,G                 ,                       ,                       ,                          ,                    ,                  ,                           ,                          ,                      ,F                    ,                    ,                      ,                         ,                     ,F                    ,                     ,                  ,                       ,F                     ,                     ,                   ,                    ,                   ,                       ,                                ,C                  ,C                         ,C                        ,                    ,                         ,                       ,                  ,                         ,F                       ,                     ,                     ,                       ,                        ,                      ,                       ,                        ,                     ,                      ,                   ,                       ,C                    ,                  ,                        ,                     ,                 ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,NN19              ,NN20          ,182,1127,B, 19,X,CC,  40.00,    171.4100,Ladner   ,Nannofossils                                 ,A              ,M                 ,                       ,                       ,                          ,                    ,                  ,                           ,                          ,                      ,F                    ,                    ,                      ,                         ,                     ,F                    ,                     ,                  ,C                      ,                      ,                     ,                   ,                    ,                   ,                       ,                                ,F                  ,C                         ,C                        ,                    ,                         ,                       ,                  ,                         ,                        ,                     ,                     ,                       ,                        ,                      ,                       ,                        ,                     ,                      ,                   ,                       ,                     ,                  ,                        ,                     ,                 ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,NN19              ,NN20          ,182,1127,B, 20,X,CC,  12.00,    180.1200,Ladner   ,Nannofossils                                 ,A              ,M                 ,R                      ,                       ,                          ,                    ,                  ,                           ,                          ,                      ,                     ,                    ,                      ,R                        ,                     ,                     ,                     ,                  ,                       ,                      ,                     ,                   ,                    ,                   ,                       ,                                ,C                  ,A                         ,C                        ,                    ,                         ,                       ,                  ,                         ,F                       ,                     ,                     ,                       ,                        ,                      ,                       ,                        ,                     ,                      ,                   ,C                      ,                     ,                  ,                        ,                     ,                 ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,NN19          ,182,1127,B, 21,X,CC,  21.00,    191.9200,Ladner   ,Nannofossils                                 ,A              ,G                 ,                       ,                       ,                          ,                    ,                  ,                           ,                          ,                      ,                     ,                    ,                      ,                         ,                     ,                     ,                     ,                  ,                       ,                      ,                     ,                   ,                    ,                   ,R                      ,                                ,C                  ,A                         ,C                        ,                    ,                         ,                       ,                  ,                         ,F                       ,                     ,                     ,                       ,                        ,                      ,                       ,                        ,                     ,                      ,                   ,                       ,                     ,                  ,                        ,                     ,                 ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,NN19          ,182,1127,B, 22,X,CC,  57.00,    201.0000,Ladner   ,Nannofossils                                 ,C              ,M                 ,                       ,                       ,                          ,                    ,                  ,                           ,                          ,                      ,R                    ,                    ,                      ,R                        ,                     ,F                    ,                     ,                  ,F                      ,F                     ,                     ,                   ,                    ,                   ,                       ,                                ,C                  ,C                         ,C                        ,                    ,                         ,                       ,                  ,                         ,F                       ,                     ,                     ,                       ,                        ,                      ,                       ,                        ,                     ,                      ,                   ,                       ,                     ,                  ,                        ,                     ,                 ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,NN19          ,182,1127,B, 23,X,CC,  82.00,    211.1800,Ladner   ,Nannofossils                                 ,A              ,M                 ,                       ,                       ,                          ,                    ,                  ,                           ,                          ,                      ,                     ,                    ,                      ,                         ,                     ,F                    ,                     ,                  ,                       ,F                     ,                     ,                   ,                    ,                   ,                       ,                                ,C                  ,A                         ,C                        ,                    ,                         ,                       ,                  ,                         ,F                       ,                     ,                     ,                       ,                        ,C                     ,                       ,                        ,                     ,                      ,                   ,                       ,                     ,                  ,                        ,                     ,                 ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,NN19          ,182,1127,B, 25,X,CC,  29.00,    229.8100,Ladner   ,Nannofossils                                 ,C              ,M                 ,                       ,                       ,                          ,                    ,                  ,                           ,                          ,                      ,                     ,                    ,                      ,                         ,                     ,                     ,                     ,                  ,                       ,F                     ,                     ,                   ,                    ,                   ,                       ,                                ,C                  ,C                         ,                         ,                    ,                         ,                       ,                  ,                         ,F                       ,                     ,                     ,                       ,                        ,                      ,                       ,                        ,                     ,                      ,                   ,                       ,                     ,                  ,                        ,                     ,                 ,                    ,"Diversity drops off, possibly due to recrystallization. Abundant calcite in sample"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,NN19          ,182,1127,B, 26,X,CC,  67.00,    239.7000,Ladner   ,Nannofossils                                 ,C              ,M                 ,                       ,                       ,                          ,                    ,                  ,                           ,                          ,                      ,                     ,                    ,                      ,                         ,                     ,F                    ,                     ,                  ,F                      ,                      ,                     ,                   ,                    ,                   ,R                      ,                                ,C                  ,C                         ,C                        ,                    ,                         ,                       ,                  ,                         ,F                       ,                     ,                     ,                       ,                        ,                      ,                       ,                        ,                     ,                      ,R                  ,                       ,                     ,                  ,                        ,                     ,                 ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,NN19          ,182,1127,B, 27,X,CC,  29.00,    250.4700,Ladner   ,Nannofossils                                 ,A              ,M                 ,                       ,                       ,                          ,                    ,                  ,                           ,                          ,                      ,F                    ,                    ,                      ,F                        ,                     ,F                    ,                     ,                  ,F                      ,F                     ,                     ,                   ,                    ,                   ,                       ,                                ,C                  ,A                         ,C                        ,                    ,                         ,                       ,                  ,                         ,                        ,                     ,                     ,                       ,                        ,                      ,                       ,                        ,                     ,                      ,                   ,                       ,                     ,                  ,                        ,                     ,                 ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Quaternary       ,NN19              ,NN19          ,182,1127,B, 30,X,CC,  13.00,    279.8000,Shafik   ,Nannofossils                                 ,C              ,P                 ,                       ,                       ,                          ,                    ,                  ,                           ,                          ,                      ,R                    ,                    ,                      ,R                        ,                     ,                     ,                     ,                  ,                       ,R                     ,                     ,                   ,                    ,                   ,                       ,                                ,                   ,                          ,F                        ,                    ,                         ,A                      ,                  ,                         ,R                       ,                     ,R                    ,                       ,                        ,                      ,                       ,                        ,R                    ,                      ,                   ,                       ,                     ,                  ,                        ,                     ,                 ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,182,1127,B, 31,X,CC,  36.00,    289.7500,Shafik   ,Nannofossils                                 ,F              ,M                 ,                       ,                       ,                          ,                    ,                  ,                           ,                          ,                      ,R                    ,                    ,                      ,                         ,                     ,                     ,                     ,                  ,                       ,R                     ,                     ,                   ,                    ,                   ,                       ,                                ,                   ,                          ,F                        ,                    ,                         ,A                      ,                  ,                         ,                        ,                     ,F                    ,                       ,                        ,                      ,R                      ,                        ,R                    ,                      ,                   ,                       ,                     ,                  ,                        ,                     ,                 ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,182,1127,B, 32,X,CC,  29.00,    296.1900,Shafik   ,Nannofossils                                 ,F              ,M                 ,                       ,                       ,                          ,                    ,                  ,                           ,                          ,                      ,                     ,                    ,                      ,                         ,                     ,                     ,                     ,                  ,                       ,F                     ,                     ,                   ,                    ,                   ,R                      ,                                ,                   ,                          ,                         ,                    ,R                        ,                       ,                  ,                         ,R                       ,                     ,R                    ,                       ,                        ,                      ,                       ,                        ,R                    ,F                     ,                   ,                       ,                     ,                  ,                        ,                     ,                 ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,182,1127,B, 33,X,CC,  29.00,    308.0000,Shafik   ,Nannofossils                                 ,C              ,P                 ,                       ,                       ,                          ,                    ,                  ,                           ,                          ,                      ,                     ,                    ,                      ,R                        ,                     ,                     ,                     ,                  ,                       ,F                     ,                     ,                   ,                    ,                   ,                       ,                                ,                   ,                          ,C                        ,                    ,                         ,C                      ,                  ,                         ,R                       ,                     ,F                    ,                       ,F                       ,                      ,R                      ,A                       ,                     ,                      ,                   ,                       ,                     ,                  ,                        ,                     ,                 ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,182,1127,B, 34,X,CC,  43.00,    318.8500,Shafik   ,Nannofossils                                 ,C              ,M                 ,                       ,                       ,                          ,                    ,                  ,                           ,                          ,                      ,                     ,                    ,                      ,F                        ,                     ,                     ,                     ,                  ,                       ,F                     ,                     ,                   ,                    ,                   ,                       ,                                ,                   ,                          ,                         ,                    ,F                        ,C                      ,                  ,                         ,R                       ,                     ,F                    ,                       ,                        ,                      ,                       ,                        ,                     ,                      ,                   ,                       ,                     ,                  ,                        ,                     ,                 ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,182,1127,B, 35,X,CC,  40.00,    328.3300,Shafik   ,Nannofossils                                 ,F              ,M                 ,                       ,                       ,                          ,                    ,                  ,                           ,                          ,                      ,                     ,                    ,                      ,F                        ,                     ,                     ,                     ,                  ,                       ,F                     ,                     ,                   ,                    ,                   ,                       ,                                ,                   ,                          ,F                        ,                    ,                         ,C                      ,F                 ,                         ,R                       ,                     ,C                    ,                       ,                        ,                      ,                       ,                        ,                     ,                      ,                   ,                       ,                     ,                  ,                        ,                     ,                 ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,182,1127,B, 36,X,CC,  31.00,    337.9600,Shafik   ,Nannofossils                                 ,F              ,M                 ,                       ,                       ,                          ,                    ,                  ,                           ,                          ,                      ,C                    ,                    ,                      ,F                        ,                     ,                     ,                     ,                  ,                       ,C                     ,                     ,                   ,                    ,                   ,                       ,                                ,                   ,                          ,F                        ,                    ,                         ,C                      ,R                 ,                         ,R                       ,R                    ,F                    ,                       ,                        ,                      ,                       ,                        ,                     ,                      ,                   ,                       ,                     ,                  ,                        ,                     ,                 ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,182,1127,B, 37,X,CC,  36.00,    347.4700,Shafik   ,Nannofossils                                 ,C              ,M                 ,                       ,                       ,                          ,                    ,                  ,                           ,                          ,                      ,                     ,                    ,                      ,F                        ,                     ,                     ,                     ,                  ,                       ,F                     ,                     ,                   ,                    ,                   ,                       ,                                ,A                  ,                          ,                         ,                    ,                         ,A                      ,                  ,                         ,                        ,                     ,R                    ,                       ,                        ,                      ,                       ,                        ,                     ,                      ,                   ,                       ,                     ,                  ,                        ,                     ,                 ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,NN19          ,182,1127,B, 38,X,CC,  31.00,    357.1600,Ladner   ,Nannofossils                                 ,A              ,M                 ,                       ,                       ,                          ,                    ,                  ,                           ,                          ,                      ,                     ,                    ,F                     ,R                        ,                     ,                     ,                     ,                  ,F                      ,F                     ,                     ,                   ,                    ,                   ,R                      ,                                ,C                  ,                          ,C                        ,                    ,                         ,                       ,                  ,                         ,F                       ,                     ,                     ,                       ,                        ,                      ,                       ,                        ,                     ,                      ,                   ,                       ,                     ,                  ,                        ,                     ,                 ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,NN19          ,182,1127,B, 39,X,CC,  22.00,    366.6600,Ladner   ,Nannofossils                                 ,C              ,M                 ,                       ,                       ,                          ,                    ,                  ,                           ,                          ,                      ,R                    ,                    ,R                     ,                         ,                     ,                     ,                     ,                  ,                       ,F                     ,                     ,                   ,                    ,                   ,R                      ,                                ,F                  ,C                         ,F                        ,                    ,                         ,                       ,                  ,                         ,                        ,                     ,                     ,                       ,                        ,                      ,                       ,                        ,                     ,                      ,                   ,                       ,                     ,                  ,                        ,                     ,                 ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,NN19          ,182,1127,B, 40,X,CC,  28.00,    374.5600,Ladner   ,Nannofossils                                 ,A              ,M                 ,                       ,                       ,                          ,                    ,                  ,                           ,                          ,                      ,                     ,                    ,F                     ,                         ,                     ,F                    ,                     ,                  ,F                      ,                      ,                     ,                   ,                    ,                   ,F                      ,                                ,C                  ,C                         ,C                        ,                    ,                         ,                       ,                  ,                         ,F                       ,                     ,                     ,                       ,                        ,C                     ,                       ,                        ,                     ,                      ,                   ,                       ,                     ,                  ,                        ,                     ,                 ,                    ,Numerous Scyphosphaera
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,NN19          ,182,1127,B, 41,X,CC,  34.00,    386.0300,Ladner   ,Nannofossils                                 ,A              ,M                 ,                       ,                       ,                          ,                    ,                  ,                           ,                          ,                      ,                     ,                    ,                      ,                         ,                     ,F                    ,                     ,                  ,                       ,F                     ,                     ,                   ,                    ,                   ,F                      ,                                ,C                  ,C                         ,C                        ,                    ,                         ,                       ,                  ,                         ,F                       ,                     ,                     ,                       ,C                       ,                      ,                       ,                        ,                     ,                      ,                   ,                       ,                     ,                  ,                        ,                     ,                 ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,182,1127,B, 42,X,CC,  33.00,    395.4300,Shafik   ,Nannofossils                                 ,C              ,P                 ,                       ,                       ,                          ,                    ,                  ,                           ,                          ,                      ,F                    ,                    ,                      ,R                        ,                     ,                     ,                     ,                  ,                       ,C                     ,                     ,                   ,                    ,                   ,                       ,                                ,                   ,                          ,                         ,                    ,                         ,                       ,C                 ,                         ,R                       ,                     ,C                    ,A                      ,                        ,                      ,                       ,                        ,                     ,                      ,                   ,                       ,                     ,                  ,                        ,                     ,                 ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,182,1127,B, 43,X,CC,  36.00,    404.4200,Shafik   ,Nannofossils                                 ,C              ,M                 ,                       ,                       ,                          ,                    ,                  ,                           ,                          ,                      ,                     ,                    ,                      ,R                        ,                     ,                     ,                     ,                  ,                       ,C                     ,                     ,                   ,                    ,                   ,                       ,                                ,                   ,                          ,                         ,                    ,                         ,                       ,C                 ,                         ,R                       ,R                    ,R                    ,A                      ,C                       ,                      ,                       ,                        ,                     ,                      ,                   ,                       ,                     ,                  ,                        ,                     ,                 ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,NN19          ,182,1127,B, 44,X, 4, 136.00,    410.6600,Ladner   ,Nannofossils                                 ,C              ,M                 ,                       ,                       ,                          ,                    ,                  ,                           ,                          ,                      ,                     ,                    ,F                     ,R                        ,                     ,F                    ,                     ,                  ,F                      ,F                     ,                     ,                   ,                    ,                   ,F                      ,                                ,F                  ,C                         ,                         ,                    ,                         ,                       ,                  ,                         ,R                       ,                     ,                     ,                       ,                        ,                      ,                       ,                        ,                     ,                      ,                   ,                       ,                     ,                  ,                        ,                     ,                 ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,182,1127,B, 44,X,CC,  24.00,    414.5200,Shafik   ,Nannofossils                                 ,C              ,M                 ,                       ,                       ,                          ,                    ,                  ,                           ,                          ,                      ,                     ,                    ,                      ,C                        ,                     ,                     ,                     ,                  ,                       ,R                     ,                     ,                   ,                    ,                   ,                       ,                                ,                   ,                          ,                         ,                    ,C                        ,F                      ,C                 ,R                        ,R                       ,F                    ,R                    ,                       ,                        ,                      ,                       ,                        ,                     ,                      ,                   ,                       ,                     ,                  ,                        ,                     ,                 ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,182,1127,B, 46,X,CC,  42.00,    429.8600,Shafik   ,Nannofossils                                 ,C              ,M                 ,                       ,                       ,                          ,                    ,                  ,                           ,                          ,                      ,                     ,                    ,F                     ,F                        ,                     ,                     ,                     ,                  ,F                      ,R                     ,                     ,                   ,                    ,                   ,                       ,                                ,                   ,F                         ,                         ,                    ,C                        ,                       ,                  ,                         ,                        ,                     ,                     ,                       ,                        ,                      ,                       ,                        ,                     ,                      ,                   ,                       ,                     ,                  ,                        ,                     ,                 ,                    ,       
