Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Stichomitra granulata,Buryella spp.,Phormocyrtis cubensis,Lamptonium pennatum,Lamptonium fabaeforme fabaeforme,Amphicraspedum murrayanum,Theocotylissa alpha,Podocyrtis papalis,Phormocyrtis turgida,Thyrsocyrtis hirsuta,Phormocyrtis striata striata,Phormocyrtis striata exquisita,Lychnocanoma babylonis group,Dictyoprora mongolfieri,Buryella clinata,Thyrsocyrtis rhizodon,Podocyrtis diamesa,Lithochytris vespertilio,Theocotylissa ficus,Theocotyle cryptocephala,Theocorys anaclasta,Spongatractus pachystylus,Rhopalocanium ornatum,Podocyrtis sinuosa,Lamptonium fabaeforme constrictum,Lamptonium fabaeforme chaunothorax,Eusyringium lagena,Dictyoprora amphora,Dictyophimus craticula,Thyrsocyrtis robusta,Rhabdolithis pipa,Lithocyclia ocellus,Eusyringium fistuligerum,Thyrsocyrtis triacantha,Sethochytris triconiscus,Podocyrtis  ampla,Lophocyrtis biaurita,Calocyclas hispida,Podocyrtis mitra,Calocycloma ampulla,Anthocyrtoma sp.,Podocyrtis trachodes,Podocyrtis fasciolata,Podocyrtis chalara,Dictyoprora armadillo,Cryptocarpium ornatum,Lithocyclia aristotelis group,Podocyrtis goetheana,Dictyoprora pirum,Calocyclas turris,Thyrsocyrtis  tetracantha,Lychnocanoma bajunensis,Cryptocarpium azyx,Tristylospyris triceros,Lychnocanoma amphitrite,Thyrsocyrtis bromia,Thyrsocyrtis lochites,Calocyclas bandyca,Theocyrtis tuberosa,Artophormis gracilis,Lithocyclia angusta,Carpocanistrum spp.,Eucyrtidium diaphanes,Theocyrtis annosa,Centrobotrys gravida,Lophocyrtis spp.,Dorcadospyris ateuchus,Dorcadospyris papilio,Centrobotrys petrushevskayae,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,RP20              ,              ,165, 999,B, 15,R, 3,  23.00,    662.3300,Nigrini  ,Radiolarians                                 ,A              ,VP                ,                     ,             ,                     ,                   ,                                ,                         ,                   ,                  ,                    ,                    ,                            ,                              ,                            ,                       ,                ,                     ,                  ,                        ,                   ,                        ,                   ,                         ,                     ,                  ,                                 ,                                  ,                  ,                   ,                      ,                    ,                 ,                   ,                        ,                       ,                        ,                 ,                    ,                  ,                ,                   ,                ,                    ,                     ,                  ,                     ,                     ,                             ,                    ,                 ,                 ,                         ,                       ,                  ,                       ,                       ,                   ,                     ,                  ,+                  ,+                   ,                   ,+                  ,                     ,                 ,                    ,+               ,+                     ,+                    ,+                           ,Mixed assemblage with rare well preserved specimens. From 165SR. Chapter 3. Table 3.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,RP20              ,              ,165, 999,B, 16,R, 1,  20.00,    669.0000,Nigrini  ,Radiolarians                                 ,A              ,VP                ,                     ,             ,                     ,                   ,                                ,                         ,                   ,                  ,                    ,                    ,                            ,                              ,                            ,                       ,                ,                     ,                  ,                        ,                   ,                        ,                   ,                         ,                     ,                  ,                                 ,                                  ,                  ,                   ,                      ,                    ,                 ,                   ,                        ,                       ,                        ,                 ,                    ,                  ,                ,                   ,                ,                    ,                     ,                  ,                     ,                     ,                             ,                    ,                 ,                 ,                         ,                       ,                  ,+                      ,                       ,                   ,                     ,                  ,                   ,+                   ,+                  ,+                  ,+                    ,+                ,+                   ,+               ,                      ,                     ,                            ,Mixed assemblage with rare well preserved specimens. From 165SR. Chapter 3. Table 3.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,RP20              ,              ,165, 999,B, 16,R, 3,  21.00,    670.8000,Nigrini  ,Radiolarians                                 ,C              ,VP                ,                     ,             ,                     ,                   ,                                ,                         ,                   ,                  ,                    ,                    ,                            ,                              ,                            ,                       ,                ,                     ,                  ,                        ,                   ,                        ,                   ,                         ,                     ,                  ,                                 ,                                  ,                  ,                   ,                      ,                    ,                 ,                   ,                        ,                       ,                        ,                 ,                    ,                  ,                ,                   ,                ,                    ,                     ,                  ,                     ,                     ,                             ,                    ,                 ,                 ,                         ,                       ,                  ,                       ,                       ,                   ,                     ,                  ,                   ,+                   ,                   ,+                  ,                     ,                 ,                    ,+               ,+                     ,                     ,                            ,From 165SR. Chapter 3. Table 3.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,RP20              ,              ,165, 999,B, 16,R, 5,  16.00,    673.7500,Nigrini  ,Radiolarians                                 ,F              ,M                 ,                     ,             ,                     ,                   ,                                ,                         ,                   ,                  ,                    ,                    ,                            ,                              ,                            ,                       ,                ,                     ,                  ,                        ,                   ,                        ,                   ,                         ,                     ,                  ,                                 ,                                  ,                  ,                   ,                      ,                    ,                 ,                   ,                        ,                       ,                        ,                 ,                    ,                  ,                ,                   ,                ,                    ,                     ,                  ,                     ,                     ,                             ,                    ,                 ,                 ,                         ,                       ,                  ,                       ,                       ,                   ,                     ,                  ,                   ,+                   ,                   ,+                  ,+                    ,+                ,+                   ,                ,                      ,                     ,                            ,From 165SR. Chapter 3. Table 3.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,RP20              ,              ,165, 999,B, 19,R, 1,  23.00,    682.1300,Nigrini  ,Radiolarians                                 ,A              ,VP                ,                     ,             ,                     ,                   ,                                ,                         ,                   ,                  ,                    ,                    ,                            ,                              ,                            ,                       ,                ,                     ,                  ,                        ,                   ,                        ,                   ,                         ,                     ,                  ,                                 ,                                  ,                  ,                   ,                      ,                    ,                 ,                   ,                        ,                       ,                        ,                 ,                    ,                  ,                ,                   ,                ,                    ,                     ,                  ,                     ,                     ,                             ,                    ,                 ,                 ,                         ,                       ,                  ,+                      ,                       ,                   ,                     ,                  ,?                  ,                    ,                   ,+                  ,+                    ,                 ,                    ,                ,                      ,                     ,                            ,Mixed assemblage with very rare moderately preserved specimens. From 165SR. Chapter 3. Table 3.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,RP20              ,              ,165, 999,B, 20,R, 1,  18.00,    685.0800,Nigrini  ,Radiolarians                                 ,C              ,VP                ,                     ,             ,                     ,                   ,                                ,                         ,                   ,                  ,                    ,                    ,                            ,                              ,                            ,                       ,                ,                     ,                  ,                        ,                   ,                        ,                   ,                         ,                     ,                  ,                                 ,                                  ,                  ,                   ,                      ,                    ,                 ,                   ,                        ,                       ,                        ,                 ,                    ,                  ,                ,                   ,                ,                    ,                     ,                  ,                     ,                     ,                             ,                    ,                 ,                 ,                         ,                       ,                  ,+                      ,                       ,                   ,                     ,                  ,                   ,                    ,                   ,+                  ,                     ,                 ,                    ,                ,                      ,                     ,                            ,From 165SR. Chapter 3. Table 3.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,RP20              ,              ,165, 999,B, 23,R, 1,  22.00,    707.4200,Nigrini  ,Radiolarians                                 ,A              ,VP                ,                     ,             ,                     ,                   ,                                ,                         ,                   ,                  ,                    ,                    ,                            ,                              ,                            ,                       ,                ,                     ,                  ,                        ,                   ,                        ,                   ,                         ,                     ,                  ,                                 ,                                  ,                  ,                   ,                      ,                    ,                 ,                   ,                        ,                       ,                        ,                 ,                    ,                  ,                ,                   ,                ,                    ,                     ,                  ,                     ,                     ,                             ,                    ,                 ,                 ,                         ,                       ,                  ,                       ,                       ,                   ,                     ,                  ,?                  ,+                   ,                   ,                   ,                     ,                 ,                    ,                ,                      ,                     ,                            ,Mixed assemblage with very rare moderately preserved specimens. From 165SR. Chapter 3. Table 3.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,RP20              ,              ,165, 999,B, 23,R, 3,  25.00,    710.4500,Nigrini  ,Radiolarians                                 ,F              ,VP                ,                     ,             ,                     ,                   ,                                ,                         ,                   ,                  ,                    ,                    ,                            ,                              ,                            ,                       ,                ,                     ,                  ,                        ,                   ,                        ,                   ,                         ,                     ,                  ,                                 ,                                  ,                  ,                   ,                      ,                    ,                 ,                   ,                        ,                       ,                        ,                 ,                    ,                  ,                ,                   ,                ,                    ,                     ,                  ,                     ,                     ,                             ,                    ,                 ,                 ,                         ,                       ,                  ,                       ,                       ,                   ,                     ,                  ,?                  ,                    ,                   ,                   ,                     ,                 ,                    ,                ,                      ,                     ,                            ,From 165SR. Chapter 3. Table 3.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,RP20              ,              ,165, 999,B, 24,R, 3,  23.00,    719.9300,Nigrini  ,Radiolarians                                 ,A              ,P-M               ,                     ,             ,                     ,                   ,                                ,                         ,                   ,                  ,                    ,                    ,                            ,                              ,                            ,                       ,                ,                     ,                  ,                        ,                   ,                        ,                   ,                         ,                     ,                  ,                                 ,                                  ,                  ,                   ,                      ,                    ,                 ,                   ,                        ,                       ,                        ,                 ,                    ,                  ,                ,                   ,                ,                    ,                     ,                  ,                     ,                     ,                             ,                    ,                 ,                 ,                         ,                       ,                  ,+                      ,                       ,                   ,                     ,                  ,+                  ,+                   ,+                  ,                   ,                     ,                 ,                    ,                ,                      ,                     ,                            ,From 165SR. Chapter 3. Table 3.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,RP20              ,              ,165, 999,B, 24,R, 5,  22.00,    722.9200,Nigrini  ,Radiolarians                                 ,A              ,P                 ,                     ,             ,                     ,                   ,                                ,                         ,                   ,                  ,                    ,                    ,                            ,                              ,                            ,                       ,                ,                     ,                  ,                        ,                   ,                        ,                   ,                         ,                     ,                  ,                                 ,                                  ,                  ,                   ,                      ,                    ,                 ,                   ,                        ,                       ,                        ,                 ,                    ,                  ,                ,                   ,                ,                    ,                     ,                  ,                     ,                     ,+                            ,                    ,                 ,                 ,                         ,                       ,                  ,+                      ,                       ,                   ,                     ,                  ,?                  ,+                   ,+                  ,                   ,                     ,                 ,                    ,                ,                      ,                     ,                            ,From 165SR. Chapter 3. Table 3.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,RP19              ,              ,165, 999,B, 25,R, 1,  31.00,    726.9100,Nigrini  ,Radiolarians                                 ,A              ,VP                ,                     ,             ,                     ,                   ,                                ,                         ,                   ,                  ,                    ,                    ,                            ,                              ,                            ,+                      ,                ,                     ,                  ,                        ,                   ,                        ,                   ,                         ,                     ,                  ,                                 ,                                  ,                  ,                   ,                      ,                    ,                 ,                   ,                        ,                       ,                        ,                 ,                    ,                  ,                ,                   ,                ,                    ,                     ,                  ,                     ,+                    ,+                            ,                    ,                 ,                 ,                         ,                       ,                  ,                       ,                       ,                   ,                     ,                  ,?                  ,+                   ,                   ,                   ,                     ,                 ,                    ,                ,                      ,                     ,                            ,From 165SR. Chapter 3. Table 3.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,RP19              ,              ,165, 999,B, 25,R, 3,  20.00,    729.2000,Nigrini  ,Radiolarians                                 ,F              ,VP                ,                     ,             ,                     ,                   ,                                ,                         ,                   ,                  ,                    ,                    ,                            ,                              ,                            ,                       ,                ,                     ,                  ,                        ,                   ,                        ,                   ,                         ,                     ,                  ,                                 ,                                  ,                  ,                   ,                      ,                    ,                 ,                   ,                        ,                       ,                        ,                 ,                    ,                  ,                ,                   ,                ,                    ,                     ,                  ,+                    ,                     ,                             ,                    ,                 ,                 ,                         ,                       ,                  ,                       ,+                      ,                   ,                     ,                  ,?                  ,                    ,                   ,                   ,                     ,                 ,                    ,                ,                      ,                     ,                            ,From 165SR. Chapter 3. Table 3.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,RP19              ,              ,165, 999,B, 25,R, 5,  21.00,    731.3700,Nigrini  ,Radiolarians                                 ,A              ,P                 ,                     ,             ,                     ,                   ,                                ,                         ,                   ,                  ,                    ,                    ,                            ,                              ,+                           ,                       ,                ,                     ,                  ,                        ,                   ,                        ,                   ,                         ,                     ,                  ,                                 ,                                  ,                  ,                   ,                      ,                    ,                 ,                   ,                        ,                       ,                        ,                 ,                    ,                  ,                ,                   ,                ,                    ,                     ,                  ,                     ,                     ,+                            ,                    ,                 ,                 ,                         ,+                      ,                  ,+                      ,+                      ,                   ,                     ,                  ,?                  ,                    ,                   ,                   ,                     ,                 ,                    ,                ,                      ,                     ,                            ,From 165SR. Chapter 3. Table 3.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,RP19              ,              ,165, 999,B, 25,R, 7,   8.00,    734.2400,Nigrini  ,Radiolarians                                 ,F              ,VP                ,                     ,             ,                     ,                   ,                                ,                         ,                   ,                  ,                    ,                    ,                            ,                              ,                            ,+                      ,                ,                     ,                  ,                        ,                   ,                        ,                   ,                         ,                     ,                  ,                                 ,                                  ,                  ,                   ,                      ,                    ,                 ,                   ,                        ,                       ,                        ,                 ,                    ,                  ,                ,                   ,                ,                    ,                     ,                  ,+                    ,                     ,+                            ,                    ,                 ,                 ,                         ,                       ,                  ,                       ,                       ,                   ,                     ,                  ,                   ,                    ,                   ,                   ,                     ,                 ,                    ,                ,                      ,                     ,                            ,From 165SR. Chapter 3. Table 3.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,RP19              ,              ,165, 999,B, 26,R, 1,  12.00,    736.4200,Nigrini  ,Radiolarians                                 ,C              ,VP                ,                     ,             ,                     ,                   ,                                ,                         ,                   ,                  ,                    ,                    ,                            ,                              ,                            ,                       ,                ,                     ,                  ,                        ,                   ,                        ,                   ,                         ,                     ,                  ,                                 ,                                  ,                  ,                   ,                      ,                    ,                 ,                   ,                        ,                       ,                        ,                 ,                    ,                  ,                ,                   ,                ,                    ,                     ,                  ,                     ,+                    ,+                            ,                    ,                 ,                 ,                         ,+                      ,                  ,                       ,                       ,                   ,                     ,                  ,?                  ,                    ,                   ,                   ,                     ,                 ,                    ,                ,                      ,                     ,                            ,From 165SR. Chapter 3. Table 3.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,RP19              ,              ,165, 999,B, 26,R, 3,  23.00,    739.5300,Nigrini  ,Radiolarians                                 ,F              ,VP                ,                     ,             ,                     ,                   ,                                ,                         ,                   ,                  ,                    ,                    ,                            ,                              ,                            ,?                      ,                ,                     ,                  ,                        ,                   ,                        ,                   ,                         ,                     ,                  ,                                 ,                                  ,                  ,                   ,                      ,                    ,                 ,                   ,                        ,                       ,                        ,                 ,                    ,                  ,                ,                   ,                ,                    ,                     ,                  ,                     ,                     ,                             ,                    ,?                ,                 ,                         ,                       ,                  ,                       ,                       ,                   ,                     ,                  ,                   ,                    ,                   ,                   ,                     ,                 ,                    ,                ,                      ,                     ,                            ,Mixed assemblage with very rare well preserved specimens. From 165SR. Chapter 3. Table 3.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,RP18              ,              ,165, 999,B, 26,R, 5,  13.00,    742.4300,Nigrini  ,Radiolarians                                 ,A              ,P                 ,                     ,             ,                     ,                   ,                                ,                         ,                   ,                  ,                    ,                    ,                            ,                              ,+                           ,+                      ,                ,                     ,                  ,                        ,                   ,                        ,                   ,                         ,                     ,                  ,                                 ,                                  ,                  ,                   ,                      ,                    ,                 ,                   ,                        ,                       ,                        ,                 ,                    ,                  ,                ,                   ,                ,                    ,                     ,                  ,+                    ,                     ,+                            ,                    ,                 ,                 ,?                        ,                       ,                  ,+                      ,                       ,                   ,                     ,                  ,                   ,                    ,                   ,                   ,                     ,                 ,                    ,                ,                      ,                     ,                            ,From 165SR. Chapter 3. Table 3.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,RP18              ,              ,165, 999,B, 27,R, 1,  19.00,    746.1900,Nigrini  ,Radiolarians                                 ,A              ,P-G               ,                     ,             ,                     ,                   ,                                ,                         ,                   ,                  ,                    ,                    ,                            ,                              ,+                           ,+                      ,                ,+                    ,                  ,                        ,                   ,                        ,                   ,                         ,                     ,                  ,                                 ,                                  ,                  ,                   ,                      ,                    ,                 ,                   ,                        ,+                      ,                        ,                 ,                    ,                  ,                ,                   ,                ,                    ,                     ,                  ,+                    ,+                    ,+                            ,                    ,+                ,+                ,+                        ,+                      ,+                 ,                       ,                       ,+                  ,+                    ,+                 ,                   ,                    ,                   ,                   ,                     ,                 ,                    ,                ,                      ,                     ,                            ,From 165SR. Chapter 3. Table 3.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,                  ,              ,165, 999,B, 27,R, 3,  13.00,    749.1100,Nigrini  ,Radiolarians                                 ,A              ,VP                ,                     ,             ,                     ,                   ,                                ,                         ,                   ,                  ,                    ,                    ,                            ,                              ,                            ,+                      ,                ,                     ,                  ,                        ,                   ,                        ,                   ,                         ,                     ,                  ,                                 ,                                  ,                  ,                   ,                      ,                    ,                 ,                   ,                        ,                       ,                        ,                 ,                    ,                  ,                ,                   ,                ,                    ,                     ,                  ,+                    ,                     ,+                            ,                    ,?                ,+                ,                         ,                       ,+                 ,                       ,                       ,                   ,                     ,                  ,                   ,                    ,                   ,                   ,                     ,                 ,                    ,                ,                      ,                     ,                            ,From 165SR. Chapter 3. Table 3.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,                  ,              ,165, 999,B, 27,R, 5,  19.00,    752.1700,Nigrini  ,Radiolarians                                 ,A              ,VP                ,                     ,             ,                     ,                   ,                                ,                         ,                   ,                  ,                    ,                    ,                            ,                              ,                            ,+                      ,                ,?                    ,                  ,                        ,                   ,                        ,                   ,                         ,                     ,                  ,                                 ,                                  ,                  ,                   ,                      ,                    ,                 ,                   ,                        ,+                      ,                        ,                 ,                    ,                  ,                ,                   ,                ,                    ,                     ,                  ,+                    ,                     ,+                            ,                    ,                 ,+                ,+                        ,+                      ,                  ,+                      ,                       ,                   ,+                    ,?                 ,                   ,                    ,                   ,                   ,                     ,                 ,                    ,                ,                      ,                     ,                            ,From 165SR. Chapter 3. Table 3.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,RP17              ,              ,165, 999,B, 28,R, 1,   0.00,    755.7000,Nigrini  ,Radiolarians                                 ,A              ,MG                ,                     ,             ,                     ,                   ,                                ,                         ,                   ,                  ,                    ,                    ,                            ,                              ,R                           ,C                      ,                ,F                    ,                  ,                        ,                   ,                        ,                   ,                         ,                     ,                  ,                                 ,                                  ,                  ,                   ,                      ,                    ,                 ,                   ,                        ,                       ,                        ,                 ,                    ,                  ,                ,                   ,                ,                    ,                     ,                  ,R                    ,                     ,R                            ,?                   ,                 ,F                ,                         ,                       ,F                 ,R                      ,                       ,?                  ,                     ,                  ,                   ,                    ,                   ,                   ,                     ,                 ,                    ,                ,                      ,                     ,                            ,From 165SR. Chapter 3. Table 3.
