Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Sphenolithus abies/neoabies,Reticulofenestra pseudoumbilica,Helicosphaera kamptneri,Discoaster variabilis,Discoaster surculus,Discoaster pentaradiatus,Discoaster brouweri,Discoaster asymmetricus,Crenalithus doronicoides,Coccolithus pelagicus,Calcidiscus macintyrei,Calcidiscus leptoporus,Rhabdosphaera stylifera,Rhabdosphaera clavigera,Pseudoemiliania lacunosa,Pontosphaera japonica,Helicosphaera sellii,Ceratolithus rugosus,Syracosphaera pulchra,Discoaster triradiatus,Scyphosphaera pulcherrima,Crenalithus radiatus,Gephyrocapsa spp.,Gephyrocapsa caribbeanica,Umbilicosphaera mirabilis,Syracosphaera histrica,Pontosphaera syracusana,Oolithotus antillarum,Gephyrocapsa oceanica,Ceratolithus telesmus,Thoracosphaera sp.,Emiliania huxleyi,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,CN14b             ,              ,108, 662,A,  4,H, 1, 100.00,     23.2000,Manivit  ,Nannofossils                                 ,A              ,G                 ,                           ,                               ,F                      ,                     ,                   ,                        ,                   ,                       ,A                       ,                     ,                      ,F                     ,R                      ,                       ,                        ,R                    ,                    ,                    ,R                    ,                      ,R                        ,                    ,A                ,A                        ,C                        ,                      ,                       ,                     ,A                    ,                     ,                  ,                 ,from ODP Leg 108 SR Chapter 4 Table 8 p 52
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,CN14a             ,CN14b         ,108, 662,A,  4,H, 2,  50.00,     24.2000,Manivit  ,Nannofossils                                 ,A              ,G                 ,                           ,                               ,F                      ,                     ,                   ,                        ,                   ,                       ,A                       ,                     ,                      ,C                     ,                       ,R                      ,R                       ,                     ,                    ,                    ,                     ,                      ,                         ,                    ,A                ,A                        ,C                        ,F                     ,                       ,F                    ,A                    ,                     ,                  ,                 ,from ODP Leg 108 SR Chapter 4 Table 8 p 52
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,CN14a             ,CN14b         ,108, 662,A,  4,H, 3, 150.00,     26.7000,Manivit  ,Nannofossils                                 ,A              ,M                 ,                           ,                               ,C                      ,                     ,                   ,                        ,rR                 ,                       ,C                       ,                     ,                      ,F                     ,F                      ,                       ,F                       ,R                    ,                    ,F                   ,F                    ,                      ,                         ,                    ,A                ,A                        ,F                        ,R                     ,R                      ,                     ,A                    ,                     ,                  ,                 ,from ODP Leg 108 SR Chapter 4 Table 8 p 52
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,CN14a             ,CN14b         ,108, 662,A,  4,H, 7,  40.00,     31.6000,Manivit  ,Nannofossils                                 ,A              ,M                 ,                           ,                               ,C                      ,                     ,                   ,                        ,                   ,                       ,C                       ,                     ,                      ,F                     ,                       ,F                      ,F                       ,R                    ,                    ,R                   ,R                    ,                      ,R                        ,                    ,A                ,A                        ,R                        ,F                     ,                       ,R                    ,A                    ,R                    ,                  ,                 ,from ODP Leg 108 SR Chapter 4 Table 8 p 52
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,CN14a             ,              ,108, 662,A,  5,H,CC,   1.00,     41.1600,Manivit  ,Nannofossils                                 ,A              ,G                 ,                           ,                               ,C                      ,                     ,                   ,                        ,                   ,                       ,A                       ,                     ,                      ,F                     ,R                      ,R                      ,F                       ,F                    ,                    ,R                   ,F                    ,                      ,                         ,                    ,A                ,A                        ,R                        ,                      ,                       ,                     ,A                    ,                     ,                  ,                 ,from ODP Leg 108 SR Chapter 4 Table 8 p 52
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,CN13b             ,CN14a         ,108, 662,A,  6,H,CC,  15.00,     50.6500,Manivit  ,Nannofossils                                 ,A              ,G                 ,                           ,                               ,C                      ,rR                   ,                   ,                        ,                   ,                       ,A                       ,                     ,                      ,F                     ,                       ,F                      ,C                       ,                     ,                    ,R                   ,F                    ,                      ,                         ,                    ,A                ,C                        ,F                        ,                      ,R                      ,R                    ,C                    ,                     ,                  ,                 ,from ODP Leg 108 SR Chapter 4 Table 8 p 52
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,CN13b             ,CN14a         ,108, 662,A,  7,H,CC,  11.00,     60.2400,Manivit  ,Nannofossils                                 ,A              ,M                 ,                           ,                               ,F                      ,                     ,                   ,                        ,                   ,                       ,A                       ,                     ,                      ,F                     ,F                      ,F                      ,A                       ,R                    ,                    ,R                   ,                     ,                      ,                         ,                    ,A                ,A                        ,F                        ,R                     ,                       ,                     ,                     ,                     ,                  ,                 ,from ODP Leg 108 SR Chapter 4 Table 8 p 52
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,CN13b             ,CN14a         ,108, 662,A,  8,H,CC,   9.00,     69.7900,Manivit  ,Nannofossils                                 ,A              ,M                 ,                           ,                               ,F                      ,                     ,                   ,                        ,                   ,                       ,A                       ,                     ,                      ,F                     ,R                      ,                       ,F                       ,                     ,                    ,                    ,R                    ,                      ,R                        ,                    ,A                ,A                        ,F                        ,                      ,                       ,                     ,                     ,                     ,                  ,                 ,from ODP Leg 108 SR Chapter 4 Table 8 p 52
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,CN13b             ,CN14a         ,108, 662,A,  9,H,CC,  11.00,     78.4800,Manivit  ,Nannofossils                                 ,A              ,M                 ,                           ,                               ,C                      ,                     ,                   ,                        ,                   ,                       ,C                       ,                     ,                      ,F                     ,F                      ,R                      ,F                       ,R                    ,                    ,                    ,F                    ,                      ,                         ,                    ,A                ,C                        ,F                        ,                      ,                       ,                     ,                     ,                     ,                  ,                 ,from ODP Leg 108 SR Chapter 4 Table 8 p 52
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,CN13b             ,              ,108, 662,A, 10,H, 1,  60.00,     79.8000,Manivit  ,Nannofossils                                 ,A              ,M                 ,                           ,                               ,C                      ,                     ,                   ,                        ,                   ,                       ,A                       ,R                    ,rR                    ,F                     ,                       ,                       ,C                       ,                     ,rR                  ,R                   ,                     ,                      ,                         ,                    ,A                ,A                        ,F                        ,                      ,                       ,                     ,                     ,                     ,                  ,                 ,from ODP Leg 108 SR Chapter 4 Table 8 p 52
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,CN13a             ,CN13b         ,108, 662,A, 10,H, 4,   0.00,     83.7000,Manivit  ,Nannofossils                                 ,A              ,M                 ,                           ,                               ,C                      ,                     ,                   ,                        ,                   ,                       ,A                       ,                     ,                      ,F                     ,R                      ,R                      ,F                       ,                     ,                    ,                    ,                     ,                      ,                         ,                    ,A                ,A                        ,                         ,                      ,                       ,                     ,                     ,                     ,                  ,                 ,from ODP Leg 108 SR Chapter 4 Table 8 p 52
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,CN13a             ,CN13b         ,108, 662,A, 10,H,CC,   7.00,     88.7400,Manivit  ,Nannofossils                                 ,A              ,P                 ,                           ,                               ,C                      ,                     ,                   ,                        ,rR                 ,                       ,A                       ,F                    ,rR                    ,C                     ,F                      ,F                      ,F                       ,R                    ,rR                  ,R                   ,F                    ,rR                    ,R                        ,                    ,A                ,A                        ,                         ,                      ,                       ,                     ,                     ,                     ,                  ,                 ,from ODP Leg 108 SR Chapter 4 Table 8 p 52
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,CN13a             ,CN13b         ,108, 662,A, 11,H,CC,  13.00,     98.3200,Manivit  ,Nannofossils                                 ,A              ,P                 ,                           ,                               ,C                      ,rR                   ,rR                 ,rR                      ,rR                 ,rR                     ,C                       ,C                    ,rR                    ,F                     ,                       ,R                      ,F                       ,                     ,rR                  ,                    ,                     ,                      ,                         ,                    ,C                ,C                        ,                         ,                      ,                       ,                     ,                     ,                     ,                  ,                 ,from ODP Leg 108 SR Chapter 4 Table 8 p 52
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,CN13a             ,CN13b         ,108, 662,A, 12,H, 2,   0.00,     99.7000,Manivit  ,Nannofossils                                 ,A              ,M                 ,                           ,                               ,C                      ,                     ,                   ,                        ,                   ,                       ,C                       ,                     ,                      ,F                     ,F                      ,F                      ,F                       ,                     ,R                   ,                    ,F                    ,                      ,                         ,                    ,C                ,                         ,                         ,                      ,                       ,                     ,                     ,                     ,                  ,                 ,from ODP Leg 108 SR Chapter 4 Table 8 p 52
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,CN13a             ,CN13b         ,108, 662,A, 12,H, 6,  10.00,    105.8000,Manivit  ,Nannofossils                                 ,A              ,M                 ,                           ,                               ,C                      ,                     ,                   ,rR                      ,                   ,                       ,A                       ,F                    ,                      ,F                     ,                       ,                       ,F                       ,                     ,R                   ,R                   ,                     ,                      ,                         ,                    ,                 ,                         ,                         ,                      ,                       ,                     ,                     ,                     ,                  ,                 ,from ODP Leg 108 SR Chapter 4 Table 8 p 52
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,CN13a             ,CN13b         ,108, 662,A, 12,H, 6, 109.00,    106.7900,Manivit  ,Nannofossils                                 ,A              ,M                 ,                           ,                               ,C                      ,                     ,                   ,                        ,                   ,                       ,A                       ,                     ,                      ,F                     ,F                      ,R                      ,F                       ,R                    ,F                   ,                    ,R                    ,                      ,R                        ,rR                  ,                 ,                         ,                         ,                      ,                       ,                     ,                     ,                     ,                  ,                 ,from ODP Leg 108 SR Chapter 4 Table 8 p 52
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,CN13a             ,CN13b         ,108, 662,A, 13,H, 1,  74.00,    108.4400,Manivit  ,Nannofossils                                 ,A              ,M                 ,                           ,                               ,C                      ,                     ,                   ,                        ,                   ,                       ,A                       ,                     ,R                     ,F                     ,                       ,                       ,C                       ,                     ,F                   ,R                   ,                     ,                      ,                         ,                    ,                 ,                         ,                         ,                      ,                       ,                     ,                     ,                     ,                  ,                 ,from ODP Leg 108 SR Chapter 4 Table 8 p 52
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,CN13a             ,              ,108, 662,A, 13,H, 4,   0.00,    112.2000,Manivit  ,Nannofossils                                 ,A              ,M                 ,                           ,                               ,F                      ,                     ,                   ,                        ,                   ,                       ,A                       ,                     ,F                     ,F                     ,F                      ,                       ,F                       ,                     ,F                   ,                    ,                     ,                      ,                         ,                    ,                 ,                         ,                         ,                      ,                       ,                     ,                     ,                     ,                  ,                 ,from ODP Leg 108 SR Chapter 4 Table 8 p 52
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,CN12d             ,CN13a         ,108, 662,A, 13,H,CC,  12.00,    117.3800,Manivit  ,Nannofossils                                 ,A              ,M                 ,                           ,                               ,F                      ,                     ,rR                 ,                        ,                   ,                       ,A                       ,F                    ,F                     ,F                     ,                       ,R                      ,C                       ,R                    ,C                   ,R                   ,R                    ,                      ,                         ,                    ,                 ,                         ,                         ,                      ,                       ,                     ,                     ,                     ,                  ,                 ,from ODP Leg 108 SR Chapter 4 Table 8 p 52
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,CN12d             ,CN13a         ,108, 662,A, 14,H, 5,   0.00,    123.2000,Manivit  ,Nannofossils                                 ,A              ,M                 ,                           ,                               ,C                      ,                     ,                   ,                        ,                   ,                       ,A                       ,                     ,C                     ,F                     ,R                      ,                       ,F                       ,                     ,C                   ,                    ,                     ,                      ,                         ,                    ,                 ,                         ,                         ,                      ,                       ,                     ,                     ,                     ,                  ,                 ,from ODP Leg 108 SR Chapter 4 Table 8 p 52
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,CN12d             ,CN13a         ,108, 662,A, 14,H, 5,  74.00,    123.9400,Manivit  ,Nannofossils                                 ,A              ,M                 ,                           ,                               ,C                      ,                     ,                   ,                        ,F                  ,                       ,C                       ,                     ,C                     ,F                     ,                       ,R                      ,F                       ,                     ,F                   ,R                   ,                     ,R                     ,                         ,                    ,                 ,                         ,                         ,                      ,                       ,                     ,                     ,                     ,                  ,                 ,from ODP Leg 108 SR Chapter 4 Table 8 p 52
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12d             ,CN13a         ,108, 662,A, 15,H, 4,   0.00,    131.2000,Manivit  ,Nannofossils                                 ,A              ,M                 ,                           ,                               ,F                      ,                     ,                   ,                        ,C                  ,                       ,A                       ,                     ,F                     ,F                     ,                       ,                       ,F                       ,R                    ,C                   ,                    ,R                    ,F                     ,                         ,                    ,                 ,                         ,                         ,                      ,                       ,                     ,                     ,                     ,                  ,                 ,from ODP Leg 108 SR Chapter 4 Table 8 p 52
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12d             ,              ,108, 662,A, 15,H, 6,   0.00,    134.2000,Manivit  ,Nannofossils                                 ,A              ,M                 ,                           ,                               ,F                      ,                     ,                   ,                        ,C                  ,                       ,A                       ,                     ,C                     ,F                     ,                       ,                       ,F                       ,R                    ,C                   ,                    ,                     ,F                     ,                         ,                    ,                 ,                         ,                         ,                      ,                       ,                     ,                     ,                     ,                  ,                 ,from ODP Leg 108 SR Chapter 4 Table 8 p 52
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12c             ,CN12d         ,108, 662,A, 16,H,CC,  16.00,    145.9200,Manivit  ,Nannofossils                                 ,A              ,M                 ,                           ,                               ,F                      ,                     ,                   ,                        ,C                  ,                       ,A                       ,R                    ,F                     ,F                     ,R                      ,R                      ,F                       ,                     ,F                   ,R                   ,R                    ,R                     ,                         ,                    ,                 ,                         ,                         ,                      ,                       ,                     ,                     ,                     ,                  ,                 ,from ODP Leg 108 SR Chapter 4 Table 8 p 52
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12c             ,              ,108, 662,A, 17,H, 2, 140.00,    148.6000,Manivit  ,Nannofossils                                 ,A              ,M                 ,                           ,                               ,C                      ,                     ,                   ,R                       ,C                  ,                       ,C                       ,R                    ,C                     ,F                     ,                       ,                       ,F                       ,                     ,F                   ,                    ,                     ,                      ,                         ,                    ,                 ,                         ,                         ,                      ,                       ,                     ,                     ,                     ,                  ,                 ,from ODP Leg 108 SR Chapter 4 Table 8 p 52
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12a             ,CN12c         ,108, 662,A, 17,H, 3, 117.00,    149.8700,Manivit  ,Nannofossils                                 ,A              ,M                 ,                           ,                               ,C                      ,                     ,F                  ,F                       ,C                  ,                       ,A                       ,R                    ,F                     ,F                     ,                       ,                       ,F                       ,                     ,F                   ,                    ,                     ,                      ,                         ,                    ,                 ,                         ,                         ,                      ,                       ,                     ,                     ,                     ,                  ,                 ,from ODP Leg 108 SR Chapter 4 Table 8 p 52
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12a             ,CN12c         ,108, 662,A, 17,H,CC,  15.00,    154.6700,Manivit  ,Nannofossils                                 ,A              ,M                 ,                           ,                               ,F                      ,                     ,F                  ,F                       ,F                  ,                       ,C                       ,F                    ,C                     ,R                     ,                       ,                       ,R                       ,                     ,F                   ,                    ,                     ,                      ,                         ,                    ,                 ,                         ,                         ,                      ,                       ,                     ,                     ,                     ,                  ,                 ,from ODP Leg 108 SR Chapter 4 Table 8 p 52
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12a             ,CN12c         ,108, 662,A, 18,H,CC,  15.00,    164.8400,Manivit  ,Nannofossils                                 ,A              ,M                 ,                           ,                               ,C                      ,R                    ,F                  ,C                       ,C                  ,                       ,A                       ,F                    ,C                     ,F                     ,R                      ,R                      ,                        ,R                    ,F                   ,R                   ,                     ,                      ,                         ,                    ,                 ,                         ,                         ,                      ,                       ,                     ,                     ,                     ,                  ,                 ,from ODP Leg 108 SR Chapter 4 Table 8 p 52
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12a             ,CN12b         ,108, 662,A, 19,H,CC,  13.00,    174.1900,Manivit  ,Nannofossils                                 ,A              ,M                 ,                           ,                               ,C                      ,F                    ,F                  ,C                       ,C                  ,R                      ,A                       ,C                    ,C                     ,F                     ,                       ,                       ,R                       ,                     ,R                   ,                    ,                     ,                      ,                         ,                    ,                 ,                         ,                         ,                      ,                       ,                     ,                     ,                     ,                  ,                 ,from ODP Leg 108 SR Chapter 4 Table 8 p 52
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN11              ,CN12a         ,108, 662,A, 20,H,CC,  14.00,    183.8900,Manivit  ,Nannofossils                                 ,A              ,M                 ,                           ,                               ,C                      ,F                    ,F                  ,C                       ,C                  ,F                      ,A                       ,F                    ,C                     ,F                     ,                       ,                       ,R                       ,                     ,                    ,                    ,                     ,                      ,                         ,                    ,                 ,                         ,                         ,                      ,                       ,                     ,                     ,                     ,                  ,                 ,from ODP Leg 108 SR Chapter 4 Table 8 p 52
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN11              ,CN12a         ,108, 662,A, 22,H, 1,  70.00,    193.9000,Manivit  ,Nannofossils                                 ,A              ,M                 ,                           ,                               ,C                      ,F                    ,C                  ,A                       ,C                  ,F                      ,A                       ,F                    ,F                     ,F                     ,R                      ,R                      ,R                       ,R                    ,                    ,                    ,                     ,                      ,                         ,                    ,                 ,                         ,                         ,                      ,                       ,                     ,                     ,                     ,                  ,                 ,from ODP Leg 108 SR Chapter 4 Table 8 p 52
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,CN11              ,CN12a         ,108, 662,A, 22,H, 2,  49.00,    195.1900,Manivit  ,Nannofossils                                 ,A              ,M                 ,F                          ,R                              ,C                      ,F                    ,C                  ,C                       ,C                  ,F                      ,C                       ,F                    ,C                     ,F                     ,                       ,                       ,                        ,                     ,                    ,                    ,                     ,                      ,                         ,                    ,                 ,                         ,                         ,                      ,                       ,                     ,                     ,                     ,                  ,                 ,from ODP Leg 108 SR Chapter 4 Table 8 p 52
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,CN11              ,              ,108, 662,A, 22,H,CC,  15.00,    202.9800,Manivit  ,Nannofossils                                 ,A              ,M                 ,C                          ,C                              ,C                      ,F                    ,C                  ,C                       ,C                  ,F                      ,A                       ,F                    ,C                     ,F                     ,                       ,                       ,                        ,                     ,                    ,                    ,                     ,                      ,                         ,                    ,                 ,                         ,                         ,                      ,                       ,                     ,                     ,                     ,                  ,                 ,from ODP Leg 108 SR Chapter 4 Table 8 p 52
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
