Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Transversopontis pulcher	Reticulofenestra umbilica	Reticulofenestra sp. (small)	Micrantholithus sp.	Helicosphaera seminulum	Discolithina oamaruensis	Discoaster saipanensis	Dictyococcites dictyodus	Cyclococcolithus luminis	Cyclococcolithus formosus	Cyclicargolithus floridanus	Cribrocentrum reticulatum	Coronocyclus nitescens	Coccolithus pelagicus	Coccolithus eopelagicus	Helicosphaera lophota	Discoaster sp. cf. D. tani	Blackites tenuis	Sphenolithus moriformis	Discolithina distincta	Discoaster tanii	Discoaster distinctus	Chiasmolithus grandis	Braarudosphaera bigelowii	Sphenolithus radians	Discoaster sp. cf. D. distinctus	Discoaster binodosus	Zygrhablithus bijugatus	Helicosphaera euphratis	Discolithina sp. cf. D. oamaruensis	Discoaster germanicus	Discoaster barbadiensis	Chiasmolithus solitus	Isthmolithus recurvus	Helicosphaera sp. cf. H. compacta	Markalius inversus	Triquetrorhabdulus sp. cf. T. carinatus	Reticulofenestra insignita	Discoaster deflandrei	Cyclicargolithus abisectus	Coccolithus miopelagicus	Triquetrorhabdulus carinatus	Sphenolithus dissimilis	Chiasmolithus altus	Discolithina desueta	Dictyococcites sp. cf. D. dictyodus	Discolithina sp. cf. D. enormis	Helicosphaera sp. cf. H. euphratis	Discoaster druggii	Helicosphaera carteri	Sphenolithus heteromorphus	Reticulofenestra pseudoumbilicus	Helicosphaera ampliaperta	Discoaster exilis	Reticulofenestra cf. pseudoumbilica	Sphenolithus abies	Discoaster brouweri	Discoaster VI sec. calc.	Discoaster variabilis	Cyclococcolithus rotula	Cyclococcolithus macintyrei	Cyclococcolithus leptoporus	Lithostromation perdurum	Discoaster sp. cf. D. brouweri	Discoaster sp. cf. D. exilis	Gephyrocapsa sp.	Ceratolithus rugosus	Scyphosphaera sp. (base)	Gephyrocapsa oceanica	Gephyrocapsa aperta	Umbilicosphaera mirabilis	Emiliania huxleyi	Comment

  SR	Quaternary       	                 	NN20              	              	112	 682	A	  3	H	 3	  69.00	     22.9900	Martini  	Nannofossils                                 	               	M                 	                        	                         	                            	                   	                       	                        	                      	                        	                        	                         	                           	                         	                      	R                    	                       	                     	                          	                	                       	                      	                	                     	                     	                         	                    	                                	                    	                       	                       	                                   	                     	                       	                     	                     	                                 	                  	                                       	                          	                     	                          	                        	                            	                       	                   	                    	                                   	                               	                                  	                  	R                    	                          	                                	                         	                 	                                   	                  	                   	                        	                     	                       	                           	F                          	                        	                              	                            	                	                    	                        	F                    	A                  	                         	                 	Miocene reworked from ODP Leg 112 SR Chapter 14 Table 5 p 222

  SR	Late Pliocene    	                 	NN16              	NN18          	112	 682	A	  7	X	 2	  89.00	     59.6900	Martini  	Nannofossils                                 	               	P/M               	                        	                         	                            	                   	                       	                        	                      	                        	                        	                         	                           	                         	                      	R                    	                       	                     	                          	                	                       	                      	                	                     	                     	                         	                    	                                	                    	                       	                       	                                   	                     	                       	                     	                     	                                 	                  	                                       	                          	                     	                          	                        	                            	                       	                   	                    	                                   	                               	                                  	                  	                     	                          	                                	                         	                 	                                   	                  	R                  	                        	                     	                       	                           	                           	                        	                              	                            	F               	                    	R                       	                     	                   	                         	                 	from ODP Leg 112 SR Chapter 14 Table 5 p 222

  SR	Late Pliocene    	                 	NN16              	NN18          	112	 682	A	  7	X	CC	  23.00	     59.9300	Martini  	Nannofossils                                 	               	P/M               	                        	                         	                            	                   	                       	                        	                      	                        	                        	                         	                           	                         	                      	R                    	                       	                     	                          	                	                       	                      	                	                     	                     	                         	                    	                                	                    	                       	                       	                                   	                     	                       	                     	                     	                                 	                  	                                       	                          	                     	                          	                        	                            	                       	                   	                    	                                   	                               	                                  	                  	R                    	                          	                                	                         	                 	                                   	                  	R                  	                        	                     	                       	                           	R                          	                        	                              	                            	F               	                    	                        	                     	                   	                         	                 	from ODP Leg 112 SR Chapter 14 Table 5 p 222

  SR	Early Pliocene   	                 	NN15              	              	112	 682	A	  8	X	 1	  44.00	     67.2400	Martini  	Nannofossils                                 	               	M                 	                        	                         	F                           	                   	                       	                        	                      	                        	                        	                         	                           	                         	                      	C                    	                       	                     	                          	                	                       	                      	                	                     	                     	                         	                    	                                	                    	                       	                       	                                   	                     	                       	                     	                     	                                 	                  	                                       	                          	                     	                          	                        	                            	                       	                   	                    	                                   	                               	                                  	                  	                     	                          	F                               	                         	                 	                                   	R                 	R                  	                        	                     	                       	R                          	F                          	                        	                              	                            	F               	R                   	                        	                     	                   	                         	                 	from ODP Leg 112 SR Chapter 14 Table 5 p 222

  SR	Middle Miocene   	Late Miocene     	NN6               	NN10          	112	 682	A	 15	X	CC	  35.00	    135.0400	Martini  	Nannofossils                                 	               	M                 	                        	                         	F                           	                   	                       	                        	                      	                        	                        	                         	                           	                         	                      	F                    	                       	                     	                          	                	                       	                      	                	                     	                     	                         	                    	                                	                    	                       	                       	                                   	                     	                       	                     	                     	                                 	                  	                                       	                          	                     	                          	F                       	                            	                       	                   	                    	                                   	                               	                                  	                  	R                    	                          	F                               	                         	                 	                                   	R                 	R                  	R                       	R                    	                       	                           	                           	                        	                              	R                           	                	                    	                        	                     	                   	                         	                 	Miocene and Eocene reworked from ODP Leg 112 SR Chapter 14 Table 5 p 222

  SR	Middle Miocene   	Late Miocene     	NN6               	NN10          	112	 682	A	 16	X	 1	  21.00	    143.0100	Martini  	Nannofossils                                 	               	M                 	                        	                         	F                           	                   	                       	                        	                      	                        	                        	                         	                           	                         	                      	R                    	                       	                     	                          	                	                       	                      	                	                     	                     	                         	                    	                                	                    	                       	                       	                                   	                     	                       	                     	                     	                                 	                  	                                       	                          	                     	                          	R                       	                            	                       	                   	                    	                                   	                               	                                  	                  	                     	                          	R                               	                         	                 	                                   	                  	                   	R                       	R                    	                       	R                          	R                          	                        	                              	                            	                	                    	                        	                     	                   	                         	                 	from ODP Leg 112 SR Chapter 14 Table 5 p 222

  SR	Middle Miocene   	Late Miocene     	NN6               	NN10          	112	 682	A	 17	X	CC	  27.00	    154.0700	Martini  	Nannofossils                                 	               	P/M               	                        	                         	C                           	                   	                       	                        	                      	                        	                        	                         	                           	                         	                      	F                    	                       	                     	                          	                	                       	                      	                	                     	                     	                         	                    	                                	                    	                       	                       	                                   	                     	                       	                     	                     	                                 	                  	                                       	                          	                     	                          	R                       	                            	                       	                   	                    	                                   	                               	                                  	                  	R                    	                          	F                               	                         	                 	                                   	R                 	                   	R                       	R                    	                       	                           	                           	                        	R                             	                            	                	                    	                        	                     	                   	                         	                 	Miocene reworked from ODP Leg 112 SR Chapter 14 Table 5 p 222

  SR	Middle Miocene   	Late Miocene     	NN6               	NN10          	112	 682	A	 18	X	CC	  25.00	    164.5700	Martini  	Nannofossils                                 	               	P/M               	                        	                         	C                           	                   	                       	                        	                      	                        	                        	                         	                           	                         	                      	F                    	                       	                     	                          	                	                       	                      	                	                     	                     	                         	                    	                                	                    	                       	                       	                                   	                     	                       	                     	                     	                                 	                  	                                       	                          	                     	                          	R                       	                            	                       	                   	                    	                                   	                               	                                  	                  	R                    	                          	C                               	                         	                 	                                   	R                 	R                  	R                       	                     	                       	                           	                           	                        	                              	                            	                	                    	                        	                     	                   	                         	                 	Miocene reworked from ODP Leg 112 SR Chapter 14 Table 5 p 222

  SR	Middle Miocene   	Late Miocene     	NN6               	NN10          	112	 682	A	 19	X	CC	  13.00	    172.0500	Martini  	Nannofossils                                 	               	P/M               	                        	                         	C                           	                   	                       	                        	                      	                        	                        	                         	                           	                         	                      	F                    	                       	                     	                          	                	                       	                      	                	                     	                     	                         	                    	                                	                    	                       	                       	                                   	                     	                       	                     	                     	                                 	                  	                                       	                          	                     	                          	R                       	                            	                       	                   	                    	                                   	                               	                                  	                  	R                    	                          	F                               	                         	R                	                                   	F                 	                   	R                       	R                    	                       	                           	                           	R                       	                              	                            	                	                    	                        	                     	                   	                         	                 	Miocene reworked from ODP Leg 112 SR Chapter 14 Table 5 p 222

  SR	Middle Miocene   	Late Miocene     	NN6               	NN10          	112	 682	A	 20	X	CC	  22.00	    183.5400	Martini  	Nannofossils                                 	               	P/M               	                        	                         	C                           	                   	                       	                        	                      	                        	                        	                         	                           	                         	                      	F                    	                       	                     	                          	                	                       	                      	                	                     	                     	                         	                    	                                	                    	                       	                       	                                   	                     	                       	                     	                     	                                 	                  	                                       	                          	                     	                          	R                       	                            	                       	                   	                    	                                   	                               	                                  	                  	R                    	                          	F                               	                         	R                	                                   	R                 	                   	                        	R                    	R                      	                           	                           	                        	                              	                            	                	                    	                        	                     	                   	                         	                 	Miocene reworked from ODP Leg 112 SR Chapter 14 Table 5 p 222

  SR	Middle Miocene   	Late Miocene     	NN6               	NN10          	112	 682	A	 22	X	CC	  19.00	    202.2800	Martini  	Nannofossils                                 	               	P/M               	                        	                         	F                           	                   	                       	                        	                      	                        	                        	                         	                           	                         	                      	R                    	                       	                     	                          	                	                       	                      	                	                     	                     	                         	                    	                                	                    	                       	                       	                                   	                     	                       	                     	                     	                                 	                  	                                       	                          	                     	                          	R                       	                            	                       	                   	                    	                                   	                               	                                  	                  	                     	                          	R                               	                         	R                	                                   	                  	                   	R                       	R                    	                       	                           	R                          	                        	                              	                            	                	                    	                        	                     	                   	                         	                 	Miocene reworked from ODP Leg 112 SR Chapter 14 Table 5 p 222

  SR	Middle Miocene   	Late Miocene     	NN6               	NN10          	112	 682	A	 23	X	 1	 107.00	    210.3700	Martini  	Nannofossils                                 	               	P                 	                        	                         	F                           	                   	                       	                        	                      	                        	                        	                         	                           	                         	                      	F                    	                       	                     	                          	                	                       	                      	                	                     	                     	                         	                    	                                	                    	                       	                       	                                   	                     	                       	                     	                     	                                 	                  	                                       	                          	                     	                          	                        	                            	                       	                   	                    	                                   	                               	                                  	                  	R                    	                          	R                               	                         	R                	                                   	R                 	                   	R                       	                     	R                      	R                          	                           	                        	                              	                            	                	                    	                        	                     	                   	                         	                 	Miocene reworked from ODP Leg 112 SR Chapter 14 Table 5 p 222

  SR	Middle Miocene   	Late Miocene     	NN6               	NN10          	112	 682	A	 24	X	CC	  15.00	    220.3300	Martini  	Nannofossils                                 	               	P                 	                        	                         	R                           	                   	                       	                        	                      	                        	                        	                         	                           	                         	                      	R                    	                       	                     	                          	                	                       	                      	                	                     	                     	                         	                    	                                	                    	                       	                       	                                   	                     	                       	                     	                     	                                 	                  	                                       	                          	                     	                          	                        	                            	                       	                   	                    	                                   	                               	                                  	                  	R                    	                          	R                               	                         	                 	                                   	R                 	R                  	R                       	                     	                       	                           	                           	                        	                              	                            	                	                    	                        	                     	                   	                         	                 	from ODP Leg 112 SR Chapter 14 Table 5 p 222

  SR	Middle Miocene   	Late Miocene     	NN6               	NN10          	112	 682	A	 25	X	CC	  22.00	    229.2100	Martini  	Nannofossils                                 	               	P                 	                        	                         	                            	                   	                       	                        	                      	                        	                        	                         	                           	                         	                      	                     	                       	                     	                          	                	                       	                      	                	                     	                     	                         	                    	                                	                    	                       	                       	                                   	                     	                       	                     	                     	                                 	                  	                                       	                          	                     	                          	                        	                            	                       	                   	                    	                                   	                               	                                  	                  	                     	                          	R                               	                         	                 	                                   	                  	                   	                        	                     	                       	                           	                           	                        	                              	                            	                	                    	                        	                     	                   	                         	                 	from ODP Leg 112 SR Chapter 14 Table 5 p 222

  SR	Middle Miocene   	Late Miocene     	NN6               	NN10          	112	 682	A	 26	X	CC	  17.00	    238.8600	Martini  	Nannofossils                                 	               	P                 	                        	                         	R                           	                   	                       	                        	                      	                        	                        	                         	                           	                         	                      	R                    	                       	                     	                          	                	                       	                      	                	                     	                     	                         	                    	                                	                    	                       	                       	                                   	                     	                       	                     	                     	                                 	                  	                                       	                          	                     	                          	                        	                            	                       	                   	                    	                                   	                               	                                  	                  	                     	                          	F                               	                         	R                	                                   	                  	                   	R                       	R                    	                       	                           	                           	                        	                              	                            	                	                    	                        	                     	                   	                         	                 	from ODP Leg 112 SR Chapter 14 Table 5 p 222

  SR	Middle Miocene   	Late Miocene     	NN6               	NN10          	112	 682	A	 27	X	CC	  22.00	    248.7100	Martini  	Nannofossils                                 	               	P                 	                        	                         	R                           	                   	                       	                        	                      	                        	                        	                         	                           	                         	                      	R                    	                       	                     	                          	                	                       	                      	                	                     	                     	                         	                    	                                	                    	                       	                       	                                   	                     	                       	                     	                     	                                 	                  	                                       	                          	                     	                          	                        	                            	                       	                   	                    	                                   	                               	                                  	                  	                     	                          	R                               	                         	                 	                                   	                  	                   	R                       	                     	                       	                           	                           	                        	                              	                            	                	                    	                        	                     	                   	                         	                 	from ODP Leg 112 SR Chapter 14 Table 5 p 222

  SR	Middle Miocene   	Late Miocene     	NN6               	NN10          	112	 682	A	 28	X	CC	  18.00	    257.3300	Martini  	Nannofossils                                 	               	P/M               	                        	                         	C                           	                   	                       	                        	                      	                        	                        	                         	                           	                         	                      	R                    	                       	                     	                          	                	                       	                      	                	                     	                     	                         	                    	                                	                    	                       	                       	                                   	                     	                       	                     	                     	                                 	                  	                                       	                          	                     	                          	R                       	                            	                       	                   	                    	                                   	                               	                                  	                  	                     	                          	F                               	                         	R                	                                   	R                 	R                  	                        	                     	                       	                           	                           	                        	                              	                            	                	                    	                        	                     	                   	                         	                 	Miocene reworked from ODP Leg 112 SR Chapter 14 Table 5 p 222

  SR	Middle Miocene   	Late Miocene     	NN6               	NN10          	112	 682	A	 29	X	CC	  21.00	    267.1100	Martini  	Nannofossils                                 	               	P/M               	                        	                         	R                           	                   	                       	                        	                      	                        	                        	                         	                           	                         	                      	R                    	                       	                     	                          	                	                       	                      	                	                     	                     	                         	                    	                                	                    	                       	                       	                                   	                     	                       	                     	                     	                                 	                  	                                       	                          	                     	                          	                        	                            	                       	                   	                    	                                   	                               	                                  	                  	                     	                          	R                               	                         	                 	                                   	                  	                   	                        	                     	                       	                           	                           	                        	                              	                            	                	                    	                        	                     	                   	                         	                 	Miocene reworked from ODP Leg 112 SR Chapter 14 Table 5 p 222

  SR	Middle Miocene   	                 	NN5               	              	112	 682	A	 32	X	CC	  28.00	    295.0800	Martini  	Nannofossils                                 	               	P/M               	                        	                         	                            	                   	                       	                        	                      	                        	                        	                         	R                          	                         	                      	F                    	                       	                     	                          	                	                       	                      	                	                     	                     	                         	                    	                                	                    	                       	                       	                                   	                     	                       	                     	                     	                                 	                  	                                       	                          	                     	                          	R                       	                            	                       	                   	                    	                                   	                               	                                  	                  	R                    	F                         	                                	                         	R                	                                   	                  	                   	                        	                     	                       	                           	                           	                        	                              	                            	                	                    	                        	                     	                   	                         	                 	from ODP Leg 112 SR Chapter 14 Table 5 p 223

  SR	Middle Miocene   	                 	NN5               	              	112	 682	A	 32	X	CC	  29.00	    295.0900	Martini  	Nannofossils                                 	               	P/M               	                        	                         	R                           	                   	                       	                        	                      	                        	                        	                         	R                          	                         	                      	R                    	                       	                     	                          	                	R                      	                      	                	                     	                     	                         	                    	                                	                    	                       	                       	                                   	                     	                       	                     	                     	                                 	                  	                                       	                          	                     	R                         	R                       	                            	                       	                   	                    	                                   	                               	                                  	                  	R                    	F                         	                                	                         	R                	                                   	                  	                   	                        	                     	                       	                           	                           	                        	                              	                            	                	                    	                        	                     	                   	                         	                 	from ODP Leg 112 SR Chapter 14 Table 5 p 223

  SR	Middle Miocene   	                 	NN5               	              	112	 682	A	 33	X	CC	  18.00	    295.4300	Martini  	Nannofossils                                 	               	P/M               	                        	                         	F                           	                   	                       	                        	                      	                        	                        	                         	R                          	                         	                      	F                    	                       	                     	                          	                	R                      	                      	                	                     	                     	                         	                    	                                	                    	                       	                       	                                   	                     	                       	                     	                     	                                 	                  	                                       	                          	                     	R                         	F                       	                            	                       	                   	                    	                                   	                               	                                  	                  	                     	R                         	                                	                         	R                	R                                  	                  	                   	                        	                     	                       	                           	                           	                        	                              	                            	                	                    	                        	                     	                   	                         	                 	from ODP Leg 112 SR Chapter 14 Table 5 p 223

  SR	Middle Miocene   	Early Miocene    	NN4               	              	112	 682	A	 34	X	 1	  87.00	    305.4700	Martini  	Nannofossils                                 	               	M                 	                        	                         	C                           	                   	                       	                        	                      	                        	                        	                         	C                          	                         	                      	F                    	                       	                     	                          	                	C                      	                      	                	                     	                     	                         	                    	                                	                    	                       	                       	                                   	                     	                       	                     	                     	                                 	                  	                                       	                          	A                    	R                         	F                       	                            	                       	                   	                    	                                   	                               	                                  	                  	R                    	R                         	F                               	R                        	C                	                                   	                  	                   	                        	                     	                       	                           	                           	                        	                              	                            	                	                    	                        	                     	                   	                         	                 	from ODP Leg 112 SR Chapter 14 Table 5 p 223

  SR	Middle Miocene   	Early Miocene    	NN4               	              	112	 682	A	 34	X	CC	   4.00	    309.5000	Martini  	Nannofossils                                 	               	P/M               	                        	                         	C                           	                   	                       	                        	                      	                        	                        	                         	C                          	                         	                      	F                    	                       	                     	                          	                	R                      	                      	                	                     	                     	                         	                    	                                	                    	                       	                       	                                   	                     	                       	                     	                     	                                 	                  	                                       	                          	F                    	R                         	R                       	                            	                       	                   	                    	                                   	                               	                                  	                  	F                    	R                         	R                               	F                        	F                	                                   	                  	                   	                        	                     	                       	                           	                           	                        	                              	                            	                	                    	                        	                     	                   	                         	                 	from ODP Leg 112 SR Chapter 14 Table 5 p 223

  SR	Early Miocene    	                 	NN3               	              	112	 682	A	 35	X	 1	  20.00	    311.4000	Martini  	Nannofossils                                 	               	P/M               	                        	                         	F                           	                   	                       	                        	                      	                        	                        	                         	C                          	                         	                      	F                    	                       	                     	                          	                	R                      	                      	                	                     	                     	                         	                    	                                	                    	                       	R                      	                                   	                     	                       	                     	                     	                                 	                  	                                       	                          	F                    	F                         	R                       	                            	                       	                   	                    	                                   	                               	                                  	R                 	R                    	                          	                                	                         	                 	                                   	                  	                   	                        	                     	                       	                           	                           	                        	                              	                            	                	                    	                        	                     	                   	                         	                 	from ODP Leg 112 SR Chapter 14 Table 5 p 223

  SR	Early Miocene    	                 	NN3               	              	112	 682	A	 35	X	 2	  67.00	    313.3700	Martini  	Nannofossils                                 	               	P/M               	                        	                         	C                           	                   	                       	                        	                      	                        	                        	                         	C                          	                         	                      	F                    	                       	                     	                          	                	R                      	                      	                	                     	                     	                         	                    	                                	                    	                       	                       	                                   	                     	                       	                     	                     	                                 	                  	                                       	                          	F                    	F                         	R                       	                            	                       	                   	                    	                                   	                               	R                                 	                  	                     	                          	                                	                         	                 	                                   	                  	                   	                        	                     	                       	                           	                           	                        	                              	                            	                	                    	                        	                     	                   	                         	                 	from ODP Leg 112 SR Chapter 14 Table 5 p 223

  SR	Early Miocene    	                 	NN2               	              	112	 682	A	 35	X	 2	 140.00	    314.1000	Martini  	Nannofossils                                 	               	P/M               	                        	                         	C                           	                   	                       	                        	                      	                        	                        	                         	C                          	                         	                      	R                    	                       	                     	                          	                	R                      	                      	                	                     	                     	                         	                    	                                	                    	                       	                       	                                   	                     	                       	                     	                     	                                 	                  	                                       	                          	F                    	F                         	                        	F                           	                       	                   	                    	                                   	                               	                                  	                  	                     	                          	                                	                         	                 	                                   	                  	                   	                        	                     	                       	                           	                           	                        	                              	                            	                	                    	                        	                     	                   	                         	                 	from ODP Leg 112 SR Chapter 14 Table 5 p 223

  SR	Early Miocene    	                 	NN2               	              	112	 682	A	 35	X	CC	  16.00	    315.3700	Martini  	Nannofossils                                 	               	P/M               	                        	                         	C                           	                   	                       	                        	                      	                        	                        	                         	C                          	                         	                      	F                    	                       	                     	                          	                	R                      	                      	                	                     	                     	                         	                    	                                	                    	                       	                       	                                   	                     	                       	                     	                     	                                 	                  	                                       	                          	F                    	C                         	R                       	C                           	                       	                   	                    	                                   	                               	R                                 	R                 	                     	                          	                                	                         	                 	                                   	                  	                   	                        	                     	                       	                           	                           	                        	                              	                            	                	                    	                        	                     	                   	                         	                 	from ODP Leg 112 SR Chapter 14 Table 5 p 223

  SR	Early Miocene    	                 	NN1               	              	112	 682	A	 36	X	 1	 124.00	    321.9400	Martini  	Nannofossils                                 	               	P/M               	                        	                         	C                           	                   	                       	                        	                      	                        	                        	                         	C                          	                         	                      	R                    	                       	                     	                          	                	F                      	                      	                	                     	                     	                         	                    	                                	                    	                       	                       	                                   	                     	                       	                     	                     	                                 	                  	                                       	                          	F                    	F                         	R                       	C                           	                       	                   	                    	                                   	                               	                                  	                  	                     	                          	                                	                         	                 	                                   	                  	                   	                        	                     	                       	                           	                           	                        	                              	                            	                	                    	                        	                     	                   	                         	                 	from ODP Leg 112 SR Chapter 14 Table 5 p 223

  SR	Early Miocene    	                 	NN1               	              	112	 682	A	 36	X	CC	  24.00	    322.4400	Martini  	Nannofossils                                 	               	P/M               	                        	                         	C                           	                   	                       	                        	                      	                        	                        	                         	C                          	                         	                      	F                    	                       	                     	                          	                	F                      	                      	                	                     	                     	                         	                    	                                	                    	                       	                       	                                   	                     	                       	                     	                     	                                 	                  	                                       	R                         	F                    	C                         	R                       	F                           	R                      	                   	                    	                                   	                               	                                  	                  	                     	                          	                                	                         	                 	                                   	                  	                   	                        	                     	                       	                           	                           	                        	                              	                            	                	                    	                        	                     	                   	                         	                 	from ODP Leg 112 SR Chapter 14 Table 5 p 223

  SR	Late Oligocene   	                 	NP24              	NP25          	112	 682	A	 37	X	 2	  39.00	    332.0900	Martini  	Nannofossils                                 	               	P/M               	                        	                         	C                           	                   	                       	                        	                      	                        	                        	                         	C                          	                         	                      	F                    	                       	                     	                          	                	R                      	                      	                	                     	                     	                         	                    	                                	                    	R                      	R                      	                                   	                     	                       	                     	                     	                                 	                  	                                       	                          	F                    	F                         	R                       	R                           	R                      	                   	                    	R                                  	                               	                                  	                  	                     	                          	                                	                         	                 	                                   	                  	                   	                        	                     	                       	                           	                           	                        	                              	                            	                	                    	                        	                     	                   	                         	                 	from ODP Leg 112 SR Chapter 14 Table 5 p 223

  SR	Late Oligocene   	                 	NP24              	NP25          	112	 682	A	 37	X	CC	  37.00	    333.9000	Martini  	Nannofossils                                 	               	P/M               	                        	                         	C                           	                   	                       	                        	                      	R                       	                        	                         	C                          	                         	                      	F                    	                       	                     	                          	                	R                      	                      	                	                     	                     	                         	                    	                                	                    	                       	                       	                                   	                     	                       	                     	                     	                                 	                  	                                       	R                         	F                    	C                         	F                       	R                           	R                      	                   	                    	                                   	                               	                                  	                  	                     	                          	                                	                         	                 	                                   	                  	                   	                        	                     	                       	                           	                           	                        	                              	                            	                	                    	                        	                     	                   	                         	                 	from ODP Leg 112 SR Chapter 14 Table 5 p 223

