Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Sphenolithus moriformis,Sphenolithus abies/neoabies,Reticulofenestra pseudoumbilica,Pseudoemiliania lacunosa,Pontosphaera japonica,Helicosphaera carteri,Hayaster perplexus,Geminilithella rotula,Discoaster variabilis,Discoaster triradiatus,Discoaster tamalis,Discoaster surculus,Discoaster pentaradiatus,Discoaster brouweri,Discoaster blackstockae,Discoaster berggrenii,Discoaster asymmetricus,Ceratolithus cristatus,Calcidiscus macintyrei,Calcidiscus leptoporus,Syracosphaera pulchra,Discoaster quadramus,Coccolithus pelagicus,Ceratolithus separatus,Rhabdosphaera clavigera,Pontosphaera sp. 1,Helicosphaera wallichii,Umbilicosphaera mirabilis,Pontosphaera multipora,Syracosphaera histrica,Helicosphaera sellii,Helicosphaera hyalina,Gephyrocapsa oceanica,Gephyrocapsa caribbeanica,Helicosphaera neogranulata,Scyphosphaera globulata,Rhabdosphaera stylifera,Helicosphaera inversa,Oolithotus fragilis,Scapholithus fossilis,Umbellosphaera irregularis,Emiliania huxleyi,Ceratolithus simplex,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,CN15              ,              ,125, 781,A,  1,R, 5,  69.00,      6.0200,Ciampo   ,Nannofossils                                 ,               ,M                 ,                       ,                           ,                               ,                        ,                     ,R                    ,                  ,                     ,                     ,                      ,                  ,                   ,                        ,                   ,                       ,                     ,                       ,R                     ,                      ,R                     ,R                    ,                    ,R                    ,                      ,                       ,                  ,                       ,R                        ,                      ,                      ,                    ,                     ,                     ,                         ,                          ,                       ,                       ,                     ,                   ,                     ,                          ,R                ,R                   ,from 125SR.Chapter 2.Table 1.page 18 - 19.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,CN15              ,              ,125, 781,A,  1,R,CC,   6.00,      6.8900,Ciampo   ,Nannofossils                                 ,               ,P                 ,                       ,                           ,                               ,                        ,                     ,R                    ,                  ,                     ,                     ,                      ,                  ,                   ,                        ,                   ,                       ,                     ,                       ,R                     ,                      ,R                     ,R                    ,                    ,R                    ,                      ,                       ,                  ,R                      ,R                        ,                      ,                      ,                    ,R                    ,F                    ,F                        ,                          ,                       ,                       ,                     ,                   ,                     ,R                         ,F                ,R                   ,from 125SR.Chapter 2.Table 1.page 18 - 19.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,CN14a             ,              ,125, 781,A,  4,R, 1,  63.00,     26.5300,Ciampo   ,Nannofossils                                 ,               ,M                 ,                       ,                           ,                               ,R                       ,R                    ,R                    ,                  ,                     ,                     ,                      ,                  ,                   ,                        ,                   ,                       ,                     ,                       ,R                     ,                      ,R                     ,R                    ,                    ,                     ,                      ,R                      ,                  ,                       ,                         ,                      ,                      ,                    ,                     ,R                    ,R                        ,                          ,                       ,                       ,R                    ,                   ,                     ,                          ,                 ,                    ,from 125SR.Chapter 2.Table 1.page 18 - 19.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,CN14a             ,              ,125, 781,A,  4,R,CC,   7.00,     26.6400,Ciampo   ,Nannofossils                                 ,               ,M                 ,                       ,                           ,                               ,C                       ,                     ,R                    ,                  ,                     ,                     ,                      ,                  ,                   ,                        ,                   ,                       ,                     ,                       ,R                     ,                      ,F                     ,                     ,                    ,                     ,                      ,                       ,                  ,                       ,                         ,                      ,                      ,                    ,                     ,F                    ,C                        ,                          ,                       ,                       ,                     ,                   ,                     ,                          ,                 ,                    ,from 125SR.Chapter 2.Table 1.page 18 - 19.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,CN14a             ,              ,125, 781,A,  5,R,CC,   6.00,     35.5700,Ciampo   ,Nannofossils                                 ,               ,G                 ,                       ,                           ,                               ,F                       ,                     ,F                    ,                  ,R                    ,                     ,                      ,                  ,                   ,                        ,                   ,                       ,                     ,                       ,R                     ,                      ,F                     ,R                    ,                    ,                     ,                      ,R                      ,R                 ,R                      ,R                        ,R                     ,                      ,                    ,                     ,F                    ,R                        ,R                         ,                       ,R                      ,R                    ,                   ,R                    ,                          ,                 ,                    ,from 125SR.Chapter 2.Table 1.page 18 - 19.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,CN14a             ,              ,125, 781,A,  6,R, 1,  39.00,     45.2900,Ciampo   ,Nannofossils                                 ,               ,M                 ,                       ,                           ,                               ,F                       ,                     ,R                    ,                  ,R                    ,                     ,                      ,                  ,                   ,                        ,                   ,                       ,                     ,                       ,R                     ,                      ,C                     ,R                    ,                    ,R                    ,                      ,R                      ,R                 ,                       ,R                        ,                      ,                      ,                    ,                     ,F                    ,                         ,                          ,                       ,                       ,                     ,R                  ,                     ,                          ,                 ,                    ,from 125SR.Chapter 2.Table 1.page 18 - 19.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,CN14a             ,              ,125, 781,A,  6,R, 2,  39.00,     46.7900,Ciampo   ,Nannofossils                                 ,               ,G                 ,                       ,                           ,                               ,C                       ,                     ,R                    ,                  ,R                    ,                     ,                      ,                  ,                   ,                        ,                   ,                       ,                     ,                       ,R                     ,                      ,C                     ,R                    ,                    ,                     ,                      ,R                      ,R                 ,                       ,R                        ,R                     ,                      ,                    ,R                    ,F                    ,R                        ,                          ,R                      ,R                      ,R                    ,                   ,                     ,                          ,                 ,                    ,from 125SR.Chapter 2.Table 1.page 18 - 19.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,CN14a             ,              ,125, 781,A,  6,R, 3,  39.00,     48.2900,Ciampo   ,Nannofossils                                 ,               ,P                 ,                       ,                           ,                               ,R                       ,                     ,R                    ,                  ,R                    ,                     ,                      ,                  ,                   ,                        ,                   ,                       ,                     ,                       ,R                     ,                      ,R                     ,R                    ,                    ,R                    ,                      ,                       ,                  ,                       ,R                        ,                      ,                      ,                    ,                     ,R                    ,                         ,R                         ,                       ,                       ,                     ,                   ,                     ,                          ,                 ,                    ,from 125SR.Chapter 2.Table 1.page 18 - 19.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,CN14a             ,              ,125, 781,A,  6,R,CC,  15.00,     51.7800,Ciampo   ,Nannofossils                                 ,               ,M                 ,                       ,                           ,                               ,R                       ,                     ,R                    ,                  ,                     ,                     ,                      ,                  ,                   ,                        ,                   ,                       ,                     ,                       ,R                     ,                      ,R                     ,R                    ,                    ,                     ,                      ,                       ,                  ,R                      ,R                        ,                      ,                      ,                    ,                     ,R                    ,R                        ,                          ,                       ,                       ,                     ,                   ,                     ,                          ,                 ,                    ,from 125SR.Chapter 2.Table 1.page 18 - 19.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,CN14a             ,              ,125, 781,A,  7,R, 3,  63.00,     58.1300,Ciampo   ,Nannofossils                                 ,               ,M                 ,                       ,                           ,                               ,F                       ,                     ,R                    ,                  ,                     ,                     ,                      ,                  ,                   ,                        ,                   ,                       ,                     ,                       ,R                     ,R                     ,F                     ,R                    ,                    ,R                    ,                      ,R                      ,                  ,                       ,R                        ,                      ,                      ,                    ,R                    ,R                    ,R                        ,R                         ,                       ,                       ,                     ,                   ,                     ,                          ,                 ,                    ,from 125SR.Chapter 2.Table 1.page 18 - 19.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,CN14a             ,              ,125, 781,A,  7,R,CC,  18.00,     58.8800,Ciampo   ,Nannofossils                                 ,               ,M                 ,                       ,                           ,                               ,F                       ,                     ,R                    ,                  ,                     ,                     ,                      ,                  ,                   ,                        ,                   ,                       ,                     ,                       ,R                     ,R                     ,R                     ,                     ,                    ,R                    ,                      ,                       ,                  ,                       ,                         ,                      ,                      ,                    ,R                    ,R                    ,F                        ,                          ,                       ,                       ,                     ,                   ,                     ,                          ,                 ,                    ,from 125SR.Chapter 2.Table 1.page 18 - 19.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,CN12a             ,              ,125, 781,A, 15,R,CC,   0.00,    130.4000,Ciampo   ,Nannofossils                                 ,               ,M                 ,                       ,                           ,                               ,F                       ,                     ,F                    ,                  ,R                    ,R1.3%                ,R.7%                  ,                  ,R4.0%              ,R28.7%                  ,C65.3%             ,                       ,                     ,                       ,R                     ,R                     ,R                     ,                     ,                    ,R                    ,                      ,                       ,                  ,                       ,                         ,                      ,                      ,R                   ,                     ,                     ,                         ,                          ,                       ,                       ,                     ,                   ,                     ,                          ,                 ,                    ,from 125SR.Chapter 2.Tables 1 and 8.pages 18 - 19 and 38.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,CN12a             ,              ,125, 781,A, 16,R,CC,  10.00,    140.1000,Ciampo   ,Nannofossils                                 ,               ,M                 ,                       ,                           ,                               ,C                       ,R                    ,R                    ,                  ,                     ,R.3%                 ,                      ,R1.3%             ,R1.3%              ,R20.0%                  ,C77.0%             ,                       ,                     ,                       ,R                     ,F                     ,C                     ,R                    ,                    ,R                    ,                      ,R                      ,                  ,                       ,R                        ,R                     ,                      ,                    ,                     ,                     ,                         ,                          ,                       ,                       ,                     ,                   ,                     ,                          ,                 ,                    ,from 125SR.Chapter 2.Tables 1 and 8.pages 18 - 19 and 38.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,CN12a             ,              ,125, 781,A, 18,R,CC,   0.00,    159.3000,Ciampo   ,Nannofossils                                 ,               ,M                 ,                       ,                           ,                               ,C                       ,                     ,R                    ,                  ,R                    ,                     ,R.7%                  ,R.7%              ,R18.7%             ,F53.7%                  ,F25.7%             ,R.7%                   ,                     ,                       ,R                     ,R                     ,F                     ,R                    ,                    ,R                    ,                      ,R                      ,                  ,                       ,                         ,                      ,R                     ,                    ,                     ,                     ,                         ,                          ,                       ,                       ,                     ,                   ,                     ,                          ,                 ,                    ,from 125SR.Chapter 2.Tables 1 and 8.pages 18 - 19 and 38.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,CN12a             ,              ,125, 781,A, 21,R, 1,   4.00,    188.2400,Ciampo   ,Nannofossils                                 ,               ,M                 ,                       ,                           ,                               ,C                       ,                     ,R                    ,                  ,R                    ,R.7%                 ,                      ,R1.0%             ,F36.6%             ,F42.9%                  ,R18.2%             ,R.3%                   ,R                    ,.3%                    ,R                     ,F                     ,F                     ,F                    ,                    ,R                    ,                      ,R                      ,                  ,                       ,R                        ,R                     ,                      ,                    ,                     ,                     ,                         ,                          ,                       ,                       ,                     ,                   ,                     ,                          ,                 ,                    ,from 125SR.Chapter 2.Tables 1 and 8.pages 18 - 19 and 38.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,CN12a             ,              ,125, 781,A, 21,R,CC,   9.00,    188.5100,Ciampo   ,Nannofossils                                 ,               ,M                 ,                       ,                           ,                               ,C                       ,                     ,R                    ,                  ,R                    ,R.7%                 ,                      ,                  ,F41.3%             ,F41.3%                  ,R16.3%             ,R.3%                   ,                     ,                       ,R                     ,F                     ,F                     ,R                    ,                    ,R                    ,R                     ,R                      ,R                 ,R                      ,                         ,                      ,                      ,                    ,                     ,                     ,                         ,                          ,                       ,                       ,                     ,                   ,                     ,                          ,                 ,                    ,from 125SR.Chapter 2.Tables 1 and 8.pages 18 - 19 and 38.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,CN12a             ,              ,125, 781,A, 22,R,CC,   4.00,    197.9400,Ciampo   ,Nannofossils                                 ,               ,M                 ,                       ,                           ,                               ,C                       ,                     ,                     ,                  ,R                    ,                     ,                      ,R1.0%             ,R22.3%             ,F61.3%                  ,R14.7%             ,R.7%                   ,                     ,                       ,R                     ,C                     ,R                     ,R                    ,                    ,R                    ,R                     ,                       ,                  ,                       ,                         ,                      ,                      ,                    ,                     ,                     ,                         ,                          ,                       ,                       ,                     ,                   ,                     ,                          ,                 ,                    ,from 125SR.Chapter 2.Tables 1 and 8.pages 18 - 19 and 38.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,CN12a             ,              ,125, 781,A, 23,R,CC,   0.00,    207.6000,Ciampo   ,Nannofossils                                 ,               ,G                 ,                       ,                           ,                               ,R                       ,                     ,R                    ,                  ,R                    ,R.3%                 ,.7%                   ,R1.0%             ,R26.3%             ,F56.0%                  ,R15.0%             ,                       ,R                    ,.7%                    ,R                     ,R                     ,R                     ,R                    ,                    ,R                    ,                      ,                       ,                  ,                       ,                         ,                      ,                      ,                    ,                     ,                     ,                         ,                          ,                       ,                       ,                     ,                   ,                     ,                          ,                 ,                    ,from 125SR.Chapter 2.Tables 1 and 8.pages 18 - 19 and 38.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,CN12a             ,              ,125, 781,A, 25,R,CC,   6.00,    226.9600,Ciampo   ,Nannofossils                                 ,               ,M                 ,                       ,                           ,                               ,C                       ,                     ,R                    ,                  ,R                    ,R.3%                 ,R1.3%                 ,R2.7%             ,R12.0%             ,C66.3%                  ,R15.0%             ,                       ,R                    ,1.7%                   ,R                     ,F                     ,F                     ,R                    ,R.7%                ,R                    ,                      ,                       ,                  ,                       ,                         ,                      ,                      ,                    ,                     ,                     ,                         ,                          ,                       ,                       ,                     ,                   ,                     ,                          ,                 ,                    ,from 125SR.Chapter 2.Tables 1 and 8.pages 18 - 19 and 38.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,CN11b             ,              ,125, 781,A, 26,R, 1,   1.00,    236.5100,Ciampo   ,Nannofossils                                 ,               ,G                 ,R                      ,R                          ,R                              ,C                       ,R                    ,R                    ,R                 ,R                    ,R8.7%                ,R1.3%                 ,R1.3%             ,F35.0%             ,F40.7%                  ,R11.3%             ,R.3%                   ,R                    ,1.3%                   ,C                     ,C                     ,C                     ,                     ,                    ,                     ,                      ,                       ,                  ,                       ,                         ,                      ,                      ,                    ,                     ,                     ,                         ,                          ,                       ,                       ,                     ,                   ,                     ,                          ,                 ,                    ,from 125SR.Chapter 2.Tables 1 and 8.pages 18 - 19 and 38.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
