name,taxon_group
Ceratolithus rugosus,nannofossils
Ceratolithus simplex,nannofossils
Ceratolithus spp.,nannofossils
Ceratolithus telesmus,nannofossils
Ceratolithus tricorniculatus,nannofossils
Chiasmolithus altus,nannofossils
Chiasmolithus bidens,nannofossils
Chiasmolithus californicus (>13 microns),nannofossils
Chiasmolithus consuetus,nannofossils
Chiasmolithus danicus,nannofossils
Chiasmolithus expansus,nannofossils
Chiasmolithus gigas,nannofossils
Chiasmolithus grandis,nannofossils
Chiasmolithus nitidus,nannofossils
Chiasmolithus oamaruensis,nannofossils
Chiasmolithus solitus,nannofossils
Chiasmolithus spp.,nannofossils
Chiasmolithus titus,nannofossils
Chiastozygus sp.,nannofossils
Chiastozygus garrisonii,nannofossils
Chiastozygus litterarius,nannofossils
Chiastozygus platyrhethus,nannofossils
Chiphragmolithus acanthodes,nannofossils
Chiphragmolithus armatus,nannofossils
Chiphragmolithus barbatus,nannofossils
Chiphragmolithus calathus,nannofossils
Clausicoccus fenestratus,nannofossils
Clausicoccus spp.,nannofossils
Clausicoccus subdistichus,nannofossils
Clausicoccus vanheckiae,nannofossils
Coccolithus abisectus,nannofossils
Coccolithus braarudii,nannofossils
Coccolithus cachaoi,nannofossils
Coccolithus crassus,nannofossils
Coccolithus eopelagicus,nannofossils
Coccolithus eopelagicus ( >14 microns),nannofossils
Coccolithus formosus,nannofossils
Coccolithus gigas,nannofossils
Coccolithus miopelagicus,nannofossils
Coccolithus pelagicus,nannofossils
Coccolithus pelagicus (w/bar),nannofossils
Coccolithus pelagicus spp. azorinus,nannofossils
Coccolithus pelagicus spp. braarudii,nannofossils
Coccolithus pelagicus ssp. pelagicus,nannofossils
Coccolithus spp.,nannofossils
Corollithion kennedyi,nannofossils
Coronocyclus nitescens,nannofossils
Coronocyclus bramlettei,nannofossils
Coronocyclus prionion,nannofossils
Coronocyclus spp.,nannofossils
Cretarhabdus conicus,nannofossils
Cretarhabdus crenulatus,nannofossils
Cretarhabdus striatus,nannofossils
Cribrocentrum reticulatum,nannofossils
Cribrocorona gallica,nannofossils
Cribrosphaerella daniae,nannofossils
Cribrosphaerella ehrenbergii,nannofossils
Cruciellipsis cuvillieri,nannofossils
Cruciplacolithus asymmetricus,nannofossils
Cruciplacolithus cruciformis,nannofossils
Cruciplacolithus edwardsii,nannofossils
Cruciplacolithus frequens,nannofossils
Cruciplacolithus intermedius,nannofossils
Cruciplacolithus latipons,nannofossils
Cruciplacolithus primus,nannofossils
Cruciplacolithus spp.,nannofossils
Cruciplacolithus tenuis,nannofossils
Cryptococcolithus mediaperforatus,nannofossils
Cyclagelosphaera margerelii,nannofossils
Cyclagelosphaera reinhardtii,nannofossils
Cyclagelosphaera spp.,nannofossils
Cyclicargolithus abisectus,nannofossils
Cyclicargolithus abisectus (11 microns),nannofossils
Cyclicargolithus abisectus (>11 microns),nannofossils
Cyclicargolithus floridanus,nannofossils
Cyclicargolithus floridanus (5-11microns),nannofossils
Cyclicargolithus floridanus small (<5 microns),nannofossils
Cyclicargolithus luminis,nannofossils
Cyclicargolithus ? luminis,nannofossils
Cylindralithus nudus,nannofossils
Cylindralithus sculptus,nannofossils
Cylindralithus serratus,nannofossils
Daktylethra punctulata,nannofossils
Diazomatolithus lehmanii,nannofossils
Dictyococcites (<3 microns),nannofossils
Dictyococcites antarcticus,nannofossils
Dictyococcites bisectus,nannofossils
Dictyococcites bisectus (>10 microns),nannofossils
Dictyococcites haqii,nannofossils
Dictyococcites perplexus,nannofossils
Dictyococcites productus,nannofossils
Dictyococcites scrippsae,nannofossils
Dictyococcites scrippsae (<10 microns),nannofossils
Dictyococcites spp.,nannofossils
Dictyococcites spp. (<6 microns),nannofossils
Dictyococcites spp. (medium),nannofossils
Dictyococcites spp. (small),nannofossils
Discoaster <sp. six-rayed>,nannofossils
Discoaster adamanteus,nannofossils
Discoaster altus,nannofossils
Discoaster anartios,nannofossils
Discoaster araneus,nannofossils
Discoaster asymmetricus,nannofossils
Discoaster backmanii,nannofossils
Discoaster barbadiensis,nannofossils
Discoaster bellus,nannofossils
Discoaster bergenii,nannofossils
Discoaster berggrenii,nannofossils
Discoaster bifax,nannofossils
Discoaster binodosus,nannofossils
Discoaster blackstockae,nannofossils
Discoaster bollii,nannofossils
Discoaster braarudii,nannofossils
Discoaster brouweri,nannofossils
Discoaster calcaris,nannofossils
Discoaster calculosus,nannofossils
Discoaster challengeri,nannofossils
Discoaster deflandrei,nannofossils
Discoaster delicatus,nannofossils
Discoaster diastypus,nannofossils
Discoaster distinctus,nannofossils
Discoaster druggii,nannofossils
Discoaster elegans,nannofossils
Discoaster exilis,nannofossils
Discoaster falcatus,nannofossils
Discoaster variabilis group,nannofossils
Discoaster hamatus,nannofossils
Discoaster hamatus-bellus,nannofossils
Discoaster intercalaris,nannofossils
Discoaster kuepperi,nannofossils
Discoaster kugleri,nannofossils
Discoaster lenticularis,nannofossils
Discoaster lodoensis,nannofossils
Discoaster loeblichii,nannofossils
Discoaster mahmoudii,nannofossils
Discoaster mediosus,nannofossils
Discoaster mendomobensis,nannofossils
Discoaster mohleri,nannofossils
Discoaster moorei,nannofossils
Discoaster multiradiatus,nannofossils
Discoaster musicus,nannofossils
Discoaster neohamatus,nannofossils
Discoaster neorectus,nannofossils
Discoaster nobilis,nannofossils
Discoaster nodifer,nannofossils
Discoaster ornatus,nannofossils
Discoaster pacificus,nannofossils
Discoaster paelikei,nannofossils
Discoaster pansus,nannofossils
Discoaster pentaradiatus,nannofossils
Discoaster petaliformis,nannofossils
Discoaster prepentaradiatus,nannofossils
Discoaster quadramus,nannofossils
Discoaster quinqueramus,nannofossils
Discoaster quintatus,nannofossils
Discoaster saipanensis,nannofossils
Discoaster salisburgensis,nannofossils
Discoaster sanmiguelensis,nannofossils
Discoaster septemradiatus,nannofossils
Discoaster signus,nannofossils
Discoaster sp.,nannofossils
Discoaster cf. brouweri,nannofossils
Discoaster cf. variabilis,nannofossils
Discoaster spp.,nannofossils
Discoaster <spp. (Neogene)>,nannofossils
Discoaster <spp. (Paleogene)>,nannofossils
Discoaster <spp. (five-rayed)>,nannofossils
Discoaster stellulus,nannofossils
Discoaster sublodoensis,nannofossils
Discoaster subsurculus,nannofossils
Discoaster surculus,nannofossils
Discoaster tamalis,nannofossils
Discoaster tanii,nannofossils
Discoaster triradiatus,nannofossils
Discoaster tristellifer,nannofossils
Discoaster variabilis,nannofossils
Discoaster wemmelensis,nannofossils
Discoaster williamsii,nannofossils
Discolithina japonica,nannofossils
Discorhabdus watkinsii,nannofossils
Discosphaera tubifera,nannofossils
Eifellithus sp.,nannofossils
Eiffellithus angustus,nannofossils
Eiffellithus casulus,nannofossils
Eiffellithus equibiramus,nannofossils
Eiffellithus eximius,nannofossils
Eiffellithus gorkae,nannofossils
Eiffellithus monechiae,nannofossils
Eiffellithus parallelus,nannofossils
Eiffellithus perchnielseniae,nannofossils
Eiffellithus praestigium,nannofossils
Eiffellithus sp.,nannofossils
Eiffellithus turriseiffelii,nannofossils
Eiffellithus vonsalisiae,nannofossils
Ellipsolithus bollii,nannofossils
Ellipsolithus distichus,nannofossils
Ellipsolithus macellus,nannofossils
Ellipsolithus subdistichus,nannofossils
Emiliania huxleyi,nannofossils
Emiliania huxleyi (<5 microns),nannofossils
Emiliania huxleyi (>5 microns),nannofossils
Eprolithus eptapetalus,nannofossils
Eprolithus floralis,nannofossils
Eprolithus moratus,nannofossils
Eprolithus octopetalus,nannofossils
Ericsonia robusta,nannofossils
Ericsonia subpertusa,nannofossils
Fasciculithus alanii,nannofossils
Fasciculithus clinatus,nannofossils
Fasciculithus involutus,nannofossils
Fasciculithus lilianae,nannofossils
Fasciculithus magnus,nannofossils
Fasciculithus pileatus,nannofossils
Fasciculithus richardii,nannofossils
Fasciculithus shaubii,nannofossils
Fasciculithus spp.,nannofossils
Fasciculithus thomasii,nannofossils
Fasciculithus tympaniformis,nannofossils
Fasciculithus ulii,nannofossils
Florisphaera profunda,nannofossils
Florisphaera profunda var. elongata,nannofossils
Gartnerago chiasta,nannofossils
Gartnerago nanum,nannofossils
Gartnerago obliquum,nannofossils
Gartnerago segmentatum,nannofossils
Gartnerago theta,nannofossils
Gephyrocapsa spp. (<4 microns),nannofossils
Gephyrocapsa spp. (>4 microns),nannofossils
Gephyrocapsa spp. (>5.5 microns),nannofossils
Gephyrocapsa aperta,nannofossils
Gephyrocapsa caribbeanica,nannofossils
Gephyrocapsa caribbeanica (3-4 microns),nannofossils
Gephyrocapsa caribbeanica (4-5.5 microns),nannofossils
Gephyrocapsa caribbeanica (>5.5 microns),nannofossils
Gephyrocapsa caribbeanica (large),nannofossils
Gephyrocapsa ericsonii,nannofossils
Gephyrocapsa large,nannofossils
Gephyrocapsa margerelii/muellerae,nannofossils
Gephyrocapsa muellerae,nannofossils
Gephyrocapsa oceanica,nannofossils
Gephyrocapsa oceanica (3-4 microns),nannofossils
Gephyrocapsa oceanica (4-5.5 microns),nannofossils
Gephyrocapsa oceanica (<5 micron),nannofossils
Gephyrocapsa oceanica (>5 micron),nannofossils
Gephyrocapsa oceanica (>5.5 microns),nannofossils
Gephyrocapsa omega,nannofossils
Gephyrocapsa parallela,nannofossils
Gephyrocapsa sinuosa,nannofossils
Gephyrocapsa sp.,nannofossils
Gephyrocapsa sp. (4-5.5 microns),nannofossils
Gephyrocapsa sp. (<4 microns),nannofossils
Gephyrocapsa sp. (>5.5 microns),nannofossils
Gephyrocapsa sp. (closed >4 microns),nannofossils
Gephyrocapsa sp. (large),nannofossils
Gephyrocapsa sp. 3,nannofossils
Gephyrocapsa sp. medium,nannofossils
Gephyrocapsa spp. (<3 microns),nannofossils
Gephyrocapsa spp. (large >5.5 microns),nannofossils
Gephyrocapsa spp. (medium 4-5.5 microns),nannofossils
Gephyrocapsa spp. (small <3.5 microns),nannofossils
Gephyrocapsa spp. (small),nannofossils
Gephyrocapsa spp. medium,nannofossils
Gephyrocapsa spp. small (<4 microns),nannofossils
Girgisia gammation,nannofossils
Gladiolithus flabellatus,nannofossils
Glaukolithus bicrescenticus,nannofossils
Glaukolithus diplogrammus,nannofossils
Gorkea spp.,nannofossils
Grantarhabdus coronadventis,nannofossils
Haqius circumradiatus,nannofossils
Hayaster perplexus,nannofossils
Hayella challengeri,nannofossils
Hayella situliformis,nannofossils
Hayesites albiensis,nannofossils
Helenea chiastia,nannofossils
Helicolithus compactus,nannofossils
Helicolithus trabeculatus,nannofossils
Helicolithus turonicus,nannofossils
Helicopontosphaera hyalina,nannofossils
Helicosphaera acuta,nannofossils
Helicosphaera ampliaperta,nannofossils
Helicosphaera bramlettei,nannofossils
Helicosphaera burkei,nannofossils
Helicosphaera carteri,nannofossils
Helicosphaera carteri var. walichii,nannofossils
Helicosphaera clarissima,nannofossils
Helicosphaera compacta,nannofossils
Helicosphaera ethologa,nannofossils
Helicosphaera euphratis,nannofossils
Helicosphaera granulata,nannofossils
Helicosphaera hyalina,nannofossils
Helicosphaera intermedia,nannofossils
Helicosphaera inversa,nannofossils
Helicosphaera kamptneri,nannofossils
Helicosphaera lophota,nannofossils
Helicosphaera mediterranea,nannofossils
Helicosphaera neogranulata,nannofossils
Helicosphaera obliqua,nannofossils
Helicosphaera orientalis,nannofossils
Helicosphaera pavimentum,nannofossils
Helicosphaera perch-nielseniae,nannofossils
Helicosphaera princei,nannofossils
Helicosphaera recta,nannofossils
Helicosphaera reticulata,nannofossils
Helicosphaera scissura,nannofossils
Helicosphaera sellii,nannofossils
Helicosphaera seminulum,nannofossils
Helicosphaera sp.,nannofossils
Helicosphaera spp.,nannofossils
Helicosphaera <spp. (Negoene)>,nannofossils
Helicosphaera <spp. (Palegoene)>,nannofossils
Helicosphaera stalis,nannofossils
Helicosphaera vedderi,nannofossils
Helicosphaera walbersdorfensis,nannofossils
Helicosphaera wallichii,nannofossils
Helicosphaera wilcoxonii,nannofossils
Heliolithus cantabriae,nannofossils
Heliolithus kleinpellii,nannofossils
Heliolithus riedelii,nannofossils
Holodiscolithus macroporus,nannofossils
Hughesius gizoensis,nannofossils
Hughesius tasmaniae,nannofossils
Ilselithina fusa,nannofossils
Isthmolithus recurvus,nannofossils
Jakubowskia leoniae,nannofossils
Kamptnerius magnificus,nannofossils
Lanternithus minutus,nannofossils
Lapideacassis sp.,nannofossils
Liliasterites angularis,nannofossils
Liliasterites atlanticus,nannofossils
Lithastrinus grillii,nannofossils
Lithastrinus septenarius,nannofossils
Lithoptychius ulii,nannofossils
Lithoptychius vertebratoides,nannofossils
Lithraphidites acutus,nannofossils
Lithraphidites alatus,nannofossils
Lithraphidites carniolensis,nannofossils
Lithraphidites quadratus,nannofossils
Lophodolithus acutus,nannofossils
Lophodolithus mochlophorus,nannofossils
Lophodolithus nascens,nannofossils
Lophodolithus rotundus,nannofossils
Loxolithus armilla,nannofossils
Lucianorhabdus cayeuxii,nannofossils
Lucianorhabdus maleformis,nannofossils
Lucianorhabdus spp.,nannofossils
Manivitella pemmatoidea,nannofossils
Markalius apertus,nannofossils
Markalius astroporus,nannofossils
Markalius inversus,nannofossils
Marthasterites furcatus,nannofossils
Micrantholithus flos,nannofossils
Micrantholithus spp.,nannofossils
Microrhabdulus belgicus,nannofossils
Microrhabdulus decoratus,nannofossils
Microrhabdulus spp.,nannofossils
Micula sp.,nannofossils
Micula concava,nannofossils
Micula cubiformis,nannofossils
Micula decussata,nannofossils
Micula murus,nannofossils
Micula prinsii,nannofossils
Micula staurophora,nannofossils
Minylitha convallis,nannofossils
Misceomarginatus pleniporus,nannofossils
Monomarginatus quaternarius,nannofossils
Nannoconus sp.,nannofossils
Nannotetrina alata,nannofossils
Nannotetrina alata group,nannofossils
Nannotetrina cristata,nannofossils
Nannotetrina fulgens,nannofossils
Nannotetrina spp.,nannofossils
Neobiscutum spp.,nannofossils
Neochiastozygus chiastus,nannofossils
Neochiastozygus junctus,nannofossils
Neochiastozygus modestus,nannofossils
Neochiastozygus perfectus,nannofossils
Neochiastozygus rosenkrantzii,nannofossils
Neochiastozygus spp.,nannofossils
Neococcolithes dubius,nannofossils
Neococcolithes protenus,nannofossils
Neococcolithes spp.,nannofossils
Neocrepidolithus cruciatus,nannofossils
Neocrepidolithus dirimosus,nannofossils
Neocrepidolithus fossus,nannofossils
Neocrepidolithus neocrassus,nannofossils
Neocrepidolithus watkinsii,nannofossils
Neosphaera coccolithomorpha,nannofossils
Nephrolithus frequens,nannofossils
Nicklithus amplificus,nannofossils
Octocyclus sp.,nannofossils
Octolithus multiplus,nannofossils
Oolithotus fragilis,nannofossils
Oolithotus sp.,nannofossils
Oolithotus spp.,nannofossils
Orthorhabdus rugosus,nannofossils
Orthorhabdus serratus,nannofossils
Orthorhabdus striatus,nannofossils
Pedinocyclus larvalis,nannofossils
Pemma basquense,nannofossils
Perchnielsenella stradneri,nannofossils
Perissocyclus fenestratus,nannofossils
Petrarhabdus copulatus,nannofossils
Placozygus spp.,nannofossils
Pontosphaera multipora,nannofossils
Pontosphaera alta,nannofossils
Pontosphaera discopora,nannofossils
Pontosphaera enormis,nannofossils
Pontosphaera exilis,nannofossils
Pontosphaera indooceanica,nannofossils
Pontosphaera japonica,nannofossils
Pontosphaera latelliptica,nannofossils
Pontosphaera millepuncta,nannofossils
Pontosphaera plana,nannofossils
Pontosphaera pulchra,nannofossils
Pontosphaera punctosa,nannofossils
Pontosphaera rimosa,nannofossils
Pontosphaera sp.,nannofossils
Pontosphaera spp.,nannofossils
Pontosphaera <spp. (Neogene)>,nannofossils
Pontosphaera versa,nannofossils
Prediscosphaera arkhangelskyi,nannofossils
Prediscosphaera bukryi,nannofossils
Prediscosphaera columnata,nannofossils
Prediscosphaera cretacea,nannofossils
Prediscosphaera desiderograndis,nannofossils
Prediscosphaera grandis,nannofossils
Prediscosphaera majungae,nannofossils
Prediscosphaera spinosa,nannofossils
Prediscosphaera stoveri,nannofossils
Prinsius bisulcus,nannofossils
Prinsius dimorphosus,nannofossils
Prinsius martinii,nannofossils
Prinsius tenuiculus,nannofossils
Pseudoemiliania lacunosa,nannofossils
Pseudoemiliania ovata,nannofossils
Pseudomicula quadrata,nannofossils
Pseudotriquetrorhabdulus inversus,nannofossils
Quadrum gartneri,nannofossils
Quadrum intermedium,nannofossils
Reinhardtites anthophorus,nannofossils
Reinhardtites biperforatus,nannofossils
Reinhardtites levis,nannofossils
Repagalum parvidentatum,nannofossils
Retecapsa crenulata,nannofossils
Retecapsa ficula,nannofossils
Retecapsa schizobrachiata,nannofossils
Retecapsa surirella,nannofossils
Reticulafenestra pseudoumbilica,nannofossils
Reticulofenestra <spp. small>,nannofossils
Reticulofenestra asanoi,nannofossils
Reticulofenestra asanoi (<6 microns),nannofossils
Reticulofenestra asanoi (>6 microns),nannofossils
Reticulofenestra bisecta,nannofossils
Reticulofenestra bisecta (5-10 microns),nannofossils
Reticulofenestra bisecta (>10 microns),nannofossils
Reticulofenestra callida,nannofossils
Reticulofenestra circus,nannofossils
Reticulofenestra cisnerosii,nannofossils
Reticulofenestra daviesii,nannofossils
Reticulofenestra dictyoda,nannofossils
Reticulofenestra dictyoda (10-14 microns),nannofossils
Reticulofenestra dictyoda (3-10 microns),nannofossils
Reticulofenestra erbae,nannofossils
Reticulofenestra gelida,nannofossils
Reticulofenestra hampdenensis,nannofossils
Reticulofenestra haqii,nannofossils
Reticulofenestra haqii (<3 microns),nannofossils
Reticulofenestra hillae,nannofossils
Reticulofenestra lockeri,nannofossils
Reticulofenestra lockerii,nannofossils
Reticulofenestra minuta,nannofossils
Reticulofenestra minuta (<3 microns),nannofossils
Reticulofenestra minutula,nannofossils
Reticulofenestra minutula (3-5 microns),nannofossils
Reticulofenestra oamaruensis,nannofossils
Reticulofenestra perplexa,nannofossils
Reticulofenestra producta,nannofossils
Reticulofenestra pseudoumbilicus,nannofossils
Reticulofenestra pseudoumbilicus (5-7 microns),nannofossils
Reticulofenestra pseudoumbilicus (>7 microns),nannofossils
Reticulofenestra reticulata,nannofossils
Reticulofenestra rotaria,nannofossils
Reticulofenestra samodurovii,nannofossils
Reticulofenestra scrippsae,nannofossils
Reticulofenestra sp. small,nannofossils
Reticulofenestra sp. (3-5 microns),nannofossils
Reticulofenestra sp. (5-7 microns),nannofossils
Reticulofenestra sp. (<3 microns),nannofossils
Reticulofenestra sp. (>7 microns),nannofossils
Reticulofenestra <sp. 1>,nannofossils
Reticulofenestra spp.,nannofossils
Reticulofenestra spp. small,nannofossils
Reticulofenestra stavensis,nannofossils
Reticulofenestra umbilicus,nannofossils
Reticulofenestra umbilicus (>14 microns),nannofossils
Reticulofenestra isabellae,nannofossils
Rhabdosphaera clavigera,nannofossils
Rhabdosphaera sicca,nannofossils
Rhabdosphaera spp.,nannofossils
Rhabdosphaera tenuis,nannofossils
Rhagodiscus achylostaurion,nannofossils
Rhagodiscus angustus,nannofossils
Rhagodiscus asper,nannofossils
Rhagodiscus indistinctus,nannofossils
Rhagodiscus robustus,nannofossils
Rhomboaster bramlettei,nannofossils
Rhomboaster calcitrapa,nannofossils
Rhomboaster cuspis,nannofossils
Rhomboaster spp.,nannofossils
Rhomboaster svabenickiae,nannofossils
Rotelapillus sp.,nannofossils
Rotelapillus biarcus,nannofossils
Rotelapillus crenulatus,nannofossils
Rotelapillus laffittei,nannofossils
Rucinolithus magnus,nannofossils
Rucinolithus wisei,nannofossils
Schyphosphaera spp.,nannofossils
Scrippsiella sp.,nannofossils
Scyphosphaera apsteinii,nannofossils
Scyphosphaera apsteinii forma dilatata,nannofossils
Scyphosphaera canescens,nannofossils
Scyphosphaera cylindrica,nannofossils
Scyphosphaera globulata,nannofossils
Scyphosphaera intermedia,nannofossils
Scyphosphaera lagena,nannofossils
Scyphosphaera pulcherrima,nannofossils
Scyphosphaera spp.,nannofossils
Scyphosphaera ventriosa,nannofossils
Seribiscutum primitivum,nannofossils
Gephyrocapsa <spp. (small)>,nannofossils
Solidopons petrae,nannofossils
Speetonia colligata,nannofossils
Speetonia sp.,nannofossils
Sphenolithus abies,nannofossils
Sphenolithus akropodus,nannofossils
Sphenolithus anarrhopus,nannofossils
Sphenolithus arthurii,nannofossils
Sphenolithus belemnos,nannofossils
Sphenolithus calyculus,nannofossils
Sphenolithus capricornutus,nannofossils
Sphenolithus celsus,nannofossils
Sphenolithus ciperoensis,nannofossils
Sphenolithus conicus,nannofossils
Sphenolithus conspicuus,nannofossils
Sphenolithus cuniculus,nannofossils
Sphenolithus delphix,nannofossils
Sphenolithus disbelemnos,nannofossils
Sphenolithus dissimilis,nannofossils
Sphenolithus distentus,nannofossils
Sphenolithus editus,nannofossils
Sphenolithus furcatolithoides,nannofossils
Sphenolithus furcatolithoides morph A,nannofossils
Sphenolithus furcatolithoides morph B,nannofossils
Sphenolithus grandis,nannofossils
Sphenolithus heteromorphus,nannofossils
Sphenolithus moriformis,nannofossils
Sphenolithus moriformis gr.,nannofossils
Sphenolithus neoabies,nannofossils
Sphenolithus obtusus,nannofossils
Sphenolithus orphanknollensis,nannofossils
Sphenolithus pospichalii,nannofossils
Sphenolithus predistentus,nannofossils
Sphenolithus primus,nannofossils
Sphenolithus pseudoheteromorphus,nannofossils
Sphenolithus pseudoradians,nannofossils
Sphenolithus radians,nannofossils
Sphenolithus runus,nannofossils
Sphenolithus spiniger,nannofossils
Sphenolithus spp.,nannofossils
Sphenolithus strigosus,nannofossils
Sphenolithus tribulosus,nannofossils
Sphenolithus villae,nannofossils
Staurolithites sp.,nannofossils
Staurolithites angustus,nannofossils
Staurolithites flavus,nannofossils
Staurolithites gausorhethium,nannofossils
Staurolithites mutterlosei,nannofossils
Staurolithites siesseri,nannofossils
Staurolithites spp.,nannofossils
Stoverius achylosus,nannofossils
Stoverius coronatus,nannofossils
Syracosphaera histrica,nannofossils
Syracosphaera lamina,nannofossils
Syracosphaera pulchra,nannofossils
Syracosphaera spp.,nannofossils
Syracosphaera <spp. (Neogene)>,nannofossils
Syracosphaera <spp. (Paleogene)>,nannofossils
Tegumentum sp.,nannofossils
Tegumentum stradneri,nannofossils
Tetralithoides quadrilaminata,nannofossils
Tetralithoides symeonidesii,nannofossils
Tetrapodorhabdus decorus,nannofossils
Thiersteinia ecclesiastica,nannofossils
Thoracosphaera heimii,nannofossils
Thoracosphaera sp.,nannofossils
Thoracosphaera spp.,nannofossils
Toweius callosus,nannofossils
Toweius crassus,nannofossils
Toweius eminens,nannofossils
Toweius gammation,nannofossils
Toweius magnicrassus,nannofossils
Toweius occultatus,nannofossils
Toweius pertusus,nannofossils
Toweius rotundus,nannofossils
Toweius serontinus,nannofossils
Toweius spp.,nannofossils
Toweius tovae,nannofossils
Tranolithus orionatus,nannofossils
Tranolithus phacelosus,nannofossils
Tribrachiatus absidatus,nannofossils
Tribrachiatus bramlettei,nannofossils
Tribrachiatus contortus,nannofossils
Tribrachiatus digitalis,nannofossils
Tribrachiatus orthostylus,nannofossils
Triquetrorhabdulus carinatus,nannofossils
Triquetrorhabdulus challengeri,nannofossils
Triquetrorhabdulus finifer,nannofossils
Triquetrorhabdulus longus,nannofossils
Triquetrorhabdulus milowii,nannofossils
Triquetrorhabdulus rioi,nannofossils
Triquetrorhabdulus rugosus,nannofossils
Triquetrorhabdulus <sp. (long needle-like)>,nannofossils
Triquetrorhabdulus <sp. (long)>,nannofossils
Triquetrorhabdulus striatus,nannofossils
Umbellosphaera irregularis,nannofossils
Umbellosphaera tenuis,nannofossils
Umbilicosphaera bramlettei,nannofossils
Umbilicosphaera foliosa,nannofossils
Umbilicosphaera hulburtiana,nannofossils
Umbilicosphaera jafari,nannofossils
Umbilicosphaera jordanii,nannofossils
Umbilicosphaera rotula,nannofossils
Umbilicosphaera sibogae,nannofossils
Umbilicosphaera sibogae var. foliosa,nannofossils
Umbilicosphaera sp.,nannofossils
Uniplanarius sp.,nannofossils
Uniplanarius gothicus,nannofossils
Uniplanarius sissinghii,nannofossils
Uniplanarius trifidus,nannofossils
Watznaueria sp.,nannofossils
Watznaueria barnesiae,nannofossils
Watznaueria bayackii,nannofossils
Watznaueria biporta,nannofossils
Watznaueria britannica,nannofossils
Watznaueria fossacincta,nannofossils
Watznaueria ovata,nannofossils
Zeugrhabdotus sp.,nannofossils
Zeugrhabdotus bicrescenticus,nannofossils
Zeugrhabdotus embergeri,nannofossils
Zeugrhabdotus erectus,nannofossils
Zeugrhabdotus kerguelenensis,nannofossils
Zeugrhabdotus praesigmoides,nannofossils
Zeugrhabdotus scutula,nannofossils
Zeugrhabdotus sigmoides,nannofossils
Zeugrhabdotus sisyphus,nannofossils
Zeugrhabdotus trivectis,nannofossils
Zeugrhabdotus xenotus,nannofossils
