Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Pseudoemiliania lacunosa,Helicosphaera carteri,Coccolithus pelagicus,Calcidiscus macintyrei,Calcidiscus leptoporus,Pontosphaera pacifica,Syracosphaera pulchra,Helicosphaera sellii,Gephyrocapsa sp.,Braarudosphaera bigelowii,Reticulofenestra cf. pseudoumbilica,Discolithina japonica,Syracosphaera mediterranea,Gephyrocapsa ericsonii,Gephyrocapsa oceanica,Gephyrocapsa caribbeanica,Emiliania huxleyi,Comment
  SR,                 ,                 ,NN21              ,              ,141, 860,B,  2,H, 3,  60.00,      5.0000,Spiegler ,Nannofossils                                 ,C              ,G                 ,                        ,F                    ,F                    ,                      ,C                     ,                     ,                     ,                    ,                ,R                        ,                                   ,                     ,                          ,C                     ,                     ,                         ,                 ,from Leg 141 SR; Chapter 14; Table 4; pp. 200-201
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,141, 860,B,  2,H, 5,  60.00,      8.0000,Spiegler ,Nannofossils                                 ,T              ,M                 ,                        ,                     ,R                    ,                      ,                      ,                     ,                     ,                    ,                ,                         ,                                   ,                     ,                          ,                      ,                     ,                         ,                 ,from Leg 141 SR; Chapter 14; Table 4; pp. 200-201
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,NN20              ,              ,141, 860,B,  3,H, 1, 137.00,     12.2700,Spiegler ,Nannofossils                                 ,R              ,M                 ,                        ,                     ,R                    ,                      ,                      ,                     ,                     ,                    ,                ,                         ,                                   ,                     ,                          ,                      ,                     ,R                        ,                 ,from Leg 141 SR; Chapter 14; Table 4; pp. 200-201
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,NN20              ,              ,141, 860,B,  3,H, 2, 118.00,     13.5800,Spiegler ,Nannofossils                                 ,T              ,G                 ,                        ,                     ,                     ,                      ,                      ,                     ,                     ,                    ,                ,                         ,                                   ,                     ,                          ,                      ,                     ,R                        ,                 ,from Leg 141 SR; Chapter 14; Table 4; pp. 200-201
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,NN20              ,              ,141, 860,B,  3,H, 5,  70.00,     17.6000,Spiegler ,Nannofossils                                 ,R              ,G                 ,                        ,                     ,                     ,                      ,                      ,                     ,                     ,                    ,                ,                         ,                                   ,                     ,                          ,R                     ,                     ,R                        ,                 ,from Leg 141 SR; Chapter 14; Table 4; pp. 200-201
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,NN20              ,              ,141, 860,B,  3,H, 6, 145.00,     19.8500,Spiegler ,Nannofossils                                 ,R              ,M                 ,                        ,                     ,                     ,                      ,R                     ,                     ,                     ,                    ,                ,                         ,                                   ,                     ,                          ,R                     ,                     ,R                        ,                 ,from Leg 141 SR; Chapter 14; Table 4; pp. 200-201
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,NN20              ,              ,141, 860,B,  3,H,CC,  32.00,     20.8400,Spiegler ,Nannofossils                                 ,F              ,G                 ,                        ,F                    ,R                    ,                      ,F                     ,                     ,                     ,                    ,                ,                         ,                                   ,                     ,                          ,C                     ,F                    ,                         ,                 ,from Leg 141 SR; Chapter 14; Table 4; pp. 200-201
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,NN19              ,              ,141, 860,B,  4,H, 2,  69.00,     22.5900,Spiegler ,Nannofossils                                 ,F              ,G                 ,R                       ,R                    ,F                    ,                      ,F                     ,                     ,                     ,                    ,                ,                         ,                                   ,                     ,                          ,F                     ,R                    ,                         ,                 ,from Leg 141 SR; Chapter 14; Table 4; pp. 200-201
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,NN19              ,              ,141, 860,B,  4,H, 3, 130.00,     24.7000,Spiegler ,Nannofossils                                 ,C              ,G                 ,F                       ,F                    ,                     ,                      ,F                     ,                     ,                     ,                    ,                ,                         ,                                   ,                     ,                          ,C                     ,F                    ,                         ,                 ,from Leg 141 SR; Chapter 14; Table 4; pp. 200-201
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,NN19              ,              ,141, 860,B,  4,H,CC,  59.00,     30.7100,Spiegler ,Nannofossils                                 ,F              ,G                 ,R                       ,                     ,F                    ,                      ,F                     ,                     ,                     ,                    ,                ,                         ,                                   ,                     ,                          ,F                     ,R                    ,                         ,                 ,from Leg 141 SR; Chapter 14; Table 4; pp. 200-201
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,NN19              ,              ,141, 860,B,  5,H, 2,  31.00,     31.7100,Spiegler ,Nannofossils                                 ,R              ,G                 ,R                       ,R                    ,                     ,                      ,R                     ,                     ,                     ,                    ,                ,                         ,                                   ,                     ,                          ,F                     ,R                    ,                         ,                 ,from Leg 141 SR; Chapter 14; Table 4; pp. 200-201
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,NN19              ,              ,141, 860,B,  5,H, 3,  28.00,     33.1800,Spiegler ,Nannofossils                                 ,F              ,G                 ,                        ,R                    ,F                    ,                      ,F                     ,                     ,                     ,                    ,                ,                         ,                                   ,                     ,                          ,C                     ,F                    ,F                        ,                 ,from Leg 141 SR; Chapter 14; Table 4; pp. 200-201
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,NN19              ,              ,141, 860,B,  5,H, 5,  27.00,     36.1700,Spiegler ,Nannofossils                                 ,T              ,M                 ,                        ,                     ,                     ,                      ,R                     ,                     ,                     ,                    ,                ,                         ,                                   ,                     ,                          ,R                     ,                     ,                         ,                 ,from Leg 141 SR; Chapter 14; Table 4; pp. 200-201
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,NN19              ,              ,141, 860,B,  5,H,CC, 147.00,     41.2500,Spiegler ,Nannofossils                                 ,R              ,G                 ,                        ,R                    ,F                    ,                      ,R                     ,                     ,                     ,                    ,                ,                         ,                                   ,                     ,                          ,F                     ,R                    ,F                        ,                 ,from Leg 141 SR; Chapter 14; Table 4; pp. 200-201
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,NN19              ,              ,141, 860,B,  7,H, 2, 105.00,     51.4500,Spiegler ,Nannofossils                                 ,F              ,G                 ,R                       ,                     ,F                    ,                      ,F                     ,                     ,                     ,                    ,                ,                         ,                                   ,                     ,                          ,C                     ,R                    ,F                        ,                 ,from Leg 141 SR; Chapter 14; Table 4; pp. 200-201
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,NN19              ,              ,141, 860,B,  7,H, 4, 102.00,     54.4200,Spiegler ,Nannofossils                                 ,C              ,G                 ,                        ,                     ,F                    ,                      ,                      ,                     ,                     ,                    ,                ,                         ,                                   ,                     ,                          ,C                     ,R                    ,F                        ,                 ,from Leg 141 SR; Chapter 14; Table 4; pp. 200-201
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,NN19              ,              ,141, 860,B,  7,H, 6, 100.00,     57.4000,Spiegler ,Nannofossils                                 ,A              ,G                 ,                        ,                     ,R                    ,                      ,                      ,                     ,                     ,                    ,                ,                         ,                                   ,                     ,                          ,C                     ,R                    ,C                        ,                 ,from Leg 141 SR; Chapter 14; Table 4; pp. 200-201
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,NN19              ,              ,141, 860,B,  7,H,CC,  40.00,     59.6400,Spiegler ,Nannofossils                                 ,C              ,G                 ,R                       ,F                    ,C                    ,                      ,F                     ,                     ,R                    ,                    ,                ,                         ,                                   ,                     ,                          ,F                     ,R                    ,F                        ,                 ,from Leg 141 SR; Chapter 14; Table 4; pp. 200-201
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,NN19              ,              ,141, 860,B,  9,X,CC,   9.00,     59.9900,Spiegler ,Nannofossils                                 ,F              ,G                 ,R                       ,                     ,F                    ,                      ,F                     ,                     ,R                    ,                    ,                ,                         ,                                   ,                     ,                          ,F                     ,R                    ,R                        ,                 ,from Leg 141 SR; Chapter 14; Table 4; pp. 200-201
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,NN19              ,              ,141, 860,B, 10,X,CC,  29.00,     68.9900,Spiegler ,Nannofossils                                 ,F              ,G                 ,                        ,F                    ,F                    ,                      ,F                     ,                     ,R                    ,R                   ,F               ,                         ,                                   ,R                    ,                          ,                      ,                     ,                         ,                 ,from Leg 141 SR; Chapter 14; Table 4; pp. 200-201
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,NN19              ,              ,141, 860,B, 12,X, 2,  35.00,     89.5500,Spiegler ,Nannofossils                                 ,T              ,G                 ,                        ,R                    ,                     ,                      ,                      ,                     ,                     ,                    ,                ,                         ,                                   ,                     ,                          ,                      ,                     ,R                        ,                 ,from Leg 141 SR; Chapter 14; Table 4; pp. 200-201
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,NN19              ,              ,141, 860,B, 12,X, 3, 120.00,     91.9000,Spiegler ,Nannofossils                                 ,R              ,G                 ,                        ,R                    ,R                    ,                      ,R                     ,                     ,                     ,                    ,F               ,                         ,                                   ,                     ,                          ,                      ,                     ,                         ,                 ,from Leg 141 SR; Chapter 14; Table 4; pp. 200-201
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,NN19              ,              ,141, 860,B, 12,X,CC,  16.00,     93.6600,Spiegler ,Nannofossils                                 ,R              ,G                 ,                        ,R                    ,R                    ,                      ,R                     ,                     ,                     ,                    ,F               ,                         ,                                   ,                     ,                          ,                      ,cf                   ,                         ,                 ,from Leg 141 SR; Chapter 14; Table 4; pp. 200-201
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,NN19              ,              ,141, 860,B, 14,X, 1,  62.00,     99.7200,Spiegler ,Nannofossils                                 ,R              ,G                 ,                        ,                     ,R                    ,                      ,R                     ,                     ,                     ,                    ,R               ,                         ,                                   ,                     ,                          ,                      ,                     ,                         ,                 ,from Leg 141 SR; Chapter 14; Table 4; pp. 200-201
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,NN19              ,              ,141, 860,B, 15,X, 2,  70.00,    109.4000,Spiegler ,Nannofossils                                 ,R              ,G                 ,                        ,                     ,R                    ,                      ,R                     ,                     ,                     ,                    ,                ,                         ,                                   ,                     ,                          ,F                     ,                     ,                         ,                 ,from Leg 141 SR; Chapter 14; Table 4; pp. 200-201
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,NN19              ,              ,141, 860,B, 15,X, 4, 124.00,    112.9400,Spiegler ,Nannofossils                                 ,R              ,G                 ,                        ,                     ,F                    ,                      ,R                     ,                     ,                     ,                    ,R               ,                         ,                                   ,                     ,                          ,                      ,cf                   ,                         ,                 ,from Leg 141 SR; Chapter 14; Table 4; pp. 200-201
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,NN19              ,              ,141, 860,B, 15,X,CC,  34.00,    113.8500,Spiegler ,Nannofossils                                 ,T              ,M                 ,                        ,                     ,R                    ,                      ,R                     ,R                    ,                     ,                    ,R               ,                         ,                                   ,                     ,                          ,                      ,                     ,                         ,                 ,from Leg 141 SR; Chapter 14; Table 4; pp. 200-201
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,NN19              ,              ,141, 860,B, 16,X, 1,  68.00,    117.4800,Spiegler ,Nannofossils                                 ,A              ,G                 ,                        ,F                    ,C                    ,                      ,F                     ,                     ,                     ,                    ,                ,                         ,                                   ,                     ,                          ,C                     ,cf                   ,                         ,                 ,from Leg 141 SR; Chapter 14; Table 4; pp. 200-201
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,NN19              ,              ,141, 860,B, 16,X, 2, 107.00,    119.3700,Spiegler ,Nannofossils                                 ,C              ,G                 ,                        ,                     ,F                    ,                      ,                      ,                     ,                     ,                    ,                ,                         ,                                   ,                     ,                          ,                      ,cf                   ,C                        ,                 ,from Leg 141 SR; Chapter 14; Table 4; pp. 200-201
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,NN19              ,              ,141, 860,B, 16,X, 3,  32.00,    120.1200,Spiegler ,Nannofossils                                 ,A              ,G                 ,                        ,F                    ,C                    ,                      ,C                     ,                     ,R                    ,                    ,                ,                         ,                                   ,                     ,R                         ,C                     ,cf                   ,C                        ,                 ,from Leg 141 SR; Chapter 14; Table 4; pp. 200-201
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,NN19              ,              ,141, 860,B, 16,X,CC,  22.00,    120.6300,Spiegler ,Nannofossils                                 ,F              ,G                 ,                        ,                     ,R                    ,                      ,F                     ,                     ,R                    ,                    ,                ,                         ,                                   ,                     ,                          ,F                     ,                     ,                         ,                 ,from Leg 141 SR; Chapter 14; Table 4; pp. 200-201
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,NN16              ,NN18          ,141, 860,B, 17,X, 2,   7.00,    128.0700,Spiegler ,Nannofossils                                 ,C              ,G                 ,F                       ,C                    ,C                    ,                      ,C                     ,                     ,                     ,                    ,                ,R                        ,                                   ,                     ,                          ,C                     ,                     ,                         ,                 ,from Leg 141 SR; Chapter 14; Table 4; pp. 200-201
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,NN16              ,NN18          ,141, 860,B, 17,X, 3, 128.00,    130.7800,Spiegler ,Nannofossils                                 ,A              ,G                 ,                        ,R                    ,                     ,T                     ,R                     ,                     ,                     ,                    ,A               ,                         ,                                   ,                     ,                          ,                      ,                     ,                         ,                 ,from Leg 141 SR; Chapter 14; Table 4; pp. 200-201
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,NN16              ,NN18          ,141, 860,B, 17,X, 5,  67.00,    133.1700,Spiegler ,Nannofossils                                 ,F              ,G                 ,                        ,                     ,F                    ,                      ,F                     ,                     ,                     ,                    ,C               ,                         ,                                   ,                     ,                          ,                      ,                     ,                         ,                 ,from Leg 141 SR; Chapter 14; Table 4; pp. 200-201
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,NN16              ,NN18          ,141, 860,B, 17,X,CC,  18.00,    133.8800,Spiegler ,Nannofossils                                 ,F              ,G                 ,R                       ,R                    ,R                    ,                      ,                      ,                     ,                     ,                    ,F               ,                         ,                                   ,                     ,                          ,                      ,                     ,                         ,                 ,from Leg 141 SR; Chapter 14; Table 4; pp. 200-201
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,NN16              ,NN18          ,141, 860,B, 19,X, 1,  26.00,    137.3600,Spiegler ,Nannofossils                                 ,R              ,M                 ,                        ,                     ,                     ,                      ,                      ,                     ,                     ,                    ,R               ,                         ,                                   ,                     ,                          ,                      ,                     ,                         ,                 ,from Leg 141 SR; Chapter 14; Table 4; pp. 200-201
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,NN16              ,NN18          ,141, 860,B, 19,X, 4,  48.00,    142.0800,Spiegler ,Nannofossils                                 ,R              ,G                 ,R                       ,                     ,R                    ,                      ,                      ,                     ,                     ,                    ,R               ,                         ,                                   ,                     ,                          ,                      ,                     ,                         ,                 ,from Leg 141 SR; Chapter 14; Table 4; pp. 200-201
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,NN16              ,NN18          ,141, 860,B, 19,X,CC,  57.00,    145.3300,Spiegler ,Nannofossils                                 ,C              ,G                 ,R                       ,R                    ,R                    ,                      ,R                     ,                     ,                     ,                    ,C               ,T                        ,                                   ,                     ,R                         ,                      ,                     ,                         ,                 ,from Leg 141 SR; Chapter 14; Table 4; pp. 200-201
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,141, 860,B, 20,X, 1, 117.00,    146.9700,Spiegler ,Nannofossils                                 ,B              ,                  ,                        ,F                    ,                     ,                      ,                      ,                     ,                     ,                    ,                ,                         ,                                   ,                     ,                          ,                      ,                     ,                         ,                 ,from Leg 141 SR; Chapter 14; Table 4; pp. 200-201
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,NN16              ,NN18          ,141, 860,B, 20,X,CC,  25.00,    148.1800,Spiegler ,Nannofossils                                 ,F              ,G                 ,R                       ,                     ,                     ,R                     ,R                     ,                     ,                     ,                    ,F               ,                         ,                                   ,                     ,                          ,                      ,                     ,                         ,                 ,from Leg 141 SR; Chapter 14; Table 4; pp. 200-201
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,NN16              ,NN18          ,141, 860,B, 21,X, 1,  80.00,    156.3000,Spiegler ,Nannofossils                                 ,A              ,G                 ,F                       ,                     ,R                    ,F                     ,C                     ,R                    ,                     ,                    ,A               ,                         ,                                   ,F                    ,                          ,                      ,                     ,                         ,                 ,from Leg 141 SR; Chapter 14; Table 4; pp. 200-201
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,NN16              ,NN18          ,141, 860,B, 21,X,CC,  16.00,    157.0000,Spiegler ,Nannofossils                                 ,C              ,G                 ,F                       ,                     ,R                    ,F                     ,T                     ,                     ,                     ,                    ,                ,                         ,                                   ,F                    ,                          ,                      ,                     ,                         ,                 ,from Leg 141 SR; Chapter 14; Table 4; pp. 200-201
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,NN16              ,NN18          ,141, 860,B, 22,X, 1,  84.00,    165.9400,Spiegler ,Nannofossils                                 ,A              ,G                 ,R                       ,C                    ,R                    ,C                     ,C                     ,R                    ,                     ,                    ,A               ,                         ,F                                  ,F                    ,                          ,                      ,                     ,                         ,                 ,from Leg 141 SR; Chapter 14; Table 4; pp. 200-201
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,141, 860,B, 22,X, 3,  49.00,    168.5900,Spiegler ,Nannofossils                                 ,B              ,                  ,                        ,                     ,                     ,                      ,                      ,                     ,                     ,                    ,                ,                         ,F                                  ,                     ,                          ,                      ,                     ,                         ,                 ,from Leg 141 SR; Chapter 14; Table 4; pp. 200-201
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,NN16              ,NN18          ,141, 860,B, 22,X,CC,  30.00,    169.2100,Spiegler ,Nannofossils                                 ,R              ,M                 ,                        ,                     ,                     ,                      ,C                     ,                     ,                     ,                    ,                ,                         ,F                                  ,R                    ,                          ,                      ,                     ,                         ,                 ,from Leg 141 SR; Chapter 14; Table 4; pp. 200-201
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,NN16              ,NN18          ,141, 860,B, 23,X,CC,  11.00,    174.9100,Spiegler ,Nannofossils                                 ,F              ,G                 ,                        ,                     ,C                    ,F                     ,F                     ,                     ,                     ,R                   ,                ,R                        ,                                   ,F                    ,                          ,                      ,                     ,                         ,                 ,from Leg 141 SR; Chapter 14; Table 4; pp. 200-201
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,NN16              ,NN18          ,141, 860,B, 24,X,CC,  27.00,    186.6400,Spiegler ,Nannofossils                                 ,T              ,                  ,                        ,                     ,                     ,                      ,                      ,                     ,                     ,                    ,                ,                         ,R                                  ,                     ,                          ,                      ,                     ,                         ,                 ,from Leg 141 SR; Chapter 14; Table 4; pp. 200-201
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,NN16              ,NN18          ,141, 860,B, 25,X, 1,  92.00,    195.0200,Spiegler ,Nannofossils                                 ,R              ,                  ,                        ,                     ,                     ,R                     ,                      ,                     ,                     ,                    ,R               ,                         ,                                   ,                     ,                          ,                      ,                     ,                         ,                 ,from Leg 141 SR; Chapter 14; Table 4; pp. 200-201
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,NN16              ,NN18          ,141, 860,B, 27,X,CC,   0.00,    213.4000,Spiegler ,Nannofossils                                 ,T              ,M                 ,                        ,R                    ,R                    ,                      ,                      ,                     ,                     ,                    ,                ,                         ,                                   ,                     ,                          ,                      ,                     ,                         ,                 ,from Leg 141 SR; Chapter 14; Table 4; pp. 200-201
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,NN16              ,NN18          ,141, 860,B, 29,X, 1, 110.00,    233.9000,Spiegler ,Nannofossils                                 ,T              ,                  ,R                       ,R                    ,                     ,                      ,                      ,                     ,                     ,                    ,F               ,                         ,                                   ,                     ,                          ,                      ,                     ,                         ,                 ,from Leg 141 SR; Chapter 14; Table 4; pp. 200-201
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,NN16              ,NN18          ,141, 860,B, 29,X,CC,  20.00,    235.0800,Spiegler ,Nannofossils                                 ,R              ,M                 ,                        ,                     ,R                    ,F                     ,F                     ,                     ,                     ,                    ,                ,                         ,                                   ,                     ,                          ,                      ,                     ,                         ,                 ,from Leg 141 SR; Chapter 14; Table 4; pp. 200-201
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,NN16              ,NN18          ,141, 860,B, 30,X, 2, 138.00,    244.4500,Spiegler ,Nannofossils                                 ,F              ,G                 ,F                       ,                     ,F                    ,R                     ,                      ,                     ,                     ,                    ,F               ,                         ,                                   ,F                    ,                          ,                      ,                     ,                         ,                 ,from Leg 141 SR; Chapter 14; Table 4; pp. 200-201
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,NN16              ,NN18          ,141, 860,B, 30,X,CC,  33.00,    245.2000,Spiegler ,Nannofossils                                 ,F              ,G                 ,F                       ,F                    ,F                    ,F                     ,F                     ,                     ,                     ,                    ,                ,                         ,F                                  ,R                    ,                          ,                      ,                     ,                         ,                 ,from Leg 141 SR; Chapter 14; Table 4; pp. 200-201
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,NN16              ,NN18          ,141, 860,B, 31,X, 1,  28.00,    252.1800,Spiegler ,Nannofossils                                 ,C              ,G                 ,F                       ,                     ,F                    ,F                     ,R                     ,                     ,                     ,                    ,F               ,                         ,F                                  ,F                    ,                          ,                      ,                     ,                         ,                 ,from Leg 141 SR; Chapter 14; Table 4; pp. 200-201
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,NN16              ,NN18          ,141, 860,B, 31,X, 2,  70.00,    254.1000,Spiegler ,Nannofossils                                 ,C              ,G                 ,F                       ,                     ,C                    ,F                     ,F                     ,                     ,                     ,                    ,                ,                         ,F                                  ,R                    ,                          ,                      ,                     ,                         ,                 ,from Leg 141 SR; Chapter 14; Table 4; pp. 200-201
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,NN16              ,NN18          ,141, 860,B, 31,X, 3,  86.00,    255.7600,Spiegler ,Nannofossils                                 ,R              ,G                 ,R                       ,                     ,R                    ,                      ,                      ,                     ,                     ,                    ,                ,                         ,F                                  ,                     ,                          ,                      ,                     ,                         ,                 ,from Leg 141 SR; Chapter 14; Table 4; pp. 200-201
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,NN16              ,NN18          ,141, 860,B, 31,X,CC,  39.00,    256.2900,Spiegler ,Nannofossils                                 ,C              ,G                 ,R                       ,R                    ,C                    ,F                     ,                      ,                     ,                     ,                    ,                ,                         ,                                   ,F                    ,                          ,                      ,                     ,                         ,                 ,from Leg 141 SR; Chapter 14; Table 4; pp. 200-201
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
