Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Incertae sedis forma A	Bachmayerella tenuis	Comment
  SR	Pleistocene      	                 	T.excel-G.car Subz C	              	160	 967	A	  2	H	 5	  73.00	     16.0300	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                     	-                   	from Leg 160SR Ch 10 Table 4

  SR	Pleistocene      	                 	T.excel-G.car Subz C	              	160	 967	A	  2	H	 6	  35.00	     17.1500	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                     	-                   	from Leg 160SR Ch 10 Table 4

  SR	Pleistocene      	                 	T.excel-G.car Subz C	              	160	 967	A	  2	H	 7	  35.00	     18.6500	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                     	-                   	from Leg 160SR Ch 10 Table 4

  SR	Pleistocene      	                 	T.excel-G.car Subz C	              	160	 967	A	  2	H	CC	  21.00	     19.0600	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                     	-                   	from Leg 160SR Ch 10 Table 4

  SR	Pleistocene      	                 	T.excel-G.car Subz C	              	160	 967	A	  3	H	 1	  77.00	     19.5700	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                     	-                   	from Leg 160SR Ch 10 Table 4

  SR	Pleistocene      	                 	T.excel-G.car Subz C	              	160	 967	A	  3	H	 2	  96.00	     21.2600	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                     	-                   	from Leg 160SR Ch 10 Table 4

  SR	Pleistocene      	                 	T.excel-G.car Subz C	              	160	 967	A	  3	H	 3	  68.00	     22.4800	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                     	-                   	from Leg 160SR Ch 10 Table 4

  SR	Pleistocene      	                 	T.excel-G.car Subz C	              	160	 967	A	  3	H	 4	  81.00	     24.1100	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                     	-                   	from Leg 160SR Ch 10 Table 4

  SR	Pleistocene      	                 	T.excel-G.car Subz C	              	160	 967	A	  3	H	 5	  84.00	     25.6400	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                     	-                   	from Leg 160SR Ch 10 Table 4

  SR	Pleistocene      	                 	T.excel-G.car Subz C	              	160	 967	A	  3	H	 6	  62.00	     26.9200	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                     	-                   	from Leg 160SR Ch 10 Table 4

  SR	Pleistocene      	                 	T.excel-G.car Subz C	              	160	 967	A	  3	H	 7	  16.00	     27.9600	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                     	-                   	from Leg 160SR Ch 10 Table 4

  SR	Pleistocene      	                 	T.excel-G.car Subz B	              	160	 967	A	  3	H	CC	  23.00	     28.6900	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	VR                    	-                   	from Leg 160SR Ch 10 Table 4

  SR	Pleistocene      	                 	T.excel-G.car Subz B	              	160	 967	A	  4	H	 1	  88.00	     29.1800	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                     	-                   	from Leg 160SR Ch 10 Table 4

  SR	Pleistocene      	                 	T.excel-G.car Subz B	              	160	 967	A	  4	H	 2	 103.00	     30.8300	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	C                     	-                   	from Leg 160SR Ch 10 Table 4

  SR	Pleistocene      	                 	T.excel-G.car Subz B	              	160	 967	A	  4	H	 3	  74.00	     32.0400	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	VR                    	-                   	from Leg 160SR Ch 10 Table 4

  SR	Pleistocene      	                 	T.excel-G.car Subz B	              	160	 967	A	  4	H	 4	  66.00	     33.4600	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	R                     	-                   	from Leg 160SR Ch 10 Table 4

  SR	Pleistocene      	                 	T.excel-G.car Subz B	              	160	 967	A	  4	H	 5	  50.00	     34.8000	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	A                     	-                   	from Leg 160SR Ch 10 Table 4

  SR	Pleistocene      	                 	T.excel-G.car Subz B	              	160	 967	A	  4	H	 6	  28.00	     36.0800	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	VR                    	-                   	from Leg 160SR Ch 10 Table 4

  SR	Pleistocene      	                 	T.excel-G.car Subz B	              	160	 967	A	  4	H	 7	  42.00	     37.7200	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	VR                    	-                   	from Leg 160SR Ch 10 Table 4

  SR	Pleistocene      	                 	T.excel-G.car Subz B	              	160	 967	A	  4	H	CC	  26.00	     38.1800	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                     	-                   	from Leg 160SR Ch 10 Table 4

  SR	Pleistocene      	                 	T.excel-G.car Subz A	              	160	 967	A	  5	H	 1	  67.00	     38.4700	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                     	VR                  	from Leg 160SR Ch 10 Table 4

  SR	Pleistocene      	                 	T.excel-G.car Subz A	              	160	 967	A	  5	H	 2	  91.00	     40.2100	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                     	VR                  	from Leg 160SR Ch 10 Table 4

  SR	Pleistocene      	                 	T.excel-G.car Subz A	              	160	 967	A	  5	H	 3	  67.00	     41.4700	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	VR                    	R                   	from Leg 160SR Ch 10 Table 4

  SR	Pleistocene      	                 	T.excel-G.car Subz A	              	160	 967	A	  5	H	 4	  78.00	     43.0800	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	VR                    	VR                  	from Leg 160SR Ch 10 Table 4

  SR	Pleistocene      	                 	T.excel-G.car Subz A	              	160	 967	A	  5	H	 5	  96.00	     44.7600	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                     	-                   	from Leg 160SR Ch 10 Table 4

  SR	Pleistocene      	                 	T.excel-G.car Subz A	              	160	 967	A	  5	H	 6	  59.00	     45.8900	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                     	-                   	from Leg 160SR Ch 10 Table 4

  SR	Pleistocene      	                 	T.excel-G.car Subz A	              	160	 967	A	  5	H	 7	  22.00	     47.0200	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                     	-                   	from Leg 160SR Ch 10 Table 4

  SR	Pleistocene      	                 	T.excel-G.car Subz A	              	160	 967	A	  5	H	CC	  47.00	     47.9100	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                     	-                   	from Leg 160SR Ch 10 Table 4

  SR	Pleistocene      	                 	T.excel-G.car Subz A	              	160	 967	A	  6	H	 1	  79.00	     48.0900	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	C                     	R                   	from Leg 160SR Ch 10 Table 4

  SR	Pleistocene      	                 	T.excel-G.car Subz A	              	160	 967	A	  6	H	 2	  79.00	     49.5900	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	R/C                   	-                   	from Leg 160SR Ch 10 Table 4

  SR	                 	                 	                  	              	160	 967	A	  6	H	 3	  59.00	     50.8900	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	VR                    	R/C                 	from Leg 160SR Ch 10 Table 4

  SR	                 	                 	                  	              	160	 967	A	  6	H	 4	 109.00	     52.8900	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	R                     	R/C                 	from Leg 160SR Ch 10 Table 4

  SR	                 	                 	                  	              	160	 967	A	  6	H	 5	  89.00	     54.1900	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	R/C                   	C                   	from Leg 160SR Ch 10 Table 4

  SR	                 	                 	                  	              	160	 967	A	  6	H	 6	  79.00	     55.5900	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	VA                    	R/C                 	from Leg 160SR Ch 10 Table 4

  SR	                 	                 	                  	              	160	 967	A	  6	H	CC	  26.00	     57.2200	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                     	-                   	from Leg 160SR Ch 10 Table 4

  SR	                 	                 	                  	              	160	 967	A	  7	H	 1	  97.00	     57.7700	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	A                     	R                   	from Leg 160SR Ch 10 Table 4

  SR	                 	                 	                  	              	160	 967	A	  7	H	 2	  59.00	     58.8900	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	A                     	-                   	from Leg 160SR Ch 10 Table 4

  SR	                 	                 	                  	              	160	 967	A	  7	H	 3	 135.00	     61.1500	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	C                     	R                   	from Leg 160SR Ch 10 Table 4

  SR	                 	                 	                  	              	160	 967	A	  7	H	 4	  71.00	     62.0100	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	A                     	-                   	from Leg 160SR Ch 10 Table 4

  SR	                 	                 	                  	              	160	 967	A	  7	H	 5	 123.00	     64.0300	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	VR                    	C                   	from Leg 160SR Ch 10 Table 4

  SR	                 	                 	                  	              	160	 967	A	  7	H	 6	 117.00	     65.4700	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	C                     	R/C                 	from Leg 160SR Ch 10 Table 4

  SR	                 	                 	                  	              	160	 967	A	  7	H	CC	  37.00	     66.6100	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	VR                    	-                   	from Leg 160SR Ch 10 Table 4

  SR	                 	                 	                  	              	160	 967	A	  8	H	 1	  55.00	     66.8500	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	C                     	-                   	from Leg 160SR Ch 10 Table 4

  SR	                 	                 	                  	              	160	 967	A	  8	H	 4	  55.00	     71.3500	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                     	R                   	from Leg 160SR Ch 10 Table 4

  SR	                 	                 	                  	              	160	 967	A	  8	H	 5	  55.00	     72.8500	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	A                     	-                   	from Leg 160SR Ch 10 Table 4

  SR	                 	                 	                  	              	160	 967	A	  8	H	 6	  55.00	     74.3500	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	C                     	R                   	from Leg 160SR Ch 10 Table 4

  SR	                 	                 	                  	              	160	 967	A	  8	H	CC	  14.00	     76.1400	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                     	-                   	from Leg 160SR Ch 10 Table 4

  SR	                 	                 	                  	              	160	 967	A	  9	H	 1	  35.00	     76.1500	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	R                     	-                   	from Leg 160SR Ch 10 Table 4

  SR	                 	                 	                  	              	160	 967	A	  9	H	 2	  90.00	     78.2000	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	R/C                   	R                   	from Leg 160SR Ch 10 Table 4

  SR	                 	                 	                  	              	160	 967	A	  9	H	 3	   9.00	     78.8900	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	A                     	R                   	from Leg 160SR Ch 10 Table 4

  SR	                 	                 	                  	              	160	 967	A	  9	H	 4	  55.00	     80.8500	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	R/C                   	R                   	from Leg 160SR Ch 10 Table 4

  SR	                 	                 	                  	              	160	 967	A	  9	H	 5	  90.00	     82.7000	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	C                     	-                   	from Leg 160SR Ch 10 Table 4

  SR	                 	                 	                  	              	160	 967	A	  9	H	 6	  40.00	     83.7000	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	C/A                   	R                   	from Leg 160SR Ch 10 Table 4

  SR	                 	                 	                  	              	160	 967	A	  9	H	CC	  36.00	     85.7800	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	VR                    	-                   	from Leg 160SR Ch 10 Table 4

  SR	                 	                 	                  	              	160	 967	A	 10	H	 1	  92.00	     86.2200	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	A                     	R                   	from Leg 160SR Ch 10 Table 4

  SR	                 	                 	                  	              	160	 967	A	 10	H	 2	  69.00	     87.4900	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	A                     	-                   	from Leg 160SR Ch 10 Table 4

  SR	                 	                 	                  	              	160	 967	A	 10	H	 3	  69.00	     88.9900	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	C/A                   	R                   	from Leg 160SR Ch 10 Table 4

  SR	                 	                 	                  	              	160	 967	A	 10	H	 4	  69.00	     90.4900	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                     	-                   	from Leg 160SR Ch 10 Table 4

  SR	                 	                 	                  	              	160	 967	A	 10	H	 5	  74.00	     92.0400	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	VA                    	-                   	from Leg 160SR Ch 10 Table 4

  SR	                 	                 	                  	              	160	 967	A	 10	H	 6	 122.00	     94.0200	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	VA                    	VR                  	from Leg 160SR Ch 10 Table 4

  SR	                 	                 	                  	              	160	 967	A	 10	H	 7	   8.00	     94.3800	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	R                     	VR                  	from Leg 160SR Ch 10 Table 4

  SR	                 	                 	                  	              	160	 967	A	 10	H	CC	  24.00	     95.2400	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                     	-                   	from Leg 160SR Ch 10 Table 4

  SR	                 	                 	                  	              	160	 967	A	 11	H	 1	  65.00	     95.4500	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                     	-                   	from Leg 160SR Ch 10 Table 4

  SR	                 	                 	                  	              	160	 967	A	 11	H	 1	  73.00	     95.5300	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	VR                    	VR                  	from Leg 160SR Ch 10 Table 4

  SR	                 	                 	                  	              	160	 967	A	 11	H	 2	  24.00	     96.5400	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	VR                    	VR                  	from Leg 160SR Ch 10 Table 4

  SR	                 	                 	                  	              	160	 967	A	 11	H	 2	  71.00	     97.0100	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	R                     	R                   	from Leg 160SR Ch 10 Table 4

  SR	                 	                 	                  	              	160	 967	A	 11	H	 3	  87.00	     98.6700	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	A                     	R                   	from Leg 160SR Ch 10 Table 4

  SR	                 	                 	                  	              	160	 967	A	 11	H	 4	  51.00	     99.8100	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	R                     	R                   	from Leg 160SR Ch 10 Table 4

  SR	                 	                 	                  	              	160	 967	A	 11	H	 5	  54.00	    101.3400	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                     	-                   	from Leg 160SR Ch 10 Table 4

  SR	                 	                 	                  	              	160	 967	A	 11	H	 5	  68.00	    101.4800	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	VR                    	-                   	from Leg 160SR Ch 10 Table 4

  SR	                 	                 	                  	              	160	 967	A	 11	H	 5	 128.00	    102.0800	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                     	-                   	from Leg 160SR Ch 10 Table 4

  SR	                 	                 	                  	              	160	 967	A	 11	H	 6	  37.00	    102.6700	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	VR                    	-                   	from Leg 160SR Ch 10 Table 4

  SR	                 	                 	                  	              	160	 967	A	 11	H	 7	  32.00	    104.1200	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	VR                    	VR                  	from Leg 160SR Ch 10 Table 4

  SR	                 	                 	                  	              	160	 967	A	 11	H	CC	  21.00	    104.7700	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	R                     	VR                  	from Leg 160SR Ch 10 Table 4

  SR	                 	                 	                  	              	160	 967	A	 12	H	 1	  26.00	    104.5600	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	C                     	VR                  	from Leg 160SR Ch 10 Table 4

  SR	                 	                 	                  	              	160	 967	A	 12	H	 1	 112.00	    105.4200	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	R                     	-                   	from Leg 160SR Ch 10 Table 4

  SR	                 	                 	                  	              	160	 967	A	 12	H	 2	  33.00	    106.1300	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                     	-                   	from Leg 160SR Ch 10 Table 4

  SR	                 	                 	                  	              	160	 967	A	 12	H	 2	  61.00	    106.4100	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	R                     	VR                  	from Leg 160SR Ch 10 Table 4

  SR	                 	                 	                  	              	160	 967	A	 12	H	 2	 124.00	    107.0400	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                     	-                   	from Leg 160SR Ch 10 Table 4

  SR	                 	                 	                  	              	160	 967	A	 12	H	 3	  32.00	    107.6200	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                     	-                   	from Leg 160SR Ch 10 Table 4

  SR	                 	                 	                  	              	160	 967	A	 12	H	 3	  50.00	    107.8000	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	R                     	-                   	from Leg 160SR Ch 10 Table 4

  SR	                 	                 	                  	              	160	 967	A	 12	H	 3	 131.00	    108.6100	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                     	-                   	from Leg 160SR Ch 10 Table 4

  SR	                 	                 	                  	              	160	 967	A	 12	H	 4	  36.00	    109.1600	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                     	-                   	from Leg 160SR Ch 10 Table 4

  SR	                 	                 	                  	              	160	 967	A	 12	H	 4	  71.00	    109.5100	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	VR                    	-                   	from Leg 160SR Ch 10 Table 4

  SR	                 	                 	                  	              	160	 967	A	 12	H	 5	  38.00	    110.6800	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	C                     	R                   	from Leg 160SR Ch 10 Table 4

  SR	                 	                 	                  	              	160	 967	A	 12	H	 5	  61.00	    110.9100	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	R/C                   	-                   	from Leg 160SR Ch 10 Table 4

  SR	                 	                 	                  	              	160	 967	A	 12	H	 5	  94.00	    111.2400	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	VR                    	-                   	from Leg 160SR Ch 10 Table 4

  SR	                 	                 	                  	              	160	 967	A	 12	H	 6	  39.00	    112.1900	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	VR                    	VR                  	from Leg 160SR Ch 10 Table 4

  SR	                 	                 	                  	              	160	 967	A	 12	H	 6	  77.00	    112.5700	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                     	-                   	from Leg 160SR Ch 10 Table 4

  SR	                 	                 	                  	              	160	 967	A	 12	H	 6	  99.00	    112.7900	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                     	-                   	from Leg 160SR Ch 10 Table 4

  SR	                 	                 	                  	              	160	 967	A	 12	H	CC	   5.00	    113.0000	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                     	-                   	from Leg 160SR Ch 10 Table 4

  SR	                 	                 	                  	              	160	 967	A	 12	H	CC	  42.00	    113.3700	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	R                     	R                   	from Leg 160SR Ch 10 Table 4

  SR	                 	                 	                  	              	160	 967	A	 13	H	 1	  27.00	    114.0700	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	VR                    	R                   	from Leg 160SR Ch 10 Table 4

  SR	                 	                 	                  	              	160	 967	A	 13	H	 1	  35.00	    114.1500	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	VR                    	C                   	from Leg 160SR Ch 10 Table 4

  SR	                 	                 	                  	              	160	 967	A	 13	H	 1	  77.00	    114.5700	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                     	R                   	from Leg 160SR Ch 10 Table 4

  SR	                 	                 	                  	              	160	 967	A	 13	H	 1	 107.00	    114.8700	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                     	-                   	from Leg 160SR Ch 10 Table 4

  SR	                 	                 	                  	              	160	 967	A	 13	H	 1	 117.00	    114.9700	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                     	VR                  	from Leg 160SR Ch 10 Table 4

  SR	                 	                 	                  	              	160	 967	A	 13	H	 2	  19.00	    115.4900	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                     	R                   	from Leg 160SR Ch 10 Table 4

  SR	                 	                 	                  	              	160	 967	A	 13	H	 2	  35.00	    115.6500	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                     	-                   	from Leg 160SR Ch 10 Table 4

  SR	                 	                 	                  	              	160	 967	A	 13	H	 2	  67.00	    115.9700	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                     	-                   	from Leg 160SR Ch 10 Table 4

  SR	                 	                 	                  	              	160	 967	A	 13	H	 2	  94.00	    116.2400	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                     	-                   	from Leg 160SR Ch 10 Table 4

  SR	                 	                 	                  	              	160	 967	A	 13	H	 2	 106.00	    116.3600	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                     	-                   	from Leg 160SR Ch 10 Table 4

  SR	                 	                 	                  	              	160	 967	A	 13	H	 3	  25.00	    117.0500	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                     	R                   	from Leg 160SR Ch 10 Table 4

  SR	                 	                 	                  	              	160	 967	A	 13	H	 3	  33.00	    117.1300	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	R/C                   	R                   	from Leg 160SR Ch 10 Table 4

  SR	                 	                 	                  	              	160	 967	A	 13	H	 3	  69.00	    117.4900	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	R                     	VR                  	from Leg 160SR Ch 10 Table 4

  SR	                 	                 	                  	              	160	 967	A	 13	H	 3	 105.00	    117.8500	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	R                     	-                   	from Leg 160SR Ch 10 Table 4

  SR	                 	                 	                  	              	160	 967	A	 13	H	 3	 113.00	    117.9300	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	R                     	-                   	from Leg 160SR Ch 10 Table 4

