Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Thalassiothrix spp.,Thalassionema nitzschioides,Rhizosolenia barboi,Hemidiscus cuneiformis,Coscinodiscus marginatus,Actinocyclus curvatulus,Thalassiothrix longissima,Thalassiosira antiqua,Thalassiosira nativa,Thalassiosira eccentrica,Neodenticula cf. N. kamtschatica,Coscinodiscus oculus-iridis,Paralia sulcata,Azpeitia nodulifer,Thalassiosira spp. (native type),Thalassiosira spp.,Nitzschia rolandii,Neodenticula kamtschatica,Neodenticula cf. N. koizumii,Actinocyclus ingens  var. nodus,Denticulopsis hyalina,Actinocyclus ingens,Thalassiosira convexa,Grammatophora sp.,Nitzschia reinholdii,Denticulopsis lauta,Denticulopsis hustedtii,Neodenticula koizumii,Thalassiosira oestrupii,Stephanopyxis turris,Nitzschia marina,Neodenticula seminae,Coscinodiscus sp.,Pinn* spp.,Cocconeis californica,Rhizosolenia sp.,Coscinodiscus radiatus,Diatom fragments (girdle bands),Thalassiosira sp. (convex type),Synedra jouseana,Simonseniella curvirostris,Hemiaulus polymorphus,Actinocyclus oculatus,Denticulopsis lauta s.l.,Diatom fragments,Sponge spicules,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,                  ,              ,167,1016,B,  5,H,CC,  23.00,     40.1100,Maruyama ,Diatoms                                      ,T              ,P                 ,                   ,R                          ,                   ,                      ,T                       ,                       ,                         ,                     ,                    ,                        ,                                ,                           ,R              ,                  ,                                ,                  ,                  ,                         ,                            ,                               ,T                    ,                   ,                     ,                 ,R                   ,                   ,T                      ,                     ,                       ,                    ,                ,F                   ,                 ,          ,                     ,                ,                      ,                               ,                               ,                ,                          ,                     ,                     ,T                       ,                ,               ,rare Actinocyclus oculatus fragment. from IR. Ch 10. Table 7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Pliocene         ,                 ,                  ,              ,167,1016,B,  6,H,CC,  24.00,     49.3500,Maruyama ,Diatoms                                      ,R              ,P                 ,                   ,T                          ,                   ,                      ,T                       ,                       ,                         ,                     ,                    ,                        ,                                ,                           ,               ,                  ,                                ,                  ,                  ,                         ,                            ,                               ,T                    ,                   ,                     ,                 ,                    ,T                  ,                       ,                     ,                       ,                    ,                ,R                   ,                 ,          ,                     ,                ,                      ,                               ,F                              ,T               ,T                         ,T                    ,T                    ,                        ,                ,               ,from IR. Ch 10. Table 7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Pliocene         ,                 ,NPD 10            ,NPD 11        ,167,1016,B,  7,H,CC,  19.00,     59.1100,Maruyama ,Diatoms                                      ,A              ,M/G               ,A                  ,C                          ,C                  ,                      ,                        ,                       ,A                        ,                     ,                    ,                        ,                                ,                           ,               ,                  ,                                ,                  ,                  ,                         ,                            ,                               ,                     ,                   ,                     ,                 ,C                   ,                   ,                       ,                     ,                       ,C                   ,F               ,                    ,                 ,          ,                     ,                ,                      ,A                              ,                               ,                ,                          ,                     ,                     ,                        ,                ,               ,from IR. Ch 10. Table 7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Pliocene         ,                 ,                  ,              ,167,1016,B,  8,H,CC,  22.00,     68.6200,Maruyama ,Diatoms                                      ,A              ,M/G               ,A                  ,                           ,C                  ,                      ,                        ,                       ,C                        ,                     ,                    ,                        ,                                ,                           ,               ,                  ,                                ,                  ,                  ,                         ,                            ,                               ,                     ,                   ,                     ,                 ,R                   ,                   ,                       ,                     ,                       ,F                   ,R               ,F                   ,                 ,          ,                     ,                ,R                     ,                               ,                               ,                ,                          ,                     ,                     ,                        ,                ,               ,from IR. Ch 10. Table 7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Pliocene         ,                 ,NPD 9             ,              ,167,1016,B,  9,H,CC,  49.00,     77.5400,Maruyama ,Diatoms                                      ,C              ,P                 ,F                  ,                           ,                   ,                      ,F                       ,                       ,                         ,                     ,                    ,                        ,                                ,                           ,               ,                  ,                                ,                  ,                  ,                         ,                            ,                               ,                     ,                   ,                     ,                 ,F                   ,                   ,                       ,T                    ,                       ,F                   ,                ,F                   ,                 ,          ,                     ,F               ,                      ,                               ,                               ,                ,                          ,                     ,                     ,                        ,                ,               ,from IR. Ch 10. Table 7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Pliocene         ,                 ,                  ,              ,167,1016,B, 10,H,CC,  21.00,     87.6100,Maruyama ,Diatoms                                      ,C              ,P                 ,                   ,R                          ,C                  ,                      ,                        ,T                      ,                         ,                     ,                    ,                        ,                                ,                           ,R              ,                  ,                                ,                  ,                  ,                         ,                            ,                               ,                     ,                   ,                     ,R                ,T                   ,                   ,                       ,                     ,R                      ,T                   ,F               ,T                   ,                 ,T         ,R                    ,                ,                      ,                               ,                               ,                ,                          ,                     ,                     ,                        ,                ,               ,from IR. Ch 10. Table 7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Pliocene         ,                 ,                  ,              ,167,1016,B, 11,H,CC,  25.00,     97.2600,Maruyama ,Diatoms                                      ,A              ,M/G               ,                   ,                           ,C                  ,F                     ,C                       ,                       ,C                        ,                     ,                    ,                        ,                                ,                           ,               ,                  ,                                ,                  ,                  ,                         ,                            ,                               ,                     ,                   ,                     ,                 ,                    ,                   ,                       ,                     ,                       ,C                   ,                ,                    ,R                ,          ,                     ,                ,                      ,                               ,                               ,                ,                          ,                     ,                     ,                        ,                ,               ,from IR. Ch 10. Table 7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Pliocene         ,                 ,                  ,              ,167,1016,B, 12,H,CC,  20.00,    106.6300,Maruyama ,Diatoms                                      ,A              ,M                 ,                   ,F                          ,                   ,                      ,A                       ,R                      ,C                        ,                     ,                    ,                        ,                                ,                           ,               ,                  ,                                ,                  ,                  ,                         ,                            ,                               ,                     ,                   ,                     ,                 ,                    ,T                  ,                       ,                     ,F                      ,T                   ,R               ,F                   ,                 ,          ,                     ,                ,                      ,                               ,                               ,                ,                          ,                     ,                     ,                        ,                ,               ,from IR. Ch 10. Table 7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Pliocene         ,                 ,NPD 9             ,              ,167,1016,B, 13,H,CC,  27.00,    116.0800,Maruyama ,Diatoms                                      ,C              ,P                 ,                   ,                           ,C                  ,                      ,A                       ,                       ,                         ,T                    ,                    ,                        ,                                ,                           ,               ,                  ,                                ,                  ,                  ,                         ,                            ,                               ,                     ,T                  ,F                    ,                 ,                    ,                   ,                       ,T                    ,                       ,                    ,                ,                    ,                 ,          ,                     ,                ,                      ,                               ,                               ,                ,                          ,                     ,                     ,                        ,                ,               ,from IR. Ch 10. Table 7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Pliocene         ,                 ,                  ,              ,167,1016,B, 14,H,CC,  19.00,    125.7000,Maruyama ,Diatoms                                      ,F              ,P/M               ,                   ,R                          ,C                  ,                      ,                        ,                       ,                         ,                     ,                    ,                        ,                                ,                           ,               ,                  ,                                ,                  ,                  ,                         ,                            ,                               ,R                    ,                   ,C                    ,                 ,R                   ,T                  ,T                      ,                     ,                       ,                    ,                ,                    ,                 ,          ,                     ,                ,                      ,                               ,                               ,                ,                          ,                     ,                     ,                        ,                ,               ,from IR. Ch 10. Table 7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Pliocene         ,                 ,                  ,              ,167,1016,B, 15,H,CC,  13.00,    134.6100,Maruyama ,Diatoms                                      ,C              ,P                 ,R                  ,                           ,F                  ,R                     ,C                       ,                       ,F                        ,                     ,                    ,                        ,                                ,                           ,               ,                  ,                                ,                  ,                  ,                         ,                            ,                               ,                     ,                   ,C                    ,                 ,                    ,                   ,                       ,                     ,                       ,                    ,                ,                    ,                 ,          ,                     ,                ,                      ,                               ,                               ,                ,                          ,                     ,                     ,                        ,                ,               ,from IR. Ch 10. Table 7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Pliocene         ,                 ,                  ,              ,167,1016,B, 16,H,CC,  29.00,    144.8500,Maruyama ,Diatoms                                      ,F              ,P                 ,                   ,                           ,                   ,                      ,F                       ,                       ,R                        ,                     ,                    ,                        ,                                ,                           ,               ,                  ,                                ,                  ,                  ,                         ,                            ,                               ,                     ,                   ,                     ,R                ,                    ,                   ,                       ,                     ,                       ,                    ,                ,                    ,                 ,          ,                     ,                ,                      ,                               ,                               ,                ,                          ,                     ,                     ,                        ,                ,               ,from IR. Ch 10. Table 7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Pliocene         ,                 ,                  ,              ,167,1016,B, 17,H,CC,  22.00,    154.1300,Maruyama ,Diatoms                                      ,C              ,P/M               ,                   ,                           ,C                  ,                      ,C                       ,                       ,C                        ,                     ,                    ,                        ,                                ,                           ,               ,                  ,                                ,                  ,                  ,                         ,                            ,                               ,                     ,                   ,F                    ,                 ,                    ,                   ,                       ,                     ,                       ,                    ,                ,                    ,                 ,          ,                     ,                ,                      ,                               ,                               ,                ,                          ,                     ,                     ,                        ,                ,               ,from IR. Ch 10. Table 7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Pliocene         ,                 ,                  ,              ,167,1016,B, 18,H,CC,  20.00,    163.6500,Maruyama ,Diatoms                                      ,F              ,P                 ,                   ,                           ,F                  ,                      ,                        ,                       ,T                        ,                     ,                    ,                        ,                                ,                           ,               ,                  ,R                               ,                  ,                  ,                         ,                            ,                               ,T                    ,T                  ,                     ,                 ,                    ,                   ,                       ,                     ,                       ,                    ,                ,                    ,                 ,          ,                     ,                ,                      ,                               ,                               ,                ,                          ,                     ,                     ,                        ,                ,               ,from IR. Ch 10. Table 7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Pliocene         ,                 ,NPD 7B            ,NPD 8         ,167,1016,B, 19,H,CC,  16.00,    173.1000,Maruyama ,Diatoms                                      ,A              ,M/G               ,                   ,R                          ,                   ,                      ,F                       ,                       ,                         ,                     ,T                   ,T                       ,R                               ,                           ,               ,                  ,F                               ,F                 ,T                 ,F                        ,T                           ,T                              ,                     ,                   ,                     ,                 ,                    ,                   ,                       ,                     ,                       ,                    ,                ,                    ,                 ,          ,                     ,                ,                      ,                               ,                               ,                ,                          ,                     ,                     ,                        ,                ,               ,from IR. Ch 10. Table 7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Pliocene         ,                 ,                  ,              ,167,1016,B, 20,H,CC,  19.00,    182.6900,Maruyama ,Diatoms                                      ,F              ,P                 ,                   ,                           ,R                  ,                      ,F                       ,                       ,R                        ,                     ,                    ,                        ,                                ,                           ,T              ,R                 ,                                ,                  ,                  ,                         ,                            ,                               ,                     ,                   ,                     ,                 ,                    ,                   ,                       ,                     ,                       ,                    ,                ,                    ,                 ,          ,                     ,                ,                      ,                               ,                               ,                ,                          ,                     ,                     ,                        ,                ,               ,from IR. Ch 10. Table 7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Pliocene         ,                 ,                  ,              ,167,1016,B, 21,H,CC,  22.00,    192.2300,Maruyama ,Diatoms                                      ,A              ,M/G               ,A                  ,C                          ,                   ,                      ,A                       ,                       ,F                        ,R                    ,C                   ,F                       ,T                               ,R                          ,               ,                  ,                                ,                  ,                  ,                         ,                            ,                               ,                     ,                   ,                     ,                 ,                    ,                   ,                       ,                     ,                       ,                    ,                ,                    ,                 ,          ,                     ,                ,                      ,                               ,                               ,                ,                          ,                     ,                     ,                        ,                ,               ,from IR. Ch 10. Table 7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Pliocene         ,                 ,                  ,              ,167,1016,B, 22,H,CC,  22.00,    201.7500,Maruyama ,Diatoms                                      ,A              ,M/G               ,C                  ,F                          ,                   ,                      ,A                       ,                       ,C                        ,R                    ,                    ,                        ,                                ,                           ,               ,                  ,                                ,                  ,                  ,                         ,                            ,                               ,                     ,                   ,                     ,                 ,                    ,                   ,                       ,                     ,                       ,                    ,                ,                    ,                 ,          ,                     ,                ,                      ,                               ,                               ,                ,                          ,                     ,                     ,                        ,                ,               ,from IR. Ch 10. Table 7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Pliocene         ,                 ,                  ,              ,167,1016,B, 23,H,CC,  21.00,    211.1800,Maruyama ,Diatoms                                      ,A              ,M/G               ,A                  ,F                          ,R                  ,R                     ,A                       ,R                      ,                         ,                     ,                    ,                        ,                                ,                           ,               ,                  ,                                ,                  ,                  ,                         ,                            ,                               ,                     ,                   ,                     ,                 ,                    ,                   ,                       ,                     ,                       ,                    ,                ,                    ,                 ,          ,                     ,                ,                      ,                               ,                               ,                ,                          ,                     ,                     ,                        ,                ,               ,from IR. Ch 10. Table 7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
