Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Triquetrorhabdulus extensus	Sphenolithus spp.	Reticulofenestrid taxa	Reticulofenestra pseudoumbilicus	Discoaster surculus	Discoaster quinqueramus	Discoaster in class	Discoaster brouweri	Discoaster bellus	Helicosphaera carteri	Discoaster variabilis	Discoaster triradiatus	Discoaster pentaradiatus	Coccolithus pelagicus	Calcidiscus macintyrei	Calcidiscus leptoporus	Amaurolithus primus	Amaurolithus delicatus	Triquetrorhabdulus rugosus/rioensis	Discoaster intercalaris	Ceratolithus acutus	Amaurolithus tricorniculatus	Umbilicosphaera spp.	Syracosphaera spp.	Reticulofenestra spp.	Pseudoemiliania lacunosa	Pontosphaera sp.	Helicosphaera wallichii	Gephyrocapsa spp. small (<4 microns)	Gephyrocapsa oceanica	Coccolithus radiatus	Ceratolithus cristatus/telesmus	Helicosphaera sellii	Gephyrocapsa spp. (large)	Thoracosphaera spp.	Geminilithella rotula	Gephyrocapsa omega	Rhabdosphaera spp.	Comment
  SR	Pliocene         	Pleistocene      	CN14a             	              	138	 848	B	  2	H	 7	  70.00	     11.9000	Raffi    	Nannofossils                                 	A              	G                 	                           	                 	                      	                                	                   	                       	                   	                   	                 	                     	                     	                      	                        	                     	                      	C                     	                   	                      	                                   	                       	                   	                            	F                   	F                 	F                    	A                       	                	R                      	C                                   	A                    	                    	R                              	                    	                         	                   	                     	C                 	                  	from ODP Leg 138 SR Chapter 12 Table 17 pp 270-273

  SR	Pliocene         	Pleistocene      	CN13b             	              	138	 848	B	  3	H	 1	  60.00	     12.3000	Raffi    	Nannofossils                                 	A              	G                 	                           	                 	                      	                                	                   	                       	                   	                   	                 	F                    	                     	                      	                        	                     	T                     	A                     	                   	                      	                                   	                       	                   	                            	C                   	C                 	A                    	A                       	R               	F                      	C                                   	F                    	R                   	                               	                    	                         	                   	                     	R                 	                  	from ODP Leg 138 SR Chapter 12 Table 17 pp 270-273

  SR	Pliocene         	Pleistocene      	CN13b             	              	138	 848	B	  3	H	 1	  70.00	     12.4000	Raffi    	Nannofossils                                 	A              	G                 	                           	                 	                      	                                	                   	                       	                   	                   	                 	R                    	                     	                      	                        	                     	                      	A                     	                   	                      	                                   	                       	                   	                            	C                   	C                 	A                    	A                       	                	R                      	F                                   	R                    	F                   	R                              	                    	                         	                   	                     	R                 	                  	from ODP Leg 138 SR Chapter 12 Table 17 pp 270-273

  SR	Pliocene         	Pleistocene      	CN13b             	              	138	 848	B	  3	H	 1	  80.00	     12.5000	Raffi    	Nannofossils                                 	A              	G                 	                           	                 	                      	                                	                   	                       	                   	                   	                 	                     	                     	                      	                        	                     	                      	A                     	                   	                      	                                   	                       	                   	                            	F                   	R                 	A                    	A                       	                	F                      	C                                   	                     	F                   	R                              	                    	                         	R                  	R                    	                  	                  	from ODP Leg 138 SR Chapter 12 Table 17 pp 270-273

  SR	Pliocene         	Pleistocene      	CN13b             	              	138	 848	B	  3	H	 1	 120.00	     12.9000	Raffi    	Nannofossils                                 	A              	G                 	                           	                 	                      	                                	                   	                       	                   	                   	                 	                     	                     	                      	                        	                     	                      	A                     	                   	                      	                                   	                       	                   	                            	R                   	R                 	A                    	A                       	                	                       	F                                   	                     	R                   	                               	                    	                         	                   	                     	                  	                  	from ODP Leg 138 SR Chapter 12 Table 17 pp 270-273

  SR	Pliocene         	Pleistocene      	CN13b             	              	138	 848	B	  3	H	 2	  60.00	     13.8000	Raffi    	Nannofossils                                 	A              	G                 	                           	                 	                      	                                	                   	                       	                   	                   	                 	C                    	                     	                      	                        	                     	                      	A                     	                   	                      	                                   	                       	                   	                            	C                   	C                 	A                    	A                       	                	A                      	C                                   	                     	F                   	                               	                    	                         	                   	                     	                  	                  	from ODP Leg 138 SR Chapter 12 Table 17 pp 270-273

  SR	Pliocene         	Pleistocene      	CN13b             	              	138	 848	B	  3	H	 3	  60.00	     15.3000	Raffi    	Nannofossils                                 	A              	G                 	                           	                 	                      	                                	                   	                       	                   	                   	                 	R                    	                     	                      	                        	                     	                      	A                     	                   	                      	                                   	                       	                   	                            	C                   	R                 	C                    	A                       	R               	F                      	F                                   	                     	                    	F                              	                    	                         	R                  	                     	                  	                  	from ODP Leg 138 SR Chapter 12 Table 17 pp 270-273

  SR	Pliocene         	Pleistocene      	CN13b             	              	138	 848	B	  3	H	 3	 120.00	     15.9000	Raffi    	Nannofossils                                 	A              	G                 	                           	                 	                      	                                	                   	                       	                   	                   	                 	F                    	                     	                      	                        	                     	                      	A                     	                   	                      	                                   	                       	                   	                            	C                   	                  	C                    	A                       	                	R                      	F                                   	F                    	F                   	R                              	                    	F                        	                   	                     	                  	                  	from ODP Leg 138 SR Chapter 12 Table 17 pp 270-273

  SR	Pliocene         	Pleistocene      	CN13b             	              	138	 848	B	  3	H	 4	  40.00	     16.6000	Raffi    	Nannofossils                                 	A              	G                 	                           	                 	                      	                                	                   	                       	                   	                   	                 	A                    	                     	                      	                        	                     	                      	A                     	                   	                      	                                   	                       	                   	                            	A                   	F                 	F                    	A                       	F               	C                      	C                                   	A                    	C                   	F                              	                    	C                        	                   	                     	                  	                  	from ODP Leg 138 SR Chapter 12 Table 17 pp 270-273

  SR	Pliocene         	Pleistocene      	CN13b             	              	138	 848	B	  3	H	 4	  80.00	     17.0000	Raffi    	Nannofossils                                 	A              	G                 	                           	                 	                      	                                	                   	                       	                   	                   	                 	A                    	                     	                      	                        	                     	                      	A                     	                   	                      	                                   	                       	                   	                            	A                   	F                 	F                    	A                       	F               	C                      	C                                   	A                    	F                   	C                              	                    	F                        	                   	                     	                  	                  	from ODP Leg 138 SR Chapter 12 Table 17 pp 270-273

  SR	Pliocene         	Pleistocene      	CN13b             	              	138	 848	B	  3	H	 4	 120.00	     17.4000	Raffi    	Nannofossils                                 	A              	G                 	                           	                 	                      	                                	                   	T                      	                   	                   	                 	R                    	                     	                      	                        	                     	                      	A                     	                   	                      	                                   	                       	                   	                            	C                   	                  	C                    	A                       	                	C                      	C                                   	C                    	R                   	R                              	                    	R                        	                   	                     	                  	                  	from ODP Leg 138 SR Chapter 12 Table 17 pp 270-273

  SR	Pliocene         	Pleistocene      	CN13b             	              	138	 848	B	  3	H	 5	  40.00	     18.1000	Raffi    	Nannofossils                                 	A              	G                 	                           	                 	                      	                                	                   	                       	                   	                   	                 	C                    	                     	                      	                        	                     	                      	A                     	                   	                      	                                   	                       	                   	                            	F                   	C                 	C                    	A                       	F               	A                      	C                                   	A                    	C                   	F                              	                    	F                        	                   	                     	                  	                  	from ODP Leg 138 SR Chapter 12 Table 17 pp 270-273

  SR	Pliocene         	Pleistocene      	CN13b             	              	138	 848	B	  3	H	 5	  80.00	     18.5000	Raffi    	Nannofossils                                 	A              	G                 	                           	                 	                      	                                	                   	                       	                   	                   	                 	C                    	                     	                      	                        	                     	                      	A                     	                   	                      	                                   	                       	                   	                            	C                   	A                 	A                    	C                       	F               	C                      	A                                   	A                    	C                   	R                              	                    	F                        	                   	                     	                  	                  	from ODP Leg 138 SR Chapter 12 Table 17 pp 270-273

  SR	Pliocene         	Pleistocene      	CN13b             	              	138	 848	B	  3	H	 5	 120.00	     18.9000	Raffi    	Nannofossils                                 	A              	G                 	                           	                 	                      	                                	                   	                       	                   	                   	                 	F                    	                     	                      	                        	                     	                      	A                     	                   	                      	                                   	                       	                   	                            	C                   	C                 	A                    	F                       	C               	C                      	C                                   	C                    	F                   	R                              	T                   	R                        	                   	                     	                  	                  	from ODP Leg 138 SR Chapter 12 Table 17 pp 270-273

  SR	Pliocene         	Pleistocene      	CN13b             	              	138	 848	B	  3	H	 6	  40.00	     19.6000	Raffi    	Nannofossils                                 	A              	G                 	                           	                 	                      	                                	                   	                       	                   	T                  	                 	F                    	T                    	T                     	                        	                     	                      	C                     	                   	                      	                                   	                       	                   	                            	C                   	C                 	C                    	A                       	F               	C                      	C                                   	A                    	C                   	F                              	                    	                         	                   	                     	                  	                  	from ODP Leg 138 SR Chapter 12 Table 17 pp 270-273

  SR	Pliocene         	Pleistocene      	CN13b             	              	138	 848	B	  3	H	 6	  80.00	     20.0000	Raffi    	Nannofossils                                 	A              	G                 	                           	                 	                      	                                	                   	                       	                   	                   	                 	F                    	                     	                      	                        	                     	                      	A                     	                   	                      	                                   	                       	                   	                            	C                   	F                 	C                    	C                       	F               	F                      	C                                   	A                    	F                   	F                              	                    	                         	                   	                     	                  	                  	from ODP Leg 138 SR Chapter 12 Table 17 pp 270-273

  SR	Miocene          	                 	CN10a             	              	138	 848	B	  6	H	 6	  35.00	     48.0500	Raffi    	Nannofossils                                 	A              	M-G               	                           	C                	A                     	A                               	C                  	                       	R                  	A                  	                 	                     	C                    	                      	F                       	F                    	R                     	A                     	R                  	F                     	                                   	R                      	T                  	R                           	                    	                  	                     	                        	                	                       	                                    	                     	                    	                               	                    	                         	                   	                     	                  	                  	from ODP Leg 138 SR Chapter 12 Table 18 pp 274-277

  SR	Miocene          	                 	CN10a             	              	138	 848	B	  6	H	 6	  75.00	     48.4500	Raffi    	Nannofossils                                 	A              	G                 	                           	C                	A                     	A                               	C                  	                       	T                  	F                  	                 	                     	A                    	                      	                        	C                    	R                     	C                     	F                  	C                     	                                   	                       	                   	                            	                    	                  	                     	                        	                	                       	                                    	                     	                    	                               	                    	                         	                   	                     	                  	                  	from ODP Leg 138 SR Chapter 12 Table 18 pp 274-277

  SR	Miocene          	                 	CN10a             	              	138	 848	B	  6	H	 7	  40.00	     49.6000	Raffi    	Nannofossils                                 	A              	M-G               	R                          	C                	A                     	A                               	C                  	                       	R                  	C                  	                 	                     	A                    	                      	R                       	C                    	R                     	A                     	C                  	C                     	R                                  	                       	                   	                            	                    	                  	                     	                        	                	                       	                                    	                     	                    	                               	                    	                         	                   	                     	                  	                  	from ODP Leg 138 SR Chapter 12 Table 18 pp 274-277

  SR	Miocene          	                 	CN10a             	              	138	 848	B	  7	H	 1	  50.00	     50.2000	Raffi    	Nannofossils                                 	A              	M-G               	                           	C                	A                     	A                               	C                  	T                      	F                  	C                  	                 	                     	C                    	                      	                        	C                    	                      	A                     	C                  	F                     	T                                  	                       	                   	                            	                    	                  	                     	                        	                	                       	                                    	                     	                    	                               	                    	                         	                   	                     	                  	                  	from ODP Leg 138 SR Chapter 12 Table 18 pp 274-277

  SR	Miocene          	                 	CN9bC             	              	138	 848	B	  7	H	 1	  95.00	     50.6500	Raffi    	Nannofossils                                 	A              	M-G               	                           	C                	A                     	A                               	A                  	R                      	R                  	F                  	                 	                     	C                    	                      	                        	C                    	R                     	A                     	F                  	F                     	                                   	                       	                   	                            	                    	                  	                     	                        	                	                       	                                    	                     	                    	                               	                    	                         	                   	                     	                  	                  	from ODP Leg 138 SR Chapter 12 Table 18 pp 274-277

  SR	Miocene          	                 	CN9bC             	              	138	 848	B	  7	H	 2	  35.00	     51.5500	Raffi    	Nannofossils                                 	A              	M-G               	                           	C                	A                     	C                               	A                  	C                      	F                  	C                  	                 	R                    	C                    	                      	                        	C                    	                      	A                     	C                  	F                     	T                                  	                       	                   	                            	                    	                  	                     	                        	                	                       	                                    	                     	                    	                               	                    	                         	                   	                     	                  	                  	from ODP Leg 138 SR Chapter 12 Table 18 pp 274-277

  SR	Miocene          	                 	CN9bC             	              	138	 848	B	  7	H	 2	 120.00	     52.4000	Raffi    	Nannofossils                                 	A              	G                 	                           	C                	A                     	C                               	C                  	R                      	R                  	R                  	                 	C                    	F                    	                      	                        	A                    	R                     	A                     	R                  	R                     	                                   	                       	                   	                            	                    	                  	                     	                        	                	                       	                                    	                     	                    	                               	                    	                         	                   	                     	                  	                  	from ODP Leg 138 SR Chapter 12 Table 18 pp 274-277

  SR	Miocene          	                 	CN9bC             	              	138	 848	B	  7	H	 3	  35.00	     53.0500	Raffi    	Nannofossils                                 	A              	M-G               	                           	C                	A                     	A                               	A                  	C                      	F                  	F                  	                 	A                    	C                    	T                     	R                       	A                    	T                     	A                     	R                  	R                     	                                   	                       	                   	                            	                    	                  	                     	                        	                	                       	                                    	                     	                    	                               	                    	                         	                   	                     	                  	                  	from ODP Leg 138 SR Chapter 12 Table 18 pp 274-277

  SR	Miocene          	                 	CN9bC             	              	138	 848	B	  7	H	 3	 120.00	     53.9000	Raffi    	Nannofossils                                 	A              	M-G               	C                          	C                	C                     	C                               	C                  	A                      	C                  	F                  	C                	                     	                     	                      	                        	                     	                      	                      	                   	                      	                                   	                       	                   	                            	                    	                  	                     	                        	                	                       	                                    	                     	                    	                               	                    	                         	                   	                     	                  	                  	from ODP Leg 138 SR Chapter 12 Table 18 pp 274-277

