leg,site,hole,core,section,top interval depth(cm),bottom interval depth (cm),coredepth(m),sample depth(m),total number of observed fossils,investigators name,publication date (month/year),dsdp initial report volume number,fossil group,group abundance,chemical overgrowth,chemical dissolution,mechanical preservations,age,page number reference,fossil code,fossil,fossil abundance,fossil preservation,record join code,eodp_id,sample
7,64,A,1,1,22.0,24.0,433.00,433.23, 1,"BRONNIMANN,P.;RESIG,J.",,7,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,1344,FGLOD0295,Globigerinoides pseudosellii,PRESENT,  ,1,6bce9605e6be659b810e3406a278812f,7-64A-1-1
7,64,A,7,2,33.0,35.0,661.00,662.84, 9,"BRONNIMANN,P.;RESIG,J.",,7,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,1342,FGLOT0230,Globigerinita pera,PRESENT,  ,1,a8f0950c1d4281ea42b5c73085246c3f,7-64A-7-2
7,64,A,7,2,33.0,35.0,661.00,662.84, 9,"BRONNIMANN,P.;RESIG,J.",,7,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,1342,FTURB0407,Turborotalia primitiva,PRESENT,  ,1,5fd10bfa6e34a308feea4039b8f35aca,7-64A-7-2
7,64,A,7,4,33.0,35.0,661.00,665.84, 1,"BRONNIMANN,P.;RESIG,J.",,7,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,1370,FGLOA0364,Globorotalia opima opima,PRESENT,  ,1,f00394796590dacbbaf4b69f1c7a42a8,7-64A-7-4
7,64,A,8,1,112.0,114.0,746.00,747.13, 2,"BRONNIMANN,P.;RESIG,J.",,7,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,1370,FGLOA0362,Globorotalia opima nana,PRESENT,  ,1,f60db2c5167da16224798bc5f0bb62af,7-64A-8-1
7,64,A,8,1,112.0,114.0,746.00,747.13, 2,"BRONNIMANN,P.;RESIG,J.",,7,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,1370,FGLOT0290,Globigerinita unicava,PRESENT,  ,1,ce99eedd209355fbec8a6f2440c59b2a,7-64A-8-1
7,64,A,8,2,33.0,35.0,746.00,747.84, 1,"BRONNIMANN,P.;RESIG,J.",,7,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,1390,FGLOA0206,Globorotalia gemma,PRESENT,  ,1,f47a27663fb4a458a710eaa0312d4532,7-64A-8-2
7,64,A,9,1,33.0,35.0,911.00,911.34, 1,"BRONNIMANN,P.;RESIG,J.",,7,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,1390,FHANT0010,Hantkenina alabamensis,PRESENT,  ,1,06ff71462fb729f6e63327664590444c,7-64A-9-1
7,64,A,9,2,33.0,35.0,911.00,912.84, 3,"BRONNIMANN,P.;RESIG,J.",,7,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,1342,FGLOG0015,Globigerina angiporoides,PRESENT,  ,1,97d2485ce61bd8761303fa8deecfb7bf,7-64A-9-2
7,64,A,9,2,33.0,35.0,911.00,912.84, 3,"BRONNIMANN,P.;RESIG,J.",,7,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,1342,FGLOG0320,Globigerina galavisi,PRESENT,  ,1,2bc64d6858516ad22365239af31217e4,7-64A-9-2
7,64,A,9,2,33.0,35.0,911.00,912.84, 3,"BRONNIMANN,P.;RESIG,J.",,7,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,1342,FPSEO0030,Pseudohastigerina micra,PRESENT,  ,1,fb19405f41c89279c5925e268faa9648,7-64A-9-2
7,64,A,9,3,33.0,35.0,911.00,914.34, 1,"BRONNIMANN,P.;RESIG,J.",,7,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,1390,FGLOA0072,Globorotalia centralis,PRESENT,  ,1,cfc6de88b12cca619fe05782b470af52,7-64A-9-3
7,64,A,10,1,32.0,35.0,969.00,969.34, 3,"BRONNIMANN,P.;RESIG,J.",,7,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,1390,FGLOA0472,Globorotalia renzi,PRESENT,  ,1,61c0772bdb38414461e41087ed7b987b,7-64A-10-1
7,64,A,10,1,32.0,35.0,969.00,969.34, 3,"BRONNIMANN,P.;RESIG,J.",,7,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,1390,FGLOA0510,Globorotalia spinulosa,PRESENT,  ,1,deb5736a7b2e16dcedfb168e2c863920,7-64A-10-1
7,64,A,10,1,32.0,35.0,969.00,969.34, 3,"BRONNIMANN,P.;RESIG,J.",,7,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,1390,FGLOR0010,Globigerinatheka barri,PRESENT,  ,1,538517823a4e469aa0dd95784afb6849,7-64A-10-1
7,64,A,10,1,33.0,35.0,969.00,969.34, 2,"BRONNIMANN,P.;RESIG,J.",,7,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,1342,FGLOA0062,Globorotalia broedermanni,PRESENT,  ,1,5089bd95e766971699417dadf0bd8aef,7-64A-10-1
7,64,A,10,1,33.0,35.0,969.00,969.34, 2,"BRONNIMANN,P.;RESIG,J.",,7,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,1342,FGLOG0715,Globigerina senni,PRESENT,  ,1,ddeef9771332e0f73492cc6c22e78e2e,7-64A-10-1
