Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Reticulofenestra asanoi,Pseudoemiliania lacunosa,Helicosphaera sellii,Gephyrocapsa spp. (small),Gephyrocapsa oceanica,Gephyrocapsa caribbeanica,Emiliania huxleyi,Crenalithus doronicoides,Coccolithus pelagicus,Calcidiscus macintyrei,Comment
  IR,                 ,Pleistocene      ,                  ,NN21A         ,175,1078,B,  6,H,CC,  33.00,     53.5600,Giraudeau,Nannofossils                                 ,A              ,M                 ,-                      ,-                       ,-                   ,D                        ,F                    ,C                        ,F                ,-                       ,R                    ,-                     ,Nannos very abundant
,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,NN21A         ,175,1078,B,  7,H,CC,  48.00,     64.8600,Giraudeau,Nannofossils                                 ,A              ,G                 ,-                      ,-                       ,-                   ,D                        ,C                    ,C                        ,F                ,-                       ,-                    ,-                     ,Nannos very abundant
,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,NN21A         ,175,1078,B,  8,H,CC,  28.00,     74.7700,Giraudeau,Nannofossils                                 ,A              ,M                 ,-                      ,-                       ,-                   ,D                        ,C                    ,C                        ,F                ,-                       ,-                    ,-                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,NN21A         ,175,1078,B,  9,H, 4, 120.00,     77.4800,Giraudeau,Nannofossils                                 ,A              ,M                 ,-                      ,-                       ,-                   ,D                        ,F                    ,C                        ,F                ,-                       ,R                    ,-                     ,Nannos very abundant
,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,NN21A         ,175,1078,B,  9,H, 6, 120.00,     80.4800,Giraudeau,Nannofossils                                 ,A              ,G                 ,-                      ,-                       ,-                   ,A                        ,C                    ,D                        ,F                ,-                       ,R                    ,-                     ,Nannos very abundant Pulse of G. caribbeanica within the Small Gephyrocapsa interval of NN21a
,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,NN21A         ,175,1078,B,  9,H,CC,   0.00,     83.1500,Giraudeau,Nannofossils                                 ,A              ,G                 ,-                      ,-                       ,-                   ,A                        ,R                    ,A                        ,F                ,-                       ,-                    ,-                     ,"Nannos very abundant Idem 9H-6, 120 cm. Pulse G. caribbeanica"
,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,NN21A         ,175,1078,B, 10,H, 2, 110.00,     85.2000,Giraudeau,Nannofossils                                 ,A              ,G                 ,-                      ,-                       ,-                   ,D                        ,R                    ,C                        ,R                ,-                       ,-                    ,-                     ,Nannos very abundant
,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,NN21A         ,175,1078,B, 10,H,CC,  29.00,     89.4900,Giraudeau,Nannofossils                                 ,A              ,G                 ,-                      ,-                       ,-                   ,D                        ,F                    ,C                        ,F                ,-                       ,R                    ,-                     ,Nannos very abundant
,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,NN21A         ,175,1078,B, 11,H,CC,  36.00,    101.9800,Giraudeau,Nannofossils                                 ,A              ,M                 ,-                      ,-                       ,-                   ,D                        ,C                    ,C                        ,F                ,-                       ,-                    ,-                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,NN21A         ,175,1078,B, 12,H, 3,  70.00,    105.3000,Giraudeau,Nannofossils                                 ,A              ,G                 ,-                      ,-                       ,-                   ,D                        ,F                    ,A                        ,R                ,-                       ,R                    ,-                     ,Nannos very abundant
,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,NN21A         ,175,1078,B, 12,H,CC,  21.00,    108.9800,Giraudeau,Nannofossils                                 ,A              ,G                 ,-                      ,-                       ,-                   ,D                        ,C                    ,A                        ,F                ,-                       ,-                    ,-                     ,Nannos very abundant
,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,NN20          ,175,1078,B, 13,H, 6,  51.00,    117.3000,Giraudeau,Nannofossils                                 ,A              ,G                 ,-                      ,-                       ,-                   ,A                        ,C                    ,D                        ,-                ,-                       ,-                    ,-                     ,Nannos very abundant Top NN20 LO H. inversa = reliable datum for top NN20
,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,NN20          ,175,1078,B, 14,H,CC,  63.00,    127.8500,Giraudeau,Nannofossils                                 ,C              ,M                 ,-                      ,-                       ,-                   ,C                        ,R                    ,D                        ,-                ,-                       ,-                    ,-                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,
