Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Tenuitellinata angustiumbilicata	Subbotina praeturritilina	Subbotina gortanii	Pseudohastigerina micra	Paragloborotalia pseudokugleri	Paragloborotalia mayeri	Paragloborotalia continuosa	Globoturborotalita woodi s. I	Globoquadrina tripartita	Globoquadrina sellii	Globigerinoides primordius	Globigerinita glutinata s. I	Globigerinella obesa	Globigerina prasaepis	Globigerina praebulloides	Globigerina ouachitaensis	Globigerina ciperoensis	Globigerina angulisuturalis	Dentoglobigerina larmeui	Dentoglobigerina galavisi	Dentoglobigerina baroemoenensis	Chiloguembelina cubensis	Catapsydrax unicavus	Cassigerinella chipolensis	Globorotalia suterae	Tenuitella gemma	Dentoglobigerina globularis	Protentella sp.	Globoquadrina praedehiscens	Globigerinella praesiphonifera	Catapsydrax dissimilis	Globoquadrina binaiensis	Paragloborotalia kugleri	Globigerinoides trilobus s.l.	Globigerinita uvula	Globigerinoides altiapertura	Globoquadrina dehiscens	Tenuitella clemenciae	Globoquadrina venezuelana	Globigerinoides ruber s.l.	Globigerinoides obliquus	Globigerinatella sp.	Dentoglobigerina altispira	Globigerinoides bisphericus	Paragloborotalia nana	Fohsella peripheroronda	Tenuitella sp.	Paragloborotalia opima	Praeorbulina sicana	Globorotalia praescitula	Globigerinoides mitra	Globigerinatella insueta s. str.	Sphaeroidinella disjuncta	Praeorbulina curva	Globorotalia tumida	Globorotalia archeomenardii	Praeorbulina circularis	Orbulina suturalis	Globorotalia hexagonus	Fohsella peripheroacuta	Clavatorella bermudezi	Praeorbulina glomerosa	Fohsella praefohsi	Sphaeroidinellopsis seminulina	Orbulina universa	Globorotalia menardii s.l.	Globigerinella siphonifera	Sphaeroidinellopsis kochi	Globigerina nepenthes	Fohsella fohsi	Globorotalia praemenardii	Fohsella lobata	Fohsella robusta	Globorotalia limbata	Pulleniatina obliquiloculata	Globoturborotalita rubescens	Globorotalia ungulata	Globorotalia merotumida	Sphaeroidinella dehiscens	Neogloboquadrina acostaensis	Globigerinoides conglobatus	Pulleniatina praecursor	Globigerinoides sacculifer	Pulleniatina primalis	Globorotalia scitula	Globorotalia plesiotumida	Globigerinoides extremus	Sphaeroidinellopsis paenedehiscens	Globorotalia multicamerata	Pulleniatina finalis	Globorotalia flexuosa	Pulleniatina praespectabilis	Neogloboquadrina humerosa	Pulleniatina spectabilis	Tenuitella iota	Globorotalia crassaformis	Globoquadrina sp.	Turborotalita humilis	Streptochilus spp.	Candeina nitida	Globorotalia hirsuta	Globigerinoides fistulosus	Globorotalia tosaensis	Globorotalia pertenuis	Neogloboquadrina dutertrei	Globorotalia inflata	Globorotalia truncatulinoides	Globigerina bulloides s. I.	Sphaeroidinella excavata	Globigerinoides ruber (pink)	Globigerinella calida	Globoturborotalita tenella	Comment

  SR	Late Miocene     	                 	N16               	              	144	 872	C	  5	H	 2	  14.00	     38.5000	Pearson  	Planktonic Foraminifers                      	               	                  	                                	                         	                  	                       	R                             	R                      	R                          	                             	                        	R                   	                          	F                           	                    	                     	                         	                         	R                      	                           	                        	                         	R                              	                        	                    	                          	                    	                	                           	               	                           	R                             	                      	                        	R                       	R                            	                   	                            	R                      	                     	R                        	F                         	F                       	                    	F                         	                           	                     	                       	              	                      	                   	                        	                     	                                	                         	                  	R                  	                           	                       	                  	                      	                       	                      	                      	                  	R                             	R                	R                         	R                         	                         	R                    	              	R                        	               	                	                    	R                           	R                           	R                    	                       	R                        	R                           	                           	R                      	R                         	                     	                    	                         	                        	                                  	                          	                    	                     	                            	                         	                        	               	                         	                 	                     	                  	               	                    	                          	                      	                      	                          	                    	                             	                           	                        	                            	                     	                          	light reworking; from Leg 144 SR; Ch 2; Table 4; pp. 34-37

  SR	Late Miocene     	                 	N16               	              	144	 872	C	  5	H	 3	  14.00	     39.6500	Pearson  	Planktonic Foraminifers                      	               	                  	                                	                         	                  	                       	                              	R                      	R                          	                             	                        	                    	                          	R                           	                    	                     	                         	                         	                       	                           	                        	                         	R                              	                        	                    	                          	                    	                	                           	               	                           	R                             	                      	                        	R                       	R                            	                   	                            	R                      	                     	R                        	R                         	F                       	                    	R                         	                           	                     	                       	              	                      	                   	                        	                     	                                	                         	                  	R                  	                           	                       	R                 	R                     	                       	                      	                      	                  	R                             	R                	                          	                          	R                        	R                    	              	R                        	               	                	                    	R                           	                            	R                    	                       	R                        	R                           	R                          	                       	                          	                     	                    	                         	                        	                                  	                          	                    	                     	                            	                         	                        	               	                         	                 	                     	                  	               	                    	                          	                      	                      	                          	                    	                             	                           	                        	                            	                     	                          	light reworking; from Leg 144 SR; Ch 2; Table 4; pp. 34-37

  SR	Middle Miocene   	                 	N15               	              	144	 872	C	  5	H	 4	  14.00	     40.9100	Pearson  	Planktonic Foraminifers                      	               	                  	                                	                         	                  	                       	                              	R                      	                           	R                            	                        	                    	                          	F                           	                    	                     	                         	                         	                       	                           	                        	                         	R                              	                        	                    	                          	                    	                	                           	               	                           	R                             	                      	                        	R                       	R                            	                   	                            	R                      	                     	R                        	R                         	F                       	                    	F                         	R                          	                     	                       	              	                      	                   	                        	                     	                                	                         	                  	                   	                           	                       	                  	R                     	R                      	                      	                      	R                 	R                             	F                	R                         	R                         	R                        	R                    	R             	R                        	               	                	                    	R                           	R                           	R                    	R                      	                         	                            	                           	                       	                          	                     	                    	                         	                        	                                  	                          	                    	                     	                            	                         	                        	               	                         	                 	                     	                  	               	                    	                          	                      	                      	                          	                    	                             	                           	                        	                            	                     	                          	light reworking; rare Cretaceous taxa; from Leg 144 SR; Ch 2; Table 4; pp. 34-37

  SR	Middle Miocene   	                 	N15               	              	144	 872	C	  5	H	 5	  14.00	     42.1000	Pearson  	Planktonic Foraminifers                      	               	                  	R                               	                         	                  	                       	                              	                       	                           	R                            	                        	                    	                          	R                           	                    	                     	                         	                         	R                      	                           	                        	                         	R                              	                        	                    	R                         	                    	                	                           	               	                           	R                             	                      	                        	                        	F                            	                   	                            	R                      	                     	R                        	R                         	C                       	                    	R                         	                           	                     	                       	              	                      	                   	                        	                     	                                	                         	                  	                   	                           	                       	R                 	R                     	                       	                      	                      	R                 	F                             	R                	                          	R                         	                         	R                    	              	R                        	               	                	R                   	                            	                            	                     	                       	                         	                            	                           	                       	                          	                     	                    	                         	                        	                                  	                          	                    	                     	                            	                         	                        	               	                         	                 	                     	                  	               	                    	                          	                      	                      	                          	                    	                             	                           	                        	                            	                     	                          	strong reworking; from Leg 144 SR; Ch 2; Table 4; pp. 34-37

  SR	Middle Miocene   	                 	N15               	              	144	 872	C	  5	H	 6	  14.00	     43.3000	Pearson  	Planktonic Foraminifers                      	               	                  	                                	                         	                  	                       	                              	                       	                           	R                            	                        	                    	                          	F                           	                    	                     	                         	                         	                       	                           	                        	                         	R                              	                        	                    	                          	                    	                	                           	               	                           	R                             	                      	                        	                        	F                            	                   	                            	R                      	                     	R                        	R                         	C                       	                    	R                         	                           	                     	                       	              	                      	                   	R                       	                     	                                	                         	                  	                   	R                          	                       	R                 	R                     	                       	                      	                      	                  	R                             	F                	                          	R                         	R                        	R                    	              	R                        	               	                	R                   	                            	                            	                     	                       	                         	                            	                           	                       	                          	                     	                    	                         	                        	                                  	                          	                    	                     	                            	                         	                        	               	                         	                 	                     	                  	               	                    	                          	                      	                      	                          	                    	                             	                           	                        	                            	                     	                          	light reworking; rare Cretaceous taxa; from Leg 144 SR; Ch 2; Table 4; pp. 34-37

  SR	Middle Miocene   	                 	N15               	              	144	 872	C	  5	H	CC	   5.00	     44.2100	Pearson  	Planktonic Foraminifers                      	               	                  	                                	                         	                  	                       	                              	                       	                           	R                            	                        	                    	                          	R                           	                    	                     	                         	                         	                       	                           	                        	                         	R                              	                        	R                   	                          	                    	                	                           	               	                           	R                             	                      	R                       	R                       	F                            	                   	                            	R                      	                     	R                        	R                         	F                       	                    	R                         	                           	                     	R                      	              	                      	                   	R                       	R                    	                                	                         	                  	                   	                           	                       	R                 	R                     	                       	                      	                      	                  	                              	R                	                          	                          	R                        	R                    	              	R                        	               	                	                    	                            	                            	                     	                       	                         	                            	                           	                       	                          	                     	                    	                         	                        	                                  	                          	                    	                     	                            	                         	                        	               	                         	                 	                     	                  	               	                    	                          	                      	                      	                          	                    	                             	                           	                        	                            	                     	                          	light reworking; rare Cretaceous taxa; from Leg 144 SR; Ch 2; Table 4; pp. 34-37

  SR	Middle Miocene   	                 	N13               	              	144	 872	C	  6	H	 1	  20.00	     47.2000	Pearson  	Planktonic Foraminifers                      	               	                  	                                	                         	                  	                       	                              	R                      	                           	R                            	                        	                    	                          	F                           	                    	                     	                         	                         	                       	                           	                        	                         	R                              	                        	                    	                          	                    	                	                           	               	                           	R                             	                      	                        	R                       	F                            	                   	                            	R                      	                     	R                        	R                         	F                       	                    	F                         	                           	                     	                       	              	                      	                   	                        	                     	                                	                         	                  	                   	                           	                       	R                 	R                     	                       	                      	                      	                  	                              	R                	                          	R                         	R                        	                     	R             	R                        	               	                	                    	                            	                            	                     	                       	                         	                            	                           	                       	                          	                     	                    	                         	                        	                                  	                          	                    	                     	                            	                         	                        	               	                         	                 	                     	                  	               	                    	                          	                      	                      	                          	                    	                             	                           	                        	                            	                     	                          	light reworking; rare Cretaceous taxa; from Leg 144 SR; Ch 2; Table 4; pp. 34-37

  SR	Middle Miocene   	                 	N13               	              	144	 872	C	  6	H	 2	  20.00	     48.0900	Pearson  	Planktonic Foraminifers                      	               	                  	                                	                         	                  	                       	                              	R                      	                           	R                            	                        	                    	                          	F                           	                    	                     	                         	                         	                       	                           	                        	                         	                               	                        	                    	                          	                    	                	                           	               	                           	R                             	                      	                        	                        	C                            	                   	                            	R                      	                     	R                        	R                         	F                       	                    	R                         	                           	                     	                       	              	                      	                   	                        	                     	                                	                         	                  	                   	R                          	                       	R                 	                      	                       	                      	                      	                  	R                             	R                	                          	R                         	R                        	R                    	              	R                        	               	                	                    	                            	                            	                     	                       	                         	                            	                           	                       	                          	                     	                    	                         	                        	                                  	                          	                    	                     	                            	                         	                        	               	                         	                 	                     	                  	               	                    	                          	                      	                      	                          	                    	                             	                           	                        	                            	                     	                          	from Leg 144 SR; Ch 2; Table 4; pp. 34-37

  SR	Middle Miocene   	                 	N13               	              	144	 872	C	  6	H	 3	  20.00	     49.3500	Pearson  	Planktonic Foraminifers                      	               	                  	                                	                         	                  	                       	                              	R                      	R                          	R                            	                        	                    	                          	F                           	                    	                     	                         	                         	                       	                           	                        	                         	R                              	                        	                    	                          	                    	                	                           	               	                           	R                             	                      	                        	                        	C                            	                   	                            	R                      	                     	R                        	R                         	R                       	                    	R                         	                           	                     	                       	              	                      	                   	                        	                     	                                	                         	                  	                   	                           	                       	R                 	R                     	                       	                      	                      	                  	                              	R                	                          	R                         	R                        	                     	R             	R                        	               	                	                    	                            	                            	                     	                       	                         	                            	                           	                       	                          	                     	                    	                         	                        	                                  	                          	                    	                     	                            	                         	                        	               	                         	                 	                     	                  	               	                    	                          	                      	                      	                          	                    	                             	                           	                        	                            	                     	                          	from Leg 144 SR; Ch 2; Table 4; pp. 34-37

  SR	Middle Miocene   	                 	N13               	              	144	 872	C	  6	H	 4	  20.00	     50.6400	Pearson  	Planktonic Foraminifers                      	               	                  	                                	                         	                  	                       	                              	R                      	R                          	R                            	                        	                    	                          	R                           	                    	                     	                         	                         	                       	                           	                        	                         	R                              	                        	                    	                          	                    	                	                           	               	                           	R                             	                      	                        	                        	F                            	                   	                            	R                      	                     	R                        	R                         	F                       	                    	R                         	                           	                     	                       	              	                      	                   	                        	                     	                                	                         	                  	                   	R                          	                       	R                 	                      	                       	                      	                      	                  	R                             	                 	                          	R                         	R                        	                     	R             	                         	R              	R               	                    	                            	                            	                     	                       	                         	                            	                           	                       	                          	                     	                    	                         	                        	                                  	                          	                    	                     	                            	                         	                        	               	                         	                 	                     	                  	               	                    	                          	                      	                      	                          	                    	                             	                           	                        	                            	                     	                          	from Leg 144 SR; Ch 2; Table 4; pp. 34-37

  SR	Middle Miocene   	                 	N13               	              	144	 872	C	  6	H	 5	  20.00	     51.9100	Pearson  	Planktonic Foraminifers                      	               	                  	                                	                         	                  	                       	                              	R                      	R                          	                             	                        	                    	                          	R                           	                    	                     	                         	                         	                       	                           	                        	                         	                               	                        	                    	                          	                    	                	                           	               	                           	F                             	                      	                        	                        	F                            	                   	                            	R                      	                     	R                        	R                         	F                       	                    	R                         	                           	                     	                       	              	                      	                   	                        	                     	                                	                         	                  	                   	R                          	                       	R                 	                      	                       	                      	                      	                  	R                             	R                	                          	                          	R                        	                     	R             	                         	               	R               	                    	                            	                            	                     	                       	                         	                            	                           	                       	                          	                     	                    	                         	                        	                                  	                          	                    	                     	                            	                         	                        	               	                         	                 	                     	                  	               	                    	                          	                      	                      	                          	                    	                             	                           	                        	                            	                     	                          	from Leg 144 SR; Ch 2; Table 4; pp. 34-37

  SR	Middle Miocene   	                 	N13               	              	144	 872	C	  6	H	 6	  20.00	     53.2200	Pearson  	Planktonic Foraminifers                      	               	                  	                                	                         	                  	                       	                              	R                      	R                          	                             	                        	                    	                          	R                           	                    	                     	                         	                         	                       	                           	                        	                         	R                              	                        	R                   	                          	                    	                	                           	               	                           	R                             	                      	                        	                        	C                            	                   	                            	R                      	                     	R                        	R                         	R                       	                    	R                         	                           	                     	                       	              	                      	                   	R                       	                     	R                               	                         	                  	                   	R                          	                       	R                 	R                     	                       	                      	                      	                  	R                             	                 	                          	                          	                         	                     	R             	R                        	R              	R               	                    	                            	                            	                     	                       	                         	                            	                           	                       	                          	                     	                    	                         	                        	                                  	                          	                    	                     	                            	                         	                        	               	                         	                 	                     	                  	               	                    	                          	                      	                      	                          	                    	                             	                           	                        	                            	                     	                          	from Leg 144 SR; Ch 2; Table 4; pp. 34-37

  SR	Middle Miocene   	                 	N13               	              	144	 872	C	  6	H	CC	   7.00	     54.2400	Pearson  	Planktonic Foraminifers                      	               	                  	                                	                         	                  	                       	                              	R                      	R                          	R                            	                        	R                   	                          	R                           	                    	                     	                         	                         	                       	                           	                        	                         	R                              	                        	                    	                          	                    	                	                           	               	                           	R                             	                      	                        	                        	C                            	                   	                            	R                      	                     	R                        	R                         	R                       	                    	F                         	                           	                     	                       	              	                      	                   	                        	                     	                                	                         	                  	                   	R                          	                       	R                 	                      	                       	                      	                      	                  	F                             	R                	                          	                          	R                        	                     	R             	R                        	R              	R               	                    	                            	                            	                     	                       	                         	                            	                           	                       	                          	                     	                    	                         	                        	                                  	                          	                    	                     	                            	                         	                        	               	                         	                 	                     	                  	               	                    	                          	                      	                      	                          	                    	                             	                           	                        	                            	                     	                          	light reworking; from Leg 144 SR; Ch 2; Table 4; pp. 34-37

  SR	Middle Miocene   	                 	N13               	              	144	 872	C	  7	H	 1	  20.00	     56.7000	Pearson  	Planktonic Foraminifers                      	               	                  	                                	                         	                  	                       	                              	R                      	R                          	R                            	                        	                    	                          	F                           	                    	                     	R                        	                         	                       	                           	                        	                         	R                              	                        	                    	                          	                    	                	                           	               	                           	R                             	                      	                        	                        	F                            	                   	                            	F                      	                     	R                        	R                         	R                       	                    	F                         	                           	                     	                       	              	                      	                   	                        	                     	                                	                         	                  	                   	R                          	                       	R                 	                      	R                      	                      	                      	                  	F                             	R                	R                         	                          	R                        	                     	R             	R                        	               	                	                    	                            	                            	                     	                       	                         	                            	                           	                       	                          	                     	                    	                         	                        	                                  	                          	                    	                     	                            	                         	                        	               	                         	                 	                     	                  	               	                    	                          	                      	                      	                          	                    	                             	                           	                        	                            	                     	                          	light reworking; from Leg 144 SR; Ch 2; Table 4; pp. 34-37

  SR	Middle Miocene   	                 	N13               	              	144	 872	C	  7	H	 2	  20.00	     57.7500	Pearson  	Planktonic Foraminifers                      	               	                  	                                	                         	                  	                       	                              	R                      	                           	R                            	                        	                    	                          	F                           	                    	                     	                         	                         	                       	                           	                        	                         	R                              	                        	                    	                          	                    	                	                           	               	                           	R                             	                      	                        	                        	F                            	                   	                            	R                      	                     	R                        	R                         	R                       	                    	R                         	                           	                     	                       	              	                      	                   	                        	                     	                                	                         	                  	                   	R                          	                       	R                 	                      	                       	                      	                      	                  	R                             	R                	                          	R                         	R                        	                     	R             	R                        	R              	                	                    	                            	                            	                     	                       	                         	                            	                           	                       	                          	                     	                    	                         	                        	                                  	                          	                    	                     	                            	                         	                        	               	                         	                 	                     	                  	               	                    	                          	                      	                      	                          	                    	                             	                           	                        	                            	                     	                          	from Leg 144 SR; Ch 2; Table 4; pp. 34-37

  SR	Middle Miocene   	                 	N13               	              	144	 872	C	  7	H	 3	  20.00	     59.0100	Pearson  	Planktonic Foraminifers                      	               	                  	                                	                         	                  	                       	                              	R                      	R                          	R                            	                        	                    	                          	F                           	                    	                     	                         	                         	                       	                           	                        	                         	R                              	                        	                    	                          	                    	                	                           	               	                           	R                             	                      	                        	                        	C                            	                   	                            	R                      	                     	R                        	F                         	R                       	                    	F                         	                           	                     	                       	              	                      	                   	                        	                     	                                	                         	                  	                   	R                          	                       	R                 	                      	                       	                      	                      	                  	R                             	                 	                          	R                         	R                        	                     	R             	                         	               	                	                    	                            	                            	                     	                       	                         	                            	                           	                       	                          	                     	                    	                         	                        	                                  	                          	                    	                     	                            	                         	                        	               	                         	                 	                     	                  	               	                    	                          	                      	                      	                          	                    	                             	                           	                        	                            	                     	                          	light reworking; from Leg 144 SR; Ch 2; Table 4; pp. 34-37
