Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Umbilicosphaera sp. A	Triquetrorhabdulus farnsworthii	Sphenolithus neoabies	Sphenolithus abies	Rhabdosphaera clavigera	Reticulofenestra pseudoumbilica	Reticulofenestra producta	Reticulofenestra perplexa	Reticulofenestra minutula	Reticulofenestra minuta	Reticulofenestra gelida	Pontosphaera spp.	Pontosphaera multipora	Neosphaera coccolithomorpha	Helicosphaera carteri	Florisphaera profunda	Discoaster variabilis	Discoaster surculus	Discoaster quinqueramus	Discoaster pentaradiatus	Discoaster intercalaris	Discoaster brouweri	Discoaster blackstockae	Discoaster berggrenii	Coccolithus pelagicus	Calcidiscus leptoporus	Amaurolithus tricorniculatus	Amaurolithus delicatus	Amaurolithus amplificus	Reticulofenestra umbilica	Discoaster triradiatus	Discoaster barbadiensis	Ceratolithus atlanticus	Amaurolithus ninae	Coccolithus streckerii	Braarudosphaera bigelowii	Sphenolithus grandis	Pontosphaera discopora	Amaurolithus primus	Syracosphaera spp.	Schyphosphaera sp.	Pontosphaera japonica	Cyclicargolithus floridanus	Calciosolenia murrayi	Calcidiscus macintyrei	Helicosphaera euphratis	Ceratolithus spp.	Discoaster saipanensis	Cruciplacolithus neohelis	Chiasmolithus grandis	Helicosphaera intermedia	Cretarhabdus conicus	Discoaster challengeri	Ceratolithus armatus	Ceratolithus acutus	Umbilicosphaera sibogae var. foliosa	Placozygus sigmoides	Chiasmolithus solitus	Eiffellithus turriseiffelii	Ceratolithus rugosus	Watznaueria barnesae	Umbilicosphaera sibogae var. sibogae	Ceratolithus separatus	Pseudoemiliania cf. P. lacunosa	Helicosphaera sellii	Reticulofenestra bisecta	Discoaster asymmetricus	Pseudoemiliania lacunosa	Gephyrocapsa spp. (small)	Lithostromation perdurum	Discoaster tamalis	Campylosphaera dela	Tetralithoides quadrilaminata	Micula decussata	Ceratolithus cristatus	Reinhardtites anthophorus	Oolithotus fragilis	Markalius inversus	Umbellosphaera irregularis	Gephyrocapsa spp. medium	Gephyrocapsa caribbeanica	Gephyrocapsa spp. (large)	Reticulofenestra asanoi	Helicosphaera pavimentum	Eiffellithus eximius	Gephyrocapsa oceanica ss	Gephyrocapsa margerelii/muellerae	Helicosphaera inversa	Emiliania huxleyi	Umbellosphaera tenuis	Comment

  IR	Early Pliocene   	                 	CN11a             	              	164	 995	A	 42	X	CC	  45.00	    354.3500	Okada    	Nannofossils                                 	A              	M                 	A                    	                               	F                    	C                 	R                      	C                              	C                        	                         	A                        	A                      	C                      	F                	                      	F                          	C                    	A                    	F                    	F                  	                       	C                       	F                      	F                  	                       	                     	C                    	C                     	                            	                      	                       	                         	                      	                       	                       	                  	                      	                         	                    	R                     	                   	F                 	                  	R                    	rR                         	                     	F                     	                       	R                	                      	                         	                     	                        	rR                  	                      	                    	                   	                                    	                    	                     	                           	                    	                    	                                    	                      	A                              	F                   	                        	                       	F                       	A                        	                        	                  	                   	                             	                	                      	                         	                   	                  	                          	                        	                         	                         	                       	                        	                    	                        	                                 	                     	                 	                     	from shipboard Excel file of H. Okada(1767). Leg 164 file Paleo Data995A

  IR	Early Pliocene   	                 	CN11a             	              	164	 995	A	 43	X	CC	  17.00	    365.5400	Okada    	Nannofossils                                 	A              	M                 	C                    	                               	R                    	C                 	                       	C                              	F                        	                         	A                        	A                      	F                      	                 	R                     	F                          	F                    	A                    	F                    	C                  	                       	C                       	F                      	R                  	                       	                     	F                    	F                     	                            	                      	                       	                         	                      	                       	                       	                  	                      	                         	                    	                      	                   	                  	                  	                     	                           	R                    	F                     	                       	R                	                      	                         	                     	                        	                    	                      	                    	                   	                                    	                    	                     	                           	R                   	                    	                                    	                      	C                              	                    	                        	                       	R                       	F                        	                        	                  	                   	                             	                	                      	                         	                   	                  	                          	                        	                         	                         	                       	                        	                    	                        	                                 	                     	                 	                     	from shipboard Excel file of H. Okada(1767). Leg 164 file Paleo Data995A

  IR	Early Pliocene   	                 	CN11a             	              	164	 995	A	 44	X	CC	  20.00	    371.2700	Okada    	Nannofossils                                 	A              	M                 	C                    	                               	F                    	F                 	                       	C                              	C                        	                         	A                        	A                      	C                      	R                	R                     	F                          	F                    	A                    	F                    	F                  	                       	C                       	R                      	C                  	                       	                     	C                    	F                     	                            	rR                    	                       	                         	                      	                       	                       	                  	                      	                         	                    	R                     	                   	R                 	                  	                     	                           	                     	R                     	                       	R                	                      	                         	                     	                        	                    	                      	                    	                   	                                    	                    	                     	                           	R                   	                    	                                    	                      	C                              	                    	                        	                       	R                       	                         	                        	                  	                   	                             	                	                      	                         	                   	                  	                          	                        	                         	                         	                       	                        	                    	                        	                                 	                     	                 	                     	from shipboard Excel file of H. Okada(1767). Leg 164 file Paleo Data995A

  IR	Early Pliocene   	                 	CN11a             	              	164	 995	A	 46	X	CC	  29.00	    385.8000	Okada    	Nannofossils                                 	A              	M                 	C                    	                               	F                    	F                 	                       	C                              	C                        	                         	A                        	A                      	C                      	R                	R                     	F                          	F                    	A                    	R                    	F                  	                       	C                       	R                      	F                  	                       	                     	F                    	F                     	                            	rR                    	                       	                         	                      	                       	                       	                  	                      	R                        	                    	                      	                   	                  	                  	                     	                           	                     	F                     	                       	                 	                      	                         	                     	                        	                    	                      	                    	                   	                                    	                    	                     	                           	R                   	                    	                                    	                      	C                              	                    	                        	F                      	                        	                         	                        	                  	                   	                             	                	                      	                         	                   	                  	                          	                        	                         	                         	                       	                        	                    	                        	                                 	                     	                 	                     	from shipboard Excel file of H. Okada(1767). Leg 164 file Paleo Data995A

  IR	Early Pliocene   	                 	CN11a             	              	164	 995	A	 47	X	CC	  24.00	    394.1900	Okada    	Nannofossils                                 	A              	M                 	C                    	                               	F                    	C                 	R                      	C                              	R                        	R                        	A                        	A                      	F                      	R                	R                     	F                          	C                    	A                    	                     	C                  	                       	C                       	R                      	C                  	                       	                     	C                    	F                     	                            	                      	                       	                         	                      	                       	                       	                  	                      	R                        	                    	                      	                   	F                 	                  	R                    	                           	                     	F                     	                       	R                	                      	                         	                     	                        	                    	                      	                    	                   	                                    	                    	                     	                           	R                   	                    	                                    	                      	R                              	                    	rR                      	                       	                        	                         	                        	                  	                   	                             	                	                      	                         	                   	                  	                          	                        	                         	                         	                       	                        	                    	                        	                                 	                     	                 	                     	from shipboard Excel file of H. Okada(1767). Leg 164 file Paleo Data995A

  IR	Early Pliocene   	                 	CN11a             	              	164	 995	A	 49	X	CC	  19.00	    404.2600	Okada    	Nannofossils                                 	A              	M                 	A                    	                               	R                    	F                 	                       	C                              	C                        	R                        	A                        	A                      	F                      	R                	R                     	F                          	C                    	A                    	                     	F                  	                       	C                       	R                      	F                  	                       	                     	F                    	C                     	                            	                      	                       	                         	                      	                       	                       	                  	R                     	R                        	                    	                      	                   	R                 	                  	R                    	                           	R                    	F                     	                       	                 	                      	                         	                     	                        	                    	                      	                    	                   	                                    	                    	                     	                           	R                   	                    	                                    	                      	R                              	R                   	                        	                       	                        	                         	                        	                  	                   	                             	                	                      	                         	                   	                  	                          	                        	                         	                         	                       	                        	                    	                        	                                 	                     	                 	                     	from shipboard Excel file of H. Okada(1767). Leg 164 file Paleo Data995A

  IR	Early Pliocene   	                 	CN11a             	              	164	 995	A	 50	X	CC	  19.00	    415.5900	Okada    	Nannofossils                                 	A              	M                 	C                    	                               	R                    	F                 	                       	C                              	A                        	                         	A                        	A                      	F                      	R                	R                     	F                          	F                    	A                    	                     	C                  	                       	C                       	R                      	F                  	                       	rR                   	F                    	F                     	                            	                      	                       	                         	                      	                       	                       	                  	                      	                         	                    	                      	                   	R                 	R                 	R                    	                           	                     	F                     	                       	R                	                      	                         	                     	                        	                    	                      	                    	                   	                                    	                    	                     	                           	R                   	                    	                                    	R                     	R                              	                    	                        	                       	                        	                         	                        	                  	                   	                             	                	                      	                         	                   	                  	                          	                        	                         	                         	                       	                        	                    	                        	                                 	                     	                 	                     	from shipboard Excel file of H. Okada(1767). Leg 164 file Paleo Data995A

  IR	Early Pliocene   	                 	CN10c             	CN10d         	164	 995	A	 51	X	 2	  70.00	    418.2000	Okada    	Nannofossils                                 	A              	M                 	C                    	                               	F                    	F                 	R                      	C                              	C                        	F                        	A                        	A                      	C                      	F                	                      	F                          	R                    	A                    	                     	F                  	                       	C                       	                       	F                  	                       	                     	F                    	F                     	R                           	                      	                       	                         	                      	                       	                       	                  	                      	R                        	                    	R                     	                   	F                 	R                 	                     	                           	                     	R                     	                       	                 	                      	                         	                     	                        	                    	                      	                    	                   	                                    	                    	                     	                           	R                   	                    	                                    	R                     	                               	                    	                        	                       	                        	                         	                        	                  	                   	                             	                	                      	                         	                   	                  	                          	                        	                         	                         	                       	                        	                    	                        	                                 	                     	                 	                     	from shipboard Excel file of H. Okada(1767). Leg 164 file Paleo Data995A

  IR	Early Pliocene   	                 	CN10c             	CN10d         	164	 995	A	 51	X	CC	  20.00	    423.7000	Okada    	Nannofossils                                 	A              	M                 	F                    	                               	R                    	F                 	                       	F                              	                         	F                        	A                        	A                      	F                      	R                	R                     	F                          	F                    	A                    	                     	F                  	                       	A                       	F                      	F                  	                       	                     	F                    	F                     	R                           	                      	                       	                         	                      	                       	                       	                  	                      	                         	                    	R                     	                   	F                 	                  	                     	                           	                     	F                     	                       	                 	                      	                         	                     	                        	                    	                      	                    	                   	                                    	                    	                     	                           	                    	                    	                                    	                      	                               	                    	                        	                       	                        	                         	                        	                  	                   	                             	                	                      	                         	                   	                  	                          	                        	                         	                         	                       	                        	                    	                        	                                 	                     	                 	                     	from shipboard Excel file of H. Okada(1767). Leg 164 file Paleo Data995A

  IR	Early Pliocene   	                 	CN10c             	CN10d         	164	 995	A	 53	X	CC	  19.00	    435.6200	Okada    	Nannofossils                                 	A              	M                 	R                    	                               	R                    	F                 	                       	C                              	C                        	                         	A                        	A                      	C                      	R                	R                     	R                          	R                    	A                    	                     	F                  	                       	C                       	R                      	R                  	                       	rR                   	R                    	F                     	R                           	                      	                       	                         	                      	                       	                       	                  	                      	                         	                    	                      	                   	                  	                  	                     	                           	                     	R                     	                       	                 	                      	                         	                     	                        	                    	                      	                    	                   	                                    	                    	                     	                           	R                   	                    	R                                   	                      	                               	                    	                        	                       	                        	                         	                        	                  	                   	                             	                	                      	                         	                   	                  	                          	                        	                         	                         	                       	                        	                    	                        	                                 	                     	                 	                     	from shipboard Excel file of H. Okada(1767). Leg 164 file Paleo Data995A

  IR	Early Pliocene   	                 	CN10c             	CN10d         	164	 995	A	 54	X	CC	  21.00	    442.7300	Okada    	Nannofossils                                 	A              	M                 	F                    	                               	F                    	F                 	R                      	C                              	C                        	                         	A                        	A                      	F                      	R                	R                     	F                          	F                    	A                    	                     	F                  	                       	C                       	R                      	F                  	                       	                     	F                    	C                     	R                           	                      	                       	rR                       	                      	                       	                       	                  	                      	                         	                    	                      	                   	R                 	                  	                     	                           	                     	R                     	                       	                 	                      	                         	                     	                        	                    	                      	                    	                   	                                    	                    	                     	                           	R                   	                    	                                    	                      	                               	                    	                        	                       	                        	                         	                        	                  	                   	                             	                	                      	                         	                   	                  	                          	                        	                         	                         	                       	                        	                    	                        	                                 	                     	                 	                     	from shipboard Excel file of H. Okada(1767). Leg 164 file Paleo Data995A

  IR	Early Pliocene   	                 	CN10c             	CN10d         	164	 995	A	 55	X	CC	  37.00	    448.0600	Okada    	Nannofossils                                 	A              	M                 	C                    	                               	F                    	C                 	                       	C                              	                         	                         	A                        	A                      	C                      	R                	R                     	F                          	F                    	A                    	                     	C                  	                       	C                       	R                      	F                  	R                      	                     	F                    	F                     	R                           	R                     	                       	                         	                      	                       	                       	                  	R                     	R                        	                    	                      	                   	F                 	                  	R                    	                           	                     	R                     	                       	R                	                      	                         	                     	                        	                    	                      	R                   	                   	                                    	                    	                     	                           	R                   	                    	                                    	R                     	                               	                    	                        	                       	                        	                         	                        	                  	                   	                             	                	                      	                         	                   	                  	                          	                        	                         	                         	                       	                        	                    	                        	                                 	                     	                 	                     	from shipboard Excel file of H. Okada(1767). Leg 164 file Paleo Data995A

  IR	Early Pliocene   	                 	CN10c             	CN10d         	164	 995	A	 56	X	 2	   9.00	    456.0900	Okada    	Nannofossils                                 	A              	M                 	C                    	                               	F                    	F                 	R                      	C                              	F                        	R                        	A                        	A                      	C                      	F                	R                     	F                          	F                    	A                    	R                    	F                  	                       	C                       	F                      	F                  	R                      	                     	F                    	C                     	R                           	R                     	                       	                         	                      	                       	                       	                  	                      	R                        	                    	                      	                   	F                 	R                 	R                    	                           	R                    	R                     	                       	R                	                      	                         	                     	                        	                    	                      	                    	                   	                                    	                    	                     	                           	R                   	                    	R                                   	                      	                               	                    	                        	                       	                        	                         	                        	                  	                   	                             	                	                      	                         	                   	                  	                          	                        	                         	                         	                       	                        	                    	                        	                                 	                     	                 	                     	from shipboard Excel file of H. Okada(1767). Leg 164 file Paleo Data995A

  IR	Early Pliocene   	                 	CN10c             	CN10d         	164	 995	A	 56	X	CC	  36.00	    458.6700	Okada    	Nannofossils                                 	A              	M                 	F                    	                               	F                    	C                 	R                      	A                              	A                        	                         	A                        	A                      	C                      	R                	R                     	F                          	F                    	A                    	                     	F                  	                       	C                       	R                      	C                  	                       	                     	F                    	F                     	R                           	R                     	                       	                         	                      	                       	R                      	                  	R                     	R                        	                    	                      	                   	R                 	                  	                     	                           	                     	R                     	                       	                 	                      	                         	                     	                        	                    	                      	                    	                   	                                    	                    	                     	rR                         	                    	rR                  	                                    	                      	                               	                    	                        	                       	                        	                         	                        	                  	                   	                             	                	                      	                         	                   	                  	                          	                        	                         	                         	                       	                        	                    	                        	                                 	                     	                 	                     	from shipboard Excel file of H. Okada(1767). Leg 164 file Paleo Data995A

  IR	Early Pliocene   	                 	CN10c             	CN10d         	164	 995	A	 57	X	 3	  11.00	    467.3100	Okada    	Nannofossils                                 	A              	M                 	C                    	                               	F                    	C                 	R                      	C                              	F                        	F                        	A                        	A                      	C                      	F                	R                     	F                          	C                    	A                    	                     	C                  	                       	C                       	F                      	C                  	                       	                     	F                    	C                     	R                           	R                     	                       	                         	                      	                       	                       	                  	R                     	                         	                    	                      	                   	F                 	                  	                     	rR                         	                     	R                     	                       	R                	rR                    	                         	                     	                        	                    	                      	R                   	                   	                                    	                    	                     	                           	                    	                    	                                    	                      	                               	                    	                        	                       	                        	                         	                        	                  	                   	                             	                	                      	                         	                   	                  	                          	                        	                         	                         	                       	                        	                    	                        	                                 	                     	                 	                     	from shipboard Excel file of H. Okada(1767). Leg 164 file Paleo Data995A

  IR	Early Pliocene   	                 	CN10b             	              	164	 995	A	 57	X	CC	  42.00	    470.3000	Okada    	Nannofossils                                 	A              	M                 	C                    	                               	F                    	F                 	                       	C                              	C                        	                         	A                        	A                      	C                      	F                	R                     	F                          	F                    	A                    	                     	C                  	                       	C                       	F                      	C                  	                       	                     	C                    	C                     	R                           	R                     	                       	rR                       	                      	                       	                       	                  	                      	R                        	                    	                      	                   	F                 	                  	                     	                           	                     	F                     	                       	                 	                      	                         	                     	R                       	                    	                      	                    	R                  	                                    	                    	                     	                           	                    	                    	                                    	                      	                               	                    	                        	                       	                        	                         	                        	                  	                   	                             	                	                      	                         	                   	                  	                          	                        	                         	                         	                       	                        	                    	                        	                                 	                     	                 	                     	from shipboard Excel file of H. Okada(1767). Leg 164 file Paleo Data995A

  IR	Early Pliocene   	                 	CN10b             	              	164	 995	A	 58	X	 3	  75.00	    476.4100	Okada    	Nannofossils                                 	A              	M                 	C                    	                               	C                    	C                 	R                      	C                              	F                        	C                        	C                        	A                      	C                      	                 	                      	F                          	C                    	A                    	                     	F                  	                       	C                       	F                      	C                  	                       	                     	                     	C                     	R                           	                      	                       	                         	                      	                       	                       	                  	R                     	R                        	                    	                      	                   	F                 	                  	R                    	                           	R                    	                      	                       	                 	                      	                         	                     	R                       	                    	                      	R                   	R                  	                                    	                    	                     	                           	                    	                    	                                    	                      	                               	                    	                        	                       	                        	                         	                        	                  	                   	                             	                	                      	                         	                   	                  	                          	                        	                         	                         	                       	                        	                    	                        	                                 	                     	                 	                     	from shipboard Excel file of H. Okada(1767). Leg 164 file Paleo Data995A

  IR	Early Pliocene   	                 	CN10b             	              	164	 995	A	 58	X	CC	  51.00	    479.1900	Okada    	Nannofossils                                 	A              	M                 	C                    	                               	C                    	C                 	R                      	C                              	                         	F                        	A                        	A                      	C                      	F                	R                     	F                          	F                    	A                    	F                    	C                  	                       	C                       	F                      	F                  	                       	rR                   	C                    	F                     	R                           	R                     	                       	                         	                      	                       	                       	                  	                      	R                        	                    	                      	R                  	F                 	                  	R                    	                           	R                    	R                     	                       	R                	                      	                         	                     	R                       	                    	                      	R                   	R                  	                                    	                    	                     	rR                         	R                   	                    	                                    	                      	                               	                    	                        	                       	                        	                         	                        	                  	                   	                             	                	                      	                         	                   	                  	                          	                        	                         	                         	                       	                        	                    	                        	                                 	                     	                 	                     	from shipboard Excel file of H. Okada(1767). Leg 164 file Paleo Data995A

  IR	Early Pliocene   	                 	CN10b             	              	164	 995	A	 59	X	CC	  21.00	    487.8600	Okada    	Nannofossils                                 	A              	M                 	C                    	                               	C                    	C                 	R                      	C                              	F                        	R                        	A                        	A                      	C                      	F                	R                     	F                          	C                    	A                    	                     	C                  	                       	C                       	R                      	C                  	                       	                     	C                    	C                     	R                           	R                     	                       	                         	R                     	                       	                       	                  	                      	R                        	                    	                      	                   	F                 	R                 	R                    	                           	                     	R                     	                       	                 	                      	                         	                     	R                       	                    	                      	R                   	                   	                                    	                    	                     	                           	                    	                    	                                    	                      	                               	                    	                        	                       	                        	                         	                        	                  	                   	                             	                	                      	                         	                   	                  	                          	                        	                         	                         	                       	                        	                    	                        	                                 	                     	                 	                     	from shipboard Excel file of H. Okada(1767). Leg 164 file Paleo Data995A
