Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Umbilicosphaera sp. A	Triquetrorhabdulus farnsworthii	Sphenolithus neoabies	Sphenolithus abies	Rhabdosphaera clavigera	Reticulofenestra pseudoumbilica	Reticulofenestra producta	Reticulofenestra perplexa	Reticulofenestra minutula	Reticulofenestra minuta	Reticulofenestra gelida	Pontosphaera spp.	Pontosphaera multipora	Neosphaera coccolithomorpha	Helicosphaera carteri	Florisphaera profunda	Discoaster variabilis	Discoaster surculus	Discoaster quinqueramus	Discoaster pentaradiatus	Discoaster intercalaris	Discoaster brouweri	Discoaster blackstockae	Discoaster berggrenii	Coccolithus pelagicus	Calcidiscus leptoporus	Amaurolithus tricorniculatus	Amaurolithus delicatus	Amaurolithus amplificus	Reticulofenestra umbilica	Discoaster triradiatus	Discoaster barbadiensis	Ceratolithus atlanticus	Amaurolithus ninae	Coccolithus streckerii	Braarudosphaera bigelowii	Sphenolithus grandis	Pontosphaera discopora	Amaurolithus primus	Syracosphaera spp.	Schyphosphaera sp.	Pontosphaera japonica	Cyclicargolithus floridanus	Calciosolenia murrayi	Calcidiscus macintyrei	Helicosphaera euphratis	Ceratolithus spp.	Discoaster saipanensis	Cruciplacolithus neohelis	Chiasmolithus grandis	Helicosphaera intermedia	Cretarhabdus conicus	Discoaster challengeri	Ceratolithus armatus	Ceratolithus acutus	Umbilicosphaera sibogae var. foliosa	Placozygus sigmoides	Chiasmolithus solitus	Eiffellithus turriseiffelii	Ceratolithus rugosus	Watznaueria barnesae	Umbilicosphaera sibogae var. sibogae	Ceratolithus separatus	Pseudoemiliania cf. P. lacunosa	Helicosphaera sellii	Reticulofenestra bisecta	Discoaster asymmetricus	Pseudoemiliania lacunosa	Gephyrocapsa spp. (small)	Lithostromation perdurum	Discoaster tamalis	Campylosphaera dela	Tetralithoides quadrilaminata	Micula decussata	Ceratolithus cristatus	Reinhardtites anthophorus	Oolithotus fragilis	Markalius inversus	Umbellosphaera irregularis	Gephyrocapsa spp. medium	Gephyrocapsa caribbeanica	Gephyrocapsa spp. (large)	Reticulofenestra asanoi	Helicosphaera pavimentum	Eiffellithus eximius	Gephyrocapsa oceanica ss	Gephyrocapsa margerelii/muellerae	Helicosphaera inversa	Emiliania huxleyi	Umbellosphaera tenuis	Comment

  IR	Pleistocene      	                 	CN14a             	              	164	 995	A	  3	H	 3	  75.00	     15.0500	Okada    	Nannofossils                                 	A              	G                 	                     	                               	                     	                  	                       	                               	A                        	                         	                         	A                      	                       	                 	                      	                           	F                    	A                    	                     	                   	                       	                        	                       	                   	                       	                     	                     	F                     	                            	                      	                       	                         	                      	                       	                       	                  	                      	                         	                    	                      	                   	F                 	                  	                     	                           	F                    	                      	                       	                 	                      	                         	                     	                        	                    	                      	                    	                   	R                                   	                    	                     	                           	                    	                    	R                                   	                      	                               	                    	                        	                       	F                       	A                        	                        	                  	                   	                             	                	                      	                         	R                  	                  	                          	C                       	C                        	                         	                       	                        	                    	F                       	A                                	                     	                 	                     	from shipboard Excel file of H. Okada(1767). Leg 164 file Paleo Data995A

  IR	Pleistocene      	                 	CN14a             	              	164	 995	A	  3	H	CC	  15.00	     20.9000	Okada    	Nannofossils                                 	A              	G                 	                     	                               	                     	                  	R                      	                               	A                        	                         	A                        	A                      	                       	R                	R                     	                           	C                    	A                    	                     	                   	                       	                        	                       	                   	                       	                     	R                    	C                     	                            	                      	                       	                         	                      	                       	                       	                  	                      	R                        	                    	R                     	                   	F                 	                  	R                    	                           	R                    	                      	                       	                 	                      	                         	                     	                        	                    	                      	                    	                   	R                                   	                    	                     	                           	                    	                    	F                                   	                      	                               	                    	                        	                       	F                       	A                        	                        	                  	                   	                             	                	                      	                         	R                  	                  	                          	A                       	C                        	                         	                       	                        	                    	C                       	A                                	                     	                 	                     	from shipboard Excel file of H. Okada(1767). Leg 164 file Paleo Data995A

  IR	Pleistocene      	                 	CN14a             	              	164	 995	A	  4	H	CC	  30.00	     30.5600	Okada    	Nannofossils                                 	A              	G                 	                     	                               	                     	                  	R                      	                               	C                        	                         	                         	A                      	                       	                 	R                     	                           	C                    	A                    	                     	                   	                       	                        	                       	                   	                       	                     	                     	F                     	                            	                      	                       	                         	                      	                       	                       	                  	                      	                         	                    	R                     	                   	F                 	                  	R                    	                           	                     	                      	                       	                 	                      	                         	                     	                        	                    	                      	                    	                   	F                                   	                    	                     	                           	                    	                    	F                                   	                      	                               	                    	                        	                       	A                       	A                        	                        	                  	                   	                             	                	                      	                         	F                  	                  	                          	C                       	                         	                         	                       	R                       	rR                  	A                       	                                 	                     	                 	                     	from shipboard Excel file of H. Okada(1767). Leg 164 file Paleo Data995A

  IR	Pleistocene      	                 	CN14a             	              	164	 995	A	  5	H	CC	  17.00	     40.1300	Okada    	Nannofossils                                 	A              	G                 	                     	                               	                     	                  	                       	                               	                         	                         	                         	A                      	                       	R                	R                     	                           	F                    	A                    	                     	                   	                       	                        	                       	                   	                       	                     	                     	F                     	                            	                      	                       	                         	                      	                       	                       	                  	                      	R                        	                    	R                     	                   	F                 	                  	F                    	rR                         	                     	                      	                       	                 	                      	                         	                     	                        	                    	                      	                    	                   	R                                   	                    	                     	                           	                    	                    	R                                   	                      	                               	                    	                        	                       	A                       	A                        	                        	                  	                   	                             	                	                      	                         	R                  	                  	                          	A                       	                         	                         	                       	                        	                    	A                       	                                 	                     	                 	                     	from shipboard Excel file of H. Okada(1767). Leg 164 file Paleo Data995A

  IR	Pleistocene      	                 	CN14a             	              	164	 995	A	  6	H	 3	 120.00	     43.9000	Okada    	Nannofossils                                 	A              	G                 	                     	                               	                     	                  	F                      	                               	                         	                         	                         	C                      	                       	F                	R                     	R                          	F                    	A                    	                     	                   	                       	                        	                       	                   	                       	                     	                     	F                     	                            	                      	                       	                         	                      	                       	                       	                  	                      	                         	                    	                      	                   	F                 	                  	R                    	                           	                     	                      	                       	                 	                      	                         	                     	                        	                    	                      	                    	                   	F                                   	                    	                     	                           	                    	                    	                                    	                      	                               	                    	                        	                       	A                       	A                        	                        	                  	                   	                             	                	                      	                         	R                  	                  	                          	R                       	                         	                         	F                      	                        	                    	R                       	                                 	                     	                 	                     	from shipboard Excel file of H. Okada(1767). Leg 164 file Paleo Data995A

  IR	Pleistocene      	                 	CN13b             	              	164	 995	A	  6	H	CC	  23.00	     49.6100	Okada    	Nannofossils                                 	A              	G                 	                     	                               	                     	                  	                       	                               	R                        	                         	                         	A                      	                       	                 	                      	                           	F                    	A                    	                     	                   	                       	                        	                       	                   	                       	                     	                     	F                     	                            	                      	                       	                         	                      	                       	                       	                  	                      	                         	                    	R                     	                   	R                 	                  	R                    	                           	R                    	                      	                       	                 	                      	                         	                     	                        	                    	                      	                    	                   	R                                   	                    	                     	                           	                    	                    	R                                   	                      	                               	rR                  	                        	                       	C                       	D                        	                        	                  	                   	                             	                	                      	                         	R                  	                  	                          	                        	                         	                         	F                      	                        	rR                  	                        	                                 	                     	                 	                     	from shipboard Excel file of H. Okada(1767). Leg 164 file Paleo Data995A

  IR	Pleistocene      	                 	CN13b             	              	164	 995	A	  7	H	CC	  23.00	     59.1500	Okada    	Nannofossils                                 	A              	G                 	                     	                               	                     	                  	R                      	                               	R                        	                         	                         	A                      	                       	                 	R                     	                           	F                    	A                    	                     	                   	                       	                        	                       	                   	                       	                     	                     	F                     	                            	                      	                       	                         	                      	                       	                       	                  	                      	                         	                    	R                     	                   	F                 	                  	R                    	                           	                     	                      	                       	                 	                      	                         	                     	                        	                    	                      	                    	                   	R                                   	                    	                     	rR                         	                    	                    	R                                   	                      	                               	                    	                        	                       	A                       	A                        	                        	                  	                   	                             	                	R                     	                         	R                  	                  	                          	F                       	                         	                         	F                      	R                       	                    	                        	                                 	                     	                 	                     	from shipboard Excel file of H. Okada(1767). Leg 164 file Paleo Data995A

  IR	Pleistocene      	                 	CN13b             	              	164	 995	A	  8	H	CC	  26.00	     68.8100	Okada    	Nannofossils                                 	A              	G                 	                     	                               	                     	                  	F                      	                               	                         	C                        	                         	A                      	                       	F                	R                     	R                          	F                    	A                    	                     	                   	                       	                        	                       	                   	                       	                     	F                    	F                     	                            	                      	                       	                         	                      	                       	                       	                  	                      	                         	                    	                      	                   	F                 	                  	F                    	                           	                     	                      	                       	                 	                      	                         	                     	                        	                    	                      	                    	                   	F                                   	                    	                     	                           	                    	                    	R                                   	                      	                               	F                   	                        	                       	C                       	A                        	                        	                  	                   	                             	                	                      	                         	                   	                  	                          	C                       	C                        	C                        	                       	                        	                    	                        	                                 	                     	                 	                     	from shipboard Excel file of H. Okada(1767). Leg 164 file Paleo Data995A

  IR	Pleistocene      	                 	CN13b             	              	164	 995	A	 10	H	CC	  36.00	     79.4700	Okada    	Nannofossils                                 	A              	G                 	                     	                               	                     	                  	F                      	                               	C                        	F                        	                         	A                      	                       	F                	                      	                           	C                    	A                    	                     	                   	                       	                        	                       	                   	                       	                     	F                    	F                     	                            	                      	                       	                         	                      	                       	                       	                  	                      	                         	                    	                      	                   	F                 	                  	F                    	                           	                     	                      	                       	                 	                      	                         	                     	                        	                    	                      	                    	                   	                                    	                    	                     	                           	                    	                    	F                                   	                      	                               	F                   	                        	                       	C                       	A                        	                        	                  	                   	                             	                	R                     	                         	                   	                  	                          	A                       	A                        	C                        	                       	                        	                    	                        	                                 	                     	                 	                     	from shipboard Excel file of H. Okada(1767). Leg 164 file Paleo Data995A

  IR	Pleistocene      	                 	CN13b             	              	164	 995	A	 11	H	CC	  22.00	     88.5400	Okada    	Nannofossils                                 	A              	M                 	                     	                               	                     	                  	R                      	                               	C                        	                         	C                        	A                      	                       	F                	                      	F                          	F                    	A                    	                     	                   	                       	                        	                       	                   	                       	                     	F                    	F                     	                            	                      	                       	                         	                      	                       	                       	                  	                      	                         	                    	                      	                   	F                 	                  	R                    	                           	R                    	R                     	                       	                 	                      	                         	                     	                        	                    	                      	                    	                   	F                                   	                    	                     	                           	                    	                    	F                                   	                      	                               	R                   	                        	                       	A                       	A                        	                        	                  	                   	                             	                	                      	                         	R                  	                  	                          	F                       	C                        	                         	                       	                        	                    	                        	                                 	                     	                 	                     	from shipboard Excel file of H. Okada(1767). Leg 164 file Paleo Data995A

  IR	Pleistocene      	                 	CN13b             	              	164	 995	A	 12	H	CC	  26.00	     98.8400	Okada    	Nannofossils                                 	A              	M                 	R                    	                               	                     	                  	R                      	                               	F                        	                         	A                        	A                      	                       	                 	                      	R                          	F                    	A                    	                     	                   	                       	                        	                       	                   	                       	                     	C                    	F                     	                            	                      	                       	                         	                      	                       	                       	                  	                      	R                        	                    	                      	                   	C                 	                  	R                    	                           	R                    	R                     	                       	                 	                      	                         	                     	                        	                    	                      	                    	                   	F                                   	                    	                     	                           	                    	                    	F                                   	                      	                               	R                   	                        	                       	A                       	A                        	                        	                  	                   	                             	                	R                     	                         	R                  	                  	                          	R                       	                         	                         	                       	                        	                    	                        	                                 	                     	                 	                     	from shipboard Excel file of H. Okada(1767). Leg 164 file Paleo Data995A

  IR	Pleistocene      	                 	CN13b             	              	164	 995	A	 13	H	CC	  15.00	    107.8400	Okada    	Nannofossils                                 	A              	M                 	R                    	                               	                     	                  	R                      	                               	C                        	                         	A                        	A                      	                       	F                	                      	                           	F                    	A                    	                     	                   	                       	                        	                       	rR                 	                       	                     	F                    	F                     	                            	                      	                       	                         	                      	                       	                       	                  	                      	                         	                    	                      	                   	F                 	                  	R                    	                           	                     	R                     	                       	                 	                      	                         	                     	                        	                    	                      	                    	                   	F                                   	                    	                     	                           	                    	                    	F                                   	                      	                               	C                   	                        	                       	A                       	A                        	                        	                  	                   	                             	                	                      	                         	                   	                  	                          	R                       	                         	                         	                       	                        	                    	                        	                                 	                     	                 	                     	from shipboard Excel file of H. Okada(1767). Leg 164 file Paleo Data995A

  IR	Late Pliocene    	                 	CN13a             	              	164	 995	A	 14	H	 2	  48.00	    109.1800	Okada    	Nannofossils                                 	A              	M                 	C                    	                               	                     	rR                	                       	rR                             	F                        	                         	A                        	A                      	                       	                 	                      	                           	C                    	A                    	                     	                   	                       	                        	                       	                   	                       	                     	F                    	F                     	                            	                      	                       	                         	                      	                       	                       	                  	                      	                         	                    	                      	                   	C                 	R                 	                     	                           	R                    	F                     	                       	                 	                      	                         	                     	                        	                    	                      	                    	                   	C                                   	                    	                     	                           	                    	                    	                                    	                      	                               	C                   	                        	                       	A                       	A                        	                        	                  	                   	                             	                	R                     	                         	                   	                  	                          	                        	                         	                         	                       	                        	                    	                        	                                 	                     	                 	                     	from shipboard Excel file of H. Okada(1767). Leg 164 file Paleo Data995A

  IR	Late Pliocene    	                 	CN13a             	              	164	 995	A	 14	H	 5	  48.00	    113.6800	Okada    	Nannofossils                                 	A              	G                 	C                    	                               	                     	                  	F                      	                               	C                        	                         	A                        	A                      	                       	F                	                      	                           	F                    	A                    	                     	                   	                       	                        	                       	rR                 	                       	                     	F                    	R                     	                            	                      	                       	                         	rR                    	                       	                       	                  	                      	R                        	                    	R                     	                   	C                 	                  	R                    	                           	R                    	F                     	                       	                 	                      	                         	                     	                        	                    	                      	                    	                   	F                                   	                    	                     	                           	                    	                    	                                    	                      	                               	F                   	                        	                       	A                       	A                        	                        	                  	                   	                             	                	                      	                         	R                  	                  	                          	                        	                         	                         	                       	                        	                    	                        	                                 	                     	                 	                     	from shipboard Excel file of H. Okada(1767). Leg 164 file Paleo Data995A
