Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Glomospira irregularis,Glomospira charoides,Praecystammina globigeriniformis,Hormosina/Hyperammina spp. (fragments),Paratrochamminoides (indeterminant fragments),Agglutinated spp. (indeterminate),Paratrochamminoides dubius,Haplophragmoides sp.,Recurvoides sp.,Hormosina crassa,Paratrochamminoides corpulentus,Hyperammina elongata,Hormosina ovulum ovulum,Haplophragmoides multicamerus,Haplophragmoides ex gr. perexplicatus-constictus,Hormosina ovulum gigantea,Hormosina ovuloides,Trochamminoides septatus,Rhizammina/Dendrophrya excelsa group,Recurvoides sp. 1 (small brownish),Plectorecurvoides rotundus,Paratrochamminoides semipellucidus,Paratrochamminoides intricatus,Haplophragmoides spp. (fragments),Haplophragmoides concavus,Glomospira gordialis,Adercotryma sp.,Trochammina sp. aff. T. globigeriniformis,Pseudobolivina munda,Hyperammina dilatata,Haplophragmoides fraudulentus,Bolivinopsis parvissimus,Turritellela shoneana,Psammosphaera sp.,Aschemocella/Dendrophrya latissima (fragments),Haplophragmoides krasheninnikovi,Lituotuba lituiformis,Haplophragmoides decussatus,Glomospira serpens,Trochammina sp. 1 (small brownish),Kalamopsis (?) (indeterminant fragments),Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,129, 801,A,  4,R, 2,  55.00,     32.0500,Wightman ,Benthic Foraminifers                         ,               ,                  ,                      ,                    ,12                              ,                                      ,                                             ,3                                ,                          ,                    ,               ,                ,                               ,                    ,                       ,                             ,                                                ,                         ,                   ,                        ,                                    ,                                  ,                          ,                                  ,                              ,                                 ,                         ,                    ,               ,                                         ,                    ,                    ,                             ,1                       ,                     ,                 ,                                              ,                                ,                     ,                           ,                  ,28                                ,12                                      ,Total agglutinated forams = 56; from ODP Leg 129 Chapter 13 Table 4 p 253
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,129, 801,A,  4,R,CC,  14.00,     32.4300,Wightman ,Benthic Foraminifers                         ,               ,                  ,                      ,                    ,                                ,                                      ,                                             ,                                 ,                          ,                    ,               ,                ,                               ,                    ,                       ,                             ,                                                ,                         ,                   ,                        ,                                    ,                                  ,                          ,                                  ,                              ,                                 ,                         ,                    ,               ,                                         ,                    ,                    ,                             ,                        ,                     ,                 ,                                              ,                                ,1                    ,                           ,                  ,                                  ,                                        ,Total agglutinated forams = 1; from ODP Leg 129 Chapter 13 Table 4 p 253
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,129, 801,A,  5,R, 1,   4.00,     39.6400,Wightman ,Benthic Foraminifers                         ,               ,                  ,                      ,                    ,                                ,10                                    ,19                                           ,                                 ,                          ,                    ,               ,                ,                               ,                    ,                       ,                             ,                                                ,                         ,                   ,                        ,30                                  ,5                                 ,                          ,                                  ,                              ,1                                ,                         ,                    ,               ,                                         ,                    ,                    ,                             ,                        ,                     ,                 ,5                                             ,                                ,                     ,                           ,                  ,                                  ,                                        ,Total agglutinated forams = 70; from ODP Leg 129 Chapter 13 Table 4 p 253
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,129, 801,A,  5,R, 1,  83.00,     40.4300,Wightman ,Benthic Foraminifers                         ,               ,                  ,                      ,                    ,                                ,                                      ,                                             ,                                 ,                          ,9                   ,1              ,                ,                               ,                    ,                       ,                             ,                                                ,                         ,                   ,                        ,                                    ,                                  ,                          ,                                  ,                              ,                                 ,                         ,                    ,               ,                                         ,                    ,1                   ,                             ,1                       ,                     ,                 ,                                              ,                                ,                     ,                           ,2                 ,                                  ,                                        ,Total agglutinated forams = 14; from ODP Leg 129 Chapter 13 Table 4 p 253
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,129, 801,A,  5,R, 1, 120.00,     40.8000,Wightman ,Benthic Foraminifers                         ,               ,                  ,                      ,                    ,                                ,8                                     ,5                                            ,                                 ,                          ,                    ,               ,                ,                               ,                    ,                       ,                             ,                                                ,                         ,                   ,                        ,12                                  ,                                  ,                          ,                                  ,                              ,1                                ,                         ,                    ,               ,                                         ,                    ,                    ,                             ,                        ,                     ,                 ,                                              ,                                ,                     ,1                          ,                  ,                                  ,                                        ,H. decussatus identified as cf; Total agglutinated forams = 26; from ODP Leg 129 Chapter 13 Table 4 p 253
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,129, 801,A,  5,R, 2,  20.00,     41.3000,Wightman ,Benthic Foraminifers                         ,               ,                  ,                      ,                    ,                                ,                                      ,                                             ,27                               ,                          ,                    ,               ,                ,                               ,                    ,                       ,                             ,                                                ,                         ,                   ,                        ,                                    ,                                  ,                          ,                                  ,                              ,                                 ,                         ,                    ,               ,                                         ,                    ,                    ,                             ,                        ,                     ,                 ,                                              ,                                ,                     ,                           ,                  ,                                  ,                                        ,Total agglutinated forams = 27; from ODP Leg 129 Chapter 13 Table 4 p 253
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,129, 801,A,  5,R, 2, 100.00,     42.1000,Wightman ,Benthic Foraminifers                         ,               ,                  ,                      ,                    ,                                ,                                      ,2                                            ,12                               ,                          ,                    ,               ,                ,                               ,                    ,                       ,                             ,                                                ,                         ,                   ,                        ,26                                  ,3                                 ,                          ,                                  ,                              ,                                 ,                         ,                    ,               ,                                         ,                    ,                    ,                             ,                        ,                     ,                 ,                                              ,                                ,                     ,                           ,                  ,                                  ,                                        ,Total agglutinated forams = 43; from ODP Leg 129 Chapter 13 Table 4 p 253
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,129, 801,A,  5,R, 3,   4.00,     42.6400,Wightman ,Benthic Foraminifers                         ,               ,                  ,                      ,                    ,1                               ,                                      ,33                                           ,                                 ,                          ,                    ,               ,                ,                               ,                    ,                       ,                             ,                                                ,                         ,                   ,                        ,                                    ,2                                 ,                          ,                                  ,                              ,                                 ,                         ,                    ,               ,                                         ,                    ,                    ,                             ,                        ,                     ,                 ,                                              ,                                ,                     ,                           ,                  ,                                  ,                                        ,Total agglutinated forams = 36; from ODP Leg 129 Chapter 13 Table 4 p 253
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,129, 801,A,  5,R, 3,  59.00,     43.1900,Wightman ,Benthic Foraminifers                         ,               ,                  ,                      ,                    ,1                               ,                                      ,                                             ,                                 ,                          ,2                   ,               ,                ,                               ,                    ,                       ,                             ,                                                ,                         ,                   ,                        ,5                                   ,                                  ,                          ,                                  ,                              ,                                 ,                         ,                    ,               ,                                         ,                    ,                    ,                             ,1                       ,                     ,                 ,                                              ,                                ,1                    ,                           ,                  ,                                  ,                                        ,Total agglutinated forams = 10; from ODP Leg 129 Chapter 13 Table 4 p 253
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,129, 801,A,  5,R, 3, 110.00,     43.7000,Wightman ,Benthic Foraminifers                         ,               ,                  ,                      ,                    ,                                ,18                                    ,6                                            ,6                                ,                          ,                    ,               ,3               ,                               ,                    ,                       ,                             ,                                                ,                         ,                   ,                        ,19                                  ,                                  ,                          ,                                  ,                              ,                                 ,                         ,                    ,               ,                                         ,                    ,                    ,                             ,                        ,                     ,                 ,                                              ,                                ,                     ,                           ,                  ,                                  ,                                        ,Total agglutinated forams = 52; from ODP Leg 129 Chapter 13 Table 4 p 253
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,129, 801,A,  5,R, 4,  20.00,     44.3000,Wightman ,Benthic Foraminifers                         ,               ,                  ,                      ,                    ,                                ,                                      ,20                                           ,                                 ,                          ,                    ,               ,6               ,                               ,                    ,                       ,                             ,                                                ,                         ,1                  ,                        ,30                                  ,15                                ,                          ,                                  ,                              ,                                 ,                         ,                    ,               ,                                         ,                    ,                    ,                             ,                        ,                     ,                 ,                                              ,1                               ,                     ,                           ,                  ,                                  ,                                        ,Total agglutinated forams = 67; from ODP Leg 129 Chapter 13 Table 4 p 253
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,129, 801,A,  5,R, 4, 100.00,     45.1000,Wightman ,Benthic Foraminifers                         ,               ,                  ,                      ,                    ,1                               ,2                                     ,19                                           ,                                 ,                          ,                    ,               ,                ,2                              ,                    ,                       ,                             ,                                                ,                         ,                   ,                        ,44                                  ,2                                 ,                          ,                                  ,1                             ,                                 ,                         ,                    ,               ,                                         ,                    ,                    ,                             ,                        ,                     ,                 ,1                                             ,                                ,                     ,                           ,                  ,                                  ,                                        ,Total agglutinated forams = 72; from ODP Leg 129 Chapter 13 Table 4 p 253
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,129, 801,A,  5,R, 5,   4.00,     45.6400,Wightman ,Benthic Foraminifers                         ,               ,                  ,                      ,                    ,                                ,7                                     ,13                                           ,                                 ,                          ,                    ,               ,                ,                               ,                    ,                       ,                             ,                                                ,                         ,1                  ,                        ,537                                 ,                                  ,                          ,                                  ,                              ,                                 ,                         ,                    ,               ,                                         ,                    ,                    ,                             ,                        ,                     ,                 ,3                                             ,                                ,                     ,                           ,                  ,                                  ,                                        ,Total agglutinated forams = 561; from ODP Leg 129 Chapter 13 Table 4 p 253
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,129, 801,A,  5,R, 5,  41.00,     46.0100,Wightman ,Benthic Foraminifers                         ,               ,                  ,                      ,                    ,                                ,                                      ,                                             ,                                 ,                          ,1                   ,               ,                ,                               ,                    ,                       ,                             ,                                                ,                         ,                   ,                        ,10                                  ,                                  ,                          ,                                  ,                              ,                                 ,                         ,                    ,               ,                                         ,                    ,1                   ,                             ,                        ,                     ,                 ,                                              ,                                ,                     ,                           ,                  ,                                  ,                                        ,Total agglutinated forams = 12; from ODP Leg 129 Chapter 13 Table 4 p 253
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,129, 801,A,  5,R, 5,  76.00,     46.3600,Wightman ,Benthic Foraminifers                         ,               ,                  ,                      ,                    ,                                ,                                      ,                                             ,                                 ,                          ,2                   ,               ,                ,                               ,                    ,                       ,                             ,                                                ,                         ,                   ,                        ,28                                  ,                                  ,                          ,                                  ,                              ,                                 ,                         ,                    ,               ,                                         ,                    ,                    ,                             ,1                       ,                     ,                 ,                                              ,                                ,                     ,                           ,                  ,                                  ,                                        ,Total agglutinated forams = 31; from ODP Leg 129 Chapter 13 Table 4 p 253
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,129, 801,A,  5,R, 5, 117.00,     46.7700,Wightman ,Benthic Foraminifers                         ,               ,                  ,                      ,                    ,                                ,11                                    ,34                                           ,7                                ,                          ,1                   ,               ,                ,8                              ,                    ,                       ,                             ,                                                ,                         ,                   ,                        ,112                                 ,                                  ,                          ,                                  ,2                             ,                                 ,                         ,                    ,               ,                                         ,                    ,                    ,                             ,                        ,1                    ,2                ,15                                            ,                                ,                     ,                           ,                  ,                                  ,                                        ,Total agglutinated forams = 191; from ODP Leg 129 Chapter 13 Table 4 p 253
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,129, 801,A,  5,R, 6,   4.00,     47.1400,Wightman ,Benthic Foraminifers                         ,               ,                  ,                      ,                    ,                                ,21                                    ,8                                            ,4                                ,                          ,                    ,               ,                ,2                              ,                    ,                       ,                             ,                                                ,                         ,                   ,                        ,65                                  ,                                  ,                          ,                                  ,3                             ,                                 ,                         ,                    ,               ,                                         ,                    ,                    ,                             ,                        ,                     ,                 ,                                              ,                                ,                     ,                           ,                  ,                                  ,                                        ,Total agglutinated forams = 103; from ODP Leg 129 Chapter 13 Table 4 p 253
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,129, 801,A,  5,R, 6,  70.00,     47.8000,Wightman ,Benthic Foraminifers                         ,               ,                  ,                      ,                    ,                                ,21                                    ,8                                            ,4                                ,                          ,                    ,               ,                ,2                              ,                    ,                       ,                             ,                                                ,                         ,                   ,                        ,65                                  ,                                  ,                          ,                                  ,3                             ,                                 ,                         ,                    ,               ,                                         ,                    ,                    ,                             ,                        ,                     ,                 ,                                              ,                                ,                     ,                           ,                  ,                                  ,                                        ,Total agglutinated forams = 103; from ODP Leg 129 Chapter 13 Table 4 p 253
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,129, 801,A,  5,R,CC,  15.00,     48.0900,Wightman ,Benthic Foraminifers                         ,               ,                  ,                      ,                    ,1                               ,                                      ,1                                            ,                                 ,                          ,2                   ,               ,                ,                               ,                    ,                       ,                             ,                                                ,1                        ,                   ,                        ,87                                  ,                                  ,                          ,                                  ,                              ,                                 ,                         ,                    ,               ,                                         ,                    ,2                   ,                             ,                        ,                     ,                 ,                                              ,                                ,                     ,                           ,                  ,                                  ,                                        ,Total agglutinated forams = 94; from ODP Leg 129 Chapter 13 Table 4 p 253
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,129, 801,A,  6,R,CC,   0.00,     49.3000,Wightman ,Benthic Foraminifers                         ,               ,                  ,1                     ,8                   ,31                              ,27                                    ,17                                           ,10                               ,                          ,23                  ,2              ,2               ,                               ,                    ,1                      ,33                           ,46                                              ,                         ,                   ,                        ,16                                  ,                                  ,                          ,                                  ,                              ,                                 ,                         ,                    ,               ,2                                        ,7                   ,2                   ,1                            ,19                      ,                     ,                 ,                                              ,                                ,                     ,                           ,                  ,                                  ,                                        ,H. dilata identified as cf; Total agglutinated forams = 246; from ODP Leg 129 Chapter 13 Table 4 p 253
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,129, 801,A,  7,R, 1,   4.00,     59.0400,Wightman ,Benthic Foraminifers                         ,               ,                  ,                      ,6                   ,3                               ,20                                    ,24                                           ,                                 ,1                         ,                    ,               ,15              ,42                             ,                    ,1                      ,7                            ,34                                              ,1                        ,1                  ,1                       ,32                                  ,2                                 ,1                         ,1                                 ,3                             ,45                               ,2                        ,1                   ,1              ,                                         ,                    ,                    ,                             ,                        ,                     ,                 ,                                              ,                                ,                     ,                           ,                  ,                                  ,                                        ,H. concavus identified as cf; Total agglutinated forams = 242; from ODP Leg 129 Chapter 13 Table 4 p 253
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,129, 801,A,  7,R, 1,  62.00,     59.6200,Wightman ,Benthic Foraminifers                         ,               ,                  ,                      ,8                   ,                                ,53                                    ,39                                           ,                                 ,                          ,                    ,               ,4               ,14                             ,                    ,21                     ,                             ,                                                ,6                        ,1                  ,                        ,                                    ,                                  ,                          ,                                  ,                              ,                                 ,                         ,                    ,               ,                                         ,                    ,                    ,                             ,                        ,                     ,                 ,                                              ,                                ,                     ,                           ,                  ,                                  ,                                        ,Total agglutinated forams = 146; from ODP Leg 129 Chapter 13 Table 4 p 253
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,129, 801,A,  7,R, 1, 124.00,     60.2400,Wightman ,Benthic Foraminifers                         ,               ,                  ,                      ,2                   ,64                              ,10                                    ,20                                           ,                                 ,                          ,                    ,               ,                ,4                              ,1                   ,1                      ,4                            ,12                                              ,                         ,                   ,                        ,                                    ,                                  ,                          ,                                  ,                              ,                                 ,                         ,                    ,               ,                                         ,                    ,                    ,                             ,                        ,                     ,                 ,                                              ,                                ,                     ,                           ,                  ,                                  ,                                        ,Total agglutinated forams = 118; from ODP Leg 129 Chapter 13 Table 4 p 253
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,129, 801,A,  7,R, 2,   4.00,     60.5400,Wightman ,Benthic Foraminifers                         ,               ,                  ,                      ,                    ,4                               ,10                                    ,12                                           ,68                               ,                          ,                    ,1              ,2               ,                               ,                    ,                       ,                             ,                                                ,                         ,                   ,                        ,                                    ,                                  ,                          ,                                  ,                              ,                                 ,                         ,                    ,               ,                                         ,                    ,                    ,                             ,                        ,                     ,                 ,                                              ,                                ,                     ,                           ,                  ,                                  ,                                        ,Total agglutinated forams = 97; from ODP Leg 129 Chapter 13 Table 4 p 253
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,129, 801,A,  7,R, 2,  51.00,     61.0100,Wightman ,Benthic Foraminifers                         ,               ,                  ,                      ,                    ,2                               ,                                      ,4                                            ,                                 ,                          ,1                   ,               ,                ,                               ,                    ,                       ,                             ,                                                ,                         ,                   ,                        ,                                    ,                                  ,                          ,                                  ,                              ,                                 ,                         ,                    ,               ,                                         ,                    ,                    ,                             ,                        ,                     ,                 ,                                              ,                                ,                     ,                           ,                  ,                                  ,                                        ,Total agglutinated forams = 7; from ODP Leg 129 Chapter 13 Table 4 p 253
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,129, 801,A,  7,R, 2,  94.00,     61.4400,Wightman ,Benthic Foraminifers                         ,               ,                  ,1                     ,                    ,                                ,                                      ,                                             ,                                 ,                          ,                    ,               ,                ,                               ,                    ,                       ,                             ,                                                ,                         ,                   ,                        ,                                    ,                                  ,                          ,                                  ,                              ,                                 ,                         ,                    ,               ,                                         ,                    ,                    ,                             ,                        ,                     ,                 ,                                              ,                                ,                     ,                           ,                  ,                                  ,                                        ,Total agglutinated forams = 1; from ODP Leg 129 Chapter 13 Table 4 p 253
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,129, 801,A,  7,R, 2, 135.00,     61.8500,Wightman ,Benthic Foraminifers                         ,               ,                  ,                      ,                    ,                                ,5                                     ,4                                            ,20                               ,1                         ,                    ,               ,                ,                               ,                    ,                       ,                             ,                                                ,                         ,                   ,                        ,                                    ,                                  ,                          ,                                  ,                              ,                                 ,                         ,                    ,               ,                                         ,                    ,                    ,                             ,                        ,                     ,                 ,                                              ,                                ,                     ,                           ,                  ,                                  ,                                        ,Total agglutinated forams = 30; from ODP Leg 129 Chapter 13 Table 4 p 253
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,129, 801,A,  7,R, 3,  20.00,     62.2000,Wightman ,Benthic Foraminifers                         ,               ,                  ,                      ,3                   ,1                               ,3                                     ,2                                            ,24                               ,                          ,                    ,               ,                ,                               ,                    ,                       ,                             ,                                                ,                         ,                   ,                        ,                                    ,                                  ,                          ,                                  ,                              ,                                 ,                         ,                    ,               ,                                         ,                    ,                    ,                             ,                        ,                     ,                 ,                                              ,                                ,                     ,                           ,                  ,                                  ,                                        ,Total agglutinated forams = 33; from ODP Leg 129 Chapter 13 Table 4 p 253
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,129, 801,A,  7,R, 3,  80.00,     62.8000,Wightman ,Benthic Foraminifers                         ,               ,                  ,                      ,4                   ,2                               ,2                                     ,                                             ,                                 ,                          ,                    ,               ,                ,                               ,                    ,                       ,                             ,                                                ,                         ,                   ,                        ,                                    ,                                  ,                          ,                                  ,                              ,                                 ,                         ,                    ,               ,                                         ,                    ,                    ,                             ,                        ,                     ,                 ,                                              ,                                ,                     ,                           ,                  ,                                  ,                                        ,Total agglutinated forams = 8; from ODP Leg 129 Chapter 13 Table 4 p 253
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,129, 801,A,  7,R, 3, 134.00,     63.3400,Wightman ,Benthic Foraminifers                         ,               ,                  ,1                     ,2                   ,                                ,                                      ,                                             ,                                 ,                          ,                    ,               ,                ,                               ,                    ,                       ,                             ,                                                ,                         ,                   ,                        ,                                    ,                                  ,                          ,                                  ,                              ,                                 ,                         ,                    ,               ,                                         ,                    ,                    ,                             ,                        ,                     ,                 ,                                              ,                                ,                     ,                           ,                  ,                                  ,                                        ,Total agglutinated forams = 3; from ODP Leg 129 Chapter 13 Table 4 p 253
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
