Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Zeugrhabdotus embergeri,Watznaueria barnesae,Tranolithus phacelosus,Tranolithus gabalus,Thoracosphaera sp.,Stradneria crenulata,Reinhardtites levis,Reinhardtites anthophorus,Prediscosphaera stoveri,Prediscosphaera honjoi,Prediscosphaera cretacea,Placozygus fibuliformis,Monomarginatus pectinatus,Micula decussata,Microrhabdulus decoratus,Kamptnerius magnificus,Gartnerago obliquum,Eiffellithus turriseiffelii,Eiffellithus gorkae,Corollithion signum,Chiastozygus sp.,Chiastozygus amphipons,Biscutum magnum,Biscutum dissimilis,Biscutum constans,Biscutum castrorum,Arkhangelskiella specillata,Arkhangelskiella cymbiformis,Ahmuellerella octoradiata,Prediscosphaera spinosa,Cribrosphaerella ehrenbergii,Biscutum coronum,Tranolithus exiguus,Zygodiscus xenotus,Broinsonia enormis,Vekshinella parma,Phanulithus obscurus,Lucianorhabdus cayeuxii,Cretarhabdus conicus,Staurolithus sp.,Repagalum parvidentatum,Prediscosphaera bukryi,Glaukolithus diplogrammus,Glaukolithus compactus,Chiastozygus garrisonii,Thoracosphaera operculata,Reinhardtites sp. aff. Reinhardtites anthophorus,Prediscosphaera arkhangelskyi,Placozygus sigmoides,Scampanella cornuta,Rhagodiscus angustus,Quadrum trifidum,Misceomarginatus pleniporus,Lithraphidites carniolensis,Braarudosphaera bigelowii,Aspidolithus parcus constrictus,Quadrum sissinghii,Eiffellithus eximius,Broinsonia furtiva,Prediscosphaera grandis,Chiastozygus litterarius,Markalius inversus,Cretarhabdus loriei,Rhagodiscus splendens,Rhagodiscus sp.,Cretarhabdus angustiforatus,Biscutum notaculum,Phanulithus ovalis,Micula murus,Manivitella pemmatoidea,Nephrolithus corystus,Lapideacassis mariae,Prediscosphaera intercisa,Ceratolithoides aculeus,Cribrosphaerella daniae,Lithraphidites quadratus,Monomarginatus quaternarius,Lucianorhabdus arcuatus,Comment
  SR,Campanian        ,                 ,CC22(Perch-Nielsen),              ,121, 758,A, 51,R, 3,  71.00,    463.9100,Resiwati ,Nannofossils                                 ,R              ,M                 ,                       ,C                   ,R                     ,                   ,F                 ,R                   ,                   ,C                        ,R                      ,                      ,R                       ,                       ,C                        ,C               ,C                       ,F                     ,F                  ,F                          ,                   ,                   ,                ,                      ,R              ,                   ,                 ,F                 ,                           ,                            ,C                        ,F                      ,                            ,                ,                   ,                  ,                  ,                 ,                    ,F                      ,                    ,C               ,C                      ,                      ,                         ,                      ,                       ,                         ,                                                ,                             ,R                   ,                   ,R                   ,                ,                           ,                           ,                         ,                               ,                  ,                    ,                  ,                       ,                        ,                  ,                   ,                     ,               ,                           ,                  ,                  ,            ,                       ,                     ,                    ,                         ,                       ,                       ,                        ,                           ,                       ,from ODP Leg 121 SR Chapter 5 Table 5 p 159-161
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,CC22(Perch-Nielsen),              ,121, 758,A, 51,R, 4,  42.00,    465.1200,Resiwati ,Nannofossils                                 ,F              ,M                 ,                       ,F                   ,F                     ,                   ,                  ,                    ,                   ,R                        ,                       ,                      ,R                       ,                       ,R                        ,C               ,F                       ,R                     ,C                  ,R                          ,                   ,                   ,                ,R                     ,R              ,                   ,                 ,R                 ,                           ,                            ,F                        ,                       ,                            ,                ,                   ,                  ,R                 ,                 ,                    ,C                      ,F                   ,                ,C                      ,                      ,F                        ,                      ,                       ,                         ,                                                ,                             ,                    ,                   ,                    ,                ,                           ,                           ,R                        ,                               ,                  ,                    ,                  ,                       ,                        ,                  ,                   ,                     ,               ,                           ,                  ,                  ,            ,                       ,                     ,                    ,                         ,                       ,                       ,                        ,                           ,                       ,from ODP Leg 121 SR Chapter 5 Table 5 p 159-161
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,CC22(Perch-Nielsen),              ,121, 758,A, 52,R, 1,  47.00,    470.3700,Resiwati ,Nannofossils                                 ,R              ,P                 ,                       ,C                   ,                      ,                   ,                  ,                    ,                   ,F                        ,                       ,                      ,                        ,                       ,?                        ,C               ,C                       ,C                     ,C                  ,F                          ,                   ,                   ,                ,                      ,R              ,                   ,                 ,R                 ,                           ,                            ,F                        ,                       ,F                           ,                ,                   ,                  ,                  ,                 ,                    ,F                      ,R                   ,R               ,C                      ,R                     ,                         ,                      ,R                      ,                         ,                                                ,                             ,                    ,                   ,                    ,                ,                           ,                           ,                         ,                               ,                  ,                    ,                  ,                       ,                        ,                  ,                   ,                     ,               ,                           ,                  ,                  ,            ,                       ,                     ,                    ,                         ,                       ,                       ,                        ,                           ,                       ,from ODP Leg 121 SR Chapter 5 Table 5 p 159-161
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,CC22(Perch-Nielsen),              ,121, 758,A, 52,R, 3,  46.00,    473.3600,Resiwati ,Nannofossils                                 ,R              ,P/M               ,                       ,C                   ,                      ,                   ,                  ,R                   ,                   ,R                        ,F                      ,                      ,C                       ,                       ,C                        ,C               ,C                       ,R                     ,C                  ,F                          ,                   ,                   ,                ,                      ,               ,                   ,                 ,F                 ,                           ,                            ,C                        ,C                      ,R                           ,R               ,?                  ,                  ,R                 ,R                ,                    ,C                      ,F                   ,C               ,A                      ,F                     ,C                        ,                      ,C                      ,R                        ,                                                ,R                            ,                    ,R                  ,R                   ,R               ,R                          ,F                          ,R                        ,                               ,                  ,                    ,                  ,                       ,                        ,                  ,                   ,                     ,               ,                           ,                  ,                  ,            ,                       ,                     ,                    ,                         ,                       ,                       ,                        ,                           ,                       ,from ODP Leg 121 SR Chapter 5 Table 5 p 159-161
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,CC22(Perch-Nielsen),              ,121, 758,A, 52,R,CC,   0.00,    473.3700,Resiwati ,Nannofossils                                 ,R              ,P                 ,                       ,C                   ,                      ,                   ,                  ,                    ,                   ,?                        ,F                      ,                      ,C                       ,                       ,F                        ,C               ,C                       ,F                     ,C                  ,C                          ,                   ,                   ,                ,                      ,F              ,                   ,                 ,                  ,                           ,                            ,F                        ,F                      ,                            ,F               ,                   ,                  ,                  ,                 ,R                   ,C                      ,R                   ,C               ,C                      ,R                     ,F                        ,                      ,R                      ,R                        ,F                                               ,R                            ,F                   ,                   ,                    ,                ,                           ,                           ,                         ,                               ,                  ,                    ,                  ,                       ,                        ,                  ,                   ,                     ,               ,                           ,                  ,                  ,            ,                       ,                     ,                    ,                         ,                       ,                       ,                        ,                           ,                       ,from ODP Leg 121 SR Chapter 5 Table 5 p 159-161
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,CC22(Perch-Nielsen),              ,121, 758,A, 53,R, 1,  19.00,    479.7900,Resiwati ,Nannofossils                                 ,R              ,M                 ,                       ,C                   ,                      ,                   ,F                 ,                    ,F                  ,                         ,F                      ,F                     ,                        ,                       ,F                        ,A               ,F                       ,F                     ,F                  ,F                          ,                   ,                   ,                ,                      ,               ,                   ,                 ,F                 ,                           ,F                           ,F                        ,F                      ,R                           ,F               ,                   ,                  ,                  ,                 ,                    ,F                      ,F                   ,R               ,A                      ,F                     ,C                        ,F                     ,F                      ,                         ,                                                ,                             ,                    ,                   ,                    ,                ,                           ,                           ,                         ,                               ,                  ,                    ,                  ,                       ,                        ,                  ,                   ,                     ,               ,                           ,                  ,                  ,            ,                       ,                     ,                    ,                         ,                       ,                       ,                        ,                           ,                       ,from ODP Leg 121 SR Chapter 5 Table 5 p 159-161
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,CC22(Perch-Nielsen),              ,121, 758,A, 54,R, 1,  51.00,    489.7100,Resiwati ,Nannofossils                                 ,F              ,P                 ,                       ,C                   ,?                     ,                   ,                  ,                    ,R                  ,C                        ,F                      ,                      ,                        ,                       ,                         ,C               ,F                       ,F                     ,C                  ,                           ,                   ,                   ,                ,                      ,F              ,                   ,                 ,F                 ,                           ,                            ,                         ,                       ,                            ,                ,                   ,                  ,F                 ,                 ,                    ,F                      ,R                   ,R               ,F                      ,                      ,                         ,                      ,                       ,                         ,                                                ,                             ,                    ,                   ,                    ,                ,                           ,                           ,                         ,                               ,                  ,                    ,                  ,                       ,                        ,                  ,                   ,                     ,               ,                           ,                  ,                  ,            ,                       ,                     ,                    ,                         ,                       ,                       ,                        ,                           ,                       ,from ODP Leg 121 SR Chapter 5 Table 5 p 159-161
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,CC22(Perch-Nielsen),              ,121, 758,A, 54,R, 2,  32.00,    491.0200,Resiwati ,Nannofossils                                 ,R              ,M                 ,                       ,F                   ,                      ,                   ,F                 ,R                   ,                   ,R                        ,                       ,                      ,                        ,                       ,                         ,C               ,R                       ,F                     ,F                  ,R                          ,                   ,                   ,                ,                      ,F              ,                   ,                 ,R                 ,                           ,                            ,                         ,                       ,                            ,R               ,                   ,                  ,R                 ,                 ,R                   ,F                      ,R                   ,                ,                       ,                      ,                         ,                      ,                       ,                         ,                                                ,                             ,                    ,                   ,                    ,                ,                           ,                           ,                         ,                               ,                  ,                    ,                  ,                       ,                        ,                  ,                   ,                     ,               ,                           ,                  ,                  ,            ,                       ,                     ,                    ,                         ,                       ,                       ,                        ,                           ,                       ,from ODP Leg 121 SR Chapter 5 Table 5 p 159-161
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,CC22(Perch-Nielsen),              ,121, 758,A, 56,R, 3,  48.00,    511.8800,Resiwati ,Nannofossils                                 ,R              ,P                 ,C                      ,C                   ,                      ,                   ,                  ,R                   ,?                  ,                         ,                       ,                      ,                        ,R                      ,                         ,C               ,R                       ,C                     ,C                  ,F                          ,                   ,                   ,                ,                      ,               ,                   ,                 ,                  ,                           ,                            ,                         ,R                      ,                            ,                ,                   ,                  ,F                 ,F                ,                    ,                       ,                    ,                ,                       ,                      ,                         ,                      ,                       ,                         ,                                                ,                             ,                    ,                   ,                    ,                ,                           ,                           ,                         ,                               ,                  ,                    ,                  ,                       ,                        ,                  ,                   ,                     ,               ,                           ,                  ,                  ,            ,                       ,                     ,                    ,                         ,                       ,                       ,                        ,                           ,                       ,from ODP Leg 121 SR Chapter 5 Table 5 p 159-161
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,CC22(Perch-Nielsen),              ,121, 758,A, 56,R,CC,   0.00,    512.3600,Resiwati ,Nannofossils                                 ,R              ,P                 ,                       ,                    ,                      ,                   ,F                 ,                    ,                   ,R                        ,                       ,                      ,                        ,                       ,                         ,C               ,                        ,C                     ,F                  ,                           ,                   ,                   ,                ,                      ,               ,                   ,                 ,                  ,R                          ,                            ,                         ,R                      ,R                           ,                ,                   ,C                 ,C                 ,                 ,                    ,                       ,                    ,                ,                       ,                      ,                         ,                      ,                       ,                         ,                                                ,                             ,                    ,                   ,                    ,                ,                           ,                           ,                         ,                               ,                  ,                    ,                  ,                       ,                        ,                  ,                   ,                     ,               ,                           ,                  ,                  ,            ,                       ,                     ,                    ,                         ,                       ,                       ,                        ,                           ,                       ,from ODP Leg 121 SR Chapter 5 Table 5 p 159-161
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,CC22(Perch-Nielsen),              ,121, 758,A, 57,R, 1,  56.00,    518.4600,Resiwati ,Nannofossils                                 ,R              ,P                 ,R                      ,F                   ,                      ,                   ,                  ,R                   ,?                  ,F                        ,                       ,                      ,                        ,R                      ,                         ,C               ,                        ,F                     ,R                  ,R                          ,                   ,                   ,                ,R                     ,R              ,                   ,                 ,R                 ,                           ,                            ,                         ,                       ,                            ,                ,R                  ,                  ,                  ,                 ,                    ,                       ,                    ,                ,                       ,                      ,                         ,                      ,                       ,                         ,                                                ,                             ,                    ,                   ,                    ,                ,                           ,                           ,                         ,                               ,                  ,                    ,                  ,                       ,                        ,                  ,                   ,                     ,               ,                           ,                  ,                  ,            ,                       ,                     ,                    ,                         ,                       ,                       ,                        ,                           ,                       ,from ODP Leg 121 SR Chapter 5 Table 5 p 159-161
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,CC22(Perch-Nielsen),              ,121, 758,A, 57,R, 1, 139.00,    519.2900,Resiwati ,Nannofossils                                 ,R              ,P                 ,                       ,F                   ,R                     ,                   ,                  ,R                   ,                   ,                         ,                       ,                      ,R                       ,                       ,R                        ,F               ,R                       ,R                     ,R                  ,R                          ,                   ,                   ,                ,                      ,R              ,                   ,R                ,                  ,F                          ,                            ,R                        ,R                      ,R                           ,R               ,                   ,                  ,                  ,                 ,                    ,                       ,                    ,                ,                       ,                      ,                         ,                      ,                       ,                         ,                                                ,                             ,                    ,                   ,                    ,                ,                           ,                           ,                         ,                               ,                  ,                    ,                  ,                       ,                        ,                  ,                   ,                     ,               ,                           ,                  ,                  ,            ,                       ,                     ,                    ,                         ,                       ,                       ,                        ,                           ,                       ,from ODP Leg 121 SR Chapter 5 Table 5 p 159-161
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,CC22(Perch-Nielsen),              ,121, 758,A, 57,R, 2,  56.00,    519.9600,Resiwati ,Nannofossils                                 ,               ,M                 ,F                      ,C                   ,R                     ,R                  ,R                 ,R                   ,?                  ,F                        ,F                      ,F                     ,R                       ,R                      ,R                        ,C               ,F                       ,C                     ,C                  ,R                          ,F                  ,R                  ,F               ,F                     ,?              ,F                  ,?                ,C                 ,F                          ,F                           ,R                        ,                       ,                            ,                ,                   ,                  ,                  ,                 ,                    ,                       ,                    ,                ,                       ,                      ,                         ,                      ,                       ,                         ,                                                ,                             ,                    ,                   ,                    ,                ,                           ,                           ,                         ,                               ,                  ,                    ,                  ,                       ,                        ,                  ,                   ,                     ,               ,                           ,                  ,                  ,            ,                       ,                     ,                    ,                         ,                       ,                       ,                        ,                           ,                       ,from ODP Leg 121 SR Chapter 5 Table 5 p 159-161
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
