Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Sphenolithus verensis	Reticulofenestra pseudoumbilicus	Reticulofenestra minutula	Reticulofenestra minuta	Reticulofenestra haqii	Reticulofenestra gelida	Discoaster pentaradiatus	Coccolithus pelagicus	Calcidiscus leptoporus	Sphenolithus moriformis	Discoaster variabilis	Discoaster intercalaris	Discoaster berggrenii	Calcidiscus macintyrei	Discoaster quinqueramus	Discoaster brouweri	Pontosphaera multipora	Helicosphaera kamptneri	Amaurolithus tricorniculatus	Discoaster bollii	Ceratolithus rugosus	Discoaster asymmetricus	Rhabdosphaera procera	Helicosphaera sellii	Discoaster tamalis	Discoaster surculus	Pseudoemiliania lacunosa	Discoaster triradiatus	Gephyrocapsa oceanica	Gephyrocapsa caribbeanica	Gephyrocapsa parallela	Gephyrocapsa ericsonii	Reticulofenestra asanoi	Emiliania huxleyi	Helicosphaera inversa	Ceratolithus telesmus	Comment
  IR	                 	                 	                  	              	186	1150	A	  1	H	 4	  30.00	      4.8000	Li       	Nannofossils                                 	               	                  	                     	                                	                         	                       	                      	                       	                        	                     	                      	                       	                     	                       	                     	                      	                       	                   	                      	                       	                            	                 	                    	                       	                     	                    	                  	                   	                        	                      	                     	                         	                      	                      	                       	C                	                     	                     	       

  IR	                 	                 	                  	              	186	1150	A	  1	H	 4	  60.00	      5.1000	Li       	Nannofossils                                 	               	                  	                     	                                	                         	                       	                      	                       	                        	                     	                      	                       	                     	                       	                     	                      	                       	                   	                      	                       	                            	                 	                    	                       	                     	                    	                  	                   	                        	                      	                     	                         	                      	                      	                       	C                	                     	                     	       

  IR	                 	                 	                  	              	186	1150	A	  1	H	 4	  90.00	      5.4000	Li       	Nannofossils                                 	               	                  	                     	                                	                         	                       	                      	                       	                        	                     	                      	                       	                     	                       	                     	                      	                       	                   	                      	                       	                            	                 	                    	                       	                     	                    	                  	                   	                        	                      	                     	                         	                      	                      	                       	F                	                     	                     	       

  IR	                 	                 	                  	              	186	1150	A	  1	H	 4	 120.00	      5.7000	Li       	Nannofossils                                 	               	                  	                     	                                	                         	                       	                      	                       	                        	                     	                      	                       	                     	                       	                     	                      	                       	                   	                      	                       	                            	                 	                    	                       	                     	                    	                  	                   	                        	                      	                     	                         	                      	                      	                       	F                	                     	                     	       

  IR	                 	Pleistocene      	                  	CN15          	186	1150	A	  1	H	CC	  23.00	      7.6800	Li       	Nannofossils                                 	               	G                 	                     	                                	                         	                       	                      	                       	                        	C                    	C                     	                       	                     	                       	                     	                      	                       	                   	                      	                       	                            	                 	                    	                       	                     	                    	                  	                   	                        	                      	A                    	F                        	F                     	F                     	                       	F                	                     	                     	       

  IR	                 	Pleistocene      	                  	CN15          	186	1150	A	  2	H	CC	  22.00	     17.6900	Li       	Nannofossils                                 	C              	G                 	                     	                                	                         	                       	                      	                       	                        	F                    	C                     	                       	                     	                       	                     	                      	                       	                   	                      	                       	                            	                 	                    	                       	                     	                    	                  	                   	                        	                      	C                    	F                        	                      	F                     	                       	R                	                     	                     	       

  IR	                 	Pleistocene      	                  	CN15          	186	1150	A	  3	H	CC	  40.00	     27.4500	Li       	Nannofossils                                 	R              	P                 	                     	                                	                         	                       	                      	                       	                        	                     	                      	                       	                     	                       	                     	                      	                       	                   	                      	                       	                            	                 	                    	                       	                     	                    	                  	                   	                        	                      	                     	                         	                      	                      	                       	R                	                     	                     	       

  IR	                 	Pleistocene      	                  	CN15          	186	1150	A	  4	H	CC	  23.00	     36.6500	Li       	Nannofossils                                 	F              	P                 	                     	                                	                         	                       	                      	                       	                        	R                    	R                     	                       	                     	                       	                     	                      	                       	                   	                      	                       	                            	                 	                    	                       	                     	                    	                  	                   	                        	                      	F                    	F                        	R                     	                      	                       	R                	                     	                     	       

  IR	                 	Pleistocene      	                  	CN15          	186	1150	A	  5	H	CC	  24.00	     46.3300	Li       	Nannofossils                                 	C              	M                 	                     	                                	                         	                       	                      	                       	                        	C                    	C                     	                       	                     	                       	                     	                      	                       	                   	                      	                       	                            	                 	                    	                       	                     	                    	                  	                   	                        	                      	C                    	F                        	R                     	F                     	                       	R                	                     	                     	       

  IR	                 	Pleistocene      	CN15              	CN14b         	186	1150	A	  6	H	CC	  39.00	     55.7300	Li       	Nannofossils                                 	F              	M                 	                     	                                	                         	                       	                      	                       	                        	R                    	                      	                       	                     	                       	                     	                      	                       	                   	                      	                       	                            	                 	                    	                       	                     	                    	                  	                   	                        	                      	F                    	F                        	                      	F                     	                       	                 	                     	                     	       

  IR	                 	Pleistocene      	                  	CN14b         	186	1150	A	  7	H	CC	  25.00	     65.3000	Li       	Nannofossils                                 	               	M                 	                     	                                	                         	                       	                      	                       	                        	C                    	C                     	                       	                     	                       	                     	                      	                       	                   	                      	                       	                            	                 	                    	                       	                     	                    	                  	                   	                        	                      	                     	D                        	                      	C                     	                       	                 	                     	                     	       

  IR	                 	Pleistocene      	                  	CN14a         	186	1150	A	  8	H	CC	   5.00	     74.4500	Li       	Nannofossils                                 	C              	G                 	                     	                                	                         	                       	                      	                       	                        	C                    	C                     	                       	                     	                       	                     	rR                    	                       	                   	                      	                       	                            	                 	                    	                       	                     	                    	                  	                   	R                       	                      	                     	A                        	F                     	                      	F                      	                 	                     	                     	       

  IR	                 	Pleistocene      	                  	CN14a         	186	1150	A	  9	H	CC	  48.00	     84.5300	Li       	Nannofossils                                 	C              	G                 	                     	                                	                         	                       	                      	                       	                        	F                    	F                     	                       	                     	                       	                     	                      	                       	                   	                      	                       	                            	                 	                    	                       	                     	                    	                  	                   	A                       	                      	F                    	F                        	F                     	                      	                       	                 	                     	                     	       

  IR	                 	Pleistocene      	                  	CN14a         	186	1150	A	 10	H	CC	  33.00	     94.0900	Li       	Nannofossils                                 	C              	G                 	                     	                                	                         	                       	                      	                       	                        	F                    	F                     	                       	                     	                       	                     	                      	                       	                   	                      	                       	                            	                 	                    	                       	                     	                    	                  	                   	A                       	                      	C                    	                         	R                     	C                     	                       	                 	                     	                     	       

  IR	                 	Pleistocene      	                  	CN13b         	186	1150	A	 11	H	CC	  24.00	    102.6600	Li       	Nannofossils                                 	R              	P                 	                     	                                	                         	                       	                      	                       	                        	R                    	                      	                       	                     	                       	                     	                      	                       	                   	                      	                       	                            	                 	                    	                       	                     	                    	                  	                   	R                       	                      	                     	R                        	                      	                      	                       	                 	                     	                     	       

  IR	                 	Pleistocene      	                  	CN13b         	186	1150	A	 12	H	CC	  38.00	    112.1500	Li       	Nannofossils                                 	R              	P                 	                     	                                	                         	                       	                      	                       	                        	                     	R                     	                       	                     	                       	                     	                      	                       	                   	                      	                       	                            	                 	                    	                       	                     	                    	                  	                   	R                       	                      	                     	R                        	                      	                      	                       	                 	                     	                     	       

  IR	                 	Pleistocene      	                  	CN13b         	186	1150	A	 13	X	CC	   9.00	    117.3700	Li       	Nannofossils                                 	F              	P                 	                     	                                	                         	                       	                      	                       	                        	                     	R                     	                       	                     	                       	                     	                      	                       	                   	                      	                       	                            	                 	                    	                       	                     	                    	                  	                   	                        	                      	                     	F                        	                      	                      	                       	                 	                     	                     	       

  IR	                 	Pleistocene      	                  	CN13b         	186	1150	A	 14	X	CC	  18.00	    124.7100	Li       	Nannofossils                                 	R              	P                 	                     	                                	                         	                       	                      	                       	                        	F                    	F                     	                       	                     	                       	                     	                      	                       	                   	                      	                       	                            	                 	                    	                       	                     	                    	                  	                   	R                       	                      	R                    	R                        	                      	                      	                       	                 	                     	                     	       

  IR	                 	Pleistocene      	                  	CN13a         	186	1150	A	 15	X	CC	  20.00	    130.2000	Li       	Nannofossils                                 	C              	G                 	                     	                                	                         	                       	C                     	                       	                        	A                    	C                     	                       	                     	                       	                     	F                     	                       	                   	                      	                       	                            	                 	                    	                       	                     	                    	                  	                   	A                       	                      	                     	                         	                      	                      	                       	                 	                     	                     	       

  IR	                 	Late Pliocene    	                  	CN12d         	186	1150	A	 16	X	CC	  18.00	    139.5800	Li       	Nannofossils                                 	               	VG                	                     	                                	C                        	C                      	A                     	                       	                        	A                    	F                     	                       	                     	                       	                     	C                     	                       	R                  	                      	F                      	                            	                 	                    	                       	                     	F                   	                  	                   	F                       	R                     	                     	                         	                      	                      	                       	                 	                     	                     	       

  IR	                 	Late Pliocene    	                  	CN12d         	186	1150	A	 17	X	CC	  17.00	    154.5300	Li       	Nannofossils                                 	               	M                 	                     	                                	A                        	C                      	C                     	                       	                        	A                    	F                     	                       	F                    	                       	                     	F                     	                       	R                  	                      	F                      	                            	                 	                    	                       	                     	                    	                  	                   	A                       	                      	                     	                         	                      	                      	                       	                 	                     	                     	       

  IR	                 	Late Pliocene    	                  	CN12d         	186	1150	A	 18	X	CC	  41.00	    162.1100	Li       	Nannofossils                                 	               	G                 	                     	                                	C                        	C                      	C                     	                       	                        	A                    	C                     	                       	R                    	                       	                     	C                     	                       	F                  	                      	                       	                            	                 	                    	                       	                     	                    	                  	                   	A                       	                      	                     	                         	                      	                      	                       	                 	                     	                     	       

  IR	                 	Late Pliocene    	                  	CN12d         	186	1150	A	 20	X	CC	   0.00	    174.0000	Li       	Nannofossils                                 	R              	P                 	                     	                                	R                        	                       	                      	                       	                        	                     	                      	                       	                     	                       	                     	                      	                       	                   	                      	                       	                            	                 	                    	                       	                     	                    	                  	                   	                        	                      	                     	                         	                      	                      	                       	                 	                     	                     	       

  IR	                 	Late Pliocene    	                  	CN12d         	186	1150	A	 21	X	CC	   9.00	    192.0100	Li       	Nannofossils                                 	R              	P                 	                     	                                	R                        	R                      	                      	                       	                        	                     	                      	                       	                     	                       	                     	                      	                       	                   	                      	                       	                            	                 	                    	                       	                     	                    	                  	                   	                        	                      	                     	                         	                      	                      	                       	                 	                     	                     	       

  IR	                 	Late Pliocene    	CN12c             	CN12b         	186	1150	A	 22	X	CC	  24.00	    202.9400	Li       	Nannofossils                                 	C              	G                 	                     	                                	C                        	                       	C                     	                       	R                       	C                    	F                     	                       	                     	                       	                     	                      	                       	                   	                      	                       	                            	                 	                    	                       	                     	                    	                  	R                  	                        	                      	                     	                         	                      	                      	                       	                 	                     	                     	       

  IR	                 	Late Pliocene    	CN12c             	CN12b         	186	1150	A	 23	X	CC	  20.00	    212.8400	Li       	Nannofossils                                 	               	G                 	                     	                                	A                        	A                      	A                     	                       	R                       	A                    	F                     	                       	                     	                       	                     	F                     	                       	R                  	                      	                       	                            	                 	                    	                       	                     	F                   	                  	R                  	F                       	                      	                     	                         	                      	                      	                       	                 	                     	                     	       

  IR	                 	Late Pliocene    	CN12c             	CN12b         	186	1150	A	 24	X	CC	   8.00	    213.2200	Li       	Nannofossils                                 	R              	P                 	                     	                                	R                        	                       	                      	                       	                        	                     	                      	                       	                     	                       	                     	                      	                       	                   	                      	                       	                            	                 	                    	                       	                     	                    	                  	                   	                        	                      	                     	                         	                      	                      	                       	                 	                     	                     	       

  IR	                 	Late Pliocene    	CN12c             	CN12b         	186	1150	A	 25	X	CC	  55.00	    232.1400	Li       	Nannofossils                                 	C              	M                 	                     	                                	C                        	                       	C                     	                       	                        	F                    	F                     	                       	F                    	                       	                     	                      	                       	R                  	                      	F                      	                            	                 	                    	R                      	                     	                    	                  	                   	F                       	                      	                     	                         	                      	                      	                       	                 	                     	                     	       

  IR	                 	Late Pliocene    	CN12c             	CN12b         	186	1150	A	 26	X	CC	  13.00	    239.5500	Li       	Nannofossils                                 	               	P                 	                     	                                	A                        	                       	C                     	                       	                        	A                    	A                     	                       	R                    	                       	                     	                      	                       	R                  	                      	F                      	                            	                 	                    	                       	                     	                    	                  	                   	C                       	                      	                     	                         	                      	                      	                       	                 	                     	                     	       

  IR	                 	Late Pliocene    	                  	CN12a         	186	1150	A	 27	X	CC	  27.00	    251.1600	Li       	Nannofossils                                 	C              	M                 	                     	                                	F                        	F                      	F                     	                       	F                       	C                    	                      	                       	R                    	                       	                     	R                     	                       	                   	                      	                       	                            	                 	R                   	R                      	                     	                    	R                 	                   	                        	                      	                     	                         	                      	                      	                       	                 	                     	                     	       

  IR	                 	Late Pliocene    	                  	CN12a         	186	1150	A	 29	X	CC	  17.00	    269.3400	Li       	Nannofossils                                 	R              	P                 	                     	                                	R                        	                       	                      	                       	                        	                     	                      	                       	                     	                       	                     	                      	                       	                   	                      	                       	                            	                 	                    	                       	                     	                    	                  	                   	                        	                      	                     	                         	                      	                      	                       	                 	                     	                     	       

  IR	                 	Late Pliocene    	                  	CN12a         	186	1150	A	 30	X	CC	  30.00	    280.1100	Li       	Nannofossils                                 	R              	P                 	                     	                                	R                        	                       	F                     	                       	                        	R                    	R                     	                       	                     	                       	                     	                      	                       	                   	                      	                       	                            	                 	                    	                       	                     	                    	                  	                   	                        	                      	                     	                         	                      	                      	                       	                 	                     	                     	       

  IR	                 	Late Pliocene    	                  	CN12a         	186	1150	A	 31	X	CC	  51.00	    289.8000	Li       	Nannofossils                                 	C              	P                 	                     	                                	C                        	                       	                      	                       	                        	F                    	F                     	                       	                     	                       	                     	                      	                       	                   	                      	                       	                            	                 	                    	                       	                     	                    	                  	                   	R                       	                      	                     	                         	                      	                      	                       	                 	                     	                     	       

  IR	                 	Late Pliocene    	                  	CN12a         	186	1150	A	 32	X	CC	  25.00	    298.8300	Li       	Nannofossils                                 	C              	P                 	                     	                                	C                        	R                      	                      	                       	                        	R                    	                      	                       	F                    	                       	                     	                      	                       	R                  	                      	                       	                            	                 	                    	                       	                     	                    	                  	                   	R                       	                      	                     	                         	                      	                      	                       	                 	                     	                     	       

  IR	                 	Late Pliocene    	                  	CN12a         	186	1150	A	 33	X	CC	   9.00	    305.5700	Li       	Nannofossils                                 	F              	P                 	                     	                                	F                        	                       	F                     	                       	                        	                     	R                     	                       	F                    	                       	                     	R                     	                       	                   	                      	                       	                            	                 	                    	                       	                     	                    	                  	                   	F                       	                      	                     	                         	                      	                      	                       	                 	                     	                     	       

  IR	                 	Late Pliocene    	                  	CN12a         	186	1150	A	 34	X	CC	  26.00	    318.9400	Li       	Nannofossils                                 	F              	P                 	                     	                                	F                        	F                      	                      	                       	                        	R                    	R                     	                       	                     	                       	                     	                      	                       	                   	                      	                       	                            	                 	                    	                       	                     	                    	R                 	                   	                        	                      	                     	                         	                      	                      	                       	                 	                     	                     	       

  IR	                 	Late Pliocene    	                  	CN12a         	186	1150	A	 35	X	CC	  37.00	    328.8500	Li       	Nannofossils                                 	F              	P                 	                     	                                	F                        	F                      	                      	                       	                        	R                    	                      	                       	                     	                       	                     	                      	                       	R                  	                      	                       	                            	                 	                    	                       	                     	                    	R                 	                   	                        	                      	                     	                         	                      	                      	                       	                 	                     	                     	       

  IR	                 	Pliocene         	                  	CN12a         	186	1150	A	 36	X	CC	  31.00	    338.4300	Li       	Nannofossils                                 	C              	P                 	                     	                                	C                        	C                      	                      	                       	                        	R                    	F                     	                       	                     	                       	                     	                      	                       	                   	                      	                       	                            	                 	                    	                       	                     	                    	                  	                   	                        	                      	                     	                         	                      	                      	                       	                 	                     	                     	       

  IR	                 	Pliocene         	                  	CN12a         	186	1150	A	 37	X	CC	  27.00	    347.3700	Li       	Nannofossils                                 	C              	M                 	R                    	                                	F                        	                       	                      	                       	rR                      	R                    	F                     	                       	R                    	                       	D                    	R                     	rR                     	F                  	                      	                       	                            	                 	R                   	F                      	                     	R                   	R                 	R                  	F                       	                      	                     	                         	                      	                      	                       	                 	                     	                     	       

  IR	                 	Early Pliocene   	CN10c             	CN11          	186	1150	A	 38	X	CC	  24.00	    357.3900	Li       	Nannofossils                                 	C              	M                 	                     	R                               	C                        	F                      	F                     	                       	F                       	C                    	F                     	                       	F                    	                       	                     	R                     	                       	                   	                      	                       	                            	                 	                    	                       	                     	                    	                  	                   	F                       	                      	                     	                         	                      	                      	                       	                 	                     	                     	       

  IR	                 	Early Pliocene   	CN10c             	CN11          	186	1150	A	 39	X	CC	  33.00	    366.9800	Li       	Nannofossils                                 	C              	P                 	R                    	F                               	C                        	                       	C                     	                       	                        	F                    	F                     	                       	                     	                       	                     	F                     	                       	R                  	                      	                       	                            	                 	R                   	R                      	                     	                    	F                 	R                  	                        	                      	                     	                         	                      	                      	                       	                 	                     	                     	       

  IR	                 	Early Pliocene   	CN10c             	CN11          	186	1150	A	 40	X	CC	  17.00	    376.4100	Li       	Nannofossils                                 	C              	M                 	                     	F                               	A                        	R                      	F                     	                       	F                       	A                    	A                     	                       	rR                   	                       	                     	C                     	R                      	F                  	                      	R                      	                            	                 	F                   	                       	                     	F                   	R                 	                   	                        	                      	                     	                         	                      	                      	                       	                 	                     	                     	       

  IR	                 	Early Pliocene   	CN10c             	CN11          	186	1150	A	 41	X	CC	  22.00	    378.6100	Li       	Nannofossils                                 	C              	P                 	                     	F                               	F                        	F                      	                      	                       	                        	R                    	C                     	                       	                     	                       	                     	                      	                       	R                  	                      	                       	                            	                 	R                   	                       	                     	                    	R                 	                   	                        	                      	                     	                         	                      	                      	                       	                 	                     	                     	       

  IR	                 	Early Pliocene   	CN10c             	CN11          	186	1150	A	 42	X	CC	  37.00	    395.6200	Li       	Nannofossils                                 	C              	G                 	                     	F                               	C                        	F                      	                      	                       	F                       	F                    	F                     	                       	                     	F                      	                     	F                     	                       	R                  	                      	F                      	                            	                 	                    	                       	                     	                    	                  	                   	                        	                      	                     	                         	                      	                      	                       	                 	                     	                     	       

  IR	                 	Early Pliocene   	CN10c             	CN11          	186	1150	A	 43	X	CC	  38.00	    405.2800	Li       	Nannofossils                                 	C              	G                 	                     	C                               	A                        	F                      	F                     	C                      	F                       	F                    	F                     	                       	                     	                       	R                    	C                     	R                      	F                  	                      	R                      	                            	                 	                    	R                      	                     	                    	                  	                   	                        	                      	                     	                         	                      	                      	                       	                 	                     	                     	       

  IR	                 	Early Pliocene   	CN10c             	CN11          	186	1150	A	 44	X	CC	  46.00	    414.4800	Li       	Nannofossils                                 	R              	M                 	                     	                                	                         	R                      	                      	                       	                        	                     	                      	                       	R                    	                       	                     	                      	                       	R                  	F                     	                       	                            	                 	                    	                       	                     	F                   	                  	                   	                        	                      	                     	                         	                      	                      	                       	                 	                     	                     	       

  IR	                 	Early Pliocene   	CN10c             	CN11          	186	1150	A	 45	X	CC	  13.00	    424.3300	Li       	Nannofossils                                 	R              	P                 	                     	                                	                         	                       	                      	                       	                        	                     	                      	                       	R                    	                       	R                    	R                     	                       	                   	                      	                       	                            	                 	                    	                       	                     	                    	                  	                   	                        	                      	                     	                         	                      	                      	                       	                 	                     	                     	       

  IR	                 	Early Pliocene   	CN10c             	CN11          	186	1150	A	 47	X	CC	  18.00	    443.6800	Li       	Nannofossils                                 	R              	P                 	                     	                                	R                        	                       	                      	                       	R                       	                     	R                     	                       	R                    	                       	                     	                      	                       	                   	                      	                       	                            	                 	                    	                       	                     	                    	                  	                   	                        	                      	                     	                         	                      	                      	                       	                 	                     	                     	       

  IR	                 	Early Pliocene   	CN10c             	CN11          	186	1150	A	 48	X	CC	  41.00	    453.3500	Li       	Nannofossils                                 	F              	M                 	F                    	                                	                         	                       	                      	                       	rR                      	R                    	F                     	                       	R                    	                       	R                    	F                     	                       	                   	                      	                       	                            	                 	                    	                       	                     	                    	                  	                   	                        	                      	                     	                         	                      	                      	                       	                 	                     	                     	       

  IR	                 	Early Pliocene   	CN10c             	CN11          	186	1150	A	 49	X	CC	  48.00	    463.1400	Li       	Nannofossils                                 	R              	P                 	                     	                                	                         	                       	                      	                       	                        	                     	                      	                       	R                    	                       	R                    	R                     	                       	                   	                      	                       	                            	                 	                    	                       	                     	                    	                  	                   	                        	                      	                     	                         	                      	                      	                       	                 	                     	                     	       

  IR	                 	Early Pliocene   	CN10c             	CN11          	186	1150	A	 50	X	CC	   9.00	    462.9900	Li       	Nannofossils                                 	R              	P                 	                     	                                	R                        	                       	                      	                       	                        	R                    	                      	                       	                     	                       	                     	                      	                       	R                  	                      	                       	                            	                 	                    	                       	                     	                    	                  	                   	                        	                      	                     	                         	                      	                      	                       	                 	                     	                     	       

  IR	                 	Early Pliocene   	CN10c             	CN11          	186	1150	A	 51	X	CC	  26.00	    480.5800	Li       	Nannofossils                                 	R              	P                 	                     	                                	R                        	                       	                      	                       	                        	R                    	                      	                       	                     	                       	                     	                      	                       	rR                 	                      	                       	                            	                 	                    	                       	                     	                    	                  	                   	                        	                      	                     	                         	                      	                      	                       	                 	                     	                     	       

  IR	                 	Early Pliocene   	CN10c             	CN11          	186	1150	A	 52	X	CC	  20.00	    482.5000	Li       	Nannofossils                                 	F              	M                 	                     	                                	                         	                       	                      	                       	                        	F                    	R                     	                       	                     	                       	                     	R                     	                       	                   	                      	                       	                            	                 	                    	                       	                     	                    	                  	                   	                        	                      	                     	                         	                      	                      	                       	                 	                     	                     	       

  IR	                 	Early Pliocene   	CN10c             	CN11          	186	1150	A	 53	X	CC	  25.00	    492.2500	Li       	Nannofossils                                 	F              	M                 	F                    	F                               	F                        	                       	                      	F                      	                        	F                    	F                     	                       	R                    	                       	                     	F                     	                       	R                  	                      	                       	                            	                 	                    	                       	                     	                    	                  	                   	                        	                      	                     	                         	                      	                      	                       	                 	                     	                     	       

  IR	                 	Early Pliocene   	CN10c             	CN11          	186	1150	A	 54	X	CC	  31.00	    511.4600	Li       	Nannofossils                                 	C              	M                 	                     	                                	C                        	                       	                      	                       	                        	F                    	R                     	                       	F                    	                       	                     	R                     	R                      	                   	                      	                       	                            	                 	R                   	                       	                     	                    	                  	                   	                        	                      	                     	                         	                      	                      	                       	                 	                     	                     	       

  IR	                 	Early Pliocene   	CN10c             	CN11          	186	1150	A	 55	X	CC	  35.00	    520.8000	Li       	Nannofossils                                 	F              	P                 	                     	                                	F                        	                       	                      	                       	                        	R                    	F                     	                       	F                    	                       	                     	R                     	                       	                   	                      	                       	                            	                 	                    	                       	                     	                    	                  	                   	                        	                      	                     	                         	                      	                      	                       	                 	                     	                     	       

  IR	                 	Early Pliocene   	CN10c             	CN11          	186	1150	A	 56	X	CC	  30.00	    527.4900	Li       	Nannofossils                                 	F              	P                 	                     	                                	F                        	                       	                      	                       	                        	R                    	                      	                       	F                    	                       	                     	R                     	                       	                   	                      	                       	                            	                 	                    	                       	R                    	                    	                  	                   	                        	                      	                     	                         	                      	                      	                       	                 	                     	                     	       

  IR	                 	Early Pliocene   	CN10c             	CN11          	186	1150	A	 57	X	CC	  15.00	    531.6700	Li       	Nannofossils                                 	R              	P                 	                     	                                	                         	                       	                      	                       	                        	                     	R                     	                       	                     	                       	                     	                      	                       	                   	                      	                       	                            	                 	                    	                       	                     	                    	                  	                   	                        	                      	                     	                         	                      	                      	                       	                 	                     	                     	       

  IR	                 	Early Pliocene   	CN10c             	CN11          	186	1150	A	 58	X	CC	  20.00	    540.5000	Li       	Nannofossils                                 	R              	P                 	                     	                                	                         	R                      	                      	                       	R                       	                     	R                     	                       	                     	                       	                     	                      	                       	                   	                      	                       	                            	                 	                    	                       	                     	                    	                  	                   	                        	                      	                     	                         	                      	                      	                       	                 	                     	                     	       

  IR	                 	Early Pliocene   	CN10c             	CN11          	186	1150	A	 60	X	CC	  30.00	    563.7400	Li       	Nannofossils                                 	F              	P                 	                     	F                               	                         	F                      	                      	                       	                        	F                    	                      	                       	                     	                       	                     	                      	                       	                   	                      	                       	                            	                 	                    	                       	                     	                    	                  	                   	                        	                      	                     	                         	                      	                      	                       	                 	                     	                     	       

  IR	                 	Early Pliocene   	CN10c             	CN11          	186	1150	A	 61	X	CC	  25.00	    571.5800	Li       	Nannofossils                                 	F              	M                 	                     	F                               	F                        	F                      	                      	                       	                        	R                    	R                     	                       	                     	R                      	                     	                      	                       	                   	                      	                       	                            	                 	                    	                       	                     	                    	                  	                   	                        	                      	                     	                         	                      	                      	                       	                 	                     	                     	       

  IR	                 	Early Pliocene   	CN10c             	CN11          	186	1150	A	 62	X	CC	  47.00	    588.4900	Li       	Nannofossils                                 	C              	M                 	F                    	F                               	C                        	A                      	                      	                       	                        	                     	F                     	                       	R                    	R                      	R                    	F                     	                       	                   	                      	F                      	                            	                 	R                   	                       	                     	                    	                  	                   	                        	                      	                     	                         	                      	                      	                       	                 	                     	                     	       

