Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Toweius callosus,Reticulofenestra spp.,Prinsius bisulcus,Toweius pertusus,Coccolithus pelagicus,Sphenolithus moriformis,Chiasmolithus spp.,Chiasmolithus solitus,Transversopontis pulcheroides,Sphenolithus spiniger,Discoaster kuepperi,Zygrhablithus bijugatus,Sphenolithus primus,Pontosphaera spp.,Transversopontis rectipons,Sphenolithus spp.,Reticulofenestra dictyoda,Neococcolithes dubius,Ericsonia formosa,Chiasmolithus nitidus,Transversopontis pulcher,Sphenolithus radians,Chiasmolithus consuetus,Chiasmolithus medius,Discoaster lodoensis,Discoaster distinctus,Chiasmolithus expansus,Reticulofenestra samodurovii,Ellipsolithus lajollaensis,Reticulofenestra umbilica,Reticulofenestra reticulata,Reticulofenestra pseudoumbilica,Chiasmolithus altus,Dictyococcites bisectus,Reticulofenestra oamaruensis,Isthmolithus recurvus,Cyclicargolithus floridanus,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,D,  5,R,CC,  15.00,    287.5300,nannos   ,Nannofossils                                 ,F              ,P                 ,                ,                     ,                 ,                ,                     ,                       ,                  ,                     ,                             ,                     ,                   ,                       ,                   ,                 ,                          ,                 ,                         ,                     ,                 ,                     ,                        ,                    ,                       ,                    ,                    ,                     ,                      ,                            ,                          ,F                        ,F                          ,                               ,C                  ,F                      ,                            ,                     ,                           ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,D,  6,R,CC,   7.00,    295.2600,nannos   ,Nannofossils                                 ,R              ,P                 ,                ,                     ,                 ,                ,                     ,                       ,                  ,C                    ,                             ,                     ,                   ,                       ,                   ,                 ,                          ,                 ,                         ,                     ,                 ,                     ,                        ,                    ,                       ,                    ,                    ,                     ,                      ,                            ,                          ,C                        ,R                          ,                               ,C                  ,R                      ,                            ,                     ,                           ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,D,  7,R,CC,  15.00,    302.3000,nannos   ,Nannofossils                                 ,C              ,M                 ,                ,                     ,                 ,                ,R                    ,                       ,                  ,A                    ,                             ,                     ,                   ,                       ,                   ,                 ,                          ,                 ,                         ,R                    ,                 ,                     ,                        ,                    ,                       ,                    ,                    ,                     ,C                     ,                            ,                          ,F                        ,                           ,                               ,C                  ,                       ,                            ,                     ,                           ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,D,  8,R,CC,   0.00,    307.8400,nannos   ,Nannofossils                                 ,C              ,M                 ,                ,                     ,                 ,                ,R                    ,                       ,                  ,C                    ,                             ,                     ,                   ,                       ,                   ,                 ,                          ,                 ,                         ,R                    ,                 ,                     ,                        ,                    ,                       ,                    ,                    ,                     ,F                     ,C                           ,                          ,C                        ,                           ,                               ,                   ,                       ,                            ,                     ,                           ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,D,  9,R,CC,  12.00,    318.7700,nannos   ,Nannofossils                                 ,F              ,M                 ,                ,                     ,                 ,                ,                     ,                       ,                  ,                     ,                             ,                     ,                   ,                       ,                   ,                 ,                          ,                 ,                         ,                     ,                 ,                     ,                        ,                    ,                       ,                    ,                    ,                     ,R                     ,F                           ,                          ,C                        ,                           ,                               ,                   ,                       ,                            ,                     ,                           ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,D, 10,R,CC,  12.00,    330.7800,nannos   ,Nannofossils                                 ,R              ,P                 ,                ,                     ,                 ,                ,                     ,                       ,                  ,                     ,                             ,                     ,                   ,                       ,                   ,                 ,                          ,                 ,                         ,                     ,                 ,                     ,                        ,                    ,                       ,                    ,                    ,                     ,                      ,                            ,                          ,C                        ,                           ,R                              ,                   ,                       ,                            ,                     ,                           ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,D, 11,R,CC,  12.00,    334.0200,nannos   ,Nannofossils                                 ,F              ,P                 ,                ,R                    ,                 ,                ,                     ,                       ,R                 ,                     ,                             ,                     ,                   ,                       ,                   ,                 ,                          ,                 ,                         ,                     ,                 ,                     ,                        ,                    ,                       ,                    ,                    ,                     ,                      ,                            ,                          ,C                        ,                           ,R                              ,                   ,                       ,                            ,                     ,                           ,from mud clast & rock
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,D, 12,R,CC,  11.00,    343.6100,nannos   ,Nannofossils                                 ,C              ,M                 ,                ,F                    ,                 ,                ,                     ,                       ,                  ,F                    ,                             ,                     ,                   ,                       ,                   ,                 ,                          ,                 ,                         ,                     ,                 ,                     ,                        ,                    ,                       ,                    ,                    ,                     ,F                     ,C                           ,                          ,C                        ,                           ,                               ,                   ,                       ,                            ,                     ,                           ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,D, 13,R,CC,   8.00,    353.2800,nannos   ,Nannofossils                                 ,C              ,M                 ,                ,                     ,                 ,                ,                     ,                       ,F                 ,C                    ,                             ,                     ,                   ,R                      ,                   ,                 ,                          ,                 ,                         ,                     ,                 ,                     ,                        ,                    ,                       ,                    ,                    ,                     ,F                     ,C                           ,                          ,F                        ,                           ,                               ,                   ,                       ,                            ,                     ,                           ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,D, 14,R,CC,  16.00,    363.2800,nannos   ,Nannofossils                                 ,C              ,P                 ,                ,                     ,                 ,                ,                     ,                       ,                  ,F                    ,                             ,                     ,                   ,R                      ,                   ,C                ,                          ,                 ,                         ,                     ,                 ,                     ,                        ,                    ,                       ,                    ,                    ,                     ,R                     ,C                           ,                          ,F                        ,                           ,                               ,                   ,                       ,                            ,                     ,                           ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,D, 15,R,CC,  20.00,    374.3500,nannos   ,Nannofossils                                 ,F              ,M                 ,                ,                     ,                 ,                ,                     ,                       ,F                 ,C                    ,                             ,                     ,                   ,                       ,                   ,                 ,                          ,                 ,                         ,                     ,                 ,                     ,                        ,                    ,                       ,                    ,                    ,                     ,F                     ,F                           ,                          ,F                        ,                           ,                               ,                   ,                       ,                            ,                     ,                           ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,D, 16,R,CC,  18.00,    385.1800,nannos   ,Nannofossils                                 ,C              ,P                 ,                ,                     ,                 ,                ,                     ,                       ,C                 ,C                    ,                             ,                     ,                   ,                       ,                   ,R                ,                          ,                 ,                         ,                     ,                 ,                     ,                        ,                    ,                       ,                    ,                    ,                     ,F                     ,                            ,                          ,R                        ,F                          ,                               ,                   ,                       ,                            ,                     ,                           ,R. reticulata???? 9 um
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,D, 17,R,CC,  24.00,    398.4000,nannos   ,Nannofossils                                 ,C              ,M                 ,                ,                     ,                 ,                ,                     ,                       ,                  ,C                    ,                             ,                     ,                   ,                       ,                   ,                 ,                          ,                 ,                         ,                     ,                 ,                     ,                        ,                    ,                       ,                    ,                    ,                     ,F                     ,                            ,                          ,F                        ,                           ,                               ,                   ,                       ,                            ,                     ,                           ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,D, 18,R,CC,   0.00,    401.2000,nannos   ,Nannofossils                                 ,C              ,M                 ,                ,                     ,                 ,                ,                     ,                       ,                  ,C                    ,                             ,                     ,                   ,                       ,                   ,                 ,                          ,                 ,                         ,                     ,                 ,                     ,                        ,                    ,                       ,                    ,                    ,                     ,F                     ,                            ,                          ,F                        ,                           ,                               ,                   ,                       ,                            ,                     ,                           ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,D, 19,R,CC,   0.00,    417.6300,nannos   ,Nannofossils                                 ,C              ,P                 ,                ,                     ,                 ,                ,                     ,                       ,                  ,C                    ,                             ,                     ,                   ,                       ,                   ,                 ,                          ,                 ,                         ,                     ,                 ,                     ,                        ,                    ,                       ,                    ,                    ,                     ,F                     ,                            ,                          ,                         ,                           ,                               ,                   ,                       ,                            ,                     ,                           ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,D, 20,R,CC,   6.00,    428.6500,nannos   ,Nannofossils                                 ,R              ,M                 ,                ,                     ,                 ,                ,                     ,                       ,                  ,C                    ,                             ,                     ,                   ,                       ,                   ,                 ,                          ,                 ,                         ,                     ,                 ,                     ,                        ,                    ,                       ,                    ,                    ,                     ,F                     ,                            ,                          ,                         ,                           ,                               ,                   ,                       ,                            ,                     ,                           ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,D, 21,R,CC,  32.00,    430.3200,nannos   ,Nannofossils                                 ,B              ,                  ,                ,                     ,                 ,                ,                     ,                       ,                  ,C                    ,                             ,                     ,                   ,                       ,                   ,                 ,                          ,                 ,                         ,                     ,                 ,                     ,                        ,                    ,                       ,                    ,                    ,                     ,F                     ,                            ,                          ,                         ,                           ,                               ,                   ,                       ,                            ,                     ,                           ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,D, 22,R,CC,  12.00,    448.8400,nannos   ,Nannofossils                                 ,A              ,M                 ,                ,                     ,                 ,                ,                     ,                       ,                  ,C                    ,                             ,                     ,                   ,                       ,                   ,                 ,                          ,                 ,                         ,                     ,                 ,                     ,                        ,                    ,                       ,                    ,                    ,                     ,F                     ,                            ,                          ,R                        ,                           ,                               ,                   ,                       ,                            ,                     ,                           ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,D, 23,R,CC,  10.00,    453.5700,nannos   ,Nannofossils                                 ,F              ,P                 ,                ,C                    ,                 ,                ,                     ,                       ,C                 ,C                    ,R                            ,                     ,                   ,                       ,                   ,                 ,R                         ,                 ,                         ,                     ,                 ,                     ,                        ,                    ,                       ,                    ,                    ,                     ,R                     ,F                           ,                          ,R                        ,                           ,                               ,                   ,                       ,                            ,                     ,                           ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,D, 24,R,CC,  29.00,    464.3200,nannos   ,Nannofossils                                 ,B              ,                  ,                ,                     ,                 ,                ,                     ,                       ,                  ,C                    ,                             ,                     ,                   ,                       ,                   ,                 ,                          ,                 ,                         ,                     ,                 ,                     ,                        ,                    ,                       ,                    ,                    ,                     ,                      ,                            ,                          ,                         ,                           ,                               ,                   ,                       ,                            ,                     ,                           ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,D, 25,R,CC,   0.00,    476.8100,nannos   ,Nannofossils                                 ,B              ,                  ,                ,                     ,                 ,                ,                     ,                       ,                  ,C                    ,                             ,                     ,                   ,                       ,                   ,                 ,                          ,                 ,                         ,                     ,                 ,                     ,                        ,                    ,                       ,                    ,                    ,                     ,                      ,                            ,                          ,                         ,                           ,                               ,                   ,                       ,                            ,                     ,                           ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,D, 26,R,CC,  15.00,    487.9800,nannos   ,Nannofossils                                 ,F              ,M                 ,                ,F                    ,                 ,                ,                     ,                       ,F                 ,C                    ,                             ,                     ,                   ,                       ,                   ,R                ,                          ,                 ,                         ,                     ,                 ,                     ,                        ,                    ,                       ,                    ,                    ,                     ,F                     ,                            ,                          ,R                        ,                           ,                               ,                   ,                       ,                            ,                     ,                           ,1 R. umbilica
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,D, 27,R,CC,   7.00,    497.4500,nannos   ,Nannofossils                                 ,A              ,M                 ,                ,                     ,                 ,                ,                     ,                       ,                  ,A                    ,                             ,                     ,                   ,                       ,                   ,                 ,                          ,                 ,                         ,F                    ,                 ,                     ,                        ,                    ,                       ,                    ,                    ,                     ,F                     ,F                           ,                          ,                         ,                           ,                               ,                   ,                       ,                            ,                     ,                           ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,D, 28,R,CC,   5.00,    505.7300,nannos   ,Nannofossils                                 ,C              ,P                 ,                ,C                    ,                 ,                ,                     ,                       ,                  ,C                    ,                             ,                     ,                   ,                       ,                   ,                 ,                          ,                 ,                         ,F                    ,                 ,                     ,                        ,                    ,                       ,                    ,                    ,                     ,                      ,F                           ,                          ,                         ,                           ,                               ,                   ,                       ,                            ,                     ,                           ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,D, 29,R,CC,  13.00,    516.7900,nannos   ,Nannofossils                                 ,A              ,M                 ,                ,                     ,                 ,                ,                     ,                       ,                  ,A                    ,                             ,                     ,                   ,                       ,                   ,                 ,                          ,                 ,                         ,F                    ,                 ,                     ,                        ,                    ,                       ,                    ,                    ,                     ,C                     ,F                           ,                          ,                         ,                           ,                               ,                   ,                       ,                            ,                     ,                           ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,D, 30,R,CC,  12.00,    524.5800,nannos   ,Nannofossils                                 ,A              ,M                 ,                ,                     ,                 ,                ,                     ,                       ,                  ,C                    ,                             ,                     ,                   ,                       ,                   ,                 ,                          ,                 ,                         ,                     ,                 ,                     ,                        ,                    ,                       ,                    ,                    ,                     ,                      ,                            ,                          ,                         ,                           ,                               ,                   ,                       ,                            ,                     ,                           ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,D, 31,R,CC,  28.00,    533.7300,nannos   ,Nannofossils                                 ,A              ,M                 ,                ,                     ,                 ,                ,                     ,                       ,                  ,C                    ,                             ,                     ,                   ,                       ,                   ,                 ,                          ,                 ,                         ,                     ,                 ,                     ,                        ,                    ,                       ,                    ,                    ,                     ,F                     ,                            ,                          ,                         ,                           ,                               ,                   ,                       ,                            ,                     ,                           ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,D, 32,R,CC,   0.00,    543.9600,nannos   ,Nannofossils                                 ,A              ,M                 ,                ,                     ,                 ,                ,                     ,                       ,                  ,C                    ,                             ,                     ,                   ,                       ,                   ,                 ,                          ,                 ,                         ,                     ,                 ,                     ,                        ,                    ,                       ,                    ,                    ,                     ,                      ,                            ,                          ,                         ,                           ,                               ,                   ,                       ,                            ,                     ,                           ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,D, 33,R,CC,   0.00,    555.0200,nannos   ,Nannofossils                                 ,A              ,M                 ,                ,                     ,                 ,                ,                     ,                       ,                  ,C                    ,                             ,                     ,                   ,                       ,                   ,                 ,                          ,                 ,                         ,                     ,                 ,                     ,                        ,                    ,                       ,                    ,                    ,                     ,                      ,                            ,                          ,                         ,                           ,                               ,                   ,                       ,                            ,                     ,                           ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,D, 34,R,CC,   0.00,    564.7900,nannos   ,Nannofossils                                 ,A              ,M                 ,                ,                     ,                 ,                ,                     ,                       ,                  ,C                    ,                             ,                     ,                   ,                       ,                   ,                 ,                          ,                 ,                         ,                     ,                 ,                     ,                        ,                    ,                       ,                    ,                    ,                     ,F                     ,                            ,                          ,                         ,                           ,                               ,                   ,                       ,                            ,                     ,                           ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,D, 35,R,CC,   7.00,    573.8600,nannos   ,Nannofossils                                 ,A              ,M                 ,                ,                     ,                 ,                ,                     ,                       ,                  ,C                    ,                             ,                     ,                   ,                       ,                   ,                 ,                          ,                 ,                         ,                     ,                 ,                     ,                        ,                    ,                       ,                    ,                    ,                     ,                      ,                            ,                          ,                         ,                           ,                               ,                   ,                       ,                            ,                     ,                           ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,D, 36,R,CC,  13.00,    584.1000,nannos   ,Nannofossils                                 ,A              ,M                 ,                ,                     ,                 ,                ,                     ,                       ,                  ,C                    ,                             ,                     ,                   ,                       ,                   ,                 ,                          ,                 ,                         ,                     ,                 ,                     ,                        ,                    ,                       ,                    ,                    ,                     ,F                     ,                            ,                          ,                         ,                           ,                               ,                   ,                       ,                            ,                     ,                           ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,D, 37,R,CC,  17.00,    593.5600,nannos   ,Nannofossils                                 ,A              ,M                 ,                ,                     ,                 ,                ,                     ,                       ,                  ,C                    ,                             ,                     ,                   ,                       ,                   ,                 ,                          ,                 ,                         ,                     ,                 ,                     ,                        ,                    ,                       ,                    ,                    ,                     ,                      ,                            ,                          ,                         ,                           ,                               ,                   ,                       ,                            ,                     ,                           ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,D, 38,R,CC,   0.00,    603.2200,nannos   ,Nannofossils                                 ,A              ,M                 ,                ,C                    ,                 ,                ,C                    ,                       ,                  ,A                    ,                             ,                     ,                   ,                       ,                   ,F                ,                          ,                 ,                         ,                     ,                 ,                     ,                        ,                    ,                       ,                    ,                    ,                     ,C                     ,                            ,                          ,                         ,                           ,                               ,                   ,                       ,                            ,                     ,                           ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,D, 39,R,CC,   0.00,    611.8500,nannos   ,Nannofossils                                 ,A              ,M                 ,                ,C                    ,                 ,                ,C                    ,                       ,                  ,A                    ,                             ,                     ,                   ,R                      ,                   ,F                ,                          ,                 ,                         ,F                    ,                 ,C                    ,                        ,                    ,                       ,                    ,                    ,                     ,F                     ,F                           ,R                         ,                         ,                           ,                               ,                   ,                       ,                            ,                     ,                           ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,D, 40,R,CC,  19.00,    622.7000,nannos   ,Nannofossils                                 ,A              ,M                 ,                ,                     ,                 ,                ,                     ,                       ,                  ,A                    ,C                            ,                     ,                   ,                       ,                   ,                 ,                          ,                 ,R                        ,C                    ,C                ,                     ,C                       ,                    ,C                      ,                    ,R                   ,R                    ,R                     ,                            ,                          ,                         ,                           ,                               ,                   ,                       ,                            ,                     ,                           ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,D, 41,R,CC,  12.00,    631.1400,nannos   ,Nannofossils                                 ,C              ,M                 ,                ,F                    ,                 ,                ,F                    ,                       ,                  ,C                    ,                             ,                     ,                   ,                       ,                   ,                 ,                          ,                 ,F                        ,                     ,                 ,                     ,                        ,                    ,F                      ,                    ,                    ,                     ,                      ,                            ,                          ,                         ,                           ,                               ,                   ,                       ,                            ,                     ,                           ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,D, 42,R,CC,  13.00,    641.8100,nannos   ,Nannofossils                                 ,C              ,M                 ,                ,F                    ,                 ,                ,F                    ,                       ,                  ,C                    ,                             ,                     ,                   ,                       ,                   ,                 ,                          ,                 ,F                        ,                     ,                 ,                     ,                        ,                    ,F                      ,                    ,                    ,                     ,                      ,                            ,                          ,                         ,                           ,                               ,                   ,                       ,                            ,                     ,                           ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,D, 43,R,CC,   9.00,    651.0100,nannos   ,Nannofossils                                 ,A              ,M                 ,                ,C                    ,                 ,                ,                     ,                       ,                  ,C                    ,F                            ,                     ,                   ,                       ,                   ,                 ,                          ,                 ,F                        ,                     ,                 ,                     ,F                       ,                    ,                       ,C                   ,                    ,                     ,                      ,                            ,                          ,                         ,                           ,                               ,                   ,                       ,                            ,                     ,                           ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,D, 44,R,CC,  17.00,    660.7100,nannos   ,Nannofossils                                 ,A              ,M                 ,F               ,                     ,                 ,                ,F                    ,                       ,                  ,A                    ,                             ,                     ,                   ,C                      ,                   ,                 ,F                         ,                 ,F                        ,F                    ,                 ,                     ,F                       ,                    ,F                      ,                    ,                    ,                     ,                      ,                            ,                          ,                         ,                           ,                               ,                   ,                       ,                            ,                     ,                           ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,D, 45,R,CC,  16.00,    665.8600,nannos   ,Nannofossils                                 ,A              ,M                 ,                ,                     ,                 ,                ,C                    ,F                      ,                  ,C                    ,                             ,                     ,F                  ,A                      ,                   ,                 ,                          ,                 ,                         ,F                    ,C                ,F                    ,C                       ,R                   ,                       ,                    ,                    ,                     ,                      ,                            ,                          ,                         ,                           ,                               ,                   ,                       ,                            ,                     ,                           ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
