leg,site,hole,core,coretype,section,observer,top interval,piece number top,sub piece top,bottom interval,piece number bottom,sub piece bottom,lithology,color,color number,structures,drilling deformities,unusual occurrences,minerals,paleontology,other,induration,more data available,code,latitude,longitude,depth,top interval depth below sea floor,bottom interval depth below sea floor,,,,,
110,674,A,029,Extended Core Barrel,01,BRO,080,,,120,,,marl(80-110 cm); siltstone(110-120 cm),grayish green + light gray(80-110 cm); dark gray (110-117 cm);pale green(117-120 cm),5g 5/2 + 5y 7/1(80-110 cm); 5y 4/1(110-117 cm); 5g 6/2(117-120 cm),planolites(80-110 cm); fault(80-85 cm); scaly cleavage(80-90 cm),moderately fragmented,,,,,,,X,15.53817,-58.85150,0262.60,26340,26380,,,,,
110,674,A,029,Extended Core Barrel,01,BRO,120,,,150,,,siltstone(120-125 cm); calcareous sandstone(125-135 cm); claystone(135-150 cm),grayish green,5g 5/2,,moderately fragmented,,,,,,,X,15.53817,-58.85150,0262.60,26380,26410,,,,,
110,674,A,029,Extended Core Barrel,02,SCN,000,,,070,,,"marl(0-22, 42-55 cm); claystone(22-42, 55-70 cm)",predominately greenish gray w/ grayish green & gray in swirls,5gy 6/1 w/ 5g 5/2 & 5y 5/1,soft sediment deformation? (color swirls?); scaly cleavage,moderately fragmented,,,,scaly fabric,,,X,15.53817,-58.85150,0264.10,26410,26480,,,,,
110,674,A,029,Extended Core Barrel,02,SCN,070,,,131,,,marl,light olive gray,5y 6/2,"parallel laminae(apparent dip 26 degrees)(73-80, 95-104 cm)dips 10 degrees(80-95cm); cross stratification(104-110 cm)",moderately fragmented,,,,sharp color contact (73-76 cm),,,X,15.53817,-58.85150,0264.10,26480,26541,,,,,
110,674,A,029,Extended Core Barrel,02,SCN,131,,,150,,,claystone,light greenish gray(131-140 cm); light olive gray(140-150 cm),5gy 7/1(131-140 cm); 5y 6/2(140-150 cm),minor bioturbation(131-140 cm),moderately fragmented,,,,scaly fabric,,,X,15.53817,-58.85150,0264.10,26541,26560,,,,,
110,674,A,029,Extended Core Barrel,03,SCN,000,,,052,,,siltstone,"gray/light gray(0-30, 35-45, 47-52 cm); greenish gray(30-35, 45-47 cm)","5y 6/1(0-30, 35-45, 47-52 cm); 5g 5/1(30-35, 45-47 cm)","burrows(25-29, 52 cm); possibly overturned section; flattened bedding parallels burrows (25-29 cm)",moderately fragmented,,,,,,,X,15.53817,-58.85150,0265.60,26560,26612,,,,,
110,674,A,029,Extended Core Barrel,03,SCN,052,,,086,,,"marl(52-60, 80-86 cm); claystone(60-80 cm)","greenish gray(52-65, 66-70 cm); grayish green(65-66 cm); dark gray(70-86 cm); greenish gray burrows(60-65 cm)","5gy 6/1(52-65,66-70 cm);5g 5/2(65-66 cm);5y 4/1(70-86 cm)",minor(52-60 cm)to moderate(60-66 cm)bioturbation; burrows(60-65 cm); layer(65 cm); parallel laminae(68-86 cm),moderately fragmented,,,,sharp base at 68 cm,,,X,15.53817,-58.85150,0265.60,26612,26646,,,,,
110,674,A,029,Extended Core Barrel,03,SCN,086,,,092,,,marl,greenish gray(86-87 cm); greenish gray(87-92 cm),5gy 5/1(86-87 cm);5gy 6/1(87-92cm),minor(87-90 cm)to moderate(87-92 cm)bioturbation; transition zone cut by low angle normal faults (86-87 cm),moderately fragmented,,,,sharp boundary at 87 cm,,,X,15.53817,-58.85150,0265.60,26646,26652,,,,,
110,674,A,029,Extended Core Barrel,03,SCN,092,,,117,,,siltstone,"greenish gray(86-95, 104-117 cm); dark gray(95-104 cm)","5gy 5/1(86-87, 104-117 cm); 5g 6/1(87-95 cm);5y 4/1(95-104 cm)",parallel laminae(95-117 cm); cross laminae(108-110 cm); infilled burrows(92-95 cm); weak grading?(95-104 cm),moderately fragmented,,,,sharp boundary at 104 cm;coarsely laminated & burrowed top(92-95 cm);possible overturning(108-110cm),,,X,15.53817,-58.85150,0265.60,26652,26677,,,,,
110,674,A,029,Extended Core Barrel,CC,DOL,000,,,022,,,claystone(0-4 cm); siltstone(4-22 cm),greenish gray(0-20 cm); gray/light gray(20-22 cm),"5g 5/1(0-4, 11-20 cm); 5gy 6/1(4-11 cm); 5y 6/1(20-22 cm)","moderate(4-10 cm)to strong(10-15 cm)bioturbation; infilled burrows(8.5-22 cm); ""entire section may be overturned""",moderately fragmented,,,,core looks similar to eocene section in hole 672b,,,X,15.53817,-58.85150,0266.76,26676,26698,,,,,
110,674,A,029,Extended Core Barrel,CC,DOL,022,,,039,,,calcareous sandstone,gray/light gray & very dark gray,5y 6/1 & 5y 3/1,"truncated cross-laminae & cross-stratification; ""entire section may be overturned""",moderately fragmented,,,,,,,X,15.53817,-58.85150,0266.76,26698,26715,,,,,
110,674,A,030,Extended Core Barrel,01,OGA,000,,,088,,,"calcareous mudstone(0-43 cm); claystone(43-88 cm), with layer of calcareous silty sandstone at ~75-76 cm","light greenish gray(0-4, 43-75, 76-88 cm); gray(4-43, 75-76 cm)","5gy 7/1(0-4, 43-75, 76-88 cm);5y 5/1(4-43, 75-76 cm)",laminae(10-15cm);upward coarsening sequence(15-35cm);planolites(43-88cm);minor bioturbation(43-88cm);fault? (43 cm),"moderately fragmented(0-25, 65-88 cm)to drilling breccia",,,,probable fault separates overturned beds above 43 cm from non-overturned material below;scaly fabric,,,X,15.53817,-58.85150,0272.10,27210,27298,,,,,
110,674,A,030,Extended Core Barrel,01,OGA,088,,,128,,,calcareous mudstone,gray to dark gray(88-107 cm); pale green(107-128 cm),5y 5/1 to 5y 4/1(88-107 cm); 5g 6/2(107-128 cm),3 upward fining sequences(88-110 cm); laminae(true dip ~50 degrees),drilling breccia(110-128 cm),,,,,,,X,15.53817,-58.85150,0272.10,27298,27338,,,,,
110,674,A,030,Extended Core Barrel,01,OGA,128,,,150,,,calcareous sandy mudstone(128-146 cm); calcareous claystone(146-150 cm),dark gray(128-146 cm); grayish green(146-150 cm),5y 4/1(128-146 cm); 5g 5/2(146-150 cm),,moderately fragmented,,,,,,,X,15.53817,-58.85150,0272.10,27338,27360,,,,,
110,674,A,030,Extended Core Barrel,02,OGA,000,,,049,,,calcareous claystone,light greenish gray(0-20 cm); greenish gray(20-35 cm); olive gray(35-49 cm),5gy 7/1(0-20 cm); 5gy 6/1(20-35 cm); 5y 4/2(35-49 cm),"upward fining sequence(20-49 cm); conjugate synsed. faults(9, 14-16 cm); chondrites(20-37 cm); laminae (10-20, 48-49 cm)",moderately fragmented,,,,,,,X,15.53817,-58.85150,0273.60,27360,27409,,,,,
110,674,A,030,Extended Core Barrel,02,OGA,049,,,110,,,claystone & calcareous silty sandstone(49-70 cm); claystone(70-110 cm),grayish green(49-70 cm); greenish gray to pale green(70-110 cm),5g 5/2(49-70 cm); 5gy 6/1 to 5g 6/2(70-110 cm),moderate bioturbation(80-95 cm); planolites(49-70 cm); inclined bedding ~35 degrees(66 cm); burrows(70-110 cm),moderately fragmented,chalk lens (68 cm),chalk lens (68 cm),,,,,X,15.53817,-58.85150,0273.60,27409,27470,,,,,
110,674,A,030,Extended Core Barrel,02,OGA,110,,,132,,,calcareous mudstone,greenish gray,5g 6/1,upward fining sequence(110-125 cm); faults? ~50 degree dip(125-132 cm); syn sed. normal faults (119-123 cm),moderately fragmented,,,,,,,X,15.53817,-58.85150,0273.60,27470,27492,,,,,
110,674,A,030,Extended Core Barrel,02,OGA,132,,,150,,,calcareous mudstone,"light greenish gray(132-138, 143-150 cm); greenish gray(138-143 cm)","5gy 7/1(132-138, 143-150 cm); 5g 6/1(138-143 cm)",teichichnus(132-138 cm),moderately fragmented,,,,,,,X,15.53817,-58.85150,0273.60,27492,27510,,,,,
110,674,A,030,Extended Core Barrel,03,OGA,000,,,027,,,chalk,"pale green(0-4, 22-27 cm); gray(4-22 cm)",5g 7/2(0-4 cm); 5y 5/1(4-22 cm); 5g 6/2(22-27 cm),"laminated(dips 30-40 degrees)to massive (4-22 cm); upward fining sequence(5-10, 12-20 cm); dewatering vein (6-8 cm)",moderately fragmented,,,,,,,X,15.53817,-58.85150,0275.10,27510,27537,,,,,
110,674,A,030,Extended Core Barrel,03,OGA,027,,,060,,,chalk,"dark gray(27-40, 45-60 cm); greenish gray(40-42 cm); light gray(42-45 cm)","5y 4/1(27-40,45-60 cm);5gy 6/1(40-42 cm);5y 7/1(42-45 cm)","upward fining sequence(27-40, 57-60 cm); laminae(~40-45 cm)",moderately fragmented,,,,sharp contact (40 cm),,,X,15.53817,-58.85150,0275.10,27537,27570,,,,,
110,674,A,030,Extended Core Barrel,03,OGA,060,,,102,,,claystone to chalk (75-80 cm),greenish gray(60-86 cm); greenish gray(86-102 cm),5gy 6/1(60-86 cm); 5g 6/1(86-102 cm),"upward fining sequence(60-67, 86-102 cm); moderate bioturbation(65-80 cm); chondrites(75-80 cm)",moderately fragmented,,,,,,,X,15.53817,-58.85150,0275.10,27570,27612,,,,,
110,674,A,030,Extended Core Barrel,03,OGA,102,,,140,,,mudstone,grayish green(102-120 cm); greenish gray(120-140 cm),5g 5/2(102-120 cm); 5g 6/1(120-140 cm),laminae(115-120 cm),moderately fragmented,,,,"color becomes darker upward (102-120, 120-140 cm)",,,X,15.53817,-58.85150,0275.10,27612,27650,,,,,
110,674,A,030,Extended Core Barrel,03,OGA,140,,,150,,,interstitial water sample,,,,,,,,,,,X,15.53817,-58.85150,0275.10,27650,27660,,,,,
110,674,A,030,Extended Core Barrel,04,BCK,000,,,060,,,calcareous claystone(0-10 cm); mudstone(10-60 cm),"greenish gray(0-5, 10-60 cm); grayish green(5-10 cm), w/ white patches(5-10 cm)",5g 6/1(0-5 cm); 5g 5/2(5-10 cm); 5g 6/1 to 5gy 6/1(10-60 cm),"moderate(10-17 cm)to minor(20-25 cm)bioturbation; parallel laminae(35-36, 44-46, 53-55 cm)",moderately fragmented,white patches(probably zeolites)(5-10 cm),zeolites?(5-10 cm),,,,,X,15.53817,-58.85150,0276.60,27660,27720,,,,,
110,674,A,030,Extended Core Barrel,04,BCK,060,,,123,,,silty sandstone(60-68 cm); calcareous claystone to chalk(68-90 cm); calcareous mudstone(90-123 cm),dark olive gray(60-68 cm); greenish gray to light greenish gray(68-90 cm); dark gray(90-123 cm),5y 3/2(60-68 cm);5g 6/1 to 5g 7/1(68-90 cm);5y 4/1(90-123cm),"minor bioturbation & chondrites & planolites(68-72, 75-78, 82-85 cm); upward fining sequence(100-120 cm)",moderately fragmented,,,,3 sequences of calcareous claystone to chalk w/ discrete bioturbation at top (68-90 cm),,,X,15.53817,-58.85150,0276.60,27720,27783,,,,,
110,674,A,030,Extended Core Barrel,04,BCK,123,,,150,,,calcareous claystone,"pale green(123-130, 140-150 cm) cm); grayish green(130-140 cm)","5g 6/2(123-130, 140-150 cm); 5g 5/2(130-140 cm)","minor bioturbation(123-127, 140-145 cm)",moderately fragmented,,,,,,,X,15.53817,-58.85150,0276.60,27783,27810,,,,,
110,674,A,030,Extended Core Barrel,CC,BCK,000,,,037,,,drilling breccia(0-3 cm); chalk(3-7 cm); calcareous mudstone(7-37 cm),light greenish gray(3-7 cm); olive(7-37 cm),5gy 7/1(3-7 cm); 5y 5/3(7-37 cm),"laminae(12-14, 20-30 cm); slump structures(~15 cm)",moderately fragmented,,,,,,,X,15.53817,-58.85150,0278.08,27807,27844,,,,,
110,674,A,031,Extended Core Barrel,01,OGA,000,,,055,,,sandstone & siltstone(0-22 cm); calcareous mudstone(22-55 cm),gray/light gray,5y 6/1,"cross-laminae(0-5 cm); laminae dips 40 degrees(20-25, 35-40 cm); upward coarsening sequence (overturned?)(50-52 cm)",drilling breccia,,,,"overturned section, beds dip 45 degrees",,,X,15.53817,-58.85150,0281.60,28160,28215,,,,,
110,674,A,031,Extended Core Barrel,01,OGA,055,,,093,,,chalk & silty chalk,"light greenish gray(55-75, 77-93 cm); grayish green(75-77 cm)",5gy 7/1(55-75 cm); 5g 5/2(75-77 cm); 5g 7/1(77-93 cm),"upward coarsening sequence(55-60 cm); moderate bioturbation(60-74, 80-90 cm); burrows; overturned",moderately fragmented(65-93 cm),,,,"sharp boundary at 77 cm; overturned section, beds dip 45 degrees",,,X,15.53817,-58.85150,0281.60,28215,28253,,,,,
110,674,A,031,Extended Core Barrel,01,OGA,093,,,150,,,"chalk(93-110, 124-140 cm); calcareous mudstone(100-124, 140-150 cm)",dark gray to gray(93-124 cm); light greenish gray(124-150 cm),5y 4/1 to 5y 5/1(0-124 cm); 5gy 7/1(124-150 cm),"upward coarsening sequence(93-112 cm); fine laminae(115-118 cm); 4, 30 degree dipping ""lentils"" (~125 cm)",moderately fragmented,,,,"overturned section, beds dip 45 degrees",,,X,15.53817,-58.85150,0281.60,28253,28310,,,,,
110,674,A,031,Extended Core Barrel,02,BCK,000,,,045,,,chalk to calcareous claystone(0-3 cm); claystone(3-17 cm); calcareous mudstone(17-45 cm),"greenish gray(0-3 cm); grayish green(3-17, 30-45 cm); dark olive gray(17-30 cm)","5g 6/1(0-3 cm);5g 5/2(3-17, 30-45 cm);5y 3/2(17-30 cm)","mottling (3-17 cm); overturned section, beds dip 45 degrees",highly disturbed(0-10 cm); moderately fragmented(10-45 cm),,,,"section is overturned, bedding averages a 45 degree dip",,,X,15.53817,-58.85150,0283.10,28310,28355,,,,,
110,674,A,031,Extended Core Barrel,02,BCK,045,,,081,,,sandstone(45-79 cm); calcareous claystone(79-81 cm),black fragments(45-66 cm); dark gray(66-79 cm); dark green(79-81 cm),5y 2.5/1(45-66 cm); 5y 4/1(66-79 cm); no color number given (79-81 cm),"parallel laminae(45-50, 55-57, 62-64 cm); cross-laminae(53-55, 57-60 cm); overturned section, beds dip 45 degrees",moderately fragmented,,quartz,"black ""vegetal"" fragments? (45-66 cm)","section is overturned, beds dip 45 degrees",,,X,15.53817,-58.85150,0283.10,28355,28391,,,,,
110,674,A,031,Extended Core Barrel,02,BCK,081,,,120,,,calcareous mudstone(81-100 cm); silty chalk(100-120 cm),gray grading into light greenish gray,5y 5/1 grading into 5gy 7/1,"laminae(83-85, 90-92, 104-105, 110-113, 115-117 cm); overturned, beds dip 45 degrees",moderately fragmented,,,,"overturned section, beds dip 45 degrees",,,X,15.53817,-58.85150,0283.10,28391,28430,,,,,
110,674,A,031,Extended Core Barrel,CC,OGA,000,,,026,,,chalk(2-10 cm); calcareous to non- calcareous claystone(10-13 cm); marl to chalk(13-15 cm);calcareous mudstone(15-26 cm),light greenish gray,5gy 7/1,,moderately fragmented,,,,,,,X,15.53817,-58.85150,0284.21,28420,28446,,,,,
110,674,A,031,Extended Core Barrel,CC,OGA,026,,,045,,,chalk to claystone(26-32 cm); sandstone(32-34 cm); calcareous silt to laminated marl(34-40 cm); claystone(40-45 cm),light greenish gray to pale green to gray to pale green,5gy 7/1 to 5g 6/2 to 5y 5/1 to 5g 7/2,planolites(26-32 cm); laminae(34-40 cm),,,,,,,,X,15.53817,-58.85150,0284.21,28446,28465,,,,,
110,674,A,032,Extended Core Barrel,01,BCK,000,,,150,,,claystone to mudstone,"light olive brown, w/ light bluish patches and very diffuse boundary",2.5y 5/4,,moderately fragmented,,,radiolarians,,,,X,15.53817,-58.85150,0291.10,29110,29260,,,,,
110,674,A,032,Extended Core Barrel,02,BCK,000,,,150,,,mudstone,"light olive brown, w/ disseminated bluish patches",2.5y 5/4,,"drilling breccia to moderately fragmented (30-95, 120-135cm)",,,,bluish patches due to diagenesis or reduction?,,,X,15.53817,-58.85150,0292.60,29260,29410,,,,,
110,674,A,032,Extended Core Barrel,03,VRO,000,,,150,,,mudstone,light yellowish brown to greenish gray; sporadic greenish gray alteration,2.5y 6/4 to 5g 6/1,fractures; minor slickensides along fractures,moderately(0-60 cm)to highly(60-150 cm)fragmented,,,,,,,X,15.53817,-58.85150,0294.10,29410,29560,,,,,
110,674,A,032,Extended Core Barrel,04,BCK,000,,,150,,,mudstone; void(39-150 cm),olive yellow plus light olive brown,2.5y 6/6 to 2.5y 5/4,,drilling breccia,,,,,,,X,15.53817,-58.85150,0295.60,29560,29710,,,,,
110,674,A,032,Extended Core Barrel,05,BER,000,,,075,,,mudstone; void(0-10 cm),light brownish gray(10-33 cm); light olive gray(33-75 cm),2.5y 6/2(10-33 cm); 5y 6/2(33-75 cm),fractured by drilling,drilling breccia(0-60 cm)to highly(60-75 cm)fragmented,,,radiolarians,,,,X,15.53817,-58.85150,0297.10,29710,29785,,,,,
110,674,A,032,Extended Core Barrel,05,BER,075,,,120,,,mudstone,light olive gray (75-120 cm),5y 6/2 (75-120 cm),fractured by drilling,moderately fragmented,,,radiolarians,,,,X,15.53817,-58.85150,0297.10,29785,29830,,,,,
110,674,A,032,Extended Core Barrel,05,BER,120,,,150,,,organic geochemistry sample,,,,,,,,,,,X,15.53817,-58.85150,0297.10,29830,29860,,,,,
110,674,A,032,Extended Core Barrel,06,BER,000,,,095,,,"claystone, with scattered mudstone fragments","light olive gray, with greenish gray and pale yellow fragments","5y 6/2, with 5g 6/1 and 5y 7/4",,drilling breccia,,,radiolarians,,,,X,15.53817,-58.85150,0298.60,29860,29955,,,,,
110,674,A,032,Extended Core Barrel,CC,VRO,000,,,019,,,claystone,greenish gray plus light olive brown,5g 6/1 plus 2.5y 5/6,,drilling breccia,,,radiolarians,,,,X,15.53817,-58.85150,0299.54,29954,29973,,,,,
110,674,A,033,Extended Core Barrel,01,BCK,000,,,150,,,"claystone, with volcanic ash?(scattered mn-rich ashy patches)",dark greenish gray to grayish green,5bg 4/1 to 5g 4/2,,moderately fragmented,,volcanic ash?(some small scattered mn-rich ashy patches),,,,,X,15.53817,-58.85150,0300.60,30060,30210,,,,,
110,674,A,033,Extended Core Barrel,02,OGA,000,,,057,,,"claystone(0-22, 47-57 cm); laminated, micritic chalk(22-47 cm) underlain by 10 cm of calcareous mudstone",dark gray(0-22 cm); gray/light gray(22-50 cm); greenish gray(50-57 cm),5y 4/1(0-22 cm); 5y 6/1(22-50 cm); 5gy 5/1(50-57 cm),"fining upward sequence(22-30, 40-50 cm); calcite veins(31-34 cm); bedding dips 60 degrees(at 50 cm);scaly fabric(0-22cm)",moderately fragmented(0-40 cm); drilling breccia(40-57 cm),,calcite grains (23-27 cm),nannos? (22-57 cm),calcite grain swales scours at 3 sites indicating right way up (23-27 cm);calcite veins dislocated,,,X,15.53817,-58.85150,0302.10,30210,30267,,,,,
110,674,A,033,Extended Core Barrel,02,OGA,057,,,150,,,claystone,dark gray,5y 4/1,scaly fabric,drilling breccia(57-80 cm); moderately fragmented(90-150 cm),,,,,,,X,15.53817,-58.85150,0302.10,30267,30360,,,,,
110,674,A,033,Extended Core Barrel,03,BCK,000,,,070,,,claystone,"dark greenish gray to grayish green, with a few greenish-bluish(?)patches",5bg 4/1 to 5g 4/2,,"moderately fragmented(0-10, 25-70 cm)to drilling breccia",a few greenish-bluish patches probably related to diagenesis,,,conspicuous scaly fabric,,,X,15.53817,-58.85150,0303.60,30360,30430,,,,,
110,674,A,033,Extended Core Barrel,03,BCK,070,,,150,,,claystone,grayish green with a few greenish-bluish(?) patches,5g 4/2,,highly disturbed(70-110 cm) to moderately fragmented,a few greenish-bluish patches probably related to diagenesis,,,conspicuous scaly fabric,,,X,15.53817,-58.85150,0303.60,30430,30510,,,,,
110,674,A,033,Extended Core Barrel,04,BCK,000,,,150,,,"claystone, with scattered pieces and fragments of limestone","dark greenish gray, with a layer of dark bluish gray(126-128 cm)","5gy 4/1, with a layer of 5b 4/1(126-128 cm)",conspicuous scaly fabric,moderately fragmented,tiny limestone fragments(?)(80-100 cm),,,,,,X,15.53817,-58.85150,0305.10,30510,30660,,,,,
110,674,A,033,Extended Core Barrel,05,BCK,000,,,140,,,"claystone, with local mn-rich patches of volcanic ash(?)",dark greenish gray(0-46 cm); grayish green(46-140 cm),5gy 4/1(0-46 cm); 5g 4/2(46-140 cm),"moderate bioturbation(70-80, 100-110 cm); scaly fabric (0-46 cm, bottom of section)",moderately fragmented,,mn-rich volcanic ash(?)(local patches),,,,,X,15.53817,-58.85150,0306.60,30660,30800,,,,,
110,674,A,033,Extended Core Barrel,05,BCK,140,,,150,,,interstitial water sample,,,,,,,,,,,X,15.53817,-58.85150,0306.60,30800,30810,,,,,
110,674,A,033,Extended Core Barrel,06,VRO,000,,,150,,,claystone,olive gray,5y 4/2,"moderate bioturbation;calcite veins(75-83,95-105,132-138,145-147 cm)some tectonically dissagregated",moderately fragmented,"calcite veins(75-83, 95-105, 132-138, 145-147 cm)","calcite veins(75-83, 95-105, 132-138, 145-147 cm)",,mild to strong scaly fabric,,,X,15.53817,-58.85150,0308.10,30810,30960,,,,,
110,674,A,033,Extended Core Barrel,07,VRO,000,,,030,,,claystone,"dark olive gray, with darker mottling",5y 3/2,moderate bioturbation; mottling; mild scaly fabric,moderately fragmented,,,,,,,X,15.53817,-58.85150,0309.60,30960,30990,,,,,
110,674,A,034,Extended Core Barrel,01,OGA,000,,,150,,,claystone,dark greenish gray to dark gray,5gy 4/1 to 5y 4/1,minor bioturbation,"drilling breccia to moderately fragmented (35-60, 75-135 cm)",,,,dominant scaly fabric,,,X,15.53817,-58.85150,0310.10,31010,31160,,,,,
110,674,A,034,Extended Core Barrel,02,OGA,000,,,150,,,claystone,olive gray(0-46 cm); dark gray(46-150 cm),5y 4/2(0-46 cm); 5y 4/1(46-150 cm),moderate bioturbation(46-62 cm); burrows(46-62 cm),"drilling breccia to moderately fragmented (20-40, 60-90 cm)",,,,strong scaly fabric,,,X,15.53817,-58.85150,0311.60,31160,31310,,,,,
110,674,A,034,Extended Core Barrel,03,OGA,000,,,150,,,"claystone and mudstone, some volcanic ash(possible ashy layer at the top of the section",dark gray to dark greenish gray,5y 4/1 to 5gy 4/1,moderate(0-20 cm)to minor(105-130 cm)bioturbation,moderately fragmented,,volcanic ash(possible ash at the top of the section),,,,,X,15.53817,-58.85150,0313.10,31310,31460,,,,,
110,674,A,034,Extended Core Barrel,04,VRO,000,,,055,,,mudstone,"dark olive gray, w/ pebbles of yellow brown(12-20 cm)",5y 3/2,moderate bioturbation,highly(0-38 cm) to moderately(38-55 cm) fragmented,12-20 cm pebbles of 2 mm-sized claystone pebbles,,,moderatley scaly fabric (33-55 cm); pebbles may be drilling induced,,,X,15.53817,-58.85150,0314.60,31460,31515,,,,,
110,674,A,034,Extended Core Barrel,CC,BCK,000,,,044,,,"claystone, w/ volcanic ash(thin disturbed dark ""manganiferous"" layer ~30 cm)","dark brown, w/ dark ash layer(~30 cm) and white layer(or vein?)(35-44 cm)",10yr 3/3,conspicuous scaly fabric,moderately fragmented,,volcanic ash(thin mn-rich layer at~30cm);white vein(35-44cm),,scaly fabric is always orthogonal bases and tops of drilling biscuits,,,X,15.53817,-58.85150,0315.15,31514,31558,,,,,
110,674,A,035,Extended Core Barrel,01,DOL,000,,,151,,,"mudstone, with volcanic ash in concretionary structures(117-120 cm)","dark gray, w/ common dark green(?) patches; green spherules(117-120 cm)in dark gray matrix","5y 4/1, w/ common 5gy 3/1 patches; n4/ at 117-120 cm",moderate bioturbation(0-5 cm);psuedo-concretionary structure of spherules(117-120 cm);burrow mottles; scaly fabric,drilling breccia(0-70 cm); moderately fragmented(70-100 cm),,volcanic ash in concretionary structures(117-120 cm),,well developed scaly fabric,,,X,15.53817,-58.85150,0319.60,31960,32111,,,,,
110,674,A,035,Extended Core Barrel,02,VRO,000,,,150,,,mudstone,dark gray,5y 4/1,"minor(0-40, 105-150 cm)to moderate(95-105 cm)bioturbation; scaly fabric (dips 60-70 degrees)",highly fragmented,,,,"2 coherent 2-3 cm sized chunks, otherwise moderately to strongly scaly",,,X,15.53817,-58.85150,0321.10,32110,32260,,,,,
110,674,A,035,Extended Core Barrel,03,DOL,000,,,065,,,mudstone,slightly greener than dark gray grading into slightly browner than dark gray,slightly greener than 5y 4/1 to slightly browner than 5y 4/1,strong bioturbation(45-55 cm); bedding(?),drilling breccia(0-35 cm)to moderately fragmented,,,,,,,X,15.53817,-58.85150,0322.60,32260,32325,,,,,
110,674,A,035,Extended Core Barrel,03,DOL,065,,,105,,,mudstone,slightly greener than dark gray grading into slightly browner than dark gray,slightly greener than 5y 4/1 to slightly browner than 5y 4/1,bedding?,highly fragmented (65-75 cm) to drilling breccia (75-105 cm),,,,moderately dipping scaly fabric,,,X,15.53817,-58.85150,0322.60,32325,32365,,,,,
110,674,A,035,Extended Core Barrel,03,DOL,105,,,150,,,mudstone,slightly greener than dark gray grading into slightly browner than dark gray,slightly greener than 5y 4/1 to slightly browner than 5y 4/1,offset laminae and 2 high angle reverse faults (107-111 cm); bedding?; fault zone (111-150 cm),moderately fragmented,,,,moderately dipping scaly fabric,,,X,15.53817,-58.85150,0322.60,32365,32410,,,,,
110,674,A,035,Extended Core Barrel,04,VRO,000,,,020,,,mudstone,"grayish brown to grayish green, with olive brown alteration(10-20 cm);grayish green & dark greenish gray(0-12 cm)",2.5y 5/2 to 10y 4/1;2.5y 4/4(10-20 cm);5g 5/2 & 5bg 4/1(0-12 cm),moderate bioturbation,moderately fragmented,minor alteration (0-12 cm),,,scaly fabric (dips 35-70 degrees),,,X,15.53817,-58.85150,0324.10,32410,32430,,,,,
110,674,A,035,Extended Core Barrel,04,VRO,020,,,082,,,mudstone,"grayish brown to grayish green, with olive brown alteration(60-70 cm); grayish green & dark greenish gray(75-82 cm)",2.5y 5/2 to 10y 4/1; 2.5y 4/4(60-70 cm); 5g 5/2 & 5bg 4/1 (75-82 cm),moderate bioturbation,moderately fragmented,"minor alteration (60-70, 75-82 cm)",,,scaly fabric (dips 35-70 degrees),,,X,15.53817,-58.85150,0324.10,32430,32492,,,,,
110,674,A,035,Extended Core Barrel,04,VRO,082,,,120,,,mudstone,"grayish brown to grayish green, with grayish green and dark gray (at 107-110 cm)","2.5y 5/2 to 10y 4/1, with 5g 5/2 & 5bg 4/1 (107-110 cm)",moderate bioturbation,moderately fragmented,minor alteration (107-110 cm),,,scaly fabric (dips 35-70 degrees),,,X,15.53817,-58.85150,0324.10,32492,32530,,,,,
110,674,A,035,Extended Core Barrel,04,VRO,120,,,150,,,organic geochemistry sample,,,,,,,,,,,X,15.53817,-58.85150,0324.10,32530,32560,,,,,
110,674,A,035,Extended Core Barrel,05,VRO,000,,,056,,,mudstone,very dark gray(?) plus dark greenish gray(0-55 cm); grayish green(55-56 cm),5gy 3/1 plus 5g 4/1(0-55 cm); 5g 5/2(55-56 cm),moderate to intense scaly fabric,moderately fragmented,,,,,,,X,15.53817,-58.85150,0325.60,32560,32616,,,,,
110,674,A,035,Extended Core Barrel,05,VRO,056,,,122,,,mudstone,dark reddish brown(56-79 cm); dark olive gray(79-122 cm); olive alteration (79 cm),5yr 3/3(56-79 cm); 5y 3/2(79-122 cm),intensely scaly fabric,moderately fragmented,alteration (79 cm),,a nice relatively undeformed fish at 73 cm,,,,X,15.53817,-58.85150,0325.60,32616,32682,,,,,
110,674,A,035,Extended Core Barrel,05,VRO,122,,,138,,,sandstone(122-128 cm); mudstone(128-138 cm),dark greenish gray plus light gray(122-128 cm); dark gray(128-138 cm),5bg 4/1 plus 2.5y 7/0 (122-128 cm); 5y 4/1(128-138 cm0,disrupted strata (122-128 cm); intensely scaly fabric (128-138 cm),moderately fragmented,,minor calcite around margins & cross-cutting(122-128 cm),,,,,X,15.53817,-58.85150,0325.60,32682,32698,,,,,
110,674,A,036,Extended Core Barrel,01,DOL,000,,,150,,,mudstone,olive gray to light olive gray(0-113 cm); yellowish brown w/ common gray(113-150 cm),5y 5/2 to 5y 6/2(0-113 cm); 10yr 5/4 w/ common 5yr 5/1(113-150 cm),minor(78-125 cm)to moderate(125-140 cm)to strong(140-150 cm)bioturbation; burrow mottling(136-150cm),moderately fragmented,,,,rather abrupt color change(113 cm); well developed low angle scaly fabric(78-136 cm),,,X,15.53817,-58.85150,0329.10,32910,33060,,,,,
