leg,site,hole,core,coretype,section,observer,top interval,piece number top,sub piece top,bottom interval,piece number bottom,sub piece bottom,lithology,color,color number,structures,drilling deformities,unusual occurrences,minerals,paleontology,other,induration,more data available,code,latitude,longitude,depth,top interval depth below sea floor,bottom interval depth below sea floor,,,,,
110,674,A,002,Hydraulic (Advanced) Piston Core,06,BER,000,,,145,,,"conglomerate and breccia of claystone, w/ clay interval(28-42 cm)being a large(~20 cm)clast","greenish gray; greenish gray, yellowish green and light brown pebbles",5gy 5/1,,,,,,subangular to subrounded clay clasts,,,H,15.53817,-58.85150,0012.50,1250,1395,,,,,
110,674,A,002,Hydraulic (Advanced) Piston Core,06,BER,145,,,150,,,interstitial water sample,,,,,,,,,,,H,15.53817,-58.85150,0012.50,1395,1400,,,,,
110,674,A,002,Hydraulic (Advanced) Piston Core,07,BCK,000,,,120,,,conglomerate and breccia of claystone,"grayish green, olive, light yellowish brown, & brown/dark brown","5g 4/2, 5g 5/2, 5y 5/3, 10yr 6/4 & 10yr 4/3",,slightly disturbed,,,,isolated pebbles((~20 and ~36 cm); one white fragment of chalk; majority is clast-supported,,,H,15.53817,-58.85150,0014.00,1400,1520,,,,,
110,674,A,002,Hydraulic (Advanced) Piston Core,CC,BER,000,,,020,,,clay,greenish gray,5gy 5/1,,highly disturbed(completely disintegrated by drilling),,,,,,,H,15.53817,-58.85150,0015.20,1519,1539,,,,,
110,674,A,003,Hydraulic (Advanced) Piston Core,01,OGA,000,,,150,,,"mudstone(0-50 cm); claystone(50-150 cm), w/ some volcanic ash(77-80 cm)","pale green to grayish green, w/ gray(77-80 cm)",5g 6/2 to 5g 5/2,minor bioturbation; bedding dips 20 degrees,drilling breccia,,volcanic ash(77-80 cm),,,,,H,15.53817,-58.85150,0015.60,1560,1710,,,,,
110,674,A,003,Hydraulic (Advanced) Piston Core,02,BCK,000,,,150,,,"claystone; ""a piece of micritic limestone disturbed by drilling"" at 105-110 cm",pale green to olive,5g 6/2 to 5y 5/3,minor bioturbation; bedding dips 20 degrees,drilling breccia,fragments of plastic core liner(~105-110 cm),calcite vein or micritic limestone (105-110 cm),,,,,H,15.53817,-58.85150,0017.10,1710,1860,,,,,
110,674,A,003,Hydraulic (Advanced) Piston Core,03,BCK,000,,,150,,,claystone,"olive(0-96, 137-145 cm); olive brown(96-137, 145-150 cm)","5y 4/3(0-96, 137-145 cm); 2.5y 4/4(96-137, 145-150 cm)","minor(0-15, 35-55, 75-95 cm)to moderate(15-35, 55-75 cm)bioturbation; bedding dips 20 degrees",drilling breccia(0-95 cm); slightly disturbed(95-150 cm),,"1 cm thick calcite vein(45-55, 130-135 cm)",,,,,H,15.53817,-58.85150,0018.60,1860,2010,,,,,
110,674,A,003,Hydraulic (Advanced) Piston Core,04,BCK,000,,,150,,,"claystone, w/ volcanic ash? reworked in bioturbation; void(31-150 cm)",light olive brown,2.5y 5/4,minor bioturbation; bedding dips 20 degrees,slightly disturbed,,volcanic ash? reworked in bioturbation,,,,,H,15.53817,-58.85150,0020.10,2010,2160,,,,,
110,674,A,003,Hydraulic (Advanced) Piston Core,05,BCK,000,,,145,,,claystone(0-~62 cm); mudstone(~62-145 cm),"olive, w/ dark gray","5y 5/3, w/ 5y 4/1","strong(0-25cm)to minor(25-90cm)to moderate bioturbation;chondrites & zoophycos(0-90cm);planolites,teichichnus(90-140cm)",moderately fragmented,,"calcite veins(15-18, 41-46, 50-51 cm)",,bedding dips 20 degrees,,,H,15.53817,-58.85150,0020.41,2040,2185,,,,,
110,674,A,003,Hydraulic (Advanced) Piston Core,05,BCK,145,,,150,,,interstitial water sample,,,,,,,,,,,H,15.53817,-58.85150,0020.41,2185,2190,,,,,
110,674,A,003,Hydraulic (Advanced) Piston Core,06,BER,000,,,150,,,"mudstone, w/ volcanic ash(20-24, 35-40 cm); void(55-150 cm)","greenish gray (0-20, 24-35, 40-55 cm); dark greenish gray (20-24, 35-40 cm)","5gy 5/1 (0-20, 24-35, 40-55 cm); 5gy 4/1 (20-24 cm); 5bg 4/1 (35-40 cm)","moderate bioturbation(15-25,30-40 cm);fault dipping 45 degrees(0-10cm);bedding dips 20 deg.",slightly disturbed,,"volcanic ash(20-24, 35-40 cm)",,sharp lower contact (40 cm),,,H,15.53817,-58.85150,0021.91,2190,2340,,,,,
110,674,A,003,Hydraulic (Advanced) Piston Core,07,BER,000,,,071,,,claystone,"gray, w/ darker gray and greenish mottles; light olive gray mottles (40-50 cm)",5y 5/1,"minor bioturbation(0-20, 40-55 cm); mottling; bedding dips 20 degrees",slightly disturbed,,,,"trail of lighter olive grey clayey mottles (bioturbation?)(40-50 cm)			H	15.53817	-58.85150	0022.43	2243	2314
110	674	A	003	Hydraulic (Advanced) Piston Core	08	BER	000			150			claystone	greenish gray(0-75 cm), greenish gray to dark greenish gray(75-100 cm); dark gray(100-150 cm)	5gy 5/1(0-75 cm); 5gy 5/1 to 5gy 4/1(75-100 cm); 5y 4/1(100-150 cm)	minor bioturbation (75-100, 135-150 cm); bedding dips 20 degrees	slightly disturbed(0-110 cm)							H	15.53817	-58.85150	0023.30	2329	2479
110	674	A	003	Hydraulic (Advanced) Piston Core	CC	BER	000			042			claystone	greenish gray, w/ brownish or dark gray mottles and burrows	5gy 5/1	moderate bioturbation; burrows and mottles; bedding dips 20 degrees	slightly disturbed							H	15.53817	-58.85150	0024.80	2479	2521
110	674	A	004	Hydraulic (Advanced) Piston Core	01	VRO	000			150			claystone(0-58 cm); mudstone(58-150 cm), w/ volcanic ash bed(30-34 cm); slightly ashy mudstone(103-108 cm)	olive gray, w/ grayish brown layer at 103-108 cm	5y 4/2, w/ 2.5y 5/2 layer at 103-108 cm	fractures; bedding dip 40 degrees(30-34 cm); bedding dips 25 degrees (rest)	slightly disturbed		volcanic ash bed(30-34 cm);slightly ashy mudstone(103-108cm)		weathered shear zone? (58-103 cm)			H	15.53817	-58.85150	0025.10	2510	2660
110	674	A	004	Hydraulic (Advanced) Piston Core	02	OGA	000			150			mudstone(0-25 cm); claystone breccia(25-150 cm)	olive to greenish gray mottled by orange(23-30cm)to green,pale olive & black angular clast w/ grayish green matrix	5y 4/3 to 5gy 5/1; 5g 5/2	moderate bioturbation(0-20 cm); mottling(23-30 cm); bedding at 23 cm dips 35 degrees	slightly disturbed(0-75 cm);drilling breccia(75-150 cm)		5% volcanic ash in matrix (25-150 cm)		no calcareous pebbles; clasts have various sizes (10 cm-cm-mm order)			H	15.53817	-58.85150	0026.60	2660	2810
110	674	A	004	Hydraulic (Advanced) Piston Core	03	BCK	000			085			 claystone breccia	grayish green plus greenish gray plus olive	5g 5/2 plus 5bg 5/1 plus 5y 5/4		drilling breccia(0-80 cm)to highly(80-85 cm) disturbed							H	15.53817	-58.85150	0028.10	2810	2895
110	674	A	004	Hydraulic (Advanced) Piston Core	03	BCK	085			120			mudstone with volcanic ash (~85-90 cm)	grayish green with dark green, dark olive gray & brownish gray fragments	5g 5/2	moderate bioturbation (85-100 cm); water escape pipes? (100-110 cm); zoophycos (~85-90 cm)	slightly to highly (85-90 cm) disturbed		volcanic ash (~85-90 cm)					H	15.53817	-58.85150	0028.10	2895	2930
110	674	A	004	Hydraulic (Advanced) Piston Core	03	BCK	120			150			claystone	olive & greenish gray	5y 5/4 and 5bg 5/1	fragments?	drilling breccia	fragments?						H	15.53817	-58.85150	0028.10	2930	2960
110	674	A	004	Hydraulic (Advanced) Piston Core	04	BCK	000			150			claystone	grayish green, w/ very local brownish lenses	5g 5/2	moderate bioturbation(32-45, 95-110 cm); fractures(?); calcite vein (~25 cm)	slightly disturbed		calcite vein(~25 cm)		fractures may be original or drilling induced			H	15.53817	-58.85150	0029.60	2960	3110
110	674	A	004	Hydraulic (Advanced) Piston Core	05	BCK	000			150			claystone	olive gray	5y 5/2		highly(0-25 cm)to slightly(25-150 cm)disturbed							H	15.53817	-58.85150	0031.10	3110	3260
110	674	A	004	Hydraulic (Advanced) Piston Core	06	BCK	000			150			claystone; void(55-150 cm)	dark greenish gray	5bg 4/1		slightly disturbed							H	15.53817	-58.85150	0032.60	3259	3409
110	674	A	004	Hydraulic (Advanced) Piston Core	07	BCK	000			050			claystone	dark greenish gray	5bg 4/1		slightly disturbed(0-40 cm); moderately fragmented(40-50 cm)							H	15.53817	-58.85150	0033.15	3315	3365
110	674	A	004	Hydraulic (Advanced) Piston Core	CC	BCK	000			028			claystone	olive gray	5y 5/2		slightly disturbed							H	15.53817	-58.85150	0033.65	3365	3393
110	674	A	005	Extended Core Barrel	01	BER	000			150			claystone locally grading into mudstone, w/ volcanic ash(56-64 cm)	greenish gray to olive gray(?), w/ dark gray(56-64 cm)	5gy 5/1 to 10y 5/1, w/ n4/ at 56-64 cm	moderate bioturbation(56-64 cm)	drilling breccia(0-56, 64-150 cm);highly fragmented(56-64cm)		volcanic ash(56-64 cm)					X	15.53817	-58.85150	0034.60	3459	3609
110	674	A	005	Extended Core Barrel	02	BER	000			150			claystone locally grading into mudstone, w/ volcanic ash(57-58 cm)	greenish gray, w/ dark gray(57-58 cm)	5gy 5/1, w/ n4/ at 57-58 cm		drilling breccia		volcanic ash(57-58 cm)					X	15.53817	-58.85150	0036.10	3609	3759
110	674	A	005	Extended Core Barrel	03	OGA	000			060			claystone, locally grading into mudstone	dark gray(0-46 cm); greenish gray(46-60 cm)	5y 4/1(0-46 cm); 5gy 5/1(46-60 cm)	mottling; (40-60 cm); horizontal laminae(48 cm)	drilling breccia	sedimentary pebble (~44 cm)	mottled with specks of glauconite(40-60 cm)					X	15.53817	-58.85150	0037.60	3759	3819
110	674	A	005	Extended Core Barrel	03	OGA	060			120			claystone, locally grading into mudstone	greenish gray w/ pale olive mottles (60-80 cm); dark gray mottles (80-120 cm)	5g 6/1 w/ 5y 6/4 mottles (60-80 cm); 5gy 5/1 mottles (80-120 cm)	moderate bioturbation(60-80, 100-120 cm); planolites(80-120 cm);mottling;high angle fractures in two directions(105cm)	highly fragmented				high angle fractures may be tectonic in origin (105cm)			X	15.53817	-58.85150	0037.60	3819	3879
110	674	A	005	Extended Core Barrel	03	OGA	120			150			organic geochemistry sample											X	15.53817	-58.85150	0037.60	3879	3909
110	674	A	005	Extended Core Barrel	04	BCK	000			093			claystone, grading locally into mudstone, w/ scattered dark volcanic ashy patches(10-17 cm)	grayish green, w/ scattered dark ashy patches	5g 5/2 to 5g 4/2	moderate bioturbation(10-17, 40-47 cm)	moderately fragmented to drilling breccia(0-15, 25-83 cm)		volcanic ash (scattered ashy patches at 10-17 cm)					X	15.53817	-58.85150	0039.10	3909	4002
110	674	A	005	Extended Core Barrel	04	BCK	093			145			claystone(93-95 cm); marl(nannofossil/foraminifer-bearing)(95-145 cm)	yellowish(?)(93-95 cm); pale brown(95-120, 134-145 cm); olive gray(120-134 cm)	10yr 6/3(95-120, 134-145 cm); 5y 5/2(120-134 cm)	minor bioturbation(120-145 cm); thrust fault(?)(93-95 cm)	moderately fragmented			nannos; forams				X	15.53817	-58.85150	0039.10	4002	4054
110	674	A	005	Extended Core Barrel	04	BCK	145			150			interstitial water sample											X	15.53817	-58.85150	0039.10	4054	4059
110	674	A	005	Extended Core Barrel	05	BCK	000			020			marl(nannofossil/foraminifer-bearing)	pale brown	10yr 6/3	poorly defined laminae(16-18 cm)	moderately fragmented			nannos; forams	slight color change associated with laminae (drilling induced?)			X	15.53817	-58.85150	0040.60	4059	4079
110	674	A	005	Extended Core Barrel	CC	BCK	000			030			marl(nannofossil/foraminifer-bearing)	pale brown	10yr 6/3	possible bedding following slight color change (folded)	moderately fragmented			nannos; forams				X	15.53817	-58.85150	0040.80	4079	4109
110	674	A	006	Extended Core Barrel	01	OGA	000			150			marl, w/ some volcanic ash(15% in burrow mottles)(30-54, 74-118, 144-150 cm)	light brownish gray to light yellowish brown to light brownish gray,w/ very dark gray mottles	2.5y 6/2 to 10yr 6/4 to 2.5y 6/2,w/ 2.5y 3/ mottles (30-54, 74-118, 144-150 cm)	strong(30-54 cm)to moderate(80-110 cm)bioturbation; teichichnus & chondrites (30-54 cm);planolites (74-118, 144-150 cm)	slightly disturbed		volcanic ash in burrow mottles(30-54 cm)&(74-118, 144-150cm)					X	15.53817	-58.85150	0044.10	4409	4559
110	674	A	006	Extended Core Barrel	02	OGA	000			150			marl(nannofossil/foraminifer-bearing), w/ mottles of volcanic ash(28-51, 114-128, 139-141 cm)	light brownish gray, w/ black mottles(28-51, 114-128, 139-141 cm)	2.5y 6/2	faint horizontal bedding; mottling(28-51, 114-128, 139-141 cm)	slightly disturbed		volcanic ash(mottles of ash at 28-51, 114-128, 139-141 cm)	nannos; forams				X	15.53817	-58.85150	0045.60	4559	4709
110	674	A	006	Extended Core Barrel	03	BER	000			150			calcareous claystone, w/ volcanic ash(89-93 cm); void(102-150 cm)	gray/light gray, w/pink ash layer(89-93 cm)	5y 6/1; 2.5yr 6/2 (89-93 cm)	bedding trace at 20-30 cm suggests 20-30 degrees dip; burrows; minor bioturbation	slightly disturbed		volcanic ash(89-93 cm)	scattered sand-sized forams				X	15.53817	-58.85150	0047.10	4709	4859
110	674	A	006	Extended Core Barrel	04	BCK	000			060			calcareous claystone, w/ volcanic ash (in patches at ~5-14 cm)	light yellowish brown(?)	10y 6/2		moderately fragmented		volcanic ash (in patches at ~5-14 cm)					X	15.53817	-58.85150	0048.10	4809	4869
110	674	A	006	Extended Core Barrel	CC	BER	000			021			calcareous claystone	light yellowish brown(?)	10y 6/2	minor bioturbation	slightly disturbed			sand-sized scattered forams				X	15.53817	-58.85150	0048.67	4866	4887
110	674	A	007	Extended Core Barrel	01	DOL	000			120			marl(nannofossil/foraminifer-bearing), with thin diffuse volcanic ash layers(very little ash material)(78-79 cm)	olive gray with thin diffuse gray layers(78-79 cm)	5y 5/2 with thin diffuse n4/ layers(78-79 cm)	minor(15-27, 45-95, 103-120cm)to strong(95-103cm)bioturbation;burrows(97-101cm)bedding dips 10 degrees(61,68,79,103cm)	slightly disturbed		volcanic ash(very little ash material)(78-79 cm)	disseminated forams(~10+%) throughout				X	15.53817	-58.85150	0053.60	5359	5479
110	674	A	007	Extended Core Barrel	01	DOL	120			150			marl(nannofossil/foraminifer-bearing), with patches of volcanic ash material(~20%)(129-139 cm)	light brownish gray(120-139 cm), w/ gray patches(129-139 cm); olive gray(139-150 cm)	10yr 6/2(120-139 cm); w/ n4/ (129-139 cm);5y 5/2(139-150 cm)	strong bioturbation	slightly disturbed		volcanic ash	disseminated forams(~10+%) throughout				X	15.53817	-58.85150	0053.60	5479	5509
110	674	A	007	Extended Core Barrel	02	DOL	000			065			marl(nannofossil/foraminifer-bearing), w/ common diffuse gray ash(15%)(0-5, 14-49 cm)	olive gray(0-20, 40-65 cm); gray(20-40 cm); w/ diffuse gray ash at 14-49 cm)	5y 5/2(0-20, 40-65 cm);5y 5/1(20-40 cm);n4/ (14-49 cm)	moderate(0-12, 23-53 cm)to minor(12-23, 53-65 cm)bioturbation;	slightly disturbed		volcanic ash(15%)(0-5, 14-49 cm)	nannos; forams				X	15.53817	-58.85150	0055.10	5509	5574
110	674	A	007	Extended Core Barrel	02	DOL	065			087			marl(nannofossil/foraminifer-bearing), with volcanic ash(15%)(65-70 cm)	olive gray mixed w/gray and gray/light gray, with gray ash(65-70 cm)	5y 5/2, n5/5y 6/1, with n4/ ash layer at 65-70 cm)	complex bedding; near vertical reverse fault(?)(65-71 cm); minor bioturbation;bedding dips(0-10 deg)	slightly disturbed		volcanic ash(15%)(65-70 cm)	nannos; forams	reverse fault(?) w/4.5 cm offset; however no faulttrace seen upon cutting of 1/2 of archive			X	15.53817	-58.85150	0055.10	5574	5596
110	674	A	007	Extended Core Barrel	02	DOL	087			145			marl(nannofossil/foraminifer-bearing), with volcanic ash(15%)(112-116, 125-130 cm)	light olive gray(87-127 cm)to olive gray(127-145 cm), with diffuse gray ash(112-116,125-130 cm)	5y 6/2(87-127cm);5y 5/2(127-145cm);w/ n4/(112-116,125-13ocm)	minor(87-110, 120-125, 136-145 cm)to moderate(110-120, 125-136 cm)bioturbation;bedding dips(0-10deg)	slightly disturbed		volcanic ash(15%)(112-116, 125-130 cm)	nannos; forams				X	15.53817	-58.85150	0055.10	5596	5654
110	674	A	007	Extended Core Barrel	03	SCN	000			150			marl(0-115 cm); calcareous claystone(115-150 cm); with volcanic ash dispersed throughout, and in layers at 44 & 103 cm)	light olive gray, with dark gray(44, 103 cm)	5y 6/2, with n4/ at 44cm and 103 cm	minor bioturbation; bedding?	slightly disturbed		volcanic ash(dispersed throughout and in layers(44, 103 cm)	nannos; forams				X	15.53817	-58.85150	0056.60	5659	5809
110	674	A	007	Extended Core Barrel	04	BRO	000			092			calcareous claystone, with volcanic ash(in blebs and burrows(8-15, 38-40 cm); void (88-92 cm)	olive gray (0-5, 15-45, 54-92 cm); light olive gray (5-15, 45-54 cm) w/ dark ash (8-15, 38-40 cm)	5y 5/2 alternating with 5y 6/2, with n2/ ash(8-15, 38-40 cm)	minor(0-40 cm)to moderate(40-92 cm)bioturbation; infilled burrows; bedding dips 0-5 degrees	slightly disturbed	blebs of volcanic ash(8-15 cm)	volcanic ash(blebs and in burrows(8-15, 38-40 cm)	nannos; forams	blebs of volcanic ash(8-15 cm)			X	15.53817	-58.85150	0058.10	5809	5901
110	674	A	007	Extended Core Barrel	CC	BRO	000			030			calcareous claystone, with volcanic ash in blebs and burrows	olive gray	5y 5/2	moderate bioturbation; burrows; bedding is subhorizontal	slightly disturbed		volcanic ash(in blebs and burrows)	nannos; forams				X	15.53817	-58.85150	0059.01	5900	5930
110	674	A	008	Extended Core Barrel	01	SCN	000			150			claystone, with mottles and streaks of volcanic ash(122-133 cm)	greenish gray, with dark gray mottles and streaks(122-133 cm)	5gy 5/1, with n4/(122-133 cm)	moderate bioturbation; mottling(122-133 cm); subhorizontal bedding	slightly disturbed		volcanic ash(mottles and streaks at 122-133 cm)					X	15.53817	-58.85150	0063.10	6309	6459
110	674	A	008	Extended Core Barrel	02	DOL	000			150			claystone, with volcanic ash(disseminated 10-15% ash at 32-47, 121-150 cm)and(bleb at 84 cm)	greenish gray(0-121 cm)to dark greenish gray(121-150 cm),w/ dark gray ash(32-47, 121-150, 84cm)	5gy 5/1(0-121 cm); 5gy 4/1(121-150 cm) w/ n4/(32-47, 121-150, and 84 cm)	minor bioturbation	moderately fragmented		volcanic ash(disseminated 10-15%:32-47,121-150cm)(bleb:84cm)					X	15.53817	-58.85150	0064.60	6459	6609
110	674	A	008	Extended Core Barrel	03	DOL	000			120			claystone, with volcanic ash(disseminated 5-10% at 48-49, 60-89 cm)	greenish gray(0-60, 89-120 cm); dark greenish gray(60-89 cm); grayer(?)ash(48-49, 60-89 cm)	5gy 5/1(0-60,115cm);5gy 4/1(60-89cm) 5gy 5/1(0-60, 115-120 cm),5gy 5/1(89-115cm)	minor(0-30 cm)to moderate(30-120 cm)bioturbation	moderately fragmented		volcanic ash(5-10% disseminated at 48-49, 60-89 cm)					X	15.53817	-58.85150	0066.10	6609	6729
110	674	A	008	Extended Core Barrel	03	DOL	120			150			organic geochemistry sample											X	15.53817	-58.85150	0066.10	6729	6759
110	674	A	008	Extended Core Barrel	04	BRO	000			111			claystone, with volcanic ash(40-45, 77-80 cm)	greenish gray w/greenish gray top and dark greenish gray base of fining upward sequence (40-45 cm)	5gy 5/1 w/5gy 6/1 and 5gy 4/1	fining upward sequence(40-45, 77-80 cm); bedding dips 5-10 degrees  right way up""",moderately fragmented,,"volcanic ash(40-45, 77-80 cm)",,,,,X,15.53817,-58.85150,0067.60,6759,6870
110,674,A,008,Extended Core Barrel,CC,DOL,000,,,030,,,claystone,"gray(0-5, 8-12, 24-30 cm); greenish gray(5-8 cm); dark greenish gray(12-24 cm)","5y 5/1(0-5, 8-12, 24-30 cm); 5g 6/1(5-8 cm); 5g 4/1(12-24cm); 5gy 7/1 (5 cm)","minor bioturbation; laminae(?)(~24 cm), layer dips < 2 degrees (5 cm)",moderately fragmented,,,,laminated at base w/gradational top and base (12-24 cm),indurated(12-24 cm),,X,15.53817,-58.85150,0068.68,6868,6898,,,,,
110,674,A,009,Extended Core Barrel,01,SCN,000,,,150,,,"claystone, with volcanic ash in mottles throughout","medium greenish gray(?), with gray/light gray mottles",10y 5/1 w/ 5y 6/1 mottles,minor bioturbation; mottling; steeply dipping fault(?) contact(78-84 cm); subhorizontal bedding,slightly fractured,,volcanic ash(in mottles throughout),,,,,X,15.53817,-58.85150,0072.60,7259,7409,,,,,
110,674,A,009,Extended Core Barrel,02,SCN,000,,,150,,,"claystone, with volcanic ash dispersed throughout and blebs at 114, and 148-150 cm","medium gray(?), with gray/light gray ash dispersed throughout and blebs at 114, 148-150 cm; dark green(109-111 cm)","10y 5/1, with 10y 4/2 (at 109-111 cm) to 5y 6/1",minor bioturbation; subhorizontal bedding,slightly fractured,,"volcanic ash(dispersed throughout and blebs (114,148-150 cm)",,,,,X,15.53817,-58.85150,0074.10,7409,7559,,,,,
110,674,A,009,Extended Core Barrel,03,DOL,000,,,069,,,"claystone, with volcanic ash(ashy blebs at 18-52, 67-69 cm)","medium greenish gray(0-56, 63-69cm) to gray/light gray; greenish gray laminae(16cm);dark gray blebs(18-53, 67-69cm)","10y 5/1(0-56, 63-59 cm); 5y 6/1(56-63 cm); 5gy 5/1; n5/ blebs",moderate bioturbation; 5mm laminae(16 cm); subhorizontal bedding,slightly disturbed,,"volcanic ash(ashy blebs at 18-52, 67-69 cm)",,"sharp base, diffuse top at 56-63 cm",,,X,15.53817,-58.85150,0075.60,7559,7628,,,,,
