Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Sphaeroidinellopsis seminulina,Orbulina universa,Neogloboquadrina pachyderma (sinistral),Globorotalia conomiozea,Globigerina woodi,Globigerina cf. druryi,Globigerina bulloides,Globigerina apertura,"Neogloboquadrina sp. ""rounded""",Neogloboquadrina asanoi,Sphaeroidinella dehiscens,Neogloboquadrina humerosa,Globorotalia tumida,Globorotalia crassaformis,Globigerinoides ruber,Neogloboquadrina pachyderma (dextral),Globorotalia puncticulata,Globorotalia inflata,Globorotaloides hexagona,Globigerinita glutinata,Globigerinoides sacculifer,Globorotalia tosaensis,Globorotalia scitula,Globigerina umbilicata,Globigerina quinqueloba,Neogloboquadrina dutertrei,Comment
  IR,                 ,                 ,N22               ,N23           ,167,1012,A,  5,H,CC,  22.00,     43.2900,Kennett  ,Planktonic Foraminifers                      ,A              ,G                 ,                              ,F                ,A                                      ,                       ,                 ,                      ,A                    ,                    ,                              ,                       ,                         ,                         ,                   ,R                        ,                     ,F                                    ,                         ,                    ,R                       ,                       ,                          ,                      ,                    ,                      ,                       ,C                         ,from IR. Ch 6. Table 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,N22               ,N23           ,167,1012,A,  6,H,CC,  23.00,     52.8800,Kennett  ,Planktonic Foraminifers                      ,A              ,G                 ,                              ,R                ,A                                      ,                       ,                 ,                      ,A                    ,                    ,                              ,                       ,                         ,                         ,                   ,                         ,                     ,A                                    ,                         ,                    ,                        ,                       ,                          ,                      ,                    ,                      ,                       ,                          ,from IR. Ch 6. Table 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,N22               ,N23           ,167,1012,A,  7,H,CC,  24.00,     62.3400,Kennett  ,Planktonic Foraminifers                      ,A              ,G                 ,                              ,F                ,A                                      ,                       ,                 ,                      ,A                    ,R                   ,                              ,                       ,                         ,                         ,                   ,                         ,R                    ,A                                    ,                         ,C                   ,                        ,                       ,                          ,                      ,R                   ,R                     ,R                      ,R                         ,from IR. Ch 6. Table 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,N22               ,N23           ,167,1012,A,  8,H,CC,  23.00,     71.7500,Kennett  ,Planktonic Foraminifers                      ,A              ,G                 ,                              ,                 ,A                                      ,                       ,                 ,                      ,A                    ,                    ,                              ,                       ,                         ,                         ,                   ,                         ,                     ,A                                    ,                         ,                    ,                        ,                       ,                          ,                      ,                    ,                      ,                       ,                          ,from IR. Ch 6. Table 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,N22               ,N23           ,167,1012,A,  9,H,CC,  28.00,     81.2500,Kennett  ,Planktonic Foraminifers                      ,A              ,G                 ,                              ,                 ,A                                      ,                       ,                 ,                      ,A                    ,A                   ,                              ,                       ,                         ,A                        ,                   ,                         ,                     ,                                     ,                         ,C                   ,                        ,                       ,                          ,C                     ,                    ,                      ,                       ,                          ,from IR. Ch 6. Table 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,N22               ,N23           ,167,1012,A, 10,H,CC,  24.00,     90.6000,Kennett  ,Planktonic Foraminifers                      ,A              ,G                 ,                              ,                 ,                                       ,                       ,                 ,                      ,                     ,                    ,                              ,                       ,                         ,A                        ,                   ,                         ,                     ,A                                    ,                         ,                    ,                        ,                       ,                          ,                      ,                    ,                      ,                       ,                          ,from IR. Ch 6. Table 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,N22               ,N23           ,167,1012,A, 11,H,CC,  27.00,    100.3400,Kennett  ,Planktonic Foraminifers                      ,A              ,G                 ,                              ,C                ,                                       ,                       ,                 ,                      ,A                    ,                    ,                              ,                       ,                         ,                         ,                   ,                         ,F                    ,A                                    ,                         ,F                   ,                        ,                       ,                          ,                      ,                    ,F                     ,                       ,                          ,from IR. Ch 6. Table 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,N21               ,              ,167,1012,A, 12,H,CC,  24.00,    109.9900,Kennett  ,Planktonic Foraminifers                      ,C              ,G                 ,                              ,                 ,                                       ,                       ,                 ,                      ,                     ,                    ,                              ,                       ,                         ,C                        ,                   ,                         ,                     ,C                                    ,                         ,C                   ,                        ,                       ,                          ,                      ,                    ,                      ,                       ,                          ,from IR. Ch 6. Table 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,N21               ,              ,167,1012,A, 13,H,CC,  16.00,    119.2500,Kennett  ,Planktonic Foraminifers                      ,C              ,P                 ,                              ,                 ,                                       ,                       ,                 ,                      ,A                    ,                    ,                              ,                       ,                         ,A                        ,                   ,                         ,R                    ,A                                    ,                         ,C                   ,                        ,                       ,                          ,                      ,                    ,                      ,                       ,                          ,from IR. Ch 6. Table 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,N21               ,              ,167,1012,A, 14,X,CC,  22.00,    127.6000,Kennett  ,Planktonic Foraminifers                      ,A              ,M                 ,                              ,R                ,A                                      ,                       ,                 ,                      ,A                    ,                    ,                              ,A                      ,                         ,A                        ,                   ,                         ,                     ,                                     ,                         ,                    ,                        ,                       ,                          ,                      ,                    ,                      ,                       ,                          ,from IR. Ch 6. Table 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,N21               ,              ,167,1012,A, 15,X,CC, 101.00,    137.5100,Kennett  ,Planktonic Foraminifers                      ,C              ,M                 ,                              ,                 ,                                       ,                       ,                 ,                      ,C                    ,                    ,                              ,C                      ,                         ,R                        ,                   ,                         ,                     ,                                     ,                         ,R                   ,                        ,                       ,                          ,                      ,                    ,                      ,                       ,                          ,from IR. Ch 6. Table 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,N21               ,              ,167,1012,A, 16,X,CC,  17.00,    147.1300,Kennett  ,Planktonic Foraminifers                      ,A              ,G                 ,                              ,C                ,                                       ,                       ,                 ,                      ,F                    ,                    ,                              ,A                      ,R                        ,A                        ,                   ,R                        ,F                    ,                                     ,                         ,                    ,                        ,                       ,                          ,                      ,                    ,                      ,                       ,                          ,from IR. Ch 6. Table 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,N21               ,              ,167,1012,A, 17,X,CC,  21.00,    156.2800,Kennett  ,Planktonic Foraminifers                      ,C              ,M                 ,                              ,C                ,A                                      ,                       ,                 ,                      ,C                    ,                    ,A                             ,A                      ,                         ,R                        ,                   ,R                        ,F                    ,C                                    ,                         ,R                   ,                        ,R                      ,                          ,                      ,R                   ,R                     ,R                      ,                          ,from IR. Ch 6. Table 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,N21               ,              ,167,1012,A, 18,X,CC,  24.00,    166.3500,Kennett  ,Planktonic Foraminifers                      ,A              ,G                 ,                              ,C                ,                                       ,                       ,                 ,                      ,A                    ,                    ,A                             ,A                      ,                         ,                         ,                   ,R                        ,R                    ,A                                    ,R                        ,R                   ,                        ,                       ,                          ,                      ,                    ,                      ,                       ,                          ,from IR. Ch 6. Table 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,N21               ,              ,167,1012,A, 19,X,CC,  14.00,    169.9000,Kennett  ,Planktonic Foraminifers                      ,A              ,G                 ,                              ,                 ,                                       ,                       ,                 ,                      ,A                    ,                    ,A                             ,A                      ,                         ,C                        ,                   ,                         ,                     ,A                                    ,C                        ,                    ,                        ,                       ,                          ,                      ,R                   ,                      ,                       ,                          ,from IR. Ch 6. Table 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,N21               ,              ,167,1012,A, 20,X,CC,  15.00,    179.3900,Kennett  ,Planktonic Foraminifers                      ,A              ,G                 ,                              ,                 ,                                       ,                       ,                 ,                      ,C                    ,                    ,A                             ,C                      ,                         ,F                        ,                   ,                         ,                     ,F                                    ,                         ,                    ,                        ,                       ,                          ,F                     ,                    ,                      ,                       ,                          ,from IR. Ch 6. Table 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,N21               ,              ,167,1012,A, 21,X,CC,  73.00,    187.0500,Kennett  ,Planktonic Foraminifers                      ,A              ,M                 ,                              ,C                ,                                       ,                       ,                 ,                      ,A                    ,                    ,A                             ,A                      ,R                        ,                         ,R                  ,                         ,                     ,C                                    ,                         ,                    ,                        ,                       ,R                         ,                      ,                    ,                      ,                       ,                          ,from IR. Ch 6. Table 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,N21               ,              ,167,1012,A, 22,X,CC,  30.00,    195.1800,Kennett  ,Planktonic Foraminifers                      ,A              ,G                 ,                              ,C                ,                                       ,                       ,                 ,                      ,C                    ,                    ,A                             ,A                      ,R                        ,F                        ,R                  ,F                        ,R                    ,C                                    ,                         ,F                   ,                        ,                       ,                          ,                      ,                    ,                      ,                       ,                          ,from IR. Ch 6. Table 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,N21               ,              ,167,1012,A, 23,X,CC,  28.00,    205.9200,Kennett  ,Planktonic Foraminifers                      ,A              ,M                 ,                              ,C                ,                                       ,                       ,                 ,                      ,A                    ,                    ,                              ,A                      ,R                        ,A                        ,R                  ,R                        ,                     ,A                                    ,                         ,C                   ,R                       ,R                      ,                          ,                      ,                    ,                      ,                       ,                          ,from IR. Ch 6. Table 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,N21               ,              ,167,1012,A, 24,X,CC,  25.00,    215.7800,Kennett  ,Planktonic Foraminifers                      ,C              ,M                 ,                              ,F                ,                                       ,                       ,                 ,                      ,C                    ,                    ,A                             ,A                      ,                         ,                         ,R                  ,                         ,R                    ,                                     ,A                        ,+                   ,                        ,                       ,                          ,                      ,                    ,                      ,                       ,                          ,"G. inflata recorded as ""I"". from IR. Ch 6. Table 4."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,N21               ,              ,167,1012,A, 25,X,CC,  31.00,    225.4600,Kennett  ,Planktonic Foraminifers                      ,F              ,M                 ,                              ,R                ,                                       ,                       ,                 ,                      ,C                    ,                    ,A                             ,A                      ,                         ,                         ,R                  ,                         ,                     ,                                     ,                         ,R                   ,                        ,                       ,                          ,                      ,                    ,                      ,                       ,                          ,from IR. Ch 6. Table 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,N21               ,              ,167,1012,A, 26,X,CC,  32.00,    236.0500,Kennett  ,Planktonic Foraminifers                      ,A              ,M                 ,                              ,F                ,                                       ,                       ,                 ,                      ,A                    ,R                   ,                              ,                       ,R                        ,C                        ,                   ,                         ,                     ,F                                    ,A                        ,A                   ,                        ,                       ,                          ,                      ,                    ,                      ,                       ,                          ,from IR. Ch 6. Table 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,N19               ,N20           ,167,1012,A, 28,X,CC,  30.00,    253.5700,Kennett  ,Planktonic Foraminifers                      ,C              ,G                 ,R                             ,C                ,                                       ,                       ,                 ,                      ,                     ,                    ,                              ,A                      ,R                        ,A                        ,R                  ,R                        ,R                    ,                                     ,                         ,                    ,                        ,                       ,                          ,                      ,                    ,                      ,                       ,                          ,from IR. Ch 6. Table 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,N19               ,N20           ,167,1012,A, 29,X,CC,  33.00,    262.8500,Kennett  ,Planktonic Foraminifers                      ,F              ,M                 ,                              ,R                ,                                       ,                       ,                 ,                      ,                     ,                    ,R                             ,A                      ,                         ,                         ,                   ,                         ,                     ,                                     ,                         ,                    ,                        ,                       ,                          ,                      ,                    ,                      ,                       ,                          ,from IR. Ch 6. Table 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,N17               ,              ,167,1012,A, 30,X,CC,  57.00,    273.9400,Kennett  ,Planktonic Foraminifers                      ,F              ,G                 ,R                             ,R                ,R                                      ,R                      ,F                ,F                     ,F                    ,R                   ,                              ,                       ,                         ,                         ,                   ,                         ,                     ,                                     ,                         ,                    ,                        ,                       ,                          ,                      ,                    ,                      ,                       ,                          ,from IR. Ch 6. Table 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
