Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Theocotylissa ficus,Podocyrtis sinuosa,Lychnocanoma babylonis group,Lithochytris vespertilio,Eusyringium lagena,Thyrsocyrtis tensa,Theocotyle conica,Theocotyle cryptocephala,Spongatractus pachystylus,Podocyrtis papalis,Lithocyclia ocellus,Eusyringium fistuligerum,Dictyoprora mongolfieri,Rhopalocanium ornatum,Phormocyrtis striata striata,Lophocyrtis biaurita,Dictyophimus craticula,Ceratospyris articulata,Calocyclas hispida,Lychnocanoma bellum,Podocyrtis  ampla,Podocyrtis mitra,Calocycloma ampulla,Podocyrtis fasciolata,Anthocyrtoma sp.,Sethochytris triconiscus,Podocyrtis trachodes,Podocyrtis chalara,Lithocyclia aristotelis group,Thyrsocyrtis  tetracantha,Theocorys anapographa,Podocyrtis goetheana,Dictyoprora armadillo,Calocyclas turris,Calocyclas bandyca,Lychnocanoma amphitrite,Dictyoprora pirum,Cryptocarpium azyx,Theocyrtis tuberosa,Lophocyrtis milowi,Lithocyclia angusta,Centrobotrys petrushevskayae,Artophormis gracilis,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,                  ,              ,165, 998,B,  3,R, 1,  17.00,    577.6700,Nigrini  ,Radiolarians                                 ,VR             ,M                 ,                   ,                  ,+                           ,                        ,                  ,                  ,                 ,                        ,                         ,+                 ,                   ,                        ,+                      ,                     ,                            ,                    ,                      ,                       ,                  ,                   ,                 ,                ,                   ,                     ,                ,                        ,                    ,                  ,                             ,                         ,                     ,                    ,                     ,                 ,                  ,                       ,                 ,                  ,                   ,                  ,                   ,                            ,                    ,From 165SR. Chapter 3. Table 2.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,                  ,              ,165, 998,B,  4,R, 5,  34.00,    593.4400,Nigrini  ,Radiolarians                                 ,R              ,P                 ,                   ,                  ,                            ,                        ,                  ,                  ,                 ,                        ,                         ,                  ,                   ,                        ,                       ,                     ,                            ,                    ,                      ,                       ,                  ,                   ,                 ,                ,                   ,                     ,                ,                        ,                    ,                  ,                             ,                         ,                     ,                    ,                     ,                 ,                  ,+                      ,                 ,                  ,+                  ,                  ,                   ,                            ,                    ,From 165SR. Chapter 3. Table 2.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,                  ,              ,165, 998,B,  5,R, 1,  50.00,    597.3000,Nigrini  ,Radiolarians                                 ,T              ,                  ,                   ,                  ,                            ,                        ,                  ,                  ,                 ,                        ,                         ,                  ,                   ,                        ,?                      ,                     ,                            ,                    ,                      ,                       ,                  ,                   ,                 ,                ,                   ,                     ,                ,                        ,                    ,                  ,                             ,                         ,                     ,                    ,                     ,                 ,                  ,+                      ,                 ,                  ,                   ,                  ,                   ,                            ,                    ,From 165SR. Chapter 3. Table 2.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,                  ,              ,165, 998,B,  5,R, 5,  25.00,    603.0500,Nigrini  ,Radiolarians                                 ,VR             ,P                 ,                   ,                  ,                            ,                        ,                  ,                  ,                 ,                        ,                         ,                  ,                   ,+                       ,+                      ,                     ,                            ,                    ,                      ,                       ,                  ,                   ,                 ,                ,                   ,                     ,                ,                        ,                    ,                  ,                             ,                         ,                     ,                    ,                     ,                 ,                  ,+                      ,                 ,                  ,                   ,                  ,                   ,                            ,                    ,From 165SR. Chapter 3. Table 2.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,                  ,              ,165, 998,B,  6,R, 1,  21.00,    606.5100,Nigrini  ,Radiolarians                                 ,R              ,P                 ,                   ,                  ,+                           ,                        ,                  ,                  ,                 ,                        ,                         ,                  ,                   ,                        ,+                      ,                     ,                            ,                    ,                      ,                       ,                  ,                   ,                 ,                ,                   ,                     ,                ,                        ,                    ,                  ,                             ,                         ,                     ,                    ,                     ,                 ,                  ,+                      ,-                ,                  ,                   ,                  ,                   ,                            ,                    ,From 165SR. Chapter 3. Table 2.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,RP18              ,              ,165, 998,B,  6,R, 3,  26.00,    609.5600,Nigrini  ,Radiolarians                                 ,C              ,MG                ,                   ,                  ,+                           ,                        ,                  ,                  ,                 ,                        ,                         ,                  ,                   ,                        ,R                      ,                     ,                            ,                    ,                      ,                       ,                  ,                   ,                 ,                ,                   ,                     ,                ,                        ,                    ,                  ,S                            ,F                        ,                     ,                    ,S                    ,R                ,F                 ,R                      ,                 ,S                 ,                   ,                  ,                   ,                            ,                    ,From 165SR. Chapter 3. Table 2.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,                  ,              ,165, 998,B,  7,R, 1,  30.00,    616.3000,Nigrini  ,Radiolarians                                 ,F              ,MG                ,                   ,                  ,R                           ,                        ,                  ,                  ,                 ,                        ,                         ,R                 ,S                  ,                        ,R                      ,                     ,S                           ,                    ,                      ,                       ,R                 ,                   ,                 ,S               ,                   ,                     ,S               ,                        ,                    ,                  ,R                            ,R                        ,                     ,-                   ,                     ,-                ,                  ,-                      ,                 ,-                 ,                   ,                  ,                   ,                            ,                    ,From 165SR. Chapter 3. Table 2.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,                  ,              ,165, 998,B,  7,R, 3,  13.00,    619.1300,Nigrini  ,Radiolarians                                 ,R              ,P                 ,                   ,                  ,                            ,                        ,                  ,                  ,                 ,                        ,                         ,                  ,                   ,                        ,+                      ,+                    ,                            ,                    ,                      ,                       ,                  ,                   ,                 ,                ,                   ,                     ,                ,                        ,                    ,                  ,                             ,?                        ,                     ,                    ,                     ,+                ,                  ,                       ,                 ,                  ,                   ,                  ,                   ,                            ,                    ,From 165SR. Chapter 3. Table 2.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,RP17              ,              ,165, 998,B,  7,R, 5,   4.00,    622.0400,Nigrini  ,Radiolarians                                 ,R              ,P                 ,                   ,                  ,                            ,                        ,                  ,                  ,                 ,                        ,+                        ,+                 ,+                  ,+                       ,+                      ,+                    ,                            ,                    ,                      ,                       ,                  ,                   ,                 ,                ,                   ,                     ,                ,                        ,                    ,R                 ,                             ,                         ,                     ,                    ,                     ,+                ,                  ,                       ,                 ,                  ,                   ,                  ,                   ,                            ,                    ,Zonal assignment uncertain. From 165SR. Chapter 3. Table 2.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,RP18              ,              ,165, 998,B,  8,R, 1,  17.00,    625.7700,Nigrini  ,Radiolarians                                 ,F              ,M                 ,+                  ,                  ,                            ,                        ,                  ,                  ,                 ,                        ,                         ,+                 ,                   ,                        ,F                      ,                     ,                            ,                    ,                      ,                       ,                  ,+                  ,                 ,                ,                   ,                     ,                ,                        ,                    ,R                 ,                             ,S                        ,                     ,                    ,                     ,+                ,-                 ,                       ,                 ,                  ,                   ,                  ,                   ,                            ,                    ,Zonal assignment uncertain. From 165SR. Chapter 3. Table 2.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,RP18              ,              ,165, 998,B,  8,R, 3,  22.00,    628.8200,Nigrini  ,Radiolarians                                 ,VF             ,M                 ,                   ,                  ,                            ,                        ,                  ,                  ,                 ,                        ,                         ,                  ,                   ,                        ,F                      ,                     ,                            ,                    ,                      ,                       ,                  ,+                  ,                 ,                ,                   ,                     ,                ,                        ,                    ,                  ,                             ,S                        ,                     ,                    ,                     ,R                ,F                 ,                       ,                 ,                  ,                   ,                  ,                   ,                            ,                    ,From 165SR. Chapter 3. Table 2.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,RP18              ,              ,165, 998,B,  8,R, 5,  31.00,    631.9100,Nigrini  ,Radiolarians                                 ,F              ,M                 ,                   ,                  ,                            ,                        ,                  ,                  ,                 ,                        ,                         ,                  ,                   ,                        ,F                      ,                     ,                            ,                    ,                      ,                       ,                  ,                   ,                 ,                ,                   ,                     ,                ,                        ,                    ,                  ,                             ,                         ,                     ,                    ,?                    ,+                ,R                 ,S                      ,S                ,                  ,                   ,                  ,                   ,                            ,                    ,From 165SR. Chapter 3. Table 2.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,RP18              ,              ,165, 998,B,  9,R, 1,  35.00,    635.5500,Nigrini  ,Radiolarians                                 ,R              ,M                 ,                   ,                  ,                            ,+                       ,                  ,                  ,                 ,                        ,+                        ,                  ,                   ,                        ,+                      ,                     ,                            ,                    ,                      ,                       ,                  ,                   ,                 ,S               ,                   ,                     ,                ,                        ,                    ,                  ,                             ,?                        ,                     ,                    ,                     ,+                ,?                 ,                       ,                 ,                  ,                   ,                  ,                   ,                            ,                    ,Zonal assignment uncertain. From 165SR. Chapter 3. Table 2.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,                  ,              ,165, 998,B,  9,R, 3,  36.00,    638.5600,Nigrini  ,Radiolarians                                 ,T              ,                  ,                   ,                  ,                            ,                        ,                  ,                  ,                 ,                        ,                         ,                  ,                   ,                        ,+                      ,                     ,                            ,                    ,                      ,                       ,                  ,                   ,                 ,                ,                   ,                     ,                ,                        ,                    ,                  ,                             ,                         ,                     ,                    ,                     ,+                ,                  ,                       ,                 ,                  ,                   ,                  ,                   ,                            ,                    ,From 165SR. Chapter 3. Table 2.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,RP17              ,RP18          ,165, 998,B,  9,R, 5,  37.00,    641.5700,Nigrini  ,Radiolarians                                 ,R              ,P                 ,                   ,                  ,+                           ,                        ,                  ,                  ,                 ,                        ,                         ,                  ,                   ,                        ,+                      ,                     ,                            ,                    ,                      ,                       ,                  ,                   ,                 ,                ,                   ,                     ,                ,                        ,                    ,                  ,                             ,+                        ,                     ,                    ,                     ,+                ,                  ,                       ,                 ,                  ,                   ,                  ,                   ,                            ,                    ,Zonal assignment uncertain. From 165SR. Chapter 3. Table 2.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,                  ,              ,165, 998,B, 10,R, 1,  36.00,    645.1600,Nigrini  ,Radiolarians                                 ,R              ,M                 ,                   ,                  ,+                           ,                        ,                  ,                  ,                 ,                        ,                         ,                  ,                   ,                        ,+                      ,                     ,                            ,                    ,                      ,                       ,                  ,+                  ,                 ,                ,                   ,                     ,                ,                        ,                    ,                  ,                             ,?                        ,                     ,                    ,                     ,S                ,                  ,                       ,                 ,                  ,                   ,                  ,                   ,                            ,                    ,From 165SR. Chapter 3. Table 2.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,                  ,              ,165, 998,B, 10,R, 5,  36.00,    651.1600,Nigrini  ,Radiolarians                                 ,T              ,                  ,                   ,                  ,+                           ,                        ,                  ,                  ,                 ,                        ,                         ,                  ,                   ,                        ,+                      ,                     ,                            ,                    ,                      ,                       ,                  ,+                  ,                 ,                ,                   ,                     ,                ,                        ,                    ,                  ,                             ,                         ,                     ,                    ,                     ,                 ,                  ,                       ,                 ,                  ,                   ,                  ,                   ,                            ,                    ,From 165SR. Chapter 3. Table 2.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,                  ,              ,165, 998,B, 11,R, 1,  45.00,    654.9500,Nigrini  ,Radiolarians                                 ,VR             ,M                 ,                   ,                  ,+                           ,                        ,                  ,                  ,                 ,                        ,                         ,+                 ,                   ,                        ,+                      ,                     ,                            ,                    ,                      ,+                      ,                  ,                   ,                 ,                ,                   ,                     ,                ,                        ,                    ,                  ,                             ,                         ,                     ,                    ,                     ,?                ,                  ,                       ,                 ,                  ,                   ,                  ,                   ,                            ,                    ,From 165SR. Chapter 3. Table 2.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,                  ,              ,165, 998,B, 11,R, 3,  32.00,    657.8200,Nigrini  ,Radiolarians                                 ,VR             ,MG                ,                   ,                  ,+                           ,                        ,                  ,                  ,                 ,                        ,+                        ,+                 ,                   ,                        ,+                      ,                     ,                            ,                    ,                      ,                       ,                  ,+                  ,                 ,                ,                   ,                     ,                ,                        ,                    ,                  ,?                            ,S                        ,                     ,                    ,                     ,                 ,                  ,                       ,                 ,                  ,                   ,                  ,                   ,                            ,                    ,From 165SR. Chapter 3. Table 2.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,RP17              ,RP18          ,165, 998,B, 12,R, 1,  34.00,    664.4400,Nigrini  ,Radiolarians                                 ,R              ,M                 ,                   ,                  ,                            ,                        ,                  ,                  ,                 ,                        ,                         ,+                 ,                   ,+                       ,+                      ,+                    ,+                           ,                    ,                      ,                       ,                  ,+                  ,                 ,                ,                   ,                     ,                ,                        ,                    ,                  ,                             ,+                        ,                     ,                    ,                     ,+                ,                  ,                       ,                 ,                  ,                   ,                  ,                   ,                            ,                    ,Zonal assignment uncertain. From 165SR. Chapter 3. Table 2.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,                  ,              ,165, 998,B, 12,R, 3,  39.00,    667.4900,Nigrini  ,Radiolarians                                 ,VR             ,M                 ,                   ,                  ,                            ,                        ,                  ,                  ,                 ,                        ,                         ,+                 ,                   ,                        ,+                      ,                     ,                            ,                    ,                      ,                       ,                  ,                   ,                 ,                ,                   ,                     ,                ,                        ,                    ,                  ,                             ,                         ,                     ,                    ,                     ,                 ,                  ,                       ,                 ,                  ,                   ,                  ,                   ,                            ,                    ,From 165SR. Chapter 3. Table 2.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,RP16              ,              ,165, 998,B, 13,R, 3,  40.00,    677.2000,Nigrini  ,Radiolarians                                 ,R              ,M                 ,+                  ,                  ,+                           ,                        ,                  ,                  ,                 ,                        ,                         ,+                 ,                   ,+                       ,+                      ,+                    ,                            ,                    ,                      ,                       ,                  ,                   ,                 ,                ,                   ,                     ,                ,+                       ,                    ,?                 ,+                            ,+                        ,                     ,                    ,                     ,?                ,                  ,                       ,                 ,                  ,                   ,                  ,                   ,                            ,                    ,Zonal assignment uncertain. From 165SR. Chapter 3. Table 2.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,RP16              ,              ,165, 998,B, 13,R, 5,  33.00,    680.1300,Nigrini  ,Radiolarians                                 ,R              ,M                 ,                   ,                  ,+                           ,                        ,                  ,                  ,                 ,                        ,                         ,+                 ,                   ,+                       ,+                      ,+                    ,                            ,                    ,                      ,                       ,                  ,+                  ,                 ,+               ,                   ,                     ,                ,                        ,                    ,?                 ,                             ,                         ,                     ,                    ,+                    ,                 ,                  ,                       ,                 ,                  ,                   ,                  ,                   ,                            ,                    ,Zonal assignment uncertain. From 165SR. Chapter 3. Table 2.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,                  ,              ,165, 998,B, 14,R, 1,  29.00,    683.7900,Nigrini  ,Radiolarians                                 ,F              ,M                 ,+                  ,                  ,                            ,S                       ,                  ,                  ,                 ,                        ,                         ,+                 ,                   ,R                       ,F                      ,R                    ,                            ,                    ,                      ,                       ,R                 ,S                  ,                 ,                ,                   ,                     ,                ,                        ,                    ,R                 ,                             ,                         ,                     ,                    ,R                    ,                 ,                  ,                       ,                 ,                  ,                   ,                  ,                   ,                            ,                    ,From 165SR. Chapter 3. Table 2.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,RP16              ,              ,165, 998,B, 14,R, 3,  32.00,    686.8200,Nigrini  ,Radiolarians                                 ,F              ,G                 ,+                  ,                  ,MR                          ,S                       ,                  ,                  ,                 ,                        ,                         ,                  ,                   ,R                       ,F                      ,R                    ,                            ,                    ,                      ,                       ,R                 ,R                  ,                 ,                ,                   ,                     ,                ,                        ,                    ,R                 ,                             ,R                        ,                     ,?                   ,                     ,                 ,                  ,                       ,                 ,                  ,                   ,                  ,                   ,                            ,                    ,From 165SR. Chapter 3. Table 2.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,RP15              ,              ,165, 998,B, 15,R, 1,  37.00,    693.4700,Nigrini  ,Radiolarians                                 ,F              ,M                 ,S                  ,                  ,R                           ,S                       ,                  ,                  ,                 ,                        ,                         ,S                 ,S                  ,R                       ,F                      ,S                    ,                            ,                    ,                      ,                       ,R                 ,S                  ,                 ,                ,                   ,                     ,                ,                        ,                    ,R                 ,                             ,                         ,S                    ,                    ,                     ,                 ,                  ,                       ,                 ,                  ,                   ,                  ,                   ,                            ,                    ,Zonal assignment uncertain. From 165SR. Chapter 3. Table 2.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,RP15              ,RP16          ,165, 998,B, 15,R, 3,  34.00,    696.4400,Nigrini  ,Radiolarians                                 ,F              ,M                 ,                   ,                  ,                            ,S                       ,                  ,                  ,                 ,                        ,S                        ,                  ,S                  ,R                       ,F                      ,S                    ,                            ,                    ,                      ,                       ,MR                ,S                  ,                 ,                ,                   ,                     ,+               ,                        ,                    ,R                 ,                             ,?                        ,S                    ,                    ,                     ,                 ,                  ,                       ,                 ,                  ,                   ,                  ,                   ,                            ,                    ,Zonal assignment uncertain. From 165SR. Chapter 3. Table 2.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,                  ,              ,165, 998,B, 15,R, 5,  21.00,    698.5100,Nigrini  ,Radiolarians                                 ,R              ,M                 ,                   ,                  ,                            ,                        ,                  ,                  ,                 ,                        ,                         ,                  ,                   ,+                       ,+                      ,                     ,                            ,                    ,                      ,                       ,+                 ,                   ,                 ,                ,S                  ,                     ,                ,                        ,                    ,+                 ,                             ,                         ,                     ,                    ,                     ,                 ,                  ,                       ,                 ,                  ,                   ,                  ,                   ,                            ,                    ,From 165SR. Chapter 3. Table 2.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,RP15              ,RP16          ,165, 998,B, 16,R, 1,  49.00,    703.1900,Nigrini  ,Radiolarians                                 ,F              ,M                 ,                   ,                  ,R                           ,R                       ,                  ,                  ,                 ,                        ,                         ,S                 ,S                  ,R                       ,F                      ,S                    ,                            ,                    ,                      ,                       ,R                 ,                   ,                 ,                ,                   ,                     ,S               ,R                       ,                    ,R                 ,?                            ,                         ,                     ,                    ,                     ,                 ,                  ,                       ,                 ,                  ,                   ,                  ,                   ,                            ,                    ,From 165SR. Chapter 3. Table 2.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,RP15              ,RP16          ,165, 998,B, 16,R, 3,  19.00,    705.8900,Nigrini  ,Radiolarians                                 ,F              ,M                 ,                   ,                  ,                            ,R                       ,                  ,                  ,                 ,                        ,                         ,S                 ,S                  ,R                       ,F                      ,                     ,                            ,                    ,                      ,                       ,R                 ,S                  ,                 ,                ,                   ,                     ,S               ,S                       ,                    ,R                 ,                             ,                         ,                     ,                    ,                     ,                 ,                  ,                       ,                 ,                  ,                   ,                  ,                   ,                            ,                    ,From 165SR. Chapter 3. Table 2.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,                  ,              ,165, 998,B, 17,R, 3,  37.00,    715.6700,Nigrini  ,Radiolarians                                 ,VR             ,M                 ,                   ,                  ,+                           ,+                       ,                  ,                  ,                 ,                        ,                         ,+                 ,+                  ,                        ,                       ,                     ,                            ,                    ,                      ,                       ,+                 ,                   ,                 ,                ,+                  ,                     ,                ,+                       ,                    ,                  ,                             ,                         ,                     ,                    ,                     ,                 ,                  ,                       ,                 ,                  ,                   ,                  ,                   ,                            ,                    ,From 165SR. Chapter 3. Table 2.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,                  ,              ,165, 998,B, 18,R, 5,  70.00,    728.7000,Nigrini  ,Radiolarians                                 ,T              ,                  ,                   ,                  ,                            ,                        ,                  ,                  ,                 ,                        ,                         ,                  ,+                  ,                        ,+                      ,                     ,                            ,                    ,                      ,                       ,                  ,                   ,                 ,                ,                   ,                     ,                ,                        ,                    ,                  ,                             ,                         ,                     ,                    ,                     ,                 ,                  ,                       ,                 ,                  ,                   ,                  ,                   ,                            ,                    ,From 165SR. Chapter 3. Table 2.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,                  ,              ,165, 998,B, 19,R, 1,  41.00,    732.0100,Nigrini  ,Radiolarians                                 ,T              ,                  ,                   ,                  ,                            ,+                       ,                  ,                  ,                 ,                        ,                         ,                  ,+                  ,                        ,                       ,                     ,                            ,                    ,                      ,                       ,                  ,                   ,                 ,                ,                   ,                     ,                ,                        ,                    ,                  ,                             ,                         ,                     ,                    ,                     ,                 ,                  ,                       ,                 ,                  ,                   ,                  ,                   ,                            ,                    ,From 165SR. Chapter 3. Table 2.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
