Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Stellarima sp.	Rhizosolenia oligocaenica	Rhizosolenia hebetata	Pyxilla (all generic taxa)	Hemiaulus polycystinorum	Hemiaulus insignis	Coscinodiscus rhombicus	Coscinodiscus marginatus	Coscinodiscus hajosiae	Cestodiscus pulchellus	Azpeitia oligocenica	Asterolampra vugaris var. hyalina	Trinacria excavata	Stephanopyxis grunowii	Rouxia granda	Rhizosolenia antarctica	Rouxia obesa	Cestodiscus parmula	Bogorovia veniamini	Asterolampra schmidtii	Hemiaulus pungens	Coscinodiscus lewisianus	Cestodiscus convexus	Cestodiscus antarcticus	Asterolampra acutiloba	Azpeitia oligocenica var. nodosa	Stephanopyxis turris	Sceptroneis pesplanus	Sceptroneis grunowii	Cestodiscus sp.	Cestodiscus robustus	Pseudotriceratium radiosoreticulatum	Navicula udintsevii	Cestodiscus reticulatus	Actinoptychus thumii	Triceratium unguiculatum	Rocella praenitida	Paralia sulcata	Synedra jouseana	Melosira architecturalis	Rocella vigilans	Pseudotriceratium chenevieri	Rocella gelida	Lisitzinia ornata	Paralia clavigera	Stephanopyxis marginata	Coscinodiscus sp.	Nitzschia maleinterpretaria	Rocella schraderi	Hemiaulus taurus	Thalassiosira primalabiata	Rossiella symmetrica	Rossiella paleacea	Azpeitia praenodulifera	Thalassiosira spinosa	Asteromphalus oligocenicus	Raphidodiscus marylandicus	Coscinodiscus blysmos	Thalassiosira spumellaroides	Thalassiosira fraga	Denticulopsis maccollumii	Crucidenticula paranicobarica	Crucidenticula nicobarica	Azpeitia tabularis	Rhizosolenia praebarboi	Nitzschia barronii	Denticulopsis lauta	Denticulopsis hyalina	Azpeitia salisburyana	Actinocyclus ingens  var. nodus	Actinocyclus ingens	Coscinodiscus vulnificus	Denticulopsis hustedtii	Rhizosolenia barboi	Denticulopsis praedimorpha	Denticulopsis dimorpha	Azpeitia nodulifer	Rouxia californica	Denticulopsis dimorpha var. areolata	Rouxia naviculoides	Nitzschia praeinterfrigidaria	Nitzschia porteri	Hemidiscus karstenii	Eucampia antarctica	Thalassiosira oestrupii	Thalassiosira inura	Rhizosolenia styliformis	Nitzschia kerguelenis	Nitzschia denticuloides	Nitzschia cylindrus	Cosmiodiscus insignis	Coscinodiscus elliptopora	Diatoms (unspecified pennate taxa)	Diatoms (unspecified centric taxa)	Chaetoceros spp. (resting spores)	Comment
  SR	                 	                 	                  	              	119	 744	A	 10	H	 4	  46.00	     85.1600	Baldauf  	Diatoms                                      	C              	M                 	              	                         	                     	                          	                        	                  	R                      	C                       	                      	                      	                    	                                 	                  	                      	             	                       	            	                   	                   	                      	                 	                        	                    	                       	                      	                                	                    	                     	                    	               	                    	                                    	                   	                       	                    	                        	                  	               	                	                        	                	                            	              	                 	                 	                       	                 	R                          	                 	                	                          	                    	                  	                       	F                    	F                         	                          	                     	                            	A                  	                         	                             	                         	                  	                       	                  	                   	                     	                     	                               	                   	                        	                       	                   	                          	                      	                  	                  	                                    	                   	                             	                 	                    	                   	                       	                   	                        	                     	                       	                   	                     	                         	                                  	                                  	                                 	from 119 SR Chapter 29 Table 7 pages 566 - 569.

  SR	                 	                 	                  	              	119	 744	A	 10	H	 6	  46.00	     88.1600	Baldauf  	Diatoms                                      	A              	M                 	              	                         	                     	                          	                        	                  	R                      	C                       	                      	R                     	R                   	                                 	                  	                      	             	                       	            	                   	                   	                      	                 	                        	                    	                       	                      	                                	                    	                     	                    	               	                    	                                    	                   	                       	                    	                        	                  	               	                	                        	                	                            	              	                 	                 	                       	                 	                           	                 	                	                          	                    	                  	                       	F                    	R                         	                          	                     	                            	A                  	                         	                             	                         	                  	                       	                  	                   	                     	                     	                               	                   	                        	                       	                   	                          	                      	                  	                  	                                    	                   	                             	                 	                    	                   	                       	                   	                        	                     	                       	                   	                     	                         	                                  	                                  	                                 	from 119 SR Chapter 29 Table 7 pages 566 - 569.

  SR	                 	                 	                  	              	119	 744	A	 10	H	CC	  17.00	     90.0100	Baldauf  	Diatoms                                      	C              	P                 	              	                         	                     	                          	                        	                  	                       	C                       	                      	                      	                    	                                 	                  	                      	             	                       	            	                   	                   	                      	                 	                        	                    	                       	                      	                                	                    	                     	                    	               	                    	                                    	                   	                       	                    	                        	                  	               	F               	                        	                	                            	              	                 	                 	                       	                 	F                          	                 	                	                          	                    	                  	                       	F                    	                          	                          	                     	F                           	C                  	                         	                             	                         	                  	                       	                  	                   	                     	                     	                               	                   	                        	                       	                   	                          	                      	                  	                  	                                    	                   	                             	                 	                    	                   	                       	                   	                        	                     	                       	                   	                     	                         	                                  	                                  	                                 	from 119 SR Chapter 29 Table 7 pages 566 - 569.

  SR	                 	                 	                  	              	119	 744	A	 11	H	 1	  63.00	     90.3300	Baldauf  	Diatoms                                      	A              	M                 	              	                         	                     	                          	                        	                  	                       	A                       	                      	                      	                    	                                 	                  	                      	             	                       	            	                   	                   	                      	                 	                        	                    	                       	                      	                                	                    	                     	                    	               	                    	                                    	                   	                       	                    	                        	                  	               	F               	                        	                	                            	              	                 	                 	                       	                 	R                          	                 	                	                          	                    	                  	                       	C                    	R                         	                          	                     	F                           	F                  	                         	                             	                         	                  	                       	                  	                   	                     	                     	                               	                   	                        	                       	                   	                          	                      	                  	                  	                                    	                   	                             	                 	                    	                   	                       	                   	                        	                     	                       	                   	                     	                         	                                  	                                  	                                 	from 119 SR Chapter 29 Table 7 pages 566 - 569.

  SR	                 	                 	                  	              	119	 744	A	 11	H	 2	  63.00	     91.8300	Baldauf  	Diatoms                                      	A              	M                 	              	                         	                     	                          	                        	                  	                       	F                       	                      	                      	                    	                                 	                  	                      	             	                       	            	                   	                   	                      	                 	                        	                    	                       	                      	                                	                    	                     	                    	               	                    	                                    	                   	                       	                    	                        	                  	               	C               	                        	                	                            	              	                 	                 	                       	                 	                           	                 	                	                          	                    	                  	                       	F                    	R                         	                          	                     	C                           	                   	                         	                             	                         	                  	                       	                  	                   	                     	                     	                               	                   	                        	                       	                   	                          	                      	                  	                  	                                    	                   	                             	                 	                    	                   	                       	                   	                        	                     	                       	                   	                     	                         	                                  	                                  	                                 	from 119 SR Chapter 29 Table 7 pages 566 - 569.

  SR	                 	                 	                  	              	119	 744	A	 11	H	 3	  63.00	     93.3300	Baldauf  	Diatoms                                      	A              	G                 	              	                         	                     	                          	                        	                  	                       	F                       	                      	                      	                    	                                 	R                 	                      	             	                       	            	                   	                   	                      	                 	                        	                    	                       	                      	                                	R                   	                     	                    	               	                    	                                    	                   	                       	                    	                        	                  	               	C               	                        	                	                            	              	                 	                 	                       	                 	R                          	R                	                	                          	                    	                  	R                      	R                    	                          	                          	                     	F                           	                   	                         	                             	                         	                  	                       	                  	                   	                     	                     	                               	                   	                        	                       	                   	                          	                      	                  	                  	                                    	                   	                             	                 	                    	                   	                       	                   	                        	                     	                       	                   	                     	                         	                                  	                                  	                                 	from 119 SR Chapter 29 Table 7 pages 566 - 569.

  SR	                 	                 	                  	              	119	 744	A	 11	H	 4	  63.00	     94.8300	Baldauf  	Diatoms                                      	F              	M                 	              	                         	                     	                          	                        	                  	                       	F                       	                      	R                     	R                   	                                 	R                 	                      	             	                       	            	                   	                   	                      	                 	                        	                    	                       	                      	                                	F                   	                     	                    	               	                    	                                    	                   	                       	                    	                        	                  	R              	R               	                        	                	                            	              	                 	                 	                       	                 	R                          	                 	                	                          	                    	                  	                       	R                    	                          	F                         	                     	F                           	                   	                         	                             	                         	                  	                       	                  	                   	                     	                     	                               	                   	                        	                       	                   	                          	                      	                  	                  	                                    	                   	                             	                 	                    	                   	                       	                   	                        	                     	                       	                   	                     	                         	                                  	                                  	                                 	from 119 SR Chapter 29 Table 7 pages 566 - 569.

  SR	                 	                 	                  	              	119	 744	A	 11	H	 5	  63.00	     96.3300	Baldauf  	Diatoms                                      	F              	M                 	R             	                         	                     	R                         	R                       	                  	                       	R                       	                      	R                     	F                   	                                 	                  	F                     	             	                       	            	                   	                   	                      	                 	                        	R                   	                       	                      	                                	C                   	                     	                    	               	                    	                                    	                   	                       	                    	                        	                  	               	R               	                        	                	                            	R             	                 	                 	                       	                 	R                          	                 	                	                          	                    	                  	                       	F                    	                          	R                         	R                    	                            	                   	                         	                             	                         	                  	                       	                  	                   	                     	                     	                               	                   	                        	                       	                   	                          	                      	                  	                  	                                    	                   	                             	                 	                    	                   	                       	                   	                        	                     	                       	                   	                     	                         	                                  	                                  	                                 	from 119 SR Chapter 29 Table 7 pages 566 - 569.

  SR	                 	                 	                  	              	119	 744	A	 11	H	 6	  63.00	     97.8300	Baldauf  	Diatoms                                      	C              	M                 	              	                         	                     	                          	                        	                  	                       	F                       	                      	R                     	R                   	                                 	R                 	                      	             	                       	            	                   	R                  	                      	                 	                        	                    	                       	                      	                                	                    	                     	                    	               	                    	                                    	                   	                       	                    	                        	                  	               	C               	                        	                	                            	              	                 	                 	                       	                 	R                          	R                	                	                          	R                   	F                 	                       	R                    	R                         	                          	                     	                            	                   	                         	                             	                         	                  	                       	                  	                   	                     	                     	                               	                   	                        	                       	                   	                          	                      	                  	                  	                                    	                   	                             	                 	                    	                   	                       	                   	                        	                     	                       	                   	                     	                         	                                  	                                  	                                 	from 119 SR Chapter 29 Table 7 pages 566 - 569.

  SR	                 	                 	                  	              	119	 744	A	 11	H	CC	  10.00	     98.4100	Baldauf  	Diatoms                                      	C              	M                 	              	                         	R                    	R                         	R                       	                  	                       	F                       	                      	R                     	F                   	                                 	                  	R                     	             	                       	            	                   	F                  	                      	                 	                        	                    	                       	                      	                                	F                   	                     	                    	               	                    	                                    	                   	                       	                    	                        	                  	               	F               	                        	                	                            	R             	                 	                 	                       	R                	                           	R                	                	                          	R                   	F                 	F                      	R                    	                          	                          	                     	                            	                   	                         	                             	                         	                  	                       	                  	                   	                     	                     	                               	                   	                        	                       	                   	                          	                      	                  	                  	                                    	                   	                             	                 	                    	                   	                       	                   	                        	                     	                       	                   	                     	                         	                                  	                                  	                                 	from 119 SR Chapter 29 Table 7 pages 566 - 569.

  SR	                 	                 	                  	              	119	 744	A	 12	H	 1	  60.00	     99.8000	Baldauf  	Diatoms                                      	C              	M                 	R             	                         	R                    	                          	R                       	                  	                       	R                       	                      	R                     	F                   	                                 	                  	R                     	             	                       	            	                   	F                  	                      	                 	                        	                    	                       	                      	                                	R                   	                     	                    	               	                    	                                    	                   	                       	                    	                        	                  	               	F               	                        	                	                            	F             	                 	                 	R                      	R                	                           	                 	                	R                         	R                   	R                 	R                      	                     	                          	                          	                     	                            	                   	                         	                             	                         	                  	                       	                  	                   	                     	                     	                               	                   	                        	                       	                   	                          	                      	                  	                  	                                    	                   	                             	                 	                    	                   	                       	                   	                        	                     	                       	                   	                     	                         	                                  	                                  	                                 	from 119 SR Chapter 29 Table 7 pages 566 - 569.

  SR	                 	                 	                  	              	119	 744	A	 12	H	 2	  60.00	    101.3000	Baldauf  	Diatoms                                      	A              	M                 	              	                         	                     	                          	                        	                  	                       	A                       	                      	                      	                    	                                 	                  	R                     	             	                       	            	                   	                   	                      	                 	                        	                    	                       	                      	                                	                    	                     	                    	               	                    	                                    	                   	                       	                    	                        	C                 	               	A               	                        	                	                            	              	                 	                 	                       	                 	                           	                 	                	                          	                    	                  	R                      	                     	                          	                          	                     	                            	                   	                         	                             	                         	                  	                       	                  	                   	                     	                     	                               	                   	                        	                       	                   	                          	                      	                  	                  	                                    	                   	                             	                 	                    	                   	                       	                   	                        	                     	                       	                   	                     	                         	                                  	                                  	                                 	from 119 SR Chapter 29 Table 7 pages 566 - 569.

  SR	                 	                 	                  	              	119	 744	A	 12	H	 3	  60.00	    102.8000	Baldauf  	Diatoms                                      	A              	M                 	F             	                         	R                    	                          	R                       	                  	                       	F                       	                      	                      	R                   	                                 	R                 	R                     	             	                       	            	                   	                   	                      	                 	                        	                    	                       	                      	                                	                    	                     	                    	               	                    	                                    	                   	                       	                    	                        	                  	               	C               	                        	                	                            	R             	                 	                 	                       	A                	                           	F                	                	R                         	F                   	R                 	                       	                     	                          	                          	                     	                            	                   	                         	                             	                         	                  	                       	                  	                   	                     	                     	                               	                   	                        	                       	                   	                          	                      	                  	                  	                                    	                   	                             	                 	                    	                   	                       	                   	                        	                     	                       	                   	                     	                         	                                  	                                  	                                 	from 119 SR Chapter 29 Table 7 pages 566 - 569.

  SR	                 	                 	                  	              	119	 744	A	 12	H	 4	  60.00	    104.3000	Baldauf  	Diatoms                                      	A              	M                 	R             	                         	R                    	                          	                        	                  	                       	                        	                      	                      	F                   	                                 	                  	R                     	             	                       	            	                   	                   	                      	                 	                        	                    	                       	                      	                                	                    	                     	                    	               	                    	                                    	                   	                       	                    	                        	                  	               	C               	                        	                	                            	C             	                 	                 	                       	F                	                           	F                	R               	                          	                    	                  	                       	                     	                          	                          	                     	                            	                   	                         	                             	                         	                  	                       	                  	                   	                     	                     	                               	                   	                        	                       	                   	                          	                      	                  	                  	                                    	                   	                             	                 	                    	                   	                       	                   	                        	                     	                       	                   	                     	                         	                                  	                                  	                                 	from 119 SR Chapter 29 Table 7 pages 566 - 569.

  SR	                 	                 	                  	              	119	 744	A	 12	H	 5	  60.00	    105.8000	Baldauf  	Diatoms                                      	C              	M                 	              	                         	R                    	R                         	R                       	                  	                       	R                       	                      	R                     	F                   	                                 	R                 	R                     	             	                       	            	                   	                   	                      	                 	                        	                    	                       	                      	                                	                    	                     	                    	               	                    	                                    	                   	                       	R                   	                        	                  	               	F               	                        	R               	                            	F             	F                	                 	                       	F                	                           	R                	R               	                          	                    	                  	                       	                     	                          	                          	                     	                            	                   	                         	                             	                         	                  	                       	                  	                   	                     	                     	                               	                   	                        	                       	                   	                          	                      	                  	                  	                                    	                   	                             	                 	                    	                   	                       	                   	                        	                     	                       	                   	                     	                         	                                  	                                  	                                 	from 119 SR Chapter 29 Table 7 pages 566 - 569.

  SR	                 	                 	                  	              	119	 744	A	 12	H	 6	  60.00	    107.3000	Baldauf  	Diatoms                                      	C              	M                 	              	                         	                     	                          	                        	                  	                       	                        	                      	                      	                    	                                 	                  	                      	             	                       	            	                   	                   	                      	                 	                        	                    	                       	                      	                                	                    	                     	                    	               	                    	                                    	                   	                       	                    	                        	                  	               	                	                        	                	                            	              	R                	                 	                       	                 	A                          	                 	                	                          	                    	                  	                       	                     	                          	                          	                     	                            	                   	                         	                             	                         	                  	                       	                  	                   	                     	                     	                               	                   	                        	                       	                   	                          	                      	                  	                  	                                    	                   	                             	                 	                    	                   	                       	                   	                        	                     	                       	                   	                     	                         	                                  	                                  	                                 	from 119 SR Chapter 29 Table 7 pages 566 - 569.

  SR	                 	                 	                  	              	119	 744	A	 12	H	 7	  61.00	    108.8100	Baldauf  	Diatoms                                      	C              	M                 	              	                         	R                    	                          	R                       	                  	                       	R                       	                      	R                     	                    	                                 	R                 	R                     	             	                       	            	                   	                   	                      	                 	                        	                    	                       	                      	R                               	R                   	                     	                    	               	                    	                                    	                   	                       	                    	                        	                  	               	C               	                        	F               	                            	C             	F                	                 	R                      	F                	                           	                 	                	                          	                    	                  	                       	                     	                          	                          	                     	                            	                   	                         	                             	                         	                  	                       	                  	                   	                     	                     	                               	                   	                        	                       	                   	                          	                      	                  	                  	                                    	                   	                             	                 	                    	                   	                       	                   	                        	                     	                       	                   	                     	                         	                                  	                                  	                                 	from 119 SR Chapter 29 Table 7 pages 566 - 569.

  SR	                 	                 	                  	              	119	 744	A	 12	H	CC	  15.00	    109.0500	Baldauf  	Diatoms                                      	F              	M                 	              	                         	R                    	                          	R                       	                  	                       	R                       	                      	R                     	R                   	                                 	R                 	                      	             	                       	            	                   	R                  	                      	                 	                        	                    	                       	                      	                                	                    	                     	                    	               	                    	                                    	                   	                       	                    	                        	R                 	               	F               	                        	R               	                            	F             	F                	R                	                       	                 	                           	                 	                	                          	                    	                  	                       	                     	                          	                          	                     	                            	                   	                         	                             	                         	                  	                       	                  	                   	                     	                     	                               	                   	                        	                       	                   	                          	                      	                  	                  	                                    	                   	                             	                 	                    	                   	                       	                   	                        	                     	                       	                   	                     	                         	                                  	                                  	                                 	from 119 SR Chapter 29 Table 7 pages 566 - 569.

  SR	                 	                 	                  	              	119	 744	A	 13	H	 1	  60.00	    109.3000	Baldauf  	Diatoms                                      	C              	M                 	              	                         	R                    	                          	R                       	                  	                       	R                       	                      	R                     	                    	                                 	                  	                      	             	                       	            	                   	                   	                      	                 	                        	                    	                       	                      	                                	                    	                     	                    	               	                    	                                    	                   	                       	                    	                        	                  	               	R               	                        	R               	                            	R             	F                	                 	                       	                 	                           	                 	                	                          	                    	                  	                       	                     	                          	                          	                     	                            	                   	                         	                             	                         	                  	                       	                  	                   	                     	                     	                               	                   	                        	                       	                   	                          	                      	                  	                  	                                    	                   	                             	                 	                    	                   	                       	                   	                        	                     	                       	                   	                     	                         	                                  	                                  	                                 	from 119 SR Chapter 29 Table 7 pages 566 - 569.

  SR	                 	                 	                  	              	119	 744	A	 13	H	 2	  60.00	    110.8000	Baldauf  	Diatoms                                      	C              	M                 	              	                         	R                    	                          	R                       	                  	                       	R                       	                      	                      	R                   	                                 	R                 	R                     	             	                       	            	F                  	R                  	                      	                 	                        	                    	                       	                      	                                	F                   	R                    	                    	               	                    	                                    	                   	                       	                    	                        	                  	               	C               	                        	                	                            	              	                 	                 	                       	                 	                           	                 	                	                          	                    	                  	                       	                     	                          	                          	                     	                            	                   	                         	                             	                         	                  	                       	                  	                   	                     	                     	                               	                   	                        	                       	                   	                          	                      	                  	                  	                                    	                   	                             	                 	                    	                   	                       	                   	                        	                     	                       	                   	                     	                         	                                  	                                  	                                 	from 119 SR Chapter 29 Table 7 pages 566 - 569.

  SR	                 	                 	                  	              	119	 744	A	 13	H	 4	  60.00	    113.8000	Baldauf  	Diatoms                                      	C              	M                 	              	                         	R                    	                          	F                       	                  	R                      	R                       	                      	R                     	                    	                                 	                  	R                     	             	                       	            	R                  	                   	                      	R                	                        	R                   	                       	                      	                                	F                   	R                    	                    	               	                    	                                    	                   	                       	                    	                        	R                 	               	F               	                        	R               	                            	              	                 	                 	                       	                 	                           	                 	                	                          	                    	                  	                       	                     	                          	                          	                     	                            	                   	                         	                             	                         	                  	                       	                  	                   	                     	                     	                               	                   	                        	                       	                   	                          	                      	                  	                  	                                    	                   	                             	                 	                    	                   	                       	                   	                        	                     	                       	                   	                     	                         	                                  	                                  	                                 	from 119 SR Chapter 29 Table 7 pages 566 - 569.

  SR	                 	                 	                  	              	119	 744	A	 13	H	 5	  60.00	    115.3000	Baldauf  	Diatoms                                      	C              	G                 	              	                         	R                    	R                         	F                       	                  	R                      	                        	                      	                      	                    	                                 	R                 	R                     	             	                       	            	                   	                   	                      	R                	                        	                    	                       	                      	                                	F                   	                     	                    	               	                    	                                    	                   	                       	                    	                        	                  	               	A               	                        	                	                            	              	                 	                 	                       	                 	                           	                 	                	                          	                    	                  	                       	                     	                          	                          	                     	                            	                   	                         	                             	                         	                  	                       	                  	                   	                     	                     	                               	                   	                        	                       	                   	                          	                      	                  	                  	                                    	                   	                             	                 	                    	                   	                       	                   	                        	                     	                       	                   	                     	                         	                                  	                                  	                                 	from 119 SR Chapter 29 Table 7 pages 566 - 569.

  SR	                 	                 	                  	              	119	 744	A	 13	H	CC	  16.00	    118.3300	Baldauf  	Diatoms                                      	F              	M                 	              	                         	                     	R                         	R                       	                  	                       	                        	                      	R                     	R                   	                                 	R                 	R                     	             	                       	            	                   	                   	                      	                 	                        	                    	                       	                      	                                	F                   	                     	                    	               	                    	                                    	                   	                       	R                   	                        	                  	               	F               	                        	                	                            	              	                 	                 	                       	                 	                           	                 	                	                          	                    	                  	                       	                     	                          	                          	                     	                            	                   	                         	                             	                         	                  	                       	                  	                   	                     	                     	                               	                   	                        	                       	                   	                          	                      	                  	                  	                                    	                   	                             	                 	                    	                   	                       	                   	                        	                     	                       	                   	                     	                         	                                  	                                  	                                 	from 119 SR Chapter 29 Table 7 pages 566 - 569.

  SR	                 	                 	                  	              	119	 744	A	 14	H	 1	  64.00	    118.8400	Baldauf  	Diatoms                                      	A              	M                 	R             	                         	R                    	                          	F                       	R                 	R                      	                        	                      	R                     	                    	                                 	F                 	R                     	R            	                       	            	R                  	                   	                      	                 	                        	                    	                       	                      	                                	F                   	                     	                    	               	                    	                                    	                   	                       	                    	                        	                  	               	F               	R                       	                	F                           	              	                 	                 	                       	                 	                           	                 	                	                          	                    	                  	                       	                     	                          	                          	                     	                            	                   	                         	                             	                         	                  	                       	                  	                   	                     	                     	                               	                   	                        	                       	                   	                          	                      	                  	                  	                                    	                   	                             	                 	                    	                   	                       	                   	                        	                     	                       	                   	                     	                         	                                  	                                  	                                 	from 119 SR Chapter 29 Table 7 pages 566 - 569.

  SR	                 	                 	                  	              	119	 744	A	 14	H	 2	  60.00	    120.3000	Baldauf  	Diatoms                                      	F              	M                 	              	                         	R                    	R                         	F                       	F                 	                       	R                       	                      	R                     	                    	                                 	R                 	F                     	F            	                       	R           	                   	                   	R                     	                 	                        	                    	                       	                      	                                	F                   	R                    	                    	               	                    	                                    	                   	                       	                    	                        	                  	R              	R               	                        	F               	                            	              	                 	                 	                       	                 	                           	                 	                	                          	                    	                  	                       	                     	                          	                          	                     	                            	                   	                         	                             	                         	                  	                       	                  	                   	                     	                     	                               	                   	                        	                       	                   	                          	                      	                  	                  	                                    	                   	                             	                 	                    	                   	                       	                   	                        	                     	                       	                   	                     	                         	                                  	                                  	                                 	from 119 SR Chapter 29 Table 7 pages 566 - 569.

  SR	                 	                 	                  	              	119	 744	A	 14	H	 4	  60.00	    123.3000	Baldauf  	Diatoms                                      	C              	M                 	R             	                         	R                    	R                         	R                       	F                 	                       	F                       	                      	F                     	                    	                                 	R                 	R                     	R            	                       	R           	                   	                   	R                     	                 	                        	                    	                       	R                     	                                	R                   	R                    	                    	               	                    	                                    	                   	R                      	                    	                        	R                 	               	R               	R                       	                	                            	              	                 	                 	                       	                 	                           	                 	                	                          	                    	                  	                       	                     	                          	                          	                     	                            	                   	                         	                             	                         	                  	                       	                  	                   	                     	                     	                               	                   	                        	                       	                   	                          	                      	                  	                  	                                    	                   	                             	                 	                    	                   	                       	                   	                        	                     	                       	                   	                     	                         	                                  	                                  	                                 	from 119 SR Chapter 29 Table 7 pages 566 - 569.

  SR	                 	                 	                  	              	119	 744	A	 14	H	 5	  60.00	    124.8000	Baldauf  	Diatoms                                      	C              	M                 	              	                         	F                    	F                         	                        	C                 	                       	R                       	                      	R                     	R                   	                                 	R                 	                      	R            	                       	R           	                   	                   	R                     	                 	                        	R                   	R                      	                      	                                	                    	                     	                    	R              	R                   	                                    	                   	R                      	                    	                        	                  	R              	                	                        	                	                            	              	                 	                 	                       	                 	                           	                 	                	                          	                    	                  	                       	                     	                          	                          	                     	                            	                   	                         	                             	                         	                  	                       	                  	                   	                     	                     	                               	                   	                        	                       	                   	                          	                      	                  	                  	                                    	                   	                             	                 	                    	                   	                       	                   	                        	                     	                       	                   	                     	                         	                                  	                                  	                                 	from 119 SR Chapter 29 Table 7 pages 566 - 569.

  SR	                 	                 	                  	              	119	 744	A	 14	H	CC	  11.00	    127.6600	Baldauf  	Diatoms                                      	F              	M                 	              	                         	R                    	F                         	                        	R                 	                       	R                       	                      	                      	                    	                                 	                  	                      	             	                       	            	                   	                   	                      	                 	                        	R                   	                       	                      	                                	R                   	                     	                    	               	                    	                                    	                   	R                      	                    	                        	                  	               	                	                        	                	                            	              	                 	                 	                       	                 	                           	                 	                	                          	                    	                  	                       	                     	                          	                          	                     	                            	                   	                         	                             	                         	                  	                       	                  	                   	                     	                     	                               	                   	                        	                       	                   	                          	                      	                  	                  	                                    	                   	                             	                 	                    	                   	                       	                   	                        	                     	                       	                   	                     	                         	                                  	                                  	                                 	from 119 SR Chapter 29 Table 7 pages 566 - 569.

  SR	                 	                 	                  	              	119	 744	A	 15	H	 1	  60.00	    128.3000	Baldauf  	Diatoms                                      	A              	M                 	              	R                        	                     	R                         	F                       	R                 	                       	F                       	                      	R                     	R                   	                                 	                  	F                     	R            	                       	            	                   	                   	R                     	                 	                        	R                   	                       	R                     	                                	F                   	                     	                    	               	                    	R                                   	                   	R                      	                    	                        	R                 	               	                	                        	                	                            	              	                 	                 	                       	                 	                           	                 	                	                          	                    	                  	                       	                     	                          	                          	                     	                            	                   	                         	                             	                         	                  	                       	                  	                   	                     	                     	                               	                   	                        	                       	                   	                          	                      	                  	                  	                                    	                   	                             	                 	                    	                   	                       	                   	                        	                     	                       	                   	                     	                         	                                  	                                  	                                 	from 119 SR Chapter 29 Table 7 pages 566 - 569.

  SR	                 	                 	                  	              	119	 744	A	 15	H	 2	  60.00	    129.8000	Baldauf  	Diatoms                                      	C              	M                 	              	R                        	R                    	R                         	C                       	F                 	R                      	F                       	R                     	R                     	                    	                                 	                  	                      	F            	                       	R           	                   	                   	R                     	                 	                        	R                   	                       	R                     	                                	F                   	                     	                    	R              	                    	                                    	                   	R                      	                    	                        	                  	               	                	                        	                	                            	              	                 	                 	                       	                 	                           	                 	                	                          	                    	                  	                       	                     	                          	                          	                     	                            	                   	                         	                             	                         	                  	                       	                  	                   	                     	                     	                               	                   	                        	                       	                   	                          	                      	                  	                  	                                    	                   	                             	                 	                    	                   	                       	                   	                        	                     	                       	                   	                     	                         	                                  	                                  	                                 	from 119 SR Chapter 29 Table 7 pages 566 - 569.

  SR	                 	                 	                  	              	119	 744	A	 15	H	 4	  60.00	    132.8000	Baldauf  	Diatoms                                      	A              	G                 	              	R                        	R                    	                          	F                       	F                 	                       	R                       	                      	F                     	C                   	R                                	                  	F                     	R            	                       	            	R                  	                   	R                     	                 	                        	C                   	                       	R                     	F                               	R                   	                     	                    	R              	                    	                                    	                   	F                      	                    	                        	                  	               	                	                        	                	                            	              	                 	                 	                       	                 	                           	                 	                	                          	                    	                  	                       	                     	                          	                          	                     	                            	                   	                         	                             	                         	                  	                       	                  	                   	                     	                     	                               	                   	                        	                       	                   	                          	                      	                  	                  	                                    	                   	                             	                 	                    	                   	                       	                   	                        	                     	                       	                   	                     	                         	                                  	                                  	                                 	from 119 SR Chapter 29 Table 7 pages 566 - 569.

  SR	                 	                 	                  	              	119	 744	A	 15	H	 5	  60.00	    134.3000	Baldauf  	Diatoms                                      	A              	M                 	              	                         	R                    	                          	C                       	F                 	                       	R                       	                      	F                     	                    	                                 	                  	                      	R            	                       	            	                   	                   	R                     	                 	                        	R                   	R                      	                      	F                               	F                   	                     	                    	               	R                   	                                    	                   	R                      	R                   	R                       	                  	               	                	                        	                	                            	              	                 	                 	                       	                 	                           	                 	                	                          	                    	                  	                       	                     	                          	                          	                     	                            	                   	                         	                             	                         	                  	                       	                  	                   	                     	                     	                               	                   	                        	                       	                   	                          	                      	                  	                  	                                    	                   	                             	                 	                    	                   	                       	                   	                        	                     	                       	                   	                     	                         	                                  	                                  	                                 	from 119 SR Chapter 29 Table 7 pages 566 - 569.

