Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Heterohelix sp.	Hedbergella sp.	Globotruncana ventricosa	Archaeoglobigerina sp.	Tenuitella sp.	Praeorbulina sicana	Paragloborotalia mayeri	Paragloborotalia continuosa	Globoquadrina venezuelana	Globoquadrina dehiscens	Globigerinoides trilobus s.l.	Globigerinoides ruber  s. I. (white)	Globigerinoides bisphericus	Globigerinoides altiapertura	Globigerinita uvula	Globigerinita glutinata s. I	Globigerinella praesiphonifera	Globigerinatella sp.	Globigerinatella insueta	Globigerina woodi s. 1.	Dentoglobigerina larmeui	Dentoglobigerina baroemoenensis	Dentoglobigerina altispira	Globigerinoides mitra	Fohsella peripheroronda	Globoquadrina binaiensis	Globigerinoides obliquus	Catapsydrax unicavus	Sphaeroidinellopsis disjuncta	Sphaeroidinellopsis kochi	Praeorbulina glomerosa	Praeorbulina curva	Praeorbulina circularis	Orbulina universa	Orbulina suturalis	Fohsella robusta	Fohsella praefohsi	Fohsella peripheroacuta	Fohsella lobata	Fohsella fohsi	Clavatorella bermudezi	Sphaeroidinellopsis seminulina	Sphaeroidinella dehiscens	Candeina nitida	Globorotalia archeomenardii	Globigerinella siphonifera	Globoturborotalita nepenthes	Globorotalia praemenardii	Streptochilus spp.	Sphaeroidinella paenedehiscens	Pulleniatina primalis	Neogloboquadrina acostaensis	Globorotalia tumida	Globorotalia plesiotumida	Globorotalia limbata	Globigerinoides sacculifer	Globigerinoides conglobatus	Pulleniatina obliquiloculata	Globoturborotalita rubescens	Sphaeroidinella excavata	Pulleniatina praespectabilis	Neogloboquadrina dutertrei	Globorotalia scitula	Globorotalia hexagonus	Globigerinoides extremus	Globorotalia multicamerata	Globorotalia flexuosa	Pulleniatina spectabilis	Neogloboquadrina humerosa	Globorotalia margaritae	Pulleniatina praecursor	Pulleniatina finalis	Globorotalia ungulata	Tenuitella iota	Globorotalia menardii s.l.	Globorotalia crassaformis	Clavatorella nicobarensis	Globigerinoides fistulosus	Globoquadrina sp.	Globorotalia tosaensis	Globigerina bulloides s. I.	Globorotalia truncatulinoides	Globorotalia inflata	Globorotalia hirsuta	Globoturborotalita tenella	Globigerinoides ruber (pink)	Comment

  SR	Pliocene         	                 	N22               	N21           	144	 873	B	  1	H	 5	  36.00	      5.7700	Pearson  	Planktonic Foraminifers                      	               	                  	               	               	                        	                      	              	                   	                       	                           	                         	                       	F                            	R                                   	                           	                            	                   	R                           	                              	                    	R                       	                       	                        	                               	                          	                     	                       	                        	                        	                    	                             	                         	                      	                  	                       	R                	                  	                	                  	                       	               	              	                      	                              	F                        	R              	                           	F                         	                            	                         	R                 	R                             	R                    	                            	F                  	                         	                    	F                         	R                          	R                           	R                           	                        	                            	R                         	R                   	R                     	R                       	                          	                     	                        	R                        	                       	F                      	                    	R                    	R              	R                         	R                        	                         	R                         	R                	                      	R                          	                             	                    	                    	                          	                            	from Leg 144 SR; Ch 2; Table 7; p 40-41

  SR	Pliocene         	                 	N22               	N21           	144	 873	B	  1	H	CC	   9.00	      5.9400	Pearson  	Planktonic Foraminifers                      	               	                  	               	               	                        	                      	              	                   	                       	                           	                         	                       	C                            	R                                   	                           	                            	                   	F                           	                              	                    	                        	                       	                        	                               	                          	                     	                       	                        	                        	                    	                             	                         	                      	                  	                       	R                	R                 	                	                  	                       	               	              	                      	                              	F                        	R              	                           	R                         	                            	                         	R                 	                              	                     	                            	C                  	                         	                    	R                         	R                          	                            	R                           	R                       	                            	R                         	R                   	R                     	R                       	                          	                     	                        	                         	                       	F                      	                    	R                    	R              	                          	R                        	                         	F                         	R                	                      	R                          	                             	                    	                    	                          	                            	from Leg 144 SR; Ch 2; Table 7; p 40-41

  SR	Pliocene         	                 	N22               	N21           	144	 873	B	  2	H	 1	  36.00	      6.8600	Pearson  	Planktonic Foraminifers                      	               	                  	               	               	                        	                      	              	                   	                       	                           	                         	                       	F                            	F                                   	                           	                            	                   	R                           	                              	                    	                        	                       	                        	                               	                          	                     	                       	                        	                        	                    	                             	                         	                      	                  	                       	F                	                  	                	                  	                       	               	              	                      	                              	F                        	R              	                           	R                         	                            	                         	R                 	                              	                     	                            	F                  	                         	R                   	R                         	F                          	                            	R                           	                        	                            	R                         	                    	R                     	                        	R                         	                     	                        	                         	                       	F                      	                    	R                    	R              	R                         	R                        	                         	R                         	R                	                      	                           	                             	                    	                    	                          	                            	from Leg 144 SR; Ch 2; Table 7; p 40-41

  SR	Pliocene         	                 	N22               	N21           	144	 873	B	  2	H	 2	  36.00	      8.2800	Pearson  	Planktonic Foraminifers                      	               	                  	               	               	                        	                      	              	                   	                       	                           	                         	                       	F                            	F                                   	                           	                            	                   	R                           	                              	                    	                        	                       	                        	                               	                          	                     	                       	                        	                        	                    	                             	                         	                      	                  	                       	F                	R                 	                	                  	                       	               	              	                      	                              	F                        	R              	                           	R                         	                            	                         	R                 	                              	                     	                            	R                  	                         	R                   	R                         	R                          	                            	R                           	R                       	                            	                          	R                   	                      	R                       	R                         	                     	                        	                         	                       	F                      	                    	                     	R              	                          	R                        	                         	R                         	R                	R                     	                           	                             	                    	                    	                          	                            	from Leg 144 SR; Ch 2; Table 7; p 40-41

  SR	Pliocene         	                 	N22               	N21           	144	 873	B	  2	H	 3	  36.00	      9.7200	Pearson  	Planktonic Foraminifers                      	               	                  	               	               	                        	                      	              	                   	                       	                           	                         	                       	F                            	F                                   	                           	                            	                   	R                           	                              	                    	                        	                       	                        	                               	                          	                     	                       	                        	                        	                    	                             	                         	                      	                  	                       	R                	R                 	                	                  	                       	               	              	                      	                              	F                        	               	                           	R                         	                            	                         	R                 	                              	                     	                            	F                  	                         	R                   	R                         	R                          	                            	                            	                        	                            	R                         	R                   	R                     	R                       	R                         	                     	                        	                         	                       	F                      	                    	                     	R              	                          	R                        	                         	R                         	R                	                      	                           	                             	                    	                    	                          	                            	from Leg 144 SR; Ch 2; Table 7; p 40-41

  SR	Pliocene         	                 	N22               	N21           	144	 873	B	  2	H	 4	  36.00	     11.2200	Pearson  	Planktonic Foraminifers                      	               	                  	               	               	                        	                      	              	                   	                       	                           	                         	                       	F                            	F                                   	                           	                            	                   	R                           	                              	                    	                        	                       	                        	                               	                          	                     	                       	                        	                        	                    	                             	                         	                      	                  	                       	R                	                  	                	                  	                       	               	              	                      	                              	F                        	R              	                           	R                         	                            	                         	R                 	                              	                     	                            	F                  	                         	R                   	R                         	R                          	                            	                            	                        	                            	R                         	R                   	R                     	R                       	R                         	R                    	                        	R                        	                       	R                      	                    	R                    	R              	R                         	R                        	                         	R                         	R                	                      	                           	                             	                    	                    	                          	                            	from Leg 144 SR; Ch 2; Table 7; p 40-41

  SR	Pliocene         	                 	N22               	N21           	144	 873	B	  2	H	 5	  36.00	     12.7200	Pearson  	Planktonic Foraminifers                      	               	                  	               	               	                        	                      	              	                   	                       	                           	                         	                       	F                            	R                                   	                           	                            	                   	R                           	                              	                    	                        	                       	                        	                               	F                         	                     	                       	                        	R                       	                    	                             	                         	                      	                  	                       	R                	                  	                	                  	                       	               	              	                      	                              	R                        	R              	                           	R                         	                            	                         	                  	                              	                     	                            	F                  	                         	                    	R                         	R                          	                            	R                           	                        	                            	                          	R                   	                      	R                       	R                         	                     	                        	R                        	                       	R                      	                    	R                    	R              	R                         	R                        	                         	?                         	                 	                      	                           	                             	                    	                    	                          	                            	from Leg 144 SR; Ch 2; Table 7; p 40-41

  SR	Pliocene         	                 	N22               	N21           	144	 873	B	  2	H	 6	  43.00	     14.2800	Pearson  	Planktonic Foraminifers                      	               	                  	               	               	                        	                      	              	                   	                       	                           	                         	                       	F                            	R                                   	                           	                            	                   	R                           	                              	                    	                        	                       	                        	                               	F                         	                     	                       	                        	R                       	                    	                             	R                        	                      	                  	                       	R                	                  	                	                  	                       	               	              	                      	                              	R                        	R              	                           	R                         	                            	                         	                  	R                             	R                    	                            	F                  	                         	R                   	R                         	R                          	                            	                            	                        	                            	                          	                    	R                     	R                       	                          	R                    	                        	R                        	                       	R                      	                    	                     	               	R                         	R                        	                         	                          	                 	                      	                           	                             	                    	                    	                          	                            	from Leg 144 SR; Ch 2; Table 7; p 40-41

  SR	Pliocene         	                 	N22               	N21           	144	 873	B	  2	H	CC	  14.00	     14.5800	Pearson  	Planktonic Foraminifers                      	               	                  	               	               	                        	                      	              	                   	R                      	                           	                         	                       	R                            	R                                   	                           	                            	                   	R                           	                              	                    	                        	                       	                        	                               	F                         	                     	                       	                        	                        	                    	                             	R                        	                      	                  	                       	R                	                  	                	                  	                       	               	              	                      	                              	R                        	               	                           	R                         	                            	                         	R                 	F                             	R                    	R                           	F                  	                         	                    	R                         	R                          	                            	                            	                        	                            	                          	                    	R                     	R                       	                          	                     	                        	R                        	                       	R                      	                    	R                    	R              	R                         	R                        	R                        	                          	                 	                      	                           	                             	                    	                    	                          	                            	light reworking; from Leg 144 SR; Ch 2; Table 7; p 40-41

  SR	Pliocene         	                 	N22               	N21           	144	 873	B	  3	H	 1	  36.00	     16.3600	Pearson  	Planktonic Foraminifers                      	               	                  	               	               	                        	                      	              	                   	                       	                           	                         	                       	R                            	R                                   	                           	                            	                   	R                           	                              	                    	                        	                       	                        	                               	F                         	                     	                       	                        	F                       	                    	                             	                         	                      	                  	                       	R                	R                 	                	                  	                       	               	              	                      	                              	R                        	R              	                           	R                         	                            	                         	R                 	F                             	R                    	R                           	F                  	                         	R                   	R                         	F                          	R                           	                            	R                       	                            	                          	                    	R                     	R                       	R                         	R                    	                        	R                        	                       	R                      	                    	R                    	R              	                          	                         	                         	                          	                 	                      	                           	                             	                    	                    	                          	                            	moderate downhole contamination; from Leg 144 SR; Ch 2; Table 7; p 40-41

  SR	Pliocene         	                 	N22               	N21           	144	 873	B	  3	H	 2	  36.00	     17.4200	Pearson  	Planktonic Foraminifers                      	               	                  	               	               	                        	                      	              	                   	                       	                           	                         	                       	F                            	                                    	                           	                            	                   	R                           	                              	                    	                        	                       	                        	                               	F                         	                     	                       	                        	                        	                    	                             	R                        	                      	                  	                       	R                	R                 	                	                  	                       	               	              	                      	                              	R                        	R              	                           	R                         	                            	                         	R                 	F                             	R                    	R                           	F                  	                         	R                   	R                         	R                          	R                           	                            	                        	                            	                          	                    	R                     	F                       	R                         	                     	                        	                         	                       	R                      	R                   	R                    	               	                          	                         	                         	                          	                 	                      	                           	                             	                    	                    	                          	                            	moderate downhole contamination; from Leg 144 SR; Ch 2; Table 7; p 40-41

  SR	Pliocene         	                 	N19               	              	144	 873	B	  3	H	 3	  36.00	     18.9200	Pearson  	Planktonic Foraminifers                      	               	                  	               	               	                        	                      	              	                   	                       	                           	                         	                       	F                            	                                    	                           	                            	                   	R                           	                              	                    	                        	                       	                        	                               	R                         	                     	                       	                        	R                       	                    	                             	R                        	                      	                  	                       	R                	R                 	                	                  	                       	               	              	                      	                              	R                        	R              	                           	R                         	                            	                         	                  	F                             	R                    	R                           	R                  	                         	R                   	R                         	R                          	                            	                            	                        	                            	                          	R                   	R                     	R                       	                          	                     	R                       	R                        	R                      	                       	                    	                     	               	                          	                         	                         	                          	                 	                      	                           	                             	                    	                    	                          	                            	from Leg 144 SR; Ch 2; Table 7; p 40-41

  SR	Pliocene         	                 	N19               	              	144	 873	B	  3	H	 4	  36.00	     20.4200	Pearson  	Planktonic Foraminifers                      	               	                  	               	               	                        	                      	              	                   	                       	                           	                         	                       	F                            	                                    	                           	                            	                   	R                           	                              	                    	                        	R                      	                        	                               	R                         	                     	                       	                        	                        	                    	                             	R                        	                      	                  	                       	R                	                  	                	                  	                       	               	              	                      	                              	R                        	               	                           	R                         	R                           	                         	R                 	F                             	R                    	R                           	R                  	                         	R                   	R                         	R                          	                            	                            	                        	R                           	                          	                    	R                     	R                       	R                         	                     	R                       	R                        	R                      	                       	                    	                     	               	                          	                         	                         	                          	                 	                      	                           	                             	                    	                    	                          	                            	from Leg 144 SR; Ch 2; Table 7; p 40-41

  SR	Pliocene         	                 	N19               	              	144	 873	B	  3	H	 5	  36.00	     21.9200	Pearson  	Planktonic Foraminifers                      	               	                  	               	               	                        	                      	              	                   	                       	                           	                         	                       	R                            	                                    	                           	                            	                   	R                           	                              	                    	                        	R                      	                        	                               	F                         	                     	                       	                        	R                       	                    	                             	R                        	                      	                  	                       	R                	                  	                	                  	                       	               	              	                      	                              	R                        	R              	                           	R                         	R                           	                         	R                 	F                             	R                    	R                           	R                  	                         	                    	R                         	F                          	                            	                            	                        	R                           	                          	                    	                      	                        	                          	R                    	R                       	                         	                       	                       	                    	                     	               	                          	                         	                         	                          	                 	                      	                           	                             	                    	                    	                          	                            	from Leg 144 SR; Ch 2; Table 7; p 40-41

  SR	Pliocene         	                 	N19               	              	144	 873	B	  3	H	 6	  36.00	     23.4200	Pearson  	Planktonic Foraminifers                      	               	                  	               	               	                        	                      	              	                   	                       	                           	                         	                       	R                            	                                    	                           	                            	                   	R                           	                              	                    	                        	R                      	                        	                               	F                         	                     	                       	                        	R                       	                    	                             	R                        	                      	                  	                       	F                	                  	                	                  	                       	               	              	                      	R                             	R                        	R              	                           	R                         	R                           	                         	                  	F                             	R                    	                            	F                  	                         	R                   	R                         	R                          	                            	R                           	                        	R                           	                          	                    	R                     	R                       	R                         	R                    	                        	                         	                       	                       	                    	                     	               	                          	                         	                         	                          	                 	                      	                           	                             	                    	                    	                          	                            	from Leg 144 SR; Ch 2; Table 7; p 40-41

  SR	Pliocene         	                 	N18               	              	144	 873	B	  3	H	 7	  36.00	     24.9200	Pearson  	Planktonic Foraminifers                      	               	                  	               	               	                        	                      	              	                   	                       	                           	                         	                       	F                            	                                    	                           	                            	                   	R                           	                              	                    	                        	R                      	                        	                               	F                         	                     	                       	                        	R                       	                    	                             	R                        	                      	                  	                       	R                	R                 	                	                  	                       	               	              	                      	R                             	                         	R              	                           	R                         	R                           	R                        	R                 	C                             	R                    	R                           	F                  	                         	                    	R                         	R                          	                            	R                           	                        	R                           	                          	                    	R                     	R                       	                          	                     	                        	                         	                       	                       	                    	                     	               	                          	                         	                         	                          	                 	                      	                           	                             	                    	                    	                          	                            	from Leg 144 SR; Ch 2; Table 7; p 40-41

  SR	Pliocene         	                 	N18               	              	144	 873	B	  3	H	CC	  31.00	     25.4600	Pearson  	Planktonic Foraminifers                      	               	                  	               	               	                        	                      	              	                   	                       	                           	                         	R                      	R                            	                                    	                           	                            	                   	R                           	                              	                    	                        	R                      	                        	                               	F                         	                     	                       	                        	R                       	R                   	                             	R                        	                      	                  	                       	                 	                  	                	                  	                       	               	              	                      	R                             	                         	R              	                           	R                         	R                           	R                        	R                 	F                             	R                    	                            	F                  	                         	R                   	                          	R                          	                            	                            	                        	R                           	                          	R                   	R                     	                        	                          	                     	                        	                         	                       	                       	                    	                     	               	                          	                         	                         	                          	                 	                      	                           	                             	                    	                    	                          	                            	from Leg 144 SR; Ch 2; Table 7; p 40-41

  SR	Pliocene         	                 	N18               	              	144	 873	B	  4	H	 1	  36.00	     25.8600	Pearson  	Planktonic Foraminifers                      	               	                  	               	               	                        	                      	              	                   	                       	                           	R                        	R                      	F                            	                                    	                           	                            	                   	R                           	                              	                    	                        	R                      	                        	                               	C                         	                     	                       	                        	R                       	                    	                             	R                        	                      	                  	                       	                 	R                 	                	                  	                       	               	              	                      	                              	R                        	R              	                           	R                         	                            	R                        	R                 	F                             	R                    	R                           	F                  	                         	R                   	R                         	R                          	R                           	                            	R                       	R                           	R                         	R                   	R                     	                        	                          	                     	                        	                         	                       	                       	                    	                     	               	                          	                         	                         	                          	                 	                      	                           	                             	                    	                    	                          	                            	severe downhole contamination; from Leg 144 SR; Ch 2; Table 7; p 40-41

  SR	Pliocene         	                 	N18               	              	144	 873	B	  4	H	 2	  36.00	     27.0500	Pearson  	Planktonic Foraminifers                      	               	                  	               	               	                        	                      	              	                   	                       	                           	                         	R                      	F                            	                                    	                           	                            	                   	R                           	                              	                    	                        	R                      	                        	                               	C                         	                     	                       	                        	R                       	                    	                             	R                        	                      	                  	                       	F                	R                 	                	                  	                       	               	              	                      	                              	R                        	               	                           	R                         	R                           	R                        	R                 	F                             	R                    	R                           	F                  	                         	                    	R                         	R                          	R                           	R                           	                        	                            	                          	                    	                      	                        	                          	                     	                        	                         	                       	                       	                    	                     	               	                          	                         	                         	                          	                 	                      	                           	                             	                    	                    	                          	                            	moderate downhole contamination; from Leg 144 SR; Ch 2; Table 7; p 40-41

  SR	Pliocene         	                 	N18               	              	144	 873	B	  4	H	 3	  36.00	     28.5200	Pearson  	Planktonic Foraminifers                      	               	                  	               	               	                        	                      	              	                   	                       	                           	R                        	R                      	C                            	                                    	                           	                            	                   	R                           	                              	                    	                        	R                      	                        	                               	F                         	                     	                       	                        	                        	                    	                             	R                        	                      	                  	                       	F                	R                 	                	                  	                       	               	              	                      	R                             	                         	               	                           	R                         	R                           	                         	R                 	F                             	R                    	R                           	R                  	F                        	R                   	R                         	R                          	                            	                            	                        	                            	                          	                    	                      	                        	                          	                     	                        	                         	                       	                       	                    	                     	               	                          	                         	                         	                          	                 	                      	                           	                             	                    	                    	                          	                            	light downhole contamination; from Leg 144 SR; Ch 2; Table 7; p 40-41

  SR	Middle Miocene   	                 	N12               	N13           	144	 873	B	  4	H	 4	  36.00	     29.8400	Pearson  	Planktonic Foraminifers                      	               	                  	               	               	                        	                      	              	                   	R                      	                           	                         	R                      	C                            	R                                   	R                          	                            	R                  	R                           	R                             	                    	                        	R                      	                        	                               	C                         	                     	R                      	                        	R                       	                    	                             	R                        	                      	                  	                       	R                	R                 	R               	                  	R                      	R              	R             	                      	                              	                         	               	                           	                          	R                           	R                        	                  	                              	                     	                            	                   	                         	                    	                          	                           	                            	                            	                        	                            	                          	                    	                      	                        	                          	                     	                        	                         	                       	                       	                    	                     	               	                          	                         	                         	                          	                 	                      	                           	                             	                    	                    	                          	                            	from Leg 144 SR; Ch 2; Table 7; p 40-41

  SR	Middle Miocene   	                 	N12               	N13           	144	 873	B	  4	H	 5	  36.00	     31.3400	Pearson  	Planktonic Foraminifers                      	               	                  	               	               	                        	                      	R             	R                  	R                      	                           	R                        	R                      	F                            	C                                   	                           	                            	R                  	R                           	F                             	                    	                        	R                      	                        	                               	F                         	R                    	                       	                        	R                       	                    	                             	R                        	                      	                  	                       	R                	R                 	R               	                  	                       	               	R             	                      	                              	                         	               	R                          	                          	                            	                         	                  	                              	                     	                            	                   	                         	                    	                          	                           	                            	                            	                        	                            	                          	                    	                      	                        	                          	                     	                        	                         	                       	                       	                    	                     	               	                          	                         	                         	                          	                 	                      	                           	                             	                    	                    	                          	                            	from Leg 144 SR; Ch 2; Table 7; p 40-41

  SR	Middle Miocene   	                 	N12               	N13           	144	 873	B	  4	H	CC	  12.00	     32.8700	Pearson  	Planktonic Foraminifers                      	               	                  	               	               	                        	                      	              	R                  	R                      	R                          	R                        	R                      	F                            	F                                   	R                          	                            	R                  	R                           	R                             	                    	R                       	                       	                        	                               	F                         	R                    	R                      	                        	                        	                    	                             	R                        	                      	                  	                       	R                	R                 	                	R                 	R                      	R              	R             	R                     	                              	                         	               	                           	R                         	                            	                         	                  	                              	                     	                            	                   	                         	                    	                          	                           	                            	                            	                        	                            	                          	                    	                      	                        	                          	                     	                        	                         	                       	                       	                    	                     	               	                          	                         	                         	                          	                 	                      	                           	                             	                    	                    	                          	                            	from Leg 144 SR; Ch 2; Table 7; p 40-41

  SR	Middle Miocene   	                 	N12               	N13           	144	 873	B	  5	H	 1	  36.00	     35.3600	Pearson  	Planktonic Foraminifers                      	               	                  	               	               	                        	                      	R             	R                  	R                      	                           	R                        	R                      	F                            	F                                   	R                          	                            	R                  	R                           	R                             	                    	R                       	R                      	                        	                               	F                         	                     	                       	                        	R                       	                    	                             	R                        	R                     	                  	R                      	R                	R                 	                	R                 	                       	R              	R             	                      	R                             	R                        	               	R                          	                          	                            	                         	                  	                              	                     	                            	                   	                         	                    	                          	                           	                            	                            	                        	                            	                          	                    	                      	                        	                          	                     	                        	                         	                       	                       	                    	                     	               	                          	                         	                         	                          	                 	                      	                           	                             	                    	                    	                          	                            	from Leg 144 SR; Ch 2; Table 7; p 40-41

  SR	Middle Miocene   	                 	N12               	N13           	144	 873	B	  5	H	 2	  36.00	     35.9900	Pearson  	Planktonic Foraminifers                      	               	                  	               	               	                        	                      	              	R                  	R                      	                           	R                        	R                      	F                            	F                                   	R                          	                            	                   	R                           	R                             	R                   	R                       	R                      	                        	R                              	F                         	                     	R                      	                        	R                       	                    	                             	R                        	                      	                  	R                      	F                	                  	                	R                 	R                      	R              	R             	                      	                              	R                        	R              	                           	                          	                            	                         	                  	                              	                     	                            	                   	                         	                    	                          	                           	                            	                            	                        	                            	                          	                    	                      	                        	                          	                     	                        	                         	                       	                       	                    	                     	               	                          	                         	                         	                          	                 	                      	                           	                             	                    	                    	                          	                            	from Leg 144 SR; Ch 2; Table 7; p 40-41

  SR	Middle Miocene   	                 	N12               	N13           	144	 873	B	  5	H	 3	  36.00	     37.2600	Pearson  	Planktonic Foraminifers                      	               	                  	               	               	                        	                      	R             	R                  	R                      	R                          	R                        	R                      	F                            	F                                   	R                          	                            	R                  	R                           	R                             	                    	                        	R                      	                        	R                              	F                         	R                    	R                      	R                       	R                       	                    	                             	R                        	                      	                  	                       	F                	R                 	                	                  	                       	               	R             	                      	R                             	R                        	               	                           	                          	                            	                         	                  	                              	                     	                            	                   	                         	                    	                          	                           	                            	                            	                        	                            	                          	                    	                      	                        	                          	                     	                        	                         	                       	                       	                    	                     	               	                          	                         	                         	                          	                 	                      	                           	                             	                    	                    	                          	                            	from Leg 144 SR; Ch 2; Table 7; p 40-41

