Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Zeugrhabdotus embergeri	Watznaueria supracretacea	Watznaueria ovata	Watznaueria barnesae	Tranolithus exiguus	Tegumentum stradneri	Stradneria crenulata	Stoverius baldiae	Stoverius achylosus	Radiolithus undosus	Radiolithus orbiculatus	Quadrum eneabrachium	Prediscosphaera columnata (>5 microns)	Prediscosphaera avitus	Percivillia hauxtonensis	Parhabdolithus melanoarachnion	Manivitella pemmatoidea	Glaukolithus diplogrammus	Gartnerago theta	Gartnerago praeobliquum	Gartnerago obliquum	Eprolithus floralis	Ellipsagelosphaera britannica	Eiffellithus turriseiffelii	Eiffellithus collis	Cribrosphaerella ehrenbergii	Corollithion signum	Corollithion kennedyi	Chiastozygus platyrhethus	Broinsonia enormis	Biscutum constans	Axopodorhabdus albianus	Aspidolithus bevieri	Sphenolithus abies	Reticulofenestra pseudoumbilicus	Pseudoemiliania lacunosa (small)	Helicosphaera sellii	Helicosphaera kamptneri/carteri	Geminilithella rotula	Discoaster variabilis	Discoaster triradiatus	Discoaster surculus	Discoaster quadramus	Discoaster pentaradiatus	Discoaster challengeri	Discoaster brouweri	Coccolithus pelagicus	Ceratolithus rugosus	Calcidiscus macintyrei	Calcidiscus leptoporus	Sphenolithus neoabies	Discoaster asymmetricus	Coccolithus pelagicus (w/ bar)	Triquetrorhabdulus rugosus	Reticulofenestra minutula	Reticulofenestra minuta	Pontosphaera japonica	Discoaster calcaris	Rhabdosphaera clavigera	Pontosphaera multipora	Ceratolithus cristatus	Pseudoemiliania lacunosa	Discoaster tamalis	Umbilicosphaera sibogae	Gephyrocapsa caribbeanica	Gephyrocapsa aperta	Helicosphaera neogranulata	Helicosphaera inversa	Gephyrocapsa oceanica	Florisphaera profunda	Gephyrocapsa spp. (small)	Reticulofenestra astoni	Gephyrocapsa omega	Helicosphaera intermedia	Gephyrocapsa margerelii	Emiliania huxleyi	Comment

  SR	Pleistocene      	                 	CN14b             	CN15          	159	 962	B	  1	H	 4	 133.00	      5.8300	Shafik   	Nannofossils                                 	A              	G                 	                       	                         	                 	                    	                   	                    	                    	                 	                   	                   	                       	                    	                                      	                      	                        	                              	                       	                         	                	                       	                   	                   	                             	                           	                   	                            	                   	                     	                         	                  	                 	                       	                    	                  	                                	                                	                    	R                              	                     	                     	                      	                   	                    	                        	                      	                   	                     	                    	+                     	R                     	                     	                       	                              	                          	                         	                       	                     	                   	                       	                      	                      	                        	                  	R                      	A                        	                   	                          	                     	A                    	                     	                         	                       	                  	                        	                       	                 	From Leg 159 Ch 37 Table 6

  SR	Pleistocene      	                 	CN14b             	CN15          	159	 962	B	  1	H	CC	  13.00	      7.4400	Shafik   	Nannofossils                                 	A              	G                 	                       	                         	                 	                    	                   	                    	                    	                 	                   	                   	                       	                    	                                      	                      	                        	                              	                       	                         	                	                       	                   	                   	                             	                           	                   	                            	                   	                     	                         	                  	                 	                       	                    	                  	                                	                                	                    	R                              	                     	                     	                      	                   	                    	                        	                      	                   	                     	                    	                      	F                     	                     	                       	                              	                          	                         	                       	                     	                   	                       	                      	R                     	                        	                  	                       	C                        	A                  	R                         	F                    	C                    	                     	A                        	+                      	                  	                        	                       	                 	From Leg 159 Ch 37 Table 6

  SR	Pleistocene      	                 	CN14b             	CN15          	159	 962	B	  2	H	 4	  50.00	     12.5000	Shafik   	Nannofossils                                 	C              	M                 	                       	                         	                 	                    	                   	                    	                    	                 	                   	                   	                       	                    	                                      	                      	                        	                              	                       	                         	                	                       	                   	                   	                             	                           	                   	                            	                   	                     	                         	                  	                 	                       	                    	                  	                                	                                	                    	+                              	                     	                     	                      	                   	                    	                        	                      	                   	                     	                    	                      	+                     	                     	                       	                              	                          	                         	                       	                     	                   	                       	                      	                      	                        	                  	+                      	+                        	C                  	                          	+                    	+                    	                     	A                        	                       	                  	                        	                       	                 	From Leg 159 Ch 37 Table 6

  SR	Pleistocene      	                 	CN14a             	              	159	 962	B	  2	H	 5	  50.00	     14.0000	Shafik   	Nannofossils                                 	C              	M                 	                       	                         	                 	                    	                   	                    	                    	                 	                   	                   	                       	                    	                                      	                      	                        	                              	                       	                         	                	                       	                   	                   	                             	                           	                   	                            	                   	                     	                         	                  	                 	                       	                    	                  	                                	                                	                    	+                              	                     	                     	                      	                   	                    	                        	                      	                   	                     	                    	                      	+                     	                     	                       	                              	                          	                         	                       	                     	                   	                       	                      	                      	+                       	                  	                       	+                        	                   	                          	+                    	+                    	                     	A                        	                       	                  	                        	                       	                 	From Leg 159 Ch 37 Table 6

  SR	Pleistocene      	                 	CN14a             	              	159	 962	B	  2	H	 6	  50.00	     15.5000	Shafik   	Nannofossils                                 	F              	P                 	                       	                         	                 	                    	                   	                    	                    	                 	                   	                   	                       	                    	                                      	                      	                        	                              	                       	                         	                	                       	                   	                   	                             	                           	                   	                            	                   	                     	                         	                  	                 	                       	                    	                  	                                	                                	                    	+                              	                     	                     	                      	                   	                    	                        	                      	                   	                     	                    	                      	+                     	                     	                       	                              	                          	                         	                       	                     	                   	                       	                      	                      	                        	                  	+                      	+                        	                   	+                         	+                    	+                    	A                    	                         	                       	                  	                        	                       	                 	From Leg 159 Ch 37 Table 6

  SR	Pleistocene      	                 	CN13b             	              	159	 962	B	  2	H	CC	  21.00	     17.0400	Shafik   	Nannofossils                                 	R              	P                 	                       	                         	                 	                    	                   	                    	                    	                 	                   	                   	                       	                    	                                      	                      	                        	                              	                       	                         	                	                       	                   	                   	                             	                           	                   	                            	                   	                     	                         	                  	                 	                       	                    	                  	                                	                                	                    	+                              	                     	                     	                      	                   	                    	                        	                      	                   	                     	                    	                      	+                     	                     	                       	                              	                          	                         	                       	                     	                   	                       	                      	                      	+                       	                  	                       	+                        	R                  	                          	                     	                     	                     	                         	                       	                  	                        	                       	                 	From Leg 159 Ch 37 Table 6

  SR	Pliocene         	                 	CN12b             	              	159	 962	B	  3	H	 1	  53.00	     17.5300	Shafik   	Nannofossils                                 	A              	M                 	                       	                         	                 	                    	                   	                    	                    	                 	                   	                   	                       	                    	                                      	                      	                        	                              	                       	                         	                	                       	                   	                   	                             	                           	                   	                            	                   	                     	                         	                  	                 	                       	                    	                  	                                	+                               	R                   	+                              	                     	                     	                      	+                  	                    	+                       	                      	+                  	F                    	+                   	+                     	+                     	                     	+                      	                              	                          	+                        	                       	F                    	                   	+                      	                      	                      	+                       	                  	+                      	                         	                   	                          	                     	                     	                     	                         	                       	                  	                        	                       	                 	From Leg 159 Ch 37 Table 6

  SR	Pliocene         	                 	CN11b             	              	159	 962	B	  3	H	 2	  50.00	     19.0000	Shafik   	Nannofossils                                 	A              	M                 	                       	                         	                 	                    	                   	                    	                    	                 	                   	                   	                       	                    	                                      	                      	                        	                              	                       	                         	                	                       	                   	                   	                             	                           	                   	                            	                   	                     	                         	                  	                 	                       	                    	+                 	                                	+                               	                    	+                              	+                    	+                    	                      	+                  	                    	+                       	                      	+                  	+                    	+                   	+                     	+                     	+                    	+                      	+                             	                          	+                        	                       	                     	                   	                       	                      	                      	+                       	+                 	                       	                         	                   	                          	                     	                     	                     	                         	                       	                  	                        	                       	                 	From Leg 159 Ch 37 Table 6

  SR	Pliocene         	                 	CN11a             	              	159	 962	B	  3	H	 3	  50.00	     20.5000	Shafik   	Nannofossils                                 	C              	M                 	                       	                         	                 	                    	                   	                    	                    	                 	                   	                   	                       	                    	                                      	                      	                        	                              	                       	                         	                	                       	                   	                   	                             	                           	                   	                            	                   	                     	                         	                  	                 	                       	                    	                  	                                	+                               	                    	+                              	+                    	+                    	+                     	+                  	                    	+                       	                      	+                  	+                    	                    	+                     	                      	+                    	R                      	                              	+                         	+                        	+                      	                     	                   	+                      	+                     	+                     	                        	                  	                       	                         	                   	                          	                     	                     	                     	                         	                       	                  	                        	                       	                 	From Leg 159 Ch 37 Table 6

  SR	Pliocene         	                 	CN11a             	              	159	 962	B	  3	H	 4	  50.00	     22.0000	Shafik   	Nannofossils                                 	C              	M                 	                       	                         	                 	                    	                   	                    	                    	                 	                   	                   	                       	                    	                                      	                      	                        	                              	                       	                         	                	                       	                   	                   	                             	                           	                   	                            	                   	                     	                         	                  	                 	                       	                    	+                 	+                               	+                               	                    	+                              	+                    	                     	+                     	+                  	                    	+                       	                      	+                  	                     	+                   	+                     	+                     	+                    	                       	                              	+                         	+                        	+                      	+                    	+                  	                       	                      	                      	                        	                  	                       	                         	                   	                          	                     	                     	                     	                         	                       	                  	                        	                       	                 	From Leg 159 Ch 37 Table 6

  SR	Pliocene         	                 	CN11a             	              	159	 962	B	  3	H	 7	  50.00	     26.1000	Shafik   	Nannofossils                                 	T              	P                 	                       	                         	                 	                    	                   	                    	                    	                 	                   	                   	                       	                    	                                      	                      	                        	                              	                       	                         	                	                       	                   	                   	                             	                           	                   	                            	                   	                     	                         	                  	                 	                       	                    	+                 	                                	                                	                    	                               	                     	+                    	+                     	+                  	                    	+                       	                      	+                  	                     	+                   	                      	+                     	+                    	+                      	+                             	                          	                         	                       	                     	                   	                       	                      	                      	                        	                  	                       	                         	                   	                          	                     	                     	                     	                         	                       	                  	                        	                       	                 	From Leg 159 Ch 37 Table 6

  SR	Pliocene         	                 	CN11a             	              	159	 962	B	  3	H	CC	  24.00	     26.5300	Shafik   	Nannofossils                                 	C              	M                 	                       	                         	                 	                    	                   	                    	                    	                 	                   	                   	                       	                    	                                      	                      	                        	                              	                       	                         	                	                       	                   	                   	                             	                           	                   	                            	                   	                     	                         	                  	                 	                       	                    	F                 	F                               	R                               	R                   	+                              	+                    	R                    	+                     	F                  	R                   	C                       	R                     	F                  	+                    	F                   	C                     	R                     	                     	                       	                              	                          	                         	                       	                     	                   	                       	                      	                      	                        	                  	                       	                         	                   	                          	                     	                     	                     	                         	                       	                  	                        	                       	                 	From Leg 159 Ch 37 Table 6

  SR	Cenomanian       	                 	CC9c              	              	159	 962	B	 10	H	CC	  40.00	     83.9000	Shafik   	Nannofossils                                 	A              	M                 	R                      	R                        	R                	A                   	F                  	R                   	R                   	S                	R                  	R                  	R                      	R                   	R                                     	R                     	C                       	R                             	R                      	F                        	C               	R                      	F                  	F                  	R                            	F                          	R                  	R                           	R                  	S                    	R                        	S                 	C                	F                      	F                   	                  	                                	                                	                    	                               	                     	                     	                      	                   	                    	                        	                      	                   	                     	                    	                      	                      	                     	                       	                              	                          	                         	                       	                     	                   	                       	                      	                      	                        	                  	                       	                         	                   	                          	                     	                     	                     	                         	                       	                  	                        	                       	                 	from 159SR Ch 26 Table 2

