Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Reinhardtites levis	Micula staurophora	Eiffellithus turriseiffelii	Ceratolithoides aculeus	Arkhangelskiella cymbiformis	Micula murus	Lithraphidites quadratus	Ceratolithoides kamptneri	Micula prinsii	Prinsius dimorphosus	Chiasmolithus edwardsii	Chiasmolithus danicus	Neochiastozygus modestus	Fasciculithus pileatus	Cruciplacolithus tenuis	Chiasmolithus bidens	Toweius eminens	Toweius crassus	Fasciculithus tympaniformis	Ericsonia robusta	Discoaster nobilis	Discoaster mohleri	Discoaster multiradiatus	Tribrachiatus orthostylus	Sphenolithus radians	Ericsonia formosa	Ellipsolithus macellus	Discoaster lodoensis	Discoaster kuepperi	Discoaster barbadiensis	Chiasmolithus solitus	Discoaster sublodoensis	Clausicoccus subdistichus	Chiasmolithus grandis	Toweius magnicrassus	Discoaster saipanensis	Chiphragmalithus armatus	Chiasmolithus gigas	Reticulofenestra umbilica	Sphenolithus predistentus	Sphenolithus abies	Reticulofenestra pseudoumbilicus	Discoaster deflandrei	Cyclicargolithus floridanus	Coccolithus miopelagicus	Calcidiscus premacintyrei	Discoaster variabilis	Catinaster coalitus	Calcidiscus macintyrei	Discoaster pentaradiatus	Discoaster brouweri	Amaurolithus spp.	Discoaster surculus	Discoaster asymmetricus	Ceratolithus rugosus	Discoaster tamalis	Pseudoemiliania lacunosa	Gephyrocapsa large	Reticulofenestra asanoi	Gephyrocapsa (small)	Comment

  IR	                 	                 	CN12b             	CN12b         	198	1210	A	  5	H	CC	  23.00	     44.2400	nannos   	Nannofossils                                 	A              	M                 	                   	                  	                           	                       	                            	            	                        	                         	              	                    	                       	                     	                        	                      	                       	                    	               	               	                           	                 	                  	                  	                        	                         	                    	                 	                      	                    	                   	                       	                     	                       	                         	                     	                    	                      	                        	                   	                         	                         	                  	                                	                     	                           	                        	                         	                     	                   	C                     	R                       	R                  	                 	F                  	                       	                    	                  	R                       	                  	                       	                    	       

  IR	                 	                 	CN12a             	CN12a         	198	1210	A	  6	H	CC	  22.00	     53.9400	nannos   	Nannofossils                                 	A              	M                 	                   	                  	                           	                       	                            	            	                        	                         	              	                    	                       	                     	                        	                      	                       	                    	               	               	                           	                 	                  	                  	                        	                         	                    	                 	                      	                    	                   	                       	                     	                       	                         	                     	                    	                      	                        	                   	                         	                         	                  	                                	                     	                           	                        	                         	                     	                   	C                     	R                       	R                  	                 	F                  	                       	                    	R                 	F                       	                  	                       	                    	       

  IR	                 	                 	CN11              	CN11          	198	1210	A	  7	H	CC	  27.00	     63.3500	nannos   	Nannofossils                                 	A              	M                 	                   	                  	                           	                       	                            	            	                        	                         	              	                    	                       	                     	                        	                      	                       	                    	               	               	                           	                 	                  	                  	                        	                         	                    	                 	                      	                    	                   	                       	                     	                       	                         	                     	                    	                      	                        	                   	                         	                         	                  	                                	                     	                           	                        	                         	                     	                   	C                     	F                       	F                  	                 	F                  	C                      	                    	R                 	                        	                  	                       	                    	       

  IR	                 	                 	CN10c             	CN10c         	198	1210	A	  8	H	CC	  23.00	     72.9300	nannos   	Nannofossils                                 	A              	G                 	                   	                  	                           	                       	                            	            	                        	                         	              	                    	                       	                     	                        	                      	                       	                    	               	               	                           	                 	                  	                  	                        	                         	                    	                 	                      	                    	                   	                       	                     	                       	                         	                     	                    	                      	                        	                   	                         	                         	F                 	A                               	                     	                           	                        	                         	                     	                   	F                     	C                       	                   	F                	F                  	R                      	R                   	                  	                        	                  	                       	                    	       

  IR	                 	                 	CN10a             	CN10a         	198	1210	A	  9	H	CC	  28.00	     82.1100	nannos   	Nannofossils                                 	               	                  	                   	                  	                           	                       	                            	            	                        	                         	              	                    	                       	                     	                        	                      	                       	                    	               	               	                           	                 	                  	                  	                        	                         	                    	                 	                      	                    	                   	                       	                     	                       	                         	                     	                    	                      	                        	                   	                         	                         	                  	C                               	                     	                           	                        	                         	A                    	                   	C                     	C                       	R                  	F                	F                  	                       	                    	                  	                        	                  	                       	                    	       

  IR	                 	                 	CN9d              	CN9b          	198	1210	A	 10	H	CC	  23.00	     91.8000	nannos   	Nannofossils                                 	A              	M                 	                   	                  	                           	                       	                            	            	                        	                         	              	                    	                       	                     	                        	                      	                       	                    	               	               	                           	                 	                  	                  	                        	                         	                    	                 	                      	                    	                   	                       	                     	                       	                         	                     	                    	                      	                        	                   	                         	                         	F                 	A                               	                     	                           	                        	                         	C                    	                   	C                     	C                       	+                  	F                	                   	                       	                    	                  	                        	                  	                       	                    	       

  IR	                 	                 	CN6               	CN6           	198	1210	A	 11	H	CC	  19.00	    101.3100	nannos   	Nannofossils                                 	               	                  	                   	                  	                           	                       	                            	            	                        	                         	              	                    	                       	                     	                        	                      	                       	                    	               	               	                           	                 	                  	                  	                        	                         	                    	                 	                      	                    	                   	                       	                     	                       	                         	                     	                    	                      	                        	                   	                         	                         	                  	A                               	                     	                           	                        	                         	A                    	F                  	F                     	                        	                   	                 	                   	                       	                    	                  	                        	                  	                       	                    	       

  IR	                 	                 	CN5a              	CN3           	198	1210	A	 12	H	CC	  15.00	    110.8000	nannos   	Nannofossils                                 	A              	P                 	                   	                  	                           	                       	                            	            	                        	                         	              	                    	                       	                     	                        	                      	                       	                    	               	               	                           	                 	                  	                  	                        	                         	                    	                 	                      	                    	                   	                       	                     	                       	                         	                     	                    	                      	                        	                   	                         	                         	R                 	C                               	C                    	A                          	F                       	C                        	                     	                   	                      	                        	                   	                 	                   	                       	                    	                  	                        	                  	                       	                    	       

  IR	                 	                 	CP17              	CP17          	198	1210	A	 13	H	CC	  10.00	    120.1400	nannos   	Nannofossils                                 	A              	M                 	                   	                  	                           	                       	                            	            	                        	                         	              	                    	                       	                     	                        	                      	                       	                    	               	               	                           	                 	                  	                  	                        	                         	                    	                 	                      	                    	                   	                       	                     	                       	                         	                     	                    	                      	                        	                   	                         	C                        	                  	                                	                     	                           	                        	                         	                     	                   	                      	                        	                   	                 	                   	                       	                    	                  	                        	                  	                       	                    	Gap zone in between S.distentis and R.umbilica

  IR	                 	                 	CP15              	CP15          	198	1210	A	 14	H	CC	  11.00	    129.4400	nannos   	Nannofossils                                 	A              	M                 	                   	                  	                           	                       	                            	            	                        	                         	              	                    	                       	                     	                        	                      	                       	                    	               	               	                           	                 	                  	                  	                        	                         	                    	                 	                      	C                   	                   	C                      	                     	                       	                         	C                    	                    	C                     	                        	                   	C                        	                         	                  	                                	                     	                           	                        	                         	                     	                   	                      	                        	                   	                 	                   	                       	                    	                  	                        	                  	                       	                    	       

  IR	                 	                 	CP13b             	CP13b         	198	1210	A	 15	H	CC	  18.00	    139.1700	nannos   	Nannofossils                                 	A              	M                 	                   	                  	                           	                       	                            	            	                        	                         	              	                    	                       	                     	                        	                      	                       	                    	               	               	                           	                 	                  	                  	                        	                         	                    	                 	                      	                    	                   	C                      	                     	C                      	                         	C                    	                    	C                     	+                       	R                  	                         	                         	                  	                                	                     	                           	                        	                         	                     	                   	                      	                        	                   	                 	                   	                       	                    	                  	                        	                  	                       	                    	       

  IR	                 	                 	                  	              	198	1210	A	 16	H	CC	   9.00	    148.5700	nannos   	Nannofossils                                 	A              	M                 	                   	                  	                           	                       	                            	            	                        	                         	              	                    	                       	                     	                        	                      	                       	                    	               	               	                           	                 	                  	C                 	                        	                         	                    	                 	                      	                    	                   	C                      	C                    	C                      	                         	C                    	                    	C                     	F                       	                   	                         	                         	                  	                                	                     	                           	                        	                         	                     	                   	                      	                        	                   	                 	                   	                       	                    	                  	                        	                  	                       	                    	Sample is CP13

  IR	                 	                 	CP12              	CP12          	198	1210	A	 17	H	CC	  15.00	    158.1300	nannos   	Nannofossils                                 	               	                  	                   	                  	                           	                       	                            	            	                        	                         	              	                    	                       	                     	                        	                      	                       	                    	               	               	                           	                 	                  	C                 	                        	                         	                    	                 	                      	C                   	C                  	C                      	                     	C                      	A                        	C                    	F                   	                      	                        	                   	                         	                         	                  	                                	                     	                           	                        	                         	                     	                   	                      	                        	                   	                 	                   	                       	                    	                  	                        	                  	                       	                    	       

  IR	                 	                 	CP12              	CP11          	198	1210	A	 18	H	CC	  14.00	    167.4400	nannos   	Nannofossils                                 	               	                  	                   	                  	                           	                       	                            	            	                        	                         	              	                    	                       	                     	                        	                      	                       	                    	               	               	                           	                 	                  	C                 	                        	F                        	                    	                 	                      	C                   	C                  	C                      	                     	C                      	C                        	C                    	                    	                      	                        	                   	                         	                         	                  	                                	                     	                           	                        	                         	                     	                   	                      	                        	                   	                 	                   	                       	                    	                  	                        	                  	                       	                    	       

  IR	                 	                 	CP14b             	CP14b         	198	1210	A	 19	H	CC	  14.00	    177.1700	nannos   	Nannofossils                                 	               	                  	                   	                  	                           	                       	                            	            	                        	                         	              	                    	                       	                     	                        	                      	                       	                    	               	               	                           	+                	                  	C                 	                        	C                        	C                   	C                	C                     	C                   	F                  	C                      	F                    	                       	                         	                     	                    	                      	                        	                   	                         	                         	                  	                                	                     	                           	                        	                         	                     	                   	                      	                        	                   	                 	                   	                       	                    	                  	                        	                  	                       	                    	       

  IR	                 	                 	CP8               	CP8           	198	1210	A	 20	H	CC	  12.00	    186.5900	nannos   	Nannofossils                                 	               	                  	                   	                  	                           	                       	                            	            	                        	                         	              	                    	                       	                     	                        	                      	                       	                    	C              	C              	C                          	F                	F                 	C                 	C                       	                         	                    	                 	                      	                    	                   	                       	                     	                       	                         	                     	                    	                      	                        	                   	                         	                         	                  	                                	                     	                           	                        	                         	                     	                   	                      	                        	                   	                 	                   	                       	                    	                  	                        	                  	                       	                    	       

  IR	                 	                 	CP7               	CP7           	198	1210	A	 21	H	CC	  14.00	    195.8800	nannos   	Nannofossils                                 	               	                  	                   	                  	                           	                       	                            	            	                        	                         	              	                    	                       	                     	                        	                      	                       	                    	C              	C              	C                          	C                	C                 	C                 	                        	                         	                    	                 	                      	                    	                   	                       	                     	                       	                         	                     	                    	                      	                        	                   	                         	                         	                  	                                	                     	                           	                        	                         	                     	                   	                      	                        	                   	                 	                   	                       	                    	                  	                        	                  	                       	                    	       

  IR	                 	                 	CP3               	CP3           	198	1210	A	 22	H	CC	  10.00	    205.6800	nannos   	Nannofossils                                 	               	                  	                   	                  	                           	                       	                            	            	                        	                         	              	                    	                       	                     	R                       	C                     	C                      	F                   	               	               	                           	                 	                  	                  	                        	                         	                    	                 	                      	                    	                   	                       	                     	                       	                         	                     	                    	                      	                        	                   	                         	                         	                  	                                	                     	                           	                        	                         	                     	                   	                      	                        	                   	                 	                   	                       	                    	                  	                        	                  	                       	                    	       

  IR	                 	                 	CP3               	CP2           	198	1210	A	 23	H	CC	  17.00	    215.1700	nannos   	Nannofossils                                 	               	                  	                   	                  	                           	                       	                            	            	                        	                         	              	C                   	F                      	F                    	                        	                      	                       	                    	               	               	                           	                 	                  	                  	                        	                         	                    	                 	                      	                    	                   	                       	                     	                       	                         	                     	                    	                      	                        	                   	                         	                         	                  	                                	                     	                           	                        	                         	                     	                   	                      	                        	                   	                 	                   	                       	                    	                  	                        	                  	                       	                    	Abundant reworked K taxa from Maas. and Camp.

  IR	                 	                 	CC26              	CC26          	198	1210	A	 24	H	CC	  24.00	    224.1300	nannos   	Nannofossils                                 	               	                  	                   	C                 	C                          	F                      	F                           	C           	                        	                         	C             	                    	                       	                     	                        	                      	                       	                    	               	               	                           	                 	                  	                  	                        	                         	                    	                 	                      	                    	                   	                       	                     	                       	                         	                     	                    	                      	                        	                   	                         	                         	                  	                                	                     	                           	                        	                         	                     	                   	                      	                        	                   	                 	                   	                       	                    	                  	                        	                  	                       	                    	       

  IR	                 	                 	CC25              	CC25          	198	1210	A	 25	H	CC	  15.00	    234.1700	nannos   	Nannofossils                                 	               	                  	                   	C                 	C                          	C                      	F                           	C           	F                       	F                        	              	                    	                       	                     	                        	                      	                       	                    	               	               	                           	                 	                  	                  	                        	                         	                    	                 	                      	                    	                   	                       	                     	                       	                         	                     	                    	                      	                        	                   	                         	                         	                  	                                	                     	                           	                        	                         	                     	                   	                      	                        	                   	                 	                   	                       	                    	                  	                        	                  	                       	                    	       

  IR	                 	                 	CC25              	CC24          	198	1210	A	 26	H	CC	   8.00	    235.1200	nannos   	Nannofossils                                 	               	                  	F                  	C                 	C                          	C                      	F                           	C           	                        	                         	              	                    	                       	                     	                        	                      	                       	                    	               	               	                           	                 	                  	                  	                        	                         	                    	                 	                      	                    	                   	                       	                     	                       	                         	                     	                    	                      	                        	                   	                         	                         	                  	                                	                     	                           	                        	                         	                     	                   	                      	                        	                   	                 	                   	                       	                    	                  	                        	                  	                       	                    	R. levis sensu latu

  IR	                 	                 	UC19              	UC19          	198	1210	A	 27	H	CC	   9.00	    242.3800	nannos   	Nannofossils                                 	               	                  	F                  	F                 	F                          	C                      	F                           	            	                        	                         	              	                    	                       	                     	                        	                      	                       	                    	               	               	                           	                 	                  	                  	                        	                         	                    	                 	                      	                    	                   	                       	                     	                       	                         	                     	                    	                      	                        	                   	                         	                         	                  	                                	                     	                           	                        	                         	                     	                   	                      	                        	                   	                 	                   	                       	                    	                  	                        	                  	                       	                    	       

