Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Uvigerina pigmea	Stilostomella subspinosa	Stilostomella modesta	Stilostomella lepidula	Pleurostomella brevis	Pleurostomella alternans	Melonis pacificus	Gyroidinoides soldanii	Gyroidinoides altispirus	Globocassidulina subglobosa (medium size)	Bulimina semicostata	Bolivinopsis gryzbowski	Anomalinoides semicribratus	Pullenia bulloides	Pleurostomella subcylindrica	Pleurostomella sp.	Planulina renzi	Orthomorphina perversa	Karreriella bradyi	Gyroidinoides planulatus	Globocassidulina subglobosa (small form)	Globocassidulina subglobosa (large form)	Cibicidoides kullenbergi	Cassidulina ornata	Buliminella sp.	Alabamina haitiensis	Orthomorphina rohri	Cibicidoides bradyi	Cibicides vortex	Nuttallides umbonifera	Martinottiella petrosa	Cassidulina crassa	Vulvulina spinosa	Pullenia sp.	Melonis affinis	Cibicidoides havanensis	Chrysalogonium equisetiformis	Bolivina pseudoplicata	Spiroplectammina spinosa	Pullenia quinqueloba	Heterolepa dohmi	Cibicidoides sp.	Uvigerina pigmea (spinose)	Oridorsalis umbonatus	Stilostomella insecta	Epistominella exigua	Cibicidoides perlucidus	Cibicidoides cicatricosus	Bolivina striatocola	Textularia cf. T. flintii	Lenticulina vortex	Stilostomella fistuca	Virgulinid (small)	Eggerella bradyi	Bulimina alazanensis	Nodosaria stiliformis	Gyroidinoides altiformis	Cibicidoides trincherasensis	Bulava sp.	Nodosariid (large fragments)	Bolivina pulchra	Bolivina cf. B. pulchra	Pullenia quadriloba	Bulimina macilenta	Favocassidulina favus	Karreriella subrotundata	Bolivina tortuosa	Melonis barleeanus	Siphotextularia catenata	Anomalinoides globulosus	Cassidulina laevigata	Uvigerina auberiana	Ehrenbergina hystrix	Bolivina villaverniensis	Uvigerina hispidocostata	Stilostomella lepidula (smooth)	Pyrgo murrhina	Pleurostomella spp.	Planulina renzi (atypical)	Oridorsalis umbonatus (smooth margin)	Oridorsalis umbonatus  (scallopped margin)	Miliolid taxa	Laticarinina pauperata	Lagenid taxa	Ehrenbergina trigona	Uvigerina proboscidea	Uvigerina interruptacostata	Orthomorphina koina	Dentalina sp.	Cibicidoides kullenbergi (flat)	Cibicides wuellerstorfi	Gyroidinoides neosoldanii	Cassidulinoides bradyi	Alabamina sp.	Martinottiella variabilis	Martinottiella communis	Sphaeroidina bulloides	Lenticulinid (juvenile)	Lenticulina cushmani	Cibicides cf. C. notocenicus	Melonis pompilioides	Hopkinsina mioindex	Dentalina stimulea	Triloculina lucernula	Stilostomella cf. S. fistuca (striate)	Osangularia bengalensis	Allomorphina sp.	Dentalina neugeboreni	Bolivinopsis praelonga	Comment

  SR	Late Pliocene    	                 	                  	              	115	 709	A	  3	H	 6	 120.00	     28.4000	Boersma  	Benthic Foraminifers                         	               	VG                	                	                        	                     	                      	                     	                        	                 	                      	                        	F                                        	                    	                       	T                          	+                 	                            	                  	               	                      	                  	                        	R                                       	                                        	                        	                  	               	                    	                   	                   	                	F                     	                      	                  	                 	            	               	                       	                             	                      	                        	                    	                	                	                          	                     	                     	                    	                       	                         	                    	                         	                  	                     	                  	                	                    	                     	                        	                            	          	                            	                	                       	                   	                  	+                    	                        	                 	                  	                        	                        	                     	                   	                    	                        	                        	                               	F             	                   	                          	+                                    	                                          	T            	                      	T           	+                   	                     	                           	                   	             	+                              	                       	F                        	                      	+            	                         	                       	                      	                       	                    	                            	                    	                   	                  	                     	                                      	                       	                	                     	                      	from 115 SR. Chapter 20. Table 20. pages 374-376.

  SR	Early Pliocene   	                 	                  	              	115	 709	A	  4	H	 1	 120.00	     30.6000	Boersma  	Benthic Foraminifers                         	               	M                 	                	                        	                     	                      	                     	                        	                 	                      	                        	                                         	                    	                       	                           	+                 	                            	                  	               	                      	                  	                        	F/C                                     	F/C                                     	                        	                  	               	                    	                   	                   	                	T                     	                      	                  	                 	            	               	                       	                             	                      	                        	                    	                	                	                          	                     	                     	                    	                       	                         	                    	                         	                  	                     	                  	                	                    	                     	                        	                            	          	                            	                	                       	                   	                  	T                    	                        	                 	                  	                        	                        	                     	R                  	                    	                        	T                       	+                              	F             	R                  	+                         	+                                    	                                          	+            	+                     	T           	                    	                     	                           	                   	+            	                               	                       	                         	                      	             	                         	                       	                      	                       	                    	                            	                    	+                  	                  	                     	                                      	                       	                	                     	                      	from 115 SR. Chapter 20. Table 20. pages 374-376.

  SR	Early Pliocene   	                 	                  	              	115	 709	A	  4	H	 4	 120.00	     35.1000	Boersma  	Benthic Foraminifers                         	               	M                 	                	                        	                     	                      	                     	                        	+                	                      	                        	T                                        	                    	                       	+                          	+                 	cf                          	                  	               	                      	                  	                        	T                                       	                                        	                        	                  	               	                    	                   	                   	                	                      	                      	                  	                 	            	               	                       	                             	                      	                        	+                   	                	                	                          	                     	                     	                    	                       	                         	                    	                         	                  	                     	                  	+               	                    	                     	                        	                            	          	                            	                	                       	                   	                  	+                    	                        	                 	                  	                        	                        	                     	T                  	                    	                        	+                       	                               	F             	T                  	                          	F                                    	                                          	+            	                      	R           	                    	                     	                           	                   	             	                               	                       	                         	                      	             	                         	                       	                      	                       	                    	                            	                    	                   	                  	                     	                                      	                       	                	                     	                      	from 115 SR. Chapter 20. Table 20. pages 374-376.

  SR	Early Pliocene   	                 	                  	              	115	 709	A	  4	H	 5	  43.00	     35.8300	Boersma  	Benthic Foraminifers                         	               	P                 	                	                        	                     	                      	                     	                        	                 	                      	                        	                                         	                    	                       	                           	T                 	                            	                  	               	                      	                  	                        	F/C                                     	+                                       	                        	                  	+              	                    	                   	                   	                	                      	                      	                  	                 	            	               	                       	                             	                      	                        	                    	                	                	                          	                     	                     	                    	                       	                         	                    	                         	                  	                     	                  	                	                    	                     	                        	                            	          	                            	                	                       	                   	                  	+                    	                        	                 	                  	                        	                        	                     	                   	                    	                        	                        	                               	F             	+                  	                          	+                                    	                                          	             	                      	            	+                   	                     	                           	                   	+            	                               	                       	+                        	+                     	             	                         	                       	+                     	                       	                    	                            	                    	                   	                  	+                    	                                      	                       	                	                     	                      	from 115 SR. Chapter 20. Table 20. pages 374-376.

  SR	Early Pliocene   	                 	                  	              	115	 709	A	  6	H	 1	 120.00	     49.9000	Boersma  	Benthic Foraminifers                         	               	P                 	                	                        	                     	                      	                     	                        	                 	                      	                        	+                                        	                    	                       	                           	F                 	                            	                  	               	                      	+                 	+                       	F                                       	+                                       	                        	                  	               	                    	                   	                   	                	+                     	                      	                  	                 	            	               	                       	+                            	                      	                        	                    	                	                	                          	                     	                     	                    	                       	                         	                    	                         	                  	                     	                  	                	                    	                     	                        	                            	          	                            	                	                       	                   	                  	T                    	                        	                 	                  	                        	                        	                     	+                  	                    	                        	                        	                               	+             	R                  	                          	R                                    	                                          	             	                      	R           	                    	                     	                           	                   	             	+                              	+                      	+                        	                      	             	                         	                       	                      	                       	                    	                            	                    	                   	                  	                     	                                      	                       	                	                     	                      	from 115 SR. Chapter 20. Table 20. pages 374-376.

  SR	Early Pliocene   	                 	                  	              	115	 709	A	  6	H	 2	 120.00	     51.4000	Boersma  	Benthic Foraminifers                         	               	P                 	                	                        	                     	+                     	                     	                        	                 	                      	                        	T                                        	                    	                       	                           	+                 	                            	                  	               	                      	                  	+                       	F                                       	                                        	                        	                  	               	                    	                   	                   	                	+                     	                      	                  	                 	            	               	                       	                             	                      	                        	                    	                	                	                          	                     	                     	                    	                       	                         	                    	                         	                  	                     	                  	+               	                    	                     	                        	                            	          	                            	                	                       	                   	                  	R                    	                        	                 	+                 	                        	                        	                     	                   	                    	                        	                        	                               	T             	                   	                          	F                                    	+                                         	             	T                     	T           	                    	                     	                           	                   	             	                               	R                      	                         	                      	             	                         	+                      	                      	                       	                    	                            	                    	                   	                  	                     	                                      	                       	                	                     	                      	from 115 SR. Chapter 20. Table 20. pages 374-376.

  SR	Early Pliocene   	                 	                  	              	115	 709	A	  6	H	 3	 120.00	     52.9000	Boersma  	Benthic Foraminifers                         	               	G                 	                	                        	                     	                      	                     	                        	+                	                      	                        	T                                        	                    	                       	                           	                  	                            	                  	               	                      	                  	+                       	F/C                                     	F                                       	                        	                  	+              	                    	                   	                   	                	+                     	                      	                  	                 	            	               	                       	                             	                      	                        	                    	                	                	                          	                     	                     	                    	                       	+                        	                    	                         	                  	                     	                  	                	                    	                     	                        	                            	          	                            	                	                       	                   	                  	                     	                        	                 	+                 	                        	                        	                     	R                  	                    	                        	                        	T                              	+             	T                  	                          	F                                    	                                          	             	                      	T           	+                   	                     	                           	                   	T            	                               	                       	T                        	+                     	             	                         	                       	R                     	                       	                    	                            	                    	                   	                  	                     	+                                     	                       	                	                     	                      	from 115 SR. Chapter 20. Table 20. pages 374-376.

  SR	Early Pliocene   	                 	                  	              	115	 709	A	  6	H	 4	 120.00	     54.4000	Boersma  	Benthic Foraminifers                         	               	VG                	                	                        	                     	                      	                     	                        	F                	                      	                        	T                                        	                    	                       	                           	                  	                            	                  	               	                      	+                 	+                       	F                                       	F                                       	                        	                  	               	                    	                   	                   	                	                      	                      	                  	                 	            	               	                       	                             	                      	                        	                    	                	                	                          	                     	                     	                    	                       	                         	                    	                         	                  	                     	                  	+               	                    	                     	                        	                            	          	                            	                	                       	                   	                  	                     	                        	                 	                  	                        	                        	                     	R                  	                    	                        	                        	                               	R             	                   	                          	R                                    	                                          	             	                      	T           	                    	                     	                           	                   	+            	                               	+                      	T                        	                      	             	+                        	                       	                      	                       	                    	                            	                    	                   	                  	                     	                                      	                       	                	R                    	+                     	from 115 SR. Chapter 20. Table 20. pages 374-376.

  SR	Early Pliocene   	                 	                  	              	115	 709	A	  6	H	 5	 120.00	     55.9000	Boersma  	Benthic Foraminifers                         	               	G                 	                	                        	                     	                      	                     	                        	+                	                      	                        	+                                        	                    	                       	                           	                  	                            	                  	               	                      	T                 	F                       	F                                       	T                                       	+                       	                  	+              	                    	                   	                   	                	+                     	                      	                  	                 	            	               	                       	                             	+                     	                        	+                   	                	                	                          	                     	                     	                    	                       	T                        	                    	                         	                  	                     	                  	                	                    	                     	                        	                            	          	                            	                	                       	                   	                  	T                    	                        	                 	                  	                        	                        	                     	+                  	                    	                        	                        	                               	+             	F                  	                          	F                                    	                                          	+            	                      	            	                    	                     	                           	                   	             	                               	+                      	                         	                      	+            	                         	                       	                      	                       	                    	                            	                    	+                  	                  	                     	                                      	                       	                	                     	                      	from 115 SR. Chapter 20. Table 20. pages 374-376.

  SR	Early Pliocene   	                 	                  	              	115	 709	A	  6	H	 6	 120.00	     57.4000	Boersma  	Benthic Foraminifers                         	               	M                 	                	                        	                     	                      	                     	                        	T                	                      	                        	                                         	                    	                       	                           	cf                	                            	                  	               	                      	                  	                        	F/C                                     	                                        	                        	                  	+              	                    	                   	                   	                	F                     	                      	                  	                 	            	               	                       	                             	+                     	                        	                    	                	                	                          	                     	                     	                    	                       	                         	                    	                         	                  	                     	                  	+               	                    	                     	                        	                            	          	                            	                	                       	                   	                  	+                    	                        	                 	+                 	                        	                        	                     	+                  	                    	                        	                        	+                              	F             	R                  	                          	T                                    	                                          	             	                      	+           	T                   	                     	+                          	                   	             	                               	+                      	+                        	                      	T            	                         	T                      	                      	                       	                    	                            	                    	+                  	                  	+                    	                                      	                       	R               	                     	                      	from 115 SR. Chapter 20. Table 20. pages 374-376.

  SR	Early Pliocene   	                 	                  	              	115	 709	A	  7	H	 1	 120.00	     59.5000	Boersma  	Benthic Foraminifers                         	               	VG                	                	                        	                     	+                     	                     	                        	                 	                      	                        	                                         	                    	                       	                           	                  	                            	                  	               	                      	                  	                        	                                        	                                        	                        	                  	               	                    	                   	                   	                	T                     	                      	                  	                 	            	               	                       	                             	                      	                        	                    	                	T               	                          	                     	                     	                    	                       	                         	                    	                         	                  	                     	                  	+               	                    	                     	                        	                            	          	                            	                	                       	                   	                  	+                    	                        	                 	+                 	                        	                        	                     	                   	                    	                        	                        	                               	F             	R                  	                          	+                                    	                                          	             	+                     	R           	T                   	                     	                           	                   	             	                               	+                      	+                        	                      	             	                         	+                      	                      	                       	                    	                            	                    	                   	                  	+                    	+                                     	+                      	                	                     	                      	from 115 SR. Chapter 20. Table 20. pages 374-376.

  SR	Early Pliocene   	                 	                  	              	115	 709	A	  7	H	 2	 120.00	     61.0000	Boersma  	Benthic Foraminifers                         	               	M                 	                	                        	                     	                      	                     	                        	+                	                      	                        	F                                        	                    	                       	R                          	T                 	                            	                  	               	                      	                  	T                       	F/C                                     	R                                       	                        	                  	               	                    	                   	                   	                	R                     	                      	                  	                 	            	               	                       	                             	+                     	                        	+                   	                	+               	                          	                     	+                    	                    	                       	                         	                    	                         	                  	                     	                  	+               	                    	                     	                        	                            	          	                            	                	                       	                   	                  	+                    	                        	                 	                  	                        	                        	                     	                   	                    	                        	                        	                               	F             	                   	+                         	T                                    	                                          	             	+                     	+           	+                   	                     	+                          	+                  	             	+                              	F                      	T                        	                      	             	T                        	+                      	                      	                       	                    	                            	                    	F                  	+                 	                     	                                      	                       	                	                     	                      	from 115 SR. Chapter 20. Table 20. pages 374-376.

  SR	Late Miocene     	                 	                  	              	115	 709	A	  7	H	 3	 120.00	     62.5000	Boersma  	Benthic Foraminifers                         	               	M                 	                	                        	                     	                      	                     	                        	R                	                      	                        	F/C                                      	                    	                       	                           	+                 	                            	                  	               	                      	                  	T                       	F/C                                     	T                                       	                        	                  	               	                    	                   	                   	                	F                     	                      	                  	                 	            	               	                       	                             	+                     	                        	T                   	                	+               	                          	                     	                     	                    	                       	+                        	                    	                         	                  	                     	                  	T               	                    	                     	                        	                            	          	                            	                	                       	+                  	                  	+                    	                        	                 	                  	                        	                        	                     	                   	                    	                        	                        	                               	+             	R                  	                          	F/C                                  	+                                         	             	R                     	R           	                    	                     	                           	                   	R            	                               	                       	R                        	                      	             	                         	                       	                      	                       	                    	                            	                    	                   	                  	                     	                                      	                       	                	                     	                      	from 115 SR. Chapter 20. Table 20. pages 374-376.

  SR	Late Miocene     	                 	                  	              	115	 709	A	  7	H	 4	 120.00	     64.0000	Boersma  	Benthic Foraminifers                         	               	M                 	                	                        	                     	                      	                     	+                       	                 	                      	                        	                                         	                    	                       	                           	+                 	                            	                  	               	                      	                  	F/C                     	F/C                                     	+                                       	cf                      	                  	               	                    	                   	                   	                	F/C                   	                      	                  	                 	            	               	                       	                             	+                     	                        	+                   	                	                	                          	                     	                     	                    	                       	                         	                    	                         	                  	                     	                  	                	                    	                     	                        	                            	          	                            	                	                       	                   	                  	R                    	                        	                 	                  	                        	                        	                     	+                  	                    	                        	                        	+                              	F/C           	T                  	                          	                                     	                                          	+            	R                     	+           	                    	T                    	                           	                   	T            	                               	F/C                    	F                        	                      	+            	+                        	                       	                      	+                      	                    	                            	                    	F/C                	                  	                     	                                      	                       	                	                     	                      	from 115 SR. Chapter 20. Table 20. pages 374-376.

  SR	Late Miocene     	                 	                  	              	115	 709	A	  7	H	 6	 120.00	     67.0000	Boersma  	Benthic Foraminifers                         	               	P                 	                	                        	                     	                      	                     	                        	R                	                      	                        	                                         	                    	                       	                           	R                 	cf                          	                  	               	T                     	                  	F                       	F/C                                     	T                                       	T                       	                  	               	                    	                   	                   	                	C                     	                      	                  	                 	            	               	                       	+                            	                      	                        	+                   	                	                	                          	                     	                     	                    	                       	                         	                    	                         	                  	                     	                  	+               	                    	                     	                        	                            	          	                            	                	                       	+                  	                  	+                    	                        	                 	                  	                        	                        	                     	                   	R                   	                        	+                       	                               	T             	                   	                          	F                                    	+                                         	+            	                      	+           	                    	                     	                           	                   	+            	+                              	F                      	+                        	                      	             	                         	+                      	                      	                       	                    	                            	+                   	+                  	                  	                     	                                      	                       	                	                     	                      	from 115 SR. Chapter 20. Table 20. pages 374-376.

  SR	Late Miocene     	                 	                  	              	115	 709	A	  8	H	 1	 120.00	     69.2000	Boersma  	Benthic Foraminifers                         	               	M                 	                	+                       	                     	                      	                     	                        	+                	                      	                        	+                                        	                    	                       	T                          	                  	                            	                  	               	+                     	                  	T                       	F/C                                     	                                        	                        	                  	               	                    	                   	                   	                	R                     	                      	                  	                 	            	               	                       	                             	+                     	                        	                    	                	+               	                          	                     	                     	                    	                       	                         	                    	                         	                  	                     	                  	                	+                   	                     	                        	                            	          	                            	                	                       	                   	                  	T                    	                        	                 	                  	                        	                        	                     	                   	+                   	+                       	                        	R                              	              	                   	                          	F/C                                  	+                                         	+            	                      	R           	                    	+                    	+                          	+                  	             	                               	+                      	                         	                      	             	                         	                       	T                     	+                      	T                   	+                           	                    	                   	                  	                     	                                      	                       	                	                     	                      	from 115 SR. Chapter 20. Table 20. pages 374-376.

  SR	Late Miocene     	                 	                  	              	115	 709	A	  8	H	 3	 120.00	     72.2000	Boersma  	Benthic Foraminifers                         	               	G                 	                	+                       	                     	                      	                     	                        	+                	                      	                        	R                                        	                    	                       	                           	T                 	                            	                  	               	                      	                  	                        	R                                       	R                                       	+                       	                  	               	                    	                   	                   	                	                      	                      	                  	                 	            	               	                       	T                            	                      	                        	                    	                	                	                          	                     	                     	                    	                       	                         	                    	                         	                  	                     	                  	                	T                   	                     	                        	                            	          	                            	                	                       	                   	                  	                     	                        	                 	+                 	                        	                        	                     	                   	                    	+                       	                        	                               	              	                   	                          	+                                    	                                          	F            	                      	            	                    	+                    	+                          	                   	             	                               	                       	T                        	                      	             	                         	+                      	                      	                       	                    	                            	                    	                   	                  	                     	                                      	                       	                	                     	                      	from 115 SR. Chapter 20. Table 20. pages 374-376.

  SR	Late Miocene     	                 	                  	              	115	 709	A	  8	H	CC	   7.00	     77.6300	Boersma  	Benthic Foraminifers                         	               	G                 	                	F/C                     	                     	                      	                     	                        	+                	                      	                        	T                                        	                    	                       	                           	                  	                            	                  	               	+                     	                  	F                       	F                                       	F                                       	                        	                  	               	                    	                   	                   	                	T                     	                      	                  	                 	            	               	                       	                             	                      	                        	                    	                	                	                          	                     	                     	                    	                       	                         	                    	                         	                  	                     	                  	T               	                    	                     	                        	                            	          	                            	                	                       	                   	                  	                     	                        	                 	T                 	                        	                        	                     	F                  	+                   	F                       	                        	                               	              	R                  	                          	T                                    	                                          	             	                      	T           	                    	F                    	F                          	                   	             	T                              	+                      	+                        	                      	             	R                        	+                      	                      	                       	                    	                            	                    	                   	                  	                     	                                      	                       	                	                     	                      	from 115 SR. Chapter 20. Table 20. pages 374-376.

  SR	Late Miocene     	                 	                  	              	115	 709	A	  9	H	 4	 120.00	     83.3000	Boersma  	Benthic Foraminifers                         	               	M                 	                	                        	                     	                      	                     	                        	                 	                      	                        	                                         	                    	                       	                           	                  	                            	                  	               	                      	                  	                        	+                                       	F                                       	                        	                  	               	                    	                   	+                  	                	+                     	                      	                  	                 	            	               	                       	                             	+                     	                        	                    	                	                	                          	                     	                     	                    	                       	                         	                    	                         	                  	                     	                  	R               	                    	                     	                        	                            	          	                            	                	                       	                   	                  	                     	                        	                 	                  	                        	                        	                     	                   	                    	                        	                        	                               	              	T                  	                          	F                                    	                                          	             	                      	            	                    	+                    	                           	T                  	+            	T                              	+                      	T                        	+                     	+            	                         	                       	                      	                       	                    	                            	                    	                   	                  	                     	                                      	                       	                	                     	                      	from 115 SR. Chapter 20. Table 20. pages 374-376.

  SR	Late Miocene     	                 	                  	              	115	 709	A	  9	H	 6	 120.00	     86.3000	Boersma  	Benthic Foraminifers                         	               	P                 	                	                        	                     	+                     	                     	                        	+                	                      	                        	T                                        	                    	                       	                           	                  	                            	                  	               	                      	                  	                        	+                                       	F                                       	T                       	                  	               	                    	                   	+                  	                	+                     	                      	                  	                 	            	               	                       	                             	                      	                        	                    	                	+               	                          	                     	                     	                    	                       	                         	                    	                         	                  	                     	                  	F               	                    	                     	                        	                            	          	                            	                	                       	                   	                  	R                    	                        	                 	                  	                        	                        	                     	F                  	                    	                        	                        	                               	+             	                   	R                         	F                                    	                                          	             	                      	T           	                    	R                    	F/C                        	+                  	+            	R                              	T                      	                         	                      	             	                         	                       	                      	                       	                    	                            	                    	                   	                  	                     	                                      	                       	                	                     	                      	from 115 SR. Chapter 20. Table 20. pages 374-376.

  SR	Late Miocene     	                 	                  	              	115	 709	A	 10	H	 1	 120.00	     88.5000	Boersma  	Benthic Foraminifers                         	               	M                 	                	                        	                     	T                     	                     	                        	R                	                      	                        	F/C                                      	                    	                       	T                          	+                 	+                           	                  	               	                      	                  	+                       	R                                       	F/C                                     	                        	                  	+              	                    	                   	                   	                	+                     	                      	                  	                 	            	               	                       	                             	R                     	                        	                    	                	                	                          	                     	+                    	                    	                       	                         	                    	                         	                  	                     	                  	T               	                    	                     	                        	                            	          	                            	                	                       	                   	                  	T                    	                        	                 	+                 	                        	                        	                     	                   	                    	F/C                     	+                       	+                              	+             	F                  	+                         	R                                    	+                                         	+            	+                     	F           	R                   	                     	                           	                   	             	                               	                       	                         	                      	             	                         	                       	                      	                       	                    	                            	                    	                   	                  	                     	                                      	                       	                	                     	                      	from 115 SR. Chapter 20. Table 20. pages 374-376.

