Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),,Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Zeugrhabdotus embergeri,Watznaueria biporta,Watznaueria barnesae,Rhagodiscus asper,Quadrum eneabrachium,Microstaurus chiastius,Manivitella pemmatoidea,Lithraphidites carniolensis carniolensis,Hayesites irregularis,Haqius circumradiatus,Glaukolithus bicrescenticus,Flabellites biforaminis,Cretarhabdus crenulatus,Assipetra infracretacea,Watznaueria britannica,Eprolithus floralis,Laguncula dorotheae,Eiffellithus turriseiffelii,Tetrapodorhabdus coptensis,Tegumentum stradneri,Prediscosphaera columnata,Placozygus tractus,Loxolithus armilla,Cylindralithus nudus,Broinsonia dentata,Axopodorhabdus albianus,Watznaueria fossacincta,Tranolithus phacelosus,Reinhardtites anthophorus,Quadrum gothicum,Quadrum gartneri,Micula cubiformis,Glaukolithus diplogrammus,Eiffellithus eximius,Cylindralithus stradneri,Cylindralithus coangustatus,Cyclagelosphaera margerelii,Cribrosphaerella romanica,Cribrosphaerella ehrenbergii,Cretarhabdus octofenestratus,Cretarhabdus conicus,Chiastozygus fessus,Ceratolithoides self-trailiae,Ceratolithoides indiensis,Calculites ovalis,Broinsonia parca constricta,Broinsonia bevieri,Tranolithus argos,Stoverius biarcus,Rhagodiscus indistinctus,Prediscosphaera cretacea,Micula swastica,Micula staurophora,Cribrosphaerella obovata,Arkhangelskiella cymbiformis var NT,Arkhangelskiella cymbiformis,Quadrum trifidum (short arms),Reinhardtites levis,Micula aff praemura (high),Broinsonia parca,Micula praemurus,Chiastozygus litterarius,Cribrocorona gallica,Prinsius tenuiculum,Prinsius martinii,Prinsius dimorphosus,Ericsonia subpertusa,Ericsonia sp. 4,Ericsonia alternans,Cruciplacolithus tenuis,Cruciplacolithus intermedius,Coccolithus pelagicus,Chiasmolithus danicus,Toweius eminens,Sphenolithus primus,Fasciculithus tympaniformis,Discoaster multiradiatus,Cruciplacolithus frequens,Tribrachiatus orthostylus,Toweius occultatus,Coccolithus cavus,Chiasmolithus eograndis,Campylosphaera eodela,Sphenolithus editus,Ericsonia formosa,Discoaster saipanensis,Discoaster kuepperi,Discoaster diastypus,Discoaster barbadiensis,Sphenolithus spiniger,Sphenolithus radians,Sphenolithus pseudoradians,Nannotetrina fulgens,Nannotetrina alata,Chiasmolithus grandis,Chiasmolithus consuetus,Rhabdosphaera inflata,Discoaster sublodoensis,Chiasmolithus titus,Chiasmolithus gigas,Sphenolithus furcatolithoides,Chiasmolithus solitus,Reticulofenestra umbilica,Cyclolithella protoannula,Cribrocentrum reticulatum,Chiasmolithus oamaruensis,Sphenolithus moriformis,Helicosphaera salebrosa,Helicosphaera lophota,Helicosphaera compacta,Dictyococcites bisectus,Reticulofenestra hillae,Discoaster tanii,Discoaster strictus,Cyclicargolithus floridanus,Coccolithus miopelagicus,Sphenolithus neoabies,Sphenolithus heteromorphus,Sphenolithus predistentus,Reticulofenestra circus,Discoaster deflandrei,Lanternithus minutus,Discoaster calculosus,Clausicoccus fenestratus,Zygrhablithus bijugatus,Sphenolithus distentus,Discoaster adamanteus,Cyclicargolithus abisectus,Sphenolithus ciperoensis,Sphenolithus dissimilis,Discoaster druggii,Cyclicargolithus floridanus abisectus,Calcidiscus tropicus,Tetralithoides symeonidesii,Helicosphaera carteri,Discoaster deflandrei (5 ray),Coronocyclus prionion,Hayaster perplexus,Coronocyclus nitescens,Calcidiscus premacintyrei,Umbilicosphaera sibogae,Helicosphaera waltrans,Helicosphaera euphratis,Triquetrorhabdulus rioensis,Scyphosphaera martinii,Reticulofenestra pseudoumbilicus,Triquetrorhabdulus serratus,Triquetrorhabdulus rugosus,Sphenolithus abies,Coronocyclus nitescens (elliptical),Calcidiscus leptoporus,Scyphosphaera amphora,Discoaster kugleri,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Cenozoic         ,Cenozoic         ,NP19/20,NP19/20,,192,1183,A,26,R,CC,6.00,857.0600,Bergen   ,Nannofossils                                 ,C              ,P                 ,                       ,                   ,                    ,                 ,                    ,                      ,                       ,                                        ,                     ,                     ,                           ,                       ,                       ,                       ,                      ,                   ,                   ,                           ,                          ,                    ,                         ,                  ,                  ,                    ,                  ,                       ,                       ,                      ,                         ,                ,                ,                 ,                         ,                    ,                        ,                           ,                           ,                         ,                            ,                            ,                    ,                   ,                             ,                         ,                 ,                           ,                  ,                 ,                 ,                        ,                        ,               ,                  ,                        ,                                   ,                            ,                             ,                   ,                          ,                ,                ,                        ,                    ,                   ,                 ,                    ,                    ,               ,                   ,                       ,                            ,C                    ,                     ,               ,                   ,                           ,                        ,                         ,                         ,                  ,                 ,                       ,                     ,                   ,C                ,R                     ,                   ,                    ,R                      ,                     ,R                   ,R                         ,                    ,                  ,                     ,                       ,                     ,                       ,R                  ,                   ,                             ,                     ,R                        ,R                        ,R                        ,R                        ,C                      ,F                      ,+                    ,                      ,F                      ,R                      ,R               ,R                  ,C                          ,                        ,                     ,                          ,                         ,                       ,                     ,                    ,                     ,                        ,                       ,                      ,                     ,                          ,                        ,                       ,                  ,                                     ,                    ,                           ,                     ,                             ,                     ,                  ,                      ,                         ,                       ,                      ,                       ,                           ,                      ,                                ,                           ,                          ,                  ,                                   ,                      ,                     ,                  ,top Srad and Cproto
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Cenozoic         ,Cenozoic         ,NP18,NP18,,192,1183,A,27,R,CC,9.00,866.6900,Bergen   ,Nannofossils                                 ,C              ,P                 ,                       ,                   ,                    ,                 ,                    ,                      ,                       ,                                        ,                     ,                     ,                           ,                       ,                       ,                       ,                      ,                   ,                   ,                           ,                          ,                    ,                         ,                  ,                  ,                    ,                  ,                       ,                       ,                      ,                         ,                ,                ,                 ,                         ,                    ,                        ,                           ,                           ,                         ,                            ,                            ,                    ,                   ,                             ,                         ,                 ,                           ,                  ,                 ,                 ,                        ,                        ,               ,                  ,                        ,                                   ,                            ,                             ,                   ,                          ,                ,                ,                        ,                    ,                   ,                 ,                    ,                    ,               ,                   ,                       ,                            ,C                    ,                     ,               ,                   ,                           ,                        ,                         ,                         ,                  ,                 ,                       ,                     ,                   ,C                ,                      ,                   ,                    ,F                      ,                     ,R                   ,R                         ,                    ,                  ,                     ,                       ,                     ,                       ,                   ,                   ,                             ,                     ,F                        ,R                        ,R                        ,R                        ,C                      ,R                      ,R                    ,R                     ,C                      ,                       ,                ,                   ,                           ,                        ,                     ,                          ,                         ,                       ,                     ,                    ,                     ,                        ,                       ,                      ,                     ,                          ,                        ,                       ,                  ,                                     ,                    ,                           ,                     ,                             ,                     ,                  ,                      ,                         ,                       ,                      ,                       ,                           ,                      ,                                ,                           ,                          ,                  ,                                   ,                      ,                     ,                  ,top Hloph
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Cenozoic         ,Cenozoic         ,NP18,NP18,,192,1183,A,28,R,CC,16.00,876.3600,Bergen   ,Nannofossils                                 ,C              ,P                 ,                       ,                   ,                    ,                 ,                    ,                      ,                       ,                                        ,                     ,                     ,                           ,                       ,                       ,                       ,                      ,                   ,                   ,                           ,                          ,                    ,                         ,                  ,                  ,                    ,                  ,                       ,                       ,                      ,                         ,                ,                ,                 ,                         ,                    ,                        ,                           ,                           ,                         ,                            ,                            ,                    ,                   ,                             ,                         ,                 ,                           ,                  ,                 ,                 ,                        ,                        ,               ,                  ,                        ,                                   ,                            ,                             ,                   ,                          ,                ,                ,                        ,                    ,                   ,                 ,                    ,                    ,               ,                   ,                       ,                            ,C                    ,                     ,               ,                   ,                           ,                        ,                         ,                         ,                  ,                 ,                       ,                     ,                   ,F                ,                      ,                   ,                    ,F                      ,                     ,R                   ,                          ,                    ,                  ,                     ,                       ,                     ,                       ,                   ,                   ,                             ,                     ,F                        ,                         ,                         ,R                        ,C                      ,R                      ,                     ,                      ,                       ,                       ,                ,                   ,                           ,                        ,                     ,                          ,                         ,                       ,                     ,                    ,                     ,                        ,                       ,                      ,                     ,                          ,                        ,                       ,                  ,                                     ,                    ,                           ,                     ,                             ,                     ,                  ,                      ,                         ,                       ,                      ,                       ,                           ,                      ,                                ,                           ,                          ,                  ,                                   ,                      ,                     ,                  ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Cenozoic         ,Cenozoic         ,NP18,NP16,,192,1183,A,29,R,CC,10.00,886.0000,Bergen   ,Nannofossils                                 ,C              ,P                 ,                       ,                   ,                    ,                 ,                    ,                      ,                       ,                                        ,                     ,                     ,                           ,                       ,                       ,                       ,                      ,                   ,                   ,                           ,                          ,                    ,                         ,                  ,                  ,                    ,                  ,                       ,                       ,                      ,                         ,                ,                ,                 ,                         ,                    ,                        ,                           ,                           ,                         ,                            ,                            ,                    ,                   ,                             ,                         ,                 ,                           ,                  ,                 ,                 ,                        ,                        ,               ,                  ,                        ,                                   ,                            ,                             ,                   ,                          ,                ,                ,                        ,                    ,                   ,                 ,                    ,                    ,               ,                   ,                       ,                            ,C                    ,                     ,               ,                   ,                           ,                        ,                         ,                         ,                  ,                 ,                       ,                     ,                   ,C                ,                      ,                   ,                    ,F                      ,                     ,                    ,                          ,                    ,                  ,                     ,R                      ,                     ,                       ,                   ,                   ,R                            ,R                    ,C                        ,R                        ,R                        ,F                        ,                       ,                       ,                     ,                      ,                       ,                       ,                ,                   ,                           ,                        ,                     ,                          ,                         ,                       ,                     ,                    ,                     ,                        ,                       ,                      ,                     ,                          ,                        ,                       ,                  ,                                     ,                    ,                           ,                     ,                             ,                     ,                  ,                      ,                         ,                       ,                      ,                       ,                           ,                      ,                                ,                           ,                          ,                  ,                                   ,                      ,                     ,                  ,"Coamaru w/common Rumb-rew Csol,Sfurc"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Cenozoic         ,Cenozoic         ,NP15,NP15,,192,1183,A,30,R,2,72.00,897.1200,Bergen   ,Nannofossils                                 ,C              ,P                 ,                       ,                   ,                    ,                 ,                    ,                      ,                       ,                                        ,                     ,                     ,                           ,                       ,                       ,                       ,                      ,                   ,                   ,                           ,                          ,                    ,                         ,                  ,                  ,                    ,                  ,                       ,                       ,                      ,                         ,                ,                ,                 ,                         ,                    ,                        ,                           ,                           ,                         ,                            ,                            ,                    ,                   ,                             ,                         ,                 ,                           ,                  ,                 ,                 ,                        ,                        ,               ,                  ,                        ,                                   ,                            ,                             ,                   ,                          ,                ,                ,                        ,                    ,                   ,                 ,                    ,                    ,               ,                   ,                       ,                            ,C                    ,                     ,               ,                   ,                           ,                        ,                         ,                         ,                  ,                 ,                       ,                     ,                   ,F                ,                      ,                   ,                    ,R                      ,R                    ,                    ,                          ,                    ,                  ,R                    ,R                      ,                     ,R                      ,                   ,R                  ,R                            ,R                    ,                         ,                         ,                         ,                         ,                       ,                       ,                     ,                      ,                       ,                       ,                ,                   ,                           ,                        ,                     ,                          ,                         ,                       ,                     ,                    ,                     ,                        ,                       ,                      ,                     ,                          ,                        ,                       ,                  ,                                     ,                    ,                           ,                     ,                             ,                     ,                  ,                      ,                         ,                       ,                      ,                       ,                           ,                      ,                                ,                           ,                          ,                  ,                                   ,                      ,                     ,                  ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Cenozoic         ,Cenozoic         ,NP15,NP15,,192,1183,A,31,R,1,78.00,905.8800,Bergen   ,Nannofossils                                 ,C              ,P                 ,                       ,                   ,                    ,                 ,                    ,                      ,                       ,                                        ,                     ,                     ,                           ,                       ,                       ,                       ,                      ,                   ,                   ,                           ,                          ,                    ,                         ,                  ,                  ,                    ,                  ,                       ,                       ,                      ,                         ,                ,                ,                 ,                         ,                    ,                        ,                           ,                           ,                         ,                            ,                            ,                    ,                   ,                             ,                         ,                 ,                           ,                  ,                 ,                 ,                        ,                        ,               ,                  ,                        ,                                   ,                            ,                             ,                   ,                          ,                ,                ,                        ,                    ,                   ,                 ,                    ,                    ,               ,                   ,                       ,                            ,C                    ,                     ,               ,                   ,                           ,                        ,                         ,                         ,                  ,                 ,                       ,                     ,                   ,C                ,                      ,                   ,                    ,F                      ,R                    ,R                   ,R                         ,                    ,                  ,R                    ,R                      ,+                    ,R                      ,R                  ,R                  ,                             ,                     ,                         ,                         ,                         ,                         ,                       ,                       ,                     ,                      ,                       ,                       ,                ,                   ,                           ,                        ,                     ,                          ,                         ,                       ,                     ,                    ,                     ,                        ,                       ,                      ,                     ,                          ,                        ,                       ,                  ,                                     ,                    ,                           ,                     ,                             ,                     ,                  ,                      ,                         ,                       ,                      ,                       ,                           ,                      ,                                ,                           ,                          ,                  ,                                   ,                      ,                     ,                  ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Cenozoic         ,Cenozoic         ,NP15,NP15,,192,1183,A,32,R,CC,0.00,916.2000,Bergen   ,Nannofossils                                 ,C              ,P                 ,                       ,                   ,                    ,                 ,                    ,                      ,                       ,                                        ,                     ,                     ,                           ,                       ,                       ,                       ,                      ,                   ,                   ,                           ,                          ,                    ,                         ,                  ,                  ,                    ,                  ,                       ,                       ,                      ,                         ,                ,                ,                 ,                         ,                    ,                        ,                           ,                           ,                         ,                            ,                            ,                    ,                   ,                             ,                         ,                 ,                           ,                  ,                 ,                 ,                        ,                        ,               ,                  ,                        ,                                   ,                            ,                             ,                   ,                          ,                ,                ,                        ,                    ,                   ,                 ,                    ,                    ,               ,                   ,                       ,                            ,C                    ,                     ,               ,                   ,                           ,                        ,                         ,                         ,                  ,                 ,                       ,                     ,                   ,F                ,                      ,                   ,                    ,F                      ,R                    ,R                   ,R                         ,R                   ,F                 ,R                    ,R                      ,                     ,                       ,                   ,                   ,                             ,                     ,                         ,                         ,                         ,                         ,                       ,                       ,                     ,                      ,                       ,                       ,                ,                   ,                           ,                        ,                     ,                          ,                         ,                       ,                     ,                    ,                     ,                        ,                       ,                      ,                     ,                          ,                        ,                       ,                  ,                                     ,                    ,                           ,                     ,                             ,                     ,                  ,                      ,                         ,                       ,                      ,                       ,                           ,                      ,                                ,                           ,                          ,                  ,                                   ,                      ,                     ,                  ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Cenozoic         ,Cenozoic         ,NP12,NP11,,192,1183,A,33,R,CC,0.00,928.6200,Bergen   ,Nannofossils                                 ,C              ,P                 ,                       ,                   ,                    ,                 ,                    ,                      ,                       ,                                        ,                     ,                     ,                           ,                       ,                       ,                       ,                      ,                   ,                   ,                           ,                          ,                    ,                         ,                  ,                  ,                    ,                  ,                       ,                       ,                      ,                         ,                ,                ,                 ,                         ,                    ,                        ,                           ,                           ,                         ,                            ,                            ,                    ,                   ,                             ,                         ,                 ,                           ,                  ,                 ,                 ,                        ,                        ,               ,                  ,                        ,                                   ,                            ,                             ,                   ,                          ,                ,                ,                        ,                    ,                   ,                 ,                    ,                    ,               ,                   ,                       ,                            ,C                    ,                     ,               ,                   ,                           ,                        ,                         ,R                        ,                  ,F                ,                       ,                     ,F                  ,R                ,F                     ,R                  ,R                   ,F                      ,                     ,                    ,                          ,                    ,                  ,                     ,                       ,                     ,                       ,                   ,                   ,                             ,                     ,                         ,                         ,                         ,                         ,                       ,                       ,                     ,                      ,                       ,                       ,                ,                   ,                           ,                        ,                     ,                          ,                         ,                       ,                     ,                    ,                     ,                        ,                       ,                      ,                     ,                          ,                        ,                       ,                  ,                                     ,                    ,                           ,                     ,                             ,                     ,                  ,                      ,                         ,                       ,                      ,                       ,                           ,                      ,                                ,                           ,                          ,                  ,                                   ,                      ,                     ,                  ,Dkuep & Tortho questionable
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Cenozoic         ,Cenozoic         ,NP11,NP10,,192,1183,A,34,R,3,61.00,936.9900,Bergen   ,Nannofossils                                 ,C              ,P                 ,                       ,                   ,                    ,                 ,                    ,                      ,                       ,                                        ,                     ,                     ,                           ,                       ,                       ,                       ,                      ,                   ,                   ,                           ,                          ,                    ,                         ,                  ,                  ,                    ,                  ,                       ,                       ,                      ,                         ,                ,                ,                 ,                         ,                    ,                        ,                           ,                           ,                         ,                            ,                            ,                    ,                   ,                             ,                         ,                 ,                           ,                  ,                 ,                 ,                        ,                        ,               ,                  ,                        ,                                   ,                            ,                             ,                   ,                          ,                ,                ,                        ,                    ,                   ,                 ,                    ,                    ,               ,                   ,                       ,                            ,C                    ,                     ,               ,R                  ,                           ,F                       ,                         ,R                        ,R                 ,C                ,R                      ,R                    ,                   ,                 ,                      ,                   ,                    ,                       ,                     ,                    ,                          ,                    ,                  ,                     ,                       ,                     ,                       ,                   ,                   ,                             ,                     ,                         ,                         ,                         ,                         ,                       ,                       ,                     ,                      ,                       ,                       ,                ,                   ,                           ,                        ,                     ,                          ,                         ,                       ,                     ,                    ,                     ,                        ,                       ,                      ,                     ,                          ,                        ,                       ,                  ,                                     ,                    ,                           ,                     ,                             ,                     ,                  ,                      ,                         ,                       ,                      ,                       ,                           ,                      ,                                ,                           ,                          ,                  ,                                   ,                      ,                     ,                  ,T.contortus very questionable
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Cenozoic         ,Cenozoic         ,NP9,NP9,,192,1183,A,35,R,2,43.00,945.2000,Bergen   ,Nannofossils                                 ,C              ,P                 ,                       ,                   ,                    ,                 ,                    ,                      ,                       ,                                        ,                     ,                     ,                           ,                       ,                       ,                       ,                      ,                   ,                   ,                           ,                          ,                    ,                         ,                  ,                  ,                    ,                  ,                       ,                       ,                      ,                         ,                ,                ,                 ,                         ,                    ,                        ,                           ,                           ,                         ,                            ,                            ,                    ,                   ,                             ,                         ,                 ,                           ,                  ,                 ,                 ,                        ,                        ,               ,                  ,                        ,                                   ,                            ,                             ,                   ,                          ,                ,                ,                        ,                    ,                   ,                 ,                    ,                    ,               ,                   ,                       ,                            ,F                    ,                     ,               ,R                  ,C                          ,F                       ,                         ,                         ,                  ,                 ,                       ,                     ,                   ,                 ,                      ,                   ,                    ,                       ,                     ,                    ,                          ,                    ,                  ,                     ,                       ,                     ,                       ,                   ,                   ,                             ,                     ,                         ,                         ,                         ,                         ,                       ,                       ,                     ,                      ,                       ,                       ,                ,                   ,                           ,                        ,                     ,                          ,                         ,                       ,                     ,                    ,                     ,                        ,                       ,                      ,                     ,                          ,                        ,                       ,                  ,                                     ,                    ,                           ,                     ,                             ,                     ,                  ,                      ,                         ,                       ,                      ,                       ,                           ,                      ,                                ,                           ,                          ,                  ,                                   ,                      ,                     ,                  ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Cenozoic         ,Cenozoic         ,NP9,NP9,,192,1183,A,36,R,CC,20.00,958.6700,Bergen   ,Nannofossils                                 ,C              ,P                 ,                       ,                   ,                    ,                 ,                    ,                      ,                       ,                                        ,                     ,                     ,                           ,                       ,                       ,                       ,                      ,                   ,                   ,                           ,                          ,                    ,                         ,                  ,                  ,                    ,                  ,                       ,                       ,                      ,                         ,                ,                ,                 ,                         ,                    ,                        ,                           ,                           ,                         ,                            ,                            ,                    ,                   ,                             ,                         ,                 ,                           ,                  ,                 ,                 ,                        ,                        ,               ,                  ,                        ,                                   ,                            ,                             ,                   ,                          ,                ,                ,                        ,                    ,                   ,                 ,                    ,                    ,               ,                   ,                       ,                            ,F                    ,                     ,R              ,C                  ,F                          ,R                       ,R                        ,                         ,                  ,                 ,                       ,                     ,                   ,                 ,                      ,                   ,                    ,                       ,                     ,                    ,                          ,                    ,                  ,                     ,                       ,                     ,                       ,                   ,                   ,                             ,                     ,                         ,                         ,                         ,                         ,                       ,                       ,                     ,                      ,                       ,                       ,                ,                   ,                           ,                        ,                     ,                          ,                         ,                       ,                     ,                    ,                     ,                        ,                       ,                      ,                     ,                          ,                        ,                       ,                  ,                                     ,                    ,                           ,                     ,                             ,                     ,                  ,                      ,                         ,                       ,                      ,                       ,                           ,                      ,                                ,                           ,                          ,                  ,                                   ,                      ,                     ,                  ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
