genus species name,pbdb_taxon_id,checked,pbdb_taxon_name,pbdb_taxon_rank,species_taxon_id,species_taxon_name,genus_taxon_id,genus_taxon_name,family_taxon_id,family_taxon_name,phylum_taxon_id,phylum_taxon_name,kingdom_taxon_id,kingdom_taxon_name,order_taxon_id,order_taxon_name,class_taxon_id,class_taxon_name,unranked clade_taxon_id,unranked clade_taxon_name
Planoheterohelix reussi,,True,,,,,,,,,,,,,,,,,,
Planomalina buxtorfi,,True,,,,,,,,,,,,,,,,,,
Planorotalites compressa,,True,,,,,,,,,,,,,,,,,,
Planorotalites pseudoscitula,,True,,,,,,,,,,,,,,,,,,
Praeglobotruncana delrioensis,,True,,,,,,,,,,,,,,,,,,
Praeglobotruncana gibba,,True,,,,,,,,,,,,,,,,,,
Praeglobotruncana stephani,,True,,,,,,,,,,,,,,,,,,
Praehedbergella aptiana,,True,,,,,,,,,,,,,,,,,,
Praehedbergella gorbachikae,,True,,,,,,,,,,,,,,,,,,
Praehedbergella roblesae,,True,,,,,,,,,,,,,,,,,,
Praemurica inconstans,,True,,,,,,,,,,,,,,,,,,
Praemurica pseudoinconstans,,True,,,,,,,,,,,,,,,,,,
Praemurica taurica,,True,,,,,,,,,,,,,,,,,,
Praemurica uncinata,,True,,,,,,,,,,,,,,,,,,
Praeorbulina glomerosa,,True,,,,,,,,,,,,,,,,,,
Praeorbulina circularis,,True,,,,,,,,,,,,,,,,,,
Praeorbulina curva,,True,,,,,,,,,,,,,,,,,,
Praeorbulina sicana,422363,True,Praeorbulina sicana,species,422363,Praeorbulina sicana,422361,Trilobatus,82191,Globigerinidae,288974,Foraminifera,212476,Rhizaria,,,,,,
Praeorbulina transitoria,,True,,,,,,,,,,,,,,,,,,
Pseudoguembelina costulata,402441,True,Pseudoguembelina costulata,species,402441,Pseudoguembelina costulata,2263,Pseudoguembelina,155907,Heterohelicidae,288974,Foraminifera,212476,Rhizaria,,,,,,
Pseudoguembelina hariaensis,402431,True,Pseudoguembelina hariaensis,species,402431,Pseudoguembelina hariaensis,2263,Pseudoguembelina,155907,Heterohelicidae,288974,Foraminifera,212476,Rhizaria,,,,,,
Pseudohastigerina naguewichiensis,,True,,,,,,,,,,,,,,,,,,
Pseudohastigerina micra,,True,,,,,,,,,,,,,,,,,,
Pseudohastigerina wilcoxensis,,True,,,,,,,,,,,,,,,,,,
Pseudoschackoina saundersi,,True,,,,,,,,,,,,,,,,,,
Pseudotextularia elegans,,True,,,,,,,,,,,,,,,,,,
Pseudotextularia nuttalli,,True,,,,,,,,,,,,,,,,,,
Racemiguembelina fructicosa,,True,,,,,,,,,,,,,,,,,,
Rectoguembelina cretacea,,True,,,,,,,,,,,,,,,,,,
Rotalipora appenninica,,True,,,,,,,,,,,,,,,,,,
Rotalipora cushmani,,True,,,,,,,,,,,,,,,,,,
Rotalipora globotruncanoides,,True,,,,,,,,,,,,,,,,,,
Rotalipora greenhornensis,,True,,,,,,,,,,,,,,,,,,
Rotalipora montsalvensis,,True,,,,,,,,,,,,,,,,,,
Rotalipora reicheli,,True,,,,,,,,,,,,,,,,,,
Rotalipora ticinensis,,True,,,,,,,,,,,,,,,,,,
Rugoglobigerina pennyi,,True,,,,,,,,,,,,,,,,,,
Rugoglobigerina rugosa,402597,True,Rugoglobigerina rugosa,species,402597,Rugoglobigerina rugosa,2440,Rugoglobigerina,155879,Rugoglobigerinidae,288974,Foraminifera,212476,Rhizaria,,,,,,
Schackoina cenomana,,True,,,,,,,,,,,,,,,,,,
Schackoina multispinata,,True,,,,,,,,,,,,,,,,,,
Sigalia deflaensis,,True,,,,,,,,,,,,,,,,,,
Sphaeroidinella disjuncta,422358,True,Sphaeroidinella disjuncta,species,422358,Sphaeroidinella disjuncta,2569,Sphaeroidinellopsis,82191,Globigerinidae,288974,Foraminifera,212476,Rhizaria,,,,,,
Sphaeroidinella excavata,,True,,,,,,,,,,,,,,,,,,
Sphaeroidinellopsis disjuncta,422359,True,Sphaeroidinellopsis disjuncta,species,422359,Sphaeroidinellopsis disjuncta,2569,Sphaeroidinellopsis,82191,Globigerinidae,288974,Foraminifera,212476,Rhizaria,,,,,,
Sphaeroidinellopsis hancocki,,True,,,,,,,,,,,,,,,,,,
Sphaeroidinellopsis multiloba,,True,,,,,,,,,,,,,,,,,,
Sphaeroidinellopsis paenedehiscens,402471,True,Sphaeroidinellopsis paenedehiscens,species,402471,Sphaeroidinellopsis paenedehiscens,2569,Sphaeroidinellopsis,82191,Globigerinidae,288974,Foraminifera,212476,Rhizaria,,,,,,
Sphaeroidinellopsis subdehiscens,,True,,,,,,,,,,,,,,,,,,
Subbotina angiporoides,,True,,,,,,,,,,,,,,,,,,
Subbotina brevis,,True,,,,,,,,,,,,,,,,,,
Subbotina cancellata,,True,,,,,,,,,,,,,,,,,,
Subbotina corpulenta,,True,,,,,,,,,,,,,,,,,,
Subbotina crociapertura,,True,,,,,,,,,,,,,,,,,,
Subbotina eocaena,,True,,,,,,,,,,,,,,,,,,
Subbotina euapertura,,True,,,,,,,,,,,,,,,,,,
Subbotina gortanii,,True,,,,,,,,,,,,,,,,,,
Subbotina hagni,,True,,,,,,,,,,,,,,,,,,
Subbotina hornibrooki,,True,,,,,,,,,,,,,,,,,,
Subbotina inaequispira,,True,,,,,,,,,,,,,,,,,,
Subbotina jacksonensis,,True,,,,,,,,,,,,,,,,,,
Subbotina linaperta,,True,,,,,,,,,,,,,,,,,,
Subbotina lozanoi,,True,,,,,,,,,,,,,,,,,,
Subbotina patagonica,,True,,,,,,,,,,,,,,,,,,
Subbotina pseudoeocaena,,True,,,,,,,,,,,,,,,,,,
Subbotina roesnaesensis,,True,,,,,,,,,,,,,,,,,,
Subbotina senni,,True,,,,,,,,,,,,,,,,,,
Subbotina triangularis,,True,,,,,,,,,,,,,,,,,,
Subbotina triloculinoides,,True,,,,,,,,,,,,,,,,,,
Subbotina trivialis,,True,,,,,,,,,,,,,,,,,,
Subbotina utilisindex,,True,,,,,,,,,,,,,,,,,,
Subbotina velascoensis,,True,,,,,,,,,,,,,,,,,,
Subbotina yeguaensis,,True,,,,,,,,,,,,,,,,,,
Tenuitella anfracta,422382,True,Tenuitella anfracta,species,422382,Tenuitella anfracta,2652,Tenuitella,422373,Globigerinitidae,288974,Foraminifera,212476,Rhizaria,,,,,,
Tenuitella angustiumbilicata,,True,,,,,,,,,,,,,,,,,,
Tenuitella clemenciae,,True,,,,,,,,,,,,,,,,,,
Tenuitella gemma,422380,True,Tenuitella gemma,species,422380,Tenuitella gemma,2652,Tenuitella,422373,Globigerinitidae,288974,Foraminifera,212476,Rhizaria,,,,,,
Tenuitella munda,,True,,,,,,,,,,,,,,,,,,
Tenuitellinata praestainforthi,,True,,,,,,,,,,,,,,,,,,
Thalmanninella gandolfii,,True,,,,,,,,,,,,,,,,,,
Ticinella madecassiana,,True,,,,,,,,,,,,,,,,,,
Ticinella praeticinensis,,True,,,,,,,,,,,,,,,,,,
Ticinella primula,,True,,,,,,,,,,,,,,,,,,
Ticinella raynaudi,,True,,,,,,,,,,,,,,,,,,
Ticinella roberti,,True,,,,,,,,,,,,,,,,,,
Trilobatus bisphericus,,True,,,,,,,,,,,,,,,,,,
Trilobatus primordius,,True,,,,,,,,,,,,,,,,,,
Trilobatus sacculifer,422362,True,Trilobatus sacculifer,species,422362,Trilobatus sacculifer,422361,Trilobatus,82191,Globigerinidae,288974,Foraminifera,212476,Rhizaria,,,,,,
Trilobatus trilobus,422366,True,Trilobatus trilobus,species,422366,Trilobatus trilobus,422361,Trilobatus,82191,Globigerinidae,288974,Foraminifera,212476,Rhizaria,,,,,,
Truncorotalia cavernula,,True,,,,,,,,,,,,,,,,,,
Truncorotalia crassacarina,,True,,,,,,,,,,,,,,,,,,
Truncorotalia crassacarinina,,True,,,,,,,,,,,,,,,,,,
Truncorotalia crassaconica,,True,,,,,,,,,,,,,,,,,,
Truncorotalia crassaformis,422430,True,Globorotalia (Truncorotalia) crassaformis,species,422430,Globorotalia (Truncorotalia) crassaformis,1521,Globorotalia,82192,Globorotaliidae,288974,Foraminifera,212476,Rhizaria,,,,,,
Truncorotalia crassula,422431,True,Globorotalia (Truncorotalia) crassula,species,422431,Globorotalia (Truncorotalia) crassula,1521,Globorotalia,82192,Globorotaliidae,288974,Foraminifera,212476,Rhizaria,,,,,,
Truncorotalia juanai,,True,,,,,,,,,,,,,,,,,,
Truncorotalia tosaensis,422459,True,Globorotalia (Truncorotalia) tosaensis,species,422459,Globorotalia (Truncorotalia) tosaensis,1521,Globorotalia,82192,Globorotaliidae,288974,Foraminifera,212476,Rhizaria,,,,,,
Truncorotalia truncatulinoides,422461,True,Globorotalia (Truncorotalia) truncatulinoides,species,422461,Globorotalia (Truncorotalia) truncatulinoides,1521,Globorotalia,82192,Globorotaliidae,288974,Foraminifera,212476,Rhizaria,,,,,,
Truncorotaloides rohri,,True,,,,,,,,,,,,,,,,,,
Turborotalia continuosa,,True,,,,,,,,,,,,,,,,,,
Turborotalia ampliapertura,379417,True,Turborotalia ampliapertura,species,379417,Turborotalia ampliapertura,2739,Turborotalia,112318,Hedbergellidae,288974,Foraminifera,212476,Rhizaria,,,,,,
Turborotalia cerroazulensis,379424,True,Turborotalia cerroazulensis,species,379424,Turborotalia cerroazulensis,2739,Turborotalia,112318,Hedbergellidae,288974,Foraminifera,212476,Rhizaria,,,,,,
Turborotalia frontosa,,True,,,,,,,,,,,,,,,,,,
Turborotalia increbescens,,True,,,,,,,,,,,,,,,,,,
Turborotalia pomeroli,,True,,,,,,,,,,,,,,,,,,
Turborotalia possagnoensis,,True,,,,,,,,,,,,,,,,,,
Turborotalia pseudoampliapertura,,True,,,,,,,,,,,,,,,,,,
Turborotalia quinqueloba,,True,,,,,,,,,,,,,,,,,,
Turborotalita humilis,422368,True,Turborotalita humilis,species,422368,Turborotalita humilis,2740,Turborotalita,82191,Globigerinidae,288974,Foraminifera,212476,Rhizaria,,,,,,
Turborotalita iota,,True,,,,,,,,,,,,,,,,,,
Whiteinella aprica,,True,,,,,,,,,,,,,,,,,,
Whiteinella archaeocretacea,377129,True,Whiteinella archaeocretacea,species,377129,Whiteinella archaeocretacea,2821,Whiteinella,,,288974,Foraminifera,212476,Rhizaria,,,,,,
Whiteinella aumalensis,,True,,,,,,,,,,,,,,,,,,
Whiteinella baltica,377128,True,Whiteinella baltica,species,377128,Whiteinella baltica,2821,Whiteinella,,,288974,Foraminifera,212476,Rhizaria,,,,,,
Whiteinella brittonensis,377127,True,Whiteinella brittonensis,species,377127,Whiteinella brittonensis,2821,Whiteinella,,,288974,Foraminifera,212476,Rhizaria,,,,,,
Whiteinella paradubia,,True,,,,,,,,,,,,,,,,,,
Woodringina hornerstownensis,,True,,,,,,,,,,,,,,,,,,
Zeaglobigerina apertura,,True,,,,,,,,,,,,,,,,,,
Zeaglobigerina brazieri,,True,,,,,,,,,,,,,,,,,,
Zeaglobigerina connecta,,True,,,,,,,,,,,,,,,,,,
Zeaglobigerina druryi,,True,,,,,,,,,,,,,,,,,,
Zeaglobigerina nepenthes,,True,,,,,,,,,,,,,,,,,,
Zeaglobigerina rubescens,,True,,,,,,,,,,,,,,,,,,
Zeaglobigerina woodi,,True,,,,,,,,,,,,,,,,,,
Zeauvigerina waiparaensis,,True,,,,,,,,,,,,,,,,,,
Euchitonia elegans-furcata,,True,,,,,,,,,,,,,,,,,,
Botryostrobus auritus-australis,,True,,,,,,,,,,,,,,,,,,
Phorticium pylonium,,True,,,,,,,,,,,,,,,,,,
Acrobotrys tritubus,,True,,,,,,,,,,,,,,,,,,
Acrocubus octopylus,,True,,,,,,,,,,,,,,,,,,
Acrosphaera australis,,True,,,,,,,,,,,,,,,,,,
Acrosphaera collina,,True,,,,,,,,,,,,,,,,,,
Acrosphaera cyrtodon,,True,,,,,,,,,,,,,,,,,,
Acrosphaera inflata,,True,,,,,,,,,,,,,,,,,,
Acrosphaera lappacea,,True,,,,,,,,,,,,,,,,,,
Acrosphaera murrayana,,True,,,,,,,,,,,,,,,,,,
Acrosphaera spinosa,,True,,,,,,,,,,,,,,,,,,
Acrosphaera trepanata,,True,,,,,,,,,,,,,,,,,,
Acrosphaera labrata,,True,,,,,,,,,,,,,,,,,,
Acrosphaera mercurius,,True,,,,,,,,,,,,,,,,,,
Actinomma antarcticum,,True,,,,,,,,,,,,,,,,,,
Actinomma arcadophorum,,True,,,,,,,,,,,,,,,,,,
Actinomma boreale,,True,,,,,,,,,,,,,,,,,,
Actinomma delicatulum,,True,,,,,,,,,,,,,,,,,,
Actinomma leptodermum,,True,,,,,,,,,,,,,,,,,,
Actinomma medianum,,True,,,,,,,,,,,,,,,,,,
Actinomma popofskii,,True,,,,,,,,,,,,,,,,,,
Amphicraspedum murrayanum,152535,True,Amphicraspedum murrayanum,species,152535,Amphicraspedum murrayanum,152534,Amphicraspedum,,,4,Radiolaria,212476,Rhizaria,,,,,,
Amphicraspedum prolixum,,True,,,,,,,,,,,,,,,,,,
Amphimelissa setosa,,True,,,,,,,,,,,,,,,,,,
Amphipyndax stocki,165303,True,Amphipyndax stocki,species,165303,Amphipyndax stocki,414,Amphipyndax,66331,Amphipyndacidae,4,Radiolaria,212476,Rhizaria,402,Nassellaria,,,,
Amphirhopalum ypsilon,,True,,,,,,,,,,,,,,,,,,
Amphisphaera coronata,,True,,,,,,,,,,,,,,,,,,
Amphisphaera goruna,,True,,,,,,,,,,,,,,,,,,
Amphisphaera radiosa,,True,,,,,,,,,,,,,,,,,,
Amphistylus angelinus,,True,,,,,,,,,,,,,,,,,,
Amphymenium splendiarmatum,,True,,,,,,,,,,,,,,,,,,
Anomalacantha dentata,,True,,,,,,,,,,,,,,,,,,
Antarctissa cylindrica,,True,,,,,,,,,,,,,,,,,,
Antarctissa deflandrei,,True,,,,,,,,,,,,,,,,,,
Antarctissa denticulata,,True,,,,,,,,,,,,,,,,,,
Antarctissa robusta,,True,,,,,,,,,,,,,,,,,,
Antarctissa strelkovi,,True,,,,,,,,,,,,,,,,,,
Anthocyrtella callopisma,,True,,,,,,,,,,,,,,,,,,
Anthocyrtidium angulare,,True,,,,,,,,,,,,,,,,,,
Anthocyrtidium jenghisi,,True,,,,,,,,,,,,,,,,,,
Anthocyrtidium marieae,,True,,,,,,,,,,,,,,,,,,
Anthocyrtidium ophirense,,True,,,,,,,,,,,,,,,,,,
Anthocyrtidium pliocenica,,True,,,,,,,,,,,,,,,,,,
Anthocyrtidium zanguebaricum,,True,,,,,,,,,,,,,,,,,,
Anthocyrtis ehrenbergi,,True,,,,,,,,,,,,,,,,,,
Aphetocyrtis bianulus,,True,,,,,,,,,,,,,,,,,,
Aphetocyrtis gnomabax,,True,,,,,,,,,,,,,,,,,,
Aphetocyrtis rossi,,True,,,,,,,,,,,,,,,,,,
Artobotrys auriculaleporis,,True,,,,,,,,,,,,,,,,,,
Artobotrys biaurita,,True,,,,,,,,,,,,,,,,,,
Artophormis barbadensis,,True,,,,,,,,,,,,,,,,,,
Artophormis gracilis,,True,,,,,,,,,,,,,,,,,,
Axoprunum acquilonium,,True,,,,,,,,,,,,,,,,,,
Axoprunum bispiculum,,True,,,,,,,,,,,,,,,,,,
Axoprunum pierinae,,True,,,,,,,,,,,,,,,,,,
Axoprunum stauraxonium,,True,,,,,,,,,,,,,,,,,,
Bathropyramis woodringi,,True,,,,,,,,,,,,,,,,,,
Bekoma bidartensis,152537,True,Bekoma bidartensis,species,152537,Bekoma bidartensis,432,Bekoma,87074,Bekomidae,4,Radiolaria,212476,Rhizaria,402,Nassellaria,,,,
Bekoma campechensis,152538,True,Bekoma campechensis,species,152538,Bekoma campechensis,432,Bekoma,87074,Bekomidae,4,Radiolaria,212476,Rhizaria,402,Nassellaria,,,,
Bekoma divaricata,,True,,,,,,,,,,,,,,,,,,
Botryocyrtis scutum,,True,,,,,,,,,,,,,,,,,,
Botryostrobus aquilonaris,,True,,,,,,,,,,,,,,,,,,
Botryostrobus auritus,,True,,,,,,,,,,,,,,,,,,
Botryostrobus miralestensis,,True,,,,,,,,,,,,,,,,,,
Buccinosphaera invaginata,,True,,,,,,,,,,,,,,,,,,
Buryella clinata,152539,True,Buryella clinata,species,152539,Buryella clinata,443,Buryella,87060,Eucyrtidiidae,4,Radiolaria,212476,Rhizaria,402,Nassellaria,,,,
Buryella foremanae,,True,,,,,,,,,,,,,,,,,,
Buryella pentadica,,True,,,,,,,,,,,,,,,,,,
Buryella tetradica,152540,True,Buryella tetradica,species,152540,Buryella tetradica,443,Buryella,87060,Eucyrtidiidae,4,Radiolaria,212476,Rhizaria,402,Nassellaria,,,,
Calocycletta costata,,True,,,,,,,,,,,,,,,,,,
Calocyclas bandyca,,True,,,,,,,,,,,,,,,,,,
Calocyclas hispida,152543,True,Calocyclas hispida,species,152543,Calocyclas hispida,446,Calocyclas,87060,Eucyrtidiidae,4,Radiolaria,212476,Rhizaria,402,Nassellaria,,,,
Calocyclas turris,,True,,,,,,,,,,,,,,,,,,
Calocycletta anekathen,,True,,,,,,,,,,,,,,,,,,
Calocycletta caepa,,True,,,,,,,,,,,,,,,,,,
Calocycletta robusta,,True,,,,,,,,,,,,,,,,,,
Calocycletta serrata,,True,,,,,,,,,,,,,,,,,,
Calocycletta virginis,,True,,,,,,,,,,,,,,,,,,
Calocycloma ampulla,,True,,,,,,,,,,,,,,,,,,
Calocycloma castum,,True,,,,,,,,,,,,,,,,,,
Carpocanarium papillosum,,True,,,,,,,,,,,,,,,,,,
Carpocanistrum acutidentatum,,True,,,,,,,,,,,,,,,,,,
Carpocanistrum cephallum,,True,,,,,,,,,,,,,,,,,,
Carpocanistrum favosum,,True,,,,,,,,,,,,,,,,,,
Carpocanium rubyae,,True,,,,,,,,,,,,,,,,,,
Carpocanopsis bramlettei,,True,,,,,,,,,,,,,,,,,,
Carpocanopsis cingulata,,True,,,,,,,,,,,,,,,,,,
Carpocanopsis cristata,,True,,,,,,,,,,,,,,,,,,
Carposphaera annikae,,True,,,,,,,,,,,,,,,,,,
Cenosphaera coronata,,True,,,,,,,,,,,,,,,,,,
Cenosphaera cristata,,True,,,,,,,,,,,,,,,,,,
Centrobotrys gravida,,True,,,,,,,,,,,,,,,,,,
Centrobotrys petrushevskayae,,True,,,,,,,,,,,,,,,,,,
Centrobotrys thermophila,,True,,,,,,,,,,,,,,,,,,
Ceratocyrtis cucullaris,,True,,,,,,,,,,,,,,,,,,
Ceratocyrtis histricosa,,True,,,,,,,,,,,,,,,,,,
Ceratocyrtis mashae,,True,,,,,,,,,,,,,,,,,,
Ceratospyris borealis,,True,,,,,,,,,,,,,,,,,,
Circodiscus circularis,,True,,,,,,,,,,,,,,,,,,
Circodiscus microporus,,True,,,,,,,,,,,,,,,,,,
Cladococcus abietinus,,True,,,,,,,,,,,,,,,,,,
Clathrocyclas australis,,True,,,,,,,,,,,,,,,,,,
Clathrocyclas universa,,True,,,,,,,,,,,,,,,,,,
Clinorhabdus anantomus,,True,,,,,,,,,,,,,,,,,,
Collosphaera cyrtodon,,True,,,,,,,,,,,,,,,,,,
Collosphaera huxleyi,,True,,,,,,,,,,,,,,,,,,
Collosphaera murrayana,,True,,,,,,,,,,,,,,,,,,
Collosphaera brattstroemi,,True,,,,,,,,,,,,,,,,,,
Collosphaera macropora,,True,,,,,,,,,,,,,,,,,,
Collosphaera orthoconus,,True,,,,,,,,,,,,,,,,,,
Collosphaera spinosa,,True,,,,,,,,,,,,,,,,,,
Collosphaera tuberosa,,True,,,,,,,,,,,,,,,,,,
Cornutella clathrata,,True,,,,,,,,,,,,,,,,,,
Cornutella profunda,,True,,,,,,,,,,,,,,,,,,
Corocalyptra cervus,,True,,,,,,,,,,,,,,,,,,
Cryptocarpium azyx,,True,,,,,,,,,,,,,,,,,,
Cryptocarpium ornatum,,True,,,,,,,,,,,,,,,,,,
Cubotholus octaceras,,True,,,,,,,,,,,,,,,,,,
Cycladophora bicornis,,True,,,,,,,,,,,,,,,,,,
Cycladophora conica,,True,,,,,,,,,,,,,,,,,,
Cycladophora cornutoides,,True,,,,,,,,,,,,,,,,,,
Cycladophora davisiana,,True,,,,,,,,,,,,,,,,,,
Cycladophora funakawai,,True,,,,,,,,,,,,,,,,,,
Cycladophora golli,,True,,,,,,,,,,,,,,,,,,
Cycladophora humerus,,True,,,,,,,,,,,,,,,,,,
Cycladophora nakasekoi,,True,,,,,,,,,,,,,,,,,,
Cycladophora pliocenica,,True,,,,,,,,,,,,,,,,,,
Cycladophora sakaii,,True,,,,,,,,,,,,,,,,,,
Cycladophora spongothorax,,True,,,,,,,,,,,,,,,,,,
Cyrtocapsella cornuta,,True,,,,,,,,,,,,,,,,,,
Cyrtocapsella japonica,,True,,,,,,,,,,,,,,,,,,
Cyrtocapsella tetrapera,,True,,,,,,,,,,,,,,,,,,
Cyrtopera languncula,,True,,,,,,,,,,,,,,,,,,
Cystophormis brevispina,,True,,,,,,,,,,,,,,,,,,
Dendrospyris sakaii,,True,,,,,,,,,,,,,,,,,,
Dendrospyris megalocephalis,,True,,,,,,,,,,,,,,,,,,
Dendrospyris uruyaensis,,True,,,,,,,,,,,,,,,,,,
Desmospyris rhodospyroides,,True,,,,,,,,,,,,,,,,,,
Desmospyris spongiosa,,True,,,,,,,,,,,,,,,,,,
Diartus hughesi,,True,,,,,,,,,,,,,,,,,,
Diartus petterssoni,,True,,,,,,,,,,,,,,,,,,
Dictyoprora mongolfieri,152572,True,Dictyoprora mongolfieri,species,152572,Dictyoprora mongolfieri,501,Dictyoprora,86201,Artostrobiidae,4,Radiolaria,212476,Rhizaria,402,Nassellaria,,,,
Dictyocorine profunda,,True,,,,,,,,,,,,,,,,,,
Dictyocorine truncatum,,True,,,,,,,,,,,,,,,,,,
Dictyophimus bullatus,,True,,,,,,,,,,,,,,,,,,
Dictyophimus craticula,152565,True,Dictyophimus craticula,species,152565,Dictyophimus craticula,499,Dictyophimus,66335,Eucyrtiidae,4,Radiolaria,212476,Rhizaria,402,Nassellaria,,,,
Dictyophimus crisiae,,True,,,,,,,,,,,,,,,,,,
Dictyophimus hirundo,,True,,,,,,,,,,,,,,,,,,
Dictyophimus infabricatus,,True,,,,,,,,,,,,,,,,,,
Dictyopodium oxylophus,,True,,,,,,,,,,,,,,,,,,
Dictyoprora amphora,152569,True,Dictyoprora amphora,species,152569,Dictyoprora amphora,501,Dictyoprora,86201,Artostrobiidae,4,Radiolaria,212476,Rhizaria,402,Nassellaria,,,,
Dictyoprora armadillo,,True,,,,,,,,,,,,,,,,,,
Dictyoprora pirum,,True,,,,,,,,,,,,,,,,,,
Dictyoprora urceolus,,True,,,,,,,,,,,,,,,,,,
Didymocyrtis antepenultima,,True,,,,,,,,,,,,,,,,,,
Didymocyrtis avita,,True,,,,,,,,,,,,,,,,,,
Didymocyrtis bassanii,,True,,,,,,,,,,,,,,,,,,
Didymocyrtis laticonus,,True,,,,,,,,,,,,,,,,,,
Didymocyrtis mammifera,,True,,,,,,,,,,,,,,,,,,
Didymocyrtis penultima,,True,,,,,,,,,,,,,,,,,,
Didymocyrtis prismatica,,True,,,,,,,,,,,,,,,,,,
Didymocyrtis tetrathalamus,,True,,,,,,,,,,,,,,,,,,
Didymocyrtis tubaria,,True,,,,,,,,,,,,,,,,,,
Didymocyrtis violina,,True,,,,,,,,,,,,,,,,,,
Diploplegma somphum,,True,,,,,,,,,,,,,,,,,,
Dorcadospyris alata,,True,,,,,,,,,,,,,,,,,,
Dorcadospyris anastasis,,True,,,,,,,,,,,,,,,,,,
Dorcadospyris ateuchus,,True,,,,,,,,,,,,,,,,,,
Dorcadospyris circulus,,True,,,,,,,,,,,,,,,,,,
Dorcadospyris copelata,,True,,,,,,,,,,,,,,,,,,
Dorcadospyris cyclacantha,,True,,,,,,,,,,,,,,,,,,
Dorcadospyris dentata,,True,,,,,,,,,,,,,,,,,,
Dorcadospyris forcipata,,True,,,,,,,,,,,,,,,,,,
Dorcadospyris ombros,,True,,,,,,,,,,,,,,,,,,
Dorcadospyris papilio,,True,,,,,,,,,,,,,,,,,,
Dorcadospyris praeforcipata,,True,,,,,,,,,,,,,,,,,,
Dorcadospyris pseudopapilio,,True,,,,,,,,,,,,,,,,,,
Dorcadospyris quadripes,,True,,,,,,,,,,,,,,,,,,
Dorcadospyris riedeli,,True,,,,,,,,,,,,,,,,,,
Dorcadospyris scambos,,True,,,,,,,,,,,,,,,,,,
Dorcadospyris simplex,,True,,,,,,,,,,,,,,,,,,
Dorcadospyris spinosa,,True,,,,,,,,,,,,,,,,,,
Druppatractus hastatus,,True,,,,,,,,,,,,,,,,,,
Dictyophimus buetschlii,,True,,,,,,,,,,,,,,,,,,
Dictyocoryne profunda,,True,,,,,,,,,,,,,,,,,,
Elatomma penicillus,,True,,,,,,,,,,,,,,,,,,
Enneaphormis rotula,,True,,,,,,,,,,,,,,,,,,
Euchitonia furcata,,True,,,,,,,,,,,,,,,,,,
Eucyrtidium acuminatum,,True,,,,,,,,,,,,,,,,,,
Eucyrtidium annulatum,,True,,,,,,,,,,,,,,,,,,
Eucyrtidium antiquum,,True,,,,,,,,,,,,,,,,,,
Eucyrtidium calvertense,,True,,,,,,,,,,,,,,,,,,
Eucyrtidium cienkowskii,,True,,,,,,,,,,,,,,,,,,
Eucyrtidium diaphanes,,True,,,,,,,,,,,,,,,,,,
Eucyrtidium hexagonatum,,True,,,,,,,,,,,,,,,,,,
Eucyrtidium inflatum,,True,,,,,,,,,,,,,,,,,,
Eucyrtidium mariae,,True,,,,,,,,,,,,,,,,,,
Eucyrtidium matuyamai,,True,,,,,,,,,,,,,,,,,,
Eucyrtidium mitodes,,True,,,,,,,,,,,,,,,,,,
Eucyrtidium montiparum,,True,,,,,,,,,,,,,,,,,,
Eucyrtidium nishimurae,,True,,,,,,,,,,,,,,,,,,
Eucyrtidium plesiodiaphanes,,True,,,,,,,,,,,,,,,,,,
Eucyrtidium pseudoinflatum,,True,,,,,,,,,,,,,,,,,,
Eucyrtidium spinosum,,True,,,,,,,,,,,,,,,,,,
Eusyringium fistuligerum,,True,,,,,,,,,,,,,,,,,,
Eusyringium lagena,,True,,,,,,,,,,,,,,,,,,
Giraffospyris angulata,,True,,,,,,,,,,,,,,,,,,
Gondwanaria deflandrei,,True,,,,,,,,,,,,,,,,,,
Gondwanaria japonica,,True,,,,,,,,,,,,,,,,,,
Haliommetta miocenica,,True,,,,,,,,,,,,,,,,,,
Heliodiscus asteriscus,,True,,,,,,,,,,,,,,,,,,
Helotholus vema,,True,,,,,,,,,,,,,,,,,,
Helotholus haysi,,True,,,,,,,,,,,,,,,,,,
Hexacontium akitaensis,,True,,,,,,,,,,,,,,,,,,
Hexacontium dionysus,,True,,,,,,,,,,,,,,,,,,
Hexacontium enthacanthus,,True,,,,,,,,,,,,,,,,,,
Hexacontium laevigatum,,True,,,,,,,,,,,,,,,,,,
Hexacontium melpomene,,True,,,,,,,,,,,,,,,,,,
Hexacontium pachydermum,,True,,,,,,,,,,,,,,,,,,
Hexacontium parviakitaensis,,True,,,,,,,,,,,,,,,,,,
Hexalonche amphisiphon,,True,,,,,,,,,,,,,,,,,,
Hexapyle dodecantha,,True,,,,,,,,,,,,,,,,,,
Histiastrum quadribrachiatus,,True,,,,,,,,,,,,,,,,,,
Hymeniastrum euclidis,,True,,,,,,,,,,,,,,,,,,
Lamaprocyrtis heteroporos,,True,,,,,,,,,,,,,,,,,,
Lamaprocyrtis neoheteroporos,,True,,,,,,,,,,,,,,,,,,
Lamaprocyrtis nigriniae,,True,,,,,,,,,,,,,,,,,,
Lamprocyclas heteroporus,,True,,,,,,,,,,,,,,,,,,
Lamprocyclas hadros,,True,,,,,,,,,,,,,,,,,,
Lamprocyclas junonis,,True,,,,,,,,,,,,,,,,,,
