genus species name,pbdb_taxon_id,checked,pbdb_taxon_name,pbdb_taxon_rank,species_taxon_id,species_taxon_name,genus_taxon_id,genus_taxon_name,family_taxon_id,family_taxon_name,phylum_taxon_id,phylum_taxon_name,kingdom_taxon_id,kingdom_taxon_name,order_taxon_id,order_taxon_name,class_taxon_id,class_taxon_name,unranked clade_taxon_id,unranked clade_taxon_name
Globorotalia menardii,422442,True,Globorotalia (Menardella) menardii,species,422442,Globorotalia (Menardella) menardii,1521,Globorotalia,82192,Globorotaliidae,288974,Foraminifera,212476,Rhizaria,,,,,,
Globorotalia multicamerata,,True,,,,,,,,,,,,,,,,,,
Globorotalia pertenuis,,True,,,,,,,,,,,,,,,,,,
Globorotalia plesiotumida,422449,True,Globorotalia plesiotumida,species,422449,Globorotalia plesiotumida,1521,Globorotalia,82192,Globorotaliidae,288974,Foraminifera,212476,Rhizaria,,,,,,
Globorotalia tosaensis,422459,True,Globorotalia (Truncorotalia) tosaensis,species,422459,Globorotalia (Truncorotalia) tosaensis,1521,Globorotalia,82192,Globorotaliidae,288974,Foraminifera,212476,Rhizaria,,,,,,
Globorotalia truncatulinoides,248431,True,Globorotalia truncatulinoides,species,248431,Globorotalia truncatulinoides,1521,Globorotalia,82192,Globorotaliidae,288974,Foraminifera,212476,Rhizaria,,,,,,
Globorotalia tumida,422447,True,Globorotalia tumida,species,422447,Globorotalia tumida,1521,Globorotalia,82192,Globorotaliidae,288974,Foraminifera,212476,Rhizaria,,,,,,
Globorotalia ungulata,422463,True,Globorotalia ungulata,species,422463,Globorotalia ungulata,1521,Globorotalia,82192,Globorotaliidae,288974,Foraminifera,212476,Rhizaria,,,,,,
Globoturborotalita apertura,422322,True,Globoturborotalita apertura,species,422322,Globoturborotalita apertura,1529,Globoturborotalita,82191,Globigerinidae,288974,Foraminifera,212476,Rhizaria,,,,,,
Globoturborotalita woodi,422345,True,Globoturborotalita woodi,species,422345,Globoturborotalita woodi,1529,Globoturborotalita,82191,Globigerinidae,288974,Foraminifera,212476,Rhizaria,,,,,,
Neogloboquadrina acostaensis,402484,True,Neogloboquadrina acostaensis,species,402484,Neogloboquadrina acostaensis,1917,Neogloboquadrina,82192,Globorotaliidae,288974,Foraminifera,212476,Rhizaria,,,,,,
Neogloboquadrina dutertrei,402486,True,Neogloboquadrina dutertrei,species,402486,Neogloboquadrina dutertrei,1917,Neogloboquadrina,82192,Globorotaliidae,288974,Foraminifera,212476,Rhizaria,,,,,,
Neogloboquadrina incompta,422469,True,Neogloboquadrina incompta,species,422469,Neogloboquadrina incompta,1917,Neogloboquadrina,82192,Globorotaliidae,288974,Foraminifera,212476,Rhizaria,,,,,,
Neogloboquadrina pachyderma,422473,True,Neogloboquadrina pachyderma,species,422473,Neogloboquadrina pachyderma,1917,Neogloboquadrina,82192,Globorotaliidae,288974,Foraminifera,212476,Rhizaria,,,,,,
Orbulina bilobata,,True,,,,,,,,,,,,,,,,,,
Orbulina universa,113298,True,Orbulina universa,species,113298,Orbulina universa,2002,Orbulina,82191,Globigerinidae,288974,Foraminifera,212476,Rhizaria,,,,,,
Pulleniatina obliquiloculata,402446,True,Pulleniatina obliquiloculata,species,402446,Pulleniatina obliquiloculata,2325,Pulleniatina,82192,Globorotaliidae,288974,Foraminifera,212476,Rhizaria,,,,,,
Pulleniatina primalis,402448,True,Pulleniatina primalis,species,402448,Pulleniatina primalis,2325,Pulleniatina,82192,Globorotaliidae,288974,Foraminifera,212476,Rhizaria,,,,,,
Sphaeroidinellopsis kochi,402469,True,Sphaeroidinellopsis kochi,species,402469,Sphaeroidinellopsis kochi,2569,Sphaeroidinellopsis,82191,Globigerinidae,288974,Foraminifera,212476,Rhizaria,,,,,,
Sphaeroidinellopsis seminulina,382624,True,Sphaeroidinellopsis seminulina,species,382624,Sphaeroidinellopsis seminulina,2569,Sphaeroidinellopsis,82191,Globigerinidae,288974,Foraminifera,212476,Rhizaria,,,,,,
Turborotalita quinqueloba,422372,True,Turborotalita quinqueloba,species,422372,Turborotalita quinqueloba,2740,Turborotalita,82191,Globigerinidae,288974,Foraminifera,212476,Rhizaria,,,,,,
Abyssamina poagi,,True,,,,,,,,,,,,,,,,,,
Abyssamina quadrata,,True,,,,,,,,,,,,,,,,,,
Acervulina mabahethi,,True,,,,,,,,,,,,,,,,,,
Adelosina dubia,,True,,,,,,,,,,,,,,,,,,
Alabamina dissonata,,True,,,,,,,,,,,,,,,,,,
Alabamina creta,,True,,,,,,,,,,,,,,,,,,
Alabamina tenuimarginata,,True,,,,,,,,,,,,,,,,,,
Alabaminella weddellensis,428766,True,Alabaminella weddellensis,species,428766,Alabaminella weddellensis,423746,Alabaminella,241423,Eponididae,288974,Foraminifera,212476,Rhizaria,,,,,,
Allomorphina conica,428696,True,Allomorphina conica,species,428696,Allomorphina conica,794,Allomorphina,103796,Chilostomellidae,288974,Foraminifera,212476,Rhizaria,279579,Rotaliida,428504,Globothalamea,,
Allomorphina pacifica,428697,True,Allomorphina pacifica,species,428697,Allomorphina pacifica,794,Allomorphina,103796,Chilostomellidae,288974,Foraminifera,212476,Rhizaria,279579,Rotaliida,428504,Globothalamea,,
Allomorphina polonica,428698,True,Allomorphina polonica,species,428698,Allomorphina polonica,794,Allomorphina,103796,Chilostomellidae,288974,Foraminifera,212476,Rhizaria,279579,Rotaliida,428504,Globothalamea,,
Allomorphina velascoensis,,True,,,,,,,,,,,,,,,,,,
Allomorphina whangaia,,True,,,,,,,,,,,,,,,,,,
Ammobaculites agglutinans,,True,,,,,,,,,,,,,,,,,,
Ammobaculites filiformis,428345,True,Ammobaculites filiformis,species,428345,Ammobaculites filiformis,813,Ammobaculites,103761,Haplophragmoiidae,288974,Foraminifera,212476,Rhizaria,,,,,,
Ammobaculites wallalensis,428771,True,Ammobaculites wallalensis,species,428771,Ammobaculites wallalensis,813,Ammobaculites,103761,Haplophragmoiidae,288974,Foraminifera,212476,Rhizaria,,,,,,
Ammodiscus cretaceus,428346,True,Ammodiscus cretaceus,species,428346,Ammodiscus cretaceus,818,Ammodiscus,112199,Ammodiscidae,288974,Foraminifera,212476,Rhizaria,,,,,,
Ammoelphidiella pustulosa,428347,True,Ammoelphidiella pustulosa,species,428347,Ammoelphidiella pustulosa,819,Ammoelphidiella,82206,Elphidiidae,288974,Foraminifera,212476,Rhizaria,,,,,,
Ammoelphidiella uniforamina,,True,,,,,,,,,,,,,,,,,,
Ammonia beccarii,,True,,,,,,,,,,,,,,,,,,
Ammonia tepida,,True,,,,,,,,,,,,,,,,,,
Ammosphaeroidina pseudopauciloculata,,True,,,,,,,,,,,,,,,,,,
Amphicoryna scalaris,,True,,,,,,,,,,,,,,,,,,
Amphicoryna separans,,True,,,,,,,,,,,,,,,,,,
Amphisorus hemprichii,240888,True,Amphisorus hemprichii,species,240888,Amphisorus hemprichii,837,Amphisorus,108195,Soritidae,288974,Foraminifera,212476,Rhizaria,256604,Miliolida,428719,Tubothalamea,,
Amphistegina bicirculata,,True,,,,,,,,,,,,,,,,,,
Amphistegina hauerina,,True,,,,,,,,,,,,,,,,,,
Amphistegina lessonii,241499,True,Amphistegina lessonii,species,241499,Amphistegina lessonii,838,Amphistegina,103770,Amphisteginidae,288974,Foraminifera,212476,Rhizaria,,,,,,
Amphistegina lobifera,,True,,,,,,,,,,,,,,,,,,
Amphistegina papillosa,,True,,,,,,,,,,,,,,,,,,
Amphistegina radiata,,True,,,,,,,,,,,,,,,,,,
Angulogerina fueguina,,True,,,,,,,,,,,,,,,,,,
Angulogerina angulosa,202769,True,Angulogerina angulosa,species,202769,Angulogerina angulosa,852,Angulogerina,,,288974,Foraminifera,212476,Rhizaria,,,,,,
Angulogerina earlandi,,True,,,,,,,,,,,,,,,,,,
Angulogerina fluens,,True,,,,,,,,,,,,,,,,,,
Angulogerina pauperata,,True,,,,,,,,,,,,,,,,,,
Anomalina aotea,,True,,,,,,,,,,,,,,,,,,
Anomalina indica,,True,,,,,,,,,,,,,,,,,,
Anomalina praeacuta,382642,True,Anomalina praeacuta,species,382642,Anomalina praeacuta,859,Anomalinoides,155878,Heterolepidae,288974,Foraminifera,212476,Rhizaria,,,,,,
Anomalina visenda,,True,,,,,,,,,,,,,,,,,,
Anomalinoides acutus,,True,,,,,,,,,,,,,,,,,,
Anomalinoides affinis,,True,,,,,,,,,,,,,,,,,,
Anomalinoides ammonoides,,True,,,,,,,,,,,,,,,,,,
Anomalinoides capitatus,,True,,,,,,,,,,,,,,,,,,
Anomalinoides fasciatus,,True,,,,,,,,,,,,,,,,,,
Anomalinoides globosus,,True,,,,,,,,,,,,,,,,,,
Anomalinoides globulosus,,True,,,,,,,,,,,,,,,,,,
Anomalinoides orbiculus,,True,,,,,,,,,,,,,,,,,,
Anomalinoides piripaua,,True,,,,,,,,,,,,,,,,,,
Anomalinoides rubiginosus,,True,,,,,,,,,,,,,,,,,,
Anomalinoides semicribratus,,True,,,,,,,,,,,,,,,,,,
Anomalinoides spissiformis,,True,,,,,,,,,,,,,,,,,,
Antarcticella antarctica,,True,,,,,,,,,,,,,,,,,,
Aragonia aragonensis,,True,,,,,,,,,,,,,,,,,,
Aragonia materna,,True,,,,,,,,,,,,,,,,,,
Aragonia ouezzanensis,,True,,,,,,,,,,,,,,,,,,
Aragonia tenera,,True,,,,,,,,,,,,,,,,,,
Aragonia zelandica,,True,,,,,,,,,,,,,,,,,,
Arenobulimina truncata,,True,,,,,,,,,,,,,,,,,,
Arenodosaria antipoda,,True,,,,,,,,,,,,,,,,,,
Articulina alticostata,,True,,,,,,,,,,,,,,,,,,
Articulina tubulosa,,True,,,,,,,,,,,,,,,,,,
Articulina pacifica,,True,,,,,,,,,,,,,,,,,,
Astacolus crepidulus,,True,,,,,,,,,,,,,,,,,,
Astacolus parallelus,,True,,,,,,,,,,,,,,,,,,
Astacolus bradyi,,True,,,,,,,,,,,,,,,,,,
Asterigerina planorbis,,True,,,,,,,,,,,,,,,,,,
Asterorotalia gaimardii,,True,,,,,,,,,,,,,,,,,,
Astrononion antarcticus,,True,,,,,,,,,,,,,,,,,,
Astrononion echolsi,,True,,,,,,,,,,,,,,,,,,
Astrononion parki,,True,,,,,,,,,,,,,,,,,,
Baculogypsina sphaerulata,,True,,,,,,,,,,,,,,,,,,
Berthelina intermedia,,True,,,,,,,,,,,,,,,,,,
Bigenerina nodosaria,,True,,,,,,,,,,,,,,,,,,
Bolivina alata,,True,,,,,,,,,,,,,,,,,,
Bolivina aliformis,,True,,,,,,,,,,,,,,,,,,
Bolivina argentea,,True,,,,,,,,,,,,,,,,,,
Bolivina byramensis,,True,,,,,,,,,,,,,,,,,,
Bolivina robusta,,True,,,,,,,,,,,,,,,,,,
Bolivina decussata,,True,,,,,,,,,,,,,,,,,,
Bolivina glutinata,,True,,,,,,,,,,,,,,,,,,
Bolivina huneri,,True,,,,,,,,,,,,,,,,,,
Bolivina incrassata,,True,,,,,,,,,,,,,,,,,,
Bolivina interjuncta,,True,,,,,,,,,,,,,,,,,,
Bolivina lapsus,,True,,,,,,,,,,,,,,,,,,
Bolivina minuta,,True,,,,,,,,,,,,,,,,,,
Bolivina ordinaria,,True,,,,,,,,,,,,,,,,,,
Bolivina pacifica,,True,,,,,,,,,,,,,,,,,,
Bolivina pusilla,,True,,,,,,,,,,,,,,,,,,
Bolivina reticulata,,True,,,,,,,,,,,,,,,,,,
Bolivina seminuda,,True,,,,,,,,,,,,,,,,,,
Bolivina semitruncata,,True,,,,,,,,,,,,,,,,,,
Bolivina crenulata,,True,,,,,,,,,,,,,,,,,,
Bolivina spathulata,,True,,,,,,,,,,,,,,,,,,
Bolivina spissa,,True,,,,,,,,,,,,,,,,,,
Bolivina striatula,,True,,,,,,,,,,,,,,,,,,
Bolivina subaenariensis,,True,,,,,,,,,,,,,,,,,,
Bolivina translucens,,True,,,,,,,,,,,,,,,,,,
Bolivinella elegans,,True,,,,,,,,,,,,,,,,,,
Bolivinellina translucens,,True,,,,,,,,,,,,,,,,,,
Bolivinita elegantissima,,True,,,,,,,,,,,,,,,,,,
Bolivinita pliozea,,True,,,,,,,,,,,,,,,,,,
Bolivinita pohana,,True,,,,,,,,,,,,,,,,,,
Bolivinita quadrilatera,,True,,,,,,,,,,,,,,,,,,
Bolivinopsis compta,,True,,,,,,,,,,,,,,,,,,
Bolivina pseudoplicata,202759,True,Bolivina pseudoplicata,species,202759,Bolivina pseudoplicata,995,Bolivina,112279,Bolivinidae,288974,Foraminifera,212476,Rhizaria,,,,,,
Borelis melo,,True,,,,,,,,,,,,,,,,,,
Brizalina alata,,True,,,,,,,,,,,,,,,,,,
Brizalina difformis,,True,,,,,,,,,,,,,,,,,,
Brizalina dilatata,,True,,,,,,,,,,,,,,,,,,
Brizalina earlandi,,True,,,,,,,,,,,,,,,,,,
Brizalina pacifica,,True,,,,,,,,,,,,,,,,,,
Brizalina pusilla,,True,,,,,,,,,,,,,,,,,,
Brizalina semilineata,,True,,,,,,,,,,,,,,,,,,
Brizalina spathulata,,True,,,,,,,,,,,,,,,,,,
Brizalina striatula,,True,,,,,,,,,,,,,,,,,,
Buccella frigida,,True,,,,,,,,,,,,,,,,,,
Buccella inusitata,,True,,,,,,,,,,,,,,,,,,
Bulbobaculites problematicus,,True,,,,,,,,,,,,,,,,,,
Bulimina acanthia,,True,,,,,,,,,,,,,,,,,,
Bulimina aculeata,,True,,,,,,,,,,,,,,,,,,
Bulimina alazanensis,,True,,,,,,,,,,,,,,,,,,
Bulimina barbata,,True,,,,,,,,,,,,,,,,,,
Bulimina bortonica,,True,,,,,,,,,,,,,,,,,,
Bulimina costata,,True,,,,,,,,,,,,,,,,,,
Bulimina elongata,113291,True,Bulimina elongata,species,113291,Bulimina elongata,1032,Bulimina,103766,Buliminidae,288974,Foraminifera,212476,Rhizaria,,,,,,
Bulimina forticosta,,True,,,,,,,,,,,,,,,,,,
Bulimina gibba,,True,,,,,,,,,,,,,,,,,,
Bulimina glomarchallengeri,,True,,,,,,,,,,,,,,,,,,
Bulimina impendens,,True,,,,,,,,,,,,,,,,,,
Bulimina inflata,,True,,,,,,,,,,,,,,,,,,
Bulimina jarvisi,,True,,,,,,,,,,,,,,,,,,
Bulimina macilenta,,True,,,,,,,,,,,,,,,,,,
Bulimina marginata,113293,True,Bulimina marginata,species,113293,Bulimina marginata,1032,Bulimina,103766,Buliminidae,288974,Foraminifera,212476,Rhizaria,,,,,,
Bulimina mexicana,,True,,,,,,,,,,,,,,,,,,
Bulimina midwayensis,,True,,,,,,,,,,,,,,,,,,
Bulimina miolaevis,,True,,,,,,,,,,,,,,,,,,
Bulimina pupoides,,True,,,,,,,,,,,,,,,,,,
Bulimina pupula,,True,,,,,,,,,,,,,,,,,,
Bulimina rostrata,,True,,,,,,,,,,,,,,,,,,
Bulimina serratospina,,True,,,,,,,,,,,,,,,,,,
Bulimina striata,,True,,,,,,,,,,,,,,,,,,
Bulimina subbortonica,,True,,,,,,,,,,,,,,,,,,
Bulimina thanetensis,,True,,,,,,,,,,,,,,,,,,
Bulimina translucens,,True,,,,,,,,,,,,,,,,,,
Bulimina triangularis,,True,,,,,,,,,,,,,,,,,,
Bulimina trihedra,,True,,,,,,,,,,,,,,,,,,
Bulimina trinitatensis,,True,,,,,,,,,,,,,,,,,,
Bulimina truncanella,,True,,,,,,,,,,,,,,,,,,
Bulimina tuxpamensis,,True,,,,,,,,,,,,,,,,,,
Buliminella browni,,True,,,,,,,,,,,,,,,,,,
Buliminella elegantissima,,True,,,,,,,,,,,,,,,,,,
Buliminella grata,,True,,,,,,,,,,,,,,,,,,
Buliminella parvula,,True,,,,,,,,,,,,,,,,,,
Buliminella tenuata,,True,,,,,,,,,,,,,,,,,,
Calcarina calcar,,True,,,,,,,,,,,,,,,,,,
Cancris auricula,,True,,,,,,,,,,,,,,,,,,
Cancris auriculus,241417,True,Cancris auriculus,species,241417,Cancris auriculus,1051,Cancris,241044,Bagginidae,288974,Foraminifera,212476,Rhizaria,,,,,,
Cancris inflatus,,True,,,,,,,,,,,,,,,,,,
Cancris oblonga,,True,,,,,,,,,,,,,,,,,,
Cassidulina californica,,True,,,,,,,,,,,,,,,,,,
Cassidulina carinata,,True,,,,,,,,,,,,,,,,,,
Cassidulina crassa,,True,,,,,,,,,,,,,,,,,,
Cassidulina cuneata,,True,,,,,,,,,,,,,,,,,,
Cassidulina cushmani,,True,,,,,,,,,,,,,,,,,,
Cassidulina delicata,,True,,,,,,,,,,,,,,,,,,
Cassidulina japonica,,True,,,,,,,,,,,,,,,,,,
Cassidulina laevigata,,True,,,,,,,,,,,,,,,,,,
Cassidulina minuta,,True,,,,,,,,,,,,,,,,,,
Cassidulina norvangi,,True,,,,,,,,,,,,,,,,,,
Cassidulina subglobosa,,True,,,,,,,,,,,,,,,,,,
Cassidulina sulcata,,True,,,,,,,,,,,,,,,,,,
Cassidulina teretis,,True,,,,,,,,,,,,,,,,,,
Cassidulina translucens,,True,,,,,,,,,,,,,,,,,,
Cassidulina tumida,,True,,,,,,,,,,,,,,,,,,
Cassidulinoides parkerianus,,True,,,,,,,,,,,,,,,,,,
Cassidulinoides porrectus,,True,,,,,,,,,,,,,,,,,,
Cassidulinoides tenuis,,True,,,,,,,,,,,,,,,,,,
Caudammina ovula,,True,,,,,,,,,,,,,,,,,,
Ceratobulimina jonesiana,,True,,,,,,,,,,,,,,,,,,
Cerebrina lacunata,,True,,,,,,,,,,,,,,,,,,
Chilostomella oolina,,True,,,,,,,,,,,,,,,,,,
Chilostomella ovoidea,,True,,,,,,,,,,,,,,,,,,
Chilostomellina fimbriata,,True,,,,,,,,,,,,,,,,,,
Chrysalogonium calomorphum,,True,,,,,,,,,,,,,,,,,,
Chrysalogonium crassitestum,,True,,,,,,,,,,,,,,,,,,
Chrysalogonium equisetiformis,,True,,,,,,,,,,,,,,,,,,
Chrysalogonium intertenuatum,,True,,,,,,,,,,,,,,,,,,
Chrysalogonium tenuicostatum,,True,,,,,,,,,,,,,,,,,,
Cibicides bradyi,,True,,,,,,,,,,,,,,,,,,
Cibicides lobatulus,,True,,,,,,,,,,,,,,,,,,
Cibicides collinsi,,True,,,,,,,,,,,,,,,,,,
Cibicides fletcheri,,True,,,,,,,,,,,,,,,,,,
Cibicides grossepunctatus,,True,,,,,,,,,,,,,,,,,,
Cibicides ihungia,,True,,,,,,,,,,,,,,,,,,
Cibicides kullenbergi,,True,,,,,,,,,,,,,,,,,,
Cibicides mckannai,,True,,,,,,,,,,,,,,,,,,
Cibicides molestus,,True,,,,,,,,,,,,,,,,,,
Cibicides mundulus,,True,,,,,,,,,,,,,,,,,,
Cibicides neoperforatus,,True,,,,,,,,,,,,,,,,,,
Cibicides novozelandicus,,True,,,,,,,,,,,,,,,,,,
Cibicides pachyderma,,True,,,,,,,,,,,,,,,,,,
Cibicides parki,,True,,,,,,,,,,,,,,,,,,
Cibicides perforatus,,True,,,,,,,,,,,,,,,,,,
Cibicides praecinctus,,True,,,,,,,,,,,,,,,,,,
Cibicides refulgens,,True,,,,,,,,,,,,,,,,,,
Cibicides robertsonianus,,True,,,,,,,,,,,,,,,,,,
Cibicides spiralis,,True,,,,,,,,,,,,,,,,,,
Cibicides subhaidingeri,,True,,,,,,,,,,,,,,,,,,
Cibicides temperatus,,True,,,,,,,,,,,,,,,,,,
Cibicides vortex,,True,,,,,,,,,,,,,,,,,,
Cibicides wuellerstorfi,,True,,,,,,,,,,,,,,,,,,
Cibicidina walli,,True,,,,,,,,,,,,,,,,,,
Cibicidoides laurisae,,True,,,,,,,,,,,,,,,,,,
Cibicidoides barnetti,,True,,,,,,,,,,,,,,,,,,
Cibicidoides bradyi,,True,,,,,,,,,,,,,,,,,,
Cibicidoides eocaenus,,True,,,,,,,,,,,,,,,,,,
Cibicidoides havanensis,,True,,,,,,,,,,,,,,,,,,
Cibicidoides pachyderma,,True,,,,,,,,,,,,,,,,,,
Cibicidoides ungerianus,,True,,,,,,,,,,,,,,,,,,
Cibicidoides wuellerstorfi,,True,,,,,,,,,,,,,,,,,,
Cibicidoides cicatricosus,,True,,,,,,,,,,,,,,,,,,
Cibicidoides dohmi,,True,,,,,,,,,,,,,,,,,,
Cibicidoides globulosus,,True,,,,,,,,,,,,,,,,,,
Cibicidoides grimsdalei,,True,,,,,,,,,,,,,,,,,,
Cibicidoides guazumalensis,,True,,,,,,,,,,,,,,,,,,
Cibicidoides hyphalus,,True,,,,,,,,,,,,,,,,,,
Cibicidoides incrassatus,,True,,,,,,,,,,,,,,,,,,
Cibicidoides kullenbergi,,True,,,,,,,,,,,,,,,,,,
Cibicidoides lobatulus,,True,,,,,,,,,,,,,,,,,,
Cibicidoides mckannai,,True,,,,,,,,,,,,,,,,,,
Cibicidoides micrus,,True,,,,,,,,,,,,,,,,,,
Cibicidoides mundulus,,True,,,,,,,,,,,,,,,,,,
Cibicidoides ornatus,,True,,,,,,,,,,,,,,,,,,
Cibicidoides praemundulus,,True,,,,,,,,,,,,,,,,,,
Cibicidoides pseudoungerianus,,True,,,,,,,,,,,,,,,,,,
Cibicidoides refulgens,,True,,,,,,,,,,,,,,,,,,
Cibicidoides renzi,,True,,,,,,,,,,,,,,,,,,
Cibicidoides robertsonianus,,True,,,,,,,,,,,,,,,,,,
Cibicidoides subhaidingerii,,True,,,,,,,,,,,,,,,,,,
Cibicidoides subspiratus,,True,,,,,,,,,,,,,,,,,,
Cibicidoides truncanus,,True,,,,,,,,,,,,,,,,,,
Citharina plumoides,,True,,,,,,,,,,,,,,,,,,
Clavulina mexicana,,True,,,,,,,,,,,,,,,,,,
Clavulina subangularis,,True,,,,,,,,,,,,,,,,,,
Clinapertina subplanispira,,True,,,,,,,,,,,,,,,,,,
Conglophragmium irregularis,,True,,,,,,,,,,,,,,,,,,
Cornuspira carinata,,True,,,,,,,,,,,,,,,,,,
Cornuspira involvens,,True,,,,,,,,,,,,,,,,,,
Coscinospira arietina,,True,,,,,,,,,,,,,,,,,,
Coryphostoma midwayensis,,True,,,,,,,,,,,,,,,,,,
Cribrononion kerguelenense,,True,,,,,,,,,,,,,,,,,,
Cribrostomoides nonioininoides,,True,,,,,,,,,,,,,,,,,,
Cribrostomoides subglobosus,,True,,,,,,,,,,,,,,,,,,
Cristellaria bradyi,,True,,,,,,,,,,,,,,,,,,
Cushmanina striatopunctata,,True,,,,,,,,,,,,,,,,,,
Cyclammina amplectens,,True,,,,,,,,,,,,,,,,,,
Cyclammina cancellata,,True,,,,,,,,,,,,,,,,,,
Cyclammina incisa,351883,True,Cyclammina incisa,species,351883,Cyclammina incisa,1218,Cyclammina,103760,Lituolidae,288974,Foraminifera,212476,Rhizaria,,,,,,
Cycloclypeus carpenteri,,True,,,,,,,,,,,,,,,,,,
Cycloclypeus mediterraneus,,True,,,,,,,,,,,,,,,,,,
Cyclorbiculina compressa,,True,,,,,,,,,,,,,,,,,,
