Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Thalassiothrix longissima,Thalassiosira oestrupii,Thalassiosira lentiginosa,Thalassiosira kolbei,Thalassiosira inura,Thalassionema nitzschioides,Nitzschia barronii,Cosmiodiscus insignis,Coscinodiscus vulnificus,Thalassiosira symbolophora,Thalassionema nitzschioides  var. parva,Rhizosolenia styliformis,Paralia sulcata,Nitzschia kerguelenis,Nitzschia interfrigidaria,Nitzschia cylindrus,Eucampia antarctica,Azpeitia endoi/tabularis,Actinocyclus ingens,Rhizosolenia hebetata,Asteromphalus (all generic taxa),Thalassiosira torokina,Rhizosolenia barboi,Nitzschia panduriformis,Coscinodiscus elliptopora,Rouxia naviculoides,Actinocyclus actinochilus,Nitzschia ritscherii,Pleurosigma sp.,Diatoms (unspecified pennate taxa),Diatoms (unspecified centric taxa),Chaetoceros spp. (resting spores),Actinocyclus senarius,Nitzschia separanda,Porosira glacialis,Hemidiscus karstenii,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 736,A,  1,H, 5,  80.00,      6.8000,Baldauf  ,Diatoms                                      ,A              ,M                 ,R                        ,F                      ,F                        ,                    ,R                  ,R                          ,R                 ,                     ,                        ,R                         ,                                       ,R                       ,R              ,C                    ,                         ,R                  ,F                  ,                        ,                   ,R                    ,R                               ,                      ,                   ,R                      ,                         ,                   ,F                        ,R                   ,               ,                                  ,                                  ,                                 ,                     ,                   ,R                 ,                    ,from 119 SR Chapter 29 Table 4 page 560 -561.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 736,A,  1,H, 5,  93.00,      6.9300,Stockwell,Diatoms                                      ,               ,                  ,                         ,                       ,                         ,                    ,                   ,                           ,                  ,                     ,                        ,                          ,                                       ,                        ,               ,                     ,                         ,                   ,                   ,                        ,                   ,                     ,                                ,                      ,                   ,                       ,                         ,                   ,                         ,                    ,               ,1514                              ,1201                              ,404                              ,                     ,                   ,                  ,                    ,counts as specimens per gram x 10 000. from 119 SR Chapter 30 Appendix pages 605 - 606.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 736,A,  1,H, 5, 137.00,      7.3700,Stockwell,Diatoms                                      ,               ,                  ,                         ,                       ,                         ,                    ,                   ,                           ,                  ,                     ,                        ,                          ,                                       ,                        ,               ,                     ,                         ,                   ,                   ,                        ,                   ,                     ,                                ,                      ,                   ,                       ,                         ,                   ,                         ,                    ,               ,2633                              ,2036                              ,165                              ,                     ,                   ,                  ,                    ,counts as specimens per gram x 10 000. from 119 SR Chapter 30 Appendix pages 605 - 606.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 736,A,  1,H, 6,  40.00,      7.9000,Stockwell,Diatoms                                      ,               ,                  ,                         ,                       ,                         ,                    ,                   ,                           ,                  ,                     ,                        ,                          ,                                       ,                        ,               ,                     ,                         ,                   ,                   ,                        ,                   ,                     ,                                ,                      ,                   ,                       ,                         ,                   ,                         ,                    ,               ,1485                              ,1209                              ,63                               ,                     ,                   ,                  ,                    ,counts as specimens per gram x 10 000. from 119 SR Chapter 30 Appendix pages 605 - 606.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 736,A,  1,H, 6,  93.00,      8.4300,Stockwell,Diatoms                                      ,               ,                  ,                         ,                       ,                         ,                    ,                   ,                           ,                  ,                     ,                        ,                          ,                                       ,                        ,               ,                     ,                         ,                   ,                   ,                        ,                   ,                     ,                                ,                      ,                   ,                       ,                         ,                   ,                         ,                    ,               ,1019                              ,960                               ,30                               ,                     ,                   ,                  ,                    ,counts as specimens per gram x 10 000. from 119 SR Chapter 30 Appendix pages 605 - 606.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 736,A,  1,H, 6, 130.00,      8.8000,Stockwell,Diatoms                                      ,               ,                  ,                         ,                       ,                         ,                    ,                   ,                           ,                  ,                     ,                        ,                          ,                                       ,                        ,               ,                     ,                         ,                   ,                   ,                        ,                   ,                     ,                                ,                      ,                   ,                       ,                         ,                   ,                         ,                    ,               ,1768                              ,1371                              ,19                               ,                     ,                   ,                  ,                    ,counts as specimens per gram x 10 000. from 119 SR Chapter 30 Appendix pages 605 - 606.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 736,A,  2,H, 1,  40.00,      9.4000,Stockwell,Diatoms                                      ,               ,                  ,                         ,                       ,                         ,                    ,                   ,                           ,                  ,                     ,                        ,                          ,                                       ,                        ,               ,                     ,                         ,                   ,                   ,                        ,                   ,                     ,                                ,                      ,                   ,                       ,                         ,                   ,                         ,                    ,               ,3208                              ,1059                              ,85                               ,                     ,                   ,                  ,                    ,counts as specimens per gram x 10 000. from 119 SR Chapter 30 Appendix pages 605 - 606.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 736,A,  2,H, 1,  90.00,      9.9000,Stockwell,Diatoms                                      ,               ,                  ,                         ,                       ,                         ,                    ,                   ,                           ,                  ,                     ,                        ,                          ,                                       ,                        ,               ,                     ,                         ,                   ,                   ,                        ,                   ,                     ,                                ,                      ,                   ,                       ,                         ,                   ,                         ,                    ,               ,1231                              ,1445                              ,69                               ,                     ,                   ,                  ,                    ,counts as specimens per gram x 10 000. from 119 SR Chapter 30 Appendix pages 605 - 606.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 736,A,  2,H, 1, 140.00,     10.4000,Stockwell,Diatoms                                      ,               ,                  ,                         ,                       ,                         ,                    ,                   ,                           ,                  ,                     ,                        ,                          ,                                       ,                        ,               ,                     ,                         ,                   ,                   ,                        ,                   ,                     ,                                ,                      ,                   ,                       ,                         ,                   ,                         ,                    ,               ,696                               ,1700                              ,49                               ,                     ,                   ,                  ,                    ,counts as specimens per gram x 10 000. from 119 SR Chapter 30 Appendix pages 605 - 606.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 736,A,  2,H, 2,  40.00,     10.9000,Stockwell,Diatoms                                      ,               ,                  ,                         ,                       ,                         ,                    ,                   ,                           ,                  ,                     ,                        ,                          ,                                       ,                        ,               ,                     ,                         ,                   ,                   ,                        ,                   ,                     ,                                ,                      ,                   ,                       ,                         ,                   ,                         ,                    ,               ,2089                              ,2570                              ,158                              ,                     ,                   ,                  ,                    ,counts as specimens per gram x 10 000. from 119 SR Chapter 30 Appendix pages 605 - 606.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 736,A,  2,H, 2,  80.00,     11.3000,Baldauf  ,Diatoms                                      ,A              ,G                 ,F                        ,C                      ,F                        ,                    ,                   ,                           ,R                 ,                     ,                        ,F                         ,                                       ,                        ,               ,C                    ,                         ,R                  ,C                  ,                        ,                   ,R                    ,                                ,                      ,                   ,R                      ,                         ,                   ,                         ,F                   ,               ,                                  ,                                  ,                                 ,                     ,                   ,R                 ,F                   ,from 119 SR Chapter 29 Table 4 page 560 -561.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 736,A,  2,H, 2,  90.00,     11.4000,Stockwell,Diatoms                                      ,               ,                  ,                         ,                       ,                         ,                    ,                   ,                           ,                  ,                     ,                        ,                          ,                                       ,                        ,               ,                     ,                         ,                   ,                   ,                        ,                   ,                     ,                                ,                      ,                   ,                       ,                         ,                   ,                         ,                    ,               ,13349                             ,17799                             ,643                              ,                     ,                   ,                  ,                    ,counts as specimens per gram x 10 000. from 119 SR Chapter 30 Appendix pages 605 - 606.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 736,A,  2,H, 2, 140.00,     11.9000,Stockwell,Diatoms                                      ,               ,                  ,                         ,                       ,                         ,                    ,                   ,                           ,                  ,                     ,                        ,                          ,                                       ,                        ,               ,                     ,                         ,                   ,                   ,                        ,                   ,                     ,                                ,                      ,                   ,                       ,                         ,                   ,                         ,                    ,               ,6988                              ,14485                             ,508                              ,                     ,                   ,                  ,                    ,counts as specimens per gram x 10 000. from 119 SR Chapter 30 Appendix pages 605 - 606.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 736,A,  2,H, 3,  40.00,     12.4000,Stockwell,Diatoms                                      ,               ,                  ,                         ,                       ,                         ,                    ,                   ,                           ,                  ,                     ,                        ,                          ,                                       ,                        ,               ,                     ,                         ,                   ,                   ,                        ,                   ,                     ,                                ,                      ,                   ,                       ,                         ,                   ,                         ,                    ,               ,1797                              ,2568                              ,1304                             ,                     ,                   ,                  ,                    ,counts as specimens per gram x 10 000. from 119 SR Chapter 30 Appendix pages 605 - 606.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 736,A,  2,H, 4,  40.00,     13.0300,Stockwell,Diatoms                                      ,               ,                  ,                         ,                       ,                         ,                    ,                   ,                           ,                  ,                     ,                        ,                          ,                                       ,                        ,               ,                     ,                         ,                   ,                   ,                        ,                   ,                     ,                                ,                      ,                   ,                       ,                         ,                   ,                         ,                    ,               ,4510                              ,13975                             ,445                              ,                     ,                   ,                  ,                    ,counts as specimens per gram x 10 000. from 119 SR Chapter 30 Appendix pages 605 - 606.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 736,A,  2,H, 4,  80.00,     13.4300,Baldauf  ,Diatoms                                      ,A              ,G                 ,F                        ,F                      ,F                        ,                    ,F                  ,R                          ,F                 ,                     ,                        ,                          ,                                       ,R                       ,R              ,R                    ,                         ,R                  ,F                  ,R                       ,                   ,R                    ,R                               ,                      ,                   ,R                      ,                         ,                   ,F                        ,C                   ,R              ,                                  ,                                  ,                                 ,                     ,F                  ,R                 ,R                   ,from 119 SR Chapter 29 Table 4 page 560 -561.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 736,A,  2,H, 4,  90.00,     13.5300,Stockwell,Diatoms                                      ,               ,                  ,                         ,                       ,                         ,                    ,                   ,                           ,                  ,                     ,                        ,                          ,                                       ,                        ,               ,                     ,                         ,                   ,                   ,                        ,                   ,                     ,                                ,                      ,                   ,                       ,                         ,                   ,                         ,                    ,               ,1806                              ,671                               ,185                              ,                     ,                   ,                  ,                    ,counts as specimens per gram x 10 000. from 119 SR Chapter 30 Appendix pages 605 - 606.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 736,A,  2,H, 4, 140.00,     14.0300,Stockwell,Diatoms                                      ,               ,                  ,                         ,                       ,                         ,                    ,                   ,                           ,                  ,                     ,                        ,                          ,                                       ,                        ,               ,                     ,                         ,                   ,                   ,                        ,                   ,                     ,                                ,                      ,                   ,                       ,                         ,                   ,                         ,                    ,               ,2146                              ,640                               ,338                              ,                     ,                   ,                  ,                    ,counts as specimens per gram x 10 000. from 119 SR Chapter 30 Appendix pages 605 - 606.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 736,A,  3,H, 1,  40.00,     18.9000,Stockwell,Diatoms                                      ,               ,                  ,                         ,                       ,                         ,                    ,                   ,                           ,                  ,                     ,                        ,                          ,                                       ,                        ,               ,                     ,                         ,                   ,                   ,                        ,                   ,                     ,                                ,                      ,                   ,                       ,                         ,                   ,                         ,                    ,               ,2065                              ,2279                              ,241                              ,                     ,                   ,                  ,                    ,counts as specimens per gram x 10 000. from 119 SR Chapter 30 Appendix pages 605 - 606.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 736,A,  3,H, 1,  96.00,     19.4600,Stockwell,Diatoms                                      ,               ,                  ,                         ,                       ,                         ,                    ,                   ,                           ,                  ,                     ,                        ,                          ,                                       ,                        ,               ,                     ,                         ,                   ,                   ,                        ,                   ,                     ,                                ,                      ,                   ,                       ,                         ,                   ,                         ,                    ,               ,653                               ,779                               ,47                               ,                     ,                   ,                  ,                    ,counts as specimens per gram x 10 000. from 119 SR Chapter 30 Appendix pages 605 - 606.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 736,A,  3,H, 1, 137.00,     19.8700,Stockwell,Diatoms                                      ,               ,                  ,                         ,                       ,                         ,                    ,                   ,                           ,                  ,                     ,                        ,                          ,                                       ,                        ,               ,                     ,                         ,                   ,                   ,                        ,                   ,                     ,                                ,                      ,                   ,                       ,                         ,                   ,                         ,                    ,               ,868                               ,942                               ,91                               ,                     ,                   ,                  ,                    ,counts as specimens per gram x 10 000. from 119 SR Chapter 30 Appendix pages 605 - 606.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 736,A,  3,H, 2,  40.00,     20.4000,Stockwell,Diatoms                                      ,               ,                  ,                         ,                       ,                         ,                    ,                   ,                           ,                  ,                     ,                        ,                          ,                                       ,                        ,               ,                     ,                         ,                   ,                   ,                        ,                   ,                     ,                                ,                      ,                   ,                       ,                         ,                   ,                         ,                    ,               ,1259                              ,1538                              ,80                               ,                     ,                   ,                  ,                    ,counts as specimens per gram x 10 000. from 119 SR Chapter 30 Appendix pages 605 - 606.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 736,A,  3,H, 2,  80.00,     20.8000,Baldauf  ,Diatoms                                      ,A              ,M                 ,F                        ,R                      ,F                        ,                    ,R                  ,                           ,R                 ,                     ,                        ,R                         ,                                       ,R                       ,R              ,F                    ,                         ,                   ,F                  ,R                       ,                   ,                     ,R                               ,                      ,                   ,R                      ,                         ,                   ,R                        ,R                   ,               ,                                  ,                                  ,                                 ,                     ,R                  ,R                 ,                    ,from 119 SR Chapter 29 Table 4 page 560 -561.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 736,A,  3,H, 2,  96.00,     20.9600,Stockwell,Diatoms                                      ,               ,                  ,                         ,                       ,                         ,                    ,                   ,                           ,                  ,                     ,                        ,                          ,                                       ,                        ,               ,                     ,                         ,                   ,                   ,                        ,                   ,                     ,                                ,                      ,                   ,                       ,                         ,                   ,                         ,                    ,               ,1273                              ,992                               ,77                               ,                     ,                   ,                  ,                    ,counts as specimens per gram x 10 000. from 119 SR Chapter 30 Appendix pages 605 - 606.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 736,A,  3,H, 2, 137.00,     21.3700,Stockwell,Diatoms                                      ,               ,                  ,                         ,                       ,                         ,                    ,                   ,                           ,                  ,                     ,                        ,                          ,                                       ,                        ,               ,                     ,                         ,                   ,                   ,                        ,                   ,                     ,                                ,                      ,                   ,                       ,                         ,                   ,                         ,                    ,               ,3197                              ,2151                              ,1022                             ,                     ,                   ,                  ,                    ,counts as specimens per gram x 10 000. from 119 SR Chapter 30 Appendix pages 605 - 606.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 736,A,  3,H, 3,  40.00,     21.9000,Stockwell,Diatoms                                      ,               ,                  ,                         ,                       ,                         ,                    ,                   ,                           ,                  ,                     ,                        ,                          ,                                       ,                        ,               ,                     ,                         ,                   ,                   ,                        ,                   ,                     ,                                ,                      ,                   ,                       ,                         ,                   ,                         ,                    ,               ,887                               ,1207                              ,151                              ,                     ,                   ,                  ,                    ,counts as specimens per gram x 10 000. from 119 SR Chapter 30 Appendix pages 605 - 606.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 736,A,  3,H, 3,  96.00,     22.4600,Stockwell,Diatoms                                      ,               ,                  ,                         ,                       ,                         ,                    ,                   ,                           ,                  ,                     ,                        ,                          ,                                       ,                        ,               ,                     ,                         ,                   ,                   ,                        ,                   ,                     ,                                ,                      ,                   ,                       ,                         ,                   ,                         ,                    ,               ,716                               ,625                               ,41                               ,                     ,                   ,                  ,                    ,counts as specimens per gram x 10 000. from 119 SR Chapter 30 Appendix pages 605 - 606.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 736,A,  3,H, 4,  40.00,     23.4000,Stockwell,Diatoms                                      ,               ,                  ,                         ,                       ,                         ,                    ,                   ,                           ,                  ,                     ,                        ,                          ,                                       ,                        ,               ,                     ,                         ,                   ,                   ,                        ,                   ,                     ,                                ,                      ,                   ,                       ,                         ,                   ,                         ,                    ,               ,1208                              ,1066                              ,135                              ,                     ,                   ,                  ,                    ,counts as specimens per gram x 10 000. from 119 SR Chapter 30 Appendix pages 605 - 606.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 736,A,  3,H, 4,  80.00,     23.8000,Baldauf  ,Diatoms                                      ,C              ,M                 ,F                        ,F                      ,F                        ,                    ,R                  ,                           ,                  ,                     ,                        ,                          ,                                       ,R                       ,               ,C                    ,                         ,R                  ,F                  ,R                       ,                   ,                     ,R                               ,                      ,                   ,R                      ,                         ,                   ,R                        ,R                   ,               ,                                  ,                                  ,                                 ,                     ,R                  ,                  ,R                   ,from 119 SR Chapter 29 Table 4 page 560 -561.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 736,A,  3,H, 4,  96.00,     23.9600,Stockwell,Diatoms                                      ,               ,                  ,                         ,                       ,                         ,                    ,                   ,                           ,                  ,                     ,                        ,                          ,                                       ,                        ,               ,                     ,                         ,                   ,                   ,                        ,                   ,                     ,                                ,                      ,                   ,                       ,                         ,                   ,                         ,                    ,               ,1580                              ,1613                              ,106                              ,                     ,                   ,                  ,                    ,counts as specimens per gram x 10 000. from 119 SR Chapter 30 Appendix pages 605 - 606.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 736,A,  3,H, 4, 137.00,     24.3700,Stockwell,Diatoms                                      ,               ,                  ,                         ,                       ,                         ,                    ,                   ,                           ,                  ,                     ,                        ,                          ,                                       ,                        ,               ,                     ,                         ,                   ,                   ,                        ,                   ,                     ,                                ,                      ,                   ,                       ,                         ,                   ,                         ,                    ,               ,9755                              ,2896                              ,1727                             ,                     ,                   ,                  ,                    ,counts as specimens per gram x 10 000. from 119 SR Chapter 30 Appendix pages 605 - 606.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 736,A,  4,H, 1,  40.00,     28.4000,Stockwell,Diatoms                                      ,               ,                  ,                         ,                       ,                         ,                    ,                   ,                           ,                  ,                     ,                        ,                          ,                                       ,                        ,               ,                     ,                         ,                   ,                   ,                        ,                   ,                     ,                                ,                      ,                   ,                       ,                         ,                   ,                         ,                    ,               ,674                               ,426                               ,102                              ,                     ,                   ,                  ,                    ,counts as specimens per gram x 10 000. from 119 SR Chapter 30 Appendix pages 605 - 606.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 736,A,  4,H, 1,  80.00,     28.8000,Baldauf  ,Diatoms                                      ,A              ,M                 ,R                        ,C                      ,R                        ,                    ,R                  ,                           ,R                 ,                     ,                        ,R                         ,                                       ,                        ,               ,C                    ,                         ,                   ,R                  ,                        ,rR                 ,                     ,R                               ,                      ,                   ,F                      ,                         ,                   ,R                        ,F                   ,R              ,                                  ,                                  ,                                 ,                     ,R                  ,                  ,R                   ,from 119 SR Chapter 29 Table 4 page 560 -561.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 736,A,  4,H, 1,  90.00,     28.9000,Stockwell,Diatoms                                      ,               ,                  ,                         ,                       ,                         ,                    ,                   ,                           ,                  ,                     ,                        ,                          ,                                       ,                        ,               ,                     ,                         ,                   ,                   ,                        ,                   ,                     ,                                ,                      ,                   ,                       ,                         ,                   ,                         ,                    ,               ,2557                              ,808                               ,404                              ,                     ,                   ,                  ,                    ,counts as specimens per gram x 10 000. from 119 SR Chapter 30 Appendix pages 605 - 606.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 736,A,  4,H, 1, 140.00,     29.4000,Stockwell,Diatoms                                      ,               ,                  ,                         ,                       ,                         ,                    ,                   ,                           ,                  ,                     ,                        ,                          ,                                       ,                        ,               ,                     ,                         ,                   ,                   ,                        ,                   ,                     ,                                ,                      ,                   ,                       ,                         ,                   ,                         ,                    ,               ,736                               ,683                               ,79                               ,                     ,                   ,                  ,                    ,counts as specimens per gram x 10 000. from 119 SR Chapter 30 Appendix pages 605 - 606.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 736,A,  4,H, 2,  40.00,     29.9000,Stockwell,Diatoms                                      ,               ,                  ,                         ,                       ,                         ,                    ,                   ,                           ,                  ,                     ,                        ,                          ,                                       ,                        ,               ,                     ,                         ,                   ,                   ,                        ,                   ,                     ,                                ,                      ,                   ,                       ,                         ,                   ,                         ,                    ,               ,6990                              ,3069                              ,1330                             ,                     ,                   ,                  ,                    ,counts as specimens per gram x 10 000. from 119 SR Chapter 30 Appendix pages 605 - 606.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
