Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Neogloboquadrina pachyderma (sinistral)	Neogloboquadrina pachyderma (dextral)	Globorotalia crassula	Globigerina aff. bulloides	Globorotalia scitula	Globigerina bulloides	Globorotalia crassaformis	Globigerina quinqueloba	Globorotalia cf. Gr. sphericomiozea	Globorotalia puncticulata	Orbulina universa	Globorotalia inflata	Globigerinita glutinata	Neogloboquadrina dutertrei	Globorotalia margaritae	Truncorotalia truncatulinoides	Globoconella cf. inflata	Globigerinoides ruber	Globigerina apertura	Globorotalia hexagonus	Comment
  SR	                 	                 	T. truncatulinoides	              	141	 860	B	  2	H	 5	  60.00	      8.0000	Spiegler 	Planktonic Foraminifers                      	               	P                 	R                                      	                                     	                     	R                         	                    	                     	R                        	R                      	                                   	                         	                 	R                   	R                      	                          	                       	                              	                        	                     	                    	                      	from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	T. truncatulinoides	              	141	 860	B	  2	H	 6	  60.00	      9.5000	Spiegler 	Planktonic Foraminifers                      	               	P                 	R                                      	                                     	                     	                          	                    	                     	                         	                       	                                   	                         	                 	                    	                       	                          	                       	                              	                        	                     	                    	                      	from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	T. truncatulinoides	              	141	 860	B	  2	H	CC	  25.00	     11.1100	Spiegler 	Planktonic Foraminifers                      	               	M                 	R                                      	                                     	                     	R                         	                    	R                    	R                        	R                      	                                   	                         	R                	R                   	                       	                          	                       	                              	R                       	                     	                    	                      	from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	T. truncatulinoides	              	141	 860	B	  3	H	 1	 137.00	     12.2700	Spiegler 	Planktonic Foraminifers                      	               	M                 	                                       	                                     	                     	                          	                    	R                    	                         	                       	                                   	                         	                 	F                   	R                      	                          	                       	                              	                        	                     	                    	                      	from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	T. truncatulinoides	              	141	 860	B	  3	H	 2	 118.00	     13.5800	Spiegler 	Planktonic Foraminifers                      	               	M                 	R                                      	                                     	                     	R                         	                    	R                    	                         	                       	                                   	                         	                 	R                   	                       	                          	                       	                              	                        	                     	                    	                      	from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	T. truncatulinoides	              	141	 860	B	  3	H	 3	 135.00	     15.2500	Spiegler 	Planktonic Foraminifers                      	               	G                 	                                       	                                     	                     	                          	                    	C                    	R                        	                       	                                   	                         	                 	C                   	                       	                          	                       	                              	                        	                     	                    	                      	from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	T. truncatulinoides	              	141	 860	B	  3	H	 5	  70.00	     17.6000	Spiegler 	Planktonic Foraminifers                      	               	M                 	                                       	                                     	                     	R                         	                    	R                    	R                        	                       	                                   	                         	                 	R                   	                       	                          	                       	                              	                        	                     	                    	                      	from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	T. truncatulinoides	              	141	 860	B	  3	H	 6	 145.00	     19.8500	Spiegler 	Planktonic Foraminifers                      	               	M                 	                                       	                                     	                     	R                         	                    	F                    	R                        	                       	                                   	                         	R                	C                   	R                      	                          	                       	                              	                        	                     	R                   	                      	from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	T. truncatulinoides	              	141	 860	B	  3	H	CC	  32.00	     20.8400	Spiegler 	Planktonic Foraminifers                      	               	G                 	R                                      	R                                    	                     	R                         	R                   	F                    	R                        	                       	                                   	                         	R                	A                   	F                      	                          	                       	                              	                        	                     	R                   	                      	from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	T. truncatulinoides	              	141	 860	B	  4	H	 2	  69.00	     22.5900	Spiegler 	Planktonic Foraminifers                      	               	G                 	                                       	                                     	                     	                          	R                   	C                    	                         	R                      	                                   	                         	                 	C                   	                       	                          	                       	                              	                        	                     	                    	                      	from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	T. truncatulinoides	              	141	 860	B	  4	H	 3	 130.00	     24.7000	Spiegler 	Planktonic Foraminifers                      	               	M                 	                                       	                                     	                     	                          	                    	C                    	                         	                       	                                   	                         	                 	F                   	                       	                          	                       	                              	                        	                     	                    	                      	from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	T. truncatulinoides	              	141	 860	B	  4	H	 5	  70.00	     27.1000	Spiegler 	Planktonic Foraminifers                      	               	G                 	                                       	                                     	                     	F                         	                    	C                    	                         	                       	                                   	                         	                 	F                   	                       	                          	                       	                              	                        	                     	                    	                      	different colors; from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	T. truncatulinoides	              	141	 860	B	  4	H	CC	  59.00	     30.7100	Spiegler 	Planktonic Foraminifers                      	               	G                 	                                       	                                     	                     	                          	                    	F                    	                         	                       	                                   	                         	                 	C                   	                       	                          	                       	                              	                        	                     	                    	                      	from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	T. truncatulinoides	              	141	 860	B	  5	H	 2	  31.00	     31.7100	Spiegler 	Planktonic Foraminifers                      	               	G                 	                                       	                                     	                     	F                         	                    	F                    	R                        	                       	                                   	                         	                 	C                   	                       	                          	                       	                              	                        	                     	                    	                      	different colors; from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	T. truncatulinoides	              	141	 860	B	  5	H	 3	  28.00	     33.1800	Spiegler 	Planktonic Foraminifers                      	               	G                 	                                       	                                     	                     	F                         	                    	F                    	R                        	                       	                                   	                         	R                	A                   	                       	                          	                       	                              	                        	                     	                    	                      	different colors; from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	T. truncatulinoides	              	141	 860	B	  5	H	 5	  27.00	     36.1700	Spiegler 	Planktonic Foraminifers                      	               	G                 	                                       	                                     	R                    	F                         	                    	F                    	R                        	                       	                                   	                         	R                	C                   	                       	                          	                       	                              	                        	                     	                    	                      	different colors; from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	T. truncatulinoides	              	141	 860	B	  5	H	CC	 147.00	     41.2500	Spiegler 	Planktonic Foraminifers                      	               	G                 	                                       	                                     	                     	F                         	                    	R                    	                         	                       	                                   	                         	R                	C                   	                       	                          	                       	                              	                        	                     	                    	                      	different colors; from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	T. truncatulinoides	              	141	 860	B	  6	H	 2	  69.00	     41.5900	Spiegler 	Planktonic Foraminifers                      	               	M                 	                                       	                                     	R                    	F                         	                    	F                    	                         	                       	                                   	                         	                 	R                   	                       	                          	                       	                              	                        	                     	                    	                      	different colors; from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	T. truncatulinoides	              	141	 860	B	  6	H	 3	 129.00	     43.6900	Spiegler 	Planktonic Foraminifers                      	               	G                 	                                       	                                     	                     	R                         	                    	                     	                         	                       	                                   	                         	                 	R                   	                       	                          	                       	                              	                        	                     	                    	                      	different colors; from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	T. truncatulinoides	              	141	 860	B	  6	H	 5	  69.00	     46.0900	Spiegler 	Planktonic Foraminifers                      	               	M                 	                                       	R                                    	                     	R                         	                    	                     	                         	R                      	                                   	                         	                 	R                   	                       	                          	                       	                              	                        	                     	                    	                      	different colors; from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	T. truncatulinoides	              	141	 860	B	  6	H	CC	  17.00	     48.2500	Spiegler 	Planktonic Foraminifers                      	               	                  	                                       	                                     	                     	                          	                    	R                    	                         	                       	                                   	                         	                 	                    	                       	                          	                       	                              	                        	                     	                    	                      	from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	T. truncatulinoides	              	141	 860	B	  7	H	 2	 105.00	     51.4500	Spiegler 	Planktonic Foraminifers                      	               	G                 	                                       	                                     	                     	R                         	                    	C                    	                         	                       	                                   	                         	R                	A                   	                       	                          	                       	                              	                        	                     	                    	                      	from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	T. truncatulinoides	              	141	 860	B	  7	H	 4	 102.00	     54.4200	Spiegler 	Planktonic Foraminifers                      	               	M                 	R                                      	                                     	                     	C                         	                    	F                    	                         	R                      	                                   	                         	                 	C                   	                       	                          	                       	                              	                        	                     	                    	                      	from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	T. truncatulinoides	              	141	 860	B	  7	H	 6	 100.00	     57.4000	Spiegler 	Planktonic Foraminifers                      	               	M                 	R                                      	R                                    	                     	R                         	                    	F                    	                         	                       	                                   	                         	                 	F                   	                       	                          	                       	                              	                        	                     	                    	                      	from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	T. truncatulinoides	              	141	 860	B	  7	H	CC	  40.00	     59.6400	Spiegler 	Planktonic Foraminifers                      	               	G                 	                                       	                                     	                     	                          	R                   	F                    	R                        	                       	                                   	                         	R                	C                   	                       	                          	                       	                              	                        	                     	                    	                      	from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	T. truncatulinoides	              	141	 860	B	  9	X	CC	   9.00	     59.9900	Spiegler 	Planktonic Foraminifers                      	               	G                 	                                       	                                     	                     	                          	R                   	C                    	R                        	                       	                                   	                         	R                	A                   	                       	                          	                       	                              	                        	                     	                    	                      	different colors; from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	T. truncatulinoides	              	141	 860	B	 10	X	CC	  29.00	     68.9900	Spiegler 	Planktonic Foraminifers                      	               	M                 	R                                      	R                                    	                     	                          	R                   	                     	R                        	                       	                                   	                         	R                	F                   	                       	                          	                       	                              	                        	                     	                    	                      	different colors; from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	T. truncatulinoides	              	141	 860	B	 12	X	 2	  35.00	     89.5500	Spiegler 	Planktonic Foraminifers                      	               	G                 	                                       	R                                    	                     	C                         	                    	C                    	                         	                       	                                   	                         	R                	F                   	                       	                          	                       	R                             	                        	R                    	                    	                      	different colors; from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	T. truncatulinoides	              	141	 860	B	 12	X	 3	 120.00	     91.9000	Spiegler 	Planktonic Foraminifers                      	               	G                 	                                       	                                     	                     	F                         	                    	R                    	R                        	                       	                                   	                         	R                	R                   	                       	                          	                       	                              	                        	                     	                    	                      	different colors; from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	T. truncatulinoides	              	141	 860	B	 14	X	CC	  20.00	    102.3800	Spiegler 	Planktonic Foraminifers                      	               	M                 	                                       	                                     	R                    	                          	                    	R                    	R                        	                       	                                   	                         	                 	R                   	                       	                          	                       	                              	                        	                     	                    	                      	different colors; from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	T. truncatulinoides	              	141	 860	B	 15	X	 2	  70.00	    109.4000	Spiegler 	Planktonic Foraminifers                      	               	G                 	                                       	R                                    	                     	                          	                    	R                    	                         	                       	                                   	                         	                 	R                   	                       	                          	                       	                              	R                       	                     	                    	                      	different colors; from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	T. truncatulinoides	              	141	 860	B	 15	X	 3	  60.00	    110.8000	Spiegler 	Planktonic Foraminifers                      	               	M                 	R                                      	R                                    	R                    	                          	                    	                     	                         	                       	                                   	                         	R                	                    	                       	                          	                       	                              	                        	                     	                    	                      	different colors; from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	T. truncatulinoides	              	141	 860	B	 16	X	 1	  68.00	    117.4800	Spiegler 	Planktonic Foraminifers                      	               	G                 	                                       	R                                    	R                    	                          	                    	F                    	R                        	                       	                                   	                         	R                	A                   	                       	R                         	                       	                              	                        	                     	                    	                      	from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	T. truncatulinoides	              	141	 860	B	 16	X	 2	 107.00	    119.3700	Spiegler 	Planktonic Foraminifers                      	               	G                 	                                       	                                     	                     	                          	                    	F                    	                         	                       	                                   	                         	                 	                    	                       	                          	                       	                              	                        	                     	                    	                      	silicified specimens; from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	T. truncatulinoides	              	141	 860	B	 16	X	 3	  32.00	    120.1200	Spiegler 	Planktonic Foraminifers                      	               	G                 	R                                      	R                                    	R                    	                          	                    	C                    	                         	R                      	                                   	                         	R                	F                   	                       	                          	                       	R                             	                        	                     	                    	                      	from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	G. inflata        	              	141	 860	B	 16	X	CC	  22.00	    120.6300	Spiegler 	Planktonic Foraminifers                      	               	G                 	A                                      	                                     	R                    	C                         	R                   	C                    	R                        	                       	                                   	                         	                 	F                   	R                      	                          	                       	                              	                        	                     	                    	                      	from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	G. inflata        	              	141	 860	B	 17	X	 2	   7.00	    128.0700	Spiegler 	Planktonic Foraminifers                      	               	G                 	R                                      	                                     	R                    	                          	R                   	                     	R                        	                       	                                   	                         	R                	F                   	R                      	                          	                       	                              	                        	                     	                    	                      	from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	G. inflata        	              	141	 860	B	 17	X	 3	 128.00	    130.7800	Spiegler 	Planktonic Foraminifers                      	               	G                 	                                       	                                     	                     	                          	R                   	                     	C                        	R                      	                                   	                         	R                	R                   	                       	                          	                       	                              	                        	                     	                    	                      	downhole contamination detected; from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	G. inflata        	              	141	 860	B	 17	X	 5	  67.00	    133.1700	Spiegler 	Planktonic Foraminifers                      	               	G                 	R                                      	R                                    	                     	                          	F                   	C                    	R                        	                       	                                   	                         	                 	R                   	R                      	                          	                       	                              	                        	                     	                    	                      	from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	G. inflata        	              	141	 860	B	 17	X	CC	  18.00	    133.8800	Spiegler 	Planktonic Foraminifers                      	               	G                 	F                                      	                                     	R                    	                          	R                   	F                    	F                        	                       	                                   	                         	                 	R                   	                       	                          	                       	                              	                        	                     	                    	                      	from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	G. inflata        	              	141	 860	B	 19	X	 1	  26.00	    137.3600	Spiegler 	Planktonic Foraminifers                      	               	G                 	                                       	R                                    	                     	                          	                    	F                    	C                        	                       	                                   	                         	                 	R                   	                       	                          	                       	                              	                        	                     	                    	                      	from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	G. inflata        	              	141	 860	B	 19	X	 4	  48.00	    142.0800	Spiegler 	Planktonic Foraminifers                      	               	G                 	                                       	                                     	                     	                          	R                   	C                    	F                        	                       	                                   	                         	R                	                    	R                      	                          	                       	                              	                        	                     	                    	                      	from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	G. inflata        	              	141	 860	B	 19	X	CC	  57.00	    145.3300	Spiegler 	Planktonic Foraminifers                      	               	G                 	                                       	R                                    	R                    	                          	R                   	A                    	C                        	                       	                                   	                         	R                	R                   	                       	                          	                       	                              	                        	                     	                    	                      	from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	G. inflata        	              	141	 860	B	 20	X	 1	 117.00	    146.9700	Spiegler 	Planktonic Foraminifers                      	               	M                 	R                                      	                                     	                     	                          	                    	R                    	F                        	R                      	                                   	                         	R                	R                   	R                      	                          	                       	                              	                        	                     	                    	                      	from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	G. inflata        	              	141	 860	B	 20	X	 2	  24.00	    147.5400	Spiegler 	Planktonic Foraminifers                      	               	G                 	                                       	                                     	                     	                          	                    	R                    	F                        	                       	                                   	                         	                 	F                   	                       	                          	R                      	                              	                        	                     	                    	                      	from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	G. inflata        	              	141	 860	B	 20	X	CC	  25.00	    148.1800	Spiegler 	Planktonic Foraminifers                      	               	G                 	R                                      	                                     	                     	A                         	R                   	A                    	C                        	                       	                                   	                         	                 	                    	R                      	                          	                       	                              	                        	                     	                    	                      	from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	G. inflata        	              	141	 860	B	 21	X	 1	  80.00	    156.3000	Spiegler 	Planktonic Foraminifers                      	               	M                 	C                                      	R                                    	                     	                          	                    	F                    	R                        	                       	                                   	                         	R                	                    	R                      	                          	                       	                              	                        	                     	                    	                      	from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	G. inflata        	              	141	 860	B	 21	X	CC	  16.00	    157.0000	Spiegler 	Planktonic Foraminifers                      	               	M                 	F                                      	R                                    	R                    	F                         	                    	C                    	F                        	                       	                                   	                         	R                	                    	                       	                          	                       	                              	                        	                     	                    	                      	from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	G. inflata        	              	141	 860	B	 22	X	 1	  84.00	    165.9400	Spiegler 	Planktonic Foraminifers                      	               	G                 	R                                      	R                                    	R                    	                          	R                   	C                    	R                        	                       	                                   	                         	                 	                    	                       	                          	                       	                              	                        	                     	                    	                      	from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	G. inflata        	              	141	 860	B	 22	X	 3	  49.00	    168.5900	Spiegler 	Planktonic Foraminifers                      	               	M                 	F                                      	                                     	                     	F                         	                    	F                    	                         	R                      	                                   	                         	                 	                    	R                      	                          	                       	                              	                        	                     	                    	                      	from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	G. inflata        	              	141	 860	B	 22	X	CC	  30.00	    169.2100	Spiegler 	Planktonic Foraminifers                      	               	M                 	F                                      	                                     	R                    	                          	                    	F                    	R                        	                       	                                   	                         	                 	                    	                       	                          	                       	                              	                        	                     	                    	                      	different colors; from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	G. inflata        	              	141	 860	B	 23	X	CC	  11.00	    174.9100	Spiegler 	Planktonic Foraminifers                      	               	M                 	R                                      	                                     	R                    	                          	                    	C                    	C                        	                       	                                   	                         	                 	                    	                       	                          	                       	                              	                        	                     	                    	                      	different colors; from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	G. inflata        	              	141	 860	B	 24	X	 1	 103.00	    185.4300	Spiegler 	Planktonic Foraminifers                      	               	M                 	R                                      	                                     	                     	F                         	R                   	C                    	F                        	                       	                                   	                         	R                	                    	                       	                          	                       	                              	                        	                     	                    	                      	different colors; from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	G. inflata        	              	141	 860	B	 24	X	CC	  27.00	    186.6400	Spiegler 	Planktonic Foraminifers                      	               	M                 	F                                      	                                     	                     	R                         	                    	R                    	R                        	                       	                                   	                         	                 	                    	                       	                          	                       	                              	                        	                     	                    	                      	different colors; from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	G. inflata        	              	141	 860	B	 25	X	 1	  92.00	    195.0200	Spiegler 	Planktonic Foraminifers                      	               	M                 	F                                      	                                     	                     	R                         	                    	R                    	R                        	                       	                                   	                         	                 	                    	                       	                          	                       	                              	                        	                     	                    	                      	from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	G. inflata        	              	141	 860	B	 25	X	 2	   8.00	    195.6800	Spiegler 	Planktonic Foraminifers                      	               	M                 	F                                      	                                     	                     	R                         	                    	R                    	R                        	                       	                                   	                         	                 	R                   	                       	                          	                       	                              	                        	                     	                    	                      	different colors; from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	G. inflata        	              	141	 860	B	 25	X	CC	  33.00	    196.6200	Spiegler 	Planktonic Foraminifers                      	               	P                 	R                                      	                                     	                     	R                         	R                   	                     	                         	                       	                                   	                         	                 	                    	                       	                          	                       	                              	                        	                     	                    	                      	from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	G. inflata        	              	141	 860	B	 27	X	CC	   0.00	    213.4000	Spiegler 	Planktonic Foraminifers                      	               	P                 	R                                      	                                     	                     	R                         	                    	                     	                         	                       	                                   	                         	                 	                    	                       	                          	                       	                              	                        	                     	                    	                      	silicified specimens; from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	G. inflata        	              	141	 860	B	 28	X	 1	 103.00	    224.1300	Spiegler 	Planktonic Foraminifers                      	               	M                 	F                                      	                                     	                     	R                         	                    	                     	R                        	                       	                                   	                         	                 	                    	                       	                          	                       	                              	                        	                     	                    	                      	different colors; from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	G. inflata        	              	141	 860	B	 28	X	CC	  30.00	    224.6100	Spiegler 	Planktonic Foraminifers                      	               	P                 	R                                      	                                     	                     	                          	                    	                     	                         	                       	                                   	                         	                 	                    	                       	                          	                       	                              	                        	                     	                    	                      	different colors; from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	G. inflata        	              	141	 860	B	 30	X	 2	 138.00	    244.4500	Spiegler 	Planktonic Foraminifers                      	               	M                 	F                                      	                                     	R                    	R                         	                    	R                    	R                        	                       	                                   	                         	                 	R                   	R                      	                          	                       	                              	                        	                     	                    	                      	different colors; from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	G. inflata        	              	141	 860	B	 31	X	 1	  28.00	    252.1800	Spiegler 	Planktonic Foraminifers                      	               	M                 	R                                      	                                     	                     	                          	                    	                     	                         	                       	                                   	                         	                 	R                   	                       	                          	                       	                              	                        	                     	                    	                      	from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	G. inflata        	              	141	 860	B	 31	X	 3	  86.00	    255.7600	Spiegler 	Planktonic Foraminifers                      	               	M                 	R                                      	R                                    	                     	                          	                    	                     	                         	R                      	                                   	                         	                 	R                   	R                      	                          	                       	                              	                        	                     	                    	                      	from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	G. inflata        	              	141	 860	B	 31	X	CC	  39.00	    256.2900	Spiegler 	Planktonic Foraminifers                      	               	P                 	R                                      	                                     	R                    	                          	                    	                     	R                        	                       	                                   	R                        	                 	R                   	                       	                          	                       	                              	                        	                     	                    	                      	from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	G. inflata        	              	141	 860	B	 32	X	 2	  65.00	    263.0100	Spiegler 	Planktonic Foraminifers                      	               	G                 	                                       	                                     	                     	                          	                    	R                    	F                        	                       	                                   	                         	R                	F                   	R                      	                          	                       	                              	                        	                     	                    	                      	different colors; from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	G. inflata        	              	141	 860	B	 32	X	CC	  24.00	    263.4800	Spiegler 	Planktonic Foraminifers                      	               	G                 	R                                      	                                     	                     	                          	                    	R                    	                         	                       	                                   	                         	                 	C                   	                       	                          	                       	                              	                        	                     	                    	                      	from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	G. inflata        	              	141	 860	B	 33	X	 2	   8.00	    272.7800	Spiegler 	Planktonic Foraminifers                      	               	M                 	F                                      	                                     	                     	R                         	                    	                     	R                        	                       	                                   	                         	                 	                    	                       	                          	                       	                              	                        	                     	                    	                      	from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	G. inflata        	              	141	 860	B	 33	X	CC	  25.00	    273.7200	Spiegler 	Planktonic Foraminifers                      	               	P                 	R                                      	R                                    	                     	R                         	                    	R                    	F                        	                       	                                   	                         	                 	                    	                       	                          	                       	                              	                        	                     	                    	                      	from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	G. inflata        	              	141	 860	B	 34	X	 1	 111.00	    281.9100	Spiegler 	Planktonic Foraminifers                      	               	M                 	F                                      	                                     	                     	R                         	                    	R                    	                         	                       	                                   	                         	                 	                    	                       	                          	                       	                              	                        	                     	                    	                      	from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

