Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Hedbergella trocoidea	Hedbergella delrioensis	Globigerinelloides ferreolensis	Globigerinelloides algerianus	Hedbergella planispira	Ticinella primula	Rugoglobigerina rugosa	Rugoglobigerina rotundata	Racemiguembelina fructicosa	Pseudotextularia nuttalli	Planoglobulina multicamerata	Laeviheterohelix glabrans	Heterohelix globulosa	Hedbergella monmouthensis	Gublerina acuta	Globotruncanita stuarti	Globotruncanella petaloidea	Globotruncana linneiana	Globotruncana falsostuarti	Globotruncana dupeublei	Globotruncana arca	Globotruncana aegyptiaca	Globigerinelloides subcarinatus	Globigerinelloides prairiehillensis	Contusotruncana fornicata	Globotruncanita stuartiformis	Pseudotextularia elegans	Pseudoguembelina palpebra	Heterohelix punctulata	Globotruncanella minuta	Contusotruncana contusa	Abathomphalus mayaroensis	Rugoglobigerina hexacamerata	Rosita plicata	Planoglobulina acervulinoides	Heterohelix striata	Woodringina hornerstownensis	Woodringina claytonensis	Parvularugoglobigerina eugubina	Parasubbotina pseudobulloides	Globoconusa daubjergensis	Eoglobigerina eobulloides	Eoglobigerina edita	Chiloguembelina midwayensis	Parvularugoglobigerina alabamensis	Globanomalina archeocompressa	Praemurica taurica	Chiloguembelina crinita	Globanomalina planocompressa	Chiloguembelina morsei	Subbotina triloculinoides	Praemurica inconstans	Parasubbotina varianta	Subbotina triangularis	Praemurica uncinata	Morozovella conicotruncata	Morozovella angulata	Subbotina velascoensis	Subbotina patagonica	Subbotina hornibrooki	Pseudohastigerina wilcoxensis	Morozovella velascoensis	Morozovella apanthesma	Globanomalina pseudomenardii	Acarinina soldadoensis	Acarinina mckannai	Morozovella subbotinae	Morozovella marginodentata	Morozovella gracilis	Globigerinatheka senni	Morozovella formosa	Morozovella aragonensis	Acarinina primitiva	Subbotina inaequispira	Morozovella caucasica	Globigerina senni	Acarinina bullbrooki	Truncorotaloides rohri	Hantkenina mexicana	Pseudohastigerina micra	Morozovella spinulosa	Morozovella lehneri	Hantkenina dumblei	Globigerinatheka mexicana	Globigerinatheka index	Guembelitrioides higginsi	Acarinina coalingensis	Comment

  IR	                 	Middle Eocene    	P11               	P12           	171	1049	A	  5	H	CC	  23.00	     49.5600	Bellier  	Planktonic Foraminifers                      	               	G                 	                     	                       	                               	                             	                      	                 	                      	                         	                           	                         	                            	                         	                     	                         	               	                       	                           	                       	                          	                       	                  	                        	                               	                                   	                         	                             	                        	                         	                      	                       	                       	                         	                            	              	                             	                   	                            	                        	                               	                             	                         	                         	                   	                           	                                  	                             	                  	                       	                            	                      	                         	                     	                      	                      	                   	                          	                    	                      	                    	                     	                             	                        	                      	                            	                      	                  	                      	                          	                    	                      	                   	F                      	                   	F                     	                     	                 	F                   	                      	F                  	                       	                     	                   	                  	                         	                      	                         	                      	       

  IR	                 	Middle Eocene    	                  	P11           	171	1049	A	  6	H	CC	  26.00	     59.0600	Bellier  	Planktonic Foraminifers                      	               	G                 	                     	                       	                               	                             	                      	                 	                      	                         	                           	                         	                            	                         	                     	                         	               	                       	                           	                       	                          	                       	                  	                        	                               	                                   	                         	                             	                        	                         	                      	                       	                       	                         	                            	              	                             	                   	                            	                        	                               	                             	                         	                         	                   	                           	                                  	                             	                  	                       	                            	                      	                         	                     	                      	                      	                   	                          	                    	                      	                    	                     	                             	                        	                      	                            	                      	                  	                      	                          	                    	                      	                   	F                      	                   	F                     	                     	                 	F                   	F                     	F                  	                       	                     	                   	                  	                         	                      	                         	                      	       

  IR	                 	Eocene           	P10               	P9            	171	1049	A	  7	H	CC	  30.00	     60.0400	Bellier  	Planktonic Foraminifers                      	               	M                 	                     	                       	                               	                             	                      	                 	                      	                         	                           	                         	                            	                         	                     	                         	               	                       	                           	                       	                          	                       	                  	                        	                               	                                   	                         	                             	                        	                         	                      	                       	                       	                         	                            	              	                             	                   	                            	                        	                               	                             	                         	                         	                   	                           	                                  	                             	                  	                       	                            	                      	                         	                     	                      	                      	                   	                          	                    	                      	                    	                     	                             	                        	                      	                            	                      	                  	                      	                          	                    	                      	                   	R                      	                   	R                     	                     	R                	R                   	R                     	                   	                       	                     	                   	                  	                         	                      	                         	                      	       

  IR	                 	Eocene           	P10               	P9            	171	1049	A	  8	X	CC	  18.00	     60.8300	Bellier  	Planktonic Foraminifers                      	               	M                 	                     	                       	                               	                             	                      	                 	                      	                         	                           	                         	                            	                         	                     	                         	               	                       	                           	                       	                          	                       	                  	                        	                               	                                   	                         	                             	                        	                         	                      	                       	                       	                         	                            	              	                             	                   	                            	                        	                               	                             	                         	                         	                   	                           	                                  	                             	                  	                       	                            	                      	                         	                     	                      	                      	                   	                          	                    	                      	                    	                     	                             	                        	                      	                            	                      	                  	                      	                          	                    	                      	                   	A                      	                   	F                     	                     	                 	F                   	                      	                   	                       	                     	                   	                  	                         	                      	                         	                      	       

  IR	                 	Eocene           	P10               	P9            	171	1049	A	  9	H	CC	  20.00	     69.4000	Bellier  	Planktonic Foraminifers                      	               	G                 	                     	                       	                               	                             	                      	                 	                      	                         	                           	                         	                            	                         	                     	                         	               	                       	                           	                       	                          	                       	                  	                        	                               	                                   	                         	                             	                        	                         	                      	                       	                       	                         	                            	              	                             	                   	                            	                        	                               	                             	                         	                         	                   	                           	                                  	                             	                  	                       	                            	                      	                         	                     	                      	                      	                   	                          	                    	                      	                    	                     	                             	                        	                      	                            	                      	                  	                      	                          	                    	                      	                   	F                      	                   	F                     	R                    	F                	F                   	                      	                   	                       	                     	                   	                  	                         	                      	                         	                      	       

  IR	                 	Early Eocene     	P7                	P8            	171	1049	A	 10	X	CC	  18.00	     73.1400	Bellier  	Planktonic Foraminifers                      	               	G                 	                     	                       	                               	                             	                      	                 	                      	                         	                           	                         	                            	                         	                     	                         	               	                       	                           	                       	                          	                       	                  	                        	                               	                                   	                         	                             	                        	                         	                      	                       	                       	                         	                            	              	                             	                   	                            	                        	                               	                             	                         	                         	                   	                           	                                  	                             	                  	                       	                            	                      	                         	                     	                      	                      	                   	                          	                    	                      	                    	                     	                             	                        	                      	                            	F                     	                  	F                     	                          	                    	                      	F                  	F                      	R                  	                      	                     	                 	                    	                      	                   	                       	                     	                   	                  	                         	                      	                         	                      	       

  IR	                 	Early Eocene     	P7                	P6            	171	1049	A	 12	X	CC	  41.00	     89.1100	Huber    	Planktonic Foraminifers                      	               	M                 	                     	                       	                               	                             	                      	                 	                      	                         	                           	                         	                            	                         	                     	                         	               	                       	                           	                       	                          	                       	                  	                        	                               	                                   	                         	                             	                        	                         	                      	                       	                       	                         	                            	              	                             	                   	                            	                        	                               	                             	                         	                         	                   	                           	                                  	                             	                  	                       	                            	                      	                         	                     	                      	                      	                   	                          	                    	                      	F                   	                     	                             	                        	                      	                            	                      	                  	F                     	F                         	F                   	F                     	                   	                       	                   	                      	                     	                 	                    	                      	                   	                       	                     	                   	                  	                         	                      	                         	                      	Cherts common

  IR	                 	Late Paleocene   	P4b               	P4a           	171	1049	A	 13	H	CC	   7.00	    100.0800	Huber    	Planktonic Foraminifers                      	               	M                 	                     	                       	                               	                             	                      	                 	                      	                         	                           	                         	                            	                         	                     	                         	               	                       	                           	                       	                          	                       	                  	                        	                               	                                   	                         	                             	                        	                         	                      	                       	                       	                         	                            	              	                             	                   	                            	                        	                               	                             	                         	                         	                   	                           	                                  	                             	                  	R                      	                            	                      	R                        	                     	                      	F                     	                   	                          	                    	R                     	A                   	R                    	P                            	F                       	F                     	F                           	R                     	F                 	                      	                          	                    	                      	                   	                       	                   	                      	                     	                 	                    	                      	                   	                       	                     	                   	                  	                         	                      	                         	                      	       

  IR	                 	Late Paleocene   	                  	P3a           	171	1049	A	 14	X	CC	  19.00	    100.2900	Huber    	Planktonic Foraminifers                      	               	P                 	                     	                       	                               	                             	                      	                 	                      	                         	                           	                         	                            	                         	                     	                         	               	                       	                           	                       	                          	                       	                  	                        	                               	                                   	                         	                             	                        	                         	                      	                       	                       	                         	                            	              	                             	                   	                            	                        	                               	                             	                         	                         	                   	                           	                                  	                             	                  	                       	                            	                      	F                        	                     	                      	R                     	F                  	F                         	F                   	                      	                    	                     	                             	                        	                      	                            	                      	                  	                      	                          	                    	                      	                   	                       	                   	                      	                     	                 	                    	                      	                   	                       	                     	                   	                  	                         	                      	                         	                      	       

  IR	                 	Early Paleocene  	                  	P1c           	171	1049	A	 15	X	CC	  13.00	    105.9300	Huber    	Planktonic Foraminifers                      	               	M                 	                     	                       	                               	                             	                      	                 	                      	                         	                           	                         	                            	                         	                     	                         	               	                       	                           	                       	                          	                       	                  	                        	                               	                                   	                         	                             	                        	                         	                      	                       	                       	                         	                            	              	                             	                   	                            	                        	                               	A                            	                         	                         	                   	                           	                                  	                             	                  	                       	                            	                      	F                        	F                    	F                     	                      	                   	                          	                    	                      	                    	                     	                             	                        	                      	                            	                      	                  	                      	                          	                    	                      	                   	                       	                   	                      	                     	                 	                    	                      	                   	                       	                     	                   	                  	                         	                      	                         	                      	       

  IR	                 	Early Paleocene  	                  	P1b           	171	1049	A	 16	X	CC	  45.00	    124.1200	Huber    	Planktonic Foraminifers                      	               	VG                	                     	                       	                               	                             	                      	                 	                      	                         	                           	                         	                            	                         	                     	                         	               	                       	                           	                       	                          	                       	                  	                        	                               	                                   	                         	                             	                        	                         	                      	                       	                       	                         	                            	              	                             	                   	F                           	                        	                               	A                            	F                        	A                        	F                  	A                          	                                  	                             	F                 	                       	R                           	F                     	                         	                     	                      	                      	                   	                          	                    	                      	                    	                     	                             	                        	                      	                            	                      	                  	                      	                          	                    	                      	                   	                       	                   	                      	                     	                 	                    	                      	                   	                       	                     	                   	                  	                         	                      	                         	                      	       

  IR	                 	Early Paleocene  	                  	P1a           	171	1049	A	 17	X	 2	   3.00	    125.3400	Huber    	Planktonic Foraminifers                      	A              	VG                	                     	                       	                               	                             	                      	                 	                      	                         	                           	                         	                            	                         	                     	                         	               	                       	                           	                       	                          	                       	                  	                        	                               	                                   	                         	                             	                        	                         	                      	                       	                       	                         	                            	              	                             	                   	A                           	F                       	R                              	A                            	R                        	A                        	F                  	A                          	R                                 	F                            	F                 	R                      	                            	                      	                         	                     	                      	                      	                   	                          	                    	                      	                    	                     	                             	                        	                      	                            	                      	                  	                      	                          	                    	                      	                   	                       	                   	                      	                     	                 	                    	                      	                   	                       	                     	                   	                  	                         	                      	                         	                      	>38 micron sieve Several Cretaceous species present

  IR	                 	Early Paleocene  	                  	P1a           	171	1049	A	 17	X	 2	  22.00	    125.5300	Huber    	Planktonic Foraminifers                      	A              	VG                	                     	                       	                               	                             	                      	                 	                      	                         	                           	                         	                            	                         	                     	                         	               	                       	                           	                       	                          	                       	                  	                        	                               	                                   	                         	                             	                        	                         	                      	                       	                       	                         	                            	              	                             	                   	A                           	F                       	P                              	F                            	F                        	A                        	F                  	A                          	F                                 	R                            	                  	                       	                            	                      	                         	                     	                      	                      	                   	                          	                    	                      	                    	                     	                             	                        	                      	                            	                      	                  	                      	                          	                    	                      	                   	                       	                   	                      	                     	                 	                    	                      	                   	                       	                     	                   	                  	                         	                      	                         	                      	>38 micron sieve

  IR	                 	Early Paleocene  	                  	P1a           	171	1049	A	 17	X	 2	  40.00	    125.7100	Huber    	Planktonic Foraminifers                      	A              	VG                	                     	                       	                               	                             	                      	                 	                      	                         	                           	                         	                            	                         	                     	                         	               	                       	                           	                       	                          	                       	                  	                        	                               	                                   	                         	                             	                        	                         	                      	                       	                       	                         	                            	              	                             	                   	A                           	F                       	F                              	F                            	R                        	F                        	R                  	A                          	                                  	                             	                  	                       	                            	                      	                         	                     	                      	                      	                   	                          	                    	                      	                    	                     	                             	                        	                      	                            	                      	                  	                      	                          	                    	                      	                   	                       	                   	                      	                     	                 	                    	                      	                   	                       	                     	                   	                  	                         	                      	                         	                      	>38 micron sieve Several Cretaceous species present

  IR	                 	Maestrichtian    	                  	A. mayaroensis	171	1049	A	 17	X	CC	  36.00	    128.4600	Huber    	Planktonic Foraminifers                      	               	G                 	                     	                       	                               	                             	                      	                 	F                     	R                        	F                          	F                        	F                           	                         	A                    	                         	               	                       	R                          	                       	                          	R                      	R                 	R                       	R                              	R                                  	                         	F                            	R                       	F                        	                      	                       	R                      	P                        	F                           	P             	F                            	F                  	                            	                        	                               	                             	                         	                         	                   	                           	                                  	                             	                  	                       	                            	                      	                         	                     	                      	                      	                   	                          	                    	                      	                    	                     	                             	                        	                      	                            	                      	                  	                      	                          	                    	                      	                   	                       	                   	                      	                     	                 	                    	                      	                   	                       	                     	                   	                  	                         	                      	                         	                      	       

  IR	                 	Maestrichtian    	                  	A. mayaroensis	171	1049	A	 18	X	 3	  65.00	    137.9500	Huber    	Planktonic Foraminifers                      	A              	VG                	                     	                       	                               	                             	                      	                 	                      	R                        	A                          	                         	                            	                         	                     	                         	R              	A                      	                           	                       	                          	                       	                  	R                       	                               	                                   	                         	                             	R                       	F                        	R                     	R                      	F                      	P                        	                            	              	                             	                   	                            	                        	                               	                             	                         	                         	                   	                           	                                  	                             	                  	                       	                            	                      	                         	                     	                      	                      	                   	                          	                    	                      	                    	                     	                             	                        	                      	                            	                      	                  	                      	                          	                    	                      	                   	                       	                   	                      	                     	                 	                    	                      	                   	                       	                     	                   	                  	                         	                      	                         	                      	No Inoceramus prisms Echinoid spines rare

  IR	                 	Maestrichtian    	                  	R. fructicosa 	171	1049	A	 18	X	 4	  10.00	    138.9000	Huber    	Planktonic Foraminifers                      	A              	G                 	                     	                       	                               	                             	                      	                 	                      	                         	A                          	F                        	                            	                         	                     	                         	               	                       	R                          	                       	F                         	R                      	                  	                        	                               	                                   	                         	F                            	                        	                         	                      	                       	                       	                         	                            	              	                             	                   	                            	                        	                               	                             	                         	                         	                   	                           	                                  	                             	                  	                       	                            	                      	                         	                     	                      	                      	                   	                          	                    	                      	                    	                     	                             	                        	                      	                            	                      	                  	                      	                          	                    	                      	                   	                       	                   	                      	                     	                 	                    	                      	                   	                       	                     	                   	                  	                         	                      	                         	                      	Inoceramus prisms common rare pyrite frambules

  IR	                 	Maestrichtian    	                  	R. fructicosa 	171	1049	A	 18	X	 4	  16.00	    138.9600	Huber    	Planktonic Foraminifers                      	A              	G                 	                     	                       	                               	                             	                      	                 	                      	                         	F                          	F                        	                            	                         	                     	                         	               	                       	F                          	                       	F                         	                       	                  	                        	                               	                                   	                         	A                            	                        	                         	                      	                       	                       	                         	                            	              	                             	                   	                            	                        	                               	                             	                         	                         	                   	                           	                                  	                             	                  	                       	                            	                      	                         	                     	                      	                      	                   	                          	                    	                      	                    	                     	                             	                        	                      	                            	                      	                  	                      	                          	                    	                      	                   	                       	                   	                      	                     	                 	                    	                      	                   	                       	                     	                   	                  	                         	                      	                         	                      	Inoceramus prisms common Some pyrite

  IR	                 	Maestrichtian    	G. falsostuarti   	G. gansseri   	171	1049	A	 18	X	CC	  21.00	    142.3900	Huber    	Planktonic Foraminifers                      	               	G                 	                     	                       	                               	                             	                      	                 	R                     	P                        	-                          	F                        	F                           	P                        	A                    	P                        	R              	F                      	R                          	R                      	R                         	R                      	F                 	P                       	F                              	R                                  	F                        	                             	                        	                         	                      	                       	                       	                         	                            	              	                             	                   	                            	                        	                               	                             	                         	                         	                   	                           	                                  	                             	                  	                       	                            	                      	                         	                     	                      	                      	                   	                          	                    	                      	                    	                     	                             	                        	                      	                            	                      	                  	                      	                          	                    	                      	                   	                       	                   	                      	                     	                 	                    	                      	                   	                       	                     	                   	                  	                         	                      	                         	                      	Inoceramids common; lowermost Maastricthian to uppermost Campanian

  IR	                 	Albian           	                  	Ticinella primula	171	1049	A	 19	X	CC	  35.00	    150.9300	Huber    	Planktonic Foraminifers                      	               	VG                	                     	F                      	                               	                             	                      	A                	                      	                         	                           	                         	                            	                         	                     	                         	               	                       	                           	                       	                          	                       	                  	                        	                               	                                   	                         	                             	                        	                         	                      	                       	                       	                         	                            	              	                             	                   	                            	                        	                               	                             	                         	                         	                   	                           	                                  	                             	                  	                       	                            	                      	                         	                     	                      	                      	                   	                          	                    	                      	                    	                     	                             	                        	                      	                            	                      	                  	                      	                          	                    	                      	                   	                       	                   	                      	                     	                 	                    	                      	                   	                       	                     	                   	                  	                         	                      	                         	                      	Large wood fragments; downhole contaminant present

  IR	                 	Aptian           	                  	H. gorbachikae	171	1049	A	 20	X	CC	  33.00	    161.4900	Huber    	Planktonic Foraminifers                      	               	G                 	A                    	F                      	R                              	                             	R                     	                 	                      	                         	                           	                         	                            	                         	                     	                         	               	                       	                           	                       	                          	                       	                  	                        	                               	                                   	                         	                             	                        	                         	                      	                       	                       	                         	                            	              	                             	                   	                            	                        	                               	                             	                         	                         	                   	                           	                                  	                             	                  	                       	                            	                      	                         	                     	                      	                      	                   	                          	                    	                      	                    	                     	                             	                        	                      	                            	                      	                  	                      	                          	                    	                      	                   	                       	                   	                      	                     	                 	                    	                      	                   	                       	                     	                   	                  	                         	                      	                         	                      	Large wood fragments; rare downhole contaminants

  IR	                 	Aptian           	                  	G. algerianus 	171	1049	A	 21	X	CC	  49.00	    167.7000	Bellier  	Planktonic Foraminifers                      	               	G                 	F                    	R                      	F                              	R                            	                      	                 	                      	                         	                           	                         	                            	                         	                     	                         	               	                       	                           	                       	                          	                       	                  	                        	                               	                                   	                         	                             	                        	                         	                      	                       	                       	                         	                            	              	                             	                   	                            	                        	                               	                             	                         	                         	                   	                           	                                  	                             	                  	                       	                            	                      	                         	                     	                      	                      	                   	                          	                    	                      	                    	                     	                             	                        	                      	                            	                      	                  	                      	                          	                    	                      	                   	                       	                   	                      	                     	                 	                    	                      	                   	                       	                     	                   	                  	                         	                      	                         	                      	       

