Site,Exp,Hole,Core,Core Type - Section,Top Depth [m],Bottom Depth [m],Group Abundance,Preservation,Anomalinoides parvumbilianus,Anomalinoides sphericus,Astorononion spp.,Bolivina spp.,Bolivinita pliozea,Bolivinita cf. pliozea,Bulimina aculeata,Bulimina marginata,Cassidulina carinata,Cassidulina spp.,Cibicides deliquatus,Cibicides molestus,Cibicidoides neoperforatus,Cibicidoides spp.,Eherenbergina mestateri,Elphidium charlottense,Elphidium novozealandicum,Gavelinopsis spp.,Globocassidulina subglobosa,Haeuslella finlayi,Haeuslerella morgani,Haeuslerella parri,Haynesina depressa,Hoeglundina elegans,Hopkinsina mioindex,Lenticulina calcar,Melonis affinis,Melonis pompilioides,Nonionella flemingi,Nonionella spp.,Nonionella turgida,Notorotalia aucklandica,Notorotalia briggsi,Notorotalia clathrata (hornibrooki),Notorotalia depressa,Notorotalia finlayi,Notorotalia hurupiensis,Notorotalia inornata,Notorotalia profunda,Notorotalia sp. A (large plano-convex),Notorotalia taranakia,Notorotalia zealandica,Paracassidulina neocarinata,Pullenia bulloides,Pullenia spp.,Pyrgo anomala,Pyrgo guerreri,Pyrgo spp.,Quinqueloculina auberiana,Quinqueloculina seminula,Rectobolivina parvula,Sigmoilopsis schlumbergeri,Sphaeroidina bulloides,Textularia miozea,Texturalia spp.,Trifarina spp.,Uvigerina miozea,Uvigerina peregrina,Uvigerina rodleyi,Others,Comments,Type,Section,Top [cm],Bottom [cm],A/W,Sample,eodp_id
,317,U1351B,5,H-CC,32.34,32.35,D,G,,C,,,,,,,,F,,,,,,F,,,,,,,,,,,,,C,,,F,,,,,,C,,,,C,,,,,,,A,,,,,,,,,,,F,,H,CC,,,,317-nanU1351B-5H-CC-nan,a17e31412e57228d230510dca8553bfb
,317,U1351B,6,H-CC,39.27,39.28,D,G,,F,,,,,,,,F,,,,,,,,,,,,,,,,,,,C,,,,,,,,,C,,,,C,,,,,,,C,,,,,,,C,,,,,,H,CC,,,,317-nanU1351B-6H-CC-nan,06d64ed4d39a7d269fba87460fdda8aa
,317,U1351B,7,H-CC,47.83,47.84,D,G,,A,C,,,,,,,F,,,,,,,,,,,,,,,,,,,F,,,D,,,,C,,A,,,,A,,,,C,C,,,,,,,,A,F,,,,F,,H,CC,,,,317-nanU1351B-7H-CC-nan,1a9b8c78b1bb15387ecced80e983e1e8
,317,U1351B,8,H-CC,56.46,56.47,D,G,,F,F,,C,,,F,,F,,,,,,,,F,,,,,,,,,,,F,,F,A,,,,R,,A,,,,A,,,,,F,,,,,,,,A,,,,,F,,H,CC,,,,317-nanU1351B-8H-CC-nan,d62741a76dfdd2645300f9cb09ab1f79
,317,U1351B,9,H-CC,65.91,65.92,D,G,,A,,,C,,,F,,,,,,,,,,,,,,,,,,,,,F,,,A,,,F,R,,A,,,,F,,,,C,C,,A,,,,,,,,,,,F,,H,CC,,,,317-nanU1351B-9H-CC-nan,164771d9a72a708882233c453e442d95
,317,U1351B,10,H-CC,69.83,69.84,R,M,,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,A,F,,,,,,,,,,,F,,,,,,,,,,F,,H,CC,,,,317-nanU1351B-10H-CC-nan,ab6a9b7fefd8dd3327624528797b8df3
,317,U1351B,11,H-CC,75.57,75.58,C,M,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,A,,,,A,,,,A,,,,,,,A,,,,,,,,,,,C,,H,CC,,,,317-nanU1351B-11H-CC-nan,e7e2e0a4caf1ba7cb34459c450c2be47
,317,U1351B,12,H-CC,76.92,76.93,A,P,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,D,,,,,,,,,,A,,,,,,,,,,,,,,,,,,F,,H,CC,,,,317-nanU1351B-12H-CC-nan,d3f4affa4105e3b8ab3958055265a094
,317,U1351B,13,H-CC,90.02,90.03,C,M,,C,,,R,,,,,,,,,,,F,,,,,,,F,,,,,,F,C,,D,,,,,,C,,,,F,,,,,,,F,,,,,,F,,,,,C,,H,CC,,,,317-nanU1351B-13H-CC-nan,ec930866181f4773d52ee07bf52a3fd8
,317,U1351B,14,X-CC,97.11,97.12,C,G,,,F,,R,,,,,F,,,,,,F,,,,,,,,,,,,,D,F,,F,,,,F,,F,,,,F,,,,F,,,A,,,,,,,,,,,,,X,CC,,,,317-nanU1351B-14X-CC-nan,97ef1aaf8b10a5699284db05570537c7
,317,U1351B,15,X-CC,103.42,103.43,C,M,,F,,,C,,R,,,,,,,,,F,,,,,,,,,,,R,,C,,,,,C,,C,,F,,,,A,,,,R,,,F,,,,,,F,C,,,,,,X,CC,,,,317-nanU1351B-15X-CC-nan,145df2564d00b71a6968b5a2146ae0af
,317,U1351B,16,X-CC,120.24,120.25,R,M,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,C,,,,F,,,,C,,,C,,,,,,,C,,,F,F,,,,,BF rare,X,CC,,,,317-nanU1351B-16X-CC-nan,6f3d17ba531c8adc8f845876e52e4ffc
,317,U1351B,18,X-CC,134.48,134.49,R,M,,A,,R,R,,,,,F,,,,,,,,,,,,,,,,,,,A,,,,,,,,,F,,,,A,,,R,,,,F,,,R,,,R,,,,,F,BF rare,X,CC,,,,317-nanU1351B-18X-CC-nan,9858d567551965688cafd6b4879d8ffb
,317,U1351B,19,X-CC,147.55,147.56,R,M,,,,R,,,,,,,,,,,,F,,,R,,,,,,,,,,C,,,,,,,,,F,,,,C,,,,,,,,,,,,,,,,,,F,BF rare,X,CC,,,,317-nanU1351B-19X-CC-nan,4b56b3f086ab3940f83e21d862c12d49
,317,U1351B,20,X-CC,160.16,160.17,D,G,,,,,,,,,,,,,,,,F,,,,,,,,,,,A,,A,,,,,,,F,,F,,,,A,,,,,,,A,,,,,,,,,,,,,X,CC,,,,317-nanU1351B-20X-CC-nan,8ee43be72be86d103abede14922652c8
,317,U1351B,21,X-CC,168.48,168.49,C,G,,,,,R,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,F,,,,C,,,,,,,,,,,,,R,R,,,,F,,X,CC,,,,317-nanU1351B-21X-CC-nan,82751ba1c69b6c0f074d07266afe021b
,317,U1351B,22,X-CC,175.27,175.28,D,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,BF rare,X,CC,,,,317-nanU1351B-22X-CC-nan,c2526b3f4114f9e9af744d54f227dfcc
,317,U1351B,23,X-CC,180.13,180.14,D,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,C,,,,,,,F,,,,,,,,,,,,,,,,,,F,,X,CC,,,,317-nanU1351B-23X-CC-nan,890b83764827c80b9df67398daf0d27f
,317,U1351B,24,X-CC,189.75,189.76,A,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,X,CC,,,,317-nanU1351B-24X-CC-nan,50d040d424bf8c91fa718c4ad739ed06
,317,U1351B,25,X-CC,202.59,202.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barren,X,CC,,,,317-nanU1351B-25X-CC-nan,5e9bc07e94471394f4283bb305fcd6fc
,317,U1351B,26,X-CC,208.96,208.97,A,P,,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,D,,,,,,,,,,,,,,,,,,,,,,,,F,,X,CC,,,,317-nanU1351B-26X-CC-nan,adcb5a5f775dfa4d5be4381cedc7aaaf
,317,U1351B,27,X-CC,226.27,226.28,D,G,,,F,,,,,,,A,,,,,,,,,,,,,,,,,,,C,,,,,,A,,,,,,,,D,,,,,,,,,,,,,,,,,,,X,CC,,,,317-nanU1351B-27X-CC-nan,a8ebeada657a73871b9878618b358fcf
,317,U1351B,28,X-CC,236.17,236.18,D,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,F,,,F,A,,,,,,,D,,,,,,A,,,,,,,,,,,F,,X,CC,,,,317-nanU1351B-28X-CC-nan,e27bcf8e56d77fa51997994805369879
,317,U1351B,29,X-CC,247.35,247.36,D,G,,,C,,R,,,F,,,,,,,,F,,,,,,C,,,,,,,F,,,,C,,A,F,,,,,,,D,,,,,,F,,,,,,,,,,,C,,X,CC,,,,317-nanU1351B-29X-CC-nan,38018e0d02a63dd6f1e24177a4e3e525
,317,U1351B,30,X-CC,255.06,255.07,D,G,,,R,,,,R,F,,,,,,,,F,,,,,,C,,,,,,,A,,,,,,D,A,,,,,,,,,,,,,F,,,,,,,,,,F,,,X,CC,,,,317-nanU1351B-30X-CC-nan,880095c7ee0294ea2716567da169d03b
,317,U1351B,31,X-CC,263.61,263.62,D,G,,F,,,,,,,,,,,,,,F,,,,,,,,,,,,,C,,,,,,F,C,,D,,,,,,,,,,,F,,,,,,,,,,,C,,X,CC,,,,317-nanU1351B-31X-CC-nan,ea533dec08cec094110f290f068ad7a5
,317,U1351B,32,X-CC,270.97,270.98,D,P,,,,,,,F,,,F,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,CC,,,,317-nanU1351B-32X-CC-nan,c60c90693835e3f532bb5abf50913fe9
,317,U1351B,33,X-CC,278.34,278.35,D,M,,R,R,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,D,,,R,,,,C,,,,,,,,R,,,,,,,,,,,,,,,X,CC,,,,317-nanU1351B-33X-CC-nan,3afa233d27c9d2e97a92b82086470d0c
,317,U1351B,34,X-CC,286.38,286.39,D,G,,,F,,,,,,,F,,,,,,,,,R,,,,,,,,,,,A,,F,,,F,,D,,,,,,,,,,,,,,,,,,,,,,,C,,X,CC,,,,317-nanU1351B-34X-CC-nan,70cef22ad96fa53543da53fbca9c0f12
,317,U1351B,35,X-CC,295.31,295.32,D,G,,F,,,,,,,,,,,,,,,,,,,,R,,,,,,,A,,,D,,,,,,,,,,,,,,,,,,,F,,,,,,,,F,R,,X,CC,,,,317-nanU1351B-35X-CC-nan,ee09dae42410c850cecaac59ec53e700
,317,U1351B,36,X-CC,309.74,309.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barren,X,CC,,,,317-nanU1351B-36X-CC-nan,5e47b8ddc2c48816958143915c37f31a
,317,U1351B,37,X-CC,317.04,317.05,D,G,,C,,,,,,,,,,,,,,,,,R,,,R,,,,,,,,,,A,,,,,C,,,,,,F,,,,,,,,R,,,,F,,,,F,R,,X,CC,,,,317-nanU1351B-37X-CC-nan,e478154d330e5951bcb0bb993ce83814
,317,U1351B,38,X-CC,323.69,323.70,D,G,,C,,,,,R,,,,,,,,,R,,,R,,,R,,,,,,,A,,,A,,,,,C,,,,,,C,,,,,,,,R,,,,R,,,,,,,X,CC,,,,317-nanU1351B-38X-CC-nan,e4208363813e52a7db0d04a290e105bf
,317,U1351B,39,X-CC,337.44,337.45,D,P,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,D,,,,,,F,,,,,,,,,,,F,,,,,,,,,,,F,BF rare,X,CC,,,,317-nanU1351B-39X-CC-nan,5409d91cb8e184e5fbcf4496cf2bac31
,317,U1351B,40,X-CC,345.67,345.68,D,G,,C,,,,,R,,,,,,,,,,,,,,,R,,,,,,,C,,,D,,,,,A,,,,,,F,,,,,,R,,,,,,,,,F,,,,X,CC,,,,317-nanU1351B-40X-CC-nan,2f15b2bc57f98fa3b07963b51c65bbf6
,317,U1351B,41,X-CC,354.21,354.22,D,G,,C,,,,,R,,,,,,,R,,R,,,,,,R,,,,,,,C,,,D,,,,,A,,,,,,,,,,,,,,,,,,,,,,D,,,X,CC,,,,317-nanU1351B-41X-CC-nan,3ce121e6b3ed8e0d46bdd199464a08ed
,317,U1351B,42,X-CC,362.15,362.16,D,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,BF rare,X,CC,,,,317-nanU1351B-42X-CC-nan,5bdf18d6dfc6ad8a8fc70a2df81951fd
,317,U1351B,43,X-CC,372.13,372.14,D,G,R,C,,,,,,R,,,,,,,,F,,,,,,,,,,,,,C,,,A,,,,,F,,,,,,F,,,,,,,,R,,,,F,,,,,R,,X,CC,,,,317-nanU1351B-43X-CC-nan,04aad0c936fd039acb0537febd5ceb60
,317,U1351B,44,X-CC,382.57,382.58,D,G,,F,R,,,,,R,,,,,,,,F,,,,,,,,,,,,,C,,,A,,,R,,F,F,,,,,,,,,,,F,,,,,,,,,R,,C,,X,CC,,,,317-nanU1351B-44X-CC-nan,9165e058c797bf8c356d0b96f55b3150
,317,U1351B,45,X-CC,393.34,393.35,D,G,,F,C,R,,,C,,,,,,,,,F,,,,,,,,,,,,,A,,,A,,,,,,F,,,,,C,,,,,,R,,,,,,,,,C,,,,X,CC,,,,317-nanU1351B-45X-CC-nan,faf3c372d84fb390b23028ca25d6f4a4
,317,U1351B,47,X-CC,411.72,411.73,D,G,,,F,,,,F,A,,,,,,,,,,,,,,R,,,,,,,,,,F,,,,,D,,,,,,,,,,,,,,,,,,,,,,,F,,X,CC,,,,317-nanU1351B-47X-CC-nan,c2f34fc134b8d8f050fe388afcc01292
,317,U1351B,48,X-CC,421.03,421.04,D,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,BF rare,X,CC,,,,317-nanU1351B-48X-CC-nan,8230595fdbf1f9c4201888593d04c474
,317,U1351B,49,X-CC,429.14,429.15,D,G,,A,F,F,R,,F,,,,,,,,,F,,,,,,,,,,,,,,F,,F,,,,A,A,,,,,,A,,,,,,,,,,,,,,,,,F,,X,CC,,,,317-nanU1351B-49X-CC-nan,5217902fe6f79a269c789b1400ab8736
,317,U1351B,53,X-CC,467.79,467.80,D,M,,F,R,,R,,,F,,,,,,,,F,,,,,,,,,,,,,,,,F,,,,D,D,,,,,,,,,,,,,,,,,,,,,,,,,X,CC,,,,317-nanU1351B-53X-CC-nan,7762f9c571a91ac9115fc82657fe0379
,317,U1351B,54,X-CC,477.24,477.25,D,G,,,R,,R,,C,,,,,,,,,,,,,,,,,,,,,,F,,,F,,,F,F,A,,,,,,F,,,,,,,,,,,,,,,,,F,,X,CC,,,,317-nanU1351B-54X-CC-nan,b9edbbc7021080bd551b4febdabad1b2
,317,U1351B,55,X-CC,486.50,486.51,D,G,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,F,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,X,CC,,,,317-nanU1351B-55X-CC-nan,77bf5269b7af9282bd8905df053d9f14
,317,U1351B,57,H-CC,507.60,507.61,D,M,,,F,,,,,,,,,,,,,F,,,,,,,,,,,,,D,,,F,,,,D,D,,,A,,,,,,,,,,,,,,,,,,,,,,H,CC,,,,317-nanU1351B-57H-CC-nan,d521b43cf6ee64e4474a410b49537fe9
,317,U1351B,59,H-CC,510.49,510.50,D,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,F,,C,,,,,D,,,A,,,,,,,,,,,,,,,,,,,,F,,H,CC,,,,317-nanU1351B-59H-CC-nan,e816ebd648e3887882ece1022bfd8fe0
,317,U1351B,60,X-CC,512.76,512.77,D,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,F,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,BF rare,X,CC,,,,317-nanU1351B-60X-CC-nan,b3a9249bc5429408a290c8f432c68707
,317,U1351B,61,X-CC,525.29,525.30,D,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,BF rare,X,CC,,,,317-nanU1351B-61X-CC-nan,c06ed0f33c4dd9b91773d155dbe9656c
,317,U1351B,62,X-CC,534.28,534.29,D,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,F,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,low diversity,X,CC,,,,317-nanU1351B-62X-CC-nan,f18f522b4bc621f57819e77bcb6201c2
,317,U1351B,63,X-CC,543.92,543.93,D,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,A,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,low diversity,X,CC,,,,317-nanU1351B-63X-CC-nan,6f39b63ecc5ed40ad0c305b264ad3277
,317,U1351B,64,X-CC,556.27,556.28,D,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,C,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,low diversity,X,CC,,,,317-nanU1351B-64X-CC-nan,793333be74e2937553673307382a618f
,317,U1351B,65,H-CC,563.80,563.81,D,M,,,C,,,,F,,,F,,,,,,,,,,,,,,,,,,,D,,,C,,,,,D,,R,,,,,,,,,,,,,,,,,,,,,F,,H,CC,,,,317-nanU1351B-65H-CC-nan,6327084c5b534302635dccff2a61e5a4
,317,U1351B,66,X-CC,564.07,564.08,A,M,,,C,,,,F,,,,,,,,,,,,,,,,,,,,,,D,,,R,,,,,A,,A,,,,,,,,,,,,,,,,,,,,,,,X,CC,,,,317-nanU1351B-66X-CC-nan,756e8c83a8ab43bce897d4dbf396209b
,317,U1351B,67,X-CC,572.90,572.91,D,G,,,C,,R,,,,,,,,,,,,,,,,,,,,,,,,D,,,C,,,,,A,,C,,,,F,,,,,,,,,,,,,,,R,,R,,X,CC,,,,317-nanU1351B-67X-CC-nan,9001663fa4927d1790cffcdcbc1249b7
,317,U1351B,69,X-CC,591.90,591.91,D,G,,,,,R,,,,,,,,,,,,,,,,,R,,,,,,,D,,,C,,,,,D,,C,,,,C,,,,,,,,,,,,,,,F,,F,,X,CC,,,,317-nanU1351B-69X-CC-nan,ef5e367e4d059a6cb5f2dfa678a58a14
,317,U1351B,70,X-CC,603.49,603.50,D,G,,,F,,R,,R,,,,R,,,,,,,,,,,C,,,,,,,D,,,C,,,,,D,,C,,,,F,,,,,,,,,,,,,,,F,,,,X,CC,,,,317-nanU1351B-70X-CC-nan,f495e969d85968066095acc26ff15754
,317,U1351B,71,X-CC,611.69,611.70,D,G,,,C,,R,,R,,,,,,,,,,,,,,,R,,,,,,,D,,,C,,,,,A,,F,,,,,,,,,,,,,,,,,,,,,,,X,CC,,,,317-nanU1351B-71X-CC-nan,c7915ef7817a239916db1fd63f629ed7
,317,U1351B,72,X-CC,623.60,623.61,A,G,,,F,,,,R,,,,C,,,,,,,,,,,F,,,,,,,D,,,C,,,,,C,,C,,,,F,,,,,,,,R,,,,,,,,,F,,X,CC,,,,317-nanU1351B-72X-CC-nan,8f6b0b5c7be20d9c8d4084c2990392c4
,317,U1351B,73,X-CC,631.41,631.42,D,M,,F,F,,R,,,,,,,,,,,,,R,R,,,C,,,,,,,C,,,C,,,,,A,,C,,,,F,,,,,,,,,,,,R,,,F,,R,,X,CC,,,,317-nanU1351B-73X-CC-nan,f12f1b3b7601b07c81c0fc2251b9d4e8
,317,U1351B,74,X-CC,640.12,640.13,D,G,,C,F,,,,,,,,C,,,,,,,,,,,F,,,,,,,C,,,C,,,,,C,,F,,,,C,,,,,,,,R,,,,,,,F,,,,X,CC,,,,317-nanU1351B-74X-CC-nan,74860ecb33d244d7790e3917422f309a
,317,U1351B,75,X-CC,649.79,649.80,D,G,,,F,,R,,,,,,R,,,,,,,,,,,F,,,,,,,F,,,A,,,,,R,,A,,,,F,,,,,,,,,,,,,,,F,,,,X,CC,,,,317-nanU1351B-75X-CC-nan,ba4df383cec0ef90e59791dc3df81f2d
,317,U1351B,76,X-CC,659.58,659.59,A,G,,,C,,R,,,,,,R,,,,,,,,,,,C,,,,,,,C,,,C,,,,,A,,A,,,,F,,,,,,,,,,,,,,,,,,,X,CC,,,,317-nanU1351B-76X-CC-nan,6f1031485733e76f15653c607f42cf4c
,317,U1351B,77,X-CC,669.72,669.73,D,G,,,C,,F,,,,,,R,,,,,,,,,,,C,,,,,,,C,,,R,,,,,C,,A,,,,F,,,,,,,,,,,,,,,F,,,,X,CC,,,,317-nanU1351B-77X-CC-nan,73a51c348706e144e7c6b36e7616e4e5
,317,U1351B,78,H-CC,678.99,679.00,D,G,,,,,R,,,,,,R,,,,,,,,,,,C,,,,,,,A,,,R,,,,,C,,A,,,,C,,,,,,,,,,,,,,,,,,,H,CC,,,,317-nanU1351B-78H-CC-nan,83a23e5589407fc9feda8249f30d4eb7
,317,U1351B,79,X-CC,679.46,679.47,D,G,,,F,,,R,F,,,,,,,,,,,,,,,C,,,,,,,A,,,F,,,,,D,F,A,A,,,F,,,,,,,,,,F,,,,,,,C,,X,CC,,,,317-nanU1351B-79X-CC-nan,df12341892a799241880cfe8fc615a14
,317,U1351B,80,X-CC,688.06,688.07,D,G,,,A,,,,,,,,,,,,,,,,,,,C,,,,,,,D,,,,,,,,D,,F,,,,,,,,,,,,,,,,,,,,,C,,X,CC,,,,317-nanU1351B-80X-CC-nan,48fc19ef711c2640023692b31fe67847
,317,U1351B,81,X-CC,697.67,697.68,D,G,,,A,,,,,,,,,,,,,,,,,,,C,,,,,,,C,,,,,,,,D,,A,,,,,,,,,,,,,,,,,,,,F,F,,X,CC,,,,317-nanU1351B-81X-CC-nan,010584beb4647c224b8565e1f79499ae
,317,U1351B,82,X-CC,707.27,707.28,D,G,,F,F,,,,,,,,,,,F,,,,,,,,R,,,,F,F,,F,,,F,,,,,D,F,,C,,,,,,,,,,,,,,,,,,,,F,,X,CC,,,,317-nanU1351B-82X-CC-nan,96c527389a12473e33da6aa30f23474d
,317,U1351B,83,X-CC,716.94,716.95,D,G,,F,F,,,R,,,,,R,F,F,,,,,,F,,,,,,,,F,,,,,,,,,,F,,,,,,,F,,,,,,,,,,,,,,,F,F,,X,CC,,,,317-nanU1351B-83X-CC-nan,bf0f27ddd58b7543668c9bb437ddb43c
,317,U1351B,84,X-CC,726.71,726.72,D,G,,F,,R,,,F,,,,R,,,,,,,,F,,R,R,,,,,F,,F,,,,,,,,R,,,,F,,A,R,,,,,,,R,,R,,,,,,,C,,X,CC,,,,317-nanU1351B-84X-CC-nan,799a1a195c23d2462692e3fb94ae2b0b
,317,U1351B,85,H-CC,736.41,736.42,D,G,,,F,F,,R,,,,,,,,F,,,,,,R,,R,,R,,,,,A,,,,,,,,A,,,A,A,,,,R,,,,,,,,,,,,R,F,,C,,H,CC,,,,317-nanU1351B-85H-CC-nan,a3425d195de26fab6e02b04daddbe70a
,317,U1351B,86,X-CC,737.59,737.60,D,M,,,F,,,,,,,F,,,,,,,,,,,,R,,,,,,,A,,,,,,,,R,,D,,F,,,,,,,,,,,,,,,,,,,F,,X,CC,,,,317-nanU1351B-86X-CC-nan,820d9b0cf4d7bbc10f89a9132262cdac
,317,U1351B,87,X-CC,745.30,745.31,D,G,,,F,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,F,A,,C,,,F,,,,,,,,,,,F,,,F,,F,,X,CC,,,,317-nanU1351B-87X-CC-nan,be9e4959984b1597bb0447671f2e84a1
,317,U1351B,88,X-CC,757.33,757.34,D,P,,,R,,,,,,,,,,,F,,,,,,,R,F,,,,,F,,,,,,,,,,,C,,,C,,,,,,,,,,,,,,F,,,,,,,X,CC,,,,317-nanU1351B-88X-CC-nan,26869dfe40a91eb508a69bf88d116d9a
