Exp,Hole,Core,Type,Section,Top Depth [m],Bottom Depth [m],Preservation,Total radiolarians,Actinomma boreale,Actinomma medianum,Amphimelissa setosa,Axoprunum acquilonium,Botryostrobus aquilonaris,Ceratospyris borealis,Collosphaera pyloma,Cycladophora cornutoides,Cycladophora cosma,Cycladophora davisiana,Cycladophora sakaii,Cyrtocapsella japonica,Dendrospyris sakaii,Dictyophimus bullatus,Dictyophimus hirundo,Eucyrtidium asanoi,Eucyrtidium inflatum,Eucyrtidium matuyamai,Lamprocyrtis heteroporos,Larcopyle buetschlii,Lipmanella redondoensis,Lithelius barbatus,Lychnocanomma magnacornuta,Lychnocanomma nipponica sakaii,Lychnocanomma parallelipes,Phormostichoartus fistula,Porodiscus circularis,Sphaeropyle langii/robusta group,Spongodiscus sp.,Spongopyle osculosa,Spongotrochus glacialis,Spongurus pylomaticus,Stichocorys delmontensis,Stichocorys peregrina,Stylatractus universus,Stylochlamydium venustum,Stylodictya validispina,Thecosphaera akitaensis,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Site,Top [cm],Bottom [cm],A/W,Sample,eodp_id
323,A,30,X,CC,280.21,280.31,M,F,F,,,F,,F,,F,,F,,,,,F,,,,,,,,,,,,,F,C,,F,F,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344A-30X-CC,027900fe794040297135769007f2da5e
323,A,31,X,CC,288.48,288.58,G,C,F,,,F,,C,,F,,A,,,,,F,,,,,,,,,,,,,C,F,,F,F,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344A-31X-CC,07d7625f9d292dcda9a9d5b4827ecc14
323,A,32,X,CC,299.07,299.17,M,C,F,,,,,F,,F,,A,,,,,F,,,,,F,,,,,,,,C,F,,F,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344A-32X-CC,8547861eb6bd68d10bd0d82a989c9d57
323,A,33,X,CC,309.13,309.23,M,F,,,,F,,F,,,,C,,,,,F,,,,,F,,,,,,,,F,F,,F,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344A-33X-CC,b2a2574f507f8e0d46b77ecb560b4712
323,A,34,X,CC,318.31,318.41,M,C,F,,,,,F,,,,A,,,,,,,,,,F,,,,,,,,F,C,F,F,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344A-34X-CC,24a665bda373813ca0f0f3ad8c60a1d1
323,A,35,X,CC,323.47,323.57,M,F,,,,,,F,,F,,F,,,,,,,,,,F,,,,,,,,F,F,F,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344A-35X-CC,846bc12f667787417cbdb532d3879dfe
323,A,36,X,CC,338.79,338.89,M,C,F,,,,,F,,,,C,,,,,,,,,,F,,,,,,,,F,C,F,F,F,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344A-36X-CC,052f07a262fa3008bba614eea9f22b29
323,A,37,X,CC,346.28,346.38,M,F,,,,,,F,,,,F,,,,,,,,,,,,,,,,,,F,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344A-37X-CC,499a70ac5654f051ebdf41c387486843
323,A,38,X,CC,356.98,357.08,M,F,,,,,,,,,,F,,,,,,,,,,F,,,,,,,,F,F,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344A-38X-CC,ff87b6e6fdba009184ba05fc7bc5427f
323,A,39,X,CC,364.13,364.23,M,F,,,,,,F,,F,,C,,,,,,,,,,,,,,,,,,,F,,F,,,,F,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344A-39X-CC,fe0d28c8c20e14f86ffde2e67c7252bd
323,A,40,X,CC,373.09,373.19,M,F,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,F,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344A-40X-CC,d0db56b2d7ee629d0b6832b081f2f339
323,A,41,X,CC,387.87,387.97,M,F,,,,,,,,,,F,,,,,,,,,,F,,,,,,,,F,F,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344A-41X-CC,11caa6c15b3a26deb526926406edf464
323,A,42,X,CC,397.41,397.51,M,F,,,,F,,F,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344A-42X-CC,690624d6a4622261616d91e4fcd29129
323,A,43,X,CC,403.46,403.56,P,F,,,,,,F,,,,F,,,,,,,,,,,,,,,,,,F,F,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344A-43X-CC,e8262428bf82a839922d197640683b50
323,A,44,X,CC,414.88,414.98,M,F,,,,,F,F,,F,,,,,,,,,,F,,F,,,,,,,,F,F,F,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344A-44X-CC,931f3c2d06482d364ad50eeed01a9681
323,A,45,X,CC,425.83,425.93,M,F,,,,,,,,F,,,,,,,,,,,,,,,,,,,,F,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344A-45X-CC,7bc40020d8e3f4471aae2c511b608540
323,A,46,X,CC,434,434.1,M,F,,,,,,,,,,F,,,,,,,,,,,,,,,,,,F,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344A-46X-CC,f9899fb1811198234947e932e243e987
323,A,47,X,CC,442.92,443.02,M,F,,,,F,,F,,F,,F,,,,,C,,,,,,,,,,,,,F,F,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344A-47X-CC,c7caffb16e1a43e93ce9b7ec8049a75f
323,A,48,X,CC,451.59,451.69,P,F,,,,,,F,,,,F,,,,,F,,,,,,,,,F,,,,F,F,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344A-48X-CC,dd8916199ad055137c139e35f703c5ea
323,A,49,X,CC,461.75,461.85,M,F,,,,F,,F,,F,,C,,,,,,,,F,,,,,,,,,,F,,,F,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344A-49X-CC,224a1485bfb4a1ba5cc69e080e6e6d0f
323,A,50,X,CC,473.39,473.49,M,F,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,F,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344A-50X-CC,4f1b9c7198e9efd5141f9271e8e95fed
323,A,51,X,CC,482.57,482.67,M,F,,,,F,,F,,F,,F,,,,,F,,,,,,,,,,,,,F,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344A-51X-CC,0853e8ef935f9365fcd93036a3e842cc
323,A,52,X,CC,493.1,493.2,P,F,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344A-52X-CC,ab2ebe4bdcef1dc54c520f838e88ecc1
323,A,53,X,CC,502.03,502.13,P,F,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344A-53X-CC,8d6ab4d68f4f526c51b00f0938c2b525
323,A,54,X,CC,511.86,511.96,M,F,,,,F,,F,,F,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344A-54X-CC,296f900b8fe94c124b5a76ae83f0109d
323,A,55,X,CC,521.7,521.8,P,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344A-55X-CC,033035dbf62ffe76edff02fd900dc4cd
323,A,56,X,CC,530.21,530.31,P,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344A-56X-CC,bfe8f0a195df97289cd8b4d8de793496
323,A,57,X,CC,540.18,540.28,M,F,,,,,,F,,,,C,,,,,,,,,,F,,,,,,,,F,,F,F,,,,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344A-57X-CC,1adae6336e80801dbc1d8263ce993b0b
323,A,58,X,CC,549.47,549.57,M,F,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,F,F,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344A-58X-CC,7d356b6db3c2efe6e9b3b7d51f0609f8
323,A,59,X,CC,558.69,558.79,P,F,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344A-59X-CC,2cdbb934b1252a8558b4851ceb78d081
323,A,60,X,CC,567.32,567.42,P,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344A-60X-CC,9b0c814cd285340c29ebc2f05b4ea879
323,A,61,X,CC,578.8,578.9,M,F,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344A-61X-CC,765853584e6c15f8c7054dbf30d6e539
323,A,62,X,CC,587.51,587.61,M,F,,,,F,,F,,F,,,,,,,,,,,,F,,,,,,,,F,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344A-62X-CC,cafee3fee59b9baa42081bd3c99e907b
323,A,63,X,CC,596.19,596.29,M,F,,,,F,,F,,,,F,,,,,,,,,,,,,,,,,,,F,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344A-63X-CC,56d17768f2aa37b0c4e44ada264b0139
323,A,64,X,CC,607.63,607.73,P,F,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344A-64X-CC,a636319981546b1b8703666697053dd3
323,A,65,X,CC,617.98,618.08,P,F,,,,F,,,,,,F,,,,,,,,,,,,,,,,,,,,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344A-65X-CC,229e0a7c92ba90c8f41909ee7c930320
323,A,68,X,CC,645.9,646,M,F,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,F,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344A-68X-CC,e0f8ab7aa5747e0914427e8b27f2fa1f
323,A,69,X,CC,647.16,647.26,M,F,,,,F,,,,,,F,,,,,,,,,,,,,,,,,,,,,F,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344A-69X-CC,3c0c8f94e121a0eee84a9c62364e3007
323,A,70,X,CC,666.35,666.45,M,F,,,,,,F,,,,F,,,,,,,,,,,,,,,,,,,,F,F,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344A-70X-CC,5582e78db2c7bd6f7a782b3a8906c204
323,A,71,X,CC,675.08,675.18,P,F,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,F,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344A-71X-CC,4e91451f643b8dd884f26ff1f621a3d3
323,A,72,X,CC,683.45,683.55,P,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344A-72X-CC,24d27cfb351e88ed9f7e0642bf6718fd
323,A,73,X,CC,694.6,694.7,P,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344A-73X-CC,a036804fa3f9f4527c8532651022b22a
323,A,74,X,CC,703.59,703.69,M,F,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,F,,F,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344A-74X-CC,47b2f623244ec37ed2df7736624c6b53
323,A,75,X,CC,713.25,713.35,P,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344A-75X-CC,44aaa61533095fccf0eb9c8f6e9b7d33
323,A,76,X,CC,723.01,723.11,P,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344A-76X-CC,33f6591b1cb873809e6646cfa13b15ec
323,A,77,X,CC,733.03,733.13,M,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,F,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344A-77X-CC,c9642c951f4ad334d2669c40233198f4
323,A,78,X,CC,739.65,739.75,P,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344A-78X-CC,bacdf5788b5a6a8b0256570879c341e6
323,A,79,X,CC,746.49,746.59,P,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344A-79X-CC,7c8e5b2adbfb0fe19d567b268bfe0e14
323,B,1,H,CC,4.7,4.8,G,C,F,,,,F,F,,,,F,,,,,F,,,,,F,,,,,,,,F,,F,F,F,,,,C,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344B-1H-CC,21caa7a86b7401903e4e72d38319c04b
323,C,1,H,CC,7.02,7.12,G,C,F,,,,,F,,,,C,,,,,,,,,,F,,,,,,,,F,,,,,,,,C,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344C-1H-CC,4c3afcf639604d8ed35f2fbbebd54584
323,C,2,H,CC,14.14,14.24,G,C,F,,,,,C,,F,,A,,,,,C,,,,,F,,,,,,,,F,,,F,,,,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344C-2H-CC,3c1e903c18dc531c78cfddcc7b031645
323,C,3,H,CC,26.25,26.4,M,A,F,,,,,C,,,,A,,,,,F,,,,,F,,,,A,,,,F,,,F,,,,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344C-3H-CC,443f426de4f389170021c1104a4f46df
323,C,4,H,CC,35.45,35.55,G,A,F,,,,,C,,F,,A,,,,,F,,,,,C,,,,C,,,,F,,,F,,,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344C-4H-CC,8d147ca488b4c60b20577480c4f4c036
323,D,1,H,CC,2.63,2.73,G,F,,,,,F,F,,,,F,,,,,,,,,,F,,,,,,,,F,,,F,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344D-1H-CC,2c1448d018621359f3e5b8990d7fb963
323,D,2,H,CC,12.15,12.25,G,C,F,,,,,F,,F,,A,,,,,C,,,,,F,,,,,,,,F,,,,,,,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344D-2H-CC,f984209fa66b043c05c480023c0a08e2
