Exp,Site,Core,Type,Section,Top Depth [m],Group Abundance,Preservation,Anomalinoides parvumbilia,Anomalinoides sphericus,Anomalinoides spp.,Astorononion spp.,Awhea tosta,Bolivina robusta,Bolivina spp.,Bolivinita pliozea,Bolivinita cf. pliozea,Bolivinita pohana,Bolivinita quadrilatera,Bulimina aculeata,Bulimina exilis,Bulimina marginata,Cassidulina carinata,Cassidulina spp.,Cibicides molestus,Cibicides spp.,Cibicidoides neoperforatus,Cibicidoides parki,Cibicidoides cf. perforatus,Cibicidoides robertsonianus,Cibicidoides wuellerstorfi,Cibicidoides spp.,Elphidium advenum (f.limbatum),Elphidium charlottense,Gavelinopsis spp.,Glandulonodosaria spp.,Globocassidulina canalisutulata,Globocassidulina subglobosa,Globocassidulina spp.,Gyroidinoides spp.,Haeuslerella morgani,Haeuslerella pliocenica,Haeuslerella pukekiensis,Haynesina depressula,Hoeglundina elegans,Hopkinsina mioindex,Karreriella bradyi,Lenticulina calcar,Loxostmum karrerianum,Loxostmum truncatum,Martinotiella spp.,Melonis affinis,Melonis dorreeni,Melonis maorica,Melonis pompilioides,Neugeborina ovicula,Nonionella flemingi,Nonionella spp.,Notorotalia aucklandica,Notorotalia clathrata (hornibrooki),Notorotalia depressa,Notorotalia finlayi,Notorotalia hurupiensis,Notorotalia inornata,Notorotalia profunda,Notorotalia taranakia,Notorotalia wilsoni,Notorotalia zealandica,Notorotalia spp.,Oridorsalis tener,Paracassidulina neocarinata,Pleurostomella spp.,Proxifrons advena,Pseudoparrella spp.,Pullenia bulloides,Pullenia spp.,Pyrgo anomala,Pyrgo murrhina,Pyrgo spp.,Quinqueloculina auberiana,Quinqueloculina spp.,Rectobolivina parvula,Rectuvigerina pohana,Sigmoilopsis aff. compressa,Sigmoilopsis schlumbergeri,Siphonina australis,Siphonodosaria spp.,Siphotexturalia wairoana,Sphaeroidina bulloides,Textularia miozea,Texturalia spp.,Trifarina anglosa,Trifarina spp.,Tritaxia instar,Uvigerina spp.,Uvigerina peregrina,Uvigerina pliozea,Uvigerina rodleyi,Vulvulina cf. granulosa,Vulvulina pennatula,Others,Miscellaneous,COMMENTS,Hole,Top [cm],Bottom [cm],Bottom Depth [m],A/W,Sample,eodp_id
317,U1351,50,R,CC,1093.16,C,G,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,F,,,,,,,F,F,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,F,,,C,,,,,317-U1351C-50R-CC,bc2448d6cb72b7dcb9b5e75ee47d88dc
317,U1351,51,R,CC,1098.87,F,M,,,,F,,,,,,,,,,,F,,F,,,,,,F,F,,,,R,,,,,,,,,,,,,,,,F,,,,,F,,,,,,,,F,A,,,,,,,,,,,,,,,,,,,,,F,,,,C,,,,,,,,,,,,,C,,,,,317-U1351C-51R-CC,4088d10086423971b20c887e8aae044b
317,U1351,52,R,CC,1104.77,F,M,,,C,,,,R,R,,,,,,,,F,F,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,F,,,,,,R,,,,,,,,,,,F,,,,,,,,C,,,,,317-U1351C-52R-CC,bf4e331acd3af7ca52513200c6d46f39
317,U1351,53,R,CC,1115.07,C,P,,F,,,,,,R,,,,,,,F,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,F,A,,,,,,,,,,,,,,,,,,,R,,F,,,,,,,,,F,,,,,,,,C,,,,,317-U1351C-53R-CC,e83c4d840b8429258110c0b52c074038
317,U1351,54,R,CC,1127.57,C,P,,,,,,,,F,,,,,,,F,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,C,,,,,,,,C,A,,,,,,,,,,,,,,,,,,,F,,,,F,F,,,,,,F,,,,,,,,C,,,,,317-U1351C-54R-CC,228abcd3d555545320405efce8761026
317,U1351,55,R,CC,1136.19,F,M,,,F,F,,,,,,,,,,,R,,,C,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,F,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,F,A,,,,,R,,,C,,,,,317-U1351C-55R-CC,6d6429d4091ece7e8ce07b1c1f99db76
317,U1351,56,R,CC,1147.41,F,G,,F,,C,,,F,,,,,,,,C,,,,,,,,,F,,,,,,,,,F,,,,,,,,,,,,,,R,,R,,,,,,,R,C,,,,,,,,,,F,,,,,,,,,,,,R,,,,,R,,,,A,,,,,R,,,C,,,,,317-U1351C-56R-CC,77b6e608f30f56dd1506d315948413eb
317,U1351,57,R,CC,1155.03,F,G,,R,,C,,,C,,,,,,,,A,,,,,,,,,A,,,,,,,,,F,,,,,,R,,,,,,,,,,C,,,,,,,,,C,,,,,,,,,,,,,,,,,,R,,,,,,,R,R,,,,F,,,,,F,,,C,,,,,317-U1351C-57R-CC,59e75e8dea90c79c52aa03c29b77e788
317,U1351,58,R,CC,1165.49,F,G,A,R,,C,,,R,,,,,,,,R,,R,,F,,,,,,,,R,,,,,,R,,,,,,,,,,,,,,R,,R,R,,,,,,,F,C,,,,,,,,,R,,,,,,,,,,C,,,,,,F,,,,F,F,R,,,,F,,,C,,,,,317-U1351C-58R-CC,502084e09324808f15a499674c8ecc0f
317,U1351,59,R,CC,1179.52,C,M,F,C,,A,,,,R,,,,,,,,,,,,,,,,C,,,,R,,,,,,,,,,,,,,,,,,,,,F,F,,,,,,,F,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,F,,,,C,,,C,,,,,317-U1351C-59R-CC,5d34709274df7d8b76afb793b95ea2c5
317,U1351,60,R,CC,1188.75,C,G,,,,,,,F,,,F,,,,,,,,F,,,,,,F,,,,,,,,F,C,,,,,,C,,,,,,,,F,,F,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,C,,,,F,,,C,,,,,317-U1351C-60R-CC,859fc141657cdbb323401310c70f8a3f
317,U1351,61,R,CC,1197.57,C,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,BF rare,C,,,,,317-U1351C-61R-CC,ccfe3ac8f8234278df315aaa18c75365
317,U1351,62,R,CC,1206.27,C,G,F,,,F,F,,,F,,,,,,,,,,F,,,,,,,,,,,,,,,F,,,,,,,,,,,C,,,A,,,,,,,,,,,D,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,317-U1351C-62R-CC,6d5d4b13ff5e5dbab0f8328df3967da6
317,U1351,63,R,CC,1208.45,C,M,F,,,F,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,C,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,F,F,,,,F,,,C,,,,,317-U1351C-63R-CC,0a44fb7839ad863d5d665ef6b0ec1492
317,U1351,64,R,CC,1217.80,F,P,,,,A,,,,,,,F,,,,,,,,,,,,,F,,,,,,,,,F,,,,,,,,,,,,,,A,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,C,,,,,317-U1351C-64R-CC,69d3502198f0259fd4073cf1a9c5e1fa
317,U1351,65,R,CC,1222.21,C,G,F,,,C,F,,,,,,,,,,,,F,F,A,,,,,F,,,,,,,,,,,,,,A,F,,,,,C,,,F,,F,,,,,,,,,C,,,,,,F,,,C,F,,,,,,,,,,,F,,,,,,,,C,,,,,,,,,C,,,,,317-U1351C-65R-CC,6f98b5156152269365b3a58efcbf0ed3
317,U1351,66,R,CC,1227.50,C,G,,,,A,,,,,,F,,,,,,,,C,C,,,,,,,,,,,,,,F,,,,,A,F,,,,,F,,,,,,,,,,,,,,A,,,,,,F,,,,,,,,,,,,,,,F,,,,,,,,D,,,,,,C,,,C,,,,,317-U1351C-66R-CC,dca253c7a8fe8e88fd257807472a6da2
317,U1351,70,R,CC,1256.62,F,G,C,,,A,,,,,R,,,,,,C,,R,,C,,,,R,,,,,,,,R,,,,,,,R,,,,,,,,,,,F,R,,,,,,,,R,,,,,,,,,,,,,,,,,,,R,,,,R,,,,,,F,F,,,,,,,,C,,,,,317-U1351C-70R-CC,36702d65c3b363d262af877d77b4a255
317,U1351,71,R,CC,1266.16,F,M,A,,,,,,,,R,,,,,,A,,,F,,,,,,R,,,,,,F,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,R,,C,,,,,,,C,,,,,317-U1351C-71R-CC,c51ef8f5cd70b143e9b4420db6da3aaf
317,U1351,72,R,CC,1266.38,A,P,,,,,,,,,,,,,,,C,,,,F,,,,,C,,,,,,,,,,,,,,,,,,,,F,,,,,,F,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,C,,,,,317-U1351C-72R-CC,330e642a8e97ef8b6d74fadad8e689c6
317,U1351,73,R,CC,1283.95,C,M,,,,A,,,,,,,,,,,,F,,F,A,,,,,,,,,,,F,,,,,,,,,,,,,F,,,,,,F,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,C,,,,,317-U1351C-73R-CC,ece0796ccc84f84891f22c308d4fce56
317,U1351,74,R,CC,1284.60,C,M,,,,,,,,,,,,,,,,,,C,F,,,,,,,,,,,,,,R,,,,,,F,,,,,C,,,F,,,,,,,,,,,D,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,C,,,,,317-U1351C-74R-CC,e017522421d966e91e49f36a6fe3304c
317,U1351,75,R,CC,1294.30,A,M,F,,,R,,,,,,,,,,,,,R,,A,,,,,A,,,,,,,,,A,F,,,,F,,,,,,F,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,A,,,,,,F,,,C,,,,,317-U1351C-75R-CC,5bb1d5dd00b0a7560ec35f08e317e086
317,U1351,76,R,CC,1305.29,A,P,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,C,,,,,,F,,,C,,,,,317-U1351C-76R-CC,0fe957f83c0285d657fc747f3f557fa2
317,U1351,77,R,CC,1310.75,A,P,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BF rare,C,,,,,317-U1351C-77R-CC,40da7a037e5a885592935527536a54a1
317,U1351,78,R,CC,1318.15,C,P,,,,,,,,,,,,,,,,F,,C,,,,,,A,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,F,,,,,,,,BF rare,C,,,,,317-U1351C-78R-CC,733d42d36be0879f52738f14f2951b41
317,U1351,79,R,CC,1321.30,A,P,F,,,F,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,F,,,,,,F,,,,F,,,,,,,,BF rare,C,,,,,317-U1351C-79R-CC,970cfc430989f4fb4f66aee45190e6a8
317,U1351,80,R,CC,1327.04,A,M,A,,,,,,F,,,R,,,,,,F,,R,A,,,,,C,,,,,,,R,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,R,,,,,,F,,,,,,,,,C,,,,,317-U1351C-80R-CC,b5c7d696be6bcc8598e9b5c9ef49faca
317,U1351,81,R,CC,1330.45,D,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BF rare,C,,,,,317-U1351C-81R-CC,9c191d68b59ebcc782bbd6c29e927998
317,U1351,82,R,CC,1332.96,D,P,,,,,,,,,,,,,,,,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,A,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,F,,R,,,,R,,BF rare,C,,,,,317-U1351C-82R-CC,fa223cab892d6b9176acceeb0caccb50
317,U1351,83,R,CC,1337.16,F,G,,,,C,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,BF rare,C,,,,,317-U1351C-83R-CC,4e2f3d46896c0fa9b02afa65ebe09792
317,U1351,84,R,CC,1342.48,D,M,R,,,R,,,,,,,,,,,,,F,,,,,,,C,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,A,,,,,R,,C,,,,,317-U1351C-84R-CC,ce69ed9dc93ad05f7b5d6987f9246ef6
317,U1351,85,R,CC,1352.39,C,M,F,,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BF rare,C,,,,,317-U1351C-85R-CC,09d2316b42f552056487698d19dda54e
317,U1351,86,R,CC,1355.34,C,P,,,,,,,,,,,,,,,,C,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,A,BF rare,C,,,,,317-U1351C-86R-CC,9fb9d694e54709a7779a2423d6996e84
317,U1351,87,R,CC,1370.19,A,M,,,,,,,,,,,,,,,,F,,,D,,,,,,,,,,,,,,C,,,,,,,,,,,F,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,C,,,,F,,C,,,,C,,,,,,,,BF rare,C,,,,,317-U1351C-87R-CC,a8fc72ee2040c269d3a9c78c15e34272
317,U1351,88,R,CC,1379.88,A,P,,,,,R,,,,,,,,,,,F,F,F,A,,,C,,C,,,,,,R,,F,C,,,,,,,,,,,,,,,,,,,,,,,,A,A,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,BF rare,C,,,,,317-U1351C-88R-CC,2a7879fc47e0a2ccfae17fd3530a0304
317,U1351,89,R,CC,1386.04,A,P,,,,,,,,,,,,,,,,F,,,A,,,,,,,,,,,,,,,,,,,C,A,,,,,,,,,,,,,,,,,,C,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BF rare,C,,,,,317-U1351C-89R-CC,ded0d4221d31c593f4aabb8b8f1953b6
317,U1351,90,R,CC,1394.62,A,P,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,F,,,,,,C,,,,,,,,,,,,,,,,F,,,C,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,BF rare,C,,,,,317-U1351C-90R-CC,51737d4c0223454c5907e866e1973b63
317,U1351,91,R,CC,1409.66,F,P,F,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,F,,,C,,,,,,A,,,,,,,,,,,,,,,,,,,F,,,,,,,,,F,,,,,,,,,,A,,,,,,,,,,,,,,,,F,,BF rare,C,,,,,317-U1351C-91R-CC,26032b246d5416aec312a863a801ca5e
317,U1351,92,R,CC,1409.58,C,P,F,,,,,,,,,,,,,,,,,C,,,,,,A,,,,,,,,,F,,,,,,F,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,BF rare,C,,,,,317-U1351C-92R-CC,855dc22a5b214bd137c8fed4a4b84519
317,U1351,93,R,CC,1419.06,F,P,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,BF rare,C,,,,,317-U1351C-93R-CC,55c8d0f60e9194b1ed4a064758b8e15c
317,U1351,94,R,CC,1438.43,C,M,F,F,,R,,,,,,,,,,,,C,,F,D,,,,,R,,,,,,,,,F,,,,,F,F,,,R,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,R,,,A,,,,,,C,,,,,,,,,,R,,,C,,,,,317-U1351C-94R-CC,652439923fa4456f0f05678d73d6612c
317,U1351,95,R,CC,1446.91,C,M,A,F,,C,,,,,,,,,,,,,F,,,,,,,A,,,,,,,,,F,,,,,R,A,,,,,,,,,,,,,,,,F,,,F,C,,,,,,,,R,,,,,,,,,,R,,,,,,F,,,,F,,,,,,C,,,C,,,,,317-U1351C-95R-CC,61b91d81c6a5cf9b3424beb872c18729
317,U1351,96,R,CC,1448.00,F,P,A,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,C,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,F,,BF rare,C,,,,,317-U1351C-96R-CC,f8d706ce10ffab07885c3ca595b7f555
317,U1351,97,R,CC,1457.70,C,M,F,,,F,,,,,,,,,,,,F,F,D,,,D,,,,,,,,,F,,C,,,,,,F,F,,,,,F,,,,,,F,,,,,,,,,,,,,,,,,C,,,,,,,,,,F,F,,,,,F,,,,,,,,,,C,,BF rare,C,,,,,317-U1351C-97R-CC,049fcf9a3d5b8b5bef0da099e8e969cd
317,U1351,98,R,CC,1467.50,F,P,A,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,A,,BF rare,C,,,,,317-U1351C-98R-CC,970ede41291332de985d1cf186505070
317,U1351,99,R,CC,1477.98,C,M,F,,,F,,,,,,,,,,,,R,A,C,,,C,,,F,,,,,,,,A,,,,,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,A,,,,,F,,,,,,,,,,C,,,C,,,,,317-U1351C-99R-CC,c32d45577ebe34bda622ff65864b7a3f
317,U1351,100,R,CC,1481.70,C,M,F,,,F,,,,,,,,,,,,,C,C,,,A,,,,,,,,,,,C,,,R,,,F,C,,,,,,,,,,,F,,,,,,,,,,,,,,,,,F,,,,,,,,,,R,C,R,,,,R,,,,,,,,,,F,,,C,,,,,317-U1351C-100R-CC,2148a505b43deb5907f360a4fd952d6e
317,U1351,101,R,CC,1486.78,C,G,F,,,F,,,,,,,,,,,,,F,C,,,A,,,F,,,,,,,,F,,,F,,,,A,,,,F,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,F,,C,F,,,F,,,,,,,,,,,,C,,,C,,,,,317-U1351C-101R-CC,805e9a387e8af3b75cea67dfca1ba96b
317,U1351,102,R,CC,1496.50,C,M,F,,,C,,,,,,,,,,,,,R,F,,,D,,,F,,,,,,,,,,,,,,F,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,A,R,,R,,,,,,,,,,,,C,,,C,,,,,317-U1351C-102R-CC,772b5d2f27c0b1e9ddd716192e7467b9
317,U1351,103,R,CC,1515.94,C,M,F,,,,F,,,,,,,,,,,,F,,,,C,,,,,,,,,,,C,,,R,,,F,F,,,,,F,A,,,F,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,R,D,R,,,,,,,,,,,,,,F,,,C,,,,,317-U1351C-103R-CC,d4047da08b76d87ca02c5ce636e4fb2e
317,U1351,104,R,CC,1525.67,C,M,D,,,,R,,,,,,,,,,,,F,C,,,,F,,R,,,,,,,,F,,,,,,R,R,,,,,,,,R,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,R,A,R,,,,R,,,,,,,,,F,C,,,C,,,,,317-U1351C-104R-CC,d65e7ade12b862c596ff453ef74f047b
317,U1351,105,R,CC,1534.20,C,M,,,A,,,,,,,,,,,,,,C,F,,,F,F,,R,,,,F,,,F,,,,A,,,,C,,,,A,,A,F,,C,,,,,,,,,,,,,,,,F,,,,,,,,,,,F,,A,C,A,,,,F,,,A,,,,,F,F,A,,,C,,,,,317-U1351C-105R-CC,e48e5a69fd8a3706f6deeba4103b26a6
317,U1351,106,R,CC,1542.70,A,P,F,,,,,,F,,,,,,,,,,C,F,,,C,C,,,,,,,,,,F,,,D,,,,F,,,,,,,,F,C,,,,,,,,,,,,,,,,F,,,,,,,,,,,,F,,C,A,,,,,,,,,,,,F,F,C,,BF rare,C,,,,,317-U1351C-106R-CC,4c46d8cf721603ba8ca3dc29dbf847d5
317,U1351,107,R,CC,1553.97,A,P,A,,,,,,,,,,,,,,,,,,,,,C,,A,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,F,,BF rare,C,,,,,317-U1351C-107R-CC,f4d5023e7da40f99984d3d8da0b42095
317,U1351,108,R,CC,1559.48,A,P,C,,,,,,,,,,,,,,,,,,,,,C,,C,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,BF rare,C,,,,,317-U1351C-108R-CC,59021b64fffbd59c4fcebc38ea66f173
317,U1351,109,R,CC,1569.30,C,P,F,,,F,F,,,,,,,,,,,,,,,,,C,,A,,,,,,,F,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,F,,,,,,,,,,,C,C,,BF rare,C,,,,,317-U1351C-109R-CC,8412b89f597200c16713c55646d2c177
317,U1351,110,R,CC,1577.59,A,P,,,,,F,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,BF rare,C,,,,,317-U1351C-110R-CC,3c4397f7cbb1389b1d6818b85455ea4e
317,U1351,111,R,CC,1588.77,C,P,C,,C,,,,,,,,,,,,,F,,R,,,,,,D,,,,,,,,F,,,,,,,F,,,,,,F,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,BF rare,C,,,,,317-U1351C-111R-CC,ed9ed63d8a2aec4595199a594e5ac833
317,U1351,112,R,CC,1597.08,C,P,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,BF rare,C,,,,,317-U1351C-112R-CC,bf16e423f492b9218fbf47776cac1e64
317,U1351,113,R,CC,1611.72,C,P,F,,,,F,,,,,,,,,,,,,,,,,A,,C,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,BF rare,C,,,,,317-U1351C-113R-CC,b03fdc5fe55ced202e567a6f5f99e383
317,U1351,114,R,CC,1622.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,Barren,C,,,,,317-U1351C-114R-CC,3d09c6251c47c5a16a1523e0937361cd
317,U1351,115,R,CC,1632.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barren,C,,,,,317-U1351C-115R-CC,3815a7295e8fe3ba671c81341a3c2bf7
317,U1351,116,R,CC,1637.76,D,P,,,,,,,,,,,,,,,,,,A,,,,A,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BF rare,C,,,,,317-U1351C-116R-CC,6db7029c2b0bf83e6d714d8c924efa86
317,U1351,117,R,CC,1652.25,F,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,BF rare,C,,,,,317-U1351C-117R-CC,d028ccc5cb0057d1630555cbfaeb2c75
317,U1351,118,R,CC,1661.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barren,C,,,,,317-U1351C-118R-CC,26915f79ccb717340c13548b64bf84a4
317,U1351,119,R,CC,1670.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barren,C,,,,,317-U1351C-119R-CC,f04fd3c4be2c90d7b653616b44c42d01
317,U1351,120,R,CC,1669.36,F,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,BF rare,C,,,,,317-U1351C-120R-CC,593646e619ebea81912aa5ea9fefc4e2
317,U1351,121,R,CC,1678.60,R,P,,,,,,,,,,,,,,,,F,,F,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,F,,,,,,,A,BF rare,C,,,,,317-U1351C-121R-CC,d6b3db8de82eaa2c61728e703c5762d2
317,U1351,122,R,CC,1690.44,R,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,BF rare,C,,,,,317-U1351C-122R-CC,d1cdeb5fdb5cb4bc05c7440be3b77bdb
317,U1351,123,R,CC,1697.39,R,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,BF rare,C,,,,,317-U1351C-123R-CC,fa95e7d03c1b5a371bc5d33e3d6c10e5
317,U1351,124,R,CC,1707.63,F,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,BF rare,C,,,,,317-U1351C-124R-CC,ee4737fcd19d234c3ac9e37d0cf5ceef
317,U1351,125,R,CC,1714.42,F,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,BF rare,C,,,,,317-U1351C-125R-CC,0b1a062d9d6a1a356494c36f433289c1
317,U1351,126,R,CC,1725.45,F,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,BF rare,C,,,,,317-U1351C-126R-CC,c22433fbb370793b0de68a56c0e66704
317,U1351,127,R,CC,1731.72,R,P,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,BF rare,C,,,,,317-U1351C-127R-CC,e7baf96802f6ca5a16ae3928fa165312
317,U1351,128,R,CC,1743.51,R,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,BF rare,C,,,,,317-U1351C-128R-CC,861e356a36710bd98bc0db1aa4fe764b
