Exp,Site,Core,Type,Section,Top Depth [m],Group Abundance,Preservation,Anomalinoides parvumbilia,Anomalinoides sphericus,Anomalinoides spp.,Astorononion spp.,Awhea tosta,Bolivina robusta,Bolivina spp.,Bolivinita pliozea,Bolivinita cf. pliozea,Bolivinita pohana,Bolivinita quadrilatera,Bulimina aculeata,Bulimina exilis,Bulimina marginata,Cassidulina carinata,Cassidulina spp.,Cibicides molestus,Cibicides spp.,Cibicidoides neoperforatus,Cibicidoides parki,Cibicidoides cf. perforatus,Cibicidoides robertsonianus,Cibicidoides wuellerstorfi,Cibicidoides spp.,Elphidium advenum (f.limbatum),Elphidium charlottense,Gavelinopsis spp.,Glandulonodosaria spp.,Globocassidulina canalisutulata,Globocassidulina subglobosa,Globocassidulina spp.,Gyroidinoides spp.,Haeuslerella morgani,Haeuslerella pliocenica,Haeuslerella pukekiensis,Haynesina depressula,Hoeglundina elegans,Hopkinsina mioindex,Karreriella bradyi,Lenticulina calcar,Loxostmum karrerianum,Loxostmum truncatum,Martinotiella spp.,Melonis affinis,Melonis dorreeni,Melonis maorica,Melonis pompilioides,Neugeborina ovicula,Nonionella flemingi,Nonionella spp.,Notorotalia aucklandica,Notorotalia clathrata (hornibrooki),Notorotalia depressa,Notorotalia finlayi,Notorotalia hurupiensis,Notorotalia inornata,Notorotalia profunda,Notorotalia taranakia,Notorotalia wilsoni,Notorotalia zealandica,Notorotalia spp.,Oridorsalis tener,Paracassidulina neocarinata,Pleurostomella spp.,Proxifrons advena,Pseudoparrella spp.,Pullenia bulloides,Pullenia spp.,Pyrgo anomala,Pyrgo murrhina,Pyrgo spp.,Quinqueloculina auberiana,Quinqueloculina spp.,Rectobolivina parvula,Rectuvigerina pohana,Sigmoilopsis aff. compressa,Sigmoilopsis schlumbergeri,Siphonina australis,Siphonodosaria spp.,Siphotexturalia wairoana,Sphaeroidina bulloides,Textularia miozea,Texturalia spp.,Trifarina anglosa,Trifarina spp.,Tritaxia instar,Uvigerina spp.,Uvigerina peregrina,Uvigerina pliozea,Uvigerina rodleyi,Vulvulina cf. granulosa,Vulvulina pennatula,Others,Miscellaneous,COMMENTS,Hole,Top [cm],Bottom [cm],Bottom Depth [m],A/W,Sample,eodp_id
317,U1351,11,H,CC,103.74,A,G,,F,,C,,,,,,,R,,,,,,,C,,,,,,,,R,,,D,,,,,,,,,,,,,,,,,,,,A,,R,,,R,,C,,,,,,,,,,,,,F,,,C,,,,,,,,,F,,,R,,,,,,,,,F,,,B,,,,,317-U1351B-11H-CC,956aee1fcfe85c2775749d94231d98b4
317,U1351,12,H,CC,112.98,A,M,,F,,F,,,,,,,,R,,,R,,,C,,,,,,,,,R,,D,,,,,,,,,,,,,,,,,,,,A,,,,F,,,,D,,,,R,,,,,,,R,,,,F,F,,,,,,,,F,,,F,,,,,,,,,R,,,B,,,,,317-U1351B-12H-CC,e425edf0ef4ec00aa29d3491b93e3efa
317,U1351,13,H,CC,121.10,C,G,,F,,F,,,,,,,,,,,F,,,F,,,,,,,,,,,D,R,,,,,,,,,,,,,,,,,,,A,,,,F,R,,F,F,,,,,,,,,,,,,,,,,,,,,,,,F,,R,C,,,,,,,,,,,,B,,,,,317-U1351B-13H-CC,e1348a304df592320b6bd300509cccd6
317,U1351,14,H,CC,130.86,F,G,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,D,R,A,,,,,C,,,,R,,,,,,,,,,,R,,F,,,,,,,,,,,,,,,,,,,,,,,B,,,,,317-U1351B-14H-CC,ffc4cbdcfbb57f5ce40bf16d2f0a8dc5
317,U1351,15,H,CC,141.70,C,G,,,,F,,,,,,,,,,,,,,F,,,,,,,,,,R,C,,,,,,,,,,,,,,,,,,,,D,,D,,F,F,,F,,,,F,,,,,F,,,,F,,,,F,,,,,,,,,,,,,,,,,,,,C,,,B,,,,,317-U1351B-15H-CC,d68ec9a2acab0e2beb6f5b2ba86f4879
317,U1351,16,H,CC,150.79,C,G,,,,F,,,,,,,,,,,,,,,,,,,,,F,,,,F,,,,,,,,,,,,,,,,,,,,D,,F,,,,,R,,,,F,,,,,,,,,F,,,,F,,,,,,,,,,,,,,,,,,,,F,,,B,,,,,317-U1351B-16H-CC,331d3cd92d41bff2a838778301fdde9a
317,U1351,17,H,CC,156.10,C,G,,,,,,,,F,,,,,,,,,,F,,,,,,,F,,,,D,,,,,,,,,,,,,,,,,,,,A,,C,,,,,F,F,,,C,,F,,,R,,,,F,,,,F,,,,,,,,,,,,,,,,,,,,,,,B,,,,,317-U1351B-17H-CC,37ff0cf0746bc745ac1a7201d3b6555d
317,U1351,18,H,CC,163.75,A,G,,D,,,,,,F,,,F,F,,,,,,C,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,A,,C,,,C,C,,,F,,,,,,,,,,,,,C,,,,,,,,,,,F,,,A,,,,,,,,,B,,,,,317-U1351B-18H-CC,6c7e482e990fbaba50d6253615a9e894
317,U1351,19,H,CC,174.34,C,M,,,,F,,,,C,,,,,,,,,,,,,,,,R,R,,,,A,,,,,,,,,,,,,,,,,,,,D,,C,,F,,,,C,,,,,,,,,,,,,,,,,,,,,,,,A,,,C,,,,,,,,,F,,,B,,,,,317-U1351B-19H-CC,ae07dd77d81ebce52d83beb252988827
317,U1351,20,H,CC,180.38,C,G,,F,,F,,,,C,,,,,,,,F,,C,,,,,,,,,,,D,,,,,,,,,,,,R,,,,,,,,D,,A,,,,,D,C,,,,,,,,,,,,,,R,,R,,,,R,,,,,,R,,,,,F,,,,,F,,,B,,,,,317-U1351B-20H-CC,98e533dff34ae2e155d542c8ce9d27aa
317,U1351,21,H,CC,189.42,A,M,,,,C,,,,R,,,,,,,F,,,,,,,,,,F,,R,,C,R,,,,,,,,,,,,,,,,,,,D,R,C,,R,R,,F,,,,R,,,,,R,,,R,,,,,F,,,,,,,,F,,,F,,,,F,,,,,R,,,B,,,,,317-U1351B-21H-CC,404e2cf91b00cfa966a93f5d691537ab
317,U1351,22,H,CC,199.08,A,G,,,,C,,,,F,,,,,,,R,,,R,,,,,,,R,,R,,C,F,,,,,,,,,,,,,,,,,,,C,,C,,R,,,,,,,R,,,,,R,,,R,,,,,F,,,,,,,,C,,,A,,,,R,,,,,F,,,B,,,,,317-U1351B-22H-CC,bfd5ce3263a5c9947fe6f11ea4a392d7
317,U1351,23,H,CC,208.67,A,G,,,,C,,,,F,,,,,,,F,,,R,,,,,,,F,,R,,A,,F,,,,,,,,,,,,,,,,,,C,,F,,,,,,F,,,C,,,,,R,,,,R,,,,R,,,,,,,,F,,,A,,,,R,,,,,R,,,B,,,,,317-U1351B-23H-CC,45083b8c85f371aa329fc4b9a40b14b2
317,U1351,24,H,CC,217.96,A,M,,F,,F,,,,R,,,,R,,,F,,,R,,,,,R,,R,,R,,A,R,F,,,,,,,,,,,,,,,,,,A,,,,,,,,C,,,C,,,,,R,,,,F,,,,F,,,,,,,,F,,,A,,,,R,,,,,R,,,B,,,,,317-U1351B-24H-CC,3a4dbaea8382df7e6fd5cf0241d1d62a
317,U1351,25,H,CC,227.58,A,G,,F,,F,,,,R,,,R,F,,,,,,,,,,,,,R,,R,,D,,,,,,,,,,,,,,,,,,,,,R,C,,,,,,F,,,F,,R,,,,,,,R,,,F,F,,,,,,,,C,,,C,,,,,,,,,,,,B,,,,,317-U1351B-25H-CC,228190186bf2900f48e263d224d7baa2
317,U1351,26,H,CC,235.48,,,,,,F,,,,C,,,,,,,,,,F,,,,,F,,,,,,D,,,,,,,,,,,,,,,,,,,,C,,C,,,,,,C,,,F,,,,,,,,,,,,F,,,,,,,,R,C,,,C,,,,,,,,,,,,B,,,,,317-U1351B-26H-CC,ec086bde5b92282069fa6076b31a3d3d
317,U1351,27,H,CC,246.08,C,G,,F,,C,,,,C,,,,,,,R,,,,,,,,F,,R,,R,,C,,,,,,,,,,,,,,,,,,,,A,,C,,,,,,F,,,C,,,,,,,,R,F,,,C,F,,,,,,,R,,,F,A,,,,,,,,,R,,,B,,,,,317-U1351B-27H-CC,7a613d77ba56d5322068cb8408c0e139
317,U1351,28,H,CC,250.86,C,G,,C,,C,,,,F,,,,F,,,,,,R,,,,,R,,,,,,C,,F,,,,,,,,,,,,,,,,,,A,,C,,,,,R,F,,,F,,,,,,,,F,R,,,,F,,,,,,,,R,,,C,,,,R,,,,,,,,B,,,,,317-U1351B-28H-CC,a406de515f9042195ccf3fae91bd7a4e
317,U1351,29,H,CC,257.40,F,G,,C,,,,,,F,,,,F,,,,,,,,,,,R,,,,,,R,,R,,,,,,,,,,,,,,,,,,A,,F,,C,,,F,C,,,,,,,,,,,F,R,,,C,,,,,,,,R,R,,,,,,,R,,,,,R,,,B,,,,,317-U1351B-29H-CC,a20ab297be8ef10480efac3a1592223f
317,U1351,30,H,CC,267.16,C,G,,C,,F,,,,R,,,,R,,,,,,R,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,A,,C,,,,,F,R,,,R,,,,,,,,F,F,,,,F,,,,,,,,F,,,F,,,,F,,,,,,,,B,,,,,317-U1351B-30H-CC,9fe0ff1571fc248b08b981c01ab40ef2
317,U1351,31,H,CC,272.44,A,G,,,,F,,,,F,,,,,,,F,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,A,,C,,F,,,F,C,,,R,,,,,,,,C,C,,,,F,,,,,,,,A,,,C,,,,F,,,,,,,,B,,,,,317-U1351B-31H-CC,9991630c4ef1096facfea9b551a6361f
317,U1351,32,H,CC,280.84,A,G,,C,,F,,,,F,,,,F,,,C,,,,,,,,F,,,,R,,,A,,,,,,,,,,,,,,,,,,,C,,,,,,,,C,,,C,,,,,R,,,F,,,,,,,,,R,,,,F,,,F,,,,,,,,,R,,,B,,,,,317-U1351B-32H-CC,75fadad99f5124fb201c1477ba8ad3e5
317,U1351,33,H,CC,288.17,A,G,,F,,,,,,C,,,R,F,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,F,,,,,,,,,C,,,,,,,,,,,F,,F,,,,,,,,R,,F,,,,,D,,F,,,F,,,B,,,,,317-U1351B-33H-CC,fff3471efc6c4fd3087993d6a7d999ed
317,U1351,34,H,CC,292.86,C,G,,,,F,,,,R,,,,R,,,F,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,F,,,,,,F,,,F,,,,,,,,,,,F,,C,,,,,,,,R,,,F,,,,F,,,,,F,,,B,,,,,317-U1351B-34H-CC,b8d7c9918db4d2716db02247ff3713fb
317,U1351,35,H,CC,295.24,A,G,,,,,,,,,,,,,,,F,,,,,,,,C,R,,,,,F,,,,,,,,,,,,,,,,,,,,A,,R,,,,,,F,,,F,,,,,R,,,,,,F,,F,,,,,,,,,,R,R,,,,F,,,,,,,,B,,,,,317-U1351B-35H-CC,f5878068b65264e9ed72b93032eefb52
317,U1351,36,H,CC,297.01,D,M,,C,,R,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,A,,,,,,,,C,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,F,,,,,,B,,,,,317-U1351B-36H-CC,696cbe826f719f95a85d4c5c9942b2b8
317,U1351,37,X,CC,299.87,A,G,,,,F,,,,F,,,,F,,,R,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,C,R,R,,,,,,C,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,B,,,,,317-U1351B-37X-CC,938e1e6135b61807ceda8769cb1e8f4d
317,U1351,38,X,CC,311.09,A,G,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,B,,,,,317-U1351B-38X-CC,3fc372532b85ddfca4db6cb18997de30
317,U1351,39,X,CC,321.85,A,G,,,,,,,,R,,,,R,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,D,,R,,,,,,C,,,F,,,R,,,,,,F,,,C,F,,,,,,,,,,,,,,,,,,,,F,,,B,,,,,317-U1351B-39X-CC,f94c5f56f8d2565941ce28ec8b807b57
317,U1351,40,X,CC,330.84,A,G,,,,,,,,C,,,,R,,,,,,,R,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,C,,,F,,,,,,,,,,,,,C,,,,,,,,,,,F,,,,A,,F,,,F,,,B,,,,,317-U1351B-40X-CC,5c129c9e7a03ebe6af61c307b012bca0
317,U1351,41,X,CC,341.28,A,G,,,,,,,,F,,,,,R,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,C,,,,,,,,,C,,,,F,,,,,,,,,,,F,,,,R,,,,,F,,,B,,,,,317-U1351B-41X-CC,d3a94c091de4f7f9418d36adc4948d73
317,U1351,42,X,CC,348.87,A,G,,A,,,,,,F,,,,,F,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,C,,,R,,,,,,,,,,,,,,,,,,,,,F,,,,,,,A,,,,,R,,,B,,,,,317-U1351B-42X-CC,8ef7cff63d0fe9ce5b419195ab53fb52
317,U1351,43,X,CC,360.39,A,G,,,,F,,,,C,,,,,C,,,,,R,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,R,,,B,,,,,317-U1351B-43X-CC,f65539490e1e944950553a9b80403384
317,U1351,44,X,CC,370.16,C,G,,,,F,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,R,,,,C,,,,,,,,,,,,,C,,,,,,,,,,,,,,,C,,,,,,,,B,,,,,317-U1351B-44X-CC,9002abe948a412c347969f9a9276315b
317,U1351,45,X,CC,378.83,D,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BF rare,B,,,,,317-U1351B-45X-CC,58a53062cde7a250d5edee125b269ec0
317,U1351,46,X,CC,389.42,A,G,,,,F,,,,C,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,F,,,F,,,,,,,,,,,,,R,,,,,,,,F,,,,,,,,,,,,R,,,B,,,,,317-U1351B-46X-CC,8ed05e851e06d4da8480730228394329
317,U1351,47,X,CC,398.98,C,G,,,,,,,,A,,,,,A,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,C,,,A,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,317-U1351B-47X-CC,7c632645bb5a12401bb8727f6731536f
317,U1351,48,X,CC,408.38,A,G,,,,,,,,A,,,,,A,,,,,F,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,317-U1351B-48X-CC,59f1b44aac53d8b202776d53fa17a58e
317,U1351,49,X,CC,412.64,D,P,,A,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BF rare,B,,,,,317-U1351B-49X-CC,c916afb789c65997b1e99023fca1e607
317,U1351,50,X,CC,427.48,C,G,,C,,F,,,,R,,,,,,,C,,,F,,,,,,,,,,,,F,F,,,,,,,,,,,,,,,,,,A,,C,,R,,,,F,,,F,,,,,,,,F,,,,F,F,,,,,,,,,,,C,,,,F,,,,,,,,B,,,,,317-U1351B-50X-CC,f2dec260046950f9f5945400ef243fd7
317,U1351,51,X,CC,437.12,C,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,C,,,,,F,C,,,R,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,317-U1351B-51X-CC,999a2d9a7bb2db50c85e0f638464a362
317,U1351,52,X,CC,446.85,C,G,,D,,F,,,R,F,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,C,,F,,,,,,A,,,,,,,,,,,,,F,,,,,,,R,,,,,,,F,,,,,,F,,,,,,B,,,,,317-U1351B-52X-CC,7d50e83e7d7268bd3454597ffb626165
317,U1351,53,X,CC,456.04,C,G,,C,,,,,,F,,,,,,,F,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,D,,C,,R,,,,A,,,F,,R,,,,,,F,,,,,,,,,,,,,,,,F,,,,R,,,,,,,,B,,,,,317-U1351B-53X-CC,4786c919547da207a637fc0aa2b12c23
317,U1351,54,X,CC,464.03,C,M,,C,,,,,,R,,,,,,,R,,,,,,,,,,,,,,C,R,R,,,,,,,,,,,,,,,,,,A,,A,,,,,,A,,,,,,,,,,,,,,,R,,,,,,,,,,,,C,,,,,,,,,,,,B,,,,,317-U1351B-54X-CC,a0c34492ebf6939b7f829b820b5abb8a
317,U1351,55,X,CC,470.06,C,M,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,C,,,,,,A,,,,,,,,,,,,F,,,,F,,,,,,,,,,,F,,,,,,,,,,,,B,,,,,317-U1351B-55X-CC,fc853bea05c02c84bc88c5b530c42707
317,U1351,56,X,CC,485.59,C,M,,,,,,,,R,,,,,,,C,,,R,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,C,,D,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,B,,,,,317-U1351B-56X-CC,216cd96534b8541ea3faa72eef22c2fc
317,U1351,57,X,CC,492.12,C,P,,A,,,,,,C,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,BF rare,B,,,,,317-U1351B-57X-CC,5e6f0ed3a3f48424deb25c70e3c0390e
317,U1351,58,X,CC,504.62,C,P,,,,C,,,,C,,,,,,,R,,,,,,,,F,F,,,,,R,,,,,,,,,,,,,,,,,,,,F,,,,C,,,,F,,,,,,,,R,,R,,F,,,,A,,,,,,,,,,,C,,,,,,,,,,,,B,,,,,317-U1351B-58X-CC,b8b3dba6592d68d78f4df2ad19af3a29
317,U1351,59,X,CC,507.43,C,P,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BF rare,B,,,,,317-U1351B-59X-CC,3d7d4c8c6c7f1e207c770e53dce47f88
317,U1351,60,X,CC,514.94,C,P,,,,,,,,A,,,,,,,,,,A,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,BF rare,B,,,,,317-U1351B-60X-CC,d7e71a9ce2aff43a0e2d30b16aaa5070
317,U1351,61,X,CC,525.69,C,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,A,,,,,,,,A,,,,F,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,BF rare,B,,,,,317-U1351B-61X-CC,dfb581176ba3e4675e1f2b1567609a9c
317,U1351,62,X,CC,542.92,C,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,A,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,BF rare,B,,,,,317-U1351B-62X-CC,32076776e8cbce84a4a37028ff65775a
317,U1351,63,X,CC,552.56,C,M,,,,,,,,,,,,,A,,C,,,,,,,,R,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,A,F,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,B,,,,,317-U1351B-63X-CC,2faaf25fe62be9938f10a7a61b9ab6c0
317,U1351,64,X,CC,557.62,C,P,,,,,,,,,,,,,R,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,317-U1351B-64X-CC,b18b055f77a977dc4e26077156e215ad
