Exp,Site,Hole,Core,Type,Section,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Abundance,Preservation,E. huxleyi,P. lacunosa,Gephyrocapsa (medium),Gephyrocapsa (large),Gephyrocapsa (small),C. pelagicus,Dictyococcites spp. (small),Dictyococcites spp. (medium),R. minutula,R. minuta,C. leptoporus,C. leptoporus (small),Comments,A/W,Sample,eodp_id
323,U1344,A,51,X,CC,32,42,482.57,482.67,R,M,,,,,,,,,,,,R,"Authigenic minerals rhomboid shape, high birrefringence",,323-U1344A-51X-CC,80b6e06b15d8aec3c2267c7bb0b9dacc
323,U1344,A,52,X,CC,38,48,493.1,493.2,B,,,,,,,,,,,,,,"Authigenic minerals rhomboid shape, high birrefringence",,323-U1344A-52X-CC,7f6d1c0071c9c4706c51a7ecb59c2a2f
323,U1344,A,53,X,CC,33,43,502.03,502.13,B,,,,,,,,,,,,,,"Authigenic minerals rhomboid shape, high birrefringence",,323-U1344A-53X-CC,9ef7dcc5a16b73a0b2b750607965c491
323,U1344,A,54,X,CC,29,39,511.86,511.96,B,,,,,,,,,,,,,,"Authigenic minerals rhomboid shape, high birrefringence",,323-U1344A-54X-CC,069ea66c837ab5fd6ed8cb2a5b9a19cc
323,U1344,A,55,X,CC,36,46,521.7,521.8,B,,,,,,,,,,,,,,,,323-U1344A-55X-CC,fa939dac05377d6f777e24a9d004a782
323,U1344,A,56,X,CC,25,35,530.21,530.31,B,,,,,,,,,,,,,,"Authigenic minerals rhomboid shape, high birrefringence",,323-U1344A-56X-CC,e8cc1753a9a114a7796a679b39e98726
323,U1344,A,57,X,CC,25,35,540.18,540.28,B,,,,,,,,,,,,,,,,323-U1344A-57X-CC,2f4d204ad3563235a5469d4726d6480d
323,U1344,A,58,X,CC,37,47,549.47,549.57,B,,,,,,,,,,,,,,,,323-U1344A-58X-CC,72b0ac47d9077c5ae3579934a1504f33
323,U1344,A,59,X,CC,31,41,558.69,558.79,R,P,,,R,,,,,,,,,,,,323-U1344A-59X-CC,1940c9fc79e5d21cb2f678f78947408e
323,U1344,A,60,X,CC,15,25,567.32,567.42,R,P,,,,,R,,,,,,,,,,323-U1344A-60X-CC,28c0d417b1bc7d0e01582de4c0126043
323,U1344,A,61,X,CC,19,29,578.8,578.9,B,,,,,,,,,,,,,,,,323-U1344A-61X-CC,d5ec3b72f7413f5c738f4155a10ffb88
323,U1344,A,62,X,CC,30,40,587.51,587.61,B,,,,,,,,,,,,,,,,323-U1344A-62X-CC,83afa20e6f794bbeb25404d46cad24f3
323,U1344,A,63,X,CC,26,36,596.19,596.29,B,,,,,,,,,,,,,,,,323-U1344A-63X-CC,18e748475836a3a864d90e6a00d0cd3c
323,U1344,A,64,X,CC,29,39,607.63,607.73,B,,,,,,,,,,,,,,,,323-U1344A-64X-CC,1061ee83518bb90644574b5f44dbf31c
323,U1344,A,65,X,CC,32,42,617.98,618.08,B,,,,,,,,,,,,,,"Rhomboidal minerals high birrefringence, also very thin, low birrefringence acicular minerals",,323-U1344A-65X-CC,f15f69d4bb995a58444a0c862865539f
323,U1344,A,68,X,CC,37,47,645.9,646,B,,,,,,,,,,,,,,Reworked specimen (unidentifiable),,323-U1344A-68X-CC,75793453871069eaa4c0299d006de577
323,U1344,A,69,X,CC,26,36,647.16,647.26,B,,,,,,,,,,,,,,Rhomboid minerals small size and acicular minerals large size,,323-U1344A-69X-CC,19aee75ac5239fc39705c9608e718e81
323,U1344,A,70,X,CC,28,38,666.35,666.45,B,,,,,,,,,,,,,,,,323-U1344A-70X-CC,6f18ac72972082e1411144602ec947b9
323,U1344,A,71,X,CC,27,37,675.08,675.18,B,,,,,,,,,,,,,,"Well-formed rhomboid minerals high birrefringence, up to > 10 microns long",,323-U1344A-71X-CC,faed977d41b41158d8fb1f8e6692982c
323,U1344,A,72,X,CC,23,33,683.45,683.55,B,,,,,,,,,,,,,,,,323-U1344A-72X-CC,0770c2d4d26c03a8e2539b374a14f5ee
323,U1344,A,73,X,CC,45,55,694.6,694.7,B,,,,,,,,,,,,,,"Well-formed rhomboid minerals high birrefringence, up to 6 microns long",,323-U1344A-73X-CC,7d19324305d035d091815eeb538d7ede
323,U1344,A,74,X,CC,23,33,703.59,703.69,B,,,,,,,,,,,,,,,,323-U1344A-74X-CC,f4ee883627c2cad85a322e59cdeca608
323,U1344,A,75,X,CC,32,42,713.25,713.35,B,,,,,,,,,,,,,,,,323-U1344A-75X-CC,94290b7104aaa0dec6b9e5717d054a20
323,U1344,A,76,X,CC,23,33,723.01,723.11,B,,,,,,,,,,,,,,,,323-U1344A-76X-CC,630a1168dd5b8838b087ecd85768db61
323,U1344,A,77,X,CC,36,46,733.03,733.13,R,M,,,,,,,R,,,,,,,,323-U1344A-77X-CC,501be2bb771d8178945be9be373d13aa
323,U1344,A,78,X,CC,10,20,739.65,739.75,B,,,,,,,,,,,,,,"Authigenic minerals, acicular shape, low birrefringence",,323-U1344A-78X-CC,14591f178bedd5fb2835510c301eb719
323,U1344,A,79,X,CC,21,31,746.49,746.59,B,,,,,,,,,,,,,,,,323-U1344A-79X-CC,7d2d20ba00a90a84f0cdb3325e9adb39
