Exp,Site,Hole,Core,Type,Section,Top Depth [m],Bottom Depth [m],Preservation,Total radiolarians,Actinomma boreale,Actinomma medianum,Amphimelissa setosa,Axoprunum acquilonium,Botryostrobus aquilonaris,Ceratospyris borealis,Collosphaera pyloma,Cycladophora cornutoides,Cycladophora cosma,Cycladophora davisiana,Cycladophora sakaii,Cyrtocapsella japonica,Dendrospyris sakaii,Dictyophimus bullatus,Dictyophimus hirundo,Eucyrtidium asanoi,Eucyrtidium inflatum,Eucyrtidium matuyamai,Lamprocyrtis heteroporos,Larcopyle buetschlii,Lipmanella redondoensis,Lithelius barbatus,Lychnocanomma magnacornuta,Lychnocanomma nipponica sakaii,Lychnocanomma parallelipes,Phormostichoartus fistula,Porodiscus circularis,Sphaeropyle langii/robusta group,Spongodiscus sp.,Spongopyle osculosa,Spongotrochus glacialis,Spongurus pylomaticus,Stichocorys delmontensis,Stichocorys peregrina,Stylatractus universus,Stylochlamydium venustum,Stylodictya validispina,Thecosphaera akitaensis,Unnamed: 48,Top [cm],Bottom [cm],A/W,Sample,eodp_id
323,U1345,A,11,H,CC,98.39,98.49,M,F,F,,,F,,F,,,,,,,,,,,,,,,,,,,,,,F,C,,,,,,,,F,,,,,,323-U1345A-11H-CC-nan,1c3115de14ec2f928353f9fd6776dd88
323,U1345,A,12,H,CC,108.43,108.53,M,F,F,,,,F,F,,,,,,,,,,,,,,,,,,F,,,,,C,,F,,,,,,F,,,,,,323-U1345A-12H-CC-nan,a28823a04050fcb252ee66e06d2cbb89
323,U1345,A,13,H,CC,118.88,118.98,M,F,,F,F,,,F,,,,,,,,,,,,,,,,,,F,,,,,F,,,,,,,F,F,,,,,,323-U1345A-13H-CC-nan,ae6646524be193cb1a786b7d0bf98095
323,U1345,A,14,H,CC,128.02,128.12,M,F,F,,,F,,F,,,,F,,,,,,,,,,,,,,,,,,,C,,,,,,,,F,,,,,,323-U1345A-14H-CC-nan,93332d305fb3068c60248f4197e47939
323,U1345,A,15,H,CC,137.99,138.09,M,F,F,,,F,,,,,,,,,,,,,,,,,,,,,,,,,F,,F,,,,,,,,,,,,323-U1345A-15H-CC-nan,5ee3650ff88367fd281c6d67bb37291e
323,U1345,A,16,H,CC,147.33,147.43,M,F,F,,,F,,F,,,,F,,,,,F,,,,,F,,,,,,,,,F,,F,F,,,,,,,,,,,323-U1345A-16H-CC-nan,8b614d3b8284023398ab839d35a725b9
323,U1345,B,1,H,CC,9.65,9.75,G,F,F,,,,,F,,,,F,,,,,F,,,,,,,,,F,,,,,,,F,,,,,F,F,,,,,,323-U1345B-1H-CC-nan,ebf6e07bb91431f0844adbb4b5a169b3
323,U1345,B,2,H,CC,17.84,17.99,G,C,,,,,,C,,,,F,,,,,F,,,,,F,,,,C,,,,,,,,,,,,F,F,,,,,,323-U1345B-2H-CC-nan,32a2382fd5a3d10402591f2246474c3f
323,U1345,B,3,H,CC,27.57,27.77,G,C,,,,,,F,,,,C,,,,,,,,,,F,,,,C,,,,,,,F,,,,,F,C,,,,,,323-U1345B-3H-CC-nan,b0a2a0119451471605ba5ae8947c2899
323,U1345,B,4,H,CC,37.08,37.33,G,C,,,,,,C,,,,C,,,,,F,,,,,F,,,,A,,,,,,,F,,,,,F,C,,,,,,323-U1345B-4H-CC-nan,c1cf8fed1259ed3fe5fd600ab012ecf0
323,U1345,C,1,H,CC,5.86,5.96,G,C,C,,,,,C,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,F,F,,,,,,323-U1345C-1H-CC-nan,8b8bbea35f7fb1f5bd62f51a91a54428
323,U1345,C,2,H,CC,15.72,15.82,M,F,,,,,,C,,,,C,,,,,,,,,,,,,,C,,,,,,,F,,,,,,F,,,,,,323-U1345C-2H-CC-nan,77a352687ea1e7b55b4a0d291084cf4b
323,U1345,C,3,H,CC,25.56,25.66,M,C,,,,,,C,,,,F,,,,,F,,,,,,,,,C,,,,,,,,,,,,,F,,,,,,323-U1345C-3H-CC-nan,6a9ad33eb3a9d5a71d1bad47e4a2d4c8
323,U1345,C,4,H,CC,35.04,35.14,M,F,,,,,,F,,,,F,,,,,F,,,,,,,,,F,,,,,,,F,,,,,,,,,,,,323-U1345C-4H-CC-nan,489c4ed3648597e279bfb37776e9c263
323,U1345,C,5,H,CC,43.94,44.04,M,C,,,,,,C,,,,C,,,,,F,,,,,,,,,F,,,,,,,F,,,,,,F,,,,,,323-U1345C-5H-CC-nan,d466ab7ecc32167f7dd055ce3b98251a
323,U1345,C,6,H,CC,53.77,53.87,M,F,,,,,,C,,,,,,,,,F,,,,,F,,,,F,,,,,,,F,,,,,,F,,,,,,323-U1345C-6H-CC-nan,6a4d773ac5d375239b6b7213dfd81657
323,U1345,C,7,H,CC,63.11,63.21,M,C,,,,,,C,,,,A,,,,,C,,,,,F,,,,F,,,,,,,F,,,,,F,F,,,,,,323-U1345C-7H-CC-nan,0196996ec1091404807eef58d746d5aa
323,U1345,C,8,H,CC,72.5,72.6,M,F,F,,,,,F,,,,F,,,,,,,,,,F,,,,F,,,,,,,F,,,,,,,,,,,,323-U1345C-8H-CC-nan,f2c819050512fda65b8e3c368ab453fc
323,U1345,C,9,H,CC,82.04,82.14,G,C,,,,,,C,,,,A,,,,,F,,,,,F,,,,C,,,,,C,,F,,,,,,F,,,,,,323-U1345C-9H-CC-nan,015789928c211a5bbc1f0ef9c6a25469
323,U1345,C,10,H,CC,91.81,91.91,M,C,,,,,,C,,,,F,,,,,,,,,,,,,,,,,,,C,,,,,,,,F,,,,,,323-U1345C-10H-CC-nan,54bb54d0dd8345e1aefc8dd1e4f3875d
323,U1345,C,11,H,CC,101.23,101.33,M,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,F,,,,,,323-U1345C-11H-CC-nan,b6433da269aa90a28bf3d7db3e0b3d1e
323,U1345,C,12,H,CC,110.98,111.08,M,C,F,,,F,,F,,,,C,,,,,F,,,,,,,,,,,,,F,A,,F,,,,,,F,,,,,,323-U1345C-12H-CC-nan,9c0aaf657f23382652b51d61aaa04451
323,U1345,C,13,H,CC,119.06,119.16,M,F,F,,,,,F,,,,F,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,323-U1345C-13H-CC-nan,918ffd0a9e5b12f05b2dd064d2c8f9c5
323,U1345,C,14,H,CC,129.75,129.85,M,F,F,,,,,C,,,,F,,,,,,,,,,,,,,,,,,,C,,F,,,,,,,,,,,,323-U1345C-14H-CC-nan,045b0d066b18aae995e82f4066d72c2e
323,U1345,C,15,H,CC,139.95,140.05,M,C,C,,,,,C,,,,C,,,,,,,,,,,,,,,,,,F,C,,F,,,,,,F,,,,,,323-U1345C-15H-CC-nan,bf9d4927f14ee28b0d5826364e07de17
323,U1345,C,16,H,CC,148.43,148.53,M,F,F,,,,,F,,,,,,,,,,,,,,,,,,,,,,,F,,F,,,,,,,,,,,,323-U1345C-16H-CC-nan,80f5fa9a0ab58780584b65cda8fd57d0
323,U1345,D,1,H,CC,9.66,9.76,M,F,F,,,,,C,,,,F,,,,,,,,,,,,,,,,,,,,,F,,,,,F,F,,,,,,323-U1345D-1H-CC-nan,1e6966533653a4f15eda1acb267452b3
323,U1345,D,2,H,CC,19.13,19.23,M,F,F,,,,,F,,,,F,,,,,,,,,,F,,,,C,,,,,,F,F,,,,,F,C,,,,,,323-U1345D-2H-CC-nan,6d0270b1de2532b5d55630c23016a479
323,U1345,D,3,H,CC,29.09,29.19,M,F,,,,,,F,,,,F,,,,,,,,,,,,,,F,,,,,,,F,,,,,F,F,,,,,,323-U1345D-3H-CC-nan,8f4df9c2864628734417b1dc5f5e2b54
323,U1345,D,4,H,CC,38.58,38.68,M,F,F,,,,,,,,,,,,,,,,,,,F,,,,F,,,,,,,,,,,,,,,,,,,323-U1345D-4H-CC-nan,1975845cc929d5f37f5a379452b3ae29
323,U1345,D,5,H,CC,47.44,47.54,M,F,,,,,,F,,,,,,,,,,,,,,F,,,,F,,,,,F,,,,,,,,C,,,,,,323-U1345D-5H-CC-nan,7f01bba04130cb98a65697a399c07b29
323,U1345,D,6,H,CC,56.62,56.72,M,F,,,,,,F,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,F,,,,,,323-U1345D-6H-CC-nan,2ae6bc6298b329fdd200eba65b320a55
323,U1345,D,7,H,CC,66.26,66.36,M,F,F,,,,,F,,,,F,,,,,,,,,,F,,,,F,,,,,,,F,,,,,,F,,,,,,323-U1345D-7H-CC-nan,9827b7544648f1b8ff9a08ab881b4a93
323,U1345,D,8,H,CC,73.22,73.32,M,F,F,,,,,F,,,,F,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,323-U1345D-8H-CC-nan,11a486fe495b870499a01070d4c08a12
323,U1345,D,9,H,CC,83.42,83.52,M,C,,,,,,F,,,,F,,,,,,,,,,,,,,,,,,,C,F,F,,,,,F,C,,,,,,323-U1345D-9H-CC-nan,32a025d00157b30272085f2b6597a70b
323,U1345,D,10,H,CC,93.37,93.47,M,F,F,,,,,F,,,,F,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,323-U1345D-10H-CC-nan,7ac00a5b4d4e65779cd71e545037fbe9
323,U1345,D,11,H,CC,102.67,102.77,M,F,F,,,,,F,,,,F,,,,,,,,,,,,,,,,,,,F,,,,,,,,F,,,,,,323-U1345D-11H-CC-nan,642946e4a538cee3951cf40d06ed4583
323,U1345,D,12,H,CC,111.93,112.03,P,C,F,,,F,F,F,,,,,,,,,,,,,,F,,,,F,,,,,C,,F,,,,,F,F,,,,,,323-U1345D-12H-CC-nan,5b2823f4f3cf18a628f103b46ef93aa8
323,U1345,D,13,H,CC,122.55,122.65,M,F,F,,,F,,F,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,323-U1345D-13H-CC-nan,13e1f17932497ef3baab637d24215fb4
323,U1345,D,14,H,CC,131.71,131.81,M,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,323-U1345D-14H-CC-nan,b89e961f0d90ce854b8d1e4c1c839bbe
323,U1345,D,15,H,CC,140.96,141.06,M,F,F,,,,,F,,,,,,,,,,,,,,,,,,,,,,,F,,F,,,,,,,,,,,,323-U1345D-15H-CC-nan,79a8884c046fcc78ec59e6a52bef449b
323,U1345,D,16,H,CC,150.41,150.51,M,F,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,F,,F,,,,,,F,,,,,,323-U1345D-16H-CC-nan,6c065ffcefd1689ce44b0c4c3f171b30
323,U1345,E,1,H,CC,8.17,8.27,M,F,,,,,,C,,,,C,,,,,F,,,,,,,,,,,,,,,,,,,,,F,F,,,,,,323-U1345E-1H-CC-nan,bf6ab9b44a5cdba7a2cbbd070ea52567
323,U1345,E,2,H,CC,15.58,15.68,M,F,,,,,,C,,,,F,,,,,F,,,,,,,,,,,,,,,,,,,,,F,F,,,,,,323-U1345E-2H-CC-nan,7357d0c5f13aeab1dc46ddf4a63b4186
323,U1345,E,3,H,CC,27.76,27.86,M,C,,,,,,F,,,,A,,,,,F,,,,,F,,,,C,,,,,,,F,,,,,C,C,,,,,,323-U1345E-3H-CC-nan,f3c49f64beb7a9edc8f33a028952276a
323,U1345,E,4,H,CC,37.37,37.47,M,C,,,,,,F,,,,C,,,,,C,,,,,F,,,,C,,,,,,,,F,,,,F,F,,,,,,323-U1345E-4H-CC-nan,77c0354a15ec5c89b1c93d074ed33a14
323,U1345,E,5,H,CC,46.49,46.59,M,F,,,,,,F,,,,C,,,,,,,,,,,,,,F,,,,,,,F,,,,,F,F,,,,,,323-U1345E-5H-CC-nan,4205eb9aeb91891586c1b0d9322d1358
323,U1345,E,6,H,CC,56.44,56.54,M,F,,,,,,F,,,,F,,,,,F,,,,,,,,,F,,,,,,F,,,,,,,,,,,,,323-U1345E-6H-CC-nan,3041b4f24d456f3505f4f6335d12d084
323,U1345,E,7,H,CC,64.98,65.08,M,F,,,,,,F,,,,F,,,,,F,,,,,F,,,,C,,,,,,,,,,,,F,F,,,,,,323-U1345E-7H-CC-nan,983e584d4989415af1fd9dc765264821
323,U1345,E,8,H,CC,75.36,75.46,M,F,,,,,,F,,,,F,,,,,F,,,,,,,,,F,,,,,,,,,,,,,F,,,,,,323-U1345E-8H-CC-nan,9d4316fca520dc36b829b35d6b686122
323,U1345,E,9,H,CC,84.45,84.55,M,F,,,,,F,F,,,,C,,,,,,,,,,F,,,,F,,,,,C,,,,,,,F,F,,,,,,323-U1345E-9H-CC-nan,19b5aca8f4a255bbfd77e311aeb4cfde
323,U1345,E,10,H,CC,93.89,93.99,M,F,,,,F,,F,,,,C,,,,,F,,,,,F,,,,F,,,,,C,,,F,,,,,F,,,,,,323-U1345E-10H-CC-nan,3b1f755866d7583eab29729819d501b9
323,U1345,E,11,H,CC,103.34,103.44,M,C,F,,,F,,F,,F,,C,,,,,C,,,,,,,,,,,,,F,A,F,,F,,,,,C,,,,,,323-U1345E-11H-CC-nan,54e2a8843d6a49840c56a4b4528c6198
323,U1345,E,12,H,CC,113.09,113.19,M,F,,,,,F,,,,,,,,,,,,,,,,,,,F,,,,,F,,,,,,,F,,,,,,,323-U1345E-12H-CC-nan,534a83ee095b5ad082c4c04978f07f68
323,U1345,E,13,H,CC,121.78,121.88,M,F,,,,,,F,,,,F,,,,,F,,,,,,,,,,,,,,C,,,,,,,,,,,,,,323-U1345E-13H-CC-nan,a3280e9267eb87973932b1914b68258a
323,U1345,E,14,H,CC,132.04,132.14,M,F,F,,,,,,,,,,,,,,F,,,,,,,,,,,,,,F,,,,,,,,,,,,,,323-U1345E-14H-CC-nan,e368fa98c34cb5bea33ec57708aa078c
323,U1345,E,15,H,CC,141.52,141.62,M,C,,,,,,C,,F,,A,,,,,C,,,,,,,,,,,,,,C,,F,,,,,,F,,,,,,323-U1345E-15H-CC-nan,56332bcd3adff320ea402aad5f49c5f1
323,U1345,E,16,H,CC,150.79,150.89,M,F,,,,,,F,,,,F,,,,,,,,,,F,,,,,,,,,F,,F,,,,,,,,,,,,323-U1345E-16H-CC-nan,eaa3c7d9e7e7c1d53b18b59072ebe8b4
