Exp,Hole,Core,Type,Section,Half,Top [cm],Bottom [cm],Top Depth [m],Preservation,Abundance,Braarudosphaera bigelowii,Braarudosphaera sp.,Calcidiscus leptoporus,Calcidiscus macintyrei,Calcidiscus macintyrei (>11 μm),Calcidiscus pataceus,Calcidiscus premacintyrei,Calcidiscus tropicus,Coccolithus miopelagicus,Coccolithus pelagicus,Coccolithus pelagicus f. braarudii,Coccolithus streckerii,Crenalithus doronicoides,Cricolithus jonesii,Cryptococcolithus mediaperforatus,Cyclicargolithus abisectus 10-11 μm,Cyclicargolithus abisectus (>11 μm),Cyclicargolithus floridanus,Dictyococcites antarcticus,Dictyococcites bisectus,Dictyococcites productellus (<3 μm),Dictyococcites productellus (3-5 μm),Dictyococcites stavensis (>10 μm),Discoaster sp.,Discoaster tani nodifer,Emiliania huxleyi,Emiliania pujosae,Gephyrocapsa aperta,Gephyrocapsa caribbeanica (3-4 μm),Gephyrocapsa caribbeanica (4-5.5 μm),Gephyrocapsa caribbeanica (5.5-6.5 μm),Gephyrocapsa crassipons,Gephyrocapsa oceanica (3-4 μm),Gephyrocapsa oceanica (4-5.5 μm),Gephyrocapsa oceanica (5.5-6.5 μm),Gephyrocapsa omega,Gephyrocapsa ericsonii,Helicosphaera carteri,Helicosphaera euphratis,Helicosphaera intermedia,Helicosphaera omanica,Helicosphaera sellii,Helicosphaera sp.,Ilselithina fusa,Pontosphaera discopora,Pontosphaera japonica,Pontosphaera sp.,Pseudoemiliania lacunosa,Pseudoemiliania ovata,Pseudoemiliania pacifica,Pseudoemiliania sp.,Pyrociclus orangensis,Pyrociclus sp.,Reticulofenestra ampla,Reticulofenestra dictyoda,Reticulofenestra gelida,Reticulofenestra gelida (>10 μm),Reticulofenestra haqii (<3 μm),Reticulofenestra haqii (3-5 μm),Reticulofenestra minuta (<3 μm),Reticulofenestra minutula,Reticulofenestra pseudoumbilicus (8-10 μm),Reticulofenestra pseudoumbilicus (>10 μm),Reticulofenestra reticulata,Reticulofenestra rotaria (elliptical),Reticulofenestra umbilicus (>14 microns),Reticulofenestra wadeae,Rhabdosphaera procera,Scyposphaera graphica,Scyposphaera queenslandensis,Scyphosphaera sp.,Solidopons petrae,Sphenolithus abies,Sphenolithus compactus,Sphenolithus moriformis,Sphenolithus neoabies,Sphenolithus predistentus,Sphenolithus sp.,Syracosphaera pulchra,Syracosphaera sp.,Thoracosphaera saxea,Triquetrorhabdulus rugosus,Umbellosphaera sp.,Umbilicosphaera cricota,Umbilicosphaera jafarii,Umbilicosphaera rotula,,Site,Bottom Depth [m],A/W,Sample,eodp_id
317,B,5,H,CC,,,,32.34,G,F,,,R,,,,,,,F,F,,R,F,,,,,,,F,,,,,R,,A,C,,,,C,,,,,F,,,,,,,,,,,,P,,,,,P,,,,,C,,,,,,,,,,,,,P,,,,,,R,,,,,,,,,U1351,,,317-U1351B-5H-CC,0efb092fcd726f381001a58f4c98a6ce
317,B,6,H,CC,,,,39.27,G,C,,P,R,,,,,,,,C,P,R,R,,,,P,,P,C,,,,,,,C,,,,,C,,,,,R,,,,,,,,,,,,,,,,,P,,,F,,C,F,P,,,,,,,,,,,,,,,,,,,,,,,,,,U1351,,,317-U1351B-6H-CC,ad2166a7874a3ba2178fec173a4ce583
317,B,7,H,CC,,,,47.83,G,A,,,,,,,,,,P,C,,R,,,,,P,,,C,,,,,,,,A,,,,C,,,,,R,,,,,,,,,,,,,,,,,P,,,R,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1351,,,317-U1351B-7H-CC,410bb8f19a32e5528c179b12bd6879dd
317,B,8,H,3,W,24,25,50.94,G,VA,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,,,D,,,,,,C,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1351,,,317-U1351B-8H-3,7afa96718afe2520f2813f7d91afe9d0
317,B,8,H,4,W,54,55,52.74,G,F,,,,,,,,,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,F,,,,,,R,,,,F,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,U1351,,,317-U1351B-8H-4,36ed640682891c502dc7c3e33c0a5aae
317,B,8,H,CC,,,,56.46,G,A,,,,,,,,,,C,F,R,,,,,,,,,,,,,,,,,,,,,,,P,,,R,,,,,,,,,,,,R,R,,,,,,,,C,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1351,,,317-U1351B-8H-CC,956737192a877cf062764408c4c44462
317,B,9,H,CC,,,,65.91,M,C,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,C,F,,,,,,,,,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,U1351,,,317-U1351B-9H-CC,eeaca91a3a2094af8096dae9c8a1224b
317,B,10,H,CC,,,,69.83,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1351,,,317-U1351B-10H-CC,9c862400c8e7bd2629c782d42fc37f7d
317,B,11,H,1,W,128,129,70.98,G,C,,,R,,,,,,,,,,F,,,,,,,,F,,,,,,,,F,,,,R,,,,,P,,,,,,,,P,,P,F,F,F,,,,R,,,,F,C,F,,,,,,,,,,,,,,,,,,,,,,,,,,,U1351,,,317-U1351B-11H-1,2c52b6b2b66e485ded38673bfb1f94a3
317,B,11,H,CC,,,,75.57,M,F,P,,F,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,F,R,,,,R,F,,,,,,,,R,,P,,F,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,U1351,,,317-U1351B-11H-CC,057f401f2915211019c7bca007521a33
317,B,12,H,CC,,,,76.92,M,R,,,R,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,R,,,,,,,,,,,R,,,,,,,,,,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,U1351,,,317-U1351B-12H-CC,6476cc09d00620584187f2cbeed23229
317,B,13,H,CC,,,,90.02,M,F,P,,,,,,,P,,P,P,,P,,,,,,,P,P,,,,,,,P,,F,,P,,P,,P,,P,,,,P,,,,,,,P,P,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1351,,,317-U1351B-13H-CC,5f3a4eef4d391babbd1b36af3dec9db7
317,B,14,X,CC,,,,97.11,G,C,P,,R,,,,,,,R,F,,,,,,,,,,P,,,,,,,C,F,P,,F,F,F,,,,,,,,F,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,U1351,,,317-U1351B-14X-CC,f9e2dbfa3a026bbb314841cf6c98919c
317,B,15,X,CC,,,,103.42,M,F,,,,,,,,,,F,F,,,,,,,,,,,,,,,,,,F,F,,F,F,P,,,F,F,,,,P,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1351,,,317-U1351B-15X-CC,20b038a2616aa3716a29f8700a3e4ea1
317,B,16,X,CC,,,,120.24,M,R,,,,,,,,,,F,F,,,,,,,,,,R,,,,,,,,,,,F,F,,,,,R,,,,,,,,,,,,,,,,,,,,,,F,R,,,,,,,,,,,,,,,,,,,,,,,,,,,U1351,,,317-U1351B-16X-CC,7f9b9736e515a27d64126476f2d1082f
317,B,18,X,CC,,,,134.48,M,F,,,R,,,,,,,,C,R,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,P,,,,,,,R,,R,,,,,,,,F,R,F,,,,,,,,,,,,,,,,,,,,,,,,,,,U1351,,,317-U1351B-18X-CC,56f4010471886197dc6acdd352b8aaa3
317,B,19,X,CC,,,,147.55,M,R,,,,,,,,,,R,P,,,,,,,,P,,,,,,,,,,,,,,,,,,,P,,,,P,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1351,,,317-U1351B-19X-CC,d75238be62c9e18b1724783fd5d5520e
317,B,20,X,CC,,,,160.16,P,R,,,,,,,,,,P,,,,,,P,,P,,P,P,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1351,,,317-U1351B-20X-CC,4e55c37ebd62a40a4a277663536fb3cc
317,B,21,X,CC,,,,168.48,G,F,,,R,,,,,,,F,F,,R,P,,,P,,,,P,,,,,,,,,,,,,,,,,R,,,,F,,,,F,,,R,,,,,,,,,F,F,F,,,,,,,,,,,P,,,,,,,,,,,,,,,,,U1351,,,317-U1351B-21X-CC,2fd8d64304cc7a1c8c7e87dad2604079
317,B,22,X,1,W,50,51,170.90,M,C,,,,,,,,,,C,C,,,,,,,,,,,C,,,,,,,,,,,,,,,,C,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1351,,,317-U1351B-22X-1,18029136adfdec024923c64abb6af840
317,B,22,X,2,W,48,49,172.38,M,F,,,,,,,,,,C,F,,,,,,,,,,C,C,,,,,,,,,,,,,,,,C,,,,F,,,,,,,,,,,,,,,,F,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,U1351,,,317-U1351B-22X-2,d0c552352a8fc56283f00d332b57be6a
317,B,22,X,CC,,,,175.27,M,C,,,,,,,,,,,,,,,,,,P,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1351,,,317-U1351B-22X-CC,8b0936525fc1c01ee70d5a0d6089591a
317,B,23,X,CC,,,,180.13,G,R,,,,,,,,,,P,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1351,,,317-U1351B-23X-CC,2de4c0a5df89b18e1b3ca6ea0e801188
317,B,24,X,CC,,,,189.75,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1351,,,317-U1351B-24X-CC,e2df578f4d7061c2b01b1e389fcf4e80
317,B,25,X,CC,,,,202.59,M,R,,,,,,,,,,,,,,,,,,P,,,R,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1351,,,317-U1351B-25X-CC,217f2624eeb6226552e338b5162be2d8
317,B,26,X,CC,,,,208.96,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1351,,,317-U1351B-26X-CC,2a3ea062bc0d883171b367416a40e41e
317,B,27,X,CC,,,,226.27,G,R,,,P,,,,,,,F,P,,R,,,,,P,,,R,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,F,R,F,R,,,,,,,,,,,,,,,,,,,,,,,,,,,U1351,,,317-U1351B-27X-CC,61b327287b998d7b25121f7d1fc5497c
317,B,28,X,CC,,,,236.17,G,F,,,R,,,,,,,R,P,,R,P,,,P,P,,P,F,,,,,,,,,,,,,,,,,,,P,,P,,,,,,,P,,,,,P,R,,,,F,C,F,,,,,,,,,,,,,,,,,,,,,,,,F,,,U1351,,,317-U1351B-28X-CC,1daea6015a2e4ea354db301eb1e30d72
317,B,29,X,CC,,,,247.35,G,F,,,,,,,,,,F,,,,R,,,,P,R,,,,,,,,,,,,,,,,,,,P,,,,,,,,P,,P,,,,,,F,R,,,C,C,C,C,R,,,,,,,,,,,P,,,,,,,,,,,,R,,,U1351,,,317-U1351B-29X-CC,7e60a8ac92e8f08bc963b42a1e394bad
317,B,30,X,CC,,,,255.06,G,F,,,F,,,,,F,,,,,,,,,,,,,F,F,,,,,,,,,,,,,,,,,,,,F,,,F,,,,,,,,,,,,,F,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,U1351,,,317-U1351B-30X-CC,dbf1338e8d8d17ae0ef470b677b3e0da
317,B,31,X,CC,,,,263.61,M,F,,,R,,,,,,,F,,,,,,,,,,,F,,,,,,,,,,,,,,,,,P,,,,F,,,,,,,,,,,,,,,,F,R,R,F,,,,,,,,,,,,P,,,,,,,,,,,,,,,U1351,,,317-U1351B-31X-CC,57b23d0d63e23982eff966bba3fde4a4
317,B,32,X,CC,,,,270.97,M,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,U1351,,,317-U1351B-32X-CC,5a2a284d29cea100c4bc03d8f90725a0
317,B,33,X,CC,,,,278.35,M,F,,,,,,,,,,F,,,,,,,,,,,F,,,,,,,,,,,,,,,,,R,,,,P,,,,,,,,,,,,,,,,,F,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,U1351,,,317-U1351B-33X-CC,2cae50874ca1f0e591ca9bbfb76b248f
317,B,34,X,CC,,,,286.39,M,A,,,F,,,,,F,,F,,,,,,,,,,,C,F,,,,,,,,,,,,,,,,F,,,,P,,,,F,,,,,,,,,,,,C,F,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,U1351,,,317-U1351B-34X-CC,bb14820c93f3e571dc3db3d79531c15b
317,B,35,X,CC,,,,295.32,M,C,,,,,,,,,,F,,,,,,,,,,,F,,,,,,,,,,,,,,,,,F,,,,F,,,,,,,,,,,,,,,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1351,,,317-U1351B-35X-CC,4060ac0fdc0f1eac98abf842d38a343f
317,B,36,X,CC,,,,309.75,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1351,,,317-U1351B-36X-CC,96eb98e4bf67d9efb2f337fd70daa163
317,B,37,X,CC,,,,317.05,M,F,,,,,,,,,,D,R,,,,,,,,,,F,,,,,,,,,,,,,,,,,F,,,,F,,,,,,,,,,,,,,,,F,F,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,U1351,,,317-U1351B-37X-CC,220af5eadfaafbebf194aadef42c81d7
317,B,38,X,CC,,,,323.70,M,F,,,R,,,,,,,F,F,R,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,F,,,,F,,,,,,,,,,,,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1351,,,317-U1351B-38X-CC,2632849c0bdde44b3c4f70df2c1108f6
317,B,39,X,CC,,,,337.45,M,C,,,F,,,,,,,C,F,P,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,F,,,,F,,,,,,,,,,,,F,F,C,F,,,,,,,,,,,,,,,,,,,,,,,,,F,,U1351,,,317-U1351B-39X-CC,f55a729bae091a53497b6c9fa33375ed
317,B,40,X,CC,,,,345.68,G,C,,,F,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,R,,,,,,,,,R,,,F,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,F,,,U1351,,,317-U1351B-40X-CC,45ad3c6745896a4a320b58df25470bd2
317,B,41,X,CC,,,,354.21,G,R,,,,,,,,,,F,F,,,,,,,,,,F,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,F,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,U1351,,,317-U1351B-41X-CC,5e6986f4d4918676fcaaf7fc468e9dd2
317,B,42,X,CC,,,,362.15,M,F,,,,,,,,,,F,F,,,,,,,,,,,R,,,,,,,,,,,,,,,,R,,,,,,,R,R,,,,,,,,,,,,F,F,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,U1351,,,317-U1351B-42X-CC,ed2da33ea69ee694d45752f617a97044
317,B,43,X,CC,,,,372.13,G,F,,,F,,,,,F,,F,F,F,,,,,,,R,,F,,,,,,,,,,,,,,,,,F,,,,F,,,,,,,,,,,,,F,,,C,,C,F,,,,,,,F,,,,,,,,,,,,,,,,,F,,,U1351,,,317-U1351B-43X-CC,5dfdaac6db00d599c22ec932401428d1
317,B,44,X,CC,,,,382.57,M,F,,,,R,,,,,,C,F,,F,,,,,,,P,F,,,,,,,,,,,,,,,,,,,,,F,,,,F,,,,,,,,,R,,,C,F,C,F,,,,,,,,,,P,,,,,,,,,,,,,,,,,U1351,,,317-U1351B-44X-CC,d6b8bd7aa661db5417017463dcaa74b7
317,B,45,X,CC,,,,393.34,M,F,,,,P,,,,R,,F,P,,,,,,P,P,P,P,R,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,R,,,,R,,C,F,R,,,,,,,,,,,,,,,,,,,,,,,,,,U1351,,,317-U1351B-45X-CC,47c69c1aea9706c9b15b93359088674b
317,B,47,X,CC,,,,411.72,M,R,,,,,,,,,,R,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,F,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1351,,,317-U1351B-47X-CC,20707a690bf3c15c7f44daf76e8831ad
317,B,48,X,CC,,,,421.03,G,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,R,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,U1351,,,317-U1351B-48X-CC,2cea126005639bd33b3ae6d269d821e0
317,B,49,X,CC,,,,429.14,G,F,,,R,,,,,P,,C,F,P,R,P,,,,,,P,F,R,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,R,,,,R,F,A,C,P,,,,,,,,,P,,,,,,,,,,,,,,P,,,U1351,,,317-U1351B-49X-CC,6dd7ccc267c470687da6aa1e843d14eb
317,B,53,X,CC,,,,467.79,G,F,,,F,,,,,,,C,,,,,,,,,F,,F,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,F,F,,,F,A,,R,,,,,,,,,,,,,,,,,,,,,,,,,,U1351,,,317-U1351B-53X-CC,c5b8ebedc57479e25ff4f7ea85aa46ed
317,B,54,X,CC,,,,477.24,M,R,,,,,,,,,,R,R,,,,,,,,F,,F,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,R,,,F,F,C,F,,,,,,,,,,,,,,,,,,,,,,,,,,,U1351,,,317-U1351B-54X-CC,697994811f78ffbb155e2576c3e58f4f
317,B,55,X,CC,,,,486.50,G,C,,,R,,,,,R,,C,F,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,R,F,,F,,A,,P,P,,,P,R,,,,P,,,,,,,,,,,?P,,,P,,,U1351,,,317-U1351B-55X-CC,3be778df0360a4e287c93b70afdf9da6
317,B,57,H,CC,,,,507.60,G,C,F,,,,,,,,,F,R,R,,,,,,,F,P,,F,,,,,,,,,,,,,,,,R,,,R,,F,,R,,,,,,,,,F,R,,,,F,C,C,F,,,,,,,,,,,,,,,,,,,,,,P,,,,U1351,,,317-U1351B-57H-CC,f30fc423777e59d14a61839fd0b625ab
317,B,59,H,CC,,,,510.49,G,C,,,,,,,,,,,F,,,,,,,,C,F,F,,,,,,,,,,,,,,,,,F,,,,,,,,,R,,,,,,,,C,,,,,,C,,,P,,,,,,,,,,,,,,,,,,,,,,,,U1351,,,317-U1351B-59H-CC,c41a3d0770dc594c7b0142e8f704ddb8
317,B,60,X,CC,,,,512.76,P,R,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1351,,,317-U1351B-60X-CC,cab33b3eef481ead0007537dd50180e0
317,B,61,X,CC,,,,525.29,P,R,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1351,,,317-U1351B-61X-CC,70b8bd7f7c4bbd42acdd4fb0041b4136
317,B,62,X,CC,,,,534.28,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1351,,,317-U1351B-62X-CC,0ff02d2099964cfa1818c24ed8134ae7
317,B,63,X,CC,,,,543.92,M,R,,,,,,,,,,F,R,,,,,,,,R,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1351,,,317-U1351B-63X-CC,a05c0774c4146dcfe7fd97a7ca8d62da
317,B,64,X,CC,,,,556.27,M,R,,,,,,,,,,F,,,,,,,,,F,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,R,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,U1351,,,317-U1351B-64X-CC,040e922466cc7f0d9cd6f648f185acb4
317,B,65,H,CC,,,,563.80,M,F,,,,,,,,,,F,,,,,,,,,,,,F,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,F,,,,,,C,F,,,,,,,,,,,,,,,,,,,,,,,,,,,U1351,,,317-U1351B-65H-CC,05b3f3b9498bb8969a462a96a0596c15
317,B,66,X,CC,,,,564.07,M,R,,,R,,,,,,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,F,,,,F,C,R,,,,,,,,,,,,,,,,,,,,,,,,,,,U1351,,,317-U1351B-66X-CC,75285c1c8a74e377dd1b393f980807a0
317,B,67,X,CC,,,,572.90,G,F,,,,,,,,,,F,F,,,,,,,,F,,,,,,,,,,,,,,,,,,,F,,,,,,,F,,,,,,,,,,,,,,F,C,F,,,,,,,,,,,,,,,,,,,,,,,,,,,U1351,,,317-U1351B-67X-CC,683efe596d70747e66e526560302d9cb
