Exp,Hole,Core,Type,Section,Depth (cm),Top Depth (CSF m),Foraminiferal abundance,Foraminferal preservation,Planktic foraminiferal %,Catapsydrax dissimilis,Globigerina spp.,Globigerina bulloides,Globigerina falconensis,Globigerinatheka index,Globigerinella sp.,Globigerinella aequilateralis,Globigerinita glutinata,Globigerinoides ruber,Globigerinoides trilobus,Globigerinopsis obesa,Globoconella sp.,Globoconella conica,Globoconella conomiozea,Globoconella incognita,Globoconella inflata,Globoconella inflata triangula,Globoconella miotumida,Globoconella miozea,Globoconella mons,Globoconella pliozea,Globoconella praescitula,Globoconella puncticulata,Globoconella cf. puncticuloides,Globoconella puncticuloides,Globoconella sphericomiozea,Globoconella subconomiozea,Globoconella zealandica,Globorotaloides suteri,Globoquadrina sp.,Globoquadrina dehiscens,Hirsutella sp.,Hirsutella hirsuta,Hirsutella panda,Hirsutella scitula,Neogloboquadrina dutertrei,Neogloboquadrina incompta,Neogloboquadrina pachyderma,Orbulina bilobata,Orbulina suturalis,Orbulina universa,Paragloborotalia sp.,Paragloborotalia mayeri s.l.,Praeorbulina glomerosa,Subbotina angiporoides,Subbotina minima,Tenuitella gemma,Turborotalita ciperoensis,Truncorotalia crassaformis,Truncorotalia crassacarina,Truncorotalia crassaconica,Truncorotalia crassula,Truncorotalia juanai,Turborotalita quinqueloba,Truncorotalia truncatulinoides,Zeaglobigerina sp.,Zeaglobigerina brevis,Zeaglobierina connecta,Zeaglobierina druryi,Zeaglobierina euapertura,Zeaglobierina nepenthes,Zeaglobierina woodi,Bolboforma sp.,Bolboforma metzmacheri s.s.,Bolboforma reticulata,Bolboforma robusta,Bolboforma subfragoris s.l.,Bryozoa fragments,Echinoid plate fragments,Echinoid spines,Fish teeth,Ostracods,Otoliths,Radiolarians,Sponge spicules,Shell fragments,Micro mollusks,Other fossil material,Remarks
317,U1352C,104,R,CC,,1525.67,A,P,94,,X,,,,,,,,,X,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,?,,,,,,,,,,,,,,,,X,,,,,,X,,,,cf.,,,,,,,,,,,,,
317,U1352C,105,R,CC,,1534.20,A,M,95,,X,,,,,,,,X,X,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,,,,
317,U1352C,106,R,CC,,1542.70,A,P,98,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,?,,,,X,,,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,,,,
317,U1352C,107,R,CC,,1553.97,A,P,97,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,,,,
317,U1352C,108,R,CC,,1559.48,A,P,95,,X,,,,,,,,,X,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,,,,
317,U1352C,109,R,CC,,1569.30,A,P,95,,,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,X,,,,,,,,,,?,,,,,,,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,,,,
317,U1352C,110,R,CC,,1577.59,F,P,86,,X,,,,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,X,,,,,,,,,,R,,R,,,,,
317,U1352C,111,R,CC,,1588.77,C,P,90,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,,,,
317,U1352C,112,R,CC,,1597.08,C,P,86,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,X,,,,,,,,,R,,,,,R,,,
317,U1352C,113,R,CC,,1611.72,C,P,86,,X,,,,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,,,,
317,U1352C,114,R,CC,,1622.16,C,P,90,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,,,,
317,U1352C,115,R,CC,,1632.61,C,P,98,,,,,,,,,,,X,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,,,,
317,U1352C,116,R,CC,,1637.76,A,P,98,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,,,,
317,U1352C,117,R,CC,,1652.25,A,P,99,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,,,,
317,U1352C,118,R,CC,,1661.83,C,P,92,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,?,,,,,,,,,,,?,,X,,,,,,X,?,,,,,,,,,,,R,,,,,
317,U1352C,119,R,CC,,1670.41,C,P,90,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,,,,
317,U1352C,120,R,CC,,1669.36,A,P,98,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,?,,,,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,,,,
317,U1352C,121,R,CC,,1678.60,A,P,98,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,X,,,,,,X,,,,,,,,,R,R,,F,,,,,
317,U1352C,122,R,CC,,1690.44,A,P,99,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,,,,
317,U1352C,123,R,CC,,1697.39,A,P,100,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,,,,
317,U1352C,124,R,CC,,1707.63,F,P,86,,X,,,,,,,,,,,,,,,,,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,
317,U1352C,125,R,CC,,1714.42,F,P,86,,X,,,,,,,,,,,,,,,,,X,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,R,,,
317,U1352C,126,R,CC,,1725.45,C,P,94,,X,,,,,,,,,,,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,,,,
317,U1352C,127,R,CC,,1731.72,A,M,98,,X,,,,,,,,,,,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,X,,,,,,,,,,,,,,X,,?,,,,X,,,,,,,,,,,,,,,,,
317,U1352C,128,R,CC,,1743.51,C,P,94,,X,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,,,,
317,U1352C,129,R,CC,,1749.66,F,P,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,
317,U1352C,130,R,CC,,1760.69,C,P,100,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,X,,?,,,,cf.,,,,,,,,,,,,,,,,,
317,U1352C,131,R,CC,,1769.18,C,P,99,,,,,,,,,,,,,,,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,cf.,,X,,?,,,,X,,,,,,,,,,,,,,,,,
317,U1352C,132,R,CC,,1777.59,F,P,93,,,,,,,,,,,,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,X,,?,,,,?,,,,,,,,,,,,,,,,,
317,U1352C,133,R,CC,,1789.60,F,P,98,?,,,,,,,,,,,,,,?,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,
317,U1352C,134,R,CC,,1797.70,C,P,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,cf.,,X,,,,,,,,,,,,,,,,,
317,U1352C,135,R,CC,,1810.40,C,P,99,?,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,cf.,,X,,,,,,,,,,,,,,,,,
317,U1352C,136,R,CC,,1819.56,F,P,97,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,?,,,,,,,,,,,,,,,,,,,,,
317,U1352C,137,R,CC,,1829.75,C,P,95,,,,,,,,,,,,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,?,,,,X,,,,,,,,,,,,,,,,,
317,U1352C,138,R,CC,,1841.54,F,P,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,
317,U1352C,139,R,CC,,1848.49,C,P,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,X,,X,,,,,,,,,,,,,,,,,,,,,
317,U1352C,140,R,CC,,1852.71,F,P,98,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,distinct faunal change
317,U1352C,141,R,CC,,1862.57,F,P,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352C,142,R,CC,,1871.46,F,P,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352C,143,R,CC,,1878.85,F,P,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352C,144,R,CC,,1885.85,F,P,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,
317,U1352C,145,R,CC,,1893.50,F,P,94,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352C,146,R,CC,,1903.29,F,P,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,?,,,,,,,,,,,,,,,,,,,,,,
317,U1352C,147,R,CC,,1916.63,C,M,72,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,
317,U1352C,148,R,CC,,1924.26,C,M,98,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352D,1,H,CC,,3.55,A,G,56,,X,X,,,,,X,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,,F,,F,,,,C,,,
317,U1352D,2,H,CC,,13.32,A,G,72,,X,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,X,,,,X,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,,F,,,,C,,,
317,U1352D,3,H,CC,,22.33,A,G,64,,X,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,F,,F,,,,C,,,
317,U1352D,4,H,CC,,32.60,A,G,70,,X,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,,F,,,,,,,
317,U1352D,5,H,CC,,41.98,A,G,86,,X,X,,,,,X,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,,,,R,,,,,
317,U1352D,6,H,CC,,51.26,A,G,81,,X,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,,C,,F,,,,,,,
317,U1352D,7,H,CC,,60.32,A,G,82,,X,X,X,,,?,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,X,X,,,X,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,F,C,,F,,,,A,,,
317,U1352D,8,H,CC,,70.00,A,G,55,,X,X,,,,,,,,X,,,,,X,,,,,,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,?,,X,X,,,,,,,,,,,,,,,C,,F,,,,A,,,
317,U1352D,9,H,CC,,79.80,A,G,80,,X,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,F,C,,F,,,,A,,,
317,U1352D,10,H,CC,,88.92,A,G,63,,X,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,X,X,,,X,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,C,C,,F,,,,A,,,
317,U1352D,11,H,CC,,98.23,A,G,80,,X,X,X,,,,,,,X,,,,,X,,,,,,,,,,,,,,,,,,,?,,X,,,,X,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,,,,,,A,,,
317,U1352D,12,H,CC,,108.55,A,G,56,,X,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,?,,X,,,,,,,,,,,,,,,C,C,,F,,,,A,,,
317,U1352D,13,H,CC,,117.72,A,G,61,,X,X,,,,,,,,X,,,,,X,,,,,,,,x,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,F,,F,,,,A,,,
317,U1352D,14,H,CC,,127.61,A,G,74,,X,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,X,,X,,,X,,,,,,,,,,,,,,?,,X,X,,,,,,,,,,,,,,,F,,F,,,,A,,,
