Exp,Site,Hole,"Core, section",interval (cm),Top Depth [m],Bottom Depth [m],Abundance,Preservation,Actinocyclus curvatulus,Actinocyclus ochotensis,Actinocyclus oculatus,Actinoptychus senarius,Asteromphalus brookei,Asteromphalus robustus,Aulacoseira spp.,Bacterosira fragilis,Cocconeis costata,Cocconeis scutellum,Coscinodiscus marginatus,Coscinodiscus oculus-iridis,Delphineis cf. angustata,Delphineis kippae,Delphineis surirella,Detonula confervacea,Diploneis spp.,Encyonema lacustre,Eunotia spp.,Fragilaria sp.,Fragilariopsis cylindrus,Fragilariopsis oceanica,Grammatophora angulata,Navicula distans,Navicula spp.,Neodenticula koizumii,Neodenticula seminae,Neodenticula sp. A,Neodenticula spp.,Nitzschia spp.,Odontella aurita,Paralia sol,Paralia sulcata,Porosira glacialis,Proboscia curvirostris,Pyxidicula horridus,Pyxidicula pustulatus,Pyxidicula turris,Pyxidicula spp.,Raphoneis amphiceros,Rhabdonema sp.,Rhizosolenia barboi,Rhizosolenia hebetata f. hebetata,Rhizosolenia hebetata f. hiemalis,Rhizosolenia hebetata f. semispina,Rhizosolenia styliformis,Rhizosolenia spp.,Stauroneis spp.,Stellarima microtrias,Thalassionema bacillaris,Thalassionema nitzschioides,Thalassiosira antarctica Spores,Thalassiosira antiqua,Thalassiosira decipiens,Thalassiosira eccentrica,Thalassiosira gravida,Thalassiosira hyalina,Thalassiosira jouseae,Thalassiosira latimarginata,Thalassiosira lineata,Thalassiosira nordenskioeldii,Thalassiosira oestrupii,Thalassiosira poroseriata,Thalassiosira spp.,Thalassiothrix longissima,Diatom Zone (NPD) in Yanagisawa and Akiba (1998),Top [cm],Bottom [cm],Core,Section,Type,A/W,Sample,eodp_id
323,U1344,A,11H-CC,,104.36,104.46,A,M-G,,,,,,,,C,,,,,,,F,,,,,,,C,,,F,,F,,,,C,C,R,,R,,,,,,,,F,F,F,,,,,,R,A,,,,,,R,C,,,F,,,R,Neodenticula seminae (NPD12),,,11,CC,H,,323-U1344A-11H-CC,92765b7601ffb8b93cb3c7b0cc16197e
323,U1344,A,12H-2,70.00,105.78,105.78,A,M-G,F,,,,,R,,F,,,,,,,,,,,,,C,,,,,,C,,R,C,F,F,C,,,,,R,,,,,F,R,,,R,,,,C,C,,,,F,R,,C,,R,,,F,R,Neodenticula seminae (NPD12),70.00,,12,2,H,,323-U1344A-12H-2,df687cb98dac45ce53ad00f2c65d0aad
323,U1344,A,12H-6,70.00,111.58,111.58,A,G,C,,,,,,,F,,,F,,F,,C,,,,,,F,,,,,,C,,,F,,,,R,F,,,F,,,,,,C,,,,,,,R,A,,,,,,F,C,,,,,,R,Neodenticula seminae (NPD12),70.00,,12,6,H,,323-U1344A-12H-6,7e75ca0f8bc863d86feedc73240e0af6
323,U1344,A,12H-CC,,113.86,113.96,A,G,F,,,,,,,C,,,,,,,,,,,,,,C,,,,,C,,,,C,,R,F,,,,,,,,,,R,R,,,,,,C,A,,,,,,C,F,,R,R,,,,Neodenticula seminae (NPD12),,,12,CC,H,,323-U1344A-12H-CC,660ea201b6efc03e50ad1d9466a10fda
323,U1344,A,13H-CC,,123.39,123.49,C,G,F,,,,,,,F,,,,,,,,R,,,,,C,F,,,,,C,,,,,,F,R,R,,,,,,,R,,,F,,,,,,C,A,,,,,R,C,F,,,R,,,,Neodenticula seminae (NPD12),,,13,CC,H,,323-U1344A-13H-CC,e2181e5f823c06e220c83c9a48d2e111
323,U1344,A,14H-CC,,132.79,132.89,A,G,F,R,,,,,,F,,,F,,,,,,R,,,,C,,,,,,F,,,C,,R,F,R,R,,,R,,,,R,R,,,,,,,,C,A,,,,,,F,F,,,,,,,Proboscia curvirostris (NPD11),,,14,CC,H,,323-U1344A-14H-CC,4a2dbfb816873ff7ed3970eb196416e7
323,U1344,A,15H-CC,,142.35,142.45,A,G,F,R,,,,,,A,,,F,,,,R,R,,,,,,,,,,,A,,,,F,F,C,,,,,,F,,,,,,,,R,,,,,C,,,,R,,C,F,,F,,,F,,Proboscia curvirostris (NPD11),,,15,CC,H,,323-U1344A-15H-CC,ad7dd4669c8f2a645a13348adee2181a
323,U1344,A,16H-CC,,152.13,152.23,C,M-G,C,,,,,,,C,,,,,,,F,,,,,,F,C,,,,,C,,,,,F,C,,,,,,,,,,,R,F,,,,,,R,A,,,,,,C,F,,,R,,,R,Proboscia curvirostris (NPD11),,,16,CC,H,,323-U1344A-16H-CC,872aadafb055aecff9990276710d7009
323,U1344,A,17H-CC,,161.17,161.27,F,M-G,C,C,,,,,,,,,,,,,R,F,,,,,,C,,,R,,F,,,F,F,F,A,,F,,,,,,,R,,,,,,,,,F,C,,,,,,,C,,,,,,,Proboscia curvirostris (NPD11),,,17,CC,H,,323-U1344A-17H-CC,db8f96de81b9efc4168e2a87f50bae55
323,U1344,A,18H-CC,,171.24,171.34,A,M-G,F,,,,,,,F,,,,,F,,F,,,,,,,,,,,,C,,,C,,F,C,,F,,,,,F,R,,,,,,,,,F,R,A,,,,,,C,F,,,,,,,Proboscia curvirostris (NPD11),,,18,CC,H,,323-U1344A-18H-CC,baa00d6a59cc8de47a01ae093321528d
323,U1344,A,19H-CC,,180.07,180.17,A,G,C,,,,,,,F,,,F,,F,,F,,R,,,,,,,R,,,C,,,C,F,F,A,,F,,,,,,,,,,,,,,,F,F,C,,,,,,F,R,,,,,,F,Proboscia curvirostris (NPD11),,,19,CC,H,,323-U1344A-19H-CC,bfc51b23f4d9025e46aec5cbe1337ec6
323,U1344,A,20H-CC,,190.30,190.40,C,M-G,C,,,,,,R,F,,,,R,R,,,,,,,,,,,,,,F,,,F,F,C,F,,C,,,,,,,C,,,,,,,,,R,A,,,,,,F,F,,,,,,R,Proboscia curvirostris (NPD11),,,20,CC,H,,323-U1344A-20H-CC,40b84aae00074a654f085a22b73e324b
323,U1344,A,21H-CC,,199.18,199.28,A,M-G,C,,,,,,,F,,,C,,,,,,,,,,F,,,,,,C,,,F,,,,F,,,,,,,,,R,R,,,,,,R,F,A,,,,R,R,C,C,,,,,R,F,Proboscia curvirostris (NPD11),,,21,CC,H,,323-U1344A-21H-CC,21f623d3d1b47e990f80445f301182d9
323,U1344,A,22H-CC,,208.73,208.83,A,G,F,,,,,,,,,,R,,,,,,,,,,,,,,,,C,,,,R,F,C,C,F,,,,,,R,,F,,R,,,,,,F,A,,,,,,F,C,,,,,,,Proboscia curvirostris (NPD11),,,22,CC,H,,323-U1344A-22H-CC,cd3a18d97bdfe78a83e1974c7af0d149
323,U1344,A,23H-CC,,218.01,218.11,A,M-G,C,,,,,,,C,,,R,,C,,C,,,,,,C,,,,,,C,,,C,F,C,C,C,F,,,,F,,,,,,,,,,,,F,C,,,,F,,F,C,,,,,C,,Proboscia curvirostris (NPD11),,,23,CC,H,,323-U1344A-23H-CC,c6b7e8b936993fe4c67e9640150b3458
323,U1344,A,24H-CC,,226.57,226.67,A,M-G,C,,,,,,,R,,R,R,,,,,,,,,,,,,,,,F,,,R,,C,F,,R,,,R,,,,R,F,F,,F,F,F,,,,A,,,,R,,C,C,,,,,C,,Proboscia curvirostris (NPD11),,,24,CC,H,,323-U1344A-24H-CC,4f4a3c17db0c260bcc868005e844c102
323,U1344,A,25H-CC,,236.00,236.10,A,M-G,F,,,,,,,F,,,F,,F,,,,,,,,,,,,,,F,,,F,,,,F,F,,,,R,,,,R,R,,,,,,,,A,,,,,,F,C,,,,,,F,Proboscia curvirostris (NPD11),,,25,CC,H,,323-U1344A-25H-CC,a0b045ac1e0aeed8a3cabcb1c5162953
323,U1344,A,26H-CC,,245.39,245.49,C,M,F,R,,,,,,,,,,,,R,,,,,,,,,,,,,C,,,,,C,,C,,,,,,,,R,,,,,,,,,,A,,,,,,C,C,,,F,,,F,Proboscia curvirostris (NPD11),,,26,CC,H,,323-U1344A-26H-CC,8c9d723b042eb6e831204d25fdbfc090
323,U1344,A,27H-CC,,255.73,255.83,A,M,A,,,,,,,,,,,,,,F,,,,,,,,,,,,F,,,,,C,R,F,F,,,R,,,,,R,,F,R,,,,,,A,,,,,,,R,,,,,,R,Proboscia curvirostris (NPD11),,,27,CC,H,,323-U1344A-27H-CC,3a28b551170fcb2181b2fefdd97679a5
323,U1344,A,28H-CC,,263.73,263.83,A,G,C,F,,,,,,,,,R,,,,,,,,,R,R,,,,,,F,,,,,F,,F,,,,F,,,,,R,,,,,,,F,F,D,,,,,,F,C,,,,,R,,Proboscia curvirostris (NPD11),,,28,CC,H,,323-U1344A-28H-CC,4f27c8577b6d8df40a0a7a1ad398fc5d
323,U1344,A,29H-CC,,270.25,270.35,A,G,F,,,,,,,,,,F,,C,,,R,R,,,,,,,,,,F,,,F,,,C,,R,,,,,,,,,,,,,,,,,D,,,,,R,F,F,,,,,,,Proboscia curvirostris (NPD11),,,29,CC,H,,323-U1344A-29H-CC,7873dd369fc56127e8a5dd44b32d658e
323,U1344,A,30H-CC,,280.21,280.31,A,G,F,R,,,,,,F,,,F,R,,,,,,,,,R,,,,,,R,,,,R,,,F,C,,,A,C,,,,F,,,R,,,,,,A,,,,,,C,F,,,,,,,Proboscia curvirostris (NPD11),,,30,CC,H,,323-U1344A-30H-CC,6516eb5503b43c7a661908bc3421a8ba
323,U1344,A,31H-CC,,288.48,288.58,A,M-G,F,,,,,,,,,,,,F,,,,,,,,F,,,R,,,F,,,C,,F,,,,,,,F,,,,,,,,,,,,,D,,,,,,F,F,,,,,,,Proboscia curvirostris (NPD11),,,31,CC,H,,323-U1344A-31H-CC,5f9a03225a2043c72695f9fb5fd41c8c
323,U1344,A,32H-CC,,299.07,299.17,A,M,,,,,,,,,,,,,,F,,,,,,,,F,,R,,,F,,,R,,C,R,,,,,F,,,,,,R,R,,,,,,,D,,,,,,R,,,,,,,,Proboscia curvirostris (NPD11),,,32,CC,H,,323-U1344A-32H-CC,1ae26e041d707329f6e48380fd0accf4
323,U1344,A,33H-CC,,309.13,309.23,A,M,F,,,,,,,,,,,,,,,C,,,,,,F,,,,,C,,,C,,,,,F,,,,,,,R,,R,C,,,,,,F,A,,,,,,,F,,,F,,,,Proboscia curvirostris (NPD11),,,33,CC,H,,323-U1344A-33H-CC,189f5defeb61343ebf8a90c85bf90658
323,U1344,A,34H-CC,,318.31,318.41,A,G,C,,,,,,,F,,,F,,,,,,,,,,,,,,,,A,,,F,,F,,F,F,,,,F,,,,C,,,,R,,F,,,A,,,,,F,C,F,,,,R,,,Proboscia curvirostris (NPD11),,,34,CC,H,,323-U1344A-34H-CC,d171194f37c18a618a390ca0fbaa2564
323,U1344,A,35X-CC,,323.47,323.57,C,G,F,F,R,R,,,,C,,,,,R,,R,,,,,,,,,,,,C,,,,R,,A,F,R,,,R,,,,R,,,R,R,,,,,,A,,,,,,C,F,,R,R,,,F,Actinocyclus oculatus (NPD10),,,35,CC,X,,323-U1344A-35X-CC,5323730fcc60fd8988472e238c76c040
323,U1344,A,36X-CC,,338.79,338.89,A,G,C,,,,,,,R,,,F,,,,F,,,,,,R,,,,,,A,,R,,,R,,C,,,,,R,,,,F,F,R,R,R,,,,,A,,,,,,F,R,,,,,,R,Actinocyclus oculatus (NPD10),,,36,CC,X,,323-U1344A-36X-CC,4c4ead9ff57283496c8dc893603d65d8
323,U1344,A,37X-CC,,346.28,346.38,A,G,A,,R,,,,,,,,,,,R,,,,,,,R,F,,,,,A,,,,,,,F,F,,,,,,,,,,,,,,,,,A,,,,,,R,F,,,,,,,Actinocyclus oculatus (NPD10),,,37,CC,X,,323-U1344A-37X-CC,fb97882b2144e087151ce5e7788f4a61
323,U1344,A,38X-CC,,356.98,357.08,A,M-G,,,,,,,,,,,,,,,,,,,,,,,,,,,A,F,,F,,,,A,R,,,,R,,,,R,,,,,,,,,A,,,,,R,,F,,,,,F,,Actinocyclus oculatus (NPD10),,,38,CC,X,,323-U1344A-38X-CC,9c56b4695f06a26ba9f9c74e254fe9b2
323,U1344,A,39X-CC,,364.13,364.23,A,G,C,,,,,R,,F,,,,R,,,,,,,,,,F,,,,,A,,,F,,F,C,R,F,,,,,,,,,,R,,,,,,F,C,,,,,,F,F,,,,,,R,Actinocyclus oculatus (NPD10),,,39,CC,X,,323-U1344A-39X-CC,e587a0988f31a1d2a94ebccd087d5917
323,U1344,A,40X-CC,,373.09,373.19,A,M,C,,,,,,,,,,A,,,,R,,,,,,,,,,,,A,,,F,,,,R,R,,,R,R,,,,,,,,R,,R,,,C,,,,,,R,C,,,,,C,R,Actinocyclus oculatus (NPD10),,,40,CC,X,,323-U1344A-40X-CC,ab560633bc60460e62b6a71c858d4e31
323,U1344,A,41X-CC,,387.87,387.97,A,M-G,C,,,,,,,C,,,R,R,,,,,,,,,,,,,,,C,,,,,,C,C,R,,,C,F,,,C,,,F,,,,,,,A,,,,,,F,F,,,F,,,R,Actinocyclus oculatus (NPD10),,,41,CC,X,,323-U1344A-41X-CC,8802e2ba0e6ee8b537bcdec71a10ecf6
323,U1344,A,42X-CC,,397.41,397.51,A,G,C,R,R,,,,,,,,C,,,,,,,,,,R,,,,,,,,,,,C,,C,R,,,R,,,,,,,,,,,,,R,A,,,,R,F,,F,R,,,,R,,Actinocyclus oculatus (NPD10),,,42,CC,X,,323-U1344A-42X-CC,e4a04a50acfbc7b6e3256a624fe4d6bc
323,U1344,A,43X-CC,,403.46,403.56,C,M,C,F,,,,,,R,,,,F,C,,,,,,F,,,,,,,,C,,,R,,R,A,R,F,R,,,,,,C,,,,,,,,,,C,,,,,,R,,,,,,,R,Actinocyclus oculatus (NPD10),,,43,CC,X,,323-U1344A-43X-CC,5960b33bf7b99b5a6144a60fc03acaa3
323,U1344,A,44X-CC,,414.88,414.98,A,G,C,F,C,,,,,F,,,,,,,,,R,,,,F,,,,,,A,,,F,,F,C,,,,,F,,,,,,,R,,,,,,F,A,,,,,,F,,,R,R,,,,Actinocyclus oculatus (NPD10),,,44,CC,X,,323-U1344A-44X-CC,8ea76e1c1afa1a404af10d7245628953
323,U1344,A,45X-CC,,425.83,425.93,C,G,C,F,,,,,,C,,,,,F,R,R,,,,,,R,F,,,,T,C,,,C,,,A,R,,,,,,,,,,,,,,,,,,A,,,,,,C,F,,,,,,,Actinocyclus oculatus (NPD10),,,45,CC,X,,323-U1344A-45X-CC,0dfa511b0bede55ec612a210cdf7604a
323,U1344,A,46X-CC,,434.00,434.10,A,M-G,A,,F,,,,,,,,,,,,,,,,,,,,,,,,C,,,F,,,F,F,,,,,,,,,R,,,,,,,,,A,,,,,,F,F,,,F,,,F,Actinocyclus oculatus (NPD10),,,46,CC,X,,323-U1344A-46X-CC,2cd36fa199d731d8d5b61324936303e9
323,U1344,A,47X-CC,,442.92,443.02,C,G,R,,C,,,,,R,,,,,,,C,,F,,,,,,,,,,F,,,,,C,A,F,R,,,,R,,,,,,,,,,,,,A,,,,,,F,R,,,R,,,,Actinocyclus oculatus (NPD10),,,47,CC,X,,323-U1344A-47X-CC,17dac8bf1ec16e39ee61c3b076b0b53b
323,U1344,A,48X-CC,,451.59,451.69,C,M,C,,,,,,,R,R,,,,,,,,R,,R,,R,F,,,,,C,,,F,,R,R,F,,,,,,,,,R,,C,,,,,,F,A,R,,,,,F,R,,,F,,,F,Actinocyclus oculatus (NPD10),,,48,CC,X,,323-U1344A-48X-CC,1bf1a47220e83fecf1512664cc67f8c8
323,U1344,A,49X-CC,,461.75,461.85,C,G,,,,,,,,F,,,,,,,C,F,,,,,R,R,,,F,,A,,,,,,,R,,,,,,,,,,,R,,,,,,F,F,,,,,,C,R,,R,F,,,R,Actinocyclus oculatus (NPD10),,,49,CC,X,,323-U1344A-49X-CC,511cb33bb0973b443fd8656340658cbd
323,U1344,A,50X-CC,,473.39,473.49,C,M,C,R,R,,R,,,,,,,F,,,,,,,,R,R,F,,,R,,A,,,,,C,,F,,,,,,,,,,,R,,,,,,,A,,,,,,F,C,,,R,,,,Actinocyclus oculatus (NPD10),,,50,CC,X,,323-U1344A-50X-CC,73b7d8676f3fec2b0998de599a2f9370
323,U1344,A,51X-CC,,482.57,482.67,C,G,F,R,,,,,,,,,,,,R,,R,,,,,C,C,,F,,,A,,,F,,F,,C,,,,,,,,,R,,F,,,,,,F,A,,,,,R,F,R,,,R,,,,Actinocyclus oculatus (NPD10),,,51,CC,X,,323-U1344A-51X-CC,d8faa19af9a2a93ddfe33f41eb83e369
323,U1344,A,52X-CC,,493.10,493.20,A,G,C,R,F,,,,,R,R,,,,,,R,R,,,,,F,,,,R,,A,,,,,F,R,,,,,R,,,,,,,F,R,,,C,,F,C,,,,,,C,F,,,C,,,F,Actinocyclus oculatus (NPD10),,,52,CC,X,,323-U1344A-52X-CC,30d3be3006d4ce9674ab3a0f674ea902
323,U1344,A,53X-CC,,502.03,502.13,C,M,F,R,,,,,,F,,,,,,,,C,,,,,F,R,,,,,A,,,F,,,C,F,,,,,,,,,,,,F,,,,,,C,,,,,,R,F,,,F,,F,,Actinocyclus oculatus (NPD10),,,53,CC,X,,323-U1344A-53X-CC,c52b86c5458cdb28f83219f8b3be52e5
323,U1344,A,54X-CC,,511.86,511.96,C,M,R,,R,,,,,F,,,,,,,R,,,,,,F,,,,,,A,F,,F,R,F,A,F,R,,,,,,,,,,,,,,,,F,F,,R,,R,R,C,C,,R,,,C,R,Actinocyclus oculatus (NPD10),,,54,CC,X,,323-U1344A-54X-CC,9e21a37e4f6f4145f031d17265d5cee6
323,U1344,A,55X-CC,,521.70,521.80,C,M,C,R,,,,,,,,,,,,,,,,,,,F,,,,,,A,,,,,,R,R,,,,R,F,,,,,,,,,,F,,,C,,R,,,,A,C,,,,,F,R,Actinocyclus oculatus (NPD10),,,55,CC,X,,323-U1344A-55X-CC,f969596dc14ef142317ea0de85c656a1
323,U1344,A,56X-CC,,530.21,530.31,C,M-G,C,,,,,,,,,,F,,C,,C,R,,,,,F,,,,,,C,,,R,,R,R,F,F,,,,,,,F,,,F,F,,,R,,C,C,,,,,,F,F,,,C,,F,,Actinocyclus oculatus (NPD10),,,56,CC,X,,323-U1344A-56X-CC,37e9e5dd5aadea9473d359f91d432f2f
323,U1344,A,57X-CC,,540.18,540.28,C,M-G,F,,,,,,,,,,,R,,,,,,,,,,F,,,,,F,,,F,,A,,F,,,,,,,,R,,R,R,,,,,,,A,,,,,,F,R,,,R,,,,Actinocyclus oculatus (NPD10),,,57,CC,X,,323-U1344A-57X-CC,e0fd3998a4d36cf00399e9597934bcf0
323,U1344,A,58X-CC,,549.47,549.57,C,M-G,C,,F,,,,,F,,,,,R,,F,R,,,,,R,F,,,,,A,,,,,C,,C,,,,,,,,F,R,,R,F,,,,,,A,,,,,,R,R,,R,F,,F,R,Actinocyclus oculatus (NPD10),,,58,CC,X,,323-U1344A-58X-CC,293e9819053f8e675be19a0282deb9bd
323,U1344,A,59X-CC,,558.69,558.79,C,M-G,C,R,,,R,,,,,,,F,A,,C,,,,,,,R,,,,,C,,,F,,C,,C,,,,,,,,F,,,C,,,,F,,,C,,,,,,R,F,,,,,R,R,Actinocyclus oculatus (NPD10),,,59,CC,X,,323-U1344A-59X-CC,43b81f616def204254f66d54df8f1555
323,U1344,A,60X-CC,,567.32,567.42,A,G,C,,C,,,,,,,,R,,,,F,,,,,,,,,,,,C,,,,,A,C,,,,,,,,,R,,F,,,F,,,,,C,,,,,,F,,,,,,,R,Actinocyclus oculatus (NPD10),,,60,CC,X,,323-U1344A-60X-CC,09c99c2399e3fdff8416c37cedd9f11d
323,U1344,A,61X-CC,,578.80,578.90,C,M-G,C,R,,,,,,,R,,,,,,,,,,R,,R,,,,,,C,R,,,,C,,R,,,,,F,,,,R,,,,F,,,,,F,,,,,R,,,,,,,,,Actinocyclus oculatus (NPD10),,,61,CC,X,,323-U1344A-61X-CC,f85397e43e4764ba1cf06eca6f07d833
323,U1344,A,62X-CC,,587.51,587.61,C,M-G,C,,,,,,,,,,C,,,,,,,,,,,,F,,,T,C,C,,F,,C,,C,,,,R,,,,R,F,,,,,,R,R,F,A,,,,R,R,F,F,,F,,,R,,Actinocyclus oculatus (NPD10),,,62,CC,X,,323-U1344A-62X-CC,0a976d36f696d156da453635f67ecd01
323,U1344,A,63X-CC,,596.19,596.29,C,M-G,C,R,,,,,,,,,,,R,,,,,,,,,,,,,,C,,,,,A,,C,,C,,C,,,,R,R,,,,,,,,,F,,,,,,R,,,,,,,,Actinocyclus oculatus (NPD10),,,63,CC,X,,323-U1344A-63X-CC,89f9d70cffa4818961e4862b68a83e0a
323,U1344,A,64X-CC,,607.63,607.73,F,M,C,,,,,,,,,,,,F,,F,,,,,,R,,,,,,C,F,,C,,F,,C,,,,,,,,R,,,,,,,,,R,A,,,,,,,F,,,,,F,,Actinocyclus oculatus (NPD10),,,64,CC,X,,323-U1344A-64X-CC,08e8aef80eb0f0d237e716ed5484738b
323,U1344,A,65X-CC,,617.98,618.08,C,M-G,F,R,R,,,,,R,,,,,,,,,,,,,,,,,,,C,,,,,C,C,C,,,,,,,,R,,,C,,,,,,,A,,,,,,F,,,,,,,,Actinocyclus oculatus (NPD10),,,65,CC,X,,323-U1344A-65X-CC,1bd35629ce4f3e5bdea01d71dc6d3fcb
323,U1344,A,68X-CC,,645.90,646.00,C,G,C,R,,,,,,R,,,F,,C,,F,,,,,,,,,,,,,F,,F,,C,,C,,F,,R,,,,,,,,,,,,,F,A,,,,,,,,,,,,F,R,Actinocyclus oculatus (NPD10),,,68,CC,X,,323-U1344A-68X-CC,4261cc870ae7e4293185a36d38282a27
323,U1344,A,69X-CC,,647.16,647.26,A,G,F,,F,,,,,,,,,,C,,,,,,,,R,,,,,,F,C,,,,F,,,,A,,,F,,,,,,,,,,,,R,C,,,,,,C,F,,,,,,R,Actinocyclus oculatus (NPD10),,,69,CC,X,,323-U1344A-69X-CC,6019f5eb5bc304179264f5339d2a176f
323,U1344,A,70X-CC,,666.35,666.45,C,M-G,C,C,C,,,F,,,,,F,,C,,,,,,,,,,,,,T,F,F,,,,,,R,,F,,,,,,F,R,,,F,R,,,,R,C,,F,,,,F,,,,,,C,C,Actinocyclus oculatus (NPD10),,,70,CC,X,,323-U1344A-70X-CC,ee7755842b417edf21970b0a2017749e
323,U1344,A,71X-CC,,675.08,675.18,C,M-G,F,,,,,,,,,,R,,R,,F,,,,,,,,,,,T,F,F,,,,C,R,C,,A,,F,,,,,R,,,,R,,,,F,C,,,,,,C,F,,,,,,,Actinocyclus oculatus (NPD10),,,71,CC,X,,323-U1344A-71X-CC,c96d01e495a98acfc967596f590d129a
