Site,Exp,Hole,Core,Type,Section,Half,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Preservation,Group Abundance,Coscinodiscus radiatus,Hyalodiscus sp.,Paralia sulcata,Pinnularia sp.,Thalassiosira fasciculata,Triceratium sp.,Chaetoceros resting spores,Comments,,,,,A/W,Sample,eodp_id
,317,U1351B,77,X,CC,,,,669.72,669.73,-,B,,,,,,,,,,,,,,317-U1351B-77X-CC,1c60f039a4e0a9077556774ab6211311
,317,U1351B,78,H,CC,,,,678.99,679.00,-,B,,,,,,,,,,,,,,317-U1351B-78H-CC,991302090623eb3163042afde61428a0
,317,U1351B,79,X,CC,,,,679.46,679.47,-,B,,,,,,,,,,,,,,317-U1351B-79X-CC,925a8c1069caf73c9be282be245edf24
,317,U1351B,80,X,CC,,,,688.06,688.07,-,B,,,,,,,,,,,,,,317-U1351B-80X-CC,ac9d1cf0bd0fcd1d4cc53653cbd298a6
,317,U1351B,81,X,CC,,,,697.67,697.68,-,B,,,,,,,,,,,,,,317-U1351B-81X-CC,e01ae0780d97b6758ef87de78d05cdf4
,317,U1351B,82,X,CC,,,,707.27,707.28,-,B,,,,,,,,,,,,,,317-U1351B-82X-CC,47cdfa610844e200a0a06d646c62115c
,317,U1351B,83,X,CC,,,,716.94,716.95,-,B,,,,,,,,,,,,,,317-U1351B-83X-CC,07003fe08ac49802852914e69cac5eeb
,317,U1351B,84,X,CC,,,,726.71,726.72,-,B,,,,,,,,,,,,,,317-U1351B-84X-CC,30dc94575ed0beef3c82e6fbaa3cd04f
,317,U1351B,85,H,CC,,,,736.41,736.42,-,B,,,,,,,,,,,,,,317-U1351B-85H-CC,0b5f1d21cd196f6b434ac4f72fcc0729
,317,U1351B,86,X,CC,,,,737.59,737.60,-,B,,,,,,,,Sediment with calcareous concretion,,,,,,317-U1351B-86X-CC,9aa16ecb3467217f7a30c1ec372561ed
,317,U1351B,87,X,CC,,,,745.30,745.31,-,B,,,,,,,,,,,,,,317-U1351B-87X-CC,8e80ffcd4105a03ee71807ca93d4fed9
,317,U1351B,88,X,CC,,,,757.33,757.34,-,B,,,,,,,,,,,,,,317-U1351B-88X-CC,73cd283a3a00046a4114a20f9ff88d16
,317,U1351B,89,X,CC,,,,766.94,766.95,-,B,,,,,,,,,,,,,,317-U1351B-89X-CC,bdf82a4660213c3545ce814be6a87791
,317,U1351B,90,X,CC,,,,778.52,778.53,-,B,,,,,,,,,,,,,,317-U1351B-90X-CC,33014f674e45327cc427ff1dfb6bde57
,317,U1351B,91,X,CC,,,,784.04,784.05,-,B,,,,,,,,Sediment with calcareous concretion,,,,,,317-U1351B-91X-CC,06a1479702071af39077234799447aa4
,317,U1351B,92,X,CC,,,,796.33,796.34,-,B,,,,,,,,,,,,,,317-U1351B-92X-CC,70349f435b0c18b0bd85dcbfdcdac4d2
,317,U1351B,93,X,CC,,,,812.51,812.52,-,B,,,,,,,,,,,,,,317-U1351B-93X-CC,537bd9e32fcefecd8592cf479928c404
,317,U1351B,94,X,CC,,,,819.12,819.13,-,B,,,,,,,,,,,,,,317-U1351B-94X-CC,6770fb463099120d381b823cb6882d29
,317,U1351B,95,X,CC,,,,822.69,822.70,-,B,,,,,,,,,,,,,,317-U1351B-95X-CC,ac55724701469d9338a52c5ae83162fd
,317,U1351B,96,X,CC,,,,832.15,832.16,-,B,,,,,,,,,,,,,,317-U1351B-96X-CC,4b042fc2e69aa9a1c0319c2818842073
,317,U1351B,97,X,CC,,,,847.79,847.80,-,B,,,,,,,,Sediment with calcareous concretion,,,,,,317-U1351B-97X-CC,d2fb7c85187274d660491d2a79e15b88
,317,U1351B,98,X,CC,,,,851.64,851.65,-,B,,,,,,,,Sediment with calcareous concretion,,,,,,317-U1351B-98X-CC,94145d7cf42495865c6228601dd1843e
,317,U1351B,99,X,CC,,,,861.39,861.40,-,B,,,,,,,,,,,,,,317-U1351B-99X-CC,6e9ed2b98281c4552b2fd82957ea6a7c
,317,U1351B,100,X,1,W,122,123,871.52,871.53,-,B,,,,,,,,Calcareous concretion,,,,,,317-U1351B-100X-1,87236dfa27509f5b0280af83a6e6a30d
,317,U1351B,100,X,3,W,71,72,874.01,874.02,-,B,,,,,,,,Calcareous concretion,,,,,,317-U1351B-100X-3,34ccb2686803bcef62d65eb7624a63cf
,317,U1351B,100,X,5,W,39,41,876.69,876.71,-,B,,,,,,,,Calcareous concretion,,,,,,317-U1351B-100X-5,29aa8cc4904550d2e6674af2b5ffc931
,317,U1351B,100,X,CC,,,,877.62,877.63,-,B,,,,,,,,,,,,,,317-U1351B-100X-CC,befef4c8aed597a6c0f3b70d8d89b6ed
,317,U1351B,101,X,CC,,,,882.55,882.56,-,B,,,,,,,,,,,,,,317-U1351B-101X-CC,e8c5c1869f8c770032087e452d46a75b
,317,U1351B,102,X,CC,,,,889.81,889.82,-,B,,,,,,,,,,,,,,317-U1351B-102X-CC,23a8f6f929c91c11430b217dfa3efbc7
,317,U1351B,103,X,CC,,,,900.59,900.60,-,B,,,,,,,,,,,,,,317-U1351B-103X-CC,6482861878c1db8a8165bc30d65742e4
,317,U1351B,104,X,CC,,,,913.35,913.36,-,B,,,,,,,,,,,,,,317-U1351B-104X-CC,790084e20ccb077a76cbc8325dfea39e
,317,U1351B,105,X,CC,,,,918.77,918.78,-,B,,,,,,,,,,,,,,317-U1351B-105X-CC,2d1776b05331a38c1467ad73094f6ed8
,317,U1351B,106,X,CC,,,,933.14,933.15,-,B,,,,,,,,,,,,,,317-U1351B-106X-CC,8e17562bad0d391fe611fb0fff4d4702
,317,U1351B,107,X,CC,,,,938.22,938.23,-,B,,,,,,,,,,,,,,317-U1351B-107X-CC,f8726c7be53ae7597ec3d15ba78e8238
,317,U1351B,108,X,CC,,,,938.22,938.23,-,B,,,,,,,,,,,,,,317-U1351B-108X-CC,53a7df8d00315ebc1a3acd90cb57cef4
,317,U1351B,109,X,CC,,,,947.70,947.71,-,B,,,,,,,,,,,,,,317-U1351B-109X-CC,40c5b8be965d983e89a612dc68af8ef4
,317,U1351B,110,X,CC,,,,961.40,961.41,-,B,,,,,,,,,,,,,,317-U1351B-110X-CC,1530adbd4264c25f27943ca98b6037e6
,317,U1351B,111,X,CC,,,,966.74,966.75,-,B,,,,,,,,,,,,,,317-U1351B-111X-CC,70aee4523b5e16a8e40793cba00dddd7
,317,U1351B,112,X,CC,,,,976.66,976.67,-,B,,,,,,,,,,,,,,317-U1351B-112X-CC,3c6fc60d947907654627f5c0b1e25285
,317,U1351B,113,X,CC,,,,991.18,991.19,-,B,,,,,,,,,,,,,,317-U1351B-113X-CC,7aded0b03393900c86c29297bc28dc5c
,317,U1351B,114,X,CC,,,,998.34,998.35,-,B,,,,,,,,,,,,,,317-U1351B-114X-CC,a6a83e0f4e21bcd628322d806d92ca6d
,317,U1351B,115,X,CC,,,,1005.34,1005.35,-,B,,,,,,,,,,,,,,317-U1351B-115X-CC,4544eda28555368d654b20a7046c9afe
,317,U1351B,116,X,CC,,,,1014.56,1014.57,-,B,,,,,,,,,,,,,,317-U1351B-116X-CC,8235af0b2aed2730697f00c59fc04c77
,317,U1351B,117,X,CC,,,,1024.39,1024.40,-,B,,,,,,,,,,,,,,317-U1351B-117X-CC,544ffe779830a16bdf8f202eb5fa0e2b
