Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Heterohelix sp.,Globotruncana arca,Globotruncanita sp.,Gansserina wiedenmayeri,Archaeoglobigerina blowi,Rugoglobigerina hexacamerata,Globotruncana ventricosa,Globotruncana bulloides,Gansserina gansseri,Rugoglobigerina sp.,Hedbergella sp.,Globigerinelloides alvarezi,Archaeoglobigerina cretacea,Rugoglobigerina rugosa,Pseudoguembelina costulata,Heterohelix globulosa,Globotruncana lapparenti,Globigerinelloides messinae,Archaeoglobigerina sp.,Archaeoglobigerina sp. cf. A. blowi,Globotruncanita sp. cf. G. stuartiformis,Globotruncana sp. cf. G. arca,Contusotruncana plummerae,Globotruncana orientalis,Globigerinelloides prairiehillensis,Heterohelix punctulata,Globotruncana sp. cf. G. rosetta,Rugoglobigerina rotundata,Globotruncanita stuartiformis,Rugoglobigerina macrocephala,Globotruncanita pettersi,Globotruncana rosetta,Pseudotextularia elegans,Globigerinelloides sp.,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,G. gansseri       ,              ,144, 875,C,  5,M, 1, 131.00,     38.1100,Erba     ,Planktonic Foraminifers                      ,               ,                  ,               ,                  ,                   ,?                      ,                        ,                            ,                        ,                       ,                   ,                   ,               ,                           ,                           ,1                     ,                          ,1                    ,                        ,1                          ,                      ,                                   ,                                        ,                             ,                         ,                        ,                                   ,1                     ,                                ,                         ,                             ,                            ,                        ,                     ,                        ,                      ,from ODP LEG 144 SR; Ch 8; T6; p 164
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,G. gansseri       ,              ,144, 875,C,  6,M, 1,  93.00,     47.3300,Erba     ,Planktonic Foraminifers                      ,               ,                  ,               ,                  ,                   ,                       ,1                       ,                            ,                        ,                       ,                   ,                   ,               ,                           ,                           ,1                     ,                          ,                     ,                        ,                           ,                      ,                                   ,                                        ,                             ,                         ,                        ,                                   ,1                     ,                                ,                         ,                             ,                            ,?                       ,                     ,                        ,                      ,from ODP LEG 144 SR; Ch 8; T6; p 164
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,G. gansseri       ,              ,144, 875,C,  7,M, 1,  29.00,     56.2900,Erba     ,Planktonic Foraminifers                      ,               ,                  ,               ,                  ,                   ,                       ,                        ,1                           ,                        ,                       ,1                  ,                   ,               ,                           ,                           ,1                     ,1                         ,1                    ,                        ,                           ,                      ,                                   ,                                        ,                             ,                         ,                        ,                                   ,                      ,                                ,                         ,                             ,?                           ,1                       ,                     ,                        ,                      ,from ODP LEG 144 SR; Ch 8; T6; p 164
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,G. gansseri       ,              ,144, 875,C,  7,M, 1,  30.00,     56.3000,Erba     ,Planktonic Foraminifers                      ,               ,                  ,1              ,                  ,                   ,                       ,                        ,                            ,                        ,                       ,                   ,                   ,               ,                           ,                           ,                      ,                          ,                     ,                        ,                           ,                      ,                                   ,                                        ,                             ,                         ,                        ,                                   ,                      ,                                ,                         ,                             ,                            ,                        ,                     ,                        ,                      ,from ODP LEG 144 SR; Ch 8; T6; p 164
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,G. gansseri       ,              ,144, 875,C,  8,M, 1,  18.00,     65.8800,Erba     ,Planktonic Foraminifers                      ,               ,                  ,               ,                  ,                   ,                       ,                        ,                            ,                        ,                       ,                   ,                   ,               ,                           ,                           ,                      ,                          ,1                    ,                        ,                           ,                      ,                                   ,                                        ,                             ,                         ,                        ,                                   ,1                     ,                                ,                         ,                             ,                            ,                        ,                     ,                        ,                      ,from ODP LEG 144 SR; Ch 8; T6; p 164
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,G. gansseri       ,              ,144, 875,C,  9,M, 1,   0.00,     75.3000,Erba     ,Planktonic Foraminifers                      ,               ,                  ,               ,1                 ,                   ,                       ,1                       ,                            ,                        ,                       ,                   ,                   ,               ,                           ,1                          ,1                     ,                          ,                     ,                        ,                           ,                      ,                                   ,                                        ,                             ,                         ,                        ,1                                  ,                      ,                                ,                         ,                             ,                            ,                        ,                     ,                        ,                      ,from ODP LEG 144 SR; Ch 8; T6; p 164
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,G. gansseri       ,              ,144, 875,C,  9,M, 1,   0.00,     75.3000,Erba     ,Planktonic Foraminifers                      ,               ,                  ,1              ,                  ,                   ,                       ,                        ,                            ,                        ,                       ,1                  ,                   ,               ,                           ,                           ,                      ,                          ,                     ,                        ,                           ,                      ,                                   ,                                        ,                             ,                         ,                        ,                                   ,                      ,                                ,1                        ,1                            ,                            ,                        ,                     ,                        ,                      ,from ODP LEG 144 SR; Ch 8; T6; p 164
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,G. gansseri       ,              ,144, 875,C,  9,M, 1,  29.00,     75.5900,Erba     ,Planktonic Foraminifers                      ,               ,                  ,R              ,                  ,                   ,                       ,                        ,                            ,                        ,                       ,                   ,                   ,               ,                           ,                           ,                      ,                          ,                     ,                        ,                           ,                      ,                                   ,                                        ,                             ,                         ,                        ,                                   ,                      ,                                ,                         ,                             ,                            ,                        ,                     ,                        ,                      ,from ODP LEG 144 SR; Ch 8; T6; p 164
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,G. gansseri       ,              ,144, 875,C, 10,M, 1, 122.00,     86.2200,Erba     ,Planktonic Foraminifers                      ,               ,                  ,               ,                  ,                   ,                       ,                        ,                            ,                        ,                       ,                   ,                   ,               ,                           ,                           ,                      ,                          ,                     ,                        ,                           ,                      ,                                   ,                                        ,                             ,                         ,                        ,                                   ,1                     ,                                ,                         ,                             ,                            ,                        ,                     ,                        ,                      ,from ODP LEG 144 SR; Ch 8; T6; p 164
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,G. gansseri       ,              ,144, 875,C, 10,M, 2,  94.00,     87.4400,Erba     ,Planktonic Foraminifers                      ,               ,                  ,               ,                  ,                   ,                       ,                        ,                            ,1                       ,                       ,                   ,1                  ,               ,                           ,                           ,                      ,                          ,1                    ,                        ,                           ,                      ,                                   ,                                        ,                             ,                         ,                        ,                                   ,                      ,1                               ,                         ,                             ,                            ,                        ,                     ,                        ,                      ,from ODP LEG 144 SR; Ch 8; T6; p 164
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,G. gansseri       ,              ,144, 875,C, 11,M, 1,  68.00,     95.3800,Erba     ,Planktonic Foraminifers                      ,               ,                  ,               ,                  ,                   ,                       ,                        ,                            ,                        ,                       ,                   ,                   ,               ,                           ,                           ,                      ,                          ,                     ,                        ,                           ,1                     ,                                   ,                                        ,                             ,                         ,                        ,                                   ,                      ,                                ,                         ,                             ,                            ,                        ,                     ,                        ,                      ,from ODP LEG 144 SR; Ch 8; T6; p 164
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,G. gansseri       ,              ,144, 875,C, 11,M, 1, 121.00,     95.9100,Erba     ,Planktonic Foraminifers                      ,               ,                  ,               ,                  ,                   ,                       ,                        ,                            ,                        ,                       ,                   ,1                  ,               ,                           ,                           ,                      ,                          ,                     ,                        ,                           ,1                     ,                                   ,                                        ,                             ,                         ,                        ,                                   ,1                     ,                                ,                         ,                             ,                            ,                        ,                     ,                        ,                      ,from ODP LEG 144 SR; Ch 8; T6; p 164
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,G. gansseri       ,              ,144, 875,C, 11,M, 2,  61.00,     96.7800,Erba     ,Planktonic Foraminifers                      ,               ,                  ,               ,                  ,                   ,                       ,                        ,                            ,                        ,                       ,                   ,                   ,               ,                           ,                           ,                      ,                          ,R                    ,                        ,                           ,R                     ,                                   ,                                        ,                             ,                         ,                        ,                                   ,                      ,                                ,                         ,                             ,                            ,                        ,                     ,                        ,                      ,from ODP LEG 144 SR; Ch 8; T6; p 164
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,G. gansseri       ,              ,144, 875,C, 11,M, 3,  49.00,     98.1600,Erba     ,Planktonic Foraminifers                      ,               ,                  ,               ,                  ,                   ,                       ,1                       ,                            ,1                       ,                       ,                   ,                   ,               ,                           ,                           ,                      ,                          ,1                    ,                        ,                           ,                      ,                                   ,                                        ,                             ,                         ,                        ,                                   ,1                     ,                                ,                         ,                             ,                            ,                        ,                     ,                        ,                      ,from ODP LEG 144 SR; Ch 8; T6; p 164
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,G. gansseri       ,              ,144, 875,C, 11,M, 3,  93.00,     98.6000,Erba     ,Planktonic Foraminifers                      ,               ,                  ,               ,VR                ,                   ,                       ,1                       ,                            ,                        ,                       ,1                  ,                   ,               ,1                          ,1                          ,                      ,                          ,C                    ,                        ,                           ,                      ,                                   ,                                        ,                             ,                         ,1                       ,1                                  ,                      ,                                ,                         ,                             ,                            ,                        ,                     ,                        ,                      ,from ODP LEG 144 SR; Ch 8; T6; p 164
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,G. gansseri       ,              ,144, 875,C, 12,M, 1,   0.00,    104.3000,Erba     ,Planktonic Foraminifers                      ,               ,                  ,               ,                  ,                   ,                       ,R                       ,                            ,                        ,1                      ,                   ,                   ,               ,                           ,                           ,                      ,                          ,                     ,                        ,                           ,                      ,                                   ,1                                       ,1                            ,1                        ,                        ,                                   ,                      ,                                ,                         ,                             ,                            ,                        ,                     ,                        ,                      ,from ODP LEG 144 SR; Ch 8; T6; p 164
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,G. gansseri       ,              ,144, 875,C, 12,M, 1,  30.00,    104.6000,Erba     ,Planktonic Foraminifers                      ,               ,                  ,F              ,                  ,                   ,                       ,                        ,                            ,                        ,                       ,                   ,                   ,               ,                           ,                           ,1                     ,                          ,                     ,                        ,                           ,                      ,1                                  ,                                        ,                             ,                         ,                        ,                                   ,                      ,                                ,                         ,                             ,                            ,                        ,                     ,                        ,                      ,from ODP LEG 144 SR; Ch 8; T6; p 164
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,G. gansseri       ,              ,144, 875,C, 12,M, 1, 131.00,    105.6100,Erba     ,Planktonic Foraminifers                      ,               ,                  ,1              ,                  ,                   ,                       ,                        ,                            ,                        ,                       ,                   ,                   ,               ,                           ,1                          ,                      ,                          ,                     ,                        ,                           ,                      ,                                   ,                                        ,                             ,                         ,                        ,                                   ,                      ,                                ,                         ,                             ,                            ,                        ,                     ,                        ,                      ,from ODP LEG 144 SR; Ch 8; T6; p 164
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,G. gansseri       ,              ,144, 875,C, 13,M, 1,  24.00,    114.1400,Erba     ,Planktonic Foraminifers                      ,               ,                  ,               ,                  ,                   ,                       ,                        ,                            ,                        ,                       ,                   ,                   ,               ,                           ,                           ,                      ,                          ,                     ,                        ,                           ,1                     ,                                   ,                                        ,                             ,                         ,                        ,                                   ,                      ,                                ,                         ,                             ,                            ,                        ,                     ,                        ,                      ,from ODP LEG 144 SR; Ch 8; T6; p 164
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,G. gansseri       ,              ,144, 875,C, 13,M, 1,  67.00,    114.5700,Erba     ,Planktonic Foraminifers                      ,               ,                  ,               ,1                 ,F                  ,                       ,                        ,                            ,F                       ,1                      ,F                  ,                   ,1              ,?                          ,1                          ,1                     ,F                         ,1                    ,F                       ,1                          ,                      ,                                   ,                                        ,                             ,                         ,                        ,                                   ,                      ,                                ,                         ,                             ,                            ,                        ,                     ,                        ,                      ,from ODP LEG 144 SR; Ch 8; T6; p 164
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,G. gansseri       ,              ,144, 875,C, 13,M, 1,  68.00,    114.5800,Erba     ,Planktonic Foraminifers                      ,               ,                  ,               ,                  ,                   ,F                      ,C                       ,                            ,                        ,C                      ,                   ,C                  ,C              ,F                          ,C                          ,                      ,                          ,                     ,                        ,                           ,                      ,                                   ,                                        ,                             ,                         ,                        ,                                   ,                      ,                                ,                         ,                             ,                            ,                        ,                     ,                        ,                      ,from ODP LEG 144 SR; Ch 8; T6; p 164
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,G. gansseri       ,              ,144, 875,C, 13,M, 1, 123.00,    115.1300,Erba     ,Planktonic Foraminifers                      ,               ,                  ,               ,                  ,                   ,                       ,1                       ,                            ,                        ,1                      ,                   ,                   ,               ,                           ,                           ,                      ,                          ,                     ,                        ,                           ,                      ,                                   ,                                        ,                             ,                         ,                        ,                                   ,                      ,                                ,                         ,                             ,                            ,                        ,                     ,                        ,                      ,from ODP LEG 144 SR; Ch 8; T6; p 164
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,G. gansseri       ,              ,144, 875,C, 13,M, 1, 125.00,    115.1500,Erba     ,Planktonic Foraminifers                      ,               ,                  ,               ,2                 ,                   ,                       ,                        ,F                           ,F                       ,2                      ,F                  ,                   ,               ,                           ,                           ,                      ,                          ,                     ,                        ,                           ,                      ,                                   ,                                        ,                             ,                         ,                        ,                                   ,                      ,                                ,                         ,                             ,                            ,                        ,                     ,                        ,                      ,from ODP LEG 144 SR; Ch 8; T6; p 164
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,G. gansseri       ,              ,144, 875,C, 13,M, 2,  61.00,    115.8100,Erba     ,Planktonic Foraminifers                      ,               ,                  ,               ,                  ,R                  ,R                      ,1                       ,                            ,                        ,                       ,                   ,                   ,               ,                           ,                           ,                      ,                          ,                     ,                        ,                           ,                      ,                                   ,                                        ,                             ,                         ,                        ,                                   ,                      ,                                ,                         ,                             ,                            ,                        ,                     ,                        ,                      ,from ODP LEG 144 SR; Ch 8; T6; p 164
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,G. gansseri       ,              ,144, 875,C, 14,M, 1,  15.00,    123.7500,Erba     ,Planktonic Foraminifers                      ,               ,                  ,1              ,                  ,                   ,                       ,                        ,                            ,                        ,                       ,                   ,                   ,               ,                           ,                           ,                      ,                          ,                     ,                        ,                           ,                      ,                                   ,                                        ,                             ,                         ,                        ,                                   ,                      ,                                ,                         ,                             ,                            ,                        ,                     ,                        ,                      ,from ODP LEG 144 SR; Ch 8; T6; p 164
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,G. gansseri       ,              ,144, 875,C, 14,M, 1,  50.00,    124.1000,Erba     ,Planktonic Foraminifers                      ,               ,                  ,?              ,?                 ,                   ,                       ,                        ,                            ,                        ,                       ,                   ,                   ,               ,                           ,                           ,                      ,                          ,                     ,                        ,                           ,                      ,                                   ,                                        ,                             ,                         ,                        ,                                   ,                      ,                                ,                         ,                             ,                            ,                        ,                     ,                        ,                      ,from ODP LEG 144 SR; Ch 8; T6; p 164
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,G. gansseri       ,              ,144, 875,C, 14,M, 1,  59.00,    124.1900,Erba     ,Planktonic Foraminifers                      ,               ,                  ,?              ,                  ,                   ,                       ,                        ,                            ,                        ,                       ,                   ,                   ,               ,                           ,                           ,                      ,                          ,                     ,                        ,                           ,                      ,                                   ,                                        ,                             ,                         ,                        ,                                   ,                      ,                                ,                         ,                             ,                            ,                        ,                     ,                        ,                      ,from ODP LEG 144 SR; Ch 8; T6; p 164
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
