Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Ceratolithus cristatus,Amaurolithus delicatus,Sphenolithus moriformis,Sphenolithus heteromorphus,Reticulofenestra sp. (<5 microns),Helicosphaera kamptneri,Discoaster sp.,Discoaster deflandrei,Cyclicargolithus floridanus,Cyclicargolithus abisectus,Coccolithus pelagicus,Helicosphaera euphratis,Pontosphaera sp.,Reticulofenestra sp.,Discoaster variabilis,Calcidiscus leptoporus,Sphenolithus sp.,Discoaster lenticularis,Discoaster challengeri,Discoaster aulakos,Dictyococcites sp.,Sphenolithus abies/neoabies,Discoaster quinqueramus,Discoaster pentaradiatus,Triquetrorhabdulus rugosus,Helicosphaera sp.,Discoaster triradiatus,Discoaster surculus,Discoaster sp. (6-rayed),Discoaster intercalaris,Discoaster berggrenii,Calcidiscus macintyrei,Amaurolithus sp.,Discoaster neorectus,Semihololithus sp. ,Hayaster perplexus,Amaurolithus tricorniculatus,Discoaster sp. (9-rayed),Discoaster calcaris,Scyphosphaera sp.,Reticulofenestra pseudoumbilica (>7microns),Pontosphaera sp (large),Discoaster brouweri,Ceratolithus sp.,Pseudoemiliania lacunosa,Dictyococcites bisectus,Rhabdosphaera sp.,Syracosphaera pulchra,Rhabdosphaera clavigera,Discoaster sp. (5-rayed),Discoaster tamalis,Oolithotus fragilis,Umbilicosphaera mirabilis,Pontosphaera discopora,Gephyrocapsa spp. small (<3.5 microns),Pontosphaera japonica,Gephyrocapsa oceanica (4-5.5 microns)  ,Coccolithus sp.,Micrantholithus sp.,Scapholithus fossilis,Reticulofenestra sp. (5-7 microns),Helicosphaera inversa,Ceratolithus rugosus,Helicosphaera sellii,Pontosphaera multipora,Ceratolithus acutus,Ceratolithus telesmus,Ceratolithus simplex,Catinaster umbrellus,Gephyrocapsa spp. large (>5.5 microns),Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12b             ,              ,134, 832,B, 61,R, 6,  50.00,    728.7600,Staerker ,Nannofossils                                 ,S              ,G                 ,                      ,                      ,                       ,                          ,A                                ,C                      ,S             ,                     ,                           ,                          ,S                    ,                       ,S               ,                    ,                     ,C                     ,                ,                       ,                      ,                  ,S                 ,                           ,                       ,C                       ,                          ,                 ,R                     ,C                  ,                        ,                       ,                     ,C                     ,                ,                    ,                   ,S                 ,                            ,                        ,                   ,R                ,                                           ,S                      ,A                  ,                ,A                       ,                       ,                 ,                     ,C                      ,                        ,                  ,R                  ,                         ,                      ,                                      ,                     ,                                       ,               ,                   ,                     ,                                  ,                     ,                    ,                    ,                      ,                   ,                     ,                    ,                    ,                                      ,from ODP Leg 134 SR Chapter 10 Table 7 pp 212-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12b             ,              ,134, 832,B, 62,R, 1,  51.00,    731.0100,Staerker ,Nannofossils                                 ,S              ,G                 ,                      ,                      ,                       ,                          ,A                                ,C                      ,C             ,                     ,                           ,                          ,S                    ,                       ,S               ,                    ,                     ,C                     ,                ,                       ,                      ,                  ,S                 ,                           ,                       ,C                       ,                          ,                 ,R                     ,C                  ,                        ,                       ,                     ,C                     ,                ,                    ,                   ,S                 ,                            ,                        ,                   ,R                ,                                           ,S                      ,A                  ,                ,A                       ,                       ,                 ,S                    ,C                      ,                        ,                  ,R                  ,                         ,                      ,                                      ,                     ,                                       ,               ,                   ,                     ,                                  ,                     ,                    ,                    ,                      ,                   ,                     ,                    ,                    ,                                      ,from ODP Leg 134 SR Chapter 10 Table 7 pp 212-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12b             ,              ,134, 832,B, 62,R, 2,  51.00,    732.5100,Staerker ,Nannofossils                                 ,R              ,G                 ,                      ,                      ,                       ,                          ,A                                ,C                      ,C             ,                     ,                           ,                          ,S                    ,                       ,S               ,                    ,                     ,C                     ,                ,                       ,                      ,                  ,S                 ,                           ,                       ,S                       ,                          ,                 ,R                     ,C                  ,                        ,                       ,                     ,C                     ,                ,                    ,                   ,S                 ,                            ,                        ,                   ,R                ,                                           ,S                      ,C                  ,R               ,A                       ,                       ,                 ,R                    ,C                      ,                        ,                  ,R                  ,                         ,                      ,                                      ,                     ,                                       ,               ,                   ,                     ,                                  ,                     ,                    ,                    ,                      ,                   ,                     ,                    ,                    ,                                      ,from ODP Leg 134 SR Chapter 10 Table 7 pp 212-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12b             ,              ,134, 832,B, 62,R, 3,  51.00,    734.0100,Staerker ,Nannofossils                                 ,R              ,F                 ,                      ,                      ,                       ,                          ,C                                ,C                      ,C             ,                     ,                           ,                          ,S                    ,                       ,S               ,                    ,                     ,C                     ,                ,                       ,                      ,                  ,C                 ,                           ,                       ,S                       ,                          ,                 ,R                     ,S                  ,                        ,                       ,                     ,C                     ,                ,                    ,                   ,S                 ,                            ,                        ,                   ,R                ,                                           ,S                      ,C                  ,R               ,C                       ,                       ,                 ,R                    ,C                      ,                        ,rR                ,R                  ,                         ,                      ,                                      ,                     ,                                       ,               ,                   ,                     ,                                  ,                     ,                    ,                    ,                      ,                   ,                     ,                    ,                    ,                                      ,from ODP Leg 134 SR Chapter 10 Table 7 pp 212-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12b             ,              ,134, 832,B, 62,R, 4,  20.00,    735.2000,Staerker ,Nannofossils                                 ,R              ,F                 ,                      ,                      ,                       ,                          ,C                                ,C                      ,C             ,                     ,                           ,                          ,S                    ,                       ,S               ,                    ,                     ,C                     ,                ,                       ,                      ,                  ,S                 ,                           ,                       ,S                       ,                          ,                 ,S                     ,R                  ,                        ,                       ,                     ,C                     ,                ,                    ,                   ,S                 ,                            ,                        ,                   ,R                ,                                           ,R                      ,C                  ,R               ,C                       ,                       ,                 ,                     ,C                      ,                        ,                  ,R                  ,                         ,                      ,                                      ,                     ,                                       ,               ,                   ,                     ,                                  ,                     ,                    ,                    ,                      ,                   ,                     ,                    ,                    ,                                      ,from ODP Leg 134 SR Chapter 10 Table 7 pp 212-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12a             ,              ,134, 832,B, 63,R, 1,  53.00,    740.3300,Staerker ,Nannofossils                                 ,R              ,F                 ,                      ,                      ,                       ,                          ,C                                ,C                      ,C             ,                     ,                           ,                          ,S                    ,                       ,S               ,                    ,                     ,C                     ,                ,                       ,                      ,                  ,S                 ,                           ,                       ,S                       ,                          ,                 ,R                     ,S                  ,                        ,                       ,                     ,C                     ,                ,                    ,                   ,S                 ,                            ,                        ,                   ,R                ,                                           ,S                      ,C                  ,R               ,S                       ,                       ,                 ,S                    ,C                      ,                        ,R                 ,R                  ,                         ,                      ,                                      ,                     ,                                       ,               ,                   ,                     ,                                  ,                     ,                    ,                    ,                      ,                   ,                     ,                    ,                    ,                                      ,from ODP Leg 134 SR Chapter 10 Table 7 pp 212-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12a             ,              ,134, 832,B, 63,R, 2,  30.00,    741.6000,Staerker ,Nannofossils                                 ,R              ,F                 ,                      ,                      ,                       ,                          ,A                                ,C                      ,C             ,                     ,                           ,                          ,S                    ,                       ,S               ,                    ,R                    ,C                     ,                ,                       ,                      ,                  ,S                 ,rR                         ,                       ,S                       ,                          ,                 ,                      ,S                  ,                        ,                       ,                     ,C                     ,                ,                    ,                   ,S                 ,                            ,                        ,                   ,R                ,                                           ,S                      ,C                  ,R               ,S                       ,                       ,                 ,S                    ,C                      ,                        ,S                 ,                   ,                         ,                      ,                                      ,                     ,                                       ,               ,                   ,                     ,                                  ,                     ,                    ,                    ,                      ,                   ,                     ,                    ,                    ,                                      ,from ODP Leg 134 SR Chapter 10 Table 7 pp 212-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12a             ,              ,134, 832,B, 63,R, 3, 121.00,    744.0100,Staerker ,Nannofossils                                 ,R              ,F                 ,                      ,                      ,                       ,                          ,A                                ,C                      ,C             ,                     ,                           ,                          ,S                    ,                       ,S               ,                    ,                     ,C                     ,                ,                       ,                      ,                  ,S                 ,rS                         ,                       ,S                       ,                          ,                 ,                      ,S                  ,                        ,                       ,                     ,C                     ,                ,                    ,                   ,S                 ,                            ,                        ,                   ,R                ,                                           ,S                      ,S                  ,R               ,S                       ,                       ,                 ,S                    ,C                      ,                        ,R                 ,                   ,                         ,                      ,                                      ,                     ,                                       ,               ,                   ,                     ,                                  ,                     ,                    ,                    ,                      ,                   ,                     ,                    ,                    ,                                      ,from ODP Leg 134 SR Chapter 10 Table 7 pp 212-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12a             ,              ,134, 832,B, 63,R, 4,  60.00,    744.9000,Staerker ,Nannofossils                                 ,R              ,F                 ,                      ,                      ,                       ,                          ,A                                ,C                      ,C             ,                     ,                           ,                          ,S                    ,                       ,S               ,                    ,R                    ,C                     ,                ,                       ,                      ,                  ,S                 ,rR                         ,                       ,S                       ,                          ,                 ,                      ,S                  ,                        ,                       ,                     ,C                     ,                ,                    ,                   ,S                 ,                            ,                        ,                   ,R                ,                                           ,S                      ,S                  ,R               ,S                       ,                       ,                 ,R                    ,C                      ,                        ,R                 ,                   ,                         ,                      ,                                      ,                     ,                                       ,               ,                   ,                     ,                                  ,                     ,                    ,                    ,                      ,                   ,                     ,                    ,                    ,                                      ,from ODP Leg 134 SR Chapter 10 Table 7 pp 212-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12a             ,              ,134, 832,B, 63,R, 5,  77.00,    746.5700,Staerker ,Nannofossils                                 ,R              ,F                 ,                      ,                      ,                       ,                          ,A                                ,C                      ,C             ,                     ,                           ,                          ,S                    ,                       ,S               ,                    ,                     ,C                     ,                ,                       ,                      ,                  ,S                 ,rR                         ,                       ,S                       ,                          ,                 ,                      ,S                  ,                        ,                       ,                     ,C                     ,                ,                    ,                   ,S                 ,                            ,                        ,                   ,R                ,                                           ,S                      ,S                  ,R               ,S                       ,                       ,                 ,R                    ,C                      ,                        ,R                 ,                   ,                         ,                      ,                                      ,                     ,                                       ,               ,                   ,                     ,                                  ,                     ,                    ,                    ,                      ,                   ,                     ,                    ,                    ,                                      ,from ODP Leg 134 SR Chapter 10 Table 7 pp 212-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12a             ,              ,134, 832,B, 63,R, 6,  44.00,    747.7400,Staerker ,Nannofossils                                 ,R              ,F                 ,                      ,                      ,                       ,                          ,A                                ,C                      ,C             ,rR                   ,                           ,                          ,S                    ,                       ,S               ,                    ,                     ,C                     ,                ,                       ,                      ,                  ,S                 ,rS                         ,                       ,S                       ,                          ,                 ,                      ,S                  ,                        ,                       ,                     ,C                     ,                ,                    ,                   ,S                 ,                            ,                        ,                   ,R                ,                                           ,S                      ,S                  ,R               ,S                       ,                       ,                 ,R                    ,C                      ,S                       ,                  ,                   ,                         ,                      ,                                      ,                     ,                                       ,               ,                   ,                     ,                                  ,                     ,                    ,                    ,                      ,                   ,                     ,                    ,                    ,                                      ,from ODP Leg 134 SR Chapter 10 Table 7 pp 212-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,CN11              ,              ,134, 832,B, 64,R, 1,  14.00,    749.6400,Staerker ,Nannofossils                                 ,C              ,F                 ,                      ,                      ,                       ,                          ,C                                ,S                      ,C             ,rR                   ,                           ,                          ,                     ,                       ,S               ,                    ,S                    ,C                     ,                ,                       ,                      ,                  ,S                 ,V                          ,                       ,S                       ,                          ,                 ,S                     ,S                  ,                        ,                       ,                     ,S                     ,                ,                    ,                   ,                  ,                            ,                        ,                   ,R                ,R                                          ,S                      ,S                  ,R               ,S                       ,rR                     ,R                ,                     ,                       ,                        ,                  ,                   ,                         ,                      ,                                      ,                     ,                                       ,               ,                   ,                     ,                                  ,                     ,                    ,                    ,                      ,                   ,                     ,                    ,                    ,                                      ,from ODP Leg 134 SR Chapter 10 Table 7 pp 212-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,CN11              ,              ,134, 832,B, 64,R, 2,  25.00,    751.2500,Staerker ,Nannofossils                                 ,R              ,F                 ,                      ,                      ,                       ,                          ,C                                ,S                      ,C             ,rR                   ,                           ,                          ,                     ,                       ,S               ,                    ,S                    ,S                     ,                ,                       ,                      ,                  ,S                 ,A                          ,                       ,S                       ,                          ,                 ,                      ,S                  ,                        ,                       ,                     ,S                     ,                ,                    ,                   ,                  ,                            ,                        ,                   ,R                ,R                                          ,S                      ,S                  ,R               ,S                       ,rR                     ,R                ,                     ,                       ,                        ,                  ,                   ,                         ,                      ,                                      ,                     ,                                       ,               ,                   ,                     ,                                  ,                     ,                    ,                    ,                      ,                   ,                     ,                    ,                    ,                                      ,from ODP Leg 134 SR Chapter 10 Table 7 pp 212-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,CN11              ,              ,134, 832,B, 64,R, 3,  94.00,    753.4400,Staerker ,Nannofossils                                 ,R              ,F                 ,                      ,                      ,                       ,                          ,C                                ,S                      ,C             ,rR                   ,                           ,                          ,                     ,                       ,S               ,                    ,S                    ,S                     ,                ,                       ,                      ,                  ,S                 ,A                          ,                       ,S                       ,                          ,                 ,                      ,                   ,                        ,                       ,                     ,S                     ,                ,                    ,                   ,                  ,                            ,                        ,                   ,R                ,R                                          ,S                      ,S                  ,R               ,S                       ,rR                     ,R                ,                     ,                       ,                        ,                  ,                   ,                         ,                      ,                                      ,                     ,                                       ,               ,                   ,                     ,                                  ,                     ,                    ,                    ,                      ,                   ,                     ,                    ,                    ,                                      ,from ODP Leg 134 SR Chapter 10 Table 7 pp 212-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,CN11              ,              ,134, 832,B, 64,R, 4,  40.00,    754.4000,Staerker ,Nannofossils                                 ,R              ,F                 ,                      ,                      ,                       ,                          ,C                                ,S                      ,C             ,rR                   ,                           ,                          ,                     ,                       ,S               ,                    ,S                    ,S                     ,                ,                       ,                      ,                  ,S                 ,A                          ,                       ,S                       ,                          ,                 ,                      ,                   ,                        ,                       ,                     ,S                     ,                ,                    ,                   ,                  ,                            ,                        ,                   ,R                ,R                                          ,R                      ,S                  ,R               ,S                       ,                       ,R                ,                     ,                       ,                        ,                  ,                   ,                         ,                      ,                                      ,                     ,                                       ,               ,                   ,                     ,                                  ,                     ,                    ,                    ,                      ,                   ,                     ,                    ,                    ,                                      ,from ODP Leg 134 SR Chapter 10 Table 7 pp 212-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,CN11              ,              ,134, 832,B, 64,R, 5,  43.00,    755.9300,Staerker ,Nannofossils                                 ,R              ,F                 ,                      ,                      ,                       ,                          ,C                                ,S                      ,C             ,rR                   ,                           ,                          ,                     ,                       ,S               ,                    ,S                    ,S                     ,                ,                       ,                      ,                  ,S                 ,A                          ,                       ,S                       ,                          ,                 ,                      ,R                  ,                        ,                       ,                     ,S                     ,                ,                    ,                   ,                  ,                            ,                        ,                   ,R                ,R                                          ,R                      ,S                  ,R               ,S                       ,rR                     ,R                ,                     ,                       ,                        ,                  ,                   ,                         ,                      ,                                      ,                     ,                                       ,               ,                   ,                     ,                                  ,                     ,                    ,                    ,                      ,                   ,                     ,                    ,                    ,                                      ,from ODP Leg 134 SR Chapter 10 Table 7 pp 212-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,CN11              ,              ,134, 832,B, 65,R, 1,  53.00,    759.7300,Staerker ,Nannofossils                                 ,R              ,F                 ,                      ,                      ,                       ,                          ,C                                ,S                      ,C             ,                     ,                           ,                          ,                     ,                       ,S               ,                    ,S                    ,C                     ,                ,                       ,                      ,                  ,S                 ,A                          ,                       ,S                       ,                          ,                 ,                      ,R                  ,                        ,                       ,                     ,S                     ,                ,                    ,                   ,                  ,                            ,                        ,                   ,R                ,S                                          ,R                      ,S                  ,                ,S                       ,rR                     ,                 ,                     ,                       ,                        ,                  ,                   ,                         ,                      ,                                      ,                     ,                                       ,               ,                   ,                     ,                                  ,                     ,                    ,                    ,                      ,                   ,                     ,                    ,                    ,                                      ,from ODP Leg 134 SR Chapter 10 Table 7 pp 212-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,CN11              ,              ,134, 832,B, 65,R, 2,  53.00,    761.2300,Staerker ,Nannofossils                                 ,R              ,F                 ,                      ,                      ,                       ,                          ,C                                ,S                      ,C             ,                     ,                           ,                          ,                     ,                       ,S               ,                    ,S                    ,C                     ,                ,                       ,                      ,                  ,S                 ,V                          ,                       ,S                       ,                          ,                 ,                      ,S                  ,                        ,                       ,                     ,S                     ,                ,                    ,                   ,                  ,                            ,                        ,                   ,R                ,S                                          ,R                      ,S                  ,                ,S                       ,rR                     ,                 ,                     ,                       ,                        ,                  ,                   ,                         ,                      ,                                      ,                     ,                                       ,               ,                   ,                     ,                                  ,                     ,                    ,                    ,                      ,                   ,                     ,                    ,                    ,                                      ,from ODP Leg 134 SR Chapter 10 Table 7 pp 212-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,CN11              ,              ,134, 832,B, 65,R, 4, 114.00,    764.8400,Staerker ,Nannofossils                                 ,R              ,F                 ,                      ,                      ,                       ,                          ,A                                ,C                      ,C             ,                     ,                           ,                          ,C                    ,                       ,                ,                    ,S                    ,C                     ,                ,                       ,R                     ,                  ,                  ,V                          ,                       ,S                       ,                          ,                 ,                      ,R                  ,                        ,                       ,                     ,                      ,                ,                    ,                   ,                  ,                            ,                        ,                   ,                 ,                                           ,                       ,S                  ,                ,                        ,                       ,                 ,                     ,                       ,                        ,                  ,                   ,                         ,                      ,                                      ,                     ,                                       ,               ,                   ,                     ,                                  ,                     ,                    ,                    ,                      ,                   ,                     ,                    ,                    ,                                      ,from ODP Leg 134 SR Chapter 10 Table 7 pp 212-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,CN11              ,              ,134, 832,B, 65,R, 5,  73.00,    765.9300,Staerker ,Nannofossils                                 ,S              ,F                 ,                      ,R                     ,                       ,                          ,A                                ,C                      ,C             ,                     ,                           ,                          ,C                    ,                       ,                ,S                   ,S                    ,C                     ,                ,                       ,R                     ,                  ,                  ,V                          ,                       ,S                       ,                          ,                 ,                      ,R                  ,                        ,                       ,                     ,                      ,                ,                    ,                   ,                  ,                            ,                        ,                   ,                 ,                                           ,R                      ,S                  ,                ,                        ,                       ,                 ,                     ,                       ,                        ,                  ,                   ,                         ,                      ,                                      ,                     ,                                       ,               ,                   ,                     ,                                  ,                     ,                    ,                    ,                      ,                   ,                     ,                    ,                    ,                                      ,from ODP Leg 134 SR Chapter 10 Table 7 pp 212-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,CN11              ,              ,134, 832,B, 65,R, 6,  53.00,    767.2300,Staerker ,Nannofossils                                 ,S              ,                  ,                      ,                      ,                       ,                          ,A                                ,C                      ,A             ,                     ,                           ,                          ,S                    ,                       ,                ,C                   ,C                    ,C                     ,                ,                       ,S                     ,                  ,                  ,V                          ,                       ,S                       ,                          ,                 ,R                     ,S                  ,                        ,                       ,                     ,                      ,                ,                    ,                   ,                  ,                            ,                        ,                   ,                 ,                                           ,R                      ,S                  ,R               ,                        ,                       ,                 ,                     ,                       ,                        ,                  ,                   ,                         ,                      ,                                      ,                     ,                                       ,               ,                   ,                     ,                                  ,                     ,                    ,                    ,                      ,                   ,                     ,                    ,                    ,                                      ,from ODP Leg 134 SR Chapter 10 Table 7 pp 212-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,CN11              ,              ,134, 832,B, 66,R, 1,  12.00,    768.9200,Staerker ,Nannofossils                                 ,S              ,                  ,                      ,                      ,                       ,                          ,A                                ,C                      ,A             ,                     ,                           ,                          ,S                    ,                       ,                ,C                   ,C                    ,C                     ,                ,                       ,S                     ,                  ,                  ,V                          ,                       ,S                       ,                          ,                 ,                      ,S                  ,                        ,                       ,                     ,                      ,R               ,                    ,                   ,                  ,                            ,                        ,                   ,                 ,                                           ,S                      ,S                  ,                ,                        ,                       ,                 ,                     ,                       ,                        ,                  ,                   ,                         ,                      ,                                      ,                     ,                                       ,               ,                   ,                     ,                                  ,                     ,                    ,                    ,                      ,                   ,                     ,                    ,                    ,                                      ,from ODP Leg 134 SR Chapter 10 Table 7 pp 212-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,CN11              ,              ,134, 832,B, 66,R, 2,  98.00,    771.2800,Staerker ,Nannofossils                                 ,S              ,F                 ,                      ,                      ,                       ,                          ,A                                ,C                      ,A             ,                     ,                           ,                          ,S                    ,                       ,                ,C                   ,S                    ,C                     ,                ,                       ,S                     ,                  ,                  ,V                          ,                       ,S                       ,                          ,                 ,                      ,S                  ,                        ,                       ,                     ,                      ,                ,                    ,                   ,                  ,                            ,                        ,                   ,                 ,                                           ,S                      ,S                  ,                ,                        ,                       ,                 ,                     ,                       ,                        ,                  ,                   ,                         ,                      ,                                      ,                     ,                                       ,               ,                   ,                     ,                                  ,                     ,                    ,                    ,                      ,                   ,                     ,                    ,                    ,                                      ,from ODP Leg 134 SR Chapter 10 Table 7 pp 212-215
