Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Orbulina universa	Neogloboquadrina asanoi	Globigerinoides ruber	Globigerinita glutinata	Globigerina bulloides	Neogloboquadrina sp. "rounded"	Globigerina umbilicata	Neogloboquadrina pachyderma (dextral)	Globorotalia tumida	Globorotalia crassaformis	Globorotalia cf. Gr. conoidea	Sphaeroidinellopsis seminulina	Neogloboquadrina humerosa	Globorotalia puncticulata	Globorotalia inflata	Globorotalia scitula	Sphaeroidinella dehiscens	Globigerina apertura	Globigerina quinqueloba	Neogloboquadrina pachyderma (sinistral)	Globorotalia tosaensis	Globorotalia hirsuta	Neogloboquadrina dutertrei	Globorotalia truncatulinoides	Globigerinoides conglobatus	Comment
  IR	                 	                 	N22               	N23           	167	1014	A	  7	X	CC	  20.00	     54.0700	Kennett  	Planktonic Foraminifers                      	A              	G                 	                 	                       	                     	                       	A                    	                              	                      	F                                    	                   	                         	                             	                              	                         	                         	R                   	                    	                         	                    	                       	A                                      	                      	                    	                          	                             	                           	from IR. Ch 8. Table 3.

  IR	                 	                 	N22               	N23           	167	1014	A	  8	X	CC	  28.00	     63.3900	Kennett  	Planktonic Foraminifers                      	A              	G                 	                 	                       	                     	                       	A                    	                              	C                     	A                                    	                   	                         	                             	                              	                         	                         	                    	                    	                         	                    	C                      	A                                      	                      	                    	                          	                             	                           	from IR. Ch 8. Table 3.

  IR	                 	                 	N22               	N23           	167	1014	A	  9	X	CC	  14.00	     73.5400	Kennett  	Planktonic Foraminifers                      	A              	G                 	                 	                       	                     	                       	A                    	                              	                      	                                     	                   	                         	                             	                              	                         	                         	                    	                    	                         	                    	                       	F                                      	                      	                    	                          	                             	                           	from IR. Ch 8. Table 3.

  IR	                 	                 	N22               	N23           	167	1014	A	 10	X	CC	  21.00	     83.1000	Kennett  	Planktonic Foraminifers                      	A              	G                 	F                	                       	R                    	                       	A                    	                              	R                     	A                                    	                   	R                        	                             	                              	A                        	                         	C                   	                    	                         	                    	                       	                                       	                      	R                   	                          	                             	                           	from IR. Ch 8. Table 3.

  IR	                 	                 	N22               	N23           	167	1014	A	 11	X	CC	  20.00	     92.8300	Kennett  	Planktonic Foraminifers                      	C              	M                 	                 	                       	                     	                       	A                    	                              	                      	C                                    	                   	                         	                             	                              	                         	                         	                    	R                   	                         	                    	A                      	F                                      	                      	                    	                          	                             	                           	from IR. Ch 8. Table 3.

  IR	                 	                 	N22               	N23           	167	1014	A	 12	X	CC	  24.00	    102.4400	Kennett  	Planktonic Foraminifers                      	A              	G                 	                 	                       	                     	R                      	A                    	                              	                      	A                                    	                   	                         	                             	                              	                         	                         	C                   	                    	                         	                    	                       	                                       	                      	                    	                          	                             	                           	from IR. Ch 8. Table 3.

  IR	                 	                 	N22               	N23           	167	1014	A	 13	X	CC	  30.00	    111.5800	Kennett  	Planktonic Foraminifers                      	C              	M                 	R                	                       	                     	                       	A                    	                              	                      	A                                    	                   	                         	                             	                              	                         	                         	                    	                    	                         	                    	C                      	                                       	                      	                    	                          	                             	                           	from IR. Ch 8. Table 3.

  IR	                 	                 	N21               	              	167	1014	A	 15	X	CC	  24.00	    131.2600	Kennett  	Planktonic Foraminifers                      	C              	M                 	A                	                       	A                    	                       	                     	                              	                      	                                     	                   	                         	                             	                              	                         	                         	                    	                    	                         	                    	                       	                                       	+                     	                    	                          	                             	                           	from IR. Ch 8. Table 3.

  IR	                 	                 	N21               	              	167	1014	A	 17	X	CC	  25.00	    150.1700	Kennett  	Planktonic Foraminifers                      	F              	M                 	                 	C                      	                     	                       	F                    	                              	                      	                                     	                   	                         	                             	                              	                         	                         	                    	                    	                         	                    	                       	                                       	                      	                    	                          	                             	                           	from IR. Ch 8. Table 3.

  IR	                 	                 	N21               	              	167	1014	A	 18	X	CC	  36.00	    159.8200	Kennett  	Planktonic Foraminifers                      	A              	G                 	                 	A                      	                     	                       	A                    	                              	                      	C                                    	                   	                         	                             	                              	F                        	                         	                    	                    	                         	                    	C                      	A                                      	                      	                    	                          	                             	                           	from IR. Ch 8. Table 3.

  IR	                 	                 	N21               	              	167	1014	A	 19	X	CC	  29.00	    170.0200	Kennett  	Planktonic Foraminifers                      	C              	M                 	                 	A                      	                     	                       	A                    	                              	                      	                                     	                   	                         	                             	                              	                         	                         	R                   	                    	                         	                    	                       	A                                      	                      	                    	                          	                             	                           	from IR. Ch 8. Table 3.

  IR	                 	                 	N21               	              	167	1014	A	 20	X	CC	  47.00	    177.2300	Kennett  	Planktonic Foraminifers                      	C              	M                 	R                	C                      	                     	                       	A                    	                              	                      	F                                    	                   	                         	                             	                              	R                        	                         	                    	                    	                         	                    	                       	C                                      	                      	                    	                          	                             	                           	from IR. Ch 8. Table 3.

  IR	                 	                 	N21               	              	167	1014	A	 22	X	CC	  14.00	    195.5800	Kennett  	Planktonic Foraminifers                      	A              	G                 	                 	A                      	                     	                       	A                    	C                             	                      	                                     	                   	                         	                             	                              	                         	                         	                    	                    	                         	                    	A                      	A                                      	                      	                    	                          	                             	                           	from IR. Ch 8. Table 3.

  IR	                 	                 	N21               	              	167	1014	A	 23	X	CC	  38.00	    205.6800	Kennett  	Planktonic Foraminifers                      	A              	G                 	F                	A                      	                     	                       	A                    	A                             	C                     	A                                    	                   	                         	                             	                              	C                        	A                        	A                   	                    	                         	                    	A                      	                                       	                      	                    	                          	                             	                           	from IR. Ch 8. Table 3.

  IR	                 	                 	N21               	              	167	1014	A	 24	X	CC	  42.00	    216.9900	Kennett  	Planktonic Foraminifers                      	F              	P                 	                 	F                      	                     	                       	F                    	F                             	                      	                                     	                   	                         	                             	                              	                         	                         	                    	                    	                         	                    	                       	                                       	                      	                    	                          	                             	                           	from IR. Ch 8. Table 3.

  IR	                 	                 	N21               	              	167	1014	A	 25	X	CC	  21.00	    223.8500	Kennett  	Planktonic Foraminifers                      	A              	M                 	R                	A                      	                     	                       	A                    	A                             	                      	C                                    	                   	                         	                             	                              	                         	                         	                    	                    	                         	                    	                       	                                       	                      	                    	                          	                             	                           	from IR. Ch 8. Table 3.

  IR	                 	                 	N21               	              	167	1014	A	 26	X	CC	  21.00	    229.6300	Kennett  	Planktonic Foraminifers                      	F/C            	M                 	                 	C                      	                     	                       	A                    	C                             	                      	                                     	                   	                         	                             	                              	                         	                         	                    	                    	                         	                    	                       	                                       	                      	                    	                          	                             	                           	from IR. Ch 8. Table 3.

  IR	                 	                 	N21               	              	167	1014	A	 27	X	CC	  44.00	    236.2400	Kennett  	Planktonic Foraminifers                      	F              	P/M               	R                	C                      	                     	                       	                     	                              	                      	C                                    	                   	                         	                             	R                             	                         	                         	                    	                    	                         	                    	                       	                                       	                      	                    	                          	                             	                           	from IR. Ch 8. Table 3.

  IR	                 	                 	N21               	              	167	1014	A	 28	X	CC	  16.00	    242.3000	Kennett  	Planktonic Foraminifers                      	C              	M                 	F                	A                      	                     	                       	A                    	C                             	                      	F                                    	                   	                         	                             	                              	                         	                         	                    	                    	                         	                    	                       	                                       	                      	                    	                          	                             	                           	from IR. Ch 8. Table 3.

  IR	                 	                 	N21               	              	167	1014	A	 29	X	CC	  15.00	    250.4000	Kennett  	Planktonic Foraminifers                      	A              	G                 	C                	A                      	                     	                       	A                    	A                             	                      	A                                    	                   	                         	                             	                              	C                        	                         	                    	                    	                         	                    	                       	                                       	                      	                    	                          	                             	                           	from IR. Ch 8. Table 3.

  IR	                 	                 	N21               	              	167	1014	A	 30	X	CC	  13.00	    256.6400	Kennett  	Planktonic Foraminifers                      	F              	M                 	F                	A                      	                     	                       	A                    	                              	                      	                                     	                   	                         	                             	                              	F                        	                         	                    	                    	                         	                    	                       	                                       	                      	                    	                          	                             	                           	from IR. Ch 8. Table 3.

  IR	                 	                 	N21               	              	167	1014	A	 31	X	CC	   9.00	    265.2700	Kennett  	Planktonic Foraminifers                      	A              	G                 	R                	A                      	                     	                       	A                    	                              	                      	A                                    	                   	                         	                             	                              	C                        	R                        	R                   	                    	                         	R                   	                       	                                       	                      	                    	                          	                             	                           	from IR. Ch 8. Table 3.

  IR	                 	                 	N21               	              	167	1014	A	 32	X	CC	  66.00	    272.7300	Kennett  	Planktonic Foraminifers                      	C              	M                 	                 	                       	                     	                       	                     	                              	                      	                                     	R                  	                         	                             	                              	                         	F                        	A                   	                    	R                        	                    	                       	                                       	                      	                    	                          	                             	                           	from IR. Ch 8. Table 3.

  IR	                 	                 	N21               	              	167	1014	A	 33	X	CC	  42.00	    282.6600	Kennett  	Planktonic Foraminifers                      	F              	M                 	R                	C                      	                     	R                      	C                    	F                             	                      	                                     	                   	                         	                             	                              	F                        	C                        	                    	R                   	                         	                    	                       	                                       	                      	                    	                          	                             	                           	from IR. Ch 8. Table 3.

  IR	                 	                 	N21               	              	167	1014	A	 34	X	CC	  22.00	    295.1000	Kennett  	Planktonic Foraminifers                      	C              	M                 	F                	F                      	                     	                       	A                    	                              	                      	                                     	                   	                         	                             	                              	                         	C                        	A                   	                    	                         	                    	                       	                                       	                      	                    	                          	                             	                           	from IR. Ch 8. Table 3.

  IR	                 	                 	N21               	              	167	1014	A	 35	X	CC	  21.00	    304.0700	Kennett  	Planktonic Foraminifers                      	F              	M                 	R                	A                      	                     	                       	C                    	                              	                      	                                     	                   	                         	                             	                              	                         	F                        	R                   	                    	                         	                    	                       	                                       	                      	                    	                          	                             	                           	from IR. Ch 8. Table 3.

  IR	                 	                 	N20               	              	167	1014	A	 36	X	CC	  37.00	    314.3600	Kennett  	Planktonic Foraminifers                      	F              	M                 	F                	A                      	                     	                       	A                    	                              	                      	                                     	                   	R                        	R                            	                              	C                        	                         	                    	                    	                         	                    	                       	                                       	                      	                    	                          	                             	                           	from IR. Ch 8. Table 3.

  IR	                 	                 	N20               	              	167	1014	A	 37	X	CC	  32.00	    324.0100	Kennett  	Planktonic Foraminifers                      	F              	M                 	C                	C                      	                     	                       	C                    	C                             	                      	                                     	                   	                         	R                            	R                             	                         	                         	                    	                    	                         	                    	                       	                                       	                      	                    	                          	                             	                           	from IR. Ch 8. Table 3.

  IR	                 	                 	N20               	              	167	1014	A	 38	X	CC	  23.00	    333.3300	Kennett  	Planktonic Foraminifers                      	B/R            	M                 	R                	F                      	                     	                       	A                    	                              	                      	R                                    	R                  	R                        	R                            	                              	                         	                         	                    	                    	                         	                    	                       	                                       	                      	                    	                          	                             	                           	from IR. Ch 8. Table 3.

  IR	                 	                 	N20               	              	167	1014	A	 39	X	CC	  26.00	    341.8400	Kennett  	Planktonic Foraminifers                      	F/C            	G                 	                 	A                      	                     	                       	A                    	A                             	R                     	                                     	                   	                         	                             	                              	                         	                         	                    	                    	                         	                    	                       	                                       	                      	                    	                          	                             	                           	from IR. Ch 8. Table 3.

  IR	                 	                 	N20               	              	167	1014	A	 40	X	CC	  40.00	    352.9200	Kennett  	Planktonic Foraminifers                      	F              	M                 	R                	R                      	R                    	R                      	A                    	                              	                      	                                     	                   	                         	                             	                              	                         	                         	                    	                    	                         	                    	                       	                                       	                      	                    	                          	                             	                           	from IR. Ch 8. Table 3.

